ÈÕÆÚ,000008.SZ,000925.SZ,000976.SZ,300351.SZ,300594.SZ,600495.SH,600528.SH,601766.SH,603111.SH,603500.SH,603680.SH,688009.SH,688015.SH,688033.SH,000008.SZ,000925.SZ,000976.SZ,300351.SZ,300594.SZ,600495.SH,600528.SH,601766.SH,603111.SH,603500.SH,603680.SH,688009.SH,688015.SH,688033.SH,000008.SZ,000925.SZ,000976.SZ,300351.SZ,300594.SZ,600495.SH,600528.SH,601766.SH,603111.SH,603500.SH,603680.SH,688009.SH,688015.SH,688033.SH,000008.SZ,000925.SZ,000976.SZ,300351.SZ,300594.SZ,600495.SH,600528.SH,601766.SH,603111.SH,603500.SH,603680.SH,688009.SH,688015.SH,688033.SH,000008.SZ,000925.SZ,000976.SZ,300351.SZ,300594.SZ,600495.SH,600528.SH,601766.SH,603111.SH,603500.SH,603680.SH,688009.SH,688015.SH,688033.SH,000008.SZ,000925.SZ,000976.SZ,300351.SZ,300594.SZ,600495.SH,600528.SH,601766.SH,603111.SH,603500.SH,603680.SH,688009.SH,688015.SH,688033.SH
2017/5/19,0,0.3688,0,-1.1939,,-0.2821,-1.7794,-0.203,-0.0778,,,,,,0.2569,0.2718,0.4912,0.6803,,0.7805,1.2881,0.1238,1.6453,,,,,,14794171651,6650786399,4832997345,4047460560,,8541909564,20136960000,2.25281E+11,4925809200,,,,,,39.6171,-64.7856,426.1512,49.3091,,317.0349,182.6315,24.9752,39.5132,,,,,,3.3821,6.2312,3.6812,2.9838,,2.7517,4.9108,2.6904,7.1704,,,,,,11.0207,5.7914,7.0604,8.3293,,8.8855,0.5983,1.228,4.7165,,,,,
2017/5/22,-1.4946,0.9187,-0.8495,-2.6583,,-2.9703,-0.5797,0,-9.891,,,,,,0.1675,0.696,0.4008,0.8854,,1.0724,1.1721,0.3228,4.5024,,,,,,14573063108,6711886871,4791940329,3939867360,,8288189478,20020224000,2.25281E+11,4438599100,,,,,,39.025,-65.3808,422.531,47.9983,,307.618,181.5728,24.9752,35.605,,,,,,3.3316,6.2884,3.6499,2.9045,,2.6699,4.8824,2.6904,6.4611,,,,,,10.8559,5.8446,7.0004,8.1078,,8.6216,0.5948,1.228,4.25,,,,,
2017/5/23,-2.3448,-1.6386,-1.5912,-9.8312,,-4.519,0.8746,1.0173,0.1729,,,,,,0.3435,0.6696,0.5526,2.3443,,1.725,1.6427,0.4196,3.2905,,,,,,14231349904,6601906021,4715691584,3552531840,,7913650303,20195328000,2.27573E+11,4446271700,,,,,,38.1099,-64.3095,415.8078,43.2795,,293.7169,183.1609,25.2293,35.6666,,,,,,3.2534,6.1854,3.5919,2.6189,,2.5493,4.9251,2.7178,6.4723,,,,,,10.6014,5.7489,6.8891,7.3108,,8.232,0.6,1.2405,4.2573,,,,,
2017/5/24,-1.4124,-2.9616,0.7463,0.5507,,0.1527,1.3728,0.1007,-2.761,,,,,,0.2888,0.5069,0.6404,0.8565,,1.0748,1.4632,0.2504,1.3106,,,,,,14030342137,6406384510,4750883312,3572094240,,7925732212,20472576000,2.27802E+11,4323510100,,,,,,37.5716,-62.4049,418.9108,43.5179,,294.1653,185.6754,25.2547,34.6818,,,,,,3.2075,6.0022,3.6187,2.6334,,2.5532,4.9927,2.7205,6.2936,,,,,,10.4517,5.5786,6.9405,7.351,,8.2446,0.6083,1.2418,4.1398,,,,,
2017/5/25,2.8653,0.0954,1.6049,0,,0.9146,1.7106,0.7042,0.7098,,,,,,0.6013,0.7108,0.6449,1.9669,,1.1998,1.7489,0.2176,1.5343,,,,,,14432357671,6412494557,4827132057,3572094240,,7998223665,20822784000,2.29406E+11,4354200500,,,,,,38.6482,-62.4644,425.6341,43.5179,,296.8558,188.8516,25.4325,34.928,,,,,,3.2994,6.0079,3.6767,2.6334,,2.5765,5.0781,2.7397,6.3383,,,,,,10.7511,5.5839,7.0519,7.351,,8.32,0.6187,1.2505,4.1692,,,,,
2017/5/26,-0.4178,-2.9061,1.5796,-0.0548,,0.1511,-0.7708,0,0.8811,,,,,,0.3793,0.8527,0.7224,0.8525,,0.8813,1.4274,0.2353,0.8887,,,,,,14372055341,6226138117,4903380801,3570138000,,8010305574,20662272000,2.29406E+11,4392563500,,,,,,38.4867,-60.6491,432.3573,43.494,,297.3043,187.3958,25.4325,35.2357,,,,,,3.2856,5.8333,3.7348,2.6319,,2.5804,5.0389,2.7397,6.3941,,,,,,10.7062,5.4216,7.1632,7.347,,8.3325,0.6139,1.2505,4.2059,,,,,
2017/5/31,-0.8392,-1.6683,0.4785,-1.6986,,0.3017,0.6356,1.1988,-1.31,,,,,,0.4827,0.6513,0.6042,0.7767,,0.6922,1.0671,0.3143,1.3694,,,,,,14251450680,6122267314,4926841954,3509494560,,8034469392,20793600000,2.32156E+11,4335019000,,,,,,38.1637,-59.6373,434.426,42.7552,,298.2011,188.5869,25.7374,34.7741,,,,,,3.258,5.736,3.7527,2.5872,,2.5882,5.071,2.7725,6.3104,,,,,,10.6164,5.3312,7.1975,7.2222,,8.3577,0.6178,1.2655,4.1508,,,,,
2017/6/1,-1.1283,1.2475,-1.7857,-4.5708,,-3.1579,-2.0351,1.382,-1.4159,,,,,,0.3108,1.0221,0.6452,0.9481,,0.8592,1.1081,0.457,1.2773,,,,,,14090644467,6198642905,4838862633,3349082880,,7780749306,20370432000,2.35365E+11,4273638200,,,,,,37.7331,-60.3813,426.6684,40.801,,288.7842,184.749,26.0931,34.2817,,,,,,3.2213,5.8076,3.6857,2.469,,2.5065,4.9678,2.8109,6.221,,,,,,10.4966,5.3977,7.069,6.8921,,8.0937,0.6052,1.283,4.092,,,,,
2017/6/2,1.5714,-0.4436,-0.6061,1.5187,,2.0186,0.8596,-0.3895,-1.9749,,,,,,0.2483,1.0055,0.8695,0.692,,0.7255,1.1107,0.233,1.672,,,,,,14291652234,6171147692,4809536193,3399945120,,7937814121,20545536000,2.34448E+11,4189239600,,,,,,38.2714,-60.1134,424.0825,41.4206,,294.6137,186.3371,25.9915,33.6047,,,,,,3.2672,5.7818,3.6633,2.5065,,2.5571,5.0105,2.7999,6.0982,,,,,,10.6463,5.3738,7.0261,6.9967,,8.2571,0.6104,1.278,4.0112,,,,,
2017/6/5,0.1406,3.4653,-0.4878,1.0932,,1.0654,0.7102,-1.564,4.3956,,,,,,0.2364,1.6569,0.4858,0.6015,,0.5472,0.7832,0.2101,1.7051,,,,,,14311753010,6384999345,4786075041,3437113680,,8022387483,20691456000,2.30781E+11,4373382000,,,,,,38.3252,-62.1966,422.0138,41.8734,,297.7527,187.6605,25.585,35.0819,,,,,,3.2718,5.9822,3.6455,2.5339,,2.5843,5.046,2.7561,6.3662,,,,,,10.6613,5.56,6.9919,7.0732,,8.3451,0.6148,1.258,4.1875,,,,,
2017/6/6,0.2809,-1.3397,0.2451,0.3415,,0.753,0.4937,0.2979,0.7895,,,,,,0.1898,1.1596,0.3458,0.4988,,0.5959,0.5993,0.1223,1.1541,,,,,,14351954564,6299458684,4797805617,3448851120,,8082797027,20793600000,2.31469E+11,4407908700,,,,,,38.4329,-61.3633,423.0482,42.0164,,299.9948,188.5869,25.6612,35.3588,,,,,,3.281,5.902,3.6544,2.5425,,2.6038,5.071,2.7643,6.4165,,,,,,10.6912,5.4855,7.009,7.0974,,8.4079,0.6178,1.2618,4.2206,,,,,
2017/6/7,1.6807,0.388,2.445,2.1554,,1.3453,1.8246,0.099,1.2185,,,,,,0.406,1.1052,0.5332,1.1904,,1.133,1.6042,0.3408,1.5424,,,,,,14593163884,6323898873,4915111378,3723853769,,8191534207,21172992000,2.31698E+11,4461616900,,,,,,39.0788,-61.6014,433.3917,42.9221,,304.0306,192.0278,25.6866,35.7896,,,,,,3.3362,5.9249,3.7438,2.5973,,2.6388,5.1635,2.7671,6.4946,,,,,,10.8709,5.5068,7.1804,7.2504,,8.521,0.6291,1.263,4.272,,,,,
2017/6/8,-0.1377,0,-0.8353,-0.4442,,-1.1799,-0.6892,-0.8902,-0.6019,,,,,,0.2596,0.8346,0.5269,0.6036,,0.9114,0.9523,0.1852,1.9944,,,,,,14573063108,6323898873,4874054361,3780721683,,8094878936,21027072000,2.29635E+11,4434762800,,,,,,39.025,-61.6014,429.7715,42.7314,,300.4432,190.7044,25.4579,35.5742,,,,,,3.3316,5.9249,3.7125,2.5858,,2.6077,5.1279,2.7424,6.4556,,,,,,10.8559,5.5068,7.1204,7.2182,,8.4205,0.6247,1.2518,4.2463,,,,,
2017/6/9,0.6897,3.8647,-0.361,0.8924,,-0.2985,0.6246,0.6986,0,,,,,,0.4182,2.0719,0.4317,0.7168,,0.8012,1.6244,0.2198,1.1577,,,,,,14673566991,6568300762,4856458497,3814459299,,8070715118,21158400000,2.3124E+11,4434762800,,,,,,39.2941,-63.9821,428.2199,43.1127,,299.5464,191.8955,25.6358,35.5742,,,,,,3.3545,6.1539,3.6991,2.6089,,2.5999,5.1599,2.7616,6.4556,,,,,,10.9308,5.7196,7.0947,7.2826,,8.3954,0.6286,1.2605,4.2463,,,,,
2017/6/12,-0.5479,-1.6744,-0.7246,-2.377,,-2.8443,-3.7931,-0.6938,-3.8927,,,,,,0.2328,1.0429,0.3542,0.4884,,1.0046,1.6557,0.2168,1.251,,,,,,14593163884,6458319912,4821266769,3723789454,,7841158850,20355840000,2.29635E+11,4262129300,,,,,,39.0788,-62.9108,425.1169,42.0879,,291.0263,184.6167,25.4579,34.1894,,,,,,3.3362,6.0509,3.6723,2.5468,,2.5259,4.9642,2.7424,6.2043,,,,,,10.8709,5.6238,7.0433,7.1095,,8.1566,0.6048,1.2518,4.081,,,,,
2017/6/13,0.551,0.0946,1.8248,1.4723,,1.0786,0.7168,-0.2994,0.8101,,,,,,0.229,0.6976,0.6735,0.4893,,0.8732,0.7625,0.1384,1.0584,,,,,,14673566991,6464429959,4909246089,3778613082,,7925732212,20501760000,2.28948E+11,4296656000,,,,,,39.2941,-62.9703,432.8745,42.7076,,294.1653,185.9401,25.3817,34.4664,,,,,,3.3545,6.0566,3.7393,2.5843,,2.5532,4.9998,2.7342,6.2545,,,,,,10.9308,5.6291,7.1718,7.2141,,8.2446,0.6091,1.248,4.1141,,,,,
2017/6/14,0.5479,0,-0.8363,0.1116,,0.1524,-0.8541,-0.2002,-0.2679,,,,,,0.2171,0.4995,0.3469,0.5681,,0.8601,0.8627,0.1167,0.8231,,,,,,14753970098,6464429959,4868189073,3782830284,,7937814121,20326656000,2.28489E+11,4285147100,,,,,,39.5094,-62.9703,429.2543,42.7552,,294.6137,184.352,25.3309,34.3741,,,,,,3.3729,6.0566,3.708,2.5872,,2.5571,4.9571,2.7288,6.2378,,,,,,10.9907,5.6291,7.1118,7.2222,,8.2571,0.6039,1.2455,4.103,,,,,
2017/6/15,0.1362,-0.3781,0.8434,1.1706,,0.9132,1.2922,0,2.8648,,,,,,0.1607,0.5327,0.5013,1.2814,,1.1158,0.9368,0.1153,1.4989,,,,,,14774070875,6439989770,4909246089,3827110906,,8010305574,20589312000,2.28489E+11,4407908700,,,,,,39.5633,-62.7322,432.8745,43.2557,,297.3043,186.7341,25.3309,35.3588,,,,,,3.3775,6.0337,3.7393,2.6175,,2.5804,5.0211,2.7288,6.4165,,,,,,11.0057,5.6079,7.1718,7.3067,,8.3325,0.6117,1.2455,4.2206,,,,,
2017/6/16,0,-1.3283,1.3142,-0.1102,,1.5083,-0.7796,-0.1003,-0.7833,,,,,,0.237,0.6375,0.93,0.9691,,1.4853,0.6923,0.1053,0.7958,,,,,,14774070875,6354449109,4973764258,3822893704,,8131124663,20428800000,2.2826E+11,4373382000,,,,,,39.5633,-61.899,438.5634,43.208,,301.7885,185.2784,25.3055,35.0819,,,,,,3.3775,5.9536,3.7884,2.6146,,2.6193,4.982,2.726,6.3662,,,,,,11.0057,5.5334,7.2661,7.2987,,8.4582,0.607,1.2443,4.1875,,,,,
2017/6/19,0.8163,-0.9615,2.4764,-0.0552,,0.7429,2.5714,0.4016,3.1579,,,,,,0.253,0.4596,1.1933,0.8502,,1.2791,1.4468,0.1209,1.4124,,,,,,14894675535,6293348637,5096935307,3820785103,,8191534207,20954112000,2.29177E+11,4511488800,,,,,,39.8862,-61.3038,449.4241,43.1842,,304.0306,190.0427,25.4071,36.1897,,,,,,3.4051,5.8963,3.8822,2.6132,,2.6388,5.1101,2.737,6.5672,,,,,,11.0955,5.4802,7.446,7.2946,,8.521,0.6226,1.2493,4.3198,,,,,
2017/6/20,-0.2699,0.4854,-1.0357,1.9316,,-0.7375,-0.3482,-0.6,-0.1701,,,,,,0.204,0.5983,0.7554,1.764,,1.2371,1.0319,0.1665,0.9341,,,,,,14854473981,6323898873,5044147714,3894586139,,8131124663,20881152000,2.27802E+11,4503816200,,,,,,39.7786,-61.6014,444.7695,44.0183,,301.7885,189.381,25.2547,36.1282,,,,,,3.3959,5.9249,3.842,2.6637,,2.6193,5.0923,2.7205,6.5561,,,,,,11.0656,5.5068,7.3689,7.4355,,8.4582,0.6204,1.2418,4.3124,,,,,
2017/6/21,-0.2706,1.4493,0.6977,-0.7061,,0.5944,0.2795,0,-0.3407,,,,,,0.2087,0.6487,0.6855,0.979,,1.2591,0.8736,0.1314,0.6896,,,,,,14814272428,6415549581,5079339443,3854522719,,8179452298,20939520000,2.27802E+11,4488471000,,,,,,39.6709,-62.4942,447.8725,43.5655,,303.5822,189.9103,25.2547,36.0051,,,,,,3.3867,6.0108,3.8688,2.6363,,2.6349,5.1065,2.7205,6.5337,,,,,,11.0356,5.5866,7.4203,7.3591,,8.5085,0.6221,1.2418,4.2977,,,,,
2017/6/22,-1.7639,0,-1.3857,-1.477,,-2.2157,-0.5575,0.503,-2.3932,,,,,,0.1944,0.5678,0.5762,0.7833,,1.1775,1.8294,0.2719,0.753,,,,,,14552962331,6415549581,5008955986,3797590491,,7998223665,20822784000,2.28948E+11,4381054600,,,,,,38.9711,-62.4942,441.6665,42.9221,,296.8558,188.8516,25.3817,35.1434,,,,,,3.327,6.0108,3.8152,2.5973,,2.5765,5.0781,2.7342,6.3774,,,,,,10.841,5.5866,7.3175,7.2504,,8.32,0.6187,1.248,4.1949,,,,,
2017/6/23,-0.6906,-0.8571,-0.9368,-0.1666,,-0.3021,-1.822,0.2002,-0.7005,,,,,,0.2708,0.4483,0.6012,0.7776,,1.0132,1.5336,0.2302,0.6076,,,,,,14452458447,6360559156,4962033682,3791264688,,7974059848,20443392000,2.29406E+11,4350364200,,,,,,38.702,-61.9585,437.5291,42.8506,,295.959,185.4107,25.4325,34.8972,,,,,,3.304,5.9593,3.7795,2.593,,2.5687,4.9856,2.7397,6.3327,,,,,,10.7661,5.5387,7.2489,7.2383,,8.2948,0.6074,1.2505,4.1655,,,,,
2017/6/26,2.7816,2.6897,2.4823,3.1702,,10,2.9265,0.4995,2.5573,,,,,,0.4609,1.8619,0.6794,1.8022,,1.9,1.9732,0.3651,1.0158,,,,,,14854473981,6531640478,5085204731,3911454948,,8771465832,21041664000,2.30552E+11,4461616900,,,,,,39.7786,-63.625,448.3897,44.209,,325.5549,190.8367,25.5596,35.7896,,,,,,3.3959,6.1196,3.8733,2.6752,,2.8256,5.1315,2.7534,6.4946,,,,,,11.0656,5.6877,7.4289,7.4678,,9.1243,0.6252,1.2568,4.272,,,,,
2017/6/27,-0.8119,0.0468,-0.2307,-0.6469,,-0.6887,0,-0.0994,3.6427,,,,,,0.306,1.207,0.8187,1.4256,,5.9333,1.3388,0.2036,2.3731,,,,,,14733869321,6534695502,5073474155,3886151735,,8711056288,21041664000,2.30323E+11,4584378500,,,,,,39.4556,-63.6548,447.3554,43.923,,323.3128,190.8367,25.5342,36.7744,,,,,,3.3683,6.1224,3.8644,2.6579,,2.8062,5.1315,2.7506,6.6733,,,,,,10.9757,5.6903,7.4117,7.4194,,9.0615,0.6252,1.2555,4.3896,,,,,
2017/6/28,-0.8186,-1.9635,-1.3873,-0.9224,,-1.5257,-0.0693,0,2.4268,,,,,,0.1923,0.5673,0.4671,0.9235,,2.8449,1.1952,0.1718,2.2602,,,,,,14613264661,6406384510,5003090698,3850305517,,8578155291,21027072000,2.30323E+11,4695631200,,,,,,39.1326,-62.4049,441.1493,43.5179,,318.3801,190.7044,25.5342,37.6668,,,,,,3.3407,6.0022,3.8108,2.6334,,2.7633,5.1279,2.7506,6.8353,,,,,,10.8859,5.5786,7.3089,7.351,,8.9232,0.6247,1.2555,4.4961,,,,,
2017/6/29,-0.2751,-1.0014,0.1172,-0.1095,,-0.1408,0.2776,0,0.5719,,,,,,0.1921,0.6344,0.4488,0.667,,1.9999,2.026,0.1194,1.5579,,,,,,14573063108,6342229014,5008955986,3846088315,,8566073382,21085440000,2.30323E+11,4722485300,,,,,,39.025,-61.78,441.6665,43.4702,,317.9317,191.2337,25.5342,37.8823,,,,,,3.3316,5.9421,3.8152,2.6305,,2.7595,5.1421,2.7506,6.8744,,,,,,10.8559,5.5227,7.3175,7.343,,8.9107,0.6265,1.2555,4.5218,,,,,
2017/6/30,0.4138,0.0482,1.2881,-0.0548,,-0.5642,-1.1073,0.6965,-0.8936,,,,,,0.2135,0.3383,0.8137,0.6504,,1.3102,1.0832,0.2234,1.1515,,,,,,14552480961,6343871159,5073474155,3843979714,,8517745746,20851968000,2.31927E+11,4680286000,,,,,,39.1865,-61.8097,447.3554,43.4464,,316.138,189.1163,25.712,37.5437,,,,,,3.3453,5.945,3.8644,2.629,,2.7439,5.0852,2.7698,6.813,,,,,,10.9009,5.5254,7.4117,7.3389,,8.8604,0.6195,1.2643,4.4814,,,,,
2017/7/3,0,0.0963,0.2312,0.6583,,0.5674,0.3499,-0.1976,-0.7377,,,,,,0.1707,0.2824,0.3448,0.5807,,1.2443,0.9513,0.1407,1.4053,,,,,,14552480961,6349979845,5085204731,3869282927,,8566073382,20924928000,2.31469E+11,4645759300,,,,,,39.1865,-61.8692,448.3897,43.7324,,317.9317,189.778,25.6612,37.2668,,,,,,3.3453,5.9507,3.8733,2.6464,,2.7595,5.103,2.7643,6.7627,,,,,,10.9009,5.5307,7.4289,7.3872,,8.9107,0.6217,1.2618,4.4483,,,,,
2017/7/4,1.0989,-1.1063,-1.4994,-1.1444,,-0.8463,-0.5579,-0.396,0.4955,,,,,,0.3194,0.269,0.3794,0.8154,,0.9458,0.945,0.1207,0.7843,,,,,,14712398334,6279729948,5008955986,3825002305,,8493581929,20808192000,2.30552E+11,4668777100,,,,,,39.6171,-61.1848,441.6665,43.2319,,315.2412,188.7193,25.5596,37.4514,,,,,,3.3821,5.8849,3.8152,2.6161,,2.7361,5.0745,2.7534,6.7962,,,,,,11.0207,5.4695,7.3175,7.3027,,8.8352,0.6182,1.2568,4.4704,,,,,
2017/7/5,-0.2717,1.3619,0.2342,0.7166,,0.4267,0.2104,-0.0994,-0.6574,,,,,,0.2524,0.5748,0.3583,0.7535,,1.0507,1.2263,0.1811,1.0417,,,,,,14672418991,6365251562,5020686562,3852414118,,8529827655,20851968000,2.30323E+11,4638086700,,,,,,39.5094,-76.0745,442.7008,43.5417,,316.5864,189.1163,25.5342,37.2052,,,,,,3.3729,7.317,3.8242,2.6348,,2.7478,5.0852,2.7506,6.7515,,,,,,10.9907,6.8006,7.3346,7.355,,8.8729,0.6195,1.2555,4.441,,,,,
2017/7/6,1.2262,-0.9597,-0.2336,0.4379,,-0.5666,1.3296,-0.0995,-1.0753,,,,,,0.4588,0.6637,0.471,0.9239,,1.2272,1.7192,0.1421,1.6808,,,,,,14888445406,6304164695,5008955986,3869282927,,8481500020,21129216000,2.30094E+11,4588214800,,,,,,39.9939,-75.3444,441.6665,43.7324,,314.7927,191.6308,25.5088,36.8052,,,,,,3.4143,7.2468,3.8152,2.6464,,2.7322,5.1528,2.7479,6.6789,,,,,,11.1255,6.7353,7.3175,7.3872,,8.8227,0.6278,1.2543,4.3932,,,,,
2017/7/7,0.1346,-1.1628,2.3419,1.8529,,0.5698,0.0691,0.3984,-2.0903,,,,,,0.2727,0.5082,1.1031,2.4238,,1.3133,1.3347,0.2094,2.8307,,,,,,14908483690,6230860454,5126261747,3940975362,,8529827655,21143808000,2.3101E+11,4492307300,,,,,,40.0356,-74.4683,452.0099,44.5427,,316.5864,191.7631,25.6104,36.0358,,,,,,3.4178,7.1625,3.9046,2.6954,,2.7478,5.1564,2.7589,6.5393,,,,,,11.1371,6.657,7.4888,7.5241,,8.8729,0.6282,1.2593,4.3014,,,,,
2017/7/10,0.672,-0.2451,-2.0595,-0.4815,,0.7082,1.5873,0.0992,8.0273,,,,,,0.385,0.5051,0.8113,1.1242,,1.7439,2.1201,0.157,3.7876,,,,,,15008675113,6215588738,5020686562,3921997953,,8590237199,21479424000,2.3124E+11,4852919500,,,,,,40.3046,-74.2858,442.7008,44.3282,,318.8286,194.807,25.6358,38.9286,,,,,,3.4408,7.1449,3.8242,2.6824,,2.7672,5.2382,2.7616,7.0643,,,,,,11.2119,6.6407,7.3346,7.4879,,8.9358,0.6382,1.2605,4.6467,,,,,
2017/7/11,-0.267,-2.0639,-4.6729,0.2151,,0.1406,0.4755,-0.0991,-3.9526,,,,,,0.2418,0.5481,1.6846,1.2996,,2.6153,2.6453,0.1816,2.2791,,,,,,14968598544,6087306316,4786075041,3930432357,,8602319108,21581568000,2.3101E+11,4661104500,,,,,,40.197,-72.7526,422.0138,44.4235,,319.277,195.7334,25.6104,37.3899,,,,,,3.4316,6.9975,3.6455,2.6882,,2.7711,5.2631,2.7589,6.785,,,,,,11.182,6.5036,6.9919,7.504,,8.9484,0.6412,1.2593,4.463,,,,,
2017/7/12,-1.6064,-6.0712,0.4902,-1.6631,,-0.2809,0.3381,-0.7937,-1.3169,,,,,,0.2063,2.0452,0.9908,0.9626,,1.6993,2.3764,0.1887,1.2098,,,,,,14728139130,5717730770,4809536193,3865065725,,8578155291,21654528000,2.29177E+11,4599723700,,,,,,39.5513,-68.3356,424.0825,43.6847,,318.3801,196.3951,25.4071,36.8975,,,,,,3.3765,6.5727,3.6633,2.6435,,2.7633,5.2809,2.737,6.6957,,,,,,11.0023,6.1088,7.0261,7.3792,,8.9232,0.6434,1.2493,4.4043,,,,,
2017/7/13,0.1361,-0.2671,0,0.0546,,2.8169,4.4534,1.1,0.7506,,,,,,0.1672,0.7762,0.5192,0.7765,,3.2695,4.1364,0.301,1.1648,,,,,,14748177414,5702459053,4809536193,3867174326,,8819793468,22588416000,2.31698E+11,4634250400,,,,,,39.6051,-68.1531,424.0825,43.7085,,327.3486,204.8649,25.6866,37.1745,,,,,,3.3811,6.5551,3.6633,2.6449,,2.8412,5.5087,2.7671,6.7459,,,,,,11.0173,6.0925,7.0261,7.3832,,9.1746,0.6711,1.263,4.4373,,,,,
2017/7/14,-0.4076,2.571,0,-2.5082,,-1.5068,-0.3876,1.088,-0.6623,,,,,,0.1428,0.9476,0.4546,0.905,,1.7053,2.5367,0.4148,0.9328,,,,,,14688062560,5849067534,4809536193,3770178677,,8686892470,22500864000,2.34219E+11,4603560000,,,,,,39.4436,-69.9053,424.0825,42.6122,,322.4159,204.0709,25.9661,36.9283,,,,,,3.3673,6.7236,3.6633,2.5786,,2.7984,5.4873,2.7972,6.7013,,,,,,10.9724,6.2491,7.0261,7.198,,9.0363,0.6685,1.2768,4.4079,,,,,
2017/7/17,-1.6371,-3.3943,-0.8537,-8.7808,,-7.3713,-5.7717,-2.0548,-6.3333,,,,,,0.3588,1.2238,0.9955,1.7486,,2.4825,2.96,0.3887,1.6356,,,,,,14447603146,5650535216,4768479177,3439128313,,8046551301,21202176000,2.29406E+11,4312001200,,,,,,38.7979,-67.5326,420.4623,38.8706,,298.6495,192.2925,25.4325,34.5895,,,,,,3.3122,6.4954,3.6321,2.3522,,2.5921,5.1706,2.7397,6.2769,,,,,,10.7928,6.037,6.9662,6.566,,8.3702,0.6299,1.2505,4.1288,,,,,
2017/7/18,0.5548,-6.3243,0.123,0,,2.1021,3.1659,0.8991,1.4235,,,,,,0.1852,1.9914,0.5141,1.1954,,1.3328,2.3973,0.2214,0.8524,,,,,,14527756284,5293177043,4774344465,3439128313,,8215698025,21873408000,2.31469E+11,4373382000,,,,,,39.0131,-63.2616,420.9795,38.8706,,304.9274,198.3802,25.6612,35.0819,,,,,,3.3305,6.0846,3.6365,2.3522,,2.6466,5.3343,2.7643,6.3662,,,,,,10.8526,5.6552,6.9747,6.566,,8.5462,0.6499,1.2618,4.1875,,,,,
2017/7/19,2.8966,-3.2891,-0.1229,0.3066,,1.1765,2.7352,1.3861,0.2632,,,,,,0.4276,1.8155,0.5766,1.0334,,1.2866,2.627,0.3986,0.7435,,,,,,14948560259,5119079471,4768479177,3449671318,,8312353296,22471680000,2.34677E+11,4384890900,,,,,,40.1432,-61.1808,420.4623,38.9897,,308.5148,203.8062,26.0169,35.1742,,,,,,3.427,5.8845,3.6321,2.3594,,2.6777,5.4802,2.8026,6.383,,,,,,11.167,5.4692,6.9662,6.5861,,8.6467,0.6677,1.2793,4.1986,,,,,
2017/7/20,1.2064,0.716,-0.615,0.1222,,-0.1453,-1.4286,-0.293,-0.9624,,,,,,0.4914,1.0636,0.9127,1.0115,,1.0811,2.4292,0.3139,0.9721,,,,,,15128904820,5155731592,4739152736,3453888520,,8300271387,22150656000,2.3399E+11,4342691600,,,,,,40.6275,-61.6189,417.8765,39.0374,,308.0664,200.8947,25.9407,34.8357,,,,,,3.4684,5.9266,3.6097,2.3622,,2.6738,5.4019,2.7944,6.3215,,,,,,11.3017,5.5083,6.9233,6.5942,,8.6342,0.6581,1.2755,4.1581,,,,,
2017/7/21,1.8543,-1.6588,0.8663,-1.5263,,2.0378,2.1739,0,-1.3251,,,,,,0.6261,0.9523,1.4065,1.2015,,2.0172,2.7989,0.2,0.8342,,,,,,15409440804,5070209978,4780209753,3401173494,,8469418111,22632192000,2.3399E+11,4285147100,,,,,,41.3808,-60.5968,421.4967,38.4416,,314.3443,205.262,25.9407,34.3741,,,,,,3.5327,5.8283,3.641,2.3262,,2.7283,5.5193,2.7944,6.2378,,,,,,11.5113,5.417,6.9833,6.4935,,8.8101,0.6724,1.2755,4.103,,,,,
2017/7/24,0.13,6.0241,-0.7362,-1.4259,,0.2853,0.7092,-0.3918,4.1182,,,,,,0.3838,1.1849,0.8941,1.6052,,1.2673,2.3542,0.2085,2.4003,,,,,,15429479088,5375644314,4745018024,3352675670,,8493581929,22792704000,2.33073E+11,4461616900,,,,,,41.4346,-64.2472,418.3936,37.8934,,315.2412,206.7177,25.839,35.7896,,,,,,3.5373,6.1794,3.6142,2.293,,2.7361,5.5585,2.7835,6.4946,,,,,,11.5263,5.7433,6.9319,6.4009,,8.8352,0.6772,1.2705,4.272,,,,,
2017/7/25,-2.2078,-0.1136,0.4944,1.2579,,0.1422,-3.4571,-0.59,6.4488,,,,,,0.288,0.5735,0.8377,1.0058,,1.5451,2.1006,0.2215,4.3338,,,,,,15088828251,5369535627,4768479177,3394847691,,8505663837,22004736000,2.31698E+11,4749339400,,,,,,40.5199,-64.1742,420.4623,38.3701,,315.6896,199.5713,25.6866,38.0977,,,,,,3.4592,6.1724,3.6321,2.3219,,2.74,5.3663,2.7671,6.9135,,,,,,11.2718,5.7368,6.9662,6.4814,,8.8478,0.6538,1.263,4.5475,,,,,
2017/7/26,0.7968,-0.3413,0.246,-2.0497,,-1.7045,0.1989,-0.2967,0.8078,,,,,,0.2346,0.3322,0.6269,1.2704,,1.3958,1.3501,0.1457,3.6982,,,,,,15209057958,5351209567,4780209753,3325263856,,8360680931,22048512000,2.3101E+11,4787702400,,,,,,40.8427,-63.9552,421.4967,37.5836,,310.3085,199.9683,25.6104,38.4054,,,,,,3.4867,6.1513,3.641,2.2743,,2.6933,5.377,2.7589,6.9693,,,,,,11.3616,5.7172,6.9833,6.3486,,8.697,0.6551,1.2593,4.5842,,,,,
