ÈÕÆÚ,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH
2018/6/4,-1.306,-1.4455,-0.7813,0,-0.4608,-1.5521,-0.7855,-4.918,0.7284,-0.5128,-1.5777,-1.7576,-0.624,1.1173,0.3037,0.1372,0.0694,0.1401,1.0232,0.2804,1.0801,2.2866,0.4106,12.7277,0.796,0.0702,1602765565,6803040000,1871980000,1602765565,,1945785600,2415606752,3188988666,783668234,12185285403,1362480000,1149126900,2415606752,1906.8089,82.2182,40.881,584.0791,44.0385,1009.7499,66.1221,10.5753,32.4866,12.7501,10.5527,45.1437,21.4127,183.4558,2.761,3.5459,56.1948,2.2389,4.1347,3.7955,322.5672,3.5161,1.8562,3.3211,3.7626,1.2291,21.2133,2.505,1.0724,6.4979,0.6271,4.3022,3.5571,5.4269,1.7407,1.1633,5.1681,1.2265,1.1519
2018/6/5,0.7561,-0.0667,1.7717,0.5051,-0.1543,-0.4505,2.1378,-0.2155,2.2118,0,7.4969,2.4059,0.9419,1.3356,0.2237,0.1717,0.1335,0.1383,1.0686,0.3755,1.1361,3.1048,0.3107,15.7495,1.0392,0.1108,1614884775,6798504640,1905145000,1614884775,,1937020800,2467246802,3182115845,801001602,12185285403,1464624000,1176774000,2467246802,1921.2271,82.1634,41.6052,586.4911,43.9302,1005.2015,67.5356,10.5525,33.2052,12.7501,11.3438,46.2298,21.5972,184.843,2.7591,3.6087,56.4268,2.2334,4.116,3.8766,321.872,3.5939,1.8562,3.57,3.8531,1.2397,21.3737,2.5033,1.0914,6.5247,0.6255,4.2829,3.6331,5.4152,1.7792,1.1633,5.5555,1.256,1.1618
2018/6/6,-1.6886,-0.2001,0.5803,-1.5075,0,0,0.9302,0,1.5397,-1.3746,2.34,2.2892,2.1773,0.8299,0.1702,0.212,0.0743,0.3109,0.6455,0.3697,0.4848,4.3838,0.3317,19.5053,1.5114,0.0931,1587616552,6784898560,1916200000,1587616552,,1937020800,2490197935,3182115845,813334960,12017790071,1498896000,1203712200,2490197935,1888.7861,81.999,41.8467,576.5403,43.8459,1005.2015,68.1639,10.5525,33.7164,12.5748,11.6092,47.288,22.0272,181.7219,2.7536,3.6297,55.4695,2.2291,4.116,3.9127,321.872,3.6493,1.8307,3.6536,3.9413,1.2644,21.0128,2.4983,1.0977,6.414,0.6243,4.2829,3.6669,5.4152,1.8066,1.1473,5.6855,1.2848,1.185
2018/6/7,-1.9084,0.9358,-0.5769,-1.5306,-0.7728,-2.9412,-1.1521,4.9676,2.418,-0.3484,-1.0087,-0.3534,-0.3044,0.8324,0.2559,0.2754,0.0833,0.0937,1.7699,0.2795,0.6059,8.0519,0.2721,15.3453,0.5967,0.0679,1557318526,6848393600,1905145000,1557318526,,1880049600,2461509019,3340190714,833001666,11975916238,1483776000,1199458800,2461509019,1852.7406,82.7664,41.6052,566.693,43.4286,975.6368,67.3786,11.0767,34.5317,12.531,11.4921,47.121,21.9187,178.2539,2.7794,3.6087,54.5221,2.2079,3.995,3.8676,337.8613,3.7375,1.8244,3.6167,3.9274,1.2582,20.6118,2.5217,1.0914,6.3045,0.6184,4.1569,3.6247,5.6842,1.8503,1.1433,5.6282,1.2802,1.1791
2018/6/8,0,-3.4437,-0.3868,0.5181,-1.8692,1.3986,-1.7094,1.0288,2.2409,-0.6993,10.0091,-0.6501,-0.3053,0.6523,0.2932,0.3238,0.0409,0.0603,1.3587,0.2501,1.2388,7.9369,0.1981,26.3506,0.5662,0.0498,1557318526,6612554880,1897775000,1557318526,,1906344000,2419431941,3374554816,851668370,11892168572,1632288000,1191660900,2419431941,1852.7406,79.9161,41.4443,570.4614,42.6791,989.282,66.2268,11.1907,35.3055,12.4434,12.6424,46.8146,21.8805,178.2539,2.6837,3.5948,54.8846,2.1698,4.0509,3.8015,341.3373,3.8212,1.8116,3.9787,3.9019,1.256,20.6118,2.4348,1.0871,6.3464,0.6077,4.215,3.5627,5.7427,1.8918,1.1353,6.1915,1.2719,1.1771
2018/6/11,0.1946,-1.166,-1.165,0,-1.9048,0.8046,1.3439,-2.0367,-1.4873,2.1127,10.0041,0.8328,0,0.6185,0.1777,0.2332,0.0414,0.1595,1.5244,0.2854,0.5575,5.1993,0.6673,39.9152,0.6497,0.0325,1560348329,6535453760,1875665000,1560348329,,1921682400,2451946046,3305826612,839001678,12143411570,1795584000,1201585500,2451946046,1856.3452,78.9843,40.9614,570.9509,41.9021,997.2418,67.1168,10.9627,34.7804,12.7063,13.9072,47.2045,21.9013,178.6007,2.6524,3.5529,54.9317,2.1303,4.0835,3.8526,334.3854,3.7644,1.8499,4.3768,3.9343,1.2572,20.6519,2.4065,1.0745,6.3518,0.5967,4.2489,3.6106,5.6258,1.8636,1.1593,6.8109,1.2825,1.1782
2018/6/12,0,0.0694,1.1928,2.0619,-0.4854,1.7104,-0.936,1.6632,-3.1363,0.1724,-4.8091,-0.59,0,0.6259,0.1399,0.2699,0.0981,0.1617,2.545,0.2606,0.6896,5.5477,0.228,38.2178,0.4484,0.0251,1560348329,6539989120,1875665000,1560348329,,1954550400,2428994913,3360809176,803001606,12164348487,1709232000,1194496500,2428994913,1856.3452,79.0391,40.9614,583.2227,41.7345,1014.2984,66.4886,11.1451,33.2881,12.7282,13.2383,46.926,21.9208,178.6007,2.6542,3.5529,56.1124,2.1217,4.1533,3.8165,339.9469,3.6029,1.8531,4.1663,3.9111,1.2583,20.6519,2.4081,1.0745,6.4884,0.5943,4.3216,3.5768,5.7193,1.7837,1.1613,6.4834,1.2749,1.1792
2018/6/13,1.3592,0.9015,0.1965,1.5152,0.3252,1.009,-3.7008,1.227,-4.2341,-0.8606,-7.0965,-0.178,-0.9188,2.6157,0.1998,0.31,0.1241,0.1487,2.0471,0.3427,0.6816,4.7827,0.2439,28.8242,1.7548,0.037,1581556947,6598948800,1879350000,1581556947,,1974271200,2339102976,3402046098,769001538,12059663904,1587936000,1192369800,2339102976,1881.577,79.7517,41.0419,592.342,41.8902,1024.5323,64.028,11.2818,31.8786,12.6186,12.2989,46.8425,21.7313,181.0283,2.6781,3.5599,56.9898,2.1297,4.1952,3.6753,344.118,3.4503,1.8371,3.8706,3.9042,1.2474,20.9326,2.4298,1.0766,6.5898,0.5965,4.3652,3.4444,5.7895,1.7082,1.1513,6.0233,1.2726,1.169
2018/6/14,0,-2.268,-1.1765,-0.4975,0.6483,1.7758,-2.9436,2.2222,0.6068,0.6944,-3.3432,0.1189,-1.0819,1.9856,0.2107,0.3265,0.0661,0.0542,2.3047,0.3931,0.7551,2.8015,0.255,15.8543,0.7616,0.0419,1581556947,6449281920,1857240000,1581556947,,2009330400,2270249577,3477647122,773668214,12143411570,1534848000,1193787600,2270249577,1881.577,77.9429,40.5591,587.5999,42.0333,1042.726,62.1432,11.5325,32.0721,12.7063,11.8877,46.8982,21.4311,181.0283,2.6174,3.518,56.5335,2.1369,4.2697,3.5671,351.7651,3.4713,1.8499,3.7412,3.9088,1.2302,20.9326,2.3747,1.0639,6.5371,0.5985,4.4427,3.343,5.9181,1.7185,1.1593,5.8219,1.2742,1.1529
2018/6/15,-3.2567,-2.602,-3.7698,-0.5,-1.4493,0,-6.0657,-2.1739,-4.3947,-3.1034,-3.4151,-9.9762,-4.2188,1.2522,0.2888,0.3229,0.1581,0.0599,3.0345,0.6453,0.6462,4.8106,0.3964,16.0689,7.6204,0.2149,1530050303,6281473600,1787225000,1530050303,,2009330400,2132542778,3402046098,739668146,11766547073,1482432000,1074692400,2132542778,1820.2996,75.9148,39.0301,587.6746,41.6376,1042.726,58.3738,11.2818,30.6626,12.3119,11.4817,42.2195,20.6374,175.1327,2.5493,3.3854,56.5407,2.1168,4.2697,3.3507,344.118,3.3187,1.7925,3.6135,3.5189,1.1846,20.2509,2.3129,1.0238,6.5379,0.5929,4.4427,3.1402,5.7895,1.643,1.1233,5.6231,1.147,1.1102
2018/6/19,-8.9109,-9.9639,-9.2784,-7.5377,-9.6405,-7.9607,-9.9552,-5.0505,-7.4358,-9.9644,-9.9955,-10.0264,-8.4829,1.7992,0.4687,0.4311,0.3107,0.3487,2.4775,0.8429,0.6183,4.4095,0.6217,13.2686,0.3206,0.2242,1393709187,5655593920,1621400000,1393709187,,1849372800,1920244798,3230225588,684668036,10594079749,1334256000,966939600,1920244798,1658.0947,68.3508,35.4087,542.7607,37.5808,959.7173,52.5626,10.712,28.3826,11.0851,10.3341,37.9864,18.8659,159.5268,2.2953,3.0713,52.2195,1.9106,3.9298,3.0171,326.7383,3.072,1.6138,3.2523,3.166,1.0829,18.4464,2.0825,0.9288,6.0382,0.5351,4.0891,2.8276,5.4971,1.5208,1.0114,5.061,1.032,1.0149
2018/6/20,0.8696,2.8067,2.7273,0.5435,4.1591,-6.1611,0,-3.617,1.5093,3.5573,1.511,-9.9707,0.3565,0.9961,0.4995,0.447,0.069,0.2143,1.6675,0.5622,0.9975,2.8948,0.806,13.5985,0.5516,0.1631,1405828397,5814331520,1665620000,1405828397,,1735430400,1920244798,3113387641,695001390,10970944246,1354416000,870529200,1920244798,1672.5129,70.2692,36.3744,548.6913,39.3577,900.5878,52.5626,10.3246,28.811,11.4795,10.4902,34.1989,19.0366,160.914,2.3597,3.155,52.7901,2.0009,3.6877,3.0171,314.9201,3.1183,1.6713,3.3014,2.8504,1.0927,18.6068,2.1409,0.9542,6.1042,0.5604,3.8371,2.8276,5.2983,1.5438,1.0473,5.1375,0.9291,1.0241
2018/6/21,-1.7241,-5.2262,-6.8584,-2.1622,-2.9514,-9.9747,-9.0637,-1.766,-3.2614,-1.145,-6.9214,-10.0163,-3.9076,0.7843,0.2868,0.4794,0.067,0.1531,2.2823,0.9882,0.64,3.7343,0.4788,13.0441,0.8671,0.0831,1381589976,5510462400,1551385000,1381589976,,1562325600,1746198705,3058405078,672334678,10845322747,1260672000,783334500,1746198705,1643.6765,66.5968,33.8797,538.1717,38.2917,810.7564,47.7985,10.1422,27.8713,11.348,9.7642,30.7734,18.3267,158.1396,2.2364,2.9386,51.778,1.9467,3.3198,2.7437,309.3586,3.0166,1.6521,3.0729,2.5649,1.052,18.286,2.029,0.8887,5.9872,0.5453,3.4544,2.5713,5.2047,1.4934,1.0353,4.7819,0.8361,0.9859
2018/6/22,2.193,0.6584,3.3254,2.2099,1.2522,-5.1893,9.9671,1.1236,0.6941,3.4749,1.6791,-2.0814,6.4695,0.8848,0.2706,0.3756,0.0674,0.218,2.4593,0.752,0.4973,2.0883,0.5081,9.6457,33.4066,0.3352,1411888002,5546745280,1602975000,1411888002,,1481251200,1920244798,3092769180,677001354,11222187244,1281840000,767029800,1920244798,1679.722,67.0353,35.0063,550.9052,38.8304,768.6835,52.5626,10.2562,28.0648,11.7424,9.9281,30.1329,19.5419,161.6076,2.2511,3.0364,53.0031,1.9741,3.1476,3.0171,312.8345,3.0376,1.7095,3.1245,2.5115,1.1217,18.687,2.0424,0.9183,6.1288,0.5529,3.2751,2.8276,5.2632,1.5038,1.0713,4.8622,0.8187,1.0513
2018/6/25,-0.8584,0.4906,1.8391,0,-1.7668,-1.3314,9.9602,1.5556,-0.9847,-0.9328,3.0931,-8.78,2.6042,0.6707,0.152,0.2721,0.041,0.2636,1.128,1.164,0.5328,1.5219,0.4151,10.3295,19.2514,0.2928,1399768792,5573957440,1632455000,1399768792,,1461530400,2111504240,3140878923,670334674,11117502662,1321488000,699684300,2111504240,1665.3038,67.3641,35.6501,551.5187,38.1869,758.4496,57.7979,10.4157,27.7884,11.6328,10.2352,27.4872,20.0784,160.2204,2.2622,3.0922,53.0621,1.9414,3.1057,3.3177,317.7009,3.0076,1.6936,3.2211,2.291,1.1525,18.5266,2.0524,0.9352,6.1357,0.5438,3.2315,3.1093,5.345,1.489,1.0613,5.0126,0.7468,1.0801
2018/6/26,-1.2987,-0.1627,0.6772,0,1.6187,0.1499,4.9819,2.8446,1.9393,1.8832,2.4155,0.6079,-0.846,0.864,0.1571,0.1933,0.0361,0.1257,0.9657,4.0965,0.506,2.9526,0.4715,11.2622,7.3844,0.2406,1381589976,5564886720,1643510000,1381589976,,1463721600,2216696933,3230225588,683334700,11326871827,1353408000,703937700,2216696933,1643.6765,67.2545,35.8916,553.8593,38.9697,759.5867,60.6774,10.712,28.3273,11.8519,10.4824,27.6543,19.9966,158.1396,2.2585,3.1131,53.2873,1.9812,3.1103,3.4829,326.7383,3.066,1.7255,3.299,2.3049,1.1478,18.286,2.0491,0.9415,6.1617,0.5549,3.2364,3.2642,5.4971,1.5179,1.0813,5.1337,0.7513,1.0757
2018/6/27,-0.2193,0.163,-0.2242,-1.0811,0.177,1.3473,-1.3805,-0.2128,-0.2439,-0.3697,3.0536,-0.1007,-3.0717,0.565,0.3202,0.3173,0.0241,0.028,1.0395,2.9842,0.4196,2.7716,0.3517,12.9624,7.0884,0.1227,1378560174,5573957440,1639825000,1378560174,,1483442400,2186095422,3223352768,681668030,11284997994,1394736000,703228800,2186095422,1640.0719,67.3641,35.8111,551.0511,39.2652,769.8206,59.8397,10.6892,28.2582,11.8081,10.8025,27.6265,19.498,157.7928,2.2622,3.1062,53.0171,1.9962,3.1522,3.4349,326.0431,3.0585,1.7191,3.3997,2.3026,1.1192,18.2459,2.0524,0.9394,6.1305,0.5591,3.28,3.2191,5.4854,1.5142,1.0773,5.2904,0.7506,1.0489
2018/6/28,-1.3187,-0.5696,0.2247,1.0929,-0.7067,-1.6248,-3.5871,-2.3454,-0.978,-1.8553,-6.8899,-3.5282,0.5282,0.6086,0.2931,0.2546,0.0391,0.069,0.7377,2.3958,0.4606,2.0763,0.2504,12.5409,5.1472,0.0788,1360381358,5542209920,1643510000,1360381358,,1459339200,2107679051,3147751743,675001350,11075628829,1298640000,678417300,2107679051,1618.4446,66.9805,35.8916,560.4411,39.2234,757.3125,57.6932,10.4385,27.9819,11.589,10.0582,26.6517,19.7179,155.712,2.2493,3.1131,53.9205,1.9941,3.101,3.3116,318.3961,3.0286,1.6872,3.1655,2.2213,1.1318,18.0052,2.0407,0.9415,6.2349,0.5585,3.2267,3.1036,5.3567,1.4994,1.0573,4.9259,0.7241,1.0607
2018/6/29,1.3363,1.964,1.3453,2.1622,3.2028,2.4024,3.539,2.1834,2.2222,2.6465,3.5964,3.9707,2.627,0.8027,0.3056,0.3284,0.0764,0.0947,0.6296,2.3177,0.4978,3.1447,0.4317,9.5277,6.0372,0.2082,1378560174,5651058560,1665620000,1378560174,,1494398400,2182270233,3216479947,690001380,11368745660,1345344000,705355500,2182270233,1640.0719,68.2959,36.3744,574.3709,40.6078,775.5061,59.735,10.6664,28.6037,11.8957,10.42,27.71,20.2991,157.7928,2.2934,3.155,55.2607,2.0645,3.1755,3.4288,325.3479,3.0959,1.7319,3.2793,2.3095,1.1652,18.2459,2.0808,0.9542,6.3899,0.5782,3.3042,3.2135,5.4737,1.5327,1.0853,5.1031,0.7528,1.092
2018/7/2,-1.978,-3.7721,-2.2124,-1.5873,-0.3448,-1.4663,-2.8922,-4.0598,-3.0435,-1.2891,-0.0999,2.2111,-1.5358,0.7988,0.2756,0.2883,0.0434,0.1137,0.9033,1.805,0.4641,2.4958,0.5168,11.9523,10.5466,0.101,1351295296,5437842685,1628770000,1351295296,,1472486400,2119154617,3085896360,669001338,11222187244,1344000000,720951300,2119154617,1607.631,65.7198,35.5697,565.2472,40.4673,764.1351,58.0073,10.2334,27.7331,11.7424,10.4095,28.3227,19.9846,154.6717,2.2069,3.0852,54.3829,2.0573,3.1289,3.3297,312.1394,3.0017,1.7095,3.276,2.3606,1.1471,17.8849,2.0023,0.933,6.2884,0.5762,3.2557,3.1205,5.2515,1.486,1.0713,5.098,0.7695,1.0751
2018/7/3,0.4484,1.0008,0.905,0.5376,2.9412,1.1905,1.7148,3.7862,2.6408,4.4776,0.475,2.6549,0.5199,0.5905,0.1775,0.3509,0.0328,0.064,0.6441,1.6112,0.4695,3.1783,0.6039,12.2607,10.1515,0.0767,1357354916,5492266465,1643510000,1357354916,,1490016000,2155493911,3202734306,686668040,11724673240,1350384000,740091600,2155493911,1614.8401,66.3775,35.8916,571.2789,41.8769,773.2319,59.0021,10.6209,28.4655,12.2681,10.459,29.0746,20.1917,155.3652,2.229,3.1131,54.9633,2.129,3.1662,3.3868,323.9576,3.0809,1.7861,3.2916,2.4233,1.159,17.9651,2.0224,0.9415,6.3555,0.5963,3.2945,3.174,5.4503,1.5253,1.1193,5.1222,0.7899,1.0862
2018/7/4,1.1161,-2.8902,-2.4664,-1.0695,-0.5042,-2.6471,10.0266,-0.8584,-2.5728,-2.6786,-5.8721,-3.1609,2.5862,1.3252,0.2094,0.2556,0.0297,0.0133,0.619,1.9306,0.3442,2.6415,0.382,9.4635,6.9633,0.2783,1372503966,5333530440,1602975000,1372503966,,1450574400,2371617081,3175243025,669001338,11410619493,1271088000,716697900,2371617081,1632.8628,64.4591,35.0063,566.1492,41.738,752.764,64.918,10.5297,27.7331,11.9395,9.8448,28.1556,20.7444,157.0992,2.1646,3.0364,54.4697,2.1219,3.0824,3.7264,321.1768,3.0017,1.7382,3.0983,2.3467,1.1908,18.1657,1.9639,0.9183,6.2984,0.5943,3.2073,3.4923,5.4035,1.486,1.0893,4.8214,0.765,1.116
2018/7/5,-4.6358,-3.9966,-3.2184,-1.0811,-1.8581,-9.9698,-2.5,-3.4632,-2.3916,-3.4862,-6.212,-2.3739,-2.0168,1.1934,0.2036,0.2479,0.0516,0.3198,3.0508,4.5518,0.3765,1.7784,0.3432,7.8608,3.799,0.1594,1308877955,5120370635,1551385000,1308877955,,1305955200,2312326654,3065277898,653001306,11012818079,1192128000,699684300,2312326654,1557.1672,61.8829,33.8797,556.5392,40.7072,677.715,63.295,10.165,27.0699,11.5233,9.2333,27.4872,20.1994,149.8165,2.0781,2.9386,53.5452,2.0695,2.7751,3.6332,310.0538,2.9299,1.6776,2.9058,2.291,1.1595,17.3235,1.8854,0.8887,6.1915,0.5796,2.8875,3.405,5.2164,1.4505,1.0513,4.5219,0.7468,1.0866
2018/7/6,-0.463,1.4172,0.9501,-1.0929,-3.7866,10.0671,0.0827,-1.1211,-0.051,-1.711,0.8737,1.7224,-0.5146,0.7674,0.3934,0.1916,0.0968,0.2784,5.2915,3.1768,0.4311,1.8416,0.3928,7.8441,6.6988,0.1922,1302818334,5192935675,1566125000,1302818334,,1437427200,2314239248,3030913796,652667972,10824385831,1202544000,711735600,2314239248,1549.9581,62.7599,34.2016,551.4616,39.2373,745.9414,63.3474,10.0511,27.0561,11.3261,9.3139,27.9607,20.1428,149.1229,2.1075,2.9666,53.0566,1.9948,3.0544,3.6362,306.5779,2.9284,1.6489,2.9312,2.3304,1.1562,17.2433,1.9121,0.8972,6.135,0.5587,3.1782,3.4078,5.1579,1.4498,1.0333,4.5614,0.7597,1.0836
2018/7/9,0.4651,1.2227,1.8824,0.5525,3.7567,-0.1524,1.7355,1.3605,2.0429,1.354,2.4029,0.8964,1.3793,0.4011,0.2097,0.1323,0.0313,0.1388,5.0421,2.8297,0.2787,1.7244,0.2475,5.5452,5.2051,0.1013,1308877955,5256430085,1595605000,1308877955,,1435236000,2354403731,3072150719,666001332,10970944246,1231440000,718115700,2354403731,1557.1672,63.5273,34.8454,554.9413,40.7431,744.8043,64.4468,10.1878,27.6088,11.4795,9.5377,28.2113,20.4382,149.8165,2.1333,3.0224,53.3914,2.0713,3.0498,3.6993,310.749,2.9882,1.6713,3.0017,2.3513,1.1732,17.3235,1.9355,0.914,6.1737,0.5802,3.1734,3.4669,5.2281,1.4794,1.0473,4.671,0.7665,1.0995
2018/7/10,0,1.2942,0,0,-0.5172,-1.8321,2.5183,0.4474,0.1502,0.3817,1.5553,1.7769,0.1701,0.4062,0.2963,0.2116,0.0303,0.1443,2.2858,2.7724,0.3136,2.2769,0.1694,6.5038,5.2296,0.0952,1308877955,5324459810,1595605000,1308877955,,1408941600,2413694158,3085896360,667001334,11012818079,1250592000,730875900,2413694158,1557.1672,64.3495,34.8454,553.8195,40.4504,731.159,66.0697,10.2334,27.6502,11.5233,9.6861,28.7126,20.4316,149.8165,2.1609,3.0224,53.2835,2.0565,2.9939,3.7925,312.1394,2.9927,1.6776,3.0483,2.3931,1.1728,17.3235,1.9606,0.914,6.1613,0.576,3.1152,3.5542,5.2515,1.4816,1.0513,4.7437,0.7801,1.0991
2018/7/11,-2.7778,-9.6252,-4.6189,-2.1978,-1.9064,-4.0435,-5.0713,-4.8998,-4.8976,-2.4715,-5.4541,-1.9399,-3.056,1.0435,0.9087,0.356,0.1849,0.0506,1.968,2.1207,0.8554,2.7102,0.33,8.7439,6.2463,0.0866,1272520234,4811969215,1521905000,1272520234,,1351970400,2291288115,2934694311,634334602,10740638165,1182384000,716697900,2291288115,1513.9126,58.1557,33.2359,541.4552,39.6652,701.5943,62.7191,9.732,26.296,11.2385,9.1578,28.1556,19.7998,145.6549,1.9529,2.8828,52.0939,2.0165,2.8729,3.6001,296.8452,2.8461,1.6362,2.8821,2.3467,1.1365,16.8423,1.7719,0.8718,6.0237,0.5648,2.9893,3.374,4.9942,1.409,1.0253,4.485,0.765,1.0651
2018/7/12,0.4762,2.262,3.1477,3.9326,0.7067,2.7553,3.3389,2.5761,2.8376,5.653,3.6658,0.7913,3.1524,0.9985,0.4257,0.4504,0.1256,0.0387,1.8441,2.3328,0.6402,2.5244,0.5518,7.5631,8.1366,0.1403,1278579854,4920816775,1569810000,1278579854,,1389220800,2367791892,3010295335,652334638,11347808743,1225728000,722369100,2367791892,1521.1217,59.4712,34.2821,566.9361,40.2428,720.9251,64.8133,9.9827,27.0422,11.8738,9.4935,28.3784,20.5757,146.3485,1.9971,2.9735,54.5454,2.0459,2.952,3.7203,304.4923,2.9269,1.7287,2.9877,2.3653,1.1811,16.9225,1.8119,0.8993,6.3072,0.573,3.0716,3.4867,5.1228,1.449,1.0833,4.6494,0.771,1.1069
2018/7/13,-0.237,1.659,0.7042,0,0,0.4732,-1.7771,-0.9132,0.1533,0.369,-2.2478,0.3925,-0.1698,0.6134,0.2995,0.273,0.0455,0.0488,1.1003,1.4274,0.3701,1.9315,0.3173,7.6549,7.2237,0.0272,1275550044,5002452445,1580865000,1275550044,,1395794400,2325714815,2982804054,653334640,11389682576,1198176000,725204700,2325714815,1517.5171,60.4578,34.5235,566.9561,40.2442,724.3364,63.6615,9.8915,27.0837,11.9176,9.2801,28.4898,20.541,146.0017,2.0302,2.9945,54.5474,2.046,2.966,3.6542,301.7115,2.9314,1.735,2.9206,2.3745,1.1791,16.8824,1.842,0.9056,6.3074,0.5731,3.0862,3.4247,5.076,1.4512,1.0873,4.5449,0.774,1.105
2018/7/16,-2.8504,3.3545,-1.1655,-2.1622,-0.1754,0,0.1645,-1.6129,-0.2551,-1.2868,3.5334,-0.4888,0,1.367,0.4065,0.1857,0.021,0.0743,1.0111,1.1264,0.518,1.263,0.3713,8.7354,4.5316,0.0333,1239192323,5170259100,1562440000,1239192323,,1395794400,2329540004,2934694311,651667970,11243124161,1240512000,721660200,2329540004,1474.2625,62.4859,34.1211,554.939,40.1911,724.3364,63.7662,9.732,27.0146,11.7643,9.608,28.3505,20.5506,141.8401,2.0983,2.9596,53.3912,2.0433,2.966,3.6602,296.8452,2.9239,1.7127,3.0238,2.3629,1.1796,16.4012,1.9038,0.895,6.1737,0.5723,3.0862,3.4303,4.9942,1.4475,1.0733,4.7055,0.7702,1.1055
2018/7/17,-9.0465,-2.193,0.7075,-3.3149,-0.3515,1.2559,-2.0525,0.2342,-0.8696,-1.3035,-1.1105,0.1965,-0.8503,10.0227,0.4791,0.228,0.3721,0.0919,0.9992,1.2619,0.2516,1.4412,0.2115,6.2476,3.5339,0.0478,1127089350,5056876225,1573495000,1127089350,,1413324000,2281725143,2941567131,646001292,11096565745,1226736000,723078000,2281725143,1340.894,61.1156,34.3625,537.0605,40.0884,733.4332,62.4574,9.7548,26.7797,11.6109,9.5013,28.4062,20.395,129.0086,2.0523,2.9805,51.6711,2.0381,3.0032,3.5851,297.5404,2.8985,1.6904,2.9902,2.3676,1.1707,14.9175,1.862,0.9014,5.9748,0.5708,3.1249,3.3599,5.0059,1.4349,1.0593,4.6532,0.7718,1.0972
2018/7/18,-0.8065,0,-0.2342,0,-0.5291,0.6202,0.3353,3.972,-1.9092,2.0755,-0.9586,0.6863,-0.1715,5.2175,0.2727,0.2614,0.0308,0.0387,1.2984,1.1814,0.7796,1.8341,0.4861,6.3359,5.5371,0.0485,1117999920,5056876225,1569810000,1117999920,,1422088800,2289375521,3058405078,633667934,11326871827,1214976000,728040300,2289375521,1330.0803,61.1156,34.2821,537.7796,39.9297,737.9817,62.6668,10.1422,26.2684,11.8519,9.4102,28.6012,20.3884,127.9683,2.0523,2.9735,51.7403,2.03,3.0219,3.5971,309.3586,2.8431,1.7255,2.9615,2.3838,1.1703,14.7972,1.862,0.8993,5.9828,0.5686,3.1443,3.3712,5.2047,1.4075,1.0813,4.6086,0.7771,1.0968
2018/7/19,-5.4201,-2.4215,-0.939,-2.8571,2.6596,-2.7735,-6.7669,-2.9213,-1.7885,-0.5545,-2.9591,-2.7264,-1.89,3.7265,0.3352,0.2278,0.1028,0.07,0.8102,1.3363,0.3919,2.6389,0.2349,5.0845,3.9601,0.0773,1057403718,4934422720,1555070000,1057403718,,1382647200,2134455373,2969058413,622334578,11264061077,1179024000,708191100,2134455373,1257.9892,59.6356,33.9602,523.591,41.084,717.5137,58.4262,9.846,25.7986,11.7862,9.1318,27.8214,20.0485,121.0323,2.0026,2.9456,50.3752,2.0887,2.938,3.3537,300.3212,2.7923,1.7159,2.8739,2.3188,1.1508,13.9952,1.8169,0.8908,5.825,0.585,3.0571,3.1431,5.0526,1.3824,1.0753,4.4722,0.7559,1.0785
2018/7/20,1.4327,0.1838,1.6588,2.3529,0,1.9017,0.6272,0.9259,-0.1071,2.6022,1.1114,1.2012,0.3503,2.1268,0.2593,0.3479,0.0641,0.115,0.7791,0.753,0.3956,1.638,0.5791,3.9252,3.2136,0.0586,1072552768,4943493350,1580865000,1072552768,,1408941600,2147843534,2996549694,621667910,11557177908,1192128000,716697900,2147843534,1276.012,59.7452,34.5235,540.7213,41.4528,731.159,58.7926,9.9371,25.771,12.0929,9.2333,28.1556,20.3002,122.7663,2.0063,2.9945,52.0233,2.1074,2.9939,3.3748,303.1019,2.7893,1.7606,2.9058,2.3467,1.1653,14.1957,1.8203,0.9056,6.0155,0.5903,3.1152,3.1628,5.0994,1.3809,1.1033,4.5219,0.765,1.0921
