ÈÕÆÚ,000016.SZ,000801.SZ,000810.SZ,002052.SZ,002420.SZ,002429.SZ,002519.SZ,002848.SZ,200016.SZ,600060.SH,600839.SH,603996.SH
2017/6/20,4.4549,9.4347,12.7674,6.62,8.34,3.13,8.47,26.2597,2.4872,13.9471,3.5005,16.9925
2017/6/21,4.4454,9.8509,12.4304,6.57,8.4,3.1,8.37,26.3695,2.5051,14.3064,3.5005,16.833
2017/6/22,4.4265,9.6725,11.9744,6.38,8.19,3.04,8.1,25.6509,2.4962,14.0606,3.4125,16.6235
2017/6/23,4.398,9.315,11.9248,6.31,8.33,3.03,7.99,25.8006,2.523,14.2119,3.4907,16.1748
2017/6/26,4.4454,9.464,11.9744,6.42,8.29,3.06,8.02,26.8486,2.5409,14.2686,3.5689,16.6933
2017/6/27,4.4739,9.315,11.9942,6.53,8.19,3.04,7.98,28.236,2.532,14.2875,3.5494,16.7033
2017/6/28,4.5118,9.4838,11.8059,6.42,8.51,3,7.84,27.8667,2.523,14.4294,3.5689,16.9227
2017/6/29,4.4928,9.6328,11.9446,6.41,8.43,3.02,7.84,28.1461,2.523,14.3537,3.5494,17.3116
2017/6/30,4.635,9.5037,12.0239,6.34,8.41,3.07,7.87,29.7531,2.5409,14.3443,3.5396,17.0523
2017/7/3,4.7867,9.4441,12.0438,6.45,8.4,3.06,8.11,30.1922,2.5856,14.2213,3.5494,17.0224
2017/7/4,4.7772,9.7718,11.9149,6.56,8.45,3.07,8.03,29.6632,2.5677,13.9849,3.52,17.0424
2017/7/5,5.0805,9.891,11.6968,6.61,8.45,3.08,8.06,29.9427,2.6662,14.0984,3.5885,17.1421
2017/7/6,5.1184,10.4769,11.6869,6.84,8.38,3.1,7.99,31.34,2.6662,14.0417,3.5689,17.2418
2017/7/7,5.0426,10.3279,11.677,6.84,8.43,3.11,7.92,28.21,2.6393,13.9944,3.5885,17.192
2017/7/10,5.2416,10.1194,11.2409,6.66,8.9,3.09,7.92,26.8,2.6662,13.9755,3.5689,17.0125
2017/7/11,5.1563,10.0002,11.0525,6.48,8.47,3.07,7.7,26.12,2.6125,14.0606,3.5298,17.0424
2017/7/12,5.1184,10.0002,11.0129,6.44,7.62,3.06,7.63,26.44,2.6035,13.5878,3.5103,17.2418
2017/7/13,5.0995,9.7122,10.9831,6.41,7.07,3.06,7.57,26.45,2.6214,13.5405,3.5298,17.172
2017/7/14,5.0047,9.2157,11.2309,6.48,6.92,3.04,7.55,26,2.5946,13.5594,3.52,16.9825
2017/7/17,4.7298,8.2922,10.4379,5.84,6.43,3.26,6.8,24.99,2.5588,13.2285,3.3343,15.2873
2017/7/18,4.7867,8.0439,10.5172,5.91,6.52,3.32,6.77,26.65,2.5856,13.1701,3.3831,15.018
2017/7/19,4.8625,8.0141,10.6263,5.99,6.59,3.29,6.73,26.83,2.6304,13.3064,3.4418,15.2474
2017/7/20,4.9004,8.8185,10.6857,5.99,6.66,3.28,6.82,27.33,2.6483,13.9001,3.4809,15.2374
2017/7/21,4.872,8.7192,10.6064,5.99,6.63,3.31,7.11,26.4,2.6393,13.8904,3.4908,15.3371
2017/7/24,4.8625,9.037,10.5569,6.05,6.63,3.36,7.28,26.12,2.6483,14.1824,3.5502,15.4867
2017/7/25,5.0047,8.8383,10.6263,6.02,6.64,3.31,7.39,26.27,2.6572,14.0948,3.5699,15.3671
2017/7/26,5.071,8.9376,10.6164,6.2,6.63,3.29,7.3,25.94,2.6751,13.9391,3.5699,15.2873
2017/7/27,5.0236,8.8681,10.8146,6.23,6.74,3.3,7.32,26.3,2.6483,13.8904,3.5798,15.5366
2017/7/28,4.9573,8.6993,10.7551,6.13,6.73,3.25,7.21,26.26,2.6662,14.0072,3.5897,15.6662
2017/7/31,5.3459,8.5503,10.9831,6.24,6.73,3.27,7.28,26.38,2.7377,14.0072,3.649,15.7659
2017/8/1,5.4028,8.9972,10.9831,6.2,6.8,3.32,7.28,26.62,2.7377,13.9877,3.6392,15.6562
2017/8/2,5.507,8.8781,10.8344,6.03,6.8,3.25,7.22,26.45,2.7198,13.6276,3.5996,15.5067
2017/8/3,5.3743,8.7092,10.8344,6.1,6.8,3.25,7.2,27.56,2.7109,13.7541,3.6194,14.8585
2017/8/4,5.289,9.0667,10.8047,6.1,6.78,3.23,7.36,27.15,2.6841,13.5303,3.5996,15.4069
2017/8/7,5.3364,9.037,10.9336,6.22,6.78,3.27,7.33,27.1,2.693,13.7055,3.649,15.2873
2017/8/8,5.4028,9.027,10.9435,6.18,6.73,3.29,7.33,27,2.693,13.686,3.6589,15.3571
2017/8/9,5.2795,8.9774,10.9534,6.18,6.75,3.26,7.31,26.78,2.6841,13.9099,3.7578,15.397
2017/8/10,5.1848,8.7788,10.884,6.04,6.75,3.22,7.15,26.38,2.6751,13.8709,3.6688,15.9454
2017/8/11,5.0331,8.4411,10.7056,5.88,6.6,3.12,7.14,26.4,2.6572,13.6665,3.5798,15.9554
2017/8/14,5.1753,8.5801,10.8543,6.05,6.68,3.19,7.2,26.58,2.702,13.8904,3.6392,16.1648
2017/8/15,5.1469,8.7986,11.1913,6.09,6.69,3.18,7.19,26.59,2.693,13.9293,3.6293,16.3842
2017/8/16,5.1658,8.7192,11.1021,6.22,6.76,3.22,7.34,27.02,2.6841,13.8807,3.6194,16.2745
2017/8/17,5.1753,8.8383,11.1021,6.36,6.85,3.25,8.07,27.29,2.6751,13.8125,3.6589,16.823
2017/8/18,5.3933,8.9178,10.9336,6.3,6.83,3.23,7.74,27.21,2.7109,14.2408,3.6392,16.7632
2017/8/21,5.4976,8.8781,10.993,6.34,6.88,3.25,7.74,27.4,2.7109,14.1727,3.649,16.7831
2017/8/22,5.4028,8.6397,11.0129,6.22,6.82,3.23,7.64,27.3,2.693,14.2311,3.6095,16.6435
2017/8/23,5.4502,8.6596,10.993,6.55,6.8,3.21,7.58,27.22,2.7109,14.309,3.5897,16.6435
2017/8/24,5.3838,8.5305,10.884,6.38,6.79,3.2,7.48,27.1,2.693,14.124,3.56,16.8728
2017/8/25,5.7061,8.5603,10.9831,6.45,6.85,3.22,7.59,27.1,2.7735,14.0851,3.5996,16.8828
2017/8/28,5.7156,8.6199,11.0129,6.49,6.93,3.25,7.67,27.65,2.8004,14.163,3.6293,16.8828
2017/8/29,5.6208,8.6497,10.9336,6.35,6.92,3.22,7.55,27.65,2.8004,14.0656,3.6095,16.5837
2017/8/30,5.6871,8.4709,11.0228,6.37,6.92,3.22,7.56,27.8,2.8272,14.1532,3.5897,16.4939
2017/8/31,5.6776,8.3021,10.9137,6.39,6.92,3.22,7.7,27.95,2.8183,14.1046,3.5996,16.5438
2017/9/1,5.744,8.2922,10.8543,6.44,6.95,3.21,7.64,27.65,2.8183,14.1143,3.5897,17.0125
2017/9/4,5.725,8.3219,10.8344,6.53,7,3.23,7.64,27.71,2.7914,14.0851,3.5699,17.0623
2017/9/5,5.8577,8.1928,10.8642,6.53,7.1,3.21,7.76,27.75,2.8272,14.1338,3.56,16.9227
2017/9/6,5.7724,8.3021,10.8543,6.71,7.15,3.3,7.7,27.37,2.8272,14.0559,3.5897,16.8828
2017/9/7,5.8198,8.2524,10.8444,6.59,7.05,3.24,7.64,27.15,2.8183,13.9975,3.6293,16.7233
2017/9/8,5.8483,8.1631,10.775,6.75,7.02,3.25,7.82,27.23,2.8451,13.8612,3.5798,16.6634
2017/9/11,5.7914,8.1928,10.7551,6.73,7.11,3.25,8.04,27.25,2.8183,13.8515,3.5897,16.6634
2017/9/12,5.6492,8.0935,11.8356,6.86,7.07,3.22,8.32,27.28,2.7914,14.0948,3.5502,16.6535
2017/9/13,5.6018,8.1134,11.5283,6.78,7.11,3.25,8.31,26.88,2.7825,13.9585,3.5502,16.5438
2017/9/14,5.763,8.1432,11.34,6.73,7.13,3.27,8.16,25.9,2.7914,13.9099,3.5205,16.444
2017/9/15,5.7061,8.312,11.4094,6.8,7.05,3.23,7.98,23.81,2.8362,14.1046,3.5007,16.4839
2017/9/18,5.725,8.2226,11.3102,6.94,7.1,3.26,8.47,23.15,2.8272,14.1338,3.5106,16.474
2017/9/19,5.6587,8.1432,11.1715,6.78,7.05,3.28,8.33,23.14,2.8004,14.27,3.4908,16.5238
2017/9/20,5.6682,8.1928,11.5283,7.01,7.1,3.45,8.31,23.26,2.8183,14.2603,3.5403,16.5438
2017/9/21,5.6966,8.0737,11.1913,6.98,7.04,3.4,8.08,23.1,2.8719,14.8735,3.5106,16.8828
2017/9/22,5.6208,8.034,11.1021,7.06,6.96,3.35,8.12,23.53,2.8719,15.039,3.5007,16.5138
2017/9/25,5.3175,8.2127,10.8047,6.88,6.89,3.42,8.09,22.97,2.8362,15.0196,3.471,16.3244
2017/9/26,5.2606,8.173,10.8741,6.79,6.76,3.39,8.08,22.68,2.8451,14.8346,3.4809,16.1848
2017/9/27,5.289,8.2922,10.8543,6.87,6.83,3.42,8.06,23.72,2.854,15.1558,3.4612,16.1449
2017/9/28,5.4217,8.5503,10.7254,6.67,6.73,3.42,8.37,23.62,2.9167,15.3408,3.5007,16.1748
2017/9/29,5.4407,8.5801,10.7452,7.05,6.83,3.4,8.7,23.68,2.9256,15.2921,3.471,16.1848
2017/10/9,5.6871,8.6794,10.8245,7.27,6.92,3.6,8.59,23.37,2.9525,15.2434,3.5502,16.1947
2017/10/10,5.5639,8.6794,11.0129,7.29,7,3.6,8.55,23.23,2.9346,15.0488,3.56,16.2147
2017/10/11,5.507,8.461,10.9336,7.18,7,3.56,8.9,23,2.9346,14.9806,3.5798,16.1748
2017/10/12,5.4976,8.4709,10.9534,7.15,7.08,3.6,8.82,23.03,2.9256,15.0293,3.5798,16.1449
2017/10/13,5.6208,8.6695,10.9831,7.12,7.1,3.61,8.71,23.06,2.9346,15.0196,3.6688,16.1848
2017/10/16,5.4691,8.2127,10.8642,6.43,6.68,3.45,8.24,20.93,2.8719,14.5913,3.6589,17.8003
2017/10/17,5.4502,8.1134,10.8146,6.44,6.73,3.48,7.93,21.02,2.8719,14.9514,3.6985,17.3715
2017/10/18,5.5544,8.1631,11.0525,6.3,6.67,3.63,7.94,21.65,2.8988,15.1558,4.005,17.192
2017/10/19,5.3649,7.8949,10.6957,6.09,6.53,3.55,7.37,21.1,2.8183,14.7859,3.8567,16.7133
2017/10/20,5.3269,7.9247,10.7452,6.14,6.68,3.61,7.54,21.47,2.8362,14.9709,3.7578,16.5837
2017/10/23,5.3364,7.9148,10.7056,6.24,6.64,3.67,7.56,21.7,2.8272,15.6425,3.8369,16.8928
2017/10/24,5.3175,7.7758,10.6263,6.16,6.59,3.67,7.5,21.6,2.8272,15.6231,3.7578,16.7731
2017/10/25,5.4407,7.8155,10.8642,6.18,6.61,3.76,7.44,21.7,2.8272,15.5549,3.7875,17.7005
2017/10/26,5.5544,7.8751,10.7948,6.8,6.61,3.7,7.56,21.64,2.8719,15.4478,3.7875,17.9698
2017/10/27,5.5734,7.746,10.7551,7.48,6.55,3.66,7.53,21.23,2.8898,15.1753,3.7183,18.2191
2017/10/30,5.6682,7.2991,10.6659,7.76,6.55,3.5,7.26,20.33,2.854,14.7081,3.7084,17.8102
2017/10/31,5.725,7.3487,10.7353,7.88,6.24,3.56,7.16,20.29,2.8809,14.747,3.6787,17.7903
2017/11/1,5.744,7.3785,10.6263,7.66,6.18,3.52,7.07,20.09,2.8362,14.2895,3.649,18.5881
2017/11/2,5.6113,7.2097,10.656,7.1,5.95,3.41,7.25,19.7,2.8362,14.2992,3.5403,18.5482
2017/11/3,5.6776,7.0905,10.4379,7.19,5.88,3.4,7.32,21.67,2.8272,14.0364,3.5007,18.9171
2017/11/6,5.8103,7.1203,10.5371,7,5.97,3.51,7.32,22.3,2.8809,14.2895,3.649,19.0867
2017/11/7,6.2843,7.1501,10.547,7.24,6,3.52,7.41,21.39,3.0061,14.5426,3.6787,18.6778
2017/11/8,6.3411,7.2395,10.5866,7.19,6.03,3.46,7.41,20.76,3.0061,14.3479,3.6293,18.8673
2017/11/9,6.8246,7.3487,10.7551,7.21,6.08,3.53,7.34,19.98,3.1225,14.601,3.827,18.8174
2017/11/10,6.8909,7.3289,10.7551,7.06,6.07,3.62,7.31,20.4,3.1672,14.5815,3.9062,18.8274
2017/11/13,6.9004,7.2196,10.5767,6.67,6.07,3.72,7.19,19.7,3.1314,15.516,3.8666,18.1493
2017/11/14,6.5686,7.1998,10.4379,6.75,5.98,3.65,7.35,18.88,2.9972,15.1461,3.7776,19.0966
2017/11/15,6.6445,7.1203,10.428,6.74,5.98,3.81,7.21,18.91,3.0061,15.2142,3.9952,18.7077
2017/11/16,6.2558,7.1104,10.2099,6.43,5.95,3.79,7.1,18.3,2.9256,15.8859,3.9556,18.4584
2017/11/17,6.1231,6.882,9.6747,5.85,5.62,3.58,6.88,18.35,2.863,15.7009,3.8666,18.3986
2017/11/20,6.1895,6.6139,9.7441,5.72,5.62,3.68,6.85,17.85,2.9077,15.5647,3.827,17.1122
2017/11/21,6.3411,6.5443,9.5755,5.77,5.85,3.84,6.7,17.23,2.9435,15.8372,3.9655,17.6906
2017/11/22,6.2653,6.6238,9.4169,5.73,5.71,3.8,6.64,16.73,2.9614,15.516,3.9062,17.5509
2017/11/23,5.962,6.6139,9.1295,6.03,5.5,3.77,6.59,16.34,2.8988,14.5913,3.6886,17.5509
2017/11/24,6.0568,6.4947,9.0898,6,5.53,3.92,6.55,16.02,2.9077,14.6886,3.7084,17.9099
2017/11/27,5.962,6.4053,8.8519,5.76,5.49,3.76,6.42,16.05,2.7377,14.4647,3.5798,18.1493
2017/11/28,6.0284,6.4748,8.9411,5.84,5.6,3.92,6.47,16.3,2.8004,14.5718,3.649,18.1892
2017/11/29,6.0284,6.4351,8.7528,5.74,5.59,3.87,6.49,16.45,2.7735,14.7178,3.6293,17.9099
2017/11/30,5.8767,6.3656,8.8024,5.82,5.59,3.89,6.48,16.29,2.7556,14.7957,3.6589,17.9897
2017/12/1,6.0947,6.3855,8.7825,5.85,5.6,4,6.59,16.33,2.8362,14.5815,3.7084,18.0994
2017/12/4,5.9715,6.0677,8.4158,5.8,5.47,4.01,6.48,15.2,2.8183,14.2798,3.6787,18.1194
2017/12/5,5.7156,5.9882,8.2175,5.57,5.22,3.86,6.42,14.14,2.6483,14.3284,3.6194,18.0396
2017/12/6,5.6871,6.0577,8.2572,5.66,5.29,4.07,6.55,14.48,2.6751,14.1435,3.6194,18.0795
2017/12/7,5.6776,6.0577,8.1779,5.82,5.27,4.01,6.6,14.94,2.6214,13.8223,3.5403,17.9598
2017/12/8,5.7535,6.0577,8.2473,6.07,5.34,3.98,6.51,15.07,2.6483,13.9391,3.5798,18.1792
2017/12/11,5.8388,6.0776,8.3563,6.01,5.38,3.99,6.51,15,2.702,14.1435,3.6194,18.8274
2017/12/12,5.8577,5.9088,8.277,5.91,5.29,3.92,6.22,14.43,2.6751,13.9099,3.5403,18.8274
2017/12/13,5.7724,5.9684,8.2869,5.96,5.33,3.95,6.16,14.64,2.7288,13.9683,3.5699,18.4584
2017/12/14,5.7819,6.0478,8.2274,5.88,5.36,3.96,6.13,14.6,2.7288,13.8904,3.5205,18.5781
2017/12/15,5.6871,6.0577,8.1382,5.9,5.38,3.83,6.27,14.68,2.702,13.7444,3.4809,18.3986
2017/12/18,5.7156,6.0776,8.0887,5.83,5.28,3.74,6.11,14.72,2.7198,13.8904,3.471,18.4684
2017/12/19,5.9525,6.0875,8.2473,5.91,5.38,3.77,6.14,15.19,2.7914,14.2019,3.5106,18.6279
2017/12/20,5.8483,5.9485,7.9895,5.73,5.29,3.77,6.11,15.81,2.7467,14.5913,3.4513,18.6379
2017/12/21,5.8293,5.9485,7.8309,5.68,5.26,3.83,6.08,15.28,2.7467,14.5523,3.4315,18.7576
2017/12/22,5.7061,5.8889,7.8012,5.7,5.2,3.82,6.05,14.66,2.7646,14.5329,3.4117,18.4086
2017/12/25,5.763,5.5711,7.2164,5.55,5.1,3.73,5.88,14.2,2.7556,14.4063,3.3425,17.6606
2017/12/26,5.725,5.6208,6.8793,5.58,5.18,3.64,5.95,14.66,2.7377,14.4452,3.3721,18.7476
2017/12/27,5.6113,5.5711,6.8496,5.52,5.22,3.61,6.15,14.89,2.702,14.1727,3.3524,19.2861
2017/12/28,5.4122,5.6009,6.8198,5.54,5.21,3.51,6.08,14.85,2.7288,14.2992,3.3623,19.0767
2017/12/29,5.744,5.6804,6.8892,5.6,5.27,3.58,6.1,15.49,2.7914,14.6205,3.4414,18.3687
2018/1/2,5.8009,5.8691,6.9685,5.67,5.28,3.61,6.14,15.3,2.7914,14.7567,3.4612,18.239
2018/1/3,5.8957,5.8591,7.0677,5.71,5.35,3.63,6.19,15.47,2.8183,14.7762,3.4908,18.239
2018/1/4,5.981,5.8691,7.1767,5.65,5.35,3.63,6.14,15.68,2.8362,14.8346,3.4908,18.1293
2018/1/5,5.9904,5.9187,7.1569,5.7,5.38,3.56,6.15,15.36,2.8362,15.224,3.4809,18.0994
2018/1/8,6.0189,5.8393,7.1073,5.63,5.33,3.59,6.1,15.28,2.8451,15.3602,3.471,17.8302
2018/1/9,6.0189,5.9088,7.1569,5.56,5.31,3.56,6.09,15.59,2.8004,15.4965,3.5106,17.7504
2018/1/10,6.0189,5.7598,7.256,5.53,5.23,3.48,5.95,15.3,2.8004,15.4478,3.4414,17.7205
2018/1/11,6.2938,5.879,7.1866,5.62,5.31,3.61,6.05,16.83,2.8451,15.2337,3.4315,17.9598
2018/1/12,6.2843,5.8194,7.0875,5.55,5.23,3.54,5.98,17.21,2.8451,15.37,3.4513,17.9
2018/1/15,6.0757,5.5314,6.8298,5.27,5.03,3.45,5.8,16.12,2.8183,15.6036,3.4513,17.9099
2018/1/16,6.1326,5.5513,6.9586,5.28,5.1,3.42,5.91,17.73,2.8093,15.9053,3.4018,17.6507
2018/1/17,6.0378,5.5314,7.1172,5.15,5.09,3.44,5.99,18.19,2.8183,15.7983,3.4018,17.6606
2018/1/18,6.2938,5.5513,7.028,5.11,5.07,3.41,5.95,18.16,2.8451,16.1098,3.4117,17.6307
2018/1/19,6.3127,6.1074,6.9983,5.11,5.1,3.36,6.08,17.36,2.863,15.954,3.4117,17.7304
2018/1/22,6.4644,6.7231,7.0577,5.18,5.12,3.36,6.18,17.13,2.863,16.2655,3.4513,17.7504
2018/1/23,6.7961,7.1005,7.1965,5.2,5.14,3.32,6.12,16.95,2.9077,15.7009,3.4809,17.7404
2018/1/24,6.8056,6.6437,7.1172,5.2,5.13,3.36,6.19,16.88,2.9256,16.1292,3.4809,17.8302
2018/1/25,6.9193,6.5443,7.1172,5.23,5.15,3.35,6.47,17.29,2.9346,16.0416,3.471,17.7105
2018/1/26,6.5307,6.5344,7.2263,5.28,5.12,3.36,6.42,16.69,2.9525,15.7983,3.4513,17.6606
2018/1/29,6.2938,6.5543,7.0379,5.13,5.03,3.31,6.26,15.45,2.9256,15.5744,3.4018,17.6606
2018/1/30,6.4549,6.6933,6.9784,5.11,4.98,3.3,6.36,14.98,3.0061,15.3602,3.382,17.5908
2018/1/31,6.5781,6.1769,6.8,4.88,4.68,3.39,6.2,13.92,2.9883,15.3213,3.293,17.3715
2018/2/1,6.3506,5.6109,6.4035,4.47,4.39,3.3,5.81,13.35,2.9167,15.0682,3.1843,15.6363
2018/2/2,6.4265,5.5413,6.4729,4.39,4.3,3.22,5.97,12.9,2.9614,15.516,3.1447,15.6662
2018/2/5,6.3791,5.591,6.3639,4.25,4.24,3.23,5.89,12.63,2.9614,15.5647,3.1249,15.9155
2018/2/6,5.744,5.0547,5.8484,3.92,3.96,3.03,5.95,13.89,2.7914,15.0488,2.9469,15.9155
2018/2/7,5.4881,5.0746,5.8881,4.01,4.04,3.07,6.03,14.3,2.8093,14.9417,2.9766,16.0452
2018/2/8,5.526,5.2633,5.9872,4.12,4.12,3.11,5.93,13.9,2.8093,14.9903,3.0063,15.9853
2018/2/9,5.2416,5.0547,5.8682,4.27,4.25,3.08,6.02,12.67,2.7467,14.4842,2.9173,15.7859
2018/2/12,5.4502,5.1342,6.007,4.3,4.28,3.17,6.34,12.58,2.7825,15.078,2.9865,16.085
2018/2/13,5.4407,5.1143,6.0169,4.23,4.21,3.16,6.23,12.99,2.7914,15.0877,2.9865,16.2147
2018/2/14,5.4691,5.0945,6.0467,4.26,4.25,3.13,6.33,13.49,2.7735,15.0877,2.9964,16.2247
2018/2/22,5.5734,5.2335,6.1161,4.31,4.33,3.18,6.33,13.57,2.863,15.3797,3.0359,16.4341
2018/2/23,5.7156,5.3427,6.126,4.33,4.31,3.17,6.2,13.11,2.8988,15.5355,3.0458,16.5537
2018/2/26,5.725,5.7102,6.2747,4.43,4.38,3.26,6.82,13.51,2.9256,15.5939,3.0854,16.7432
2018/2/27,5.6208,5.8194,6.3341,4.43,4.38,3.25,7.12,13.4,2.8898,15.0682,3.0755,16.6634
2018/2/28,5.6682,5.8691,6.3738,4.5,4.39,3.35,7.13,13.21,2.9077,15.1948,3.0458,16.7332
2018/3/1,5.6303,6.0081,6.5126,4.71,4.47,3.37,7.12,13.33,2.8898,15.224,3.0755,16.813
2018/3/2,5.6018,6.1968,6.5126,4.62,4.47,3.3,6.92,12.95,2.8719,15.039,3.0656,16.6535
2018/3/5,5.6113,5.9386,6.463,4.62,4.49,3.39,6.97,12.8,2.8719,14.8541,3.0755,16.454
2018/3/6,5.8198,5.9485,6.5126,4.69,4.55,3.41,7.06,12.98,2.8988,15.185,3.1645,16.6335
2018/3/7,5.962,5.7797,6.4432,4.6,4.51,3.47,6.97,14.28,2.8988,14.9222,3.0953,16.6535
2018/3/8,6.0473,5.7499,6.7405,4.65,4.55,3.45,6.98,15.71,2.9167,15.1169,3.293,16.7332
2018/3/9,5.981,5.879,6.6712,4.76,4.63,3.46,7.19,15.86,2.9256,15.4478,3.2436,16.7133
2018/3/12,5.9999,6.0677,6.8298,4.9,4.67,3.49,7.13,15.91,2.9346,16.1584,3.2831,16.9626
2018/3/13,5.9904,5.9684,7.5137,4.93,4.68,3.46,6.92,15.23,2.9435,16.4797,3.2436,17.2219
2018/3/14,5.962,5.8393,7.5831,4.81,4.6,3.35,6.88,15.29,2.9525,16.2947,3.1941,17.192
2018/3/15,6.0094,6.1273,8.0193,4.82,4.54,3.37,6.89,14.44,2.9704,16.3044,3.3029,17.2318
2018/3/16,6.3601,6.018,8.8222,5.04,4.64,3.45,6.73,14.7,3.0061,16.1779,3.2535,17.2019
2018/3/19,6.417,5.9684,9.0403,4.93,4.62,3.39,6.62,15.13,3.0061,16.2558,3.2337,17.1022
2018/3/20,6.6729,6.0776,8.6735,4.91,4.79,3.35,6.55,14.86,3.0061,16.1195,3.1941,17.0324
2018/3/21,6.4549,6.1173,8.9213,4.78,4.62,3.3,6.44,14.44,2.9525,15.8859,3.1645,17.0324
2018/3/22,6.417,6.018,8.4257,4.79,4.67,3.24,6.43,14.28,2.9167,15.7496,3.1348,16.9327
2018/3/23,5.981,5.5811,7.5831,4.35,4.35,3.05,6.09,12.85,2.8183,14.6205,2.9766,16.7831
2018/3/26,6.1421,6.1372,7.5732,4.41,4.5,3.11,6.28,13.02,2.8451,14.5815,3.0063,16.7731
2018/3/27,6.4454,6.5046,7.821,4.56,4.69,3.18,6.5,13.39,2.9256,15.1364,3.0656,16.9626
2018/3/28,6.4738,6.7926,7.593,4.68,4.77,3.15,6.33,13.81,2.9256,14.7762,3.026,16.833
2018/3/29,6.5497,6.5642,8.3563,4.63,4.79,3.18,6.34,14.09,2.9346,15.039,3.0953,16.8529
2018/3/30,6.6255,6.5642,8.7726,4.71,4.7,3.24,6.63,14.33,2.9525,15.0585,3.0953,16.8728
2018/4/2,6.6255,6.6039,8.9114,4.66,4.72,3.27,6.55,13.88,2.9704,15.4478,3.0854,17.2418
2018/4/3,6.7203,6.7132,8.386,4.48,4.64,3.18,6.58,13.45,2.9793,15.6425,3.0359,17.1122
2018/4/4,6.7487,6.7032,8.3662,4.46,4.67,3.14,6.78,14.8,2.9793,15.516,3.0063,17.0523
2018/4/9,6.5686,6.9912,8.6636,4.57,4.61,3.14,6.66,15.51,2.9793,15.1072,3.0063,16.6136
2018/4/10,6.7298,6.6734,8.6338,4.49,4.63,3.17,6.62,14.89,3.0061,14.8443,3.0359,16.6435
2018/4/11,6.5876,6.743,8.4455,4.51,4.65,3.16,6.7,15.14,3.0061,14.9319,3.026,16.9626
2018/4/12,6.398,6.455,7.9598,4.44,4.66,3.13,6.61,15.62,2.9614,14.7178,3.0063,17.0125
2018/4/13,6.4075,6.3358,7.9102,4.43,4.58,3.14,6.67,15.13,2.9883,14.7178,2.9964,17.0723
2018/4/16,6.2653,6.4649,7.9994,4.31,4.44,3.12,6.8,14.72,2.9704,14.5134,2.9667,16.8629
2018/4/17,6.0947,6.5841,7.8111,4.18,4.37,3.14,6.83,13.73,2.9435,14.4647,2.9568,16.6235
2018/4/18,6.0663,6.5146,8.0094,4.47,4.51,3.22,7.09,14.03,2.9614,14.6789,2.9865,16.5438
2018/4/19,5.9146,6.7628,8.4752,4.38,4.68,3.2,6.94,13.8,2.9346,14.6497,3.0161,16.5637
2018/4/20,5.9051,6.6635,8.3959,4.82,4.5,3.3,6.82,15.18,2.8719,14.4355,2.9667,16.4939
2018/4/23,5.7819,6.3557,7.9598,5.3,4.44,3.33,6.65,15.37,2.8004,14.5426,2.9766,16.454
2018/4/24,5.943,6.4252,8.0887,5.83,4.61,3.35,6.88,16.13,2.863,14.7665,3.0161,16.6933
2018/4/25,5.943,6.3855,8.9015,6.41,4.77,3.3,6.91,15.63,2.854,14.7567,3.0458,16.444
2018/4/26,5.7724,6.1074,8.8321,6.18,4.76,3.3,6.74,15.11,2.8451,14.4744,2.9766,16.4141
2018/4/27,5.8388,6.157,8.6338,5.65,4.84,3.23,6.96,15.14,2.8362,13.0241,2.9964,16.4939
2018/5/2,5.5165,6.2365,8.1481,5.5,4.71,3.23,6.79,14.09,2.7556,12.5082,3.026,16.474
2018/5/3,5.5355,6.2365,8.5446,5.71,5.03,3.3,6.6,15.5,2.7646,12.7807,3.0656,16.3443
2018/5/4,5.6018,6.1372,8.3464,5.41,4.84,3.26,6.4,17.05,2.7646,12.7515,3.0359,16.1947
2018/5/7,5.6208,6.2266,8.6438,5.46,4.82,3.27,6.49,18.76,2.7556,13.1214,3.0755,16.3643
2018/5/8,5.6776,6.2861,8.8024,5.58,4.85,3.26,6.52,20.64,2.7914,13.4329,3.0755,16.6834
2018/5/9,5.5829,6.2564,8.7231,5.41,4.92,3.28,6.47,18.69,2.7646,13.394,3.0656,17.0025
2018/5/10,5.6966,6.1769,8.6338,5.33,4.9,3.26,6.33,18.43,2.7646,13.4718,3.0557,17.3914
2018/5/11,5.5544,6.1868,8.5645,5.36,4.91,3.25,6.26,17.54,2.7467,13.5497,3.0458,17.3316
2018/5/14,5.7345,6.1074,8.7825,5.11,4.79,3.2,6.19,17.7,2.7914,13.8223,3.0161,17.172
2018/5/15,5.8957,6.0478,8.8321,5.1,4.84,3.19,6.28,17.59,2.8183,13.7736,3.0458,18.4086
2018/5/16,5.8103,5.8691,8.6834,5.15,4.79,3.14,6.24,17.37,2.8004,13.8709,3.026,18.9869
2018/5/17,5.7724,5.8095,8.3365,4.98,4.74,3.13,6.22,17.17,2.8004,13.8904,3.0359,18.9271
2018/5/18,5.8009,5.8591,8.277,4.97,4.8,3.13,6.27,17.33,2.7646,14.0462,3.0458,19.0468
2018/5/21,5.9146,5.9783,8.4059,5.07,4.86,3.17,6.34,17.49,2.8093,14.2214,3.0953,19.4257
2018/5/22,5.8767,6.0975,8.4852,5.11,4.86,3.18,6.36,17.95,2.8183,14.2408,3.0854,19.3858
2018/5/23,5.7819,5.9684,8.2869,5.06,4.78,3.12,6.2,17.62,2.7914,14.0851,3.0458,19.4357
