ÈÕÆÚ,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH
2015/1/23,8.03,6.4693,7.3971,3.76,7.55,9.1907,12.98,7.39,,5.1766,,,0.68
2015/1/26,8.19,6.6681,7.7195,3.78,7.47,9.1807,12.98,7.66,,5.4358,,,0.68
2015/1/27,8.24,6.5588,8.0956,3.83,7.54,9.1707,12.98,7.73,,5.3719,,,0.68
2015/1/28,8.17,6.5091,7.9523,3.83,7.55,9.0711,12.98,7.63,,5.308,,,0.68
2015/1/29,8.22,6.519,7.7463,3.83,7.5,8.9714,12.98,7.49,,5.2263,,,0.68
2015/1/30,8.11,6.3898,7.7015,3.79,7.55,8.792,12.98,7.39,,5.1517,,,0.68
2015/2/2,7.96,6.3203,7.7911,3.72,7.54,8.8318,12.98,7.32,,5.0062,,,0.68
2015/2/3,8.03,6.3898,7.8807,3.75,7.6,9.0312,12.98,7.37,,5.1056,,,0.68
2015/2/4,8.15,6.4296,7.7105,3.8,7.53,8.9614,12.98,7.32,,5.0168,,,0.68
2015/2/5,8.04,6.3203,7.6568,3.77,7.58,9.0511,12.98,7.43,,4.9955,,,0.68
2015/2/6,7.85,6.2408,7.621,3.66,7.58,8.792,12.98,7.26,,4.7754,,,0.68
2015/2/9,7.72,6.1116,7.1911,3.7,7.55,8.792,12.98,7.18,,4.8286,,,0.68
2015/2/10,7.83,6.1314,7.2001,3.71,7.59,8.8817,12.98,7.53,,4.8464,,,0.68
2015/2/11,7.9,6.1613,7.2627,3.68,7.6,8.8418,12.98,7.54,,5.0381,,,0.68
2015/2/12,8.05,6.2109,7.3254,3.74,7.51,8.9913,12.98,7.56,,5.1127,,,0.68
2015/2/13,8.16,6.3203,7.3881,3.75,7.51,9.1408,12.98,7.57,,5.1269,,,0.68
2015/2/16,8.17,6.4097,7.5493,3.78,7.54,9.2804,12.98,7.74,,5.1979,,,0.68
2015/2/17,8.99,6.3898,7.621,4.1,7.58,9.2904,12.98,7.82,,5.2973,,,0.68
2015/2/25,8.88,6.519,7.5672,4.03,7.6,9.2804,12.98,8.08,,5.3328,,,0.68
2015/2/26,8.79,6.5389,7.8448,3.99,7.59,9.4897,12.98,8.07,,5.2796,,,0.68
2015/2/27,9.2,6.5488,7.9344,4.14,7.53,9.4698,12.98,8.11,,5.3399,,,0.68
2015/3/2,9.08,6.6681,8.1314,4.14,7.68,9.5994,12.98,8.21,,5.3932,,,0.68
2015/3/3,8.86,6.7973,7.8896,4.05,7.68,9.5196,12.98,8.2,,5.2689,,,0.68
2015/3/4,9.01,7.0258,8.1583,4.09,7.78,9.6093,12.98,8.28,,5.6133,,,0.68
2015/3/5,8.95,7.0258,8.0418,4.1,7.74,9.709,12.98,8.55,,5.695,,,0.68
2015/3/6,8.97,6.9165,7.9075,4.11,7.82,9.9981,12.98,8.89,,5.6382,,,0.68
2015/3/9,9.02,7.3935,7.9971,4.11,7.8,9.9981,12.98,8.85,,5.9364,,,0.68
2015/3/10,9.02,7.3041,8.1583,4.11,7.86,10.2174,12.98,8.94,,5.9861,,,0.68
2015/3/11,8.8,7.3438,8.221,4.07,7.83,10.2274,12.98,8.75,,6.0003,,,0.68
2015/3/12,8.75,7.2246,8.0508,4.07,7.83,9.9782,12.98,8.53,,5.7695,,,0.68
2015/3/13,8.87,7.1948,8.1314,4.1,7.86,9.9582,12.98,8.57,,5.8015,,,0.68
2015/3/16,9.01,7.3836,8.5523,4.11,7.89,10.2772,12.98,8.81,,5.947,,,0.68
2015/3/17,9.23,7.4233,8.5523,4.08,7.58,10.3769,12.98,9,,6.0749,,,0.68
2015/3/18,9.5,7.5426,8.8478,4.11,7.62,10.4866,12.98,9.06,,6.1494,,,0.68
2015/3/19,9.55,7.7811,8.8836,4.12,7.63,10.8055,12.98,9.25,,6.2914,,,0.68
2015/3/20,9.47,7.7811,9.0717,4.13,7.66,10.8155,12.98,9.12,,6.5613,,,0.68
2015/3/23,9.5,8.1587,9.1165,4.11,8.1,11.284,12.98,9.1,,6.8382,,,0.68
2015/3/24,9.3,8.4469,8.8926,4.04,8.22,10.985,12.98,8.95,,6.9554,,,0.68
2015/3/25,9.36,8.427,8.9911,4.05,8.2,10.985,12.98,8.98,,6.6181,,,0.68
2015/3/26,9.36,8.3674,9.2956,4.04,8.14,10.9351,12.98,9.49,,6.4619,,,0.68
2015/3/27,9.49,8.3177,9.1792,4.08,8.05,11.3638,12.98,9.25,,6.7921,,,0.68
2015/3/30,9.5,8.745,9.206,4.08,8.24,11.3338,12.98,9.24,,6.8311,,,0.68
2015/3/31,10.45,8.6556,9.0359,4.35,8.4,11.6429,12.98,9.09,,6.714,,,0.68
2015/4/1,10.76,8.6754,9.1075,4.35,8.45,11.7326,12.98,9.21,,6.8489,,,0.68
2015/4/2,10.63,8.7947,9.2777,4.31,8.27,12.2908,12.98,9.22,,6.8063,,,0.68
2015/4/3,11.11,9.0431,9.5195,4.35,8.46,12.2609,12.98,9.68,,6.8276,,,0.68
2015/4/7,11.13,9.6394,9.6986,4.35,8.59,12.7095,12.98,9.73,,7.3388,,,0.68
2015/4/8,11.5,9.3909,9.5642,4.35,8.55,13.6166,12.98,9.65,,7.1045,,,0.68
2015/4/9,11.68,9.063,9.1165,4.36,9,13.168,12.98,10.01,,6.785,,,0.68
2015/4/10,12.46,9.1922,9.2687,4.8,9.9,13.8359,12.98,10.11,,6.895,,,0.68
2015/4/13,13.71,9.3114,9.4926,5.28,10.89,13.8957,12.98,10.18,,6.9234,,,0.68
2015/4/14,15.08,9.4704,9.9404,5.81,10.5,13.3275,12.98,10.85,,7.2749,,,0.68
2015/4/15,13.6,9.0829,9.5911,5.83,10.66,13.3275,12.98,10.02,,6.8808,,,0.68
2015/4/16,13.89,9.0332,9.412,6.23,10.82,13.3275,12.98,10.12,,7.1294,,,0.68
2015/4/17,13.84,8.9239,9.3314,6.3,10.61,13.3275,12.98,10.24,,7.843,,,0.68
2015/4/20,15.22,8.6059,8.8478,6.56,9.92,13.3275,12.98,10.58,,7.9211,,,0.68
2015/4/21,14.92,8.9338,9.1165,6.55,10.26,13.3275,14.28,11.14,,8.2158,,,0.748
2015/4/22,15.2,9.1226,9.4837,6.6,10.33,13.3275,15.71,11.22,,8.1661,,,0.823
2015/4/23,14.78,9.3413,9.806,6.28,10.18,13.3275,17.28,11.27,,8.1661,,,0.905
2015/4/24,14.28,9.222,9.6538,6.21,10.16,13.3275,17.77,11.38,,8.1661,,,0.928
2015/4/27,14.16,9.4108,9.7344,6.05,10.16,13.3275,17.17,11.42,,7.9531,,,0.915
2015/4/28,13.56,9.0431,9.3045,5.71,9.91,13.3275,16.28,10.76,,7.4489,,,0.888
2015/4/29,13.86,9.1723,9.3941,5.92,10.06,13.3275,16.56,11.02,,7.4844,,,0.903
2015/4/30,15.25,9.5201,9.8508,6.43,10.26,13.3275,16.23,10.61,,7.9708,,,0.907
2015/5/4,14.89,9.5201,10.1374,6.35,10.77,13.3275,16.33,10.8,,7.914,,,0.921
2015/5/5,14,9.5201,9.412,6.14,10.56,13.3275,15.57,10.16,,7.5412,,,0.891
2015/5/6,13.55,9.5201,9.7165,6.13,10.88,13.3275,15.54,9.77,,7.4667,,,0.892
2015/5/7,13,9.5201,8.7583,6.11,10.78,13.3275,14.91,9.28,,7.0359,,,0.887
2015/5/8,14.16,9.5201,9.018,6.43,11.55,13.3275,15.44,9.5,,7.3159,,,0.901
2015/5/11,14.44,9.5201,9.3762,6.59,11.76,13.3275,16.07,9.94,,7.9513,,,0.928
2015/5/12,14.8,9.9474,9.609,6.87,11.67,13.3275,16.6,10.18,,8.1415,,,0.929
2015/5/13,14.92,10.1959,9.9851,7.08,12.22,13.3275,16.25,10.08,,8.4323,,,0.923
2015/5/14,15.28,10.4244,10.3971,7.28,13.44,13.3275,16.58,10.65,,8.2564,,,0.94
2015/5/15,16.78,10.1263,10.5762,8.01,14.43,13.3275,16.14,10.79,,8.4359,,,1.018
2015/5/18,17.91,10.1462,10.9702,8.52,15.8,13.3275,16.76,10.81,,8.8954,,,1.12
2015/5/19,17.79,10.2356,10.9165,8.3,14.86,13.3275,17,10.99,,9.0605,,,1.159
2015/5/20,19.32,10.7921,10.9344,9.09,14.57,13.3275,16.87,11.02,,9.8969,,,1.198
2015/5/21,21.25,11.8753,10.9702,10,14.26,13.3275,17.09,11.13,,10.8374,,,1.213
2015/5/22,23.15,12.0144,11.5255,10.98,14.1,13.3275,17.16,11.83,,10.7118,,,1.196
2015/5/25,22.53,12.1834,11.9105,10.54,14.72,13.3275,17.66,12.96,,11.1138,,,1.196
2015/5/26,22.25,13.1076,12.3225,10.1,15.8,13.3275,18.14,13.5,,11.2107,,,1.244
2015/5/27,24.48,14.4193,12.7971,11.1,15.25,13.3275,19.08,14.85,,10.9523,,,1.269
2015/5/28,24.87,14.2404,11.5255,11.45,15.1,13.3275,17.17,14.18,,10.3923,,,1.144
2015/5/29,25.36,15.0553,12.027,11.58,16.61,13.3275,16.77,15.6,,10.5107,,,1.147
2015/6/1,25.55,15.105,12.6449,11.69,18.27,13.3275,17.99,15.8,,11.1784,,,1.207
2015/6/2,25.66,15.9596,13.6926,11.5,18.37,13.3275,19,15.06,,12.2948,,,1.239
2015/6/3,24.09,15.2938,13.424,11.22,18.1,13.3275,18.92,14.42,,12.9518,,,1.218
2015/6/4,22.94,14.9261,14.2837,10.88,18.77,13.3275,18.88,14.85,,12.6,,,1.191
2015/6/5,23.41,15.0056,14.7762,10.74,18.55,13.3275,19.86,14.62,,12.6754,,,1.21
2015/6/8,22.56,14.5883,14.1673,9.98,17.8,13.3275,21.85,14.04,,12.8082,,,1.261
2015/6/9,23.71,14.6081,14.418,10.34,17.3,13.3275,23.06,14.17,,12.8297,,,1.24
2015/6/10,23.74,14.9162,14.7935,10.6,17.7,13.3275,22.65,14.4,,13.1169,,,1.251
2015/6/11,23.16,15.2839,14.9022,10.6,17.5,13.3275,24.92,14.88,,12.7579,,,1.376
2015/6/12,24.37,15.4528,15.5446,10.93,17.58,13.3275,25.45,15.24,,13.7595,,,1.383
2015/6/15,23.33,16.7944,15.5149,10.45,17.31,13.3275,25.13,15.31,,13.7128,,,1.329
2015/6/16,21.13,15.1944,15.3272,9.7,17.44,13.3275,22.67,14.48,,12.6574,,,1.27
2015/6/17,22.12,15.0553,15.0109,10,17.3,13.3275,23.68,14.36,,12.5641,,,1.293
2015/6/18,21.75,14.8864,14.2303,9.99,17.54,13.3275,23.8,14.16,,11.9574,,,1.292
2015/6/19,19.58,13.3958,12.8072,9.04,16.88,13.3275,24.23,12.74,,10.8625,,,1.292
2015/6/23,18.78,12.8691,12.4021,8.85,16.94,13.3275,23.56,12.59,,11.2215,,,1.233
2015/6/24,20.66,13.2169,12.8665,9.62,16.97,13.3275,25.92,12.97,,10.9451,,,1.35
2015/6/25,21.4,12.7796,12.6294,9.46,16.03,13.3275,26.81,12.98,,10.1123,,,1.301
2015/6/26,20.91,11.4977,11.3644,8.58,14.43,13.3275,24.13,11.68,,9.1,,,1.171
2015/6/29,18.82,10.3449,10.228,7.93,13.58,13.3275,21.72,10.51,,8.1918,,,1.055
2015/6/30,19.2,10.7723,10.6727,8.43,14.55,13.3275,21.41,11,,9.0102,,,1.144
2015/7/1,17.28,9.7785,9.6054,7.59,13.45,13.3275,19.27,9.9,,9.0749,,,1.032
2015/7/2,15.55,8.8046,8.6469,6.83,12.7,13.3275,17.34,8.91,,9.1036,,,0.967
2015/7/3,14,7.9202,7.7871,6.15,11.58,13.3275,15.61,8.02,,9.1036,,,0.881
2015/7/6,12.6,7.1252,7.0064,5.54,10.53,13.3275,14.05,7.22,,9.1036,,,0.81
2015/7/7,11.34,6.4097,6.3048,4.99,9.48,13.3275,12.65,6.5,,9.1036,,,0.729
2015/7/8,10.21,5.7737,5.949,4.49,8.53,13.3275,11.39,5.85,,9.1036,,,0.656
2015/7/9,11.23,6.3501,6.542,4.94,9.38,13.3275,12.53,6.44,,9.1036,,,0.722
2015/7/10,12.35,6.9861,7.1942,5.43,10.32,13.3275,13.78,7.08,,10.0154,,,0.794
2015/7/13,13.59,7.6817,7.9156,5.97,11.35,13.3275,15.16,7.79,,10.8733,,,0.873
2015/7/14,13.52,8.2978,8.4196,6.3,10.45,13.3275,14.59,7.94,,10.202,,,0.85
2015/7/15,12.17,7.473,7.5796,5.8,9.41,13.3275,13.13,7.15,,9.1825,,,0.765
2015/7/16,12.26,7.632,7.7377,6.1,10,13.3275,12.87,7.18,,8.8918,,,0.798
2015/7/17,12.6,8.2382,8.2516,6.39,10.78,13.3275,13.67,7.9,,9.4518,,,0.859
2015/7/20,13,8.3276,8.3306,6.45,10.89,13.3275,15.04,8.53,,9.1466,,,0.895
2015/7/21,13.08,8.5463,8.5283,6.52,10.8,13.3275,15.17,8.47,,10.062,,,0.889
2015/7/22,12.98,8.8643,8.7951,6.5,10.81,13.3275,15.46,9.32,,10.3743,,,0.886
2015/7/23,14.14,9.1028,9.6746,6.86,11.38,13.3275,16.26,10.25,,10.3743,,,0.921
2015/7/24,13.4,8.8941,9.388,6.61,11.38,13.3275,15.65,11.06,,10.3743,,,0.904
2015/7/27,12.06,8.0096,8.4492,5.95,11.38,13.3275,14.09,9.95,,10.3743,,,0.814
2015/7/28,10.93,7.4929,7.8761,5.93,11.38,13.3275,13.43,9.86,,10.3743,,,0.855
2015/7/29,12.02,8.2084,8.548,6.48,11.38,13.3275,14.52,10.85,,10.3743,,,0.89
2015/7/30,12.13,7.9699,8.7852,6.42,11.38,13.3275,14.61,11.61,,10.3743,,,0.867
2015/7/31,12.06,8.0196,9.2101,6.47,11.38,13.3275,16.07,10.54,,9.3369,,,0.906
2015/8/3,10.85,7.4233,10.1292,6.03,11.38,13.3275,14.49,9.49,,8.4036,,,0.815
2015/8/4,11.9,8.1686,10.7023,6.39,11.38,13.3275,15.94,10.44,,8.7446,,,0.897
2015/8/5,11.6,8.2481,10.0106,6.29,11.38,13.3275,17.53,10.62,,7.962,,,0.918
2015/8/6,11.36,8.6953,9.2892,6.35,11.38,13.3275,16.91,10.21,,7.7646,,,0.875
2015/8/7,11.93,9.3015,9.5758,6.47,11.38,13.3275,17.35,10.45,,8.1308,,,0.894
2015/8/10,13.12,9.6692,10.0798,7,11.38,13.3275,18.53,11.24,,8.8272,,,0.943
2015/8/11,14.43,9.4307,10.0699,7.31,11.38,13.3275,18.24,11.34,,8.9241,,,0.919
2015/8/12,14.11,9.1624,9.4374,7.1,11.38,13.3275,18.5,11.53,,8.6333,,,0.916
2015/8/13,14.72,9.4406,9.9612,7.21,11.38,13.3275,20.35,11.68,,8.8666,,,0.949
2015/8/14,16.19,9.4406,9.7339,7.47,11.38,13.3275,19.6,12.55,,8.9887,,,0.93
2015/8/17,15.76,10.3449,10.5047,7.33,11.38,13.3275,20.08,13.17,,9.1538,,,0.929
2015/8/18,14.18,9.3114,9.4572,6.6,11.38,13.3275,18.07,11.85,,8.2384,,,0.851
2015/8/19,14.05,9.4108,9.7734,6.77,11.38,13.3275,18.16,12,,8.3605,,,0.87
2015/8/20,13.25,8.7748,9.6252,6.58,11.38,13.3275,16.34,10.8,,7.6102,,,0.836
2015/8/21,11.94,8.0991,8.6666,6.22,11.38,13.3275,14.73,10.26,,6.9067,,,0.782
2015/8/24,10.75,7.2941,7.797,5.6,11.38,13.3275,13.26,9.23,,6.2174,,,0.704
2015/8/25,9.68,6.5687,7.0163,5.04,11.38,13.3275,11.93,8.31,,5.5964,,,0.634
2015/8/26,9.17,6.5687,6.3147,4.72,11.38,13.3275,12.12,7.48,,5.0651,,,0.641
2015/8/27,9.54,7.0556,6.4827,4.95,11.38,13.3275,13.1,7.97,,5.5426,,,0.67
2015/8/28,10.41,7.6221,7.1349,5.26,11.38,13.3275,14.16,8.77,,6.0308,,,0.716
2015/8/31,9.72,7.0755,6.6309,5,11.38,13.3275,12.74,8.72,,5.5569,,,0.687
2015/9/1,9.3,6.5389,5.9787,4.6,11.38,13.3275,11.47,7.85,,5.0005,,,0.635
2015/9/2,8.61,6.1414,5.7316,4.37,11.38,13.3275,10.49,7.07,,5.2482,,,0.627
2015/9/7,8.79,6.3998,5.9293,4.49,11.38,13.3275,10.88,7.1,,5.399,,,0.65
2015/9/8,9.36,6.8469,6.3246,4.72,11.38,13.3275,11.97,7.45,,5.74,,,0.705
2015/9/9,9.86,7.1451,6.7693,4.89,11.38,13.3275,12.72,7.79,,6.0379,,,0.719
2015/9/10,9.36,6.9066,6.6408,4.75,11.38,13.3275,12.16,7.61,,5.7041,,,0.705
2015/9/11,9.32,7.0258,6.8285,4.75,11.38,13.3275,13.38,7.51,,5.7867,,,0.735
2015/9/14,8.39,6.3203,6.1467,4.33,11.38,13.3275,12.36,6.76,,5.2087,,,0.662
2015/9/15,7.86,5.8234,5.5636,4.06,11.38,13.3275,12.49,6.08,,4.8102,,,0.656
2015/9/16,8.64,6.3898,6.0874,4.45,11.38,13.3275,13.74,6.69,,5.2913,,,0.722
2015/9/17,8.31,6.1911,5.9095,4.38,11.38,13.3275,13.43,6.54,,5.1477,,,0.708
2015/9/18,8.53,6.3004,6.0577,4.59,11.38,13.3275,13.24,7.19,,5.3272,,,0.713
2015/9/21,8.71,6.5588,6.285,4.86,11.38,13.3275,13.82,7.91,,5.8584,,,0.729
2015/9/22,9.14,6.678,6.5518,4.93,11.38,13.3275,15.2,7.85,,6.0954,,,0.748
2015/9/23,8.79,6.7774,6.3147,4.7,11.38,13.3275,15.2,7.88,,6.0343,,,0.75
2015/9/24,8.92,6.8867,6.4926,4.76,11.38,13.3275,14.98,7.94,,6.0487,,,0.748
2015/9/25,8.33,6.5985,6.117,4.63,11.38,13.3275,13.59,7.45,,5.4923,,,0.727
2015/9/28,8.44,6.7973,6.3937,4.68,11.38,13.3275,14.01,7.61,,5.6467,,,0.737
2015/9/29,8.21,6.6681,6.5222,4.51,11.38,13.3275,14.04,7.16,,5.5497,,,0.729
2015/9/30,8.27,6.7277,6.3246,4.55,11.38,13.3275,13.45,7.41,,5.6861,,,0.729
2015/10/8,8.67,7.0656,6.5914,4.71,11.38,13.3275,14.07,7.75,,5.8764,,,0.746
2015/10/9,8.9,7.5128,6.7693,4.83,11.38,13.3275,14.38,7.98,,6.1528,,,0.755
2015/10/12,9.4,8.268,7.125,5.12,11.38,13.3275,14.78,8.32,,6.7667,,,0.782
2015/10/13,9.52,8.7748,7.5104,5.12,11.38,13.3275,15.21,8.41,,6.8241,,,0.79
2015/10/14,9.5,8.4668,7.461,5.08,11.38,13.3275,15.62,8.5,,6.5477,,,0.791
2015/10/15,9.92,8.5959,7.629,5.22,11.38,13.3275,15.62,8.7,,6.8528,,,0.791
2015/10/16,10.21,8.6059,7.6685,5.27,11.38,13.3275,15.62,8.67,,6.8061,,,0.791
2015/10/19,11.23,8.9636,7.8464,5.7,11.38,13.3275,15.62,8.62,,6.982,,,0.791
2015/10/20,11,8.8245,7.9452,5.58,11.38,13.3275,15.62,8.96,,6.982,,,0.791
2015/10/21,9.9,7.9401,7.3819,5.11,11.38,13.3275,15.62,8.06,,6.2856,,,0.791
2015/10/22,10.89,8.1885,8.0045,5.48,11.38,13.3275,15.62,8.38,,6.5872,,,0.791
2015/10/23,11.93,8.4866,8.805,5.85,11.38,13.3275,17.18,8.44,,6.7882,,,0.87
2015/10/26,11.58,8.5363,8.7556,5.72,11.38,13.3275,16.78,8.65,,7.3338,,,0.859
2015/10/27,11.42,8.4071,8.5184,5.68,11.38,13.3275,16.38,9.35,,7.2692,,,0.85
2015/10/28,11.2,8.2382,8.1626,5.53,11.38,13.3275,15.35,8.69,,7.1077,,,0.823
2015/10/29,12.32,8.4568,8.5876,5.82,11.38,13.3275,15.88,8.9,,7.2943,,,0.841
2015/10/30,12.1,8.3873,8.3504,5.77,11.38,13.3275,16.25,9.32,,7.3159,,,0.86
2015/11/2,11.07,7.9997,8.1626,5.51,11.38,13.3275,15.3,8.9,,7.3554,,,0.832
2015/11/3,10.89,8.0494,8.2022,5.52,11.38,13.3275,15.33,8.56,,7.1687,,,0.838
2015/11/4,11.45,8.5065,9.0224,5.71,11.38,13.3275,15.95,9,,7.5995,,,0.866
2015/11/5,11.86,8.6556,9.0817,5.77,11.38,13.3275,15.76,9.03,,7.6533,,,0.866
2015/11/6,12.23,9.0829,9.4177,5.91,11.38,13.3275,16,9.18,,7.7646,,,0.877
2015/11/9,12.15,9.6394,9.2892,5.88,11.38,13.3275,16.42,9.27,,7.7718,,,0.887
2015/11/10,12.3,10.0369,9.141,5.91,11.38,13.3275,16.49,9.25,,7.8508,,,0.887
2015/11/11,12.97,9.9574,9.5857,6.14,12.52,13.3275,16.79,9.27,,7.9943,,,0.892
2015/11/12,12.67,9.9077,9.6845,6.15,12.69,13.3275,16.4,9.57,,7.9477,,,0.886
2015/11/13,12.46,10.9014,9.0916,6.08,12.31,13.3275,16.34,9.15,,7.6749,,,0.88
2015/11/16,12.8,11.9946,9.3584,6.12,12.5,13.3275,16.57,9.35,,7.9297,,,0.881
2015/11/17,12.5,13.197,9.3584,6.1,12.58,13.3275,16.34,9.31,,7.7323,,,0.885
2015/11/18,12.06,13.5945,9.1311,6,12.55,13.3275,15.76,9.06,,7.5672,,,0.875
2015/11/19,12.28,13.9721,9.2793,6.13,12.81,13.3275,15.98,9.3,,7.6533,,,0.886
2015/11/20,12.44,14.0616,9.4473,6.18,12.8,13.3275,15.98,9.34,,7.6425,,,0.881
2015/11/23,12.35,13.2069,9.388,6.05,12.72,13.3275,17.06,9.39,,7.4631,,,0.893
2015/11/24,12.52,13.4454,9.4967,6.08,12.58,13.3275,16.74,9.39,,7.6892,,,0.893
2015/11/25,12.78,13.6044,9.724,6.13,12.75,13.3275,17.27,9.49,,7.9692,,,0.917
2015/11/26,12.42,13.2169,9.7932,6.05,12.83,13.3275,17.29,10.08,,8.0159,,,0.914
2015/11/27,11.51,11.8952,9.645,5.83,12.63,13.3275,15.58,10.08,,7.84,,,0.876
2015/11/30,11.49,11.5772,10.5541,5.87,12.68,13.3275,15.41,10.96,,7.9908,,,0.914
2015/12/1,12.64,11.1896,11.6115,6.46,12.54,13.3275,15.95,10.41,,8.5866,,,0.925
2015/12/2,13.11,11.5176,11.2656,6.41,12.52,13.3275,16.15,9.76,,8.5184,,,0.927
2015/12/3,14.42,11.7263,12.3922,6.9,12.54,13.3275,16.99,10.05,,8.6656,,,0.954
2015/12/4,15.86,11.7263,11.8981,7.13,12.29,13.3275,17.09,9.82,,8.479,,,0.945
2015/12/7,15.62,12.5213,11.9574,6.82,12.49,13.3275,17.7,10.06,,8.3928,,,0.964
2015/12/8,14.7,11.6368,11.5127,6.61,12.81,13.3275,16.81,10.2,,8.0733,,,0.956
2015/12/9,14.5,11.9151,11.7597,6.6,14.09,13.3275,18.49,9.88,,7.98,,,1.049
2015/12/10,14.35,11.6567,10.6233,6.53,15.5,13.3275,18.14,9.6,,8.0338,,,1.029
2015/12/11,13.86,10.9611,10.732,6.5,16.37,13.3275,17.43,9.23,,8.0195,,,1.033
2015/12/14,14.31,11.0108,10.9197,6.61,17.28,13.3275,17.57,9.43,,8.1272,,,1.042
2015/12/15,14.53,11.1499,11.3842,6.65,16.7,13.3275,18.27,9.48,,8.5687,,,1.057
2015/12/16,14.11,11.3486,11.1866,6.61,16.69,13.3275,18.41,9.39,,8.5723,,,1.064
2015/12/17,14.85,11.6368,11.572,6.84,16.55,13.3275,19.04,9.53,,8.6261,,,1.071
2015/12/18,14.46,11.3586,11.8585,6.73,16.67,13.3275,18.67,10.01,,8.5759,,,1.042
2015/12/21,14.61,11.448,11.5621,6.77,17.14,13.3275,18.6,9.94,,8.7231,,,1.066
2015/12/22,15.33,11.5275,11.8388,6.97,17.46,13.3275,18.33,10.19,,8.9061,,,1.096
2015/12/23,16,11.4977,11.3842,7.03,17.84,13.3275,17.99,9.88,,8.9528,,,1.082
2015/12/24,15.13,11.1002,11.1372,6.9,18.2,13.3275,18.19,10.36,,8.7374,,,1.094
2015/12/25,14.97,11.2194,11.3546,6.98,18.9,13.3275,18.43,10.29,,9.0102,,,1.136
2015/12/28,14.05,11.13,11.3546,6.28,17.01,13.3275,17.6,9.99,,8.5508,,,1.022
2015/12/29,14.31,11.5275,11.3546,6.41,17.3,13.3275,18.2,9.91,,8.6549,,,1.039
2015/12/30,14.35,11.766,11.6115,6.58,17.99,13.3275,18.56,10.08,,8.5579,,,1.048
2015/12/31,13.9,11.448,11.8289,6.54,18.2,14.1449,18.61,9.75,,8.5184,,,1.056
2016/1/4,12.51,10.3052,10.8209,5.89,16.48,12.7294,16.75,8.78,,7.6677,,,0.963
2016/1/5,11.94,9.5698,10.7221,5.93,17.55,11.922,16.46,8.63,,7.5564,,,0.969
2016/1/6,12.35,9.8679,10.7913,6.09,18.3,12.0715,16.6,8.99,,7.5708,,,0.967
2016/1/7,11.12,8.8841,9.7141,5.57,16.7,10.8653,14.95,8.1,,6.8133,,,0.887
2016/1/8,11.06,8.9239,9.0916,5.73,17.7,10.985,14.82,8.12,,6.8349,,,0.893
2016/1/11,9.95,8.3475,8.1824,5.2,16.8,9.8885,13.34,7.31,,6.1528,,,0.812
2016/1/12,9.71,8.5363,7.8069,5.33,17.1,10.1177,13.24,6.97,,6.0343,,,0.822
2016/1/13,9.07,8.2481,7.4412,5.42,17.11,9.7489,12.69,6.44,,5.9482,,,0.807
2016/1/14,9.48,8.4767,7.7673,5.75,17.68,10.1676,13.17,6.73,,6.1743,,,0.836
2016/1/15,9.49,7.8308,7.461,5.75,17.12,9.9881,12.74,6.4,,6.002,,,0.825
2016/1/18,10.44,8.0394,7.6488,6.16,17.17,10.6062,13.14,6.58,,6.1564,,,0.839
2016/1/19,11.15,8.3674,8.0342,6.36,17.9,10.9252,13.74,6.91,,6.4651,,,0.876
2016/1/20,10.78,8.7152,7.797,6.15,17.87,10.9351,13.53,6.82,,6.4077,,,0.861
2016/1/21,10.3,8.3475,7.5203,6.08,16.6,10.4367,12.79,6.4,,6.1097,,,0.833
2016/1/22,10.68,8.4071,7.629,6.35,17,10.4467,13.34,6.55,,6.282,,,0.853
2016/1/25,10.83,8.4767,7.8464,6.42,17.01,10.7557,13.61,6.63,,6.3969,,,0.858
2016/1/26,10.31,7.632,7.0657,6.2,17.22,9.6791,13.25,6.25,,5.8584,,,0.812
2016/1/27,10.75,7.4134,6.789,6.27,17.46,9.1109,14.58,6.28,,5.7113,,,0.865
2016/1/28,11.02,7.0656,6.7989,6.26,17.71,8.6026,16.04,5.86,,5.3451,,,0.88
2016/1/29,11.04,7.2146,7.0262,6.34,17.96,9.081,17.28,6.06,,5.6431,,,0.892
2016/2/1,10.55,6.8171,6.8878,6.1,17.69,9.0611,15.63,5.82,,5.6969,,,0.843
2016/2/2,11.04,7.0556,7.1645,6.19,17.67,9.4499,16.81,6.01,,6.0846,,,0.868
2016/2/3,11.18,7.155,7.3622,6.26,17.66,9.5695,16.75,6.14,,6.2928,,,0.875
2016/2/4,12.3,7.3438,7.4412,6.62,17.8,10.2373,16.69,6.23,,6.3861,,,0.885
2016/2/5,11.44,7.155,7.2634,6.41,17.71,10.1775,15.21,6.08,,6.3072,,,0.876
2016/2/15,11.16,7.1053,7.3128,6.36,16.6,10.018,15.48,6,,6.2605,,,0.868
2016/2/16,12.28,7.6121,7.7081,6.67,16.88,10.4267,16,6.31,,6.4723,,,0.874
2016/2/17,13.51,7.8009,7.8266,6.87,16.55,10.5264,16.57,6.94,,6.5118,,,0.894
2016/2/18,14.86,8.0295,7.9452,6.97,16.77,10.5563,18.23,7.14,,6.562,,,0.931
2016/2/19,14.11,7.9798,7.8761,6.68,16.01,10.7158,17.58,7.05,,6.5656,,,0.91
