ÈÕÆÚ,000017.SZ,000913.SZ,002105.SZ,200017.SZ,200054.SZ,600099.SH,600679.SH,600877.SH,603129.SH,603766.SH,603776.SH,603787.SH,900916.SH
2014/1/2,4.62,5.1377,3.7184,1.72,5.51,5.1587,12.4,3.32,,3.2564,,,0.62
2014/1/3,4.69,5.0383,3.6184,1.81,5.44,5.0696,11.92,3.23,,3.1454,,,0.612
2014/1/6,4.92,4.8992,3.5471,1.9,5.36,4.9111,11.05,3.11,,3.076,,,0.596
2014/1/7,5.17,4.8594,3.5471,2,5.4,4.9507,11.24,3.13,,3.1211,,,0.595
2014/1/8,5.43,4.8197,3.5756,2.1,5.41,4.9507,11.01,3.14,,3.2529,,,0.594
2014/1/9,5.43,4.77,3.5185,2.1,5.41,4.9408,11.16,3.09,,3.135,,,0.595
2014/1/10,5.43,4.7601,3.4115,2.1,5.38,4.8913,11.01,3.13,,3.0726,,,0.589
2014/1/13,5.7,4.8296,3.3187,2.21,5.33,4.8121,11.11,3.07,,3.083,,,0.596
2014/1/14,5.46,5.0383,3.4115,2.28,5.36,4.8616,11.25,3.32,,3.1627,,,0.6
2014/1/15,5.42,4.9886,3.4471,2.3,5.44,4.8616,11.18,3.31,,3.1697,,,0.596
2014/1/16,5.69,5.0284,3.4329,2.42,5.45,4.8616,11.47,3.25,,3.2147,,,0.594
2014/1/17,5.97,4.9389,3.3972,2.54,5.4,4.7824,11.11,3.15,,3.1835,,,0.593
2014/1/20,5.99,5.088,3.3758,2.67,5.41,4.8022,10.91,3.25,,3.1662,,,0.591
2014/1/21,6.05,5.1874,3.4329,2.8,5.51,4.8517,11.04,3.23,,3.239,,,0.597
2014/1/22,5.84,5.1973,3.5257,2.82,5.52,4.9705,11.45,3.29,,3.3014,,,0.609
2014/1/23,5.73,5.2371,3.6327,2.95,5.51,4.9408,12.6,3.27,,3.2633,,,0.628
2014/1/24,6.02,5.2669,3.6613,3.09,5.5,5.0002,12.89,3.29,,3.4332,,,0.625
2014/1/27,5.81,5.1178,3.6541,3.07,5.47,5.0399,12.93,3.21,,3.3327,,,0.624
2014/1/28,5.64,5.3166,3.5828,2.92,5.49,5.0498,13.07,3.23,,3.3223,,,0.625
2014/1/29,5.67,5.3762,3.647,2.93,5.5,5.0795,13.57,3.23,,3.3188,,,0.627
2014/1/30,5.71,5.3961,3.6327,2.94,5.47,5.0498,12.92,3.3,,3.3361,,,0.619
2014/2/7,5.93,5.4656,3.754,3.09,5.49,5.0894,12.94,3.36,,3.3465,,,0.624
2014/2/10,5.93,5.5948,3.8896,3.13,5.52,5.1686,13.34,3.45,,3.4679,,,0.628
2014/2/11,5.85,5.5451,3.9039,3.13,5.51,5.1884,13.81,3.42,,3.5338,,,0.632
2014/2/12,5.67,5.6147,3.9824,2.97,5.51,5.2478,13.58,3.44,,3.617,,,0.629
2014/2/13,5.63,5.7936,3.854,2.87,5.5,5.228,13.25,3.78,,3.5199,,,0.622
2014/2/14,5.64,5.9128,3.961,2.95,5.43,5.6934,13.37,3.79,,3.6621,,,0.62
2014/2/17,5.67,6.3699,4.0324,2.86,5.43,5.7132,13.3,3.83,,3.7003,,,0.618
2014/2/18,5.71,6.3799,4.0609,2.89,5.36,5.6042,13.65,3.75,,3.8182,,,0.621
2014/2/19,5.65,6.201,4.011,2.9,5.43,5.525,13.5,3.77,,3.787,,,0.622
2014/2/20,5.45,5.9327,3.9182,2.77,5.43,5.4161,13.35,3.61,,3.7037,,,0.613
2014/2/21,5.61,5.9625,3.8682,2.9,5.4,5.4656,13.43,3.6,,3.787,,,0.614
2014/2/24,5.46,5.9824,4.0395,2.81,5.36,5.4458,12.55,3.58,,3.5719,,,0.593
2014/2/25,5.23,5.7141,3.8183,2.73,5.35,5.1983,11.64,3.55,,3.4575,,,0.581
2014/2/26,5.24,5.8035,3.8397,2.78,5.35,5.2973,11.84,3.6,,3.5061,,,0.584
2014/2/27,5.11,5.7538,3.854,2.81,5.32,5.2379,11.57,3.7,,3.4228,,,0.58
2014/2/28,5.06,5.8234,3.9824,2.82,5.36,5.2478,11.81,3.71,,3.461,,,0.585
2014/3/3,5.12,5.9029,4.0752,2.8,5.4,5.3567,12.49,3.82,,3.5858,,,0.595
2014/3/4,5.08,6.0619,4.0467,2.78,5.44,5.3369,12.31,3.92,,3.5511,,,0.589
2014/3/5,5.11,5.9625,4.0467,2.74,5.62,5.3072,12.38,3.83,,3.5546,,,0.59
2014/3/6,5.16,5.8929,4.1965,2.75,5.62,5.3369,12.36,3.75,,3.402,,,0.589
2014/3/7,5.42,5.8134,4.011,2.89,5.64,5.3468,12.38,3.77,,3.4124,,,0.584
2014/3/10,5.69,5.4756,3.9111,2.97,5.65,5.1389,11.9,3.56,,3.1905,,,0.568
2014/3/11,5.45,5.5054,3.9967,2.82,5.58,5.1785,11.71,3.63,,3.2078,,,0.564
2014/3/12,5.37,5.5551,3.9467,2.81,5.59,5.2379,11.75,3.64,,3.2286,,,0.564
2014/3/13,5.64,5.6147,3.9967,2.9,5.67,5.3171,11.82,3.64,,3.2425,,,0.568
2014/3/14,5.86,5.6147,3.9753,2.93,5.67,5.3369,11.69,3.59,,3.2147,,,0.56
2014/3/17,5.85,5.6246,4.0681,2.91,5.66,5.3666,11.92,3.67,,3.3049,,,0.57
2014/3/18,5.98,5.5849,4.1109,2.93,5.94,5.3666,13.11,3.73,,3.2772,,,0.6
2014/3/19,6.01,5.6644,4.1037,2.91,6,5.5349,13.56,3.75,,3.1974,,,0.595
2014/3/20,5.8,5.5749,4.0252,2.86,5.97,5.426,13.23,3.58,,3.1627,,,0.587
2014/3/21,5.94,5.6147,4.0681,2.89,6.01,5.525,13.57,3.69,,3.246,,,0.595
2014/3/24,5.94,5.8134,4.1608,2.87,5.92,5.6042,13.4,3.72,,3.2529,,,0.596
2014/3/25,5.94,5.8134,4.2037,2.88,5.94,5.5349,13.71,3.84,,3.2841,,,0.6
2014/3/26,6.07,5.8333,4.4606,2.92,5.96,5.5646,13.31,3.84,,3.2806,,,0.596
2014/3/27,6.37,5.7339,4.4035,2.98,6.01,5.5745,13.75,3.72,,3.1905,,,0.599
2014/3/28,6.68,5.4954,4.275,3.05,5.95,5.6636,14.04,3.7,,3.076,,,0.6
2014/3/31,6.35,5.3663,4.118,2.95,5.91,5.4755,12.64,3.63,,2.9824,,,0.585
2014/4/1,6.39,5.4358,4.1466,2.93,6.01,5.5448,12.33,3.68,,3.0518,,,0.586
2014/4/2,6.12,5.4259,4.0752,2.88,6,5.6835,12.2,3.71,,3.0414,,,0.586
2014/4/3,6.07,5.4159,4.1323,2.88,5.88,5.6636,12.34,3.72,,3.0726,,,0.582
2014/4/4,6.25,5.4358,4.2037,2.91,5.79,5.832,12.43,3.73,,3.1523,,,0.586
2014/4/8,6.18,5.5352,4.2679,2.88,5.76,5.8617,12.45,3.79,,3.2598,,,0.588
2014/4/9,6.2,5.565,4.375,2.87,5.83,5.7033,12.66,3.8,,3.2494,,,0.6
2014/4/10,6.33,5.5849,4.2822,2.91,5.9,5.7528,13.93,3.77,,3.246,,,0.623
2014/4/11,6.25,5.5948,4.2465,2.87,5.9,5.7528,13.69,4.15,,3.3118,,,0.613
2014/4/14,6.09,5.5849,4.3892,2.76,5.76,5.7825,13.48,4.06,,3.2598,,,0.61
2014/4/15,6.18,5.4756,4.3607,2.82,5.7,6.0201,14.04,3.92,,3.2356,,,0.614
2014/4/16,6.13,5.4954,4.3179,2.74,5.72,6.03,13.92,4.31,,3.3847,,,0.61
2014/4/17,6.01,5.4954,4.325,2.71,5.75,6.0993,13.75,4.28,,3.4228,,,0.612
2014/4/18,5.95,5.5253,4.4535,2.65,5.74,6.4261,15.13,4.22,,3.4055,,,0.628
2014/4/21,6.09,5.3762,4.3321,2.7,5.72,6.6241,14.79,4.34,,3.3153,,,0.618
2014/4/22,6.08,5.2868,4.2394,2.71,5.7,6.6241,15.3,4.34,,3.2668,,,0.62
2014/4/23,6.38,5.2669,4.2394,2.81,5.74,6.129,14.53,4.42,,3.187,,,0.61
2014/4/24,6.43,5.247,4.2679,2.82,5.97,6.0597,13.79,4.86,,3.1835,,,0.609
2014/4/25,6.18,5.1079,4.0467,2.83,5.93,5.8518,13.78,4.91,,3.1315,,,0.606
2014/4/28,5.87,4.9588,3.7969,2.69,5.7,5.5547,12.4,4.49,,3.0783,,,0.576
2014/4/29,5.8,5.0085,3.8968,2.65,5.75,5.7726,12.53,4.59,,3.1528,,,0.588
2014/4/30,6.09,5.0681,3.9896,2.76,5.86,5.6835,12.73,4.85,,3.1599,,,0.593
2014/5/5,6.18,5.2172,4.0324,2.74,5.82,5.7825,13.21,4.71,,3.2061,,,0.595
2014/5/6,6.09,5.2271,4.0324,2.74,5.67,5.7924,13.27,4.75,,3.1848,,,0.594
2014/5/7,5.91,5.1278,3.8825,2.68,5.74,5.624,13.13,4.56,,3.1209,,,0.589
2014/5/8,5.93,5.1576,3.8968,2.69,5.73,5.6636,12.91,4.48,,3.1138,,,0.591
2014/5/9,5.72,5.1774,3.854,2.65,5.68,5.6934,12.43,4.09,,3.1244,,,0.581
2014/5/12,5.85,5.3066,3.9896,2.71,5.68,5.8023,12.85,4.13,,3.2203,,,0.595
2014/5/13,5.85,5.247,3.9753,2.71,5.63,5.832,13.07,4.23,,3.199,,,0.595
2014/5/14,5.98,5.247,3.9753,2.74,5.69,5.7825,13.15,4.2,,3.1954,,,0.591
2014/5/15,5.69,5.1476,3.8968,2.63,5.72,5.7033,13.89,4.25,,3.0392,,,0.593
2014/5/16,5.7,5.1675,3.9039,2.64,5.72,5.5547,14.02,4.21,,2.9895,,,0.591
2014/5/19,5.52,5.2172,3.8682,2.59,5.83,5.6438,13.8,4.29,,3.0108,,,0.595
2014/5/20,5.53,5.247,3.8754,2.61,5.85,5.6339,13.59,4.58,,2.9931,,,0.595
2014/5/21,5.56,5.3166,3.9253,2.61,5.85,5.6835,13.49,4.53,,3.0357,,,0.596
2014/5/22,5.56,5.2868,3.9182,2.6,5.75,5.6934,13.95,4.5,,3.0108,,,0.6
2014/5/23,5.68,5.3066,3.9753,2.6,5.73,5.7231,13.75,4.49,,3.025,,,0.602
2014/5/26,5.65,5.3265,4.0181,2.57,5.75,5.8122,14.05,4.5,,3.0534,,,0.604
2014/5/27,5.57,5.2967,4.0181,2.51,5.75,5.8023,13.62,4.29,,3.0499,,,0.599
2014/5/28,5.72,5.3762,4.0538,2.54,5.7,5.8221,13.78,4.3,,3.0747,,,0.603
2014/5/29,5.69,5.3464,4.0038,2.53,5.74,5.6339,13.86,4.16,,3.0534,,,0.602
2014/5/30,5.65,5.4954,4.0681,2.51,5.7,5.6636,13.93,4.58,,3.096,,,0.597
2014/6/3,5.56,5.5352,4.1109,2.48,5.63,5.6735,14.01,4.7,,3.057,,,0.596
2014/6/4,5.42,5.4756,4.0752,2.38,5.65,5.6636,14.33,4.8,,2.9824,,,0.598
2014/6/5,5.48,5.5451,4.168,2.41,5.67,5.9607,14.44,4.76,,3.0144,,,0.598
2014/6/6,5.41,5.7737,4.1965,2.41,5.63,5.9211,14.11,5,,3.0179,,,0.598
2014/6/9,5.48,5.6743,4.1537,2.4,5.66,5.8716,13.86,5.14,,2.9717,,,0.598
2014/6/10,5.5,5.7339,4.1965,2.42,5.71,6.0894,14.27,5.54,,3.025,,,0.601
2014/6/11,5.44,5.9426,4.2179,2.43,5.77,6.129,14.17,5.46,,3.0108,,,0.602
2014/6/12,5.38,5.9128,4.1732,2.43,5.74,6.0102,13.61,5.42,,3.0286,,,0.596
2014/6/13,5.48,5.9228,4.2359,2.44,5.73,6.0696,13.65,5.38,,3.1209,,,0.6
2014/6/16,5.51,5.7638,4.3254,2.44,5.7,6.03,13.74,5.35,,3.1315,,,0.6
2014/6/17,5.89,5.7041,4.3344,2.6,5.7,6.1092,13.29,5.36,,3.0925,,,0.585
2014/6/18,5.8,5.8631,4.2359,2.63,5.7,5.9508,13.06,5.09,,3.0641,,,0.585
2014/6/19,5.55,5.6644,4.1463,2.58,5.7,5.8122,13.08,4.93,,2.9824,,,0.586
2014/6/20,5.73,5.724,4.1463,2.64,5.68,5.8914,13.18,4.67,,2.9895,,,0.589
2014/6/23,5.79,5.7339,4.1553,2.65,5.7,5.9805,13.27,4.68,,2.9753,,,0.589
2014/6/24,5.69,5.7638,4.2179,2.61,5.67,6.0399,13.34,4.76,,3.0605,,,0.586
2014/6/25,5.76,5.7339,4.1732,2.62,5.7,6.3369,13.17,4.62,,3.0179,,,0.585
2014/6/26,5.8,6.3103,4.2717,2.63,5.74,6.327,13.23,4.71,,3.0818,,,0.586
2014/6/27,5.93,6.7078,4.2896,2.71,5.71,6.327,13.35,4.91,,3.1173,,,0.589
2014/6/30,5.94,6.5389,4.2896,2.69,5.81,6.2973,13.45,5.27,,3.1386,,,0.591
2014/7/1,5.92,6.4594,4.3612,2.72,5.83,6.4261,13.35,5.29,,3.1883,,,0.592
2014/7/2,5.91,6.3203,4.3702,2.72,5.85,6.4261,13.4,5.82,,3.2558,,,0.59
2014/7/3,5.92,6.3401,4.3612,2.72,5.95,6.4261,13.83,5.69,,3.3516,,,0.598
2014/7/4,5.91,6.6084,4.3433,2.74,5.94,6.3568,13.8,5.89,,3.3445,,,0.596
2014/7/7,5.92,6.4097,4.397,2.72,6.06,6.5944,14.41,6.02,,3.3694,,,0.599
2014/7/8,5.94,6.4097,4.4776,2.7,6.07,6.5845,14.29,5.87,,3.554,,,0.599
2014/7/9,5.79,6.201,4.415,2.64,6.01,6.4261,13.81,5.84,,3.5931,,,0.592
2014/7/10,5.76,6.1712,4.4418,2.65,5.97,6.4558,13.75,5.74,,3.5043,,,0.592
2014/7/11,5.78,6.1712,4.4508,2.64,5.97,6.5944,13.84,5.94,,3.6037,,,0.595
2014/7/14,5.81,6.36,4.5045,2.61,6.03,6.6736,14.05,5.96,,3.8594,,,0.595
2014/7/15,6.25,6.2507,4.5762,2.74,6.04,7.0796,13.76,6.22,,3.8487,,,0.591
2014/7/16,6.01,6.1414,4.4329,2.71,6,6.931,13.73,6.01,,3.7493,,,0.588
2014/7/17,5.95,6.0619,4.5493,2.72,6,6.9112,13.39,5.78,,3.6215,,,0.587
2014/7/18,5.97,6.0718,4.4776,2.73,6.01,6.8419,13.37,5.94,,3.9091,,,0.59
2014/7/21,5.92,6.1116,4.4418,2.69,6,7.2182,13.06,6.05,,3.8665,,,0.589
2014/7/22,5.93,6.2904,4.4866,2.68,5.98,7.2182,13.15,6.06,,4.012,,,0.591
2014/7/23,5.85,6.0818,4.406,2.68,5.96,7.0102,13.25,6.28,,3.9091,,,0.589
2014/7/24,5.85,6.0818,4.3523,2.69,6,6.8815,13.18,6.25,,3.9197,,,0.595
2014/7/25,5.92,6.1016,4.5224,2.69,5.95,6.9607,13.26,6.17,,3.9233,,,0.595
2014/7/28,5.97,6.1513,4.5941,2.69,5.96,6.9904,13.46,6.34,,3.8984,,,0.604
2014/7/29,5.98,6.1513,4.603,2.69,6.02,7.0301,13.69,6.39,,3.8949,,,0.605
2014/7/30,6.06,6.201,4.5762,2.71,6.06,7.1885,13.44,6.46,,4.0937,,,0.606
2014/7/31,6.02,6.3103,4.603,2.7,6.07,7.1984,13.61,6.42,,4.186,,,0.608
2014/8/1,6.03,6.201,4.5762,2.72,6.1,7.1093,13.48,6.11,,4.1647,,,0.604
2014/8/4,6.09,6.2606,4.6747,2.76,6.12,7.1786,13.56,6.38,,4.1754,,,0.607
2014/8/5,6.14,6.3004,4.7194,2.77,6.07,7.3766,13.55,6.31,,4.0937,,,0.607
2014/8/6,6.13,6.4097,4.7105,2.79,6.06,7.3964,13.82,6.26,,4.0937,,,0.609
2014/8/7,6.05,6.2904,4.8627,2.76,6.08,7.2868,13.51,6.19,,4.0653,,,0.604
2014/8/8,6.25,6.3103,4.9165,2.83,6.13,7.3466,13.34,6.27,,4.0937,,,0.608
2014/8/11,6.21,6.3699,5.409,2.86,6.19,7.4762,13.44,6.3,,4.2606,,,0.611
2014/8/12,6.42,6.4494,5.7314,2.92,6.14,7.4363,13.79,6.53,,4.2002,,,0.614
2014/8/13,6.28,6.5389,5.7762,2.9,6.18,7.4662,13.92,6.4,,4.0653,,,0.618
2014/8/14,6.21,6.4693,5.4806,2.86,6.19,7.6955,13.55,6.32,,4.0475,,,0.619
2014/8/15,6.25,6.5985,5.4538,2.88,6.25,7.9347,13.81,6.3,,4.0937,,,0.623
2014/8/18,6.3,6.7178,5.8836,2.9,6.26,7.9148,14.19,6.35,,4.115,,,0.63
2014/8/19,6.26,6.6482,5.7045,2.89,6.27,8.3035,14.12,6.39,,4.3032,,,0.627
2014/8/20,6.39,6.5091,5.6597,2.9,6.28,8.1939,13.92,6.33,,4.2677,,,0.625
2014/8/21,6.38,6.4892,5.5523,2.93,6.17,8.3235,14.5,6.16,,4.218,,,0.633
2014/8/22,6.53,6.9364,5.5433,3.07,6.28,8.3334,14.41,6.12,,4.3742,,,0.634
2014/8/25,6.54,6.9463,5.4179,3.04,6.2,8.5128,14.79,6.16,,4.4487,,,0.632
2014/8/26,6.34,6.8966,5.3015,2.92,6.18,8.1141,14.31,6.01,,4.5766,,,0.622
2014/8/27,6.39,6.9264,5.3553,2.94,6.25,8.0144,15.2,6.02,,4.7718,,,0.634
2014/8/28,6.4,7.2047,5.8926,3.06,6.21,7.9347,15.46,5.81,,4.6973,,,0.64
2014/8/29,6.45,6.8966,5.9553,3.11,6.27,8.0643,15.38,5.95,,4.7612,,,0.642
2014/9/1,6.71,6.9264,6.206,3.23,6.58,8.2437,15.29,6.13,,4.715,,,0.644
2014/9/2,6.78,6.9761,6.1254,3.24,7.22,8.453,15.2,6.41,,4.7186,,,0.645
2014/9/3,6.83,6.9165,6.4568,3.28,7.22,8.4829,15.5,6.35,,4.8286,,,0.648
2014/9/4,7.3,6.8569,7.1015,3.47,7.22,8.4929,15.33,6.49,,4.7683,,,0.649
2014/9/5,7.33,6.9463,7.2986,3.49,7.23,8.9016,15.34,6.54,,4.6724,,,0.654
2014/9/9,7.3,6.9861,7.5224,3.55,7.25,8.9215,15.6,6.69,,4.7008,,,0.657
2014/9/10,7.83,7.0159,7.209,3.9,7.2,8.9215,15.52,6.65,,4.7505,,,0.655
2014/9/11,7.78,7.0656,6.8956,3.83,7.2,8.9514,14.93,6.46,,4.676,,,0.655
2014/9/12,8.47,7.1948,6.9583,4.07,7.74,9.2306,14.99,6.82,,4.6937,,,0.675
2014/9/15,9.32,7.1848,7.0299,4.48,8.02,9.3502,15.36,7.11,,5.0026,,,0.684
2014/9/16,9.27,6.8171,6.5732,4.26,7.8,8.7421,14.69,6.93,,4.6689,,,0.663
2014/9/17,9.05,6.8569,6.618,4.09,7.76,9.2306,14.59,7.17,,4.9671,,,0.678
2014/9/18,8.76,6.8966,6.7433,4.02,7.78,9.2007,14.74,7.89,,4.9387,,,0.684
2014/9/19,8.99,6.9761,6.806,4.24,7.78,9.6891,14.86,7.68,,5.0701,,,0.69
2014/9/22,9.09,6.8271,7.0568,4.18,7.4,9.7788,14.45,7.24,,5.1056,,,0.678
2014/9/23,9.01,6.9165,7.4508,4.2,7.5,10.3669,14.6,7.33,,5.1908,,,0.692
2014/9/24,9.91,7.0159,7.3344,4.53,7.79,10.4866,14.75,7.51,,5.1766,,,0.709
2014/9/25,9.68,7.0159,7.1463,4.48,7.79,10.3071,14.54,7.7,,5.2263,,,0.706
2014/9/26,9.4,7.0755,7.5045,4.44,7.9,10.1775,14.85,7.55,,5.5529,,,0.711
2014/9/29,9.6,7.0854,7.6926,4.54,7.83,10.3669,14.87,7.73,,5.9719,,,0.73
2014/9/30,9.53,7.1351,7.9523,4.45,8.3,10.656,15,7.65,,5.9684,,,0.731
2014/10/8,9.34,7.2941,8.1314,4.26,8.36,10.666,15.19,7.69,,5.9612,,,0.738
2014/10/9,9.15,7.2941,8.5165,4.24,8.44,10.5165,14.93,7.49,,5.9009,,,0.719
2014/10/10,9.23,7.4929,8.4538,4.31,8.31,10.0579,14.85,7.43,,6.2417,,,0.714
2014/10/13,8.98,7.3438,8.0777,4.26,8.38,9.6891,14.65,7.36,,6.4867,,,0.702
2014/10/14,8.91,7.2444,7.9613,4.14,8.26,9.729,14.52,7.42,,6.3127,,,0.702
2014/10/15,8.81,7.155,8.0687,4.02,8.5,9.9682,14.62,7.22,,6.1778,,,0.71
2014/10/16,8.36,7.1053,7.7911,4.05,8.48,10.2673,14.3,7.13,,5.8157,,,0.701
2014/10/17,8.57,6.9364,8.0508,4.18,8.48,9.7987,13.57,7.02,,5.9009,,,0.684
2014/10/20,8.6,6.9563,8.3642,4.18,8.72,9.9084,13.76,7.33,,6.1565,,,0.69
2014/10/21,8.56,6.8569,9.0001,4.2,8.58,9.6791,14.1,7.24,,5.9755,,,0.695
2014/10/22,8.12,6.7873,9.9045,4.09,8.8,9.8586,13.87,7.23,,5.5423,,,0.682
2014/10/23,7.74,6.5786,9.6628,3.93,9.28,9.2904,13.48,7.12,,5.5956,,,0.678
2014/10/24,7.83,6.4991,9.1344,3.98,9.26,9.0312,13.52,6.97,,5.4464,,,0.683
2014/10/27,7.94,6.5289,9.609,3.97,9.2,9.1508,13.62,7.03,,5.6311,,,0.685
2014/10/28,8.17,6.6979,9.6538,4.03,8.95,9.5396,13.86,7.34,,5.7447,,,0.692
2014/10/29,8.27,6.7476,10.021,4.05,9.05,9.5894,14.08,7.39,,5.9577,,,0.701
2014/10/30,8.22,6.7674,9.4568,4.09,8.78,9.4598,14,7.29,,5.8689,,,0.701
2014/10/31,8.27,6.7376,9.2598,4.12,8.78,9.4897,14.12,7.51,,5.8015,,,0.696
2014/11/3,8.18,6.9761,9.3225,4.03,8.77,9.4798,14.32,7.68,,5.876,,,0.698
2014/11/4,8.13,7.0059,8.9642,3.96,8.75,9.7688,14.02,7.63,,5.9293,,,0.686
2014/11/5,8,6.9662,9.1433,3.96,8.95,9.709,14.07,7.68,,5.908,,,0.687
2014/11/6,8.35,6.9861,9.2329,4.1,8.67,9.7389,14.16,7.55,,6.1423,,,0.692
2014/11/7,8.15,6.8867,8.9553,4.06,8.66,9.5296,14.19,7.34,,6.1778,,,0.687
2014/11/10,8.13,6.9563,8.9105,4.02,8.66,9.4,14.08,7.39,,6.192,,,0.697
2014/11/11,7.76,6.6383,8.2657,3.87,8.69,8.6723,13.43,7.19,,5.6985,,,0.686
2014/11/12,7.91,6.7674,8.3463,3.93,8.67,8.8518,13.8,7.21,,5.6311,,,0.693
2014/11/13,7.77,6.7376,7.8807,3.92,8.75,8.5328,13.86,7.13,,5.8512,,,0.694
2014/11/14,7.86,6.7873,7.9792,3.93,8.65,8.5627,13.86,7.18,,5.8512,,,0.69
2014/11/17,7.88,6.8072,7.9971,3.94,8.46,8.8219,13.82,7.27,,5.8512,,,0.691
2014/11/18,8.25,6.837,8.2657,4.08,8.25,8.8717,13.66,7.23,,5.8512,,,0.686
2014/11/19,8.3,6.9066,8.2657,4.07,8.2,9.2605,13.88,7.33,,5.8512,,,0.69
2014/11/20,8.27,6.8271,7.9881,4.09,8.18,9.39,13.86,7.65,,5.8512,,,0.689
2014/11/21,8.33,6.7873,8.015,4.1,8.26,9.3801,13.85,7.66,,5.8512,,,0.692
2014/11/24,8.25,6.8469,8.212,4.1,8.27,10.3171,13.96,7.67,,5.8512,,,0.7
2014/11/25,8.31,7.0358,8.2926,4.1,8.29,9.8586,14.24,7.7,,5.8512,,,0.715
2014/11/26,8.34,6.9662,8.5523,4.13,8.37,9.6592,14.11,8.14,,5.8512,,,0.71
2014/11/27,8.62,7.0656,9.009,4.22,8.45,9.6991,14.12,8.02,,5.8512,,,0.714
2014/11/28,8.51,7.0159,8.7851,4.14,8.56,9.6293,14.12,7.82,,5.8512,,,0.712
2014/12/1,8.11,6.8668,8.2389,4.01,8.29,9.2904,14.17,7.85,,5.8512,,,0.705
2014/12/2,8.15,7.4034,8.2568,4.07,8.26,9.3801,14.24,7.95,,5.8512,,,0.708
2014/12/3,8.18,7.4829,8.5075,4.05,8.34,9.2904,14.54,7.91,,5.8512,,,0.713
2014/12/4,8.11,7.7314,8.3911,4,8.32,9.3502,14.54,7.91,,5.8512,,,0.714
2014/12/5,7.8,7.5624,7.9075,3.91,8.28,9.0511,13.84,8.46,,5.8512,,,0.701
2014/12/8,7.79,7.1749,7.8986,3.85,8.18,8.8916,13.7,9.03,,5.8512,,,0.689
2014/12/9,7.81,6.4793,7.2001,3.65,7.88,8.3035,12.99,8.18,,5.8512,,,0.64
2014/12/10,7.89,6.5886,7.5224,3.74,7.98,8.5428,13.18,8.43,,5.8512,,,0.667
2014/12/11,8.04,6.6482,7.7911,3.72,8.15,8.772,13.35,8.75,,5.8512,,,0.68
2014/12/12,7.99,6.7178,7.7732,3.75,7.91,8.8019,13.3,8.7,,5.8512,,,0.678
2014/12/15,8.29,6.8171,7.8627,3.82,7.89,8.9016,13.43,8.63,,5.8512,,,0.673
2014/12/16,8.18,6.7277,7.7105,3.79,8,8.8817,13.28,8.84,,5.8512,,,0.675
2014/12/17,7.86,6.6283,7.6299,3.73,7.79,8.5926,13.06,8.74,,5.8512,,,0.668
2014/12/18,7.84,6.6283,8.3911,3.68,7.7,8.7321,13.16,9.06,,5.8512,,,0.668
2014/12/19,7.71,6.4196,8.4269,3.64,7.65,8.7321,13.44,8.94,,5.4713,,,0.682
2014/12/22,7.04,6.1016,7.7732,3.31,7.36,7.8649,12.18,8.15,,4.9245,,,0.652
2014/12/23,7.02,6.1215,6.9941,3.35,7.31,7.8051,11.67,7.89,,4.7967,,,0.645
2014/12/24,7.17,6.1911,6.7792,3.39,7.34,8.0443,12.12,8.07,,5.0523,,,0.657
2014/12/25,7.27,6.2209,7.0209,3.45,7.4,8.2038,12.13,8.08,,5.1304,,,0.663
2014/12/26,7.23,6.2109,6.8508,3.46,7.56,8.463,12.27,8.18,,5.0985,,,0.664
2014/12/29,7.02,6.0718,6.6896,3.34,7.46,8.2537,11.93,7.95,,4.7931,,,0.65
2014/12/30,6.72,5.9426,6.3941,3.1,7.32,7.9845,11.67,7.44,,4.6227,,,0.65
2014/12/31,6.89,6.042,6.4389,3.23,7.4,8.0144,11.66,7.45,,4.7718,,,0.653
2015/1/5,6.98,6.1314,6.4657,3.22,7.4,8.1739,11.95,7.44,,4.8997,,,0.662
2015/1/6,7.07,6.2706,6.7523,3.2,7.94,8.3235,12.12,7.66,,5.1943,,,0.671
2015/1/7,7.06,6.2308,6.7254,3.32,7.89,8.3334,12.15,7.57,,5.1056,,,0.67
2015/1/8,7.77,6.201,6.7612,3.65,7.8,8.5527,12.22,7.6,,5.0772,,,0.665
2015/1/9,8.23,6.1811,6.5463,3.76,7.75,8.2836,11.87,7.61,,4.9707,,,0.668
2015/1/12,7.69,6.0519,6.5194,3.61,7.65,8.0443,11.6,7.22,,4.7647,,,0.658
2015/1/13,7.54,6.0818,6.7254,3.68,7.86,8.0942,11.73,7.3,,4.96,,,0.66
2015/1/14,7.44,6.0321,6.9224,3.63,7.68,8.0045,11.75,7.33,,4.9991,,,0.663
2015/1/15,7.45,6.0519,6.8239,3.61,7.7,8.1042,11.94,7.37,,5.1801,,,0.669
2015/1/16,7.73,6.1613,6.8329,3.73,7.6,8.2038,12.13,7.35,,5.1908,,,0.673
2015/1/19,7.33,5.9824,6.7165,3.59,7.26,8.0144,12.21,6.7,,5.0026,,,0.656
2015/1/20,7.66,6.1513,7.0389,3.68,7.41,8.2736,12.98,6.91,,5.2654,,,0.68
2015/1/21,7.8,6.5488,7.5404,3.68,7.44,8.5727,12.98,7.15,,5.3648,,,0.68
2015/1/22,7.83,6.6383,7.5045,3.69,7.49,8.7022,12.98,7.47,,5.3009,,,0.68
