ÈÕÆÚ,000048.SZ,000702.SZ,000876.SZ,002100.SZ,002124.SZ,002157.SZ,002311.SZ,002385.SZ,002548.SZ,002567.SZ,002891.SZ,300673.SZ,603363.SH,603609.SH,603668.SH
2014/1/2,10.8045,4.76,6.3006,5.7321,2.3885,2.5125,7.7623,7.1399,5.821,5.9272,,,,,
2014/1/3,10.8239,4.74,6.3263,5.746,2.3885,2.4194,7.8804,7.1108,5.6887,5.7238,,,,,
2014/1/6,10.4841,4.57,6.052,5.555,2.299,2.3552,7.7558,6.7409,5.4753,5.348,,,,,
2014/1/7,10.5909,4.6,5.8848,5.6808,2.3048,2.3296,7.6442,6.77,5.3729,5.3603,,,,,
2014/1/8,11.484,4.6,5.9277,5.5736,2.2817,2.3584,7.5917,6.8573,5.4583,5.311,,,,,
2014/1/9,11.5714,4.59,5.7134,5.4571,2.3106,2.3135,7.2374,6.6495,5.3473,5.3357,,,,,
2014/1/10,11.5131,4.42,5.7219,5.2194,2.4346,2.2044,7.2899,6.4251,5.343,5.3726,,,,,
2014/1/13,12.2315,4.43,5.7434,5.1542,2.6106,2.214,7.4211,6.4791,5.1809,5.1324,,,,,
2014/1/14,12.3674,4.48,5.6405,5.3779,2.6192,2.2269,7.4146,6.5331,5.3388,5.3172,,,,,
2014/1/15,12.4256,4.49,5.6062,5.3825,2.6221,2.2526,7.2833,6.6578,5.3772,5.3049,,,,,
2014/1/16,12.3674,4.48,5.6191,5.5456,2.5414,2.2012,7.3817,6.6204,5.4753,5.4096,,,,,
2014/1/17,12.183,4.43,5.3405,5.5317,2.5731,2.1499,7.2308,6.0593,5.3815,5.3172,,,,,
2014/1/20,11.9597,4.4,5.3019,5.308,2.5558,2.0729,6.9881,5.6521,5.5479,5.1508,,,,,
2014/1/21,12.047,4.43,5.3619,5.3033,2.5817,2.0889,7.0274,5.7975,5.5436,5.1632,,,,,
2014/1/22,12.6392,4.51,5.5334,5.5317,2.6192,2.1338,7.1455,6.0344,5.6076,5.2494,,,,,
2014/1/23,12.6004,4.53,5.3533,5.4291,2.6423,2.105,7.0209,6.0635,5.6546,5.1693,,,,,
2014/1/24,12.5615,4.61,5.3919,5.3499,2.6452,2.1563,7.0143,6.1217,5.5778,5.2248,,,,,
2014/1/27,12.6198,4.68,5.3105,5.061,2.5615,2.1114,6.7715,6.0136,5.6546,5.0153,,,,,
2014/1/28,12.1927,4.6,5.2633,5.1775,2.5962,2.0504,6.5484,6.0469,5.6588,4.9475,,,,,
2014/1/29,12.2509,4.52,5.2762,5.6948,2.5846,2.1178,6.6075,5.9762,5.6759,4.9783,,,,,
2014/1/30,12.1344,4.51,5.0362,5.7041,2.6106,2.1242,6.6206,5.7435,5.5991,4.929,,,,,
2014/2/7,11.8917,4.51,5.1433,5.774,2.6279,2.1306,6.7453,5.7975,5.6332,5.0831,,,,,
2014/2/10,12.6004,4.64,5.3576,5.9185,2.7317,2.1723,6.9093,6.0012,5.7442,5.2001,,,,,
2014/2/11,12.4062,4.64,5.4176,5.7181,2.6567,2.2333,6.8765,6.0718,5.9234,5.2248,,,,,
2014/2/12,12.3286,4.69,5.5034,5.7973,2.726,2.2622,6.8699,6.1425,6.1667,5.4219,,,,,
2014/2/13,12.0665,4.65,5.4519,5.6062,2.7173,2.2173,6.7846,6.0967,5.9661,5.3665,,,,,
2014/2/14,12.1344,4.75,5.4562,5.6342,2.6914,2.3071,6.9881,6.1092,6.0643,5.3911,,,,,
2014/2/17,12.28,4.76,5.4133,5.7554,2.6914,2.3328,6.8962,6.076,6.1027,5.3295,,,,,
2014/2/18,12.0762,4.74,5.3148,5.5922,2.6481,2.4034,6.719,5.8515,5.996,5.2679,,,,,
2014/2/19,11.6879,4.77,5.2848,5.4664,2.651,2.3456,6.8043,5.8682,6.0003,5.2925,,,,,
2014/2/20,11.7752,4.63,5.2462,5.5223,2.5471,2.2686,6.66,5.8266,6.1795,5.2186,,,,,
2014/2/21,11.717,4.59,5.1562,5.294,2.4779,2.2718,6.6862,5.7352,6.0472,5.0831,,,,,
2014/2/24,11.3869,4.55,5.0105,5.1402,2.4202,2.2301,6.5484,5.6396,5.9789,5.0523,,,,,
2014/2/25,10.4162,4.44,4.839,4.9911,2.2356,2.105,6.3253,5.4276,5.6802,4.7319,,,,,
2014/2/26,10.9016,4.5,4.7961,5.033,2.4029,2.1402,6.3516,5.4858,5.4625,4.6703,,,,,
2014/2/27,10.5715,4.53,4.8047,4.9165,2.3394,2.0953,6.3516,5.3279,5.3473,4.6395,,,,,
2014/2/28,10.7657,4.52,4.8347,5.0097,2.3192,2.1274,6.4631,5.7102,5.4327,4.6641,,,,,
2014/3/3,10.8239,4.61,4.9162,5.2287,2.3654,2.1435,6.5616,5.8183,5.6247,4.775,,,,,
2014/3/4,10.6977,4.55,4.8862,5.0796,2.3942,2.1178,6.3909,5.8391,5.5564,4.7688,,,,,
2014/3/5,11.3384,4.53,4.8947,5.1588,2.3135,2.1114,6.4106,5.7892,5.4796,4.738,,,,,
2014/3/6,11.4258,4.56,4.7704,5.0936,2.2962,2.1114,6.3844,5.731,5.5479,4.6641,,,,,
2014/3/7,11.6393,4.58,4.749,5.0004,2.3019,2.1306,6.45,5.6895,5.4839,4.5778,,,,,
2014/3/10,11.6005,4.44,4.8219,4.7954,2.2183,2.1242,6.3647,5.4817,5.3729,4.3684,,,,,
2014/3/11,11.6005,4.45,4.8433,4.6462,2.2327,2.105,6.345,5.4692,5.4028,4.3499,,,,,
2014/3/12,11.7947,4.46,4.8476,4.7115,2.224,2.0825,6.3188,5.4193,5.3985,4.3807,,,,,
2014/3/13,11.6393,4.5,4.929,4.7814,2.2558,2.0536,6.5484,5.4359,5.5052,4.3992,,,,,
2014/3/14,11.6296,4.49,4.8519,4.6602,2.2702,1.9959,6.4697,5.4027,5.5308,4.3992,,,,,
2014/3/17,11.4355,4.61,4.8562,4.7394,2.351,2.0215,6.5025,5.3404,5.8082,4.4731,,,,,
2014/3/18,11.0278,4.6,5.1905,4.8466,2.3856,2.0376,6.5616,5.5482,5.8082,4.5778,,,,,
2014/3/19,10.7268,4.66,5.1476,4.7581,2.351,2.0376,6.6469,5.3861,5.9021,4.547,,,,,
2014/3/20,10.6589,4.51,5.079,4.6369,2.3048,2.0344,6.3385,5.037,5.9106,4.43,,,,,
2014/3/21,10.7754,4.7,5.1519,4.7068,2.3423,2.0697,6.3844,5.1201,6.0259,4.5039,,,,,
2014/3/24,10.8627,4.71,5.1562,4.7161,2.3481,2.1242,6.6403,5.091,5.9149,4.5655,,,,,
2014/3/25,10.6686,4.7,5.139,4.8,2.3164,2.105,6.8437,5.1118,5.8039,4.5532,,,,,
2014/3/26,10.4259,4.68,5.1219,4.7767,2.3077,2.1114,6.6928,5.17,5.996,4.6148,,,,,
2014/3/27,9.9114,4.63,5.0147,4.6788,2.2558,2.0953,6.6403,5.1741,5.8125,4.4854,,,,,
2014/3/28,10.0085,4.51,4.9333,4.5437,2.2789,2.0889,6.3713,5.1035,5.2321,4.4053,,,,,
2014/3/31,9.8337,4.5,5.019,4.4738,2.325,1.9221,6.3319,5.0536,5.1467,4.356,,,,,
2014/4/1,10.1929,4.6,5.0705,4.5204,2.5125,1.9349,6.3581,5.0619,5.3004,4.4485,,,,,
2014/4/2,10.523,4.61,5.1219,4.5111,2.4721,1.9156,6.2991,5.1201,5.1638,4.3868,,,,,
2014/4/3,10.6006,4.73,5.0233,4.4738,2.4981,1.9253,6.2925,5.0785,5.2833,4.3868,,,,,
2014/4/4,10.5909,4.77,5.0447,4.5484,2.4952,1.9509,6.3253,5.1035,5.3217,4.4238,,,,,
2014/4/8,10.3968,4.9,5.1133,4.6602,2.5125,1.9702,6.3516,4.9455,5.4028,4.4485,,,,,
2014/4/9,10.5133,4.87,5.199,4.6975,2.5356,1.9702,6.4631,4.9954,5.4625,4.5285,,,,,
2014/4/10,10.4259,4.84,5.2119,4.6649,2.5183,1.9991,6.4697,5.0204,5.4881,4.5101,,,,,
2014/4/11,10.1929,4.86,5.1262,4.7907,2.4894,2.0087,6.4303,5.0661,5.5223,4.4977,,,,,
2014/4/14,9.9599,4.9,5.3491,4.9585,2.4548,2.1435,6.5287,5.278,5.6375,4.6148,,,,,
2014/4/15,10.0473,4.85,5.3876,4.828,2.4606,2.1563,6.6534,5.1907,5.6332,4.6025,,,,,
2014/4/16,9.9988,5.01,5.5462,4.8559,2.4289,2.2429,6.6469,5.2489,5.518,4.5532,,,,,
2014/4/17,10.0182,4.98,5.4819,4.8699,2.475,2.2558,6.6665,5.2614,5.5479,4.584,,,,,
2014/4/18,9.8143,5.19,5.4562,4.8466,2.4721,2.2173,6.7256,5.1866,5.5522,4.6518,,,,,
2014/4/21,9.7367,5.41,5.2762,4.6975,2.4519,2.1595,6.6206,5.0536,5.4924,4.547,,,,,
2014/4/22,9.2319,5.4,5.2891,4.7301,2.4346,2.1691,6.719,4.9788,5.4327,4.4485,,,,,
2014/4/23,9.3678,5.27,5.3276,4.8559,2.3769,2.1114,6.9881,4.983,5.4711,4.4608,,,,,
2014/4/24,9.2707,5.34,5.2505,4.772,2.3539,2.1114,6.8371,5.0785,5.3558,4.43,,,,,
2014/4/25,9.2804,4.97,5.1776,4.567,2.348,1.9606,6.8568,4.8749,5.2278,4.3807,,,,,
2014/4/28,8.7756,4.78,4.9762,4.292,2.2516,1.9606,6.6993,4.4635,4.9547,4.2636,,,,,
2014/4/29,9.028,4.99,5.1133,4.4039,2.313,1.9926,6.66,4.4593,5.04,4.2205,,,,,
2014/4/30,9.1542,4.96,5.1605,4.4086,2.3801,1.9894,6.6731,4.3762,5.1382,4.2821,,,,,
2014/5/5,9.2027,5.1,5.2676,4.5064,2.4093,2.1435,6.9159,4.5507,5.2833,4.3622,,,,,
2014/5/6,9.4066,5.16,5.3533,4.5717,2.4882,2.2076,6.9224,4.7004,5.4839,4.356,,,,,
2014/5/7,9.0863,5.04,5.3062,4.5204,2.5116,2.2686,6.8896,4.5923,5.3985,4.3684,,,,,
2014/5/8,9.3095,5.08,5.229,4.4924,2.497,2.2237,7.0143,4.5965,5.2918,4.3807,,,,,
2014/5/9,9.1736,5.15,5.2248,4.5437,2.4561,2.2301,6.824,4.5133,5.3772,4.3622,,,,,
2014/5/12,9.5619,5.32,5.3062,4.6043,2.4736,2.2493,6.8962,4.5674,5.4668,4.4854,,,,,
2014/5/13,9.3192,5.29,5.2676,4.5577,2.4911,2.2365,6.7125,4.5965,5.4455,4.4854,,,,,
2014/5/14,9.2124,5.52,5.3619,4.5577,2.5086,2.3969,6.7518,4.6588,5.4455,4.5285,,,,,
2014/5/15,9.3386,5.28,5.3405,4.5344,2.4327,2.3264,6.8699,4.5923,5.5495,4.393,,,,,
2014/5/16,9.2804,5.28,5.3576,4.4971,2.4123,2.336,6.7322,4.6048,5.5452,4.3745,,,,,
2014/5/19,9.3095,5.17,5.1862,4.3806,2.3801,2.2975,6.5878,4.5258,5.6492,4.3992,,,,,
2014/5/20,9.3872,5.2,5.1862,4.4039,2.3509,2.2975,6.4434,4.5798,5.6232,4.3992,,,,,
2014/5/21,9.3678,5.2,5.2162,4.4319,2.3685,2.2782,6.5298,4.6671,5.6232,4.3992,,,,,
2014/5/22,9.3192,5.14,5.109,4.4924,2.3918,2.1852,6.5165,4.638,5.7706,4.3314,,,,,
2014/5/23,9.3095,5.3,5.2762,4.6043,2.4794,2.2012,6.4434,4.6754,5.7706,4.2821,,,,,
2014/5/26,9.3484,5.35,5.3148,4.6322,2.4824,2.259,6.5165,4.7959,5.788,4.3067,,,,,
2014/5/27,9.2222,5.31,5.3362,4.6322,2.4619,2.3264,6.5697,4.8043,5.8097,4.3129,,,,,
2014/5/28,9.1251,5.3,5.3362,4.6322,2.4765,2.3264,6.6162,4.7917,5.8053,4.3191,,,,,
2014/5/29,9.0474,5.15,5.1776,4.6322,2.4239,2.2526,6.5962,4.6953,5.6579,4.2944,,,,,
2014/5/30,9.0765,5.11,5.169,4.6322,2.421,2.2558,6.5763,4.7037,5.6622,4.3252,,,,,
2014/6/3,9.2124,5.17,5.0876,4.6322,2.4298,2.2044,6.6892,4.7205,5.6406,4.3684,,,,,
2014/6/4,9.2222,5.2,5.0533,4.6322,2.3685,2.1755,6.6826,4.6157,5.5365,4.356,,,,,
2014/6/5,9.2319,5.26,5.1648,4.6322,2.4444,2.1755,6.7623,4.6324,5.5799,4.3375,,,,,
2014/6/6,9.2416,5.35,5.1562,4.6322,2.4356,2.1884,6.8553,4.6031,5.8573,4.2883,,,,,
2014/6/9,9.096,5.3,5.109,4.6322,2.4385,2.1948,6.7291,4.5276,5.9137,4.3375,,,,,
2014/6/10,9.028,5.26,5.1519,4.6322,2.4853,2.3007,6.842,4.5528,5.9137,4.4176,,,,,
2014/6/11,8.9212,5.24,5.0833,4.6322,2.4882,2.2879,6.842,4.6073,5.9744,4.4176,,,,,
2014/6/12,8.7756,5.21,5.0133,4.6322,2.4999,2.2943,6.8354,4.6241,6.0048,4.3745,,,,,
2014/6/13,8.7368,5.23,5.0264,4.6322,2.5028,2.3071,7.1077,4.7163,5.9614,4.4176,,,,,
2014/6/16,8.8144,5.3,5.1008,4.6322,2.497,2.352,7.2206,4.7289,6.1045,4.4238,,,,,
2014/6/17,8.6591,5.21,5.0439,4.6322,2.4561,2.275,6.9881,4.7205,6.0828,4.3499,,,,,
2014/6/18,8.6397,5.34,5.0352,4.6322,2.4473,2.3007,7.1276,4.7163,5.8964,4.2821,,,,,
2014/6/19,8.3485,5.27,4.9345,4.6322,2.3276,2.2076,6.9151,4.7121,5.9224,4.1712,,,,,
2014/6/20,8.2708,5.29,4.9345,4.6322,2.3685,2.2493,6.9284,4.7331,6.4166,4.2143,,,,,
2014/6/23,8.3485,5.5,4.9301,4.6322,2.3743,2.2911,7.1476,4.7959,6.4036,4.2328,,,,,
2014/6/24,8.6591,5.45,4.9388,4.6322,2.3772,2.3167,7.0679,4.7917,6.4903,4.2575,,,,,
2014/6/25,8.5038,5.4,4.9476,4.6322,2.3539,2.3264,6.9483,4.7834,6.4123,4.2451,,,,,
2014/6/26,8.5815,5.43,4.9958,4.6322,2.386,2.3424,6.9948,4.7372,6.6074,4.2698,,,,,
2014/6/27,8.6009,5.52,4.9695,4.6322,2.5437,2.3456,7.3203,4.6953,6.4513,4.3072,,,,,
2014/6/30,8.9212,5.7,4.9432,4.6322,2.5729,2.3843,7.3136,4.7624,6.6377,4.3322,,,,,
2014/7/1,9.3289,5.66,5.0352,4.6322,2.5816,2.3521,7.4066,4.8169,6.6204,4.4196,,,,,
2014/7/2,9.2804,5.75,5.0921,4.6322,2.6284,2.3263,7.4664,5.0014,7.2837,4.4133,,,,,
2014/7/3,9.193,5.7,5.1402,4.6322,2.7072,2.3392,7.4664,4.8295,8.0121,4.4196,,,,,
2014/7/4,9.096,5.52,5.1271,4.6322,2.7832,2.3166,7.5594,4.8295,8.1942,4.4196,,,,,
2014/7/7,9.1445,5.53,5.114,4.6322,2.7043,2.3263,7.4465,4.8295,7.8821,4.3884,,,,,
2014/7/8,9.3775,5.62,5.1578,4.6322,2.9379,2.4682,7.679,4.7414,7.778,4.4695,,,,,
2014/7/9,9.1057,5.51,5.0877,4.6322,2.9905,2.4553,7.4664,4.645,7.5092,4.3821,,,,,
2014/7/10,9.0377,5.64,5.1052,4.6322,2.9788,2.4586,7.6723,4.645,7.4658,4.4133,,,,,
2014/7/11,9.1833,5.67,5.1359,4.6322,3.0431,2.5295,7.6325,4.4857,7.3184,4.4695,,,,,
2014/7/14,9.2319,5.68,5.2628,4.6322,3.1102,2.707,7.5395,4.5025,7.5352,4.5382,,,,,
2014/7/15,9.3095,5.61,5.5387,4.6322,3.0956,2.7747,7.5262,4.6366,7.3705,4.5881,,,,,
2014/7/16,9.1348,5.71,5.5255,4.6322,3.008,2.7909,7.5661,4.6241,7.4138,4.5257,,,,,
2014/7/17,8.8047,5.78,5.4949,4.6322,2.9642,2.8199,7.4266,4.5821,7.3705,4.5444,,,,,
2014/7/18,8.8727,5.85,5.4774,4.6322,3.0226,2.778,7.3535,4.5318,7.3401,4.532,,,,,
2014/7/21,8.7756,6.12,5.4117,4.6322,3.0781,2.9006,7.4066,4.6408,6.9196,4.5257,,,,,
2014/7/22,8.795,6.08,5.6832,4.6322,3.2446,3.191,7.5594,4.993,7.0106,4.7005,,,,,
2014/7/23,8.9406,5.84,5.7926,4.6322,3.2417,3.1942,7.4399,5.0307,6.8589,4.663,,,,,
2014/7/24,9.0765,5.75,5.7138,4.6322,3.2212,3.1297,7.4,5.1104,6.7982,4.663,,,,,
2014/7/25,9.2901,5.8,5.7051,4.6322,3.1424,3.1619,7.2472,5.1984,6.9282,4.7317,,,,,
2014/7/28,9.4163,5.82,5.9065,4.6322,3.2154,3.2684,7.3269,5.3242,7.041,4.8066,,,,,
2014/7/29,9.3386,5.85,5.8889,4.6322,3.1832,3.3071,7.3336,5.3074,7.0886,4.7504,,,,,
2014/7/30,9.6687,5.94,5.8802,4.6322,3.1482,3.2748,7.3336,5.1229,7.0453,4.7005,,,,,
2014/7/31,9.6978,5.98,5.9634,4.6322,3.1628,3.2845,7.4731,5.4415,7.1667,4.9127,,,,,
2014/8/1,9.7075,5.86,6.0291,4.6322,3.3088,3.4362,7.4598,5.6973,7.0366,4.9689,,,,,
2014/8/4,9.659,6,6.1867,4.6322,3.2825,3.462,7.5528,5.7643,7.106,5.075,,,,,
2014/8/5,10.2414,6.15,6.121,4.6322,3.265,3.3555,7.4465,5.844,7.2057,5.0438,,,,,
2014/8/6,9.9405,6.38,6.1735,4.6322,3.265,3.2974,7.6657,5.7643,7.2577,5.0251,,,,,
2014/8/7,9.8629,6.29,5.9984,4.6322,3.265,3.178,7.6391,5.6008,7.1537,4.9065,,,,,
2014/8/8,9.8434,6.71,5.9678,4.6322,3.2446,3.2071,7.5993,5.5967,7.2707,4.919,,,,5.4033,
2014/8/11,10.0182,6.78,6.5588,4.6322,3.4519,3.5265,7.8118,6.083,7.7,5.2686,,,,5.9456,
2014/8/12,10.29,6.65,6.5807,4.6322,3.4548,3.6072,8.0111,6.0201,7.7,5.2373,,,,6.5389,
2014/8/13,10.3191,6.74,6.3618,4.6322,3.3877,3.5136,7.9314,6.062,7.9037,5.2373,,,,7.196,
2014/8/14,10.0764,6.61,6.3574,4.6322,3.4461,3.3652,7.7786,5.974,7.8777,5.0938,,,,7.9168,
2014/8/15,10.1929,6.64,6.48,4.6322,3.4461,3.391,7.8052,6.0243,7.739,5.1562,,,,7.5723,
2014/8/18,9.9988,6.85,6.4581,4.6322,3.4928,3.3813,7.7919,5.9782,7.804,5.1624,,,,7.7191,
2014/8/19,9.9988,6.98,6.5107,4.6322,3.4753,3.362,7.7388,5.8188,7.9254,5.0875,,,,8.491,
2014/8/20,9.8629,6.97,6.5063,4.6322,3.4636,3.2426,7.7122,5.8398,7.9211,5.1,,,,9.3394,
2014/8/21,9.6881,7,6.4012,4.6322,3.3935,3.1619,7.6591,5.823,8.1205,5.0438,,,,10.2708,
2014/8/22,9.7269,7.22,6.3749,4.6322,3.4256,3.2264,7.6458,5.8608,8.1509,5.1187,,,,9.4862,
2014/8/25,9.7464,7.29,6.3618,5.0945,3.4169,3.1555,7.6458,5.7392,8.0208,5.1499,,,,9.7796,
2014/8/26,9.892,7.12,6.2305,5.604,3.2563,3.1974,7.6458,5.7392,7.778,4.9315,,,,9.1799,
2014/8/27,10.2706,7.42,6.2173,6.1653,3.2942,3.2587,7.679,5.7392,7.9037,4.8628,,,,8.9822,
2014/8/28,9.9599,7.43,6.1122,6.2597,3.2913,3.0974,7.493,5.7392,8.0511,4.8441,,,,8.593,
2014/8/29,9.8337,7.43,6.1911,6.2078,3.2475,3.1006,7.5262,5.8733,8.1769,4.9127,,,,9.0205,
2014/9/1,9.9211,7.34,6.3925,6.2597,3.2563,3.1716,7.5395,5.7602,8.5411,4.9377,,,,9.046,
2014/9/2,10.0279,7.58,6.4275,6.5097,3.2942,3.2006,7.5727,5.7727,8.6364,5.0875,,,,9.1417,
2014/9/3,10.1638,7.97,6.3662,6.4814,3.3351,3.249,7.6723,5.8105,8.5931,5.1624,,,,9.2118,
2014/9/4,10.1541,7.5,6.3487,6.4342,3.3556,3.2361,7.6524,5.7643,8.9876,5.1375,,,,9.1927,
2014/9/5,10.1444,7.29,6.3355,6.4531,3.3585,3.1877,7.6258,5.7266,9.2261,5.125,,,,9.2629,
2014/9/9,10.1638,7.37,6.1954,6.5899,3.4811,3.1555,7.5727,5.7518,9.5339,5.075,,,,9.1289,
2014/9/10,10.4065,7.7,6.1604,6.5144,3.5366,3.178,7.6126,5.7937,9.3778,5.1,,,,9.1672,
2014/9/11,10.1735,7.55,6.0772,6.6134,3.4987,3.1426,7.8318,5.7853,9.0917,5.0813,,,,9.1162,
2014/9/12,10.2026,7.58,6.2086,6.5238,3.4928,3.1587,7.7853,5.7518,9.4906,5.2436,,,,9.1225,
2014/9/15,10.0861,7.62,6.1341,6.5474,3.5191,3.4007,7.865,5.8901,10.44,5.2498,,,,9.0715,
2014/9/16,9.659,7.42,5.9065,6.2785,3.3702,3.2813,7.6524,5.6973,10.7095,5.0189,,,,8.6313,
2014/9/17,9.8046,7.32,5.9984,6.5002,3.3351,3.3458,7.5328,5.5589,10.1802,5.0563,,,,8.7079,
2014/9/18,9.8143,7.34,6.0597,6.4861,3.4315,3.3781,7.6258,5.6176,10.2861,5.3435,,,,8.6377,
2014/9/19,10.0279,7.5,6.0641,6.5191,3.4694,3.3942,7.6192,5.6092,10.4112,5.3122,,,,8.7972,
2014/9/22,9.8434,7.29,5.9546,6.5144,3.5395,3.2361,7.4598,5.4248,9.9589,5.2249,,,,8.8482,
2014/9/23,9.8337,7.34,5.9809,6.5002,3.6768,3.2555,7.4731,5.4332,9.9493,5.3122,,,,8.8737,
2014/9/24,10.0861,7.49,6.121,6.4625,3.6914,3.2555,7.5535,5.5254,10.0167,5.4433,,,,8.8355,
2014/9/25,11.0957,7.43,6.0991,6.3682,3.6651,3.1974,7.5736,5.5799,10.007,5.4745,,,,8.7461,
2014/9/26,10.9113,7.47,6.2392,6.4295,3.741,3.2264,7.6071,5.7853,10.1514,5.5495,,,,8.676,
2014/9/29,10.8821,7.69,6.1998,6.5663,3.7819,3.2264,7.587,5.8063,10.1706,5.5058,,,,8.7334,
2014/9/30,10.8142,7.99,6.2611,6.604,3.7819,3.3007,7.5133,5.7811,10.5266,5.487,,,,8.7398,
2014/10/8,10.8142,8.02,6.2961,6.6512,3.7878,3.3555,7.6272,5.7937,10.517,5.5932,,,,8.8099,
2014/10/9,10.8239,8.23,6.1604,7.0427,3.7849,3.3813,7.6406,5.7057,10.4208,5.7492,,,,8.7908,
2014/10/10,10.9016,8.04,6.0685,7.0191,3.6914,3.2619,7.6004,5.5254,10.2765,5.7555,,,,8.7972,
2014/10/13,10.6589,8.02,5.9459,7.0993,3.5775,3.1748,7.5535,5.4919,10.1899,5.7992,,,,8.6824,
2014/10/14,10.4938,7.97,5.9546,6.9201,3.56,3.1264,7.5133,5.4625,10.0455,5.7242,,,,8.6313,
2014/10/15,10.5327,7.98,6.0072,7.0663,3.5512,3.1361,7.5669,5.5002,10.0263,5.8803,,,,8.6058,
2014/10/16,10.4453,7.81,5.9065,7.0238,3.4724,3.0167,7.4463,5.4038,9.9589,5.6181,,,,8.5611,
2014/10/17,10.2997,7.55,5.9415,6.9484,3.4256,2.8586,7.339,5.3284,9.651,5.5869,,,,8.4017,
2014/10/20,10.3191,7.93,6.0247,6.9059,3.4286,2.8941,7.4731,5.5296,9.651,5.6181,,,,8.4782,
2014/10/21,10.2512,7.93,5.9065,6.7408,3.411,2.8812,7.4127,5.5422,9.8146,5.6244,,,,8.5867,
2014/10/22,10.1638,7.79,5.7795,6.6795,3.3848,2.8199,7.3591,5.4415,9.6029,5.6181,,,,9.1799,
2014/10/23,9.7561,7.58,5.7051,6.4153,3.3439,2.8393,7.3859,5.4122,9.372,5.5432,,,,8.7525,
2014/10/24,9.6202,7.5,5.7313,6.3304,3.3293,2.8651,7.3725,5.4332,9.3046,5.5557,,,,8.3124,
2014/10/27,9.6687,7.66,5.7138,6.3021,3.411,2.8522,7.3658,5.4625,9.1699,5.512,,,,7.8849,
2014/10/28,9.8629,7.99,5.8408,6.6748,3.5045,2.9845,7.4999,5.5296,9.4297,5.6244,,,,8.1082,
2014/10/29,9.9114,8.05,5.8846,6.6748,3.4694,3.0038,7.5334,5.5254,9.5548,5.6244,,,,8.4399,
2014/10/30,9.8046,8.04,5.8714,6.755,3.4461,3.0619,7.453,5.429,9.7761,5.5807,,,,8.3251,
2014/10/31,9.9599,8.28,5.9984,6.6418,3.3439,3.0167,7.6473,5.4625,9.4105,5.6119,,,,8.4144,
2014/11/3,9.9211,8.33,5.8846,6.604,3.4081,2.9941,7.6406,5.4164,9.5548,5.7055,,,,8.6696,
2014/11/4,9.9308,8.58,5.7576,6.3399,3.338,2.9748,7.6339,5.3325,9.4682,5.7867,,,,8.4272,
2014/11/5,9.824,8.45,5.8145,6.3116,3.2855,2.9393,7.5937,5.299,9.5259,5.7867,,,,8.727,
2014/11/6,9.8143,8.59,5.924,6.4295,3.3877,3.0329,7.5133,5.2571,9.5837,5.7867,,,,9.0268,
2014/11/7,9.8531,8.5,5.7795,6.3068,3.4519,2.978,7.4328,5.3116,9.4682,5.7867,,,,9.3522,
2014/11/10,10.2026,8.5,5.8101,6.288,3.3818,2.9522,7.453,5.3619,9.5163,5.7867,,,,9.4862,
2014/11/11,9.6687,8.37,5.9546,6.1323,3.2563,2.8038,7.1849,5.3242,9.1026,5.7867,,,,8.9184,
2014/11/12,9.7172,8.46,6.0553,6.2078,3.3556,2.9135,7.2452,5.4919,9.7857,5.7867,,,,9.8115,
2014/11/13,9.591,8.32,6.0334,6.2974,3.6914,3.0942,7.2586,5.6386,10.0167,5.7867,,,,10.7939,
2014/11/14,9.6299,8.39,6.2655,6.354,3.5629,3.1167,7.2921,5.5799,9.6895,5.7867,,,,10.0922,
2014/11/17,9.7367,8.66,6.2217,6.4908,3.522,3.078,7.2988,5.5925,9.5837,5.7867,,,,9.7987,
2014/11/18,10.1444,8.91,6.0466,6.3587,3.7527,3.2361,7.2385,5.6386,9.8723,5.8616,,,,10.7812,
2014/11/19,10.1832,8.92,6.1867,6.4531,3.7673,3.2361,7.1916,5.6428,9.7472,6.0176,,,,11.2214,
2014/11/20,10.0764,9.41,6.1341,6.4059,3.6242,3.2361,7.1782,5.5799,9.6414,6.4421,,,,10.9853,
2014/11/21,10.057,9.39,6.1692,6.4389,3.6476,3.2361,7.1916,5.5841,9.728,6.4234,,,,11.0746,
2014/11/24,10.2123,9.33,6.2436,6.4483,3.6388,3.2361,7.3055,5.756,9.7088,6.2861,,,,11.1895,
2014/11/25,10.2803,10.03,6.2961,6.2597,3.6388,3.2361,7.2988,5.8398,9.7184,6.2673,,,,10.9407,
2014/11/26,10.1735,10.2,6.2436,6.1087,3.6067,3.2361,7.4127,5.7769,9.8627,6.3235,,,,10.6919,
2014/11/27,10.3385,10.08,6.1867,6.2078,3.6213,3.2361,7.3725,6.171,9.9782,6.5358,,,,10.5388,
2014/11/28,10.7462,10,6.3925,6.1417,3.5863,3.2361,7.3323,6.1961,9.8242,6.3048,,,,10.5579,
2014/12/1,10.4938,9.85,6.3136,6.1512,3.4811,3.2361,7.3323,6.3219,9.8338,6.311,,,,11.0236,
2014/12/2,10.6006,9.93,6.5457,6.1889,3.449,3.2361,7.3323,6.389,9.9108,6.2611,,,,10.9917,
2014/12/3,10.6297,9.81,6.5326,6.1559,3.4607,3.2361,7.3323,6.4141,10.1033,6.3173,,,,10.7684,
