ÈÕÆÚ,000713.SZ,000998.SZ,002041.SZ,002772.SZ,300087.SZ,300189.SZ,300511.SZ,600108.SH,600313.SH,600354.SH,600359.SH,600371.SH,600506.SH,600540.SH,600598.SH,601118.SH,601952.SH,603336.SH
2014/1/2,7.1112,13.1044,13.4641,,2.9748,2.9557,,8.0268,3.2516,7,7.74,7.9125,9.55,4.6128,9.7129,7.2819,,
2014/1/3,7.1112,13.5215,13.6093,,2.9748,3.0254,,7.8083,3.2516,7.11,7.52,7.7313,9.37,4.559,9.4175,7.0531,,
2014/1/6,6.6929,12.4187,13.158,,2.9748,2.8013,,7.3215,3.0469,6.73,7.15,7.343,8.99,4.3053,8.8528,6.5756,,
2014/1/7,6.6549,12.2797,12.4791,,2.7232,2.8262,,7.3314,2.9878,6.69,7.22,7.3948,9.01,4.2515,8.9397,6.7149,,
2014/1/8,6.6244,12.7112,12.5459,,2.7631,2.9258,,7.242,2.9918,6.67,7.15,7.4466,8.98,4.1362,8.7833,6.6254,,
2014/1/9,6.3735,12.203,12.2319,,2.6161,2.8536,,7.3016,2.9682,6.47,7.19,7.2481,8.85,4.0362,8.8007,6.705,,
2014/1/10,6.2594,11.8433,12.1613,,2.5637,2.8461,,7.1327,2.9209,6.25,7.02,7.1014,8.62,4.0208,8.7399,6.6652,,
2014/1/13,6.267,11.9632,12.2437,,2.5314,2.9009,,7.0831,2.8816,6.1,6.89,7.1101,8.54,4.0439,8.6878,6.8144,,
2014/1/14,6.3963,12.366,12.4007,,2.6186,3.0055,,7.3016,2.9485,6.28,7.08,7.2654,8.54,4.1208,8.931,7.1228,,
2014/1/15,6.4875,12.342,12.5184,,2.6808,3.0603,,7.4705,3.0115,6.5,7.34,7.3344,8.54,4.1362,9.209,7.5306,,
2014/1/16,6.4419,12.3084,12.2633,,2.6659,2.988,,7.391,2.9918,6.4,7.31,7.4293,8.54,4.1208,9.0874,7.3516,,
2014/1/17,6.2746,11.9872,11.9768,,2.6759,2.8735,,7.1228,3.0154,6.15,7.11,7.2136,8.54,4.0208,8.7659,7.0631,,
2014/1/20,6.3126,12.0399,11.8316,,2.793,2.9482,,7.1129,3.043,6.31,7.26,7.2913,8.54,4.067,8.8441,7.083,,
2014/1/21,6.3506,11.8242,11.5138,,2.8453,2.9133,,7.1625,3.0115,6.27,7.26,7.3258,8.54,4.1131,8.8528,7.1427,,
2014/1/22,6.4723,11.9632,11.9808,,2.8478,2.9308,,7.391,3.0587,6.39,7.47,7.4638,8.54,4.1977,9.1048,7.5008,,
2014/1/23,6.4571,11.781,12.228,,2.8552,2.9532,,7.391,3.043,6.41,7.5,7.4034,8.54,4.1515,9.0961,7.4511,,
2014/1/24,6.8602,11.8194,12.1652,,2.8677,3.0154,,7.4705,3.0981,6.59,7.55,7.4725,8.54,4.213,9.1482,7.3914,,
2014/1/27,6.9135,11.6324,11.9768,,2.8378,2.9233,,7.6295,3.0312,6.47,7.49,7.3776,8.54,4.1592,9.0092,7.4411,,
2014/1/28,6.9211,11.268,12.1456,,2.788,2.8337,,7.4308,2.9918,6.39,7.26,7.1705,8.54,4.1285,8.1057,7.1427,,
2014/1/29,6.8298,11.2248,11.9768,,2.8054,2.8137,,7.3513,2.98,6.32,7.31,7.1705,8.54,4.1285,7.3064,7.1228,,
2014/1/30,6.7309,11.1721,11.8356,,2.768,2.8212,,7.2619,2.9209,6.21,7.04,6.6355,8.54,4.0285,7.124,6.9835,,
2014/2/7,6.883,11.9296,12.6126,,2.9026,3.008,,7.4109,3.039,6.5,7.22,6.9634,8.54,4.1054,7.3151,7.0929,,
2014/2/10,7.0656,12.016,12.7068,,2.9649,3.0727,,7.6791,3.1059,6.61,7.52,7.2654,8.54,4.1977,7.428,7.3118,,
2014/2/11,6.9819,12.131,12.7852,,2.9325,3.0279,,7.7487,3.1099,6.62,7.59,7.3344,8.54,4.2745,7.5844,7.4212,,
2014/2/12,7.1036,12.366,12.9893,,3.0272,3.1449,,8.3348,3.2004,6.9,8.35,7.6278,8.54,4.3899,8.3402,8.1673,,
2014/2/13,6.9287,12.0735,12.6832,,2.9225,2.9532,,8.0268,3.1217,6.76,8.11,7.6709,8.54,4.2822,8.1317,7.8589,,
2014/2/14,6.9895,12.1214,12.6636,,2.9873,3.0005,,8.1063,3.2673,6.86,8.17,7.8953,8.54,4.3591,8.2707,8.038,,
2014/2/17,7.0351,12.179,12.7617,,3.0944,3.0528,,8.1758,3.35,6.91,8.36,8.2404,8.54,4.4052,8.2794,8.1076,,
2014/2/18,6.9971,12.1071,12.4988,,3.1119,3.0951,,8.2454,3.291,6.88,8.43,8.1369,8.54,4.3975,8.653,8.1673,,
2014/2/19,6.9743,11.968,12.1927,,3.2439,3.0603,,8.3149,3.3067,6.81,8.56,8.0678,8.54,4.3899,8.8354,8.3066,,
2014/2/20,7.0199,11.9872,12.0318,,3.1119,3.2246,,8.1858,3.3343,6.99,8.37,8.042,8.54,4.4206,8.5922,8.1773,,
2014/2/21,6.9287,11.7618,11.9023,,3.0371,3.1574,,8.1758,3.3461,6.99,8.4,8.0506,8.54,4.336,8.7225,8.2569,,
2014/2/24,6.8982,11.4118,11.9808,,3.072,3.1026,,8.0864,3.3815,7,8.41,8.0851,8.54,4.2822,8.6356,8.3663,,
2014/2/25,6.5636,11.0762,11.4235,,2.8577,2.8386,,7.5102,3.1925,6.66,7.95,7.9643,8.54,4.1362,7.984,7.849,,
2014/2/26,6.6244,10.8364,11.4745,,2.9026,2.7789,,7.4804,3.2555,6.66,8.07,8.3699,8.54,4.1515,8.2012,7.849,,
2014/2/27,6.5484,10.8556,11.5373,,2.8602,2.6793,,7.7387,3.1847,6.58,8.05,8.4475,8.54,4.067,8.2012,7.6799,,
2014/2/28,6.5712,10.9851,11.9847,,2.8577,2.7365,,7.4705,3.1768,6.58,7.91,8.4993,8.54,4.1208,8.0709,7.4013,,
2014/3/3,6.7385,11.2584,12.385,,2.9375,2.8386,,7.6394,3.287,6.81,8.13,9.3449,8.54,4.2438,8.2968,7.6003,,
2014/3/4,6.7766,11.0905,12.3222,,2.9449,2.7963,,7.6493,3.4484,6.9,8.39,9.4398,8.54,4.2745,8.3663,7.66,,
2014/3/5,6.7081,11.0042,12.0475,,2.9474,2.8461,,7.6394,3.3854,6.83,8.31,9.2327,8.54,4.2284,8.4792,7.8987,,
2014/3/6,6.6473,11.0666,11.7767,,2.9275,2.7789,,7.4407,3.3579,6.78,8.11,9.4312,8.54,4.1977,8.2707,7.8987,,
2014/3/7,6.5636,10.8796,11.7728,,2.935,2.7042,,7.3116,3.3854,6.58,7.95,9.2414,8.54,4.1746,7.984,7.7694,,
2014/3/10,6.2137,10.3713,11.3804,,2.8154,2.5224,,6.8546,3.1532,6.21,7.4,9.25,8.54,4.2515,7.4367,7.1825,,
2014/3/11,6.2518,10.2371,10.9094,,2.8777,2.5523,,6.8645,3.1335,6.23,7.39,9.25,8.54,4.3437,7.4193,7.1228,,
2014/3/12,6.2594,10.3809,11.1253,,2.8926,2.5473,,6.7453,3.0233,6.29,7.34,10.1646,8.54,4.4975,7.3325,7.0432,,
2014/3/13,6.2594,10.4001,11.1763,,2.9126,2.5523,,6.7652,3.1178,6.28,7.38,9.9144,8.54,4.4591,7.3759,7.083,,
2014/3/14,6.2746,10.4432,11.3058,,2.9375,2.5573,,6.6261,3.1925,6.19,7.27,9.6469,8.54,4.3591,7.2456,6.9338,,
2014/3/17,6.3583,10.5583,11.4235,,3.0147,2.6071,,6.7354,3.2792,6.27,7.47,10.6133,8.54,4.3053,6.733,7.0332,,
2014/3/18,6.3811,10.6302,11.2979,,3.0272,2.6195,,6.795,3.3382,6.31,7.44,11.6574,8.54,4.3975,6.6896,7.1029,,
2014/3/19,6.2822,10.4193,10.9762,,3.0471,2.5847,,6.6658,3.2752,6.25,7.2,11.0965,8.54,4.3053,6.5853,6.9636,,
2014/3/20,6.2214,10.3138,10.7054,,2.9973,2.5423,,6.6658,3.0863,6.04,7.01,11.2432,8.54,4.1285,6.5071,6.9935,,
2014/3/21,6.3202,10.5008,10.9291,,3.0047,2.5971,,6.8347,3.1689,6.17,7.11,11.226,8.54,4.1977,6.5679,7.0631,,
2014/3/24,6.3811,10.496,10.8937,,3.0172,2.5847,,6.8943,3.1492,6.25,7.16,11.0706,8.54,4.2284,6.4463,7.1029,,
2014/3/25,6.4039,10.8268,11.0154,,3.0147,2.6071,,6.9241,3.1335,6.31,7.24,11.2518,8.54,4.2515,6.6809,7.262,,
2014/3/26,6.4039,10.9275,11.0703,,3.0346,2.5971,,6.8943,3.1256,6.25,7.3,11.3209,8.54,4.2822,6.7156,7.1427,,
2014/3/27,6.2822,10.6878,10.619,,2.9649,2.4701,,6.6956,3.1532,6.23,7.08,11.2691,8.54,4.2438,6.7156,6.9238,,
2014/3/28,6.2061,10.7885,10.6033,,2.8627,2.378,,6.8844,3.0508,6.18,7.03,11.2777,8.54,4.1285,6.3768,6.7448,,
2014/3/31,6.1985,10.9803,10.8153,,2.8951,2.3456,,6.9241,3.0272,6.21,7.1,11.295,8.54,4.1438,6.0554,6.6851,,
2014/4/1,6.2366,11.033,11.0664,,2.92,2.3855,,6.944,3.102,6.26,7.26,11.3122,8.54,4.1746,5.7774,6.7746,,
2014/4/2,6.2366,11.1625,11.4117,,2.8802,2.373,,6.9241,3.1138,6.27,7.34,11.8559,8.54,4.1977,5.8382,6.9139,,
2014/4/3,6.2518,11.0474,11.4039,,2.9001,2.383,,6.7751,3.0902,6.19,7.32,11.7609,8.54,4.2053,6.0988,6.7646,,
2014/4/4,6.2746,11.0618,11.4706,,2.9773,2.4228,,6.785,3.1099,6.24,7.45,12.5203,8.54,4.2207,6.0814,6.7547,,
2014/4/8,6.2974,11.1097,11.4863,,3.0396,2.3929,,6.8546,3.1256,6.27,7.55,12.572,8.54,4.2592,6.0814,6.8243,,
2014/4/9,6.3887,11.3447,11.6982,,3.0471,2.4402,,6.9738,3.1374,6.32,7.49,13.1415,8.54,4.2976,6.2117,7.0332,,
2014/4/10,6.3811,11.407,11.9337,,3.0297,2.4328,,6.9341,3.1729,6.37,7.49,13.0207,8.54,4.2822,6.2204,6.9338,,
2014/4/11,6.4343,11.5461,11.7061,,3.0072,2.4004,,6.8447,3.1374,6.5,7.6,12.7532,8.54,4.2592,6.2465,6.8044,,
2014/4/14,6.5104,11.944,11.918,,3.1218,2.4278,,6.9043,3.1611,6.48,7.71,12.0543,9.15,4.3668,6.3942,6.8044,,
2014/4/15,6.4115,11.8481,11.7492,,3.1293,2.4153,,6.9142,3.1532,6.38,7.81,12.2441,8.81,4.5513,6.4463,7.0929,,
2014/4/16,6.5256,11.805,11.6354,,3.1468,2.5,,6.8943,3.1807,6.66,7.84,12.1061,8.72,4.4898,6.3768,7.0233,,
2014/4/17,6.4799,11.6803,11.7924,,3.2016,2.4975,,6.8745,3.1611,6.56,7.68,12.2441,9.14,4.4437,6.3073,6.8741,,
2014/4/18,6.4343,11.7139,11.7846,,3.1791,2.4701,,6.8546,3.1217,6.5,7.68,12.1751,9.31,4.5206,6.3855,6.8243,,
2014/4/21,6.305,11.7187,11.7649,,3.1468,2.3879,,6.6658,3.043,6.27,7.47,12.3391,9.43,4.4052,6.3247,6.7746,,
2014/4/22,6.3278,11.383,12.0004,,3.077,2.3431,,6.5665,3.0115,6.2,7.26,12.2441,9.36,4.3745,6.1683,6.6353,,
2014/4/23,6.3963,11.3686,11.8591,,3.1193,2.373,,6.5168,2.9997,6.3,7.3,12.2441,9.06,4.5821,6.1509,6.4662,,
2014/4/24,6.305,11.757,11.7806,,3.1268,2.3307,,6.3976,2.9839,6.18,7.15,12.201,9.6,4.5129,6.1944,6.1976,,
2014/4/25,6.0236,11.5413,11.6707,,2.9998,2.3182,,6.0599,2.8934,5.86,7.18,12.8568,9.22,4.313,6.3073,5.9489,,
2014/4/28,5.8563,11.2104,11.2038,,2.8951,2.251,,5.8016,2.8028,5.56,6.87,12.9344,8.5,4.067,6.1944,5.6107,,
2014/4/29,5.9019,11.2488,11.3058,,2.94,2.2858,,5.9605,2.8146,5.67,7.3,13.3055,8.64,4.2053,6.2639,5.7002,,
2014/4/30,5.9247,11.3159,11.3293,,2.9325,2.3157,,5.9208,2.8225,5.66,7.37,13.3055,8.55,4.1515,6.3855,5.6704,,
2014/5/5,5.9932,11.9392,11.608,,2.9474,2.368,,5.9903,2.8461,5.74,7.33,14.6257,8.44,4.1515,6.5245,5.7201,,
2014/5/6,6.1377,12.0447,12.7695,,2.9773,2.4054,,6.04,2.8776,5.91,7.41,14.5394,8.71,4.2053,6.4289,5.7798,,
2014/5/7,5.9552,11.9201,12.7185,,2.8777,2.3232,,5.8512,2.7989,5.76,7.2,14.3323,8.85,4.09,6.3768,5.5709,,
2014/5/8,5.9552,11.9728,12.7028,,2.8677,2.3431,,5.8314,2.8343,5.72,7.19,14.177,8.7,4.0747,6.316,5.6007,,
2014/5/9,5.9095,11.5077,12.7931,,2.8353,2.3157,,5.742,2.8343,5.61,7.08,13.8836,8.94,4.067,6.177,5.5311,,
2014/5/12,6.0388,11.5077,12.9422,,2.9001,2.378,,5.9307,2.9485,5.77,7.28,14.6861,8.98,4.1515,6.2639,5.7897,,
2014/5/13,6.1073,11.5077,12.7028,,2.9051,2.3879,,5.9605,2.9682,5.77,7.3,14.7206,8.84,4.1823,6.2291,5.7698,,
2014/5/14,6.0464,11.5077,12.8912,,2.9126,2.4029,,5.9307,2.9918,5.76,7.3,14.6947,8.61,4.2207,6.2117,5.7201,,
2014/5/15,6.0388,11.9009,12.7578,,2.8777,2.3406,,5.8214,2.9131,5.68,7.1,14.5912,8.54,4.19,6.1596,5.5808,,
2014/5/16,6.054,12.131,12.7224,,2.8627,2.3855,,5.8314,2.976,5.75,7,14.5221,8.45,4.1285,6.1857,5.5709,,
2014/5/19,6.1605,12.0255,12.8519,,2.9076,2.4278,,5.8214,2.9485,5.81,6.97,14.479,8.38,4.0977,6.2291,5.8693,,
2014/5/20,6.1073,12.1214,12.7892,,2.935,2.4278,,5.8413,2.9327,5.76,6.94,14.7982,8.43,4.1208,6.2204,5.8494,,
2014/5/21,6.1529,12.4139,13.3386,,2.9499,2.4353,,5.8711,2.9564,5.93,6.97,14.8155,8.55,4.1438,6.1944,5.8395,,
2014/5/22,6.0768,12.318,13.2444,,2.9599,2.4128,,5.8612,2.8855,5.83,6.93,14.8241,8.44,4.1054,6.1336,5.8096,,
2014/5/23,6.1529,12.4906,13.3307,,2.9788,2.4577,,5.891,2.854,5.92,6.89,14.7378,8.39,4.1515,6.1596,5.7798,,
2014/5/26,6.1453,12.4859,13.3072,,3.0318,2.5398,,5.9704,2.8737,5.94,7.01,14.5308,8.61,4.2361,6.1857,5.8693,,
2014/5/27,6.0692,12.6105,13.4877,,2.9712,2.4427,,5.9009,2.8737,5.81,7.71,13.0811,8.8,4.4437,6.1249,5.7599,,
2014/5/28,6.1149,12.6105,13.2718,,3.0015,2.4452,,5.9307,2.8776,5.8,8.07,11.7696,8.8,4.3975,6.1422,5.8096,,
2014/5/29,5.9628,12.2893,12.9108,,2.9637,2.4054,,5.8711,2.8264,5.69,8.43,12.1233,8.88,4.4898,5.9685,5.7301,,
2014/5/30,5.9932,12.5482,13.3399,,2.9826,2.4004,,5.8115,2.8146,5.69,8.29,10.9153,9.18,4.9357,6.0032,5.7201,,
2014/6/3,5.9628,12.5961,13.2611,,3.0015,2.4079,,5.7618,2.8343,5.66,8.05,10.0179,8.95,4.682,5.899,5.7002,,
2014/6/4,5.8943,12.5626,12.8715,,2.9712,2.363,,5.6227,2.795,5.69,7.93,10.1129,8.89,4.5513,5.9077,5.5908,,
2014/6/5,5.978,12.5722,12.9502,,3.0205,2.4004,,5.6625,2.8186,5.7,7.97,9.9834,8.95,4.559,5.9337,5.6405,,
2014/6/6,5.9704,12.5722,12.9069,,3.0432,2.4153,,5.5631,2.791,5.65,7.74,9.8022,8.7,4.4283,5.8295,5.5211,,
2014/6/9,6.016,12.7016,12.6746,,3.0091,2.378,,5.583,2.7713,5.58,7.68,9.5779,8.62,4.4052,5.7774,5.5311,,
2014/6/10,6.0692,12.7256,12.7455,,3.0621,2.4228,,5.6724,2.8028,5.64,7.81,9.621,8.85,4.4437,5.8469,5.6007,,
2014/6/11,6.0464,12.6824,12.8439,,3.0734,2.4402,,5.6724,2.7989,5.65,7.89,9.5692,9.17,4.4821,5.8121,5.6405,,
2014/6/12,6.0388,12.6585,12.714,,3.0507,2.4278,,5.5929,2.8146,5.65,7.89,9.7332,9.44,4.5052,5.7513,5.5709,,
2014/6/13,6.0845,12.7352,12.7179,,3.0848,2.4602,,5.6625,2.8343,5.72,7.85,9.6987,10.38,4.5667,5.7513,5.7301,,
2014/6/16,6.0768,12.5817,11.5331,,3.0924,2.4726,,5.6625,2.8186,5.8,7.8,9.7246,11.42,4.4975,5.7687,5.7599,,
2014/6/17,6.0464,12.4523,11.1198,,3.0507,2.4178,,5.6027,2.7753,5.87,7.62,9.6642,11.48,4.3822,5.6557,5.6903,,
2014/6/18,5.9399,12.179,11.0293,,3.0432,2.3855,,5.5129,2.6769,5.78,7.3,9.2241,10.94,4.2822,5.9424,5.6107,,
2014/6/19,5.9399,11.9584,10.6042,,2.8804,2.2933,,5.3833,2.6099,5.7,7.11,8.6977,11.09,4.1977,5.6905,5.75,,
2014/6/20,5.9399,12.2989,10.8797,,2.9145,2.3431,,5.3734,2.6336,5.72,7.18,8.7495,11.1,4.2438,5.8208,5.8594,,
2014/6/23,5.9399,12.6297,11.108,,3.2059,2.4651,,5.5229,2.6887,5.93,7.24,8.9393,11,4.2669,5.8295,6.0882,,
2014/6/24,5.9399,12.6345,10.923,,3.2059,2.4303,,5.5429,2.6926,5.92,7.3,8.9135,10.76,4.2669,5.8642,6.0583,,
2014/6/25,5.9399,12.6057,10.7538,,3.2059,2.4328,,5.4631,2.669,5.98,7.29,8.9393,10.78,4.213,5.8034,6.1578,,
2014/6/26,5.9399,12.6489,10.8876,,3.2059,2.4377,,5.493,2.6887,5.87,7.32,8.9739,10.77,4.2669,5.8382,6.1777,,
2014/6/27,5.9399,12.7735,10.801,,3.2059,2.4402,,5.5129,2.6847,5.84,7.36,8.8962,10.87,4.3591,5.8295,6.2374,,
2014/6/30,5.9399,13.1763,10.9584,,3.2059,2.4801,,5.5129,2.7202,5.85,7.58,8.9566,10.91,4.3514,5.8295,6.1081,,
2014/7/1,5.9399,13.1332,11.0647,,3.2059,2.5274,,5.7522,2.7595,5.89,7.72,9.1464,11.01,4.3822,6.0032,6.317,,
2014/7/2,5.9399,13.1332,11.0687,,3.2059,2.5199,,5.7622,2.7477,5.89,7.64,9.1119,10.28,4.3899,5.9511,6.2573,,
2014/7/3,5.9399,13.1667,11.2379,,3.2059,2.5124,,5.8021,2.7674,5.92,7.6,9.1119,10.23,4.4129,5.9598,6.2374,,
2014/7/4,5.9399,13.0612,11.1867,,3.2059,2.4924,,5.7721,2.7871,5.88,7.69,9.0256,10.19,4.3822,5.9164,6.1578,,
2014/7/7,5.9399,12.951,11.0096,,3.2059,2.5204,,5.6525,2.8816,5.85,7.67,8.8789,10.21,4.3975,5.8469,6.0583,,
2014/7/8,5.9399,13.1859,10.927,,3.2059,2.5004,,5.6625,2.9052,5.86,7.77,8.9307,10.15,4.4437,5.8382,6.0782,,
2014/7/9,5.9399,13.1859,10.8286,,3.2059,2.4204,,5.6625,2.8855,5.69,7.5,8.6891,9.92,4.3053,5.7079,6.0285,,
2014/7/10,5.9399,13.1859,10.9151,,3.2059,2.4564,,5.6525,3.1729,5.72,7.35,8.6977,10.12,4.313,5.7079,5.929,,
2014/7/11,5.9399,13.1859,10.9309,,3.2059,2.4644,,5.6824,3.1414,5.74,7.45,8.7581,10.04,4.4052,5.7339,5.9688,,
2014/7/14,5.9399,13.1859,10.927,,3.2059,2.4764,,5.6525,3.1571,5.77,7.67,8.8617,10.18,4.4591,5.8382,6.0285,,
2014/7/15,5.9399,13.1859,10.9427,,3.2059,2.4364,,5.7123,3.1689,5.8,7.67,8.7927,10.29,4.4591,5.8642,6.0086,,
2014/7/16,5.9399,13.1859,11.0096,,3.2059,2.4364,,5.7024,3.1611,5.86,8.3,8.8013,10.02,4.6589,5.899,6.0285,,
2014/7/17,5.9399,13.1859,11.0805,,3.2059,2.3964,,5.6625,3.3106,5.77,8.06,9.0084,9.8,4.5436,5.8382,6.1283,,
2014/7/18,5.9399,13.1859,11.0136,,3.2059,2.3884,,5.6824,3.3106,5.78,8.16,9.1723,9.85,4.6359,5.8469,6.1982,,
2014/7/21,5.9399,13.1859,10.9151,,3.2059,2.3564,,5.6625,3.3106,5.75,8.02,9.0084,9.95,4.5359,5.786,6.0485,,
2014/7/22,5.9399,13.1859,11.0136,,3.2059,2.3604,,5.7622,3.3106,5.83,8.06,9.1464,9.96,4.6205,5.8208,6.0684,,
2014/7/23,5.9399,13.1859,10.9821,,3.2059,2.2964,,5.822,3.3106,5.98,7.89,9.0084,9.79,4.5436,5.8121,6.0185,,
2014/7/24,5.9399,13.1859,11.0411,,3.2059,2.3044,,5.8718,3.3106,5.9,8.3,8.8789,9.77,4.6666,5.8642,6.1183,,
2014/7/25,5.9399,13.1859,11.1238,,3.5276,2.3524,,5.9017,3.3106,6.08,8.31,9.086,9.92,4.6666,5.9424,6.1383,,
2014/7/28,5.9399,13.1859,11.3324,,3.7623,2.3924,,6.0313,3.3106,6.17,8.36,9.2672,10.23,4.7204,6.1857,6.278,,
2014/7/29,5.9399,13.1859,11.3363,,3.9289,2.4044,,6.0313,3.3106,6.14,8.31,9.319,10.2,4.6974,6.2812,6.4976,,
2014/7/30,5.9399,13.1859,11.3599,,3.8191,2.4204,,6.2507,3.3106,6.2,8.47,9.9058,10.27,4.6974,6.2726,6.4776,,
2014/7/31,5.9399,13.1859,11.4544,,3.8077,2.4284,,6.3703,3.3106,6.29,8.43,9.9317,10.28,4.7589,6.4724,6.5176,,
2014/8/1,5.9399,13.1859,11.5804,,3.804,2.4364,,6.2507,3.3106,6.33,8.15,9.9403,10.09,4.6282,6.5071,6.308,,
2014/8/4,5.9399,13.1859,12.0173,,3.8683,2.4604,,6.4999,3.3106,6.42,8.25,10.0352,10.26,4.7128,6.6896,6.4377,,
2014/8/5,5.9399,13.1859,11.9543,,4.1408,2.5364,,6.5497,3.3106,6.39,8.35,9.9575,10.44,4.8588,6.7504,6.5475,,
2014/8/6,5.9399,13.1859,11.9268,,4.084,2.5244,,6.47,3.3106,6.36,8.29,9.8626,10.39,4.8281,7.0718,6.5675,,
2014/8/7,5.9399,13.1859,11.6748,,4.0197,2.5164,,6.2806,3.3106,6.28,8.18,9.6814,10.15,4.8281,6.985,6.4577,,
2014/8/8,5.9399,13.1859,11.6906,,4.0386,2.5164,,6.3105,3.3106,6.26,8.2,9.6987,10.64,4.8281,7.011,6.3978,,
2014/8/11,5.9399,13.1859,12.3991,,3.9137,2.5965,,6.5099,3.3106,6.4,8.43,9.9403,10.67,4.8665,7.0979,6.5774,,
2014/8/12,5.9399,13.1859,12.3794,,3.8418,2.6365,,6.6096,3.3106,6.43,8.63,9.9662,10.76,4.8665,7.2021,6.6573,,
2014/8/13,5.9399,13.1859,12.2968,,3.8834,2.5965,,6.5198,3.3106,6.34,8.5,10.1646,10.84,4.8127,7.0371,6.6773,,
2014/8/14,5.9399,13.1859,12.3794,,3.8456,2.6005,,6.3803,3.3106,6.26,8.52,10.4839,10.63,4.8511,7.0631,6.5575,,
2014/8/15,5.9399,13.1859,12.3912,,3.9705,2.6045,,6.45,3.3106,6.37,8.6,10.5615,10.63,4.905,7.124,6.6773,,
2014/8/18,5.9399,13.1859,12.5251,,4.0311,2.6485,,6.5298,3.3106,6.46,8.62,10.5874,10.89,4.9895,7.1413,6.7771,,
2014/8/19,5.9399,13.1859,12.6077,,3.9818,2.7005,,7.1878,3.3106,6.59,8.75,10.5529,10.94,5.0203,7.4975,7.2661,,
2014/8/20,5.9399,13.1859,12.47,,3.9402,2.6685,,7.1579,3.3106,6.54,8.57,10.3199,10.76,4.9742,7.5583,7.0466,,
2014/8/21,5.9399,13.1859,12.3991,,4.0121,2.6485,,7.2476,3.3106,6.47,8.5,10.1991,10.99,4.9895,7.706,7.0166,,
2014/8/22,5.9399,13.1859,12.2417,,4.0121,2.6525,,7.098,3.3106,6.48,8.52,10.5961,11.05,5.0203,7.706,6.9567,,
2014/8/25,5.9399,13.1859,12.1511,,3.8569,2.6845,,7.098,3.3106,6.49,8.55,10.3545,11.09,5.1202,7.819,6.9567,,
2014/8/26,5.9399,13.1859,12.1432,,3.8229,2.5805,,6.789,3.3106,6.34,8.19,9.8195,10.73,4.9126,7.428,6.6274,,
2014/8/27,5.9399,13.1859,12.2653,,3.9024,2.5885,,6.7691,3.3106,6.29,8.22,10.0697,10.79,4.9972,7.3151,6.6074,,
2014/8/28,5.9399,13.1859,12.1078,,3.8002,2.5605,,6.7292,3.3106,6.25,8.26,9.9403,10.83,5.1356,7.3672,6.6174,,
2014/8/29,5.9399,13.1859,12.2613,,3.8418,2.5885,,6.8787,3.3106,6.3,8.26,10.0179,10.99,5.1356,7.3585,6.6773,,
2014/9/1,5.9399,13.1859,12.3991,,3.9516,2.6445,,6.8887,3.3106,6.47,8.34,10.087,11.2,5.2509,7.5149,6.7272,,
2014/9/2,5.9399,13.1859,12.4778,,3.9856,2.6725,,7.0183,3.3106,6.63,8.46,10.3286,11.27,5.3201,7.6365,6.807,,
2014/9/3,5.9399,13.1859,12.3794,,4.1408,2.7645,,7.0582,3.3106,6.86,8.51,10.3976,11.41,5.3739,7.6713,6.8869,,
2014/9/4,5.9399,13.1859,12.84,,4.2733,2.7725,,7.0781,3.3106,6.84,8.67,10.5184,11.85,5.4354,7.6192,6.8968,,
2014/9/5,5.9399,13.1859,12.6825,,4.2279,2.7765,,7.128,3.3106,6.82,8.67,10.4235,11.86,5.4124,7.6452,6.9268,,
2014/9/9,5.9399,13.1859,12.5487,,4.2354,2.7645,,7.098,3.3106,6.86,8.71,10.3458,12.03,5.3816,7.706,6.9168,,
2014/9/10,5.9399,13.1859,12.6707,,4.2695,2.8485,,7.3872,3.3106,6.87,8.75,10.7773,12.49,5.4892,7.845,7.6055,,
2014/9/11,5.9399,13.1859,12.7376,,4.1976,2.8165,,7.6763,3.3106,6.94,8.86,10.6219,12.62,5.6507,8.236,8.364,,
2014/9/12,5.9399,13.1859,12.6746,,4.2165,2.8445,,7.6264,3.3106,6.93,8.93,11.0534,12.96,5.766,8.2273,8.0946,,
2014/9/15,5.9399,13.1859,12.5526,,4.4512,2.8925,,7.6962,3.3106,7.06,9.1,11.3036,12.98,5.989,8.2273,8.1445,,
2014/9/16,5.9399,13.1859,12.7297,,4.2998,2.7645,,7.6264,3.3106,7.06,8.82,10.8722,12.48,6.2196,7.9232,7.835,,
2014/9/17,5.9399,13.1859,12.6117,,4.4133,2.7725,,7.8557,3.3106,7.06,9.3,10.8636,12.48,6.1889,8.0622,8.0546,,
2014/9/18,5.9399,13.1859,12.7337,,4.3301,2.7805,,7.9055,3.3106,7.06,9.27,11.1397,12.92,5.9505,8.0709,8.2443,,
2014/9/19,5.9399,13.1859,12.8124,,4.4285,2.8365,,8.2744,3.3106,7.06,9.53,11.3036,12.99,6.3042,8.4011,8.4838,,
2014/9/22,5.9399,13.1859,12.8478,,4.3225,2.8805,,8.1149,3.3106,7.06,9.31,11.1224,12.54,6.1581,8.3229,8.3141,,
2014/9/23,5.9399,13.1859,13.4422,,4.5837,2.9805,,8.3243,3.3106,7.06,9.39,11.597,12.76,6.4041,8.5401,8.5237,,
2014/9/24,5.9399,13.1859,13.3989,,4.9205,2.9885,,8.3641,3.3106,7.06,9.44,11.6143,12.88,6.4272,8.7659,8.4938,,
