ÈÕÆÚ,000859.SZ,000973.SZ,002108.SZ,002263.SZ,002324.SZ,002395.SZ,002450.SZ,002768.SZ,002825.SZ,002838.SZ,002886.SZ,300180.SZ,300218.SZ,300221.SZ,300230.SZ,300305.SZ,300321.SZ,300325.SZ,300478.SZ,300538.SZ,300539.SZ,300586.SZ,300644.SZ,300716.SZ,300717.SZ,600143.SH,601208.SH,603266.SH,603580.SH,603615.SH,603991.SH
2018/10/31,2.9041,3.13,4.0117,1.45,6.9629,10.3627,17.01,26.1316,13.793,10.7713,15.4085,6.7703,5.9031,5.61,5.2442,6.3957,12.6597,2.72,17.4777,13.0636,7.7976,12.62,31.4341,12.6465,16.936,4.3419,3.6918,9.5291,11.0802,8.4114,17.7079
2018/11/1,2.934,3.14,4.0117,1.52,6.91,10.3726,17.01,26.032,13.7433,10.4543,15.4085,6.7836,5.9526,5.63,5.1298,6.2964,12.6895,2.73,17.5175,12.9862,7.6682,12.34,32.479,12.7858,17.2647,4.2831,3.7217,9.5007,11.0589,8.3918,17.569
2018/11/2,2.9739,3.22,4.119,1.57,6.9932,10.4817,17.01,26.7786,13.9124,10.6781,15.8773,6.8368,6.0318,5.81,5.2728,6.3659,12.9884,2.8,18.363,13.1631,7.8574,12.75,32.9864,13.1838,17.464,4.4007,3.7117,9.6355,11.2434,8.5679,17.8468
2018/11/5,2.9839,3.28,4.1288,1.65,7.0159,10.5511,17.01,26.48,14.1113,10.964,15.9969,6.7171,6.121,5.82,5.1774,6.3759,13.0979,2.85,18.1342,13.5446,8.0864,13.58,32.6282,13.1937,17.3544,4.538,3.7816,9.7135,11.2434,8.6461,17.946
2018/11/6,3.0039,3.28,4.0898,1.73,7.0613,10.3924,15.31,26.4402,14.4096,11.1878,16.2363,6.6506,6.1309,5.72,5.0344,6.2865,12.829,2.81,17.796,12.1901,7.9371,13.13,31.2451,12.736,16.667,4.5282,3.7017,9.5504,11.1015,8.607,17.8865
2018/11/7,3.0138,3.27,4.0898,1.82,7.0765,10.4519,13.78,26.2809,14.1212,10.8459,16.0568,6.6173,6.1408,6.29,5.206,6.3461,13.1178,2.85,17.5971,12.168,8.0367,13.24,31.3446,12.5569,17.0157,4.4595,3.6718,9.5433,10.9596,8.5581,17.7178
2018/11/8,2.9839,3.26,4.0312,1.77,7.0386,10.4519,13.78,25.9424,14.2008,10.6408,15.987,6.604,6.1903,6.25,5.0535,6.1872,13.1278,2.89,17.617,12.3947,7.9072,13.45,32.0013,12.1987,16.6271,4.5478,3.7416,9.5574,11.3356,8.6168,17.8567
2018/11/9,2.9739,3.22,4.0605,1.81,7.0008,10.2834,13.78,26.1614,13.9919,10.3238,16.1665,6.5641,6.0616,6.01,4.9867,6.3064,13.1676,2.88,17.8358,11.9966,7.9271,13.16,33.4342,12.2883,15.6608,4.587,3.6718,9.5929,11.5129,8.6168,17.8468
2018/11/12,3.1037,3.35,4.1678,1.9,7.1521,10.5908,13.78,26.4601,14.1113,10.8708,16.5155,6.6173,6.428,6.08,5.1393,6.505,13.8848,3.04,17.8657,12.4389,8.0566,13.34,34.6283,12.6763,16.0593,4.6654,3.7716,9.8413,11.669,8.8515,18.3924
2018/11/13,3.1835,3.47,4.2947,2,7.5684,10.7792,13.78,26.9578,14.1908,11.3618,16.4358,6.624,6.5271,6.21,5.2633,6.5348,13.8748,3.14,17.6667,12.7153,8.2159,13.38,34.1407,12.7062,16.2386,4.7536,3.8913,9.9477,11.6619,9.3308,18.9876
2018/11/14,3.1835,3.48,4.2264,1.95,7.3338,10.7891,13.78,26.8782,14.1113,11.0634,16.4557,6.584,6.6162,6.18,5.3205,6.6837,13.9047,3.19,17.5573,12.461,8.3553,13.69,37.5538,12.746,16.2187,4.9594,3.8514,9.8696,11.6122,9.1352,19.2456
2018/11/15,3.2434,3.57,4.3045,1.85,7.4095,11.0073,12.4,27.2067,14.688,11.1442,17.0641,6.5907,6.6558,6.36,5.4921,6.8824,14.2633,3.15,17.428,12.6103,8.4848,13.72,41.3052,13.2335,16.8164,4.979,3.9113,10.1535,11.8818,9.4873,20.6443
2018/11/16,3.2234,3.78,4.3338,1.89,7.523,11.0568,11.97,28.1226,15.3145,10.9081,16.8447,6.9099,6.8143,6.44,5.4253,6.8129,14.4326,3.17,17.617,12.7596,8.4051,13.52,41.1161,13.144,16.667,4.93,3.9312,10.3521,11.9598,9.4775,20.2376
2018/11/19,3.2534,3.72,4.568,1.8,7.7046,11.1461,11.68,28.1723,15.3444,11.3121,16.6651,7.0895,6.8836,6.57,5.4444,6.8625,14.2533,3.07,17.3981,12.5274,8.3553,13.21,39.5041,13.134,16.9559,4.8614,3.9113,10.3167,12.1584,9.3504,19.9797
2018/11/20,3.1336,3.59,4.3338,1.72,7.5003,11.037,11.75,27.0574,14.7775,11.0572,16.4258,6.87,6.6855,6.21,5.3014,6.793,13.9446,2.97,17.3882,11.9911,8.0068,12.14,37.315,13.0047,16.2685,4.734,3.8215,9.9832,11.5484,9.1841,19.186
2018/11/21,3.2035,3.95,4.3533,1.76,7.3943,11.6221,11.53,26.6393,15.4239,11.281,16.6352,6.9033,6.7549,6.24,5.473,7.0512,14.074,3.05,17.4976,12.555,8.1562,12.23,37.7229,12.9151,16.2286,4.8026,3.8115,10.2599,11.7399,9.2428,19.5233
2018/11/22,3.2434,3.8,4.3045,1.81,7.4927,11.394,11.52,26.3805,16.0604,11.2499,18.3007,6.87,6.8143,6.29,5.3967,6.9221,14.0442,3.03,17.8557,12.2841,8.1163,12.22,37.2155,12.7161,16.4279,4.7732,3.8714,10.2883,12.0024,9.233,19.5531
2018/11/23,3.0138,3.51,4.0995,1.72,7.4776,10.7098,10.41,25.8827,15.235,10.8646,20.1358,6.8102,6.3488,5.75,5.0916,6.7831,13.3669,2.91,17.6568,12.1404,7.708,11,35.5338,11.5619,15.6209,4.7732,3.6618,9.671,11.4916,8.6266,18.5115
2018/11/26,3.0039,3.49,4.1386,1.63,7.2732,10.7296,10.33,25.5741,15.8118,10.9454,20.4051,6.9498,6.5964,5.83,5.0344,6.7533,13.4366,2.84,17.5076,11.0679,7.708,11.13,33.4442,11.2933,15.3918,4.6752,3.6419,9.5574,11.1795,8.5288,18.5412
2018/11/27,3.0238,3.56,4.1776,1.66,7.3565,10.9279,10.17,25.604,16.3587,11.0324,20.5048,7.0695,6.5766,6,5.0535,6.8129,13.4465,2.73,17.6866,11.101,7.8076,11.04,33.5337,11.4624,15.6309,4.685,3.7416,9.6426,11.3001,8.6461,18.6107
2018/11/28,3.0837,3.7,4.1776,1.67,7.3414,11.1858,10.19,25.4845,16.1897,11.2623,18.9789,7.0629,6.636,6.13,5.0821,6.9916,13.6258,2.75,17.6667,11.2282,7.8972,11.43,34.2004,12.6067,15.7505,4.7438,3.8215,9.7206,11.3001,8.9396,18.6107
2018/11/29,2.9939,3.57,4.0507,1.75,7.3414,10.9874,9.22,25.0565,15.7322,11.1442,17.8719,6.9831,6.4478,5.73,4.8628,6.942,13.3071,2.67,17.607,10.8136,7.718,11.03,31.9615,11.9599,15.0132,4.5772,3.6918,9.5007,10.9809,8.6657,17.6583
2018/11/30,3.0538,3.68,4.4607,1.71,7.417,11.037,9.46,25.2755,15.1554,11.1007,17.3633,6.9831,6.6855,6.3,4.8819,6.942,13.4864,2.77,17.6369,11.09,7.7777,11.33,32.8372,11.8405,15.2125,4.6164,3.7915,9.6,11.215,8.6364,18.1543
2018/12/3,3.1236,3.74,4.734,1.76,7.6365,11.3444,9.82,25.7334,16.3488,11.3121,18.2908,7.0496,6.745,6.93,5.0535,7.0214,13.8848,3.05,18.1541,11.3885,8.0267,11.62,34.1009,12.2186,15.6508,4.7536,3.8913,9.898,11.4703,8.9787,18.8488
2018/12/4,3.1835,3.8,4.8706,1.75,7.6744,11.8502,9.71,28.3117,16.0206,11.1629,18.3307,7.0562,6.8143,6.97,5.0821,7.0313,14.0242,3.36,18.1541,11.4549,8.1661,11.57,34.3994,12.0992,15.7903,4.7438,3.9512,10.0541,11.6264,9.008,19.0472
2018/12/5,3.1635,3.71,4.7633,1.73,7.6138,11.7014,10.24,27.1569,15.7024,11.281,17.7722,7.3688,6.8044,6.64,4.9486,7.0413,13.9645,3.7,18.2039,11.2724,8.0566,11.36,33.6332,11.8704,15.4217,4.6752,3.9113,10.047,11.598,8.8809,18.8091
2018/12/6,3.0837,3.65,4.6266,1.66,7.4397,11.6618,9.91,26.3307,15.7223,11.3369,17.104,7.7213,6.6261,6.83,4.7865,7.1307,13.8748,3.33,17.8358,10.8854,7.957,11.01,36.9965,11.6216,15.2324,4.5772,3.8714,9.9477,11.371,8.7439,18.4718
2018/12/7,3.0937,3.59,4.6852,1.68,7.4322,11.5626,9.66,26.261,16.5675,11.2375,17.5627,7.8743,6.8935,6.64,4.8437,7.2399,13.6358,3.49,17.7164,11.1232,7.9869,11.04,36.8572,11.7211,15.2324,4.7536,3.8813,9.9832,11.5555,8.7635,18.6404
2018/12/10,3.0937,3.55,4.6559,1.69,7.2884,11.632,9.32,28.8891,16.2095,11.3245,18.3007,7.9607,6.537,6.54,4.8056,7.1307,13.337,3.45,17.5175,11.2503,7.8972,10.8,35.4243,11.5221,14.7941,4.6752,3.7317,9.9477,11.4916,8.6266,18.0551
2018/12/11,3.0737,3.65,4.7144,1.7,7.3338,11.6915,9.53,27.1271,16.5576,11.2499,18.7994,8.0139,6.6063,6.64,4.8247,7.1406,13.5063,3.8,17.5076,11.1674,8.0466,11.04,37.7827,11.6714,14.9435,4.6752,3.8015,10.118,11.598,8.695,18.442
2018/12/12,3.0637,3.66,4.8218,1.66,7.3565,11.87,9.27,29.8448,16.3289,11.511,18.0015,8.1802,6.7252,6.95,4.8628,7.1704,13.6756,3.93,17.5274,11.3443,8.0665,11.2,36.9169,11.6813,14.9734,4.7536,3.8115,10.1393,11.7257,8.7537,18.3726
2018/12/13,3.0737,3.66,4.7633,1.66,7.5835,11.8402,9.13,28.1126,16.1897,11.4799,18.4902,8.1735,6.8539,6.85,4.9963,7.1307,13.835,3.78,17.5473,11.3554,8.1064,11.25,36.7478,11.8206,15.0232,4.734,3.9013,10.4089,11.7399,8.8418,18.571
2018/12/14,2.944,3.47,4.5778,1.62,7.5684,11.4733,8.73,25.385,15.3245,11.3245,17.832,8.0538,6.7846,6.48,4.8247,6.9022,12.9983,3.5,17.2887,10.9131,7.8375,10.9,35.703,11.353,14.7941,4.6066,3.7317,10.0967,11.5058,8.4603,18.1146
2018/12/17,2.9739,3.49,4.6266,1.7,7.7652,11.156,8.7,23.9315,15.1455,11.2064,17.7622,7.9341,6.4577,6.52,4.9391,6.8526,13.1378,3.48,17.0301,11.1784,7.8574,11.04,36.8572,11.5818,14.6845,4.5968,3.7816,9.8342,11.4703,8.5875,18.0154
2018/12/18,2.964,3.47,4.5485,1.73,7.7955,10.8982,8.77,24.0012,15.0162,11.2064,17.2536,7.841,6.2696,6.36,5.3109,7.2002,13.1477,3.43,16.5029,11.0071,8.0765,10.97,35.2651,11.5818,14.4852,4.5772,3.7416,9.7561,11.4987,8.4603,17.8666
2018/12/19,2.934,3.45,4.4509,1.74,7.5154,10.442,8.41,23.1053,14.5687,11.281,17.094,7.6481,6.3884,6.1,5.0821,7.3193,12.9286,3.46,14.8516,10.8799,8.0765,11.03,34.4591,11.4923,14.0967,4.4791,3.7017,9.6355,11.2859,8.3723,17.6881
2018/12/20,2.954,3.47,4.4216,1.83,7.5608,10.7296,8.2,23.1551,14.9565,11.2188,17.7422,7.555,6.3785,6.15,5.0153,7.5676,12.8688,3.4,14.2448,11.1508,8.206,11.03,35.1258,11.6415,14.296,4.5282,3.7317,9.9264,11.4845,8.4407,17.5988
2018/12/21,2.934,3.38,4.3338,1.81,7.6063,10.7494,8.14,23.0655,14.6383,11.0759,18.1711,7.3489,6.3587,5.97,4.8819,7.5478,12.7891,3.35,14.4039,11.394,8.2259,11.28,36.8373,11.6614,14.4055,4.4791,3.7317,10.0541,11.6193,8.431,17.6583
2018/12/24,2.934,3.45,4.3728,1.73,7.7879,10.7296,8.05,23.0257,14.7378,11.1318,18.4703,7.4619,6.2894,6.03,4.9009,7.5776,13.1477,3.49,14.1055,11.6539,8.2259,11.56,38.0115,11.9301,14.7741,4.636,3.7616,10.1606,11.7825,8.5386,18.0353
2018/12/25,2.8542,3.33,4.2362,1.66,7.7803,10.7395,8.19,22.4582,14.4096,11.0324,18.8892,7.4819,6.2101,5.43,4.777,7.6074,12.7294,3.36,14.1155,12.2178,8.0566,11.22,37.7528,11.7112,14.7144,4.5478,3.7317,10.0612,11.6477,8.3918,18.7495
2018/12/26,2.8542,3.34,4.1678,1.68,7.6971,10.7494,7.92,22.0998,14.4792,10.9391,17.9417,7.3755,6.1309,5.14,4.7293,7.4882,12.839,3.19,14.4736,13.4396,8.0964,11.23,36.5388,11.7311,14.9535,4.6654,3.8913,10.2599,11.7115,8.5483,18.9678
2018/12/27,2.8143,3.25,4.0995,1.62,7.6971,10.561,7.55,20.7062,14.0218,10.8459,17.3234,7.3821,6.1111,5.04,4.5958,7.6669,12.5999,3.09,14.1254,12.5495,7.6682,10.88,36.7677,11.3032,14.4554,4.6654,3.8115,9.8625,11.293,8.3723,18.2734
2018/12/28,2.8342,3.21,4.1093,1.67,7.5608,10.6999,7.64,22.1994,13.803,10.8956,17.3832,7.4154,6.0318,5.15,4.653,7.8656,12.5999,3.09,14.1254,11.6649,8.0466,10.35,35.2253,11.1938,14.286,4.8516,3.6918,9.7987,11.3072,8.3429,18.0353
2019/1/2,2.8442,3.19,4.1581,1.65,7.5003,10.7098,7.24,21.4428,14.1311,10.8583,17.443,7.3489,6.012,5.07,4.6912,7.4584,12.5501,3.18,14.0259,11.5875,7.9669,10.41,35.5935,11.2037,14.2661,4.7438,3.6319,9.9619,11.1369,8.3234,18.1543
2019/1/3,2.8242,3.19,4.1483,1.66,7.5003,10.6999,6.95,20.527,14.0516,10.877,15.9371,7.3622,6.0715,5.15,4.6721,7.8556,12.5003,3.22,13.628,10.9462,7.7976,10.21,32.7178,11.1938,14.1166,4.7438,3.7117,9.8342,11.0802,8.4016,17.6881
2019/1/4,2.9141,3.29,4.2655,1.74,7.6365,10.8189,7.04,20.5967,14.3002,11.051,15.5282,7.422,6.1309,5.24,4.7579,7.6471,13.0481,3.28,13.827,11.2227,8.0068,10.5,33.3845,11.2734,14.3657,4.832,3.9312,9.9903,11.2859,8.5972,18.2039
2019/1/7,2.9739,3.4,4.3631,1.75,7.7046,10.9478,7.18,20.6763,14.4394,11.1567,15.7975,7.3356,6.2696,5.55,4.8628,7.6967,13.2473,3.47,13.9861,11.383,8.1263,10.63,34.479,11.4226,14.6446,4.8614,4.1906,10.1251,11.3994,8.695,18.6603
2019/1/8,2.9939,3.4,4.3338,1.76,7.629,10.8288,6.9,20.6564,14.8471,11.0386,15.8473,7.422,6.2398,5.61,4.9772,7.7464,13.2872,3.82,13.7275,11.3001,8.0665,10.68,34.0313,11.2933,14.4952,4.93,4.1108,10.1818,11.3427,8.695,18.7495
2019/1/9,3.0238,3.42,4.3045,1.75,7.7046,10.9974,7.59,20.6863,14.7974,11.1256,15.9172,7.3422,6.3092,5.64,4.9105,7.6669,13.2374,4.2,13.827,11.3719,8.1462,10.65,34.0711,11.2833,14.4255,4.881,4.0809,10.196,11.3781,8.6755,18.8488
2019/1/10,3.1136,3.57,4.2947,1.71,7.6441,11.0271,7.84,20.1089,14.7378,11.051,15.9172,7.3156,6.2993,5.63,4.8914,7.6173,13.2174,4.01,13.7176,11.2503,8.3852,10.53,33.3049,11.1142,14.1963,4.9006,4.1108,10.1464,11.3214,8.7929,18.7099
2019/1/11,3.0937,3.67,4.3143,1.72,7.6441,11.2552,7.58,20.0691,14.7974,11.0448,16.2064,7.3356,6.3587,5.63,4.9391,7.2598,13.317,4.08,13.6877,11.4327,8.5844,11.09,34.6681,11.2236,14.5151,4.93,4.0909,10.118,11.4278,8.8222,19.0472
2019/1/14,3.1436,3.69,4.3045,1.75,7.6138,11.2453,7.18,20.1686,14.9168,11.0883,16.725,7.3023,6.3785,5.58,4.9105,7.3193,13.1477,4.49,13.6181,11.1453,8.9827,10.86,33.474,11.3629,14.0369,4.93,4.0709,9.969,11.3639,8.7342,19.0174
2019/1/15,3.1236,3.69,4.3923,1.76,7.6744,11.3048,6.46,20.1686,15.2648,12.1201,16.6651,7.2491,6.537,6.14,4.8342,7.1604,13.4067,4.18,13.9364,11.3056,9.8591,11.95,33.8024,11.6017,14.4255,4.93,4.1308,10.0612,11.4703,8.8222,19.186
2019/1/16,3.1236,3.6,4.3923,1.74,7.7273,11.5923,6.15,20.2283,14.9665,11.8715,16.2263,7.156,6.4874,5.85,4.8056,7.0015,13.4864,4.1,13.827,11.2116,9.391,12.02,33.9218,11.4724,14.4255,4.9594,4.1108,10.1109,11.5058,8.9102,19.1761
2019/1/17,3.0837,3.58,4.2947,1.72,7.7349,11.3643,5.94,20.0093,14.7676,11.7161,15.8174,7.1161,6.3983,5.75,4.7007,7.1604,13.4167,3.96,13.6181,11.0292,8.4549,11.89,33.3546,11.2037,14.1366,4.9202,4.031,10.0045,11.2859,8.7929,18.6305
2019/1/18,3.0937,3.62,4.3045,1.7,7.7576,11.4039,6.17,20.2184,14.9565,11.8155,15.7975,7.1294,6.4874,5.75,4.7484,7.0214,13.4963,3.78,13.8668,11.101,8.0665,11.4,32.8173,11.2535,14.2362,4.9104,4.041,10.1109,11.3356,8.8124,18.7694
2019/1/21,3.1037,3.66,4.2947,1.7,7.7425,11.5031,6.03,21.0347,15.0361,11.8279,15.967,7.1693,6.3884,5.67,4.8056,7.1009,13.5063,3.87,13.8071,11.5101,8.0267,11.52,34.1706,11.2137,14.4055,4.9006,4.041,10.1109,11.442,9.0472,19.315
2019/1/22,3.0837,3.6,4.1971,1.65,7.7198,11.6221,6.03,20.2582,15.056,11.7347,15.8374,7.1826,6.4775,5.6,4.796,7.0512,13.2971,3.81,13.5087,11.394,7.9869,11.3,34.7875,11.0445,14.3657,4.8026,4.041,10.0257,11.5271,8.9004,18.9182
2019/1/23,3.0637,3.7,4.2752,1.67,7.7122,11.7014,5.73,20.7858,14.8273,11.8901,15.7177,7.2624,6.5073,5.69,4.796,7.1604,13.2672,4.01,13.5385,11.6262,7.9869,12.07,36.1806,11.154,14.7443,4.8124,4.051,10.0896,11.6264,8.7929,18.7297
2019/1/24,3.0937,3.68,4.2264,1.64,7.7273,11.6023,5.44,20.9749,15.1156,11.9025,16.1665,7.3489,6.5271,5.7,4.8628,7.22,13.4266,3.94,13.5982,11.6539,7.9171,12.15,35.6134,11.1142,14.6247,4.8124,4.051,10.1038,11.5767,8.9396,18.7694
2019/1/25,3.0937,3.67,4.2264,1.59,7.6744,11.6618,5.17,20.6265,15.0361,12.0517,15.608,7.3688,6.537,5.55,4.8342,7.2101,13.2872,3.99,13.5485,11.3885,7.7877,11.86,33.4342,10.9152,14.2362,4.7634,3.8714,9.8767,11.4633,8.607,18.3031
2019/1/28,3.0338,3.58,4.1093,1.61,7.6063,11.7213,4.91,20.8256,15.056,12.319,15.6977,7.3622,6.4379,5.25,4.7579,7.1307,13.2473,3.59,13.6181,11.0292,7.9072,11.83,33.076,10.756,14.027,4.6556,3.8015,9.7135,11.1582,8.4701,18.1345
2019/1/29,2.944,3.43,4.08,1.53,7.6138,11.6816,4.66,20.3179,14.5389,11.9895,15.0196,7.2824,6.3884,5.31,4.6626,7.0115,12.4405,3.45,13.6181,10.6256,7.9769,11.37,30.7475,10.2485,13.5089,4.6556,3.6718,9.4936,10.9596,8.4016,17.5293
2019/1/30,2.9041,3.44,4.0019,1.47,7.6819,11.513,4.43,20.079,14.5687,11.8963,14.8799,7.3156,6.2299,5.14,4.5672,7.0711,12.3609,3.11,12.9317,10.515,8.0964,11,28.7674,10.2485,13.2101,4.587,3.7117,9.2878,10.7042,8.3527,17.4202
2019/1/31,2.9141,3.34,3.9141,1.49,7.6971,11.5328,4.21,19.6609,13.5842,11.7844,13.9923,7.3356,6.0417,5.02,4.4909,7.1207,12.0122,3.18,12.3946,10.3105,7.8275,11.16,26.3692,9.5819,12.7817,4.4889,3.6718,9.0111,10.3567,8.1767,16.5968
2019/2/1,3.0039,3.52,4.0312,1.55,7.7501,11.8006,4,20.1089,13.7234,12.1387,14.5907,7.6016,6.22,5.29,4.6626,7.1803,12.5003,3.35,12.9616,10.6643,8.0466,11.48,26.8867,9.9699,13.2499,4.6164,3.7516,9.3091,10.6333,8.3234,17.192
2019/2/11,3.0837,3.73,4.1288,1.6,7.7879,12.1774,4.17,20.6663,13.9024,12.0517,15.0894,7.9075,6.3191,5.42,4.777,7.3193,12.8788,3.47,13.1705,10.9297,8.1761,11.86,27.7822,10.2983,13.5986,4.6948,3.8414,9.5007,10.839,8.519,17.7575
2019/2/12,3.3931,3.85,4.1581,1.64,7.8333,12.2766,4.38,21.2238,14.0118,12.2195,15.239,7.9009,6.4974,5.45,4.796,7.3491,12.9884,3.54,13.1307,11.101,8.5246,11.96,28.1902,10.4475,13.7281,4.7046,4.2306,9.5362,10.9525,8.6657,18.0154
2019/2/13,3.7324,4.07,4.2655,1.65,7.9166,12.4055,4.6,21.3134,14.2107,12.5116,16.1266,7.8543,6.5667,6,4.8723,7.5875,13.2971,3.57,13.2202,11.3498,8.5445,12.05,28.628,10.6764,14.007,4.7732,4.6496,9.9903,11.1015,8.7733,18.6503
2019/2/14,4.1016,3.99,4.3338,1.71,7.7803,12.3559,4.83,21.4528,14.1113,12.5551,16.0667,7.8543,6.5073,6.6,4.9391,7.9252,13.3569,3.65,13.2202,11.278,8.435,12.31,28.6579,10.6266,13.9971,4.7144,5.1186,10.1038,11.0731,8.8026,18.5115
2019/2/15,4.5108,4.18,4.3045,1.73,7.7198,12.3063,4.83,21.0845,14.0615,12.4992,16.2562,7.9873,6.5766,6.27,4.8914,7.7762,13.4067,3.69,13.2401,11.488,8.3553,12.48,28.4788,10.5868,14.0569,4.685,5.6274,10.118,11.0589,8.7537,18.3627
2019/2/18,4.9599,4.4,4.734,1.76,7.8711,12.5642,4.93,21.6121,14.4792,12.6608,17.3433,8.0605,6.7549,6.9,5.0249,7.9053,14.0242,4.06,13.7971,11.8584,8.6641,12.98,29.5933,11.144,15.4615,4.8026,6.1862,10.2528,11.3356,8.9982,18.8388
2019/2/19,5.4589,4.84,4.7437,1.73,7.8711,12.6435,5.18,22.06,14.8471,12.406,19.0786,8.1336,6.6756,7.23,5.0153,7.8159,13.8549,4.01,13.7574,11.77,9.2217,12.92,30.0709,11.1639,15.2225,4.783,6.0365,10.2528,11.2717,9.0472,19.0769
2019/2/20,6.0077,4.64,4.7047,1.75,8.0679,13.6153,5.44,21.7813,14.6781,12.4122,19.3479,8.1403,6.7351,6.78,4.9867,7.796,13.7453,3.97,13.7971,11.9635,9.1919,13.14,29.653,11.144,15.0033,4.7634,5.6773,10.2386,11.293,9.0472,19.3547
2019/2/21,6.6065,4.49,4.5778,1.72,7.9847,13.6946,5.17,22.1397,14.7576,12.4743,18.4703,8.1802,6.6756,6.69,4.9295,7.8358,13.8549,3.89,13.7673,11.6815,9.1122,13.47,29.2649,11.0445,14.7841,4.7144,5.4878,10.2102,11.215,8.9885,18.948
2019/2/22,7.2652,4.51,4.5778,1.75,7.9166,13.8037,5.24,22.6573,15.1853,12.3998,18.3705,8.2467,6.8539,6.75,5.0726,7.9947,14.0043,3.97,13.9066,11.9414,9.2417,13.52,29.7027,11.1639,14.9236,4.8418,5.5277,10.4657,11.4136,9.0667,19.1067
2019/2/25,7.9937,4.7,4.8121,1.82,8.189,14.2797,5.39,23.7125,15.5631,12.5924,19.0088,8.4329,7.2303,7.03,5.3014,8.3423,14.4924,4.13,14.583,12.7153,9.7097,14.76,30.9565,11.5918,15.5313,5.2436,5.7571,10.7708,11.8321,9.4873,19.8011
2019/2/26,7.2153,4.71,4.8609,1.79,8.0906,14.3987,5.66,24.9469,15.2748,12.7478,18.2908,8.5593,7.1808,6.87,5.2347,8.521,14.333,3.99,14.6626,12.7043,9.9587,14.92,31.056,11.4724,16.2286,5.1554,5.358,11.2178,11.7541,9.3895,19.7217
2019/2/27,6.4967,4.59,4.7925,1.84,8.1133,14.2797,5.94,24.0411,15.1952,12.4806,18.3606,8.6457,7.1411,6.66,5.2633,8.3323,14.3729,4.08,14.7819,12.5053,10.1081,16.41,30.6381,11.343,16.8164,5.1358,5.1685,11.4377,11.747,9.3895,19.9102
2019/2/28,6.7462,4.65,4.7925,1.89,8.1209,14.5078,6.24,24.1506,15.4438,12.8038,18.1711,8.8851,7.2105,6.7,5.3681,8.3423,14.4725,4.11,16.0652,13.7547,10.1877,14.77,31.2152,11.4425,16.2585,5.1652,5.2682,11.4945,11.9031,9.4482,20.0194
2019/3/1,7.4248,4.6,4.9975,1.92,8.1058,14.5574,6.55,24.061,15.414,12.7168,18.191,9.497,7.2006,6.99,5.3395,8.3125,14.5322,3.98,16.9008,15.1313,10.1977,14.3,30.8371,11.4823,16.1988,5.175,5.4678,11.5087,12.0166,9.6144,20.1979
2019/3/4,7.4847,4.65,5.0463,1.91,8.1209,14.5574,6.88,24.4791,16.9554,13.2575,19.0587,9.4837,7.3095,7,5.3395,8.3323,14.6219,4.09,17.1295,16.646,10.1379,14.78,31.3446,11.6216,16.2087,5.2534,5.5875,11.8138,12.357,9.5851,20.2674
2019/3/5,8.2332,4.92,5.1244,1.93,8.2723,15.0234,7.22,25.1859,17.3532,13.0897,19.2382,9.477,7.3987,7.7,5.5016,8.4316,14.9207,4.27,17.0898,18.3101,10.0085,14.85,31.7227,11.8704,16.5674,5.3907,5.807,12.4027,12.7898,9.6633,20.4856
2019/3/6,9.0615,4.92,5.1634,2.03,8.4085,14.8449,7.58,25.6438,17.1742,12.9281,19.5075,9.6899,7.676,7.73,5.5493,8.7395,15.1498,4.36,16.7217,20.14,11.0143,15.73,32.5984,12.4375,16.8463,5.4397,5.827,13.3038,12.8039,9.8687,20.5749
2019/3/7,8.9817,5,5.4758,2.13,8.7112,14.7458,7.61,26.0818,17.3034,13.158,20.0261,9.6965,7.9236,8.19,5.6828,8.7197,15.3589,4.47,16.7217,22.1523,12.1197,15.43,33.8919,12.547,16.9957,5.4299,5.9268,14.4107,13.0522,10.035,21.1404
2019/3/8,8.0835,4.53,5.0073,2.02,8.6885,14.1409,7.23,24.0311,16.0504,12.8224,18.4703,9.4571,7.6859,7.37,5.5779,8.809,14.582,4.02,16.3934,20.9306,13.3347,14.28,31.663,11.751,15.8003,5.2044,5.3381,13.9282,12.35,9.546,20.2376
2019/3/11,7.5745,4.81,5.2025,2.03,9.0367,14.7259,6.87,26.4302,16.7565,13.1767,19.298,9.5435,7.8345,7.62,5.8353,9.5241,15.4685,4.42,16.6819,20.5104,12.8467,14.87,32.8173,12.348,16.4877,5.4397,5.6574,14.2617,12.6692,9.9274,21.1304
2019/3/12,7.8041,5.03,5.3099,2.04,9.014,14.5276,7.05,26.5795,16.9952,13.7112,19.9164,9.3839,8.1019,7.59,5.864,9.3354,15.588,4.66,16.7515,20.9527,14.1314,14.81,33.3944,12.5669,16.8463,5.4887,5.6374,14.7867,12.7685,9.9665,21.1106
2019/3/13,7.1055,4.84,5.3489,1.96,8.9005,14.2004,6.7,26.5198,17.1841,13.7112,19.0786,9.344,7.8246,7.64,5.7686,9.4347,15.4386,4.55,16.0055,20.1787,15.5455,15.12,32.9267,12.2485,16.3083,5.3417,5.2583,14.581,12.8039,9.9372,21.0511
2019/3/14,7.3749,4.72,5.1049,1.86,8.5599,13.883,6.37,25.9723,16.3587,13.5434,19.6671,9.2975,7.6166,7.1,5.4921,9.246,14.9406,4.23,16.8112,18.1608,13.9919,14.43,31.2451,11.741,16.0095,5.2338,5.1585,13.7863,12.4138,9.7905,20.2277
