ÈÕÆÚ,000803.SZ,002074.SZ,002129.SZ,002202.SZ,002218.SZ,002227.SZ,002255.SZ,002266.SZ,002309.SZ,002335.SZ,002364.SZ,002506.SZ,002518.SZ,002531.SZ,002534.SZ,002580.SZ,002617.SZ,002630.SZ,002665.SZ,002733.SZ,002851.SZ,300011.SZ,300029.SZ,300068.SZ,300105.SZ,300111.SZ,300116.SZ,300118.SZ,300129.SZ,300141.SZ,300153.SZ,300185.SZ,300274.SZ,300316.SZ,300317.SZ,300376.SZ,300393.SZ,300443.SZ,300491.SZ,300569.SZ,300593.SZ,300693.SZ,300713.SZ,300750.SZ,300763.SZ,300772.SZ,600151.SH,600202.SH,600207.SH,600241.SH,600290.SH,600405.SH,600416.SH,600438.SH,600475.SH,600537.SH,600847.SH,600875.SH,601012.SH,601218.SH,601558.SH,601615.SH,601727.SH,601908.SH,603105.SH,603218.SH,603396.SH,603507.SH,603628.SH,603806.SH
2016/6/14,21.93,32.4679,8.1925,9.4688,4.0396,29.2517,7.81,5.3035,15.7746,37.5249,22.9643,6.73,16.5874,5.9713,7.5245,11.4615,10.3575,6.8798,7.7268,26.1296,,22.5317,11.57,22.3044,7.68,4.9,7.61,16.5089,6.1883,19.4037,23.4692,2.5929,12.4047,7.6921,15.4011,6.2741,19.0981,30.1211,54.3066,,,,,,,,10.4373,9.79,9.6,14.0203,8.8025,11.2201,11.9198,6.0626,14.1831,6.8432,28.96,9.3635,7.2383,4.7835,2.69,,7.2874,5.9678,,,,,,35.4241
2016/6/15,22.83,35.719,8.1925,9.6044,4.1819,31.0843,8.14,5.3035,16.5584,39.5608,24.2974,6.73,17.9176,6.0679,7.7888,12.1763,10.3575,6.8798,7.9359,28.0308,,23.1768,12.1,23.5246,7.95,4.9,8.245,17.0543,6.3864,21.118,25.8162,2.659,13.5126,8.4613,15.4011,6.7237,20.6211,31.1022,59.7367,,,,,,,,10.7059,10.21,10.11,14.0203,8.9822,11.9675,12.2274,6.2262,14.1831,7.0838,30.11,9.5305,7.4771,5.0421,2.73,,7.3845,6.1105,,,,,,38.9658
2016/6/16,22.5,36.1569,8.1925,9.4688,4.2359,33.3552,8.24,5.3035,16.6564,40.3052,25.0856,7.4,18.5056,6.1838,7.921,12.4187,10.3575,6.8798,7.7866,27.7676,,22.1048,12.11,23.3489,7.91,4.9,8.245,16.7719,6.3674,22.0542,28.3968,2.7502,13.5723,9.3059,15.4011,6.8917,22.0549,30.619,65.7087,,,,,,,,10.5567,10.36,10.23,14.0203,9.1418,12.1522,11.9098,6.1107,14.1831,7.0934,30.19,9.6287,7.4373,4.9924,2.75,,7.5494,6.1677,,,,,,37.5199
2016/6/17,22.75,35.6331,8.1925,9.5269,4.2604,32.6879,8.47,5.3035,16.4898,39.8388,25.2121,7.15,18.41,6.1259,7.8588,12.1514,10.3575,6.8798,7.7766,29.7175,,22.0254,12.32,23.1049,8,4.9,8.245,17.2394,6.3959,21.6784,30.0718,2.7691,13.3279,9.321,15.4011,6.7805,21.8637,30.7521,67.6275,,,,,,,,10.5368,10.17,10.1,15.4253,9.3913,11.9587,11.9694,6.1781,14.1831,7.0838,30.24,9.5698,7.4658,5.1117,2.76,,7.4621,6.1486,,,,,,36.0302
2016/6/20,21.13,36.4574,8.1925,9.5592,4.3537,32.6281,8.41,5.3035,16.8425,42.2245,25.4456,6.95,18.1528,6.1259,8.0142,12.1266,10.3575,6.8798,7.697,30.2148,,21.956,12.12,23.2122,8.02,4.9,8.245,17.5023,6.4434,21.1311,29.2051,2.7534,13.3279,10.2561,15.4011,6.7064,22.1759,31.0479,67.4616,,,,,,,,10.7756,10.01,10.34,16.9698,9.3414,12.0203,11.8602,6.3513,14.1831,7.3822,29.96,9.5796,7.3748,5.1515,2.73,,7.3845,6.339,,,,,,39.3017
2016/6/21,20.78,34.9119,8.1925,9.4882,4.2899,31.0943,8.45,5.3035,16.3037,41.3455,25.2802,6.77,17.7118,5.9906,7.8355,11.7277,10.3575,6.8798,7.7866,28.5476,,21.956,11.99,22.2849,7.93,4.9,8.245,16.84,6.3674,20.518,27.3645,2.7722,13.3279,10.6558,15.4011,6.6323,22.1632,31.4029,60.7154,,,,,,,,10.5766,9.95,10.01,18.6638,9.2716,11.6422,11.5625,6.1492,14.1831,7.1512,29.89,9.5305,7.1928,5.0321,2.71,,7.3262,6.3961,,,,,,35.8914
2016/6/22,21.24,35.7018,8.1925,9.8692,4.3881,31.672,8.84,5.3035,17.4206,42.9599,26.2922,6.86,18.5644,6.0582,7.9365,12.3073,10.3575,6.8798,7.8065,29.6883,,22.3331,12.39,22.5973,8.28,4.9,8.245,17.1907,6.5099,22.5685,27.5106,2.7848,13.3279,10.3617,16.4957,6.7534,22.2524,31.8071,59.7201,,,,,,,,10.7358,10.05,10.36,20.5272,9.3714,11.8004,11.6915,6.1492,14.1831,7.3148,29.9,9.6484,7.5113,5.1415,2.73,,7.3651,7.0338,,,,,,36.7531
2016/6/23,21.24,35.7877,8.1925,9.7336,4.3341,31.9708,8.57,5.3035,17.1757,42.3231,27.8296,6.8,18.2263,5.9809,7.9521,11.7838,10.3575,6.8798,7.7866,28.957,,22.6111,12.25,22.0507,8.13,4.9,9.07,16.7816,6.4814,22.7992,26.7705,2.7439,13.3279,9.8866,15.7036,6.6842,21.698,32.1029,58.8354,,,,,,,,10.885,9.99,10.23,18.6937,9.8305,11.7829,11.5724,6.0818,14.1831,7.18,29.84,9.5894,7.3009,5.0918,2.72,,7.3359,7.2813,,,,,,35.8914
2016/6/24,21.24,35.2811,8.1925,9.4946,4.3586,31.921,8.27,5.3035,16.8327,41.9913,27.5183,6.56,18.0426,5.836,8.3019,11.7277,10.3575,6.8798,7.6671,28.5086,,22.482,12,22.1483,8.37,4.9,9.975,16.4602,6.4339,24.0915,26.1375,2.6432,13.3279,10.143,17.2768,6.5236,22.6284,31.2796,59.1671,,,,,,,,10.5965,9.87,9.97,19.1919,9.6908,11.5366,11.3838,5.9375,14.1831,6.9683,29.71,9.4519,7.1417,4.9924,2.68,,7.0642,7.1956,,,,,,38.199
2016/6/27,21.24,36.0023,8.1925,9.6884,4.4911,32.3691,8.47,5.3035,17.6212,43.5787,27.8686,6.71,18.5276,5.9519,8.364,12.1203,10.3575,6.8798,7.8065,29.815,,23.1371,12.53,22.6949,8.55,4.9,10.975,16.8693,6.548,24.2233,27.2282,2.8226,13.5723,10.6332,18.4263,6.6545,23.0362,32.0043,63.9779,,,,,,,,10.9646,10.11,10.19,19.9293,9.8305,11.7125,11.7907,6.0145,14.1831,7.1512,30,9.5993,7.3464,5.1515,2.7,,7.2486,7.6334,,,,,,39.6522
2016/6/28,21.24,35.0492,8.1925,9.8499,4.5353,32.8372,8.49,5.3035,17.769,43.6774,27.9464,6.92,18.5423,6.1742,8.3485,11.9022,10.3575,6.8798,7.8264,29.8345,,23.1471,12.63,22.2459,8.56,4.9,12.075,17.6192,6.7285,24.197,26.5368,2.8666,13.5723,10.4974,18.7234,6.8447,23.0681,33.0248,62.4573,,,,,,,,11.084,10.29,10.47,20.6568,9.8504,11.8092,12.019,6.0722,14.1831,7.2185,30.51,9.6287,7.3862,5.2112,2.72,,7.2195,7.6049,,,,,,39.5061
2016/6/29,21.24,34.9634,8.1925,9.7724,4.55,32.4389,8.43,5.3035,17.5325,43.0496,27.1485,6.86,18.4688,6.1549,8.3796,11.8461,10.3575,6.8798,7.8762,29.542,,23.6048,12.59,22.2166,8.4,4.9,12.6,17.629,6.681,23.5574,26.8582,2.8069,13.3062,10.4522,18.0468,6.7608,22.7749,32.6945,63.7014,,,,,,,,11.0044,10.3,10.26,20.2083,9.8504,11.8268,11.9396,6.1107,14.1831,7.18,29.9,9.668,7.3919,5.2211,2.74,,7.2777,7.4335,,,,,,39.6157
2016/6/30,21.24,33.8901,8.1925,9.7724,5.0065,32.5484,8.61,5.3035,17.6507,43.5159,26.6912,6.92,18.2851,6.1935,8.2785,11.815,10.3575,6.8798,7.8563,28.7133,,23.356,13,21.3381,8.41,4.9,12.25,18.3692,6.6525,23.2739,26.2836,2.8069,13.2519,9.8791,18.1513,6.741,23.374,32.8868,57.3313,,,,,,,,11.2432,10.31,10.23,22.2312,9.7506,11.818,12.3763,6.1203,14.1831,7.4207,29.98,9.6484,7.4203,5.2112,2.78,,7.3359,7.3003,,,,,,38.1114
2016/7/1,21.24,35.0149,8.1925,9.753,4.8249,32.1998,8.43,5.3035,17.2861,43.0316,26.8468,6.71,18.2116,6.1355,8.2086,11.6966,10.3575,6.8798,7.8164,28.4598,,23.2068,12.69,21.2698,8.33,4.9,12.285,17.9991,6.6145,23.6365,26.2836,2.7439,13.2954,9.8036,17.5628,6.7855,22.7813,32.6452,57.2705,,,,,,,,11.4024,10.37,10.11,21.3742,9.7506,11.6861,12.2969,6.0818,14.1831,7.2859,30.19,9.6091,7.426,5.231,2.75,,7.2971,7.2337,,,,,,38.0676
2016/7/4,21.24,35.2982,8.1925,9.8563,4.8593,32.4887,8.53,5.3035,17.8281,43.7581,26.7593,6.77,18.3365,6.2032,8.3252,11.709,10.3575,6.8798,8.0853,28.762,,23.3262,12.87,21.6016,8.5,4.9,13.515,19.0412,6.719,23.6102,26.6439,2.7943,13.5289,9.8791,17.6013,6.8546,22.7813,33.148,58.4483,,,,,,,,11.9397,10.53,10.24,21.1849,9.8504,11.862,12.7832,6.2166,14.1831,7.6132,30.22,9.8056,7.8411,5.3007,2.78,,7.4039,7.2527,,,,,,38.4035
2016/7/5,21.24,35.676,8.1925,9.9274,4.8396,33.1958,8.6,5.3035,17.6113,43.2917,26.4576,6.82,18.3365,6.2032,8.3718,11.9583,10.3575,6.8798,8.0255,28.8108,,22.4007,12.88,22.4606,8.53,4.9,12.69,19.1191,6.7475,23.5507,27.2672,2.8194,13.4366,9.9168,17.7168,6.7682,22.3671,32.9459,60.544,,,,,,,,11.7606,10.74,10.22,21.3443,10.09,12.0994,13.0314,6.1588,14.1831,7.6132,29.92,10.0316,7.8069,5.2907,2.8,,7.8211,7.2717,,,,,,39.5646
2016/7/6,21.24,35.8821,8.1925,9.979,4.7905,32.7177,8.69,5.3035,17.3945,43.0496,27.0025,6.79,18.0646,6.1742,8.4029,11.79,10.3575,6.8798,8.1948,29.0058,,22.3907,12.8,23.0365,8.51,4.9,12.82,18.8075,6.7285,24.4168,29.9939,2.7817,13.3334,9.9394,17.5188,6.7361,22.571,36.239,58.7414,,,,,,,,11.8104,10.84,10.19,21.2646,10.0401,11.9147,13.0909,6.1107,14.1831,7.565,29.93,9.953,7.8126,5.2907,2.79,,7.9279,7.2432,,,,,,38.7613
2016/7/7,21.24,37.2645,8.1925,9.9145,4.8544,32.4787,8.78,5.3035,17.4536,42.1527,26.37,6.82,17.6604,6.2225,8.3252,11.896,10.3575,6.8798,8.1351,29.2203,,22.0225,12.71,23.5734,8.54,4.9,12.575,18.7198,6.757,24.8003,27.9002,2.7943,13.8493,10.0902,18.4263,6.9831,22.3034,34.7453,61.2131,,,,,,,,11.6412,10.63,10.37,20.3777,9.9602,11.9499,12.813,6.2936,14.1831,7.5362,29.77,9.894,7.8297,5.2608,2.79,,7.8017,7.1956,,,,,,38.5933
2016/7/8,21.24,35.7276,8.1925,9.8628,4.7856,32.0801,8.78,5.3035,17.6507,41.794,26.1268,6.72,17.6604,6.1838,8.3252,11.7028,10.3575,6.8798,8.1152,29.503,,22.0524,12.86,22.9584,8.68,4.9,12.46,19.2945,6.738,24.1325,25.9817,2.8069,13.7298,9.8112,17.5463,6.8941,22.5901,36.6334,57.2207,,,,,,,,11.7805,10.53,10.54,20.5673,9.8005,11.9499,12.6939,6.3898,14.1831,7.6228,30.6,9.8842,7.6762,5.2209,2.78,,7.7144,7.1195,,,,,,38.1625
2016/7/11,21.24,34.9462,8.1925,9.8434,4.8298,33.3756,8.78,5.3035,17.3354,40.2693,26.4479,6.73,17.4767,6.0776,8.3252,11.7402,10.3575,6.8798,8.0455,28.4403,,21.9628,12.48,23.5148,8.73,4.9,11.39,18.8367,6.719,22.8498,24.4431,2.81,13.3605,9.2154,16.8972,6.7682,22.4308,37.7722,53.0292,,,,,,,,12.2183,10.49,10.39,19.7593,9.8405,12.0379,13.0413,6.3609,14.1831,7.5265,29.8,9.8252,7.6875,5.2209,2.78,,7.695,7.0719,,,,,,36.7239
2016/7/12,21.24,34.6714,8.1925,10.2051,4.8445,32.6581,8.78,5.3035,17.2664,41.0765,26.1657,6.74,17.4105,6.0679,8.4029,11.6779,10.3575,6.8798,8.0554,28.0698,,21.7937,12.42,23.8174,8.79,4.9,11.65,19.012,6.776,22.7771,25.1637,2.7408,13.3605,9.1476,17.2328,6.8176,22.4818,37.7722,55.4789,,,,,,,,12.1387,10.49,10.42,19.4701,9.9103,12.117,12.9917,6.3994,14.1831,7.5939,29.89,9.9726,7.8069,5.3106,2.83,,7.8308,7.1575,,,,,,36.87
2016/7/13,21.24,34.7659,8.1925,10.2245,4.8396,32.2395,8.78,5.3035,17.6606,41.5249,26.01,6.83,17.6089,6.2418,8.4729,12.0393,10.3575,6.8798,8.1351,28.1868,,21.8633,12.52,24.8326,8.83,4.9,11.475,19.7717,6.8521,22.5325,24.706,2.7471,13.4854,9.3436,17.7333,6.8769,22.3926,37.7722,54.6218,,,,,,,,12.0889,10.81,10.75,19.3005,10.07,12.328,12.8726,6.486,14.1831,7.6324,29.99,10.0414,7.8695,5.4003,2.85,,7.8308,7.3574,,,,,,37.0379
2016/7/14,21.24,34.8002,8.1925,10.2309,4.8396,33.2361,8.78,5.3035,17.5325,42.1437,26.6036,6.84,17.7927,6.2128,8.6827,11.9396,10.3575,6.8798,8.145,28.2843,,21.4951,13.01,24.6276,8.79,4.9,11.595,18.7393,6.8141,22.5325,24.6768,2.7439,13.5072,9.3889,17.8708,7.3857,22.2142,37.7722,55.8328,,,,,,,,12.278,10.63,10.74,19.7693,9.9802,12.7325,12.9023,6.4283,14.1831,7.5362,29.9,9.9824,7.7671,5.3704,2.86,,7.8599,7.2527,,,,,,36.9065
2016/7/15,21.24,35.719,8.1925,10.2891,4.8102,32.3093,8.78,5.3035,16.7539,43.5159,26.2046,6.74,17.4914,6.464,8.5739,11.7589,10.3575,6.8798,8.0455,28.5671,,21.5349,12.84,24.3836,8.6,4.9,11.5,18.6029,6.8236,20.992,24.4041,2.8069,13.4148,9.3663,17.8488,7.2251,22.4436,37.7722,55.5729,,,,,,,,12.0392,10.94,10.54,19.1908,9.9702,12.4863,12.8428,6.3898,14.1831,7.4399,30.09,10.0512,7.7785,5.3505,2.87,,7.7823,7.1861,,,,,,36.87
2016/7/18,21.24,35.9336,8.1925,10.3278,4.7022,31.801,8.78,5.3035,16.8327,44.0272,25.5916,6.64,17.0136,6.4254,8.7294,11.3725,10.3575,6.8798,8.7624,27.8651,,22.0723,12.6,24.7448,8.58,4.9,12.15,18.7588,6.738,20.6415,24.6378,2.8541,13.0673,9.1777,19.1359,7.3215,22.4946,37.7722,53.5656,,,,,,,,11.681,10.59,10.45,18.6721,9.8205,12.2401,12.5153,6.5438,14.1831,7.4784,27.08,9.9333,7.6364,5.2807,2.83,,7.7532,7.0243,,,,,,35.928
2016/7/19,21.24,34.9462,8.1925,10.373,4.8445,32.0203,8.78,5.3035,16.7835,43.3635,25.7181,6.7,17.168,6.3867,8.8382,11.5034,10.3575,6.8798,8.9117,27.9431,,22.0524,12.76,24.53,8.66,4.9,11.745,18.827,6.8141,20.8201,24.482,2.8006,13.2791,9.5925,18.1513,7.5364,22.5583,36.3327,54.7324,,,,,,,,11.8203,10.7,10.69,18.9614,9.8704,12.3106,12.7038,6.5534,14.1831,7.8153,25.98,9.9431,8.1197,5.3106,2.84,,7.7726,7.0909,,,,,,36.2931
2016/7/20,21.24,33.3492,8.1925,10.2697,4.8298,33.844,8.78,5.3035,16.8229,44.7985,26.1852,6.7,17.4179,6.3481,8.9548,11.6156,10.3575,6.8798,8.9117,29.0155,,21.7738,13.28,23.1732,8.57,4.9,11.665,18.6322,6.7951,21.3622,24.706,2.7974,13.3714,9.9319,18.0138,7.5537,23.2784,35.5341,56.5682,,,,,,,,11.7507,10.74,10.58,18.8816,9.8804,12.3724,12.7932,6.3705,14.1831,7.719,25.75,9.9137,8.131,5.2807,2.82,,7.7144,7.0623,,,,,,36.2858
2016/7/21,21.24,32.9542,8.1925,10.2051,4.9574,33.1464,8.78,5.3035,16.6849,46.1348,26.1754,6.73,17.3885,6.2515,9.3668,11.5533,10.3575,6.8798,8.9117,28.9863,,22.0624,12.97,23.0365,8.58,4.9,11.29,19.1873,6.8141,21.0779,23.9172,2.81,13.4474,10.2863,17.9038,7.3857,23.6352,37.506,55.4955,,,,,,,,11.7407,10.92,10.54,18.9315,9.9303,12.2489,13.0611,6.4187,14.1831,8.1329,26.21,9.9431,8.8077,5.3007,2.82,,7.7338,7.0719,,,,,,36.0594
2016/7/22,21.24,32.2501,8.1925,10.1082,5.4532,33.266,8.78,5.3035,17.2171,45.0675,25.8738,7,17.2194,6.1838,9.2657,11.4037,10.3575,6.8798,9.0312,29.4835,,21.6842,13.2,23.4075,8.53,4.9,10.575,19.0218,6.7285,21.0779,22.9531,2.7754,13.6592,10.3315,17.5518,7.3338,24.3553,36.6285,54.2126,,,,,,,,11.7308,10.68,10.34,17.7644,9.8704,12.1872,13.0214,6.1011,14.1831,8.489,26.39,9.9135,9.0863,5.2807,2.81,,7.6659,7.1575,,,,,,35.1028
2016/7/25,21.24,32.4132,8.1925,10.2826,5.7391,33.6846,8.78,5.3035,17.4241,43.2828,25.4554,6.88,17.3444,6.3288,8.9626,11.3289,10.3575,6.8798,8.9715,27.9821,,20.9677,13.4,22.8706,8.52,4.9,10.35,18.3594,6.9281,20.4895,22.2617,2.7597,13.6267,9.8715,17.5188,7.3709,23.6543,36.7764,53.6596,,,,,,,,11.9695,10.72,10.39,17.3555,9.7107,12.3106,12.952,6.0915,14.1831,8.489,26.26,10.0914,9.0408,5.4202,2.82,,7.7435,7.5002,,,,,,34.6281
2016/7/26,21.24,32.5764,8.1925,10.3472,5.7243,33.854,8.78,5.3035,17.4438,43.9464,26.263,6.91,17.6604,6.3481,9.087,11.5969,10.3575,6.8798,9.0113,28.1576,,21.2961,13.47,23.0658,8.66,4.9,10.48,18.564,6.9376,20.7011,22.4565,2.8478,13.7136,9.9017,17.6563,7.4055,23.7372,36.6531,54.2568,,,,,,,,12.0392,10.82,10.82,17.6248,9.8105,12.5664,13.2199,6.2069,14.1831,9.2012,26.58,10.1112,9.0181,5.4401,2.84,,7.7532,7.4335,,,,,,35.3511
2016/7/27,21.24,31.2283,8.1925,9.8886,5.32,31.6615,8.78,5.3035,16.3301,41.8837,25.1634,6.56,16.4625,6.0196,8.4262,10.9363,10.3575,6.8798,8.8122,25.4568,,20.4701,12.25,21.4357,8.18,4.9,9.65,17.551,6.643,18.9159,20.6549,2.7408,12.6273,8.9138,16.6387,6.7509,22.5201,35.12,48.8378,,,,,,,,11.3825,10.34,10.16,15.8593,9.2915,11.7374,13.0611,5.7739,14.1831,8.7489,26.26,9.785,8.7679,5.1612,2.72,,7.53,6.891,,,,,,33.321
2016/7/28,21.24,31.5374,8.1925,10.0178,5.606,30.8443,8.78,5.3035,16.2907,40.915,24.4434,6.47,16.1023,6.0486,8.4806,10.7432,10.3575,6.8798,8.6827,25.2229,,20.4701,12.21,21.5821,8.1,4.9,9.7,17.4244,6.681,18.1952,20.6354,2.8006,12.6219,8.7102,16.1602,6.5977,22.3034,34.6566,48.1355,,,,,,,,11.5019,10.14,10.33,16.0189,9.541,11.5258,12.6046,5.7258,14.1831,8.797,26.05,9.8641,8.7906,5.1612,2.72,,7.8017,6.9196,,,,,,33.7518
2016/7/29,21.24,31.5804,8.1925,10.0501,5.2658,30.2962,8.78,5.3035,16.0148,40.0451,24.2196,6.41,16.2273,6.0099,8.3329,10.5749,10.3575,6.8798,8.8221,25.3399,,20.8881,12.06,22.1385,7.99,4.9,9.985,17.551,6.6145,17.8316,20.5088,2.8478,12.3612,8.8987,15.7751,6.5903,22.1759,33.7692,47.0019,,,,,,,,11.1935,10.26,10.37,16.0588,9.561,11.3671,12.5252,5.7547,14.1831,8.3158,26.06,9.7554,8.3471,5.0914,2.71,,7.6562,6.8339,,,,,,34.1827
2016/8/1,21.24,30.8677,8.1925,9.8886,4.9996,29.768,8.78,5.3035,16.133,40.35,23.9374,6.31,16.0876,5.9036,8.1775,10.3194,10.3575,6.8798,8.862,24.4526,,20.3408,11.69,21.6309,7.86,4.9,9.9,17.1907,6.5099,17.2167,21.1223,2.8855,12.3612,9.14,16.1822,6.6373,21.5578,32.2656,45.5808,,,,,,,,10.7756,9.92,10.19,15.9491,9.4013,11.1113,12.416,5.6584,14.1831,8.4794,26,9.5972,8.4779,5.0316,2.68,,7.4815,6.7197,,,,,,34.3433
2016/8/2,21.24,31.0223,8.1925,9.9338,5.0045,30.1467,8.78,5.3035,16.2513,40.1796,24.2974,6.35,15.9627,5.9423,8.3329,10.3443,10.3575,6.8798,8.9117,24.7061,,20.5398,11.81,21.8457,7.92,4.9,9.9,17.2881,6.548,17.7787,22.4467,2.9799,12.4427,9.1626,16.2647,6.6545,21.8063,32.4135,46.1725,,,,,,,,10.9049,9.99,10.26,16.3281,9.4013,11.2348,12.3565,5.7354,14.1831,8.4505,26,9.6961,8.4381,5.0715,2.72,,7.7047,6.8529,,,,,,34.2703
2016/8/3,21.24,31.7092,8.1925,9.8757,4.9798,30.057,8.78,5.3035,16.2513,39.7312,24.1709,6.37,15.8231,6.0582,8.3407,10.3132,10.3575,6.8798,8.8122,24.4819,,20.3806,11.87,21.953,7.93,4.9,9.905,17.2978,6.529,17.8448,22.1254,3.2789,12.3341,9.1853,16.6662,6.6298,21.8892,32.448,47.9143,,,,,,,,11.0442,10.07,10.13,16.1785,9.3514,11.2701,12.4954,5.7258,14.1831,8.7296,25.97,9.7356,8.5746,5.0815,2.73,,7.8696,6.8529,,,,,,34.2484
2016/8/4,21.24,32.2415,8.1925,9.9984,5.0193,30.1567,8.78,5.3035,16.2907,40.2065,24.4726,6.43,15.9774,6.1645,8.4573,10.5562,10.3575,6.8798,8.8221,24.8426,,20.6094,12.03,22.0799,8,4.9,10.33,17.3952,6.5575,18.0167,22.7876,3.1908,12.4644,9.6151,17.1172,6.6496,22.2715,33.2762,47.4885,,,,,,,,11.094,10.37,10.19,16.7471,9.3414,11.3406,12.8031,5.745,14.1831,8.7392,26.04,9.5972,8.62,5.1113,2.72,,7.8308,6.8625,,,,,,34.8472
2016/8/5,21.24,31.6147,8.1925,10.1793,4.827,29.9075,8.78,5.3035,16.0936,39.3814,24.0152,6.38,15.779,6.2032,8.434,10.3506,10.3575,6.8798,9.0711,24.3454,,20.6393,12,21.6309,8.02,4.9,10.155,16.8303,6.5575,17.5275,22.5538,3.2159,12.3341,9.3059,18.2228,6.6496,22.1632,32.66,47.4332,,,,,,,,10.9845,10.18,10.13,16.2284,9.6409,11.1642,12.8229,5.8124,14.1831,8.4216,26.01,9.5972,8.6542,5.1014,2.71,,7.8502,6.9101,,,,,,34.4163
2016/8/8,21.24,31.5203,8.1925,10.3666,4.8714,30.1168,8.78,5.3035,16.34,39.5518,24.4142,6.39,15.8084,6.2032,8.4729,10.4129,10.3575,6.8798,9.091,24.7256,,20.9677,12.12,21.6504,8.11,4.9,10.19,16.918,6.7095,17.7324,22.3104,3.1561,12.4807,9.1777,18.3218,6.6496,22.5392,32.3741,47.1844,,,,,,,,11.293,10.22,10.25,16.1985,9.7706,11.2612,13.1405,5.9086,14.1831,8.4986,26.04,9.7652,8.6996,5.1612,2.74,,7.957,7.1099,,,,,,35.0955
2016/8/9,21.24,31.8809,8.1925,10.3795,4.9946,30.3261,8.78,5.3035,16.3991,39.6415,24.4628,6.47,16.0582,6.3674,8.504,10.5064,10.3575,6.8798,9.1308,24.9401,,21.2563,12.21,21.8652,8.16,4.9,10.2,17.2394,6.719,18.1159,22.5149,3.2065,12.6436,9.2305,18.5308,6.6496,22.896,32.7832,48.8046,,,,,,,,11.2731,10.27,10.28,16.3381,9.8105,11.3406,13.1902,5.9952,14.1831,8.7104,26.3,9.7751,8.8418,5.1911,2.75,,7.9279,7.1195,,,,,,35.3292
2016/8/10,21.24,31.941,8.1925,10.3343,4.901,30.4656,8.78,5.3035,16.1922,38.7805,24.5407,6.46,16.0068,6.2998,8.4729,10.525,10.3575,6.8798,8.9914,24.9694,,21.0174,12.12,22.3435,8.14,4.9,10.215,16.9959,6.7,18.2746,22.6512,3.2348,12.5133,9.0043,18.5363,6.7262,22.8897,32.3691,48.2903,,,,,,,,11.1935,10.44,10.47,16.2683,9.7107,11.323,13.0611,5.9375,14.1831,8.5756,26.13,9.7554,8.6996,5.1811,2.74,,7.8308,7.1195,,,,,,35.6432
2016/8/11,21.24,31.0824,8.1925,10.2309,4.7826,30.2364,8.78,5.3035,16.5568,38.3859,24.1612,6.34,15.6026,6.2225,8.5972,10.2197,10.3575,6.8798,8.8022,24.2479,,20.7488,11.96,21.9042,8.01,4.9,9.68,16.9472,6.5955,17.706,21.6677,3.2033,12.2743,8.778,18.8114,6.5582,22.4053,31.3043,45.6195,,,,,,,,10.9646,10.12,10.19,15.7197,9.6209,11.0496,12.7832,5.8124,14.1831,8.5275,26.09,9.6466,8.4608,5.0914,2.71,,7.8114,6.8815,,,,,,34.5332
2016/8/12,21.24,31.3142,8.1925,10.564,4.8615,30.2862,8.78,5.3035,16.7835,39.2827,24.0833,6.38,15.779,6.3094,8.5739,10.3443,10.3575,6.8798,8.842,24.3551,,20.6592,12.05,22.0018,8.1,4.9,9.735,17.0543,6.681,17.9109,21.989,3.2002,12.459,8.8459,17.8763,6.5903,23.1828,31.6346,45.9458,,,,,,,,11.084,10.19,10.24,17.2957,9.7806,11.129,12.9123,5.9567,14.1831,8.643,26.12,9.7949,8.512,5.1612,2.74,,7.8696,6.9386,,,,,,35.6578
2016/8/15,21.24,32.2587,8.1925,11.0302,4.9996,30.8343,8.78,5.3035,16.951,41.2379,24.7548,6.49,16.1317,6.3771,8.7838,10.5936,10.3575,6.8798,9.081,24.9694,,20.8781,12.3,22.4411,8.25,4.9,10.06,17.3757,6.8236,18.3341,22.3396,3.5212,12.9043,9.1476,17.7938,6.7262,23.6034,32.6748,47.4443,,,,,,,,11.3626,10.26,10.45,19.0212,10.08,11.3318,13.1505,6.1203,14.1831,8.7777,26.49,9.953,8.7224,5.2708,2.81,,8.0152,7.129,,,,,,36.7239
2016/8/16,21.24,32.6623,8.1925,11.4432,5.0045,30.8642,8.28,5.3035,17.4142,40.3679,24.6283,6.51,16.1464,6.8699,8.9626,10.7618,10.3575,6.8798,9.4594,25.1351,,20.6791,12.49,23.1146,8.26,4.9,10.37,17.3952,7.0326,18.3804,23.0797,3.6659,12.9097,9.14,17.8103,6.7756,23.5396,32.6846,48.412,,,,,,,,11.3427,10.31,10.75,19.8391,10.1498,11.3582,13.2199,6.13,14.1831,8.797,26.92,9.9827,8.9157,5.3007,2.8,,8.3936,7.4145,,,,,,37.1402
2016/8/17,21.24,32.7996,8.1925,11.1901,5.0144,30.6948,8.08,5.3035,17.3846,40.4038,24.8131,6.53,16.242,6.7442,8.9548,10.7307,10.3575,6.8798,9.6287,25.3009,,20.5895,12.57,22.9584,8.3,4.9,10.325,17.5413,6.9471,18.2547,23.3524,3.9082,13.1107,9.2833,17.5738,6.7237,23.4504,32.8572,48.5779,,,,,,,,11.4223,10.97,10.62,19.3105,10.1498,11.3847,13.4482,6.0915,14.1831,8.9221,27,10.0519,8.8532,5.2807,2.79,,8.2772,7.2527,,,,,,37.958
