ÈÕÆÚ,000009.SZ,000409.SZ,000632.SZ,000638.SZ,000652.SZ,000839.SZ,300012.SZ,300688.SZ,600051.SH,600070.SH,600083.SH,600128.SH,600139.SH,600149.SH,600175.SH,600212.SH,600234.SH,600281.SH,600382.SH,600556.SH,600603.SH,600620.SH,600624.SH,600730.SH,600747.SH,600770.SH,600784.SH,600805.SH,600811.SH,600817.SH,600818.SH,603060.SH,603183.SH,900915.SH,000009.SZ,000409.SZ,000632.SZ,000638.SZ,000652.SZ,000839.SZ,300012.SZ,300688.SZ,600051.SH,600070.SH,600083.SH,600128.SH,600139.SH,600149.SH,600175.SH,600212.SH,600234.SH,600281.SH,600382.SH,600556.SH,600603.SH,600620.SH,600624.SH,600730.SH,600747.SH,600770.SH,600784.SH,600805.SH,600811.SH,600817.SH,600818.SH,603060.SH,603183.SH,900915.SH,000009.SZ,000409.SZ,000632.SZ,000638.SZ,000652.SZ,000839.SZ,300012.SZ,300688.SZ,600051.SH,600070.SH,600083.SH,600128.SH,600139.SH,600149.SH,600175.SH,600212.SH,600234.SH,600281.SH,600382.SH,600556.SH,600603.SH,600620.SH,600624.SH,600730.SH,600747.SH,600770.SH,600784.SH,600805.SH,600811.SH,600817.SH,600818.SH,603060.SH,603183.SH,900915.SH,000009.SZ,000409.SZ,000632.SZ,000638.SZ,000652.SZ,000839.SZ,300012.SZ,300688.SZ,600051.SH,600070.SH,600083.SH,600128.SH,600139.SH,600149.SH,600175.SH,600212.SH,600234.SH,600281.SH,600382.SH,600556.SH,600603.SH,600620.SH,600624.SH,600730.SH,600747.SH,600770.SH,600784.SH,600805.SH,600811.SH,600817.SH,600818.SH,603060.SH,603183.SH,900915.SH,000009.SZ,000409.SZ,000632.SZ,000638.SZ,000652.SZ,000839.SZ,300012.SZ,300688.SZ,600051.SH,600070.SH,600083.SH,600128.SH,600139.SH,600149.SH,600175.SH,600212.SH,600234.SH,600281.SH,600382.SH,600556.SH,600603.SH,600620.SH,600624.SH,600730.SH,600747.SH,600770.SH,600784.SH,600805.SH,600811.SH,600817.SH,600818.SH,603060.SH,603183.SH,900915.SH,000009.SZ,000409.SZ,000632.SZ,000638.SZ,000652.SZ,000839.SZ,300012.SZ,300688.SZ,600051.SH,600070.SH,600083.SH,600128.SH,600139.SH,600149.SH,600175.SH,600212.SH,600234.SH,600281.SH,600382.SH,600556.SH,600603.SH,600620.SH,600624.SH,600730.SH,600747.SH,600770.SH,600784.SH,600805.SH,600811.SH,600817.SH,600818.SH,603060.SH,603183.SH,900915.SH
2017/2/21,0.7179,1.5702,1.3095,0.4101,0.339,0.4077,1.4778,,2.7048,1.4631,-1.5421,0.3307,3.9964,0.349,0,0,2.823,-1.0941,0.3559,0,1.227,2.0423,0.5787,1.412,0,0.1998,-0.0983,0.6952,0.2703,1.2979,1.3963,1.7447,,-0.1946,1.0242,2.3672,1.1389,1.2701,1.0107,4.2011,0.9154,,3.6753,0.8929,0.7681,2.197,1.8064,4.4229,0.7468,,0.6984,6.9667,0.8765,,1.1035,0.3838,1.3855,2.0058,,0.8781,2.8859,0.995,0.9008,0.7686,1.7007,4.9022,,0.4096,20819043495,4396717525,3961280380,4545086000,8676784959,38602220940,6978791646,,4086515520,4946223031,4781263944,3743462975,7578646317,8743680000,7370489075,5096504241,3834324967,4650194306,5782352472,4709888936,2890432512,9949951367,5068981367,7163069784,5534507675,11079138000,5045595659,7380010795,12367695875,2673009701,7257716255,1731950000,,7257716255,90.4371,-30.0147,239.0093,435.323,32.2496,167.7237,84.9337,,27.8036,71.9273,1608.379,163.6462,654.8881,-352.6496,122.071,114.3967,268.7033,141.2059,44.5742,-178.6833,31.5054,165.3223,155.9468,12.7117,-77.3325,254.5061,138.3784,67.1263,27.8138,834.6163,108.4951,59.8393,,50.1882,4.719,6.2073,3.1789,20.5616,2.4775,5.913,3.5916,,2.1347,3.4226,88.1563,2.4685,7.4691,47.5494,1.6685,6.8702,39.6858,8.433,1.6514,63.2563,1.8511,3.674,5.454,3.6794,3.9125,3.833,3.6046,1.1268,1.0938,28.166,16.6201,7.4624,,7.6882,3.2726,2.62,0.8053,29.1031,0.5588,9.8319,5.2195,,0.9878,8.2327,52.9943,1.2869,8.7724,529.4862,4.1178,19.4748,185.8923,2.9411,32.9709,100.4624,12.3317,205.5844,8.8644,123.6549,17.0623,14.163,1.9297,4.7741,3.3424,512.6403,14.3943,10.4176,,6.6586
2017/2/22,0.3055,-1.1391,9.9882,-0.7488,0.5068,-0.7107,0.0971,,-1.1287,0.3605,1.0916,-0.1318,-0.524,0.913,0,0,-0.3168,-0.5531,-0.5319,0,-1.5488,-0.7591,-0.2301,0.4095,0,-0.1994,2.0669,1.611,0.5391,1.5143,-2.2295,-0.3176,,-0.7314,1.0008,1.8639,4.9411,1.1634,1.2898,2.6958,0.6277,,2.138,0.8418,0.6911,1.7665,0.8187,5.907,0.6271,,0.5997,6.2248,0.6788,,1.1615,0.318,1.2673,1.4834,,0.7682,5.4165,1.8115,0.889,1.0054,2.6083,4.0934,,0.3994,20882645461,4346632866,4356942932,4511052000,8720755153,38327890436,6985567172,,4040392320,4964053684,4833456194,3738527625,7538932886,8823513600,7370489075,5096504241,3822178214,4624474205,5751595278,4709888936,2845664870,9874416885,5057315127,7192402585,5534507675,11057046000,5149884546,7498906250,12434368090,2713486260,7095904876,1726450000,,7095904876,90.7134,-29.6728,262.8821,432.0633,32.413,166.5318,85.0161,,27.4897,72.1866,1625.9361,163.4305,651.4564,-355.8694,122.071,114.3967,267.852,140.4249,44.3371,-178.6833,31.0174,164.0673,155.5879,12.7637,-77.3325,253.9986,141.2386,68.2078,27.9638,847.2547,106.0762,59.6493,,49.8501,4.7334,6.1366,3.4964,20.4076,2.4901,5.8709,3.5951,,2.1106,3.4349,89.1186,2.4652,7.4299,47.9835,1.6685,6.8702,39.5601,8.3863,1.6426,63.2563,1.8224,3.6461,5.4415,3.6945,3.9125,3.8254,3.6791,1.145,1.0997,28.5925,16.2496,7.4387,,7.6364,3.2826,2.5902,0.8858,28.8852,0.5617,9.762,5.2246,,0.9767,8.2624,53.5728,1.2852,8.7265,534.3207,4.1178,19.4748,185.3034,2.9249,32.7955,100.4624,12.1407,204.0237,8.844,124.1613,17.0623,14.1348,1.9695,4.851,3.3604,520.4031,14.0734,10.3845,,6.6137
2017/2/23,1.0152,0.6584,-3.8462,-1.2346,-1.8487,3.0675,-0.097,,-1.2938,-0.6466,-1.2207,-1.3201,1.2291,-0.7324,-0.3929,0,-2.5953,-2.0022,-0.1783,0,-0.2052,0.6259,-0.5767,-0.8157,0,-0.5994,-2.7965,-0.906,-0.8043,0.6885,0.9725,0.9239,,0.3438,2.0908,2.2391,8.3055,1.4199,0.9691,5.39,0.9461,,1.3555,0.9719,0.4444,2.3779,1.2439,4.4515,0.8149,,0.5452,5.3522,0.8877,,1.0706,0.2781,1.2566,1.2454,,0.709,3.6606,1.1161,0.868,0.7523,1.5995,5.9943,,0.1463,21094652014,4375252671,4189368204,4455360000,8559531108,39503592596,6978791646,,3988119360,4931958509,4774456259,3689174125,7631597557,8758886400,7341528410,5096504241,3722979733,4531881840,5741342880,4709888936,2839825613,9936217825,5028149526,7133736984,5534507675,10990770000,5005866560,7430965990,12334359768,2732167749,7164912670,1742400000,,7164912670,91.6344,-29.8682,252.7713,426.7291,31.8138,171.6401,84.9337,,27.1341,71.7199,1606.089,161.273,659.4638,-353.2629,121.5913,114.3967,260.9004,137.6133,44.2581,-178.6833,30.9538,165.0942,154.6906,12.6596,-77.3325,252.4761,137.2888,67.5898,27.7389,853.0877,107.1078,60.2004,,49.9234,4.7815,6.177,3.3619,20.1557,2.4441,6.051,3.5916,,2.0833,3.4127,88.0307,2.4327,7.5213,47.6321,1.662,6.8702,38.5333,8.2184,1.6397,63.2563,1.8187,3.6689,5.4101,3.6643,3.9125,3.8024,3.5762,1.1346,1.0908,28.7894,16.4076,7.5075,,7.6476,3.3159,2.6072,0.8517,28.5286,0.5513,10.0615,5.2195,,0.964,8.209,52.9188,1.2683,8.8337,530.407,4.1016,19.4748,180.4942,2.8663,32.7371,100.4624,12.1158,205.3007,8.793,123.1485,17.0623,14.0501,1.9145,4.8071,3.3334,523.9859,14.2102,10.4804,,6.6234
2017/2/24,-0.804,-0.3271,-1.4444,1.0417,1.5411,-0.6944,0.0971,,0.6168,2.3138,-0.3327,0.1338,0.0867,-1.4323,0.5917,0,1.5769,-0.1135,-1.0119,0,1.3023,0.4147,1.7401,0.2467,0,0.5025,0.1984,0.2286,0,-1.0826,-1.0628,5.524,,0.1468,1.1761,1.45,3.5276,1.2316,1.2838,2.4478,1.1092,,1.1903,2.3513,0.5031,1.3562,0.9241,3.9544,1.1006,,0.4935,3.2528,0.9743,,1.1863,0.2704,2.2239,1.2917,,0.8627,2.3618,0.6573,0.4845,1.0555,1.5623,15.2888,,0.1107,20925046771,4360942769,4128855108,4501770000,8691441691,39229262092,6985567172,,4012718400,5046074686,4758571661,3694109475,7638216462,8633433600,7384969407,5096504241,3781689038,4526737820,5683245958,4709888936,2876807578,9977418452,5115646328,7151336664,5534507675,11046000000,5015798835,7447951055,12334359768,2702588725,7088766139,1838650000,,7088766139,90.8976,-29.7705,249.1201,431.1742,32.3041,170.4482,85.0161,,27.3015,73.3794,1600.7455,161.4887,660.0357,-348.2031,122.3108,114.3967,265.0146,137.4571,43.8103,-178.6833,31.3569,165.7787,157.3824,12.6909,-77.3325,253.7448,137.5612,67.7443,27.7389,843.852,105.9695,63.5258,,49.9676,4.743,6.1568,3.3133,20.3656,2.4817,6.009,3.5951,,2.0961,3.4917,87.7379,2.4359,7.5278,46.9498,1.6718,6.8702,39.141,8.2091,1.6231,63.2563,1.8424,3.6841,5.5043,3.6734,3.9125,3.8215,3.5833,1.1372,1.0908,28.4777,16.2332,7.9222,,7.6544,3.2892,2.5987,0.8394,28.8257,0.5598,9.9916,5.2246,,0.97,8.3989,52.7428,1.27,8.8414,522.8101,4.1258,19.4748,183.3405,2.863,32.4058,100.4624,12.2736,206.1519,8.946,123.4524,17.0623,14.1207,1.9183,4.8181,3.3334,518.3131,14.0592,11.0594,,6.6293
2017/2/27,-1.1145,1.3126,-1.6911,0.4811,-1.1804,0.5994,-1.6489,,-1.3793,-0.636,-0.0954,-0.5344,-1.2132,-7.0894,-1.1765,0,-0.4283,-2.2727,1.0222,0,2.571,1.5141,-0.2281,-0.5742,0,-1,-0.9901,-0.9122,-1.3514,-1.2673,0.4364,1.1367,,-0.0489,0.9816,3.687,2.5275,1.1597,1.1052,4.8557,1.0876,,1.0678,1.5541,0.4622,1.1983,0.8693,7.0517,0.6377,,0.7554,3.3657,1.0503,,1.8369,0.5411,2.397,1.2383,,0.9824,2.3292,0.8982,0.5892,1.1034,1.7034,13.011,,0.185,20691839563,4418182378,4059032304,4523428000,8588844571,39464402524,6870383232,,3957370560,5013979511,4754033205,3674368075,7545551791,8021376000,7298087414,5096504241,3765493368,4423857415,5741342880,4709888936,2950771507,10128487417,5103980088,7110270744,5534507675,10935540000,5681778460,7380010795,12167679230,2668339328,7119700667,1859550000,,7119700667,89.8846,-30.1613,244.9073,433.2486,31.9227,171.4698,83.6143,,26.9249,72.9126,1599.2188,160.6257,652.0284,-323.5177,120.8719,114.3967,263.8797,134.3331,44.2581,-178.6833,32.1631,168.2888,157.0235,12.618,-77.3325,251.2074,136.1992,67.1263,27.364,833.1581,106.432,64.2479,,50.0588,4.6902,6.2376,3.2573,20.4636,2.4524,6.045,3.5358,,2.0672,3.4695,87.6542,2.4229,7.4365,43.6214,1.6521,6.8702,38.9734,8.0225,1.6397,63.2563,1.8898,3.7399,5.4917,3.6523,3.9125,3.7833,3.5479,1.1268,1.0761,28.1168,16.304,8.0122,,7.6684,3.2526,2.6328,0.8252,28.9644,0.5532,10.0515,5.1384,,0.9566,8.3455,52.6924,1.2632,8.7341,485.746,4.0773,19.4748,182.5553,2.798,32.7371,100.4624,12.5891,209.2733,8.9256,122.7434,17.0623,13.9795,1.8993,4.7741,3.2884,511.7446,14.1206,11.1851,,6.6414
2017/2/28,0,-0.4858,0.344,0.2736,4.7782,10.0298,-0.4931,,2.0202,0.9246,1.3842,-0.0672,0.4386,2.5592,0,0,-0.8602,-0.1163,0.1786,0,-0.2639,3.1864,-0.6857,1.1551,0,1.2121,-0.2,0.3452,0.274,-0.2334,3.2086,-0.3253,,0.7335,0.8827,1.5788,2.1477,1.2265,5.7551,6.1702,1.2696,,1.6794,1.3127,0.4458,1.581,0.5486,5.8052,0.5399,,0.632,3.5014,0.6289,,1.6842,0.9541,1.4243,1.7013,,0.9741,1.4016,0.8002,0.4524,1.1676,3.5,7.9028,,0.1819,20691839563,4396717525,4072996865,4535804000,8999233049,43422599798,6836505603,,4037317440,5060339208,4819840824,3671900400,7578646317,8226662400,7298087414,5096504241,3733102027,4418713395,5751595278,4709888936,2942985830,10451225660,5068981367,7192402585,5534507675,11068092000,5670414903,7405488392,12201015338,2662112165,7348140261,1853500000,,7348140261,89.8846,-30.0147,245.7499,434.434,33.4481,188.6679,83.202,,27.4688,73.5868,1621.356,160.5178,654.8881,-331.7973,120.8719,114.3967,261.6097,134.1769,44.3371,-178.6833,32.0782,173.6512,155.9468,12.7637,-77.3325,254.2523,135.9268,67.3581,27.439,831.2137,109.8469,64.0389,,50.3791,4.6902,6.2073,3.2685,20.5196,2.5696,6.6513,3.5184,,2.109,3.5015,88.8675,2.4213,7.4691,44.7377,1.6521,6.8702,38.6381,8.0132,1.6426,63.2563,1.8848,3.8591,5.454,3.6945,3.9125,3.8292,3.5408,1.1307,1.079,28.0512,16.8272,7.9862,,7.7174,3.2526,2.62,0.8281,29.0437,0.5796,11.0596,5.1131,,0.9759,8.4227,53.4218,1.2623,8.7724,498.1775,4.0773,19.4748,180.9849,2.7947,32.7955,100.4624,12.5559,215.9417,8.8644,124.1613,17.0623,14.1489,1.8955,4.7906,3.2974,510.5504,14.5736,11.1487,,6.6839
2017/3/1,0.2049,-0.7323,0,-0.6821,0.8143,3.5199,0,,0.3046,-1.0571,1.2712,0.8737,0.3493,0.0924,0,0,0.1627,-0.5821,-0.4753,0,3.4392,5.2562,-0.2301,0,0,-0.1996,0.3006,-0.2294,0,2.1053,-0.2591,0.0297,,0.4854,0.925,1.6323,2.392,1.1977,4.4743,11.3656,1.0347,,1.635,0.7911,0.7302,2.0601,0.6858,3.8058,0.8068,,0.8273,3.4756,0.8615,,3.4179,1.6449,0.922,1.3715,,0.914,1.6728,1.1286,0.6736,1.0296,3.3066,10.2848,,0.2803,20734240874,4364520244,4072996865,4504864000,9072516706,44951012607,6836505603,,4049616960,5006847250,4881109987,3703980175,7605121937,8234265600,7298087414,5096504241,3739175404,4392993294,5724255550,4709888936,3044199629,11000567350,5057315127,7192402585,5534507675,11046000000,5687460238,7388503327,12201015338,2718156632,7329103628,1854050000,,7329103628,90.0688,-29.7949,245.7499,431.4706,33.7204,195.3088,83.202,,27.5525,72.8089,1641.9664,161.9202,657.176,-332.1039,120.8719,114.3967,262.0353,133.3959,44.1264,-178.6833,33.1814,182.7787,155.5879,12.7637,-77.3325,253.7448,136.3354,67.2036,27.439,848.7129,109.5623,64.0579,,50.659,4.6998,6.1618,3.2685,20.3796,2.5905,6.8854,3.5184,,2.1154,3.4645,89.9972,2.4425,7.4952,44.7791,1.6521,6.8702,38.701,7.9666,1.6348,63.2563,1.9496,4.0619,5.4415,3.6945,3.9125,3.8215,3.5514,1.1281,1.079,28.6417,16.7836,7.9885,,7.7603,3.2593,2.6008,0.8281,28.8456,0.5843,11.4489,5.1131,,0.9789,8.3336,54.1009,1.2733,8.8031,498.6379,4.0773,19.4748,181.2794,2.7785,32.6396,100.4624,12.9878,227.2921,8.844,124.1613,17.0623,14.1207,1.9012,4.7796,3.2974,521.2988,14.5359,11.152,,6.721
2017/3/2,0.5112,0.1639,-1.0286,3.022,-2.9079,1.4821,-1.6848,,-0.9871,-1.3533,0.5579,-1.2658,-1.2185,-2.8163,-0.3968,0,-1.2994,-2.2248,0.1194,0,0.2558,-2.7466,-0.5767,-0.9788,0,0.7,-1.2987,-0.9195,-0.4098,2.52,0,-1.0086,,0.1449,1.4501,2.0406,1.8032,8.1046,2.0083,6.913,1.5435,,0.9945,0.829,0.6738,1.3289,0.8378,4.5422,0.8626,,0.7929,3.6327,0.8569,,2.3923,1.1303,0.8912,0.9801,,1.0674,1.8799,0.9519,0.5353,1.5328,2.7046,8.0247,,0.1899,20840244150,4371675195,4031103183,4641000000,8808695541,45617243831,6721321663,,4009643520,4939090770,4908340726,3657094350,7512457266,8002368000,7269126749,5096504241,3690588392,4295256909,5731090482,4709888936,3051985306,10698429421,5028149526,7122003864,5534507675,11123322000,5613597118,7320563067,12151011176,2786655425,7329103628,1835350000,,7329103628,90.5292,-29.8438,243.2221,444.5095,32.7399,198.2035,81.8002,,27.2805,71.8236,1651.1266,159.8706,649.1686,-322.751,120.3922,114.3967,258.6304,130.428,44.1791,-178.6833,33.2663,177.7586,154.6906,12.6388,-77.3325,255.5211,134.5648,66.5856,27.3265,870.1009,109.5623,63.4118,,50.7405,4.7238,6.1719,3.2349,20.9955,2.5152,6.9875,3.4591,,2.0945,3.4176,90.4993,2.4115,7.4038,43.518,1.6456,6.8702,38.1981,7.7893,1.6368,63.2563,1.9546,3.9504,5.4101,3.6583,3.9125,3.8483,3.5053,1.1177,1.0746,29.3635,16.7836,7.9079,,7.7728,3.2759,2.6051,0.8195,29.7173,0.5673,11.6186,5.0269,,0.9692,8.2209,54.4028,1.2572,8.6958,484.595,4.0611,19.4748,178.9238,2.7166,32.6786,100.4624,13.021,221.0494,8.793,122.946,17.0623,14.2195,1.8765,4.7356,3.2839,534.4358,14.5359,11.0395,,6.7319
2017/3/3,1.5259,-0.2455,-1.2702,0,0.4992,-2.3196,0.9073,,0.3067,1.1552,1.5719,-0.7422,-1.2335,-1.0451,-0.7968,0,0.1097,-0.2395,0.0596,0,1.4668,0.706,-0.9281,-0.2471,0,-1.291,0,1.8561,0,-1.9553,2.4026,-0.5094,,0.8683,2.4646,1.2243,1.9498,,1.4027,4.8462,1.3585,,1.1144,0.8599,0.8333,1.3878,0.6168,2.556,0.8262,,0.5673,2.7039,0.6895,,2.1525,0.6766,0.8895,0.8635,,0.7774,1.1412,1.9678,0.3785,1.184,5.1489,4.9956,,0.3806,21158253979,4360942769,3979899794,4641000000,8852665735,44559111887,6782301396,,4021943040,4996148859,4996655247,3629949925,7419792595,7918732800,7211205421,5096504241,3694637310,4284968868,5734507948,4709888936,3096752947,10773963903,4981484565,7104404184,5534507675,10979724000,5613597118,7456443588,12151011176,2732167749,7505192481,1826000000,,7505192481,91.9106,-29.7705,240.1327,444.5095,32.9033,193.606,82.5423,,27.3642,72.6534,1677.0805,158.684,641.1612,-319.3779,119.4329,114.3967,258.9142,130.1156,44.2054,-178.6833,33.7543,179.0136,153.2549,12.6076,-77.3325,252.2224,134.5648,67.8215,27.3265,853.0877,112.1946,63.0888,,51.2458,4.7959,6.1568,3.1938,20.9955,2.5278,6.8254,3.4905,,2.1009,3.4571,91.9218,2.3936,7.3125,43.0632,1.6325,6.8702,38.24,7.7707,1.6378,63.2563,1.9833,3.9782,5.3599,3.6493,3.9125,3.7986,3.5053,1.1385,1.0746,28.7894,17.1868,7.8677,,7.8502,3.3259,2.5987,0.8091,29.7173,0.5701,11.3491,5.0726,,0.9722,8.3158,55.2579,1.2479,8.5886,479.5303,4.0288,19.4748,179.1201,2.7101,32.6981,100.4624,13.212,222.61,8.7114,122.6422,17.0623,14.036,1.8765,4.8235,3.2839,523.9859,14.8851,10.9833,,6.7989
2017/3/6,0,0.3281,0.5848,0,0.8278,0.2639,1.0989,,0.9939,0,0,1.4276,1.2489,0.096,0.6024,0,0.8767,0.7203,1.1323,0,2.0113,-0.8923,0.5855,0.9909,0,2.6157,1.8219,0.3417,0.5487,0.5128,3.012,3.253,,0.9565,1.3901,1.1338,1.1899,,1.0173,3.8221,2.3575,,1.3513,0.7662,,1.3326,0.5047,2.3407,0.458,,0.4605,1.9458,1.1519,,2.1887,0.5334,0.8304,1.0161,,1.7953,1.6547,1.2591,0.4728,1.1849,5.497,10.0704,,0.3972,21158253979,4375252671,4003174062,4641000000,8925949392,44676682103,6856832180,,4061916480,4996148859,4996655247,3681771100,7512457266,7926336000,7254646417,5096504241,3727028651,4315832990,5799439802,4709888936,3159038362,10677829107,5010650166,7174802904,5534507675,11266920000,5715869131,7481921185,12217683391,2746178865,7731252496,1885400000,,7731252496,91.9106,-29.8682,241.537,444.5095,33.1757,194.1168,83.4494,,27.6362,72.6534,1677.0805,160.9493,649.1686,-319.6845,120.1524,114.3967,261.1841,131.0529,44.706,-178.6833,34.4332,177.4163,154.1522,12.7325,-77.3325,258.8197,137.0164,68.0533,27.4765,857.4625,115.574,65.1411,,51.6564,4.7959,6.177,3.2125,20.9955,2.5487,6.8434,3.5289,,2.1218,3.4571,91.9218,2.4278,7.4038,43.1045,1.6423,6.8702,38.5753,7.8266,1.6563,63.2563,2.0231,3.9427,5.3913,3.6854,3.9125,3.898,3.5691,1.1424,1.0805,28.937,17.7045,8.1236,,7.9131,3.3259,2.6072,0.8139,29.7173,0.5749,11.379,5.1283,,0.9819,8.3158,55.2579,1.2657,8.6958,479.9908,4.053,19.4748,180.6905,2.7297,33.0683,100.4624,13.4777,220.6237,8.7624,123.8575,17.0623,14.4031,1.9107,4.84,3.3019,526.673,15.3335,11.3406,,6.8534
2017/3/7,-0.6012,1.3083,0.9302,-1.3333,2.1346,-0.1754,2.1739,,0.3028,-0.4283,0,-0.067,-1.0573,1.3909,-0.1996,0,0,-0.9535,-0.7661,0,-3.2039,-1.2862,1.397,0.8177,0,-0.1961,0.5964,-0.1135,0.1364,2.9478,-2.2776,0.5251,,-0.0474,1.1448,2.2815,1.6636,3.8981,3.91,4.732,2.4216,,1.4687,0.6987,,1.0244,0.604,3.0368,0.4021,,0.3134,2.7148,1.2544,,2.8466,0.5385,1.9471,1.5468,,1.0543,1.6503,1.1271,0.3721,1.4319,3.7088,10.4309,,0.298,21031050048,4432492281,4040412890,4579120000,9116486900,44598301959,7005893750,,4074216000,4974752075,4996655247,3679303425,7433030405,8036582400,7240166085,5096504241,3727028651,4274680828,5755012744,4709888936,3057824563,10540493685,5080647607,7233468505,5534507675,11244828000,5749959802,7473428653,12234351445,2827131984,7555163643,1895300000,,7555163643,91.3581,-30.259,243.7839,438.5827,33.8839,193.7763,85.2635,,27.7199,72.3422,1677.0805,160.8415,642.3051,-324.131,119.9126,114.3967,261.1841,129.8032,44.3635,-178.6833,33.33,175.1344,156.3057,12.8366,-77.3325,258.3122,137.8336,67.976,27.514,882.7392,112.9417,65.4831,,51.7573,4.7671,6.2578,3.2424,20.7155,2.6031,6.8314,3.6056,,2.1282,3.4423,91.9218,2.4262,7.3256,43.7041,1.639,6.8702,38.5753,7.752,1.6436,63.2563,1.9583,3.892,5.4666,3.7156,3.9125,3.8903,3.5904,1.1411,1.082,29.79,17.3013,8.1663,,7.9286,3.3059,2.6413,0.8214,29.321,0.5871,11.3591,5.2398,,0.9848,8.2802,55.2579,1.2649,8.6039,486.6669,4.0449,19.4748,180.6905,2.7036,32.815,100.4624,13.0459,217.7861,8.8848,124.8702,17.0623,14.3749,1.9221,4.8345,3.3064,542.1985,14.9842,11.4001,,6.8668
2017/3/8,-1.1089,-0.565,0.2304,-1.8919,-2.09,-2.9877,-0.1934,,1.2075,0.0717,0,-0.2683,-0.2671,0.3784,0.2,0,0.3259,1.6847,-1.0689,0,1.846,0.2606,0.9185,-1.0543,0,-0.9823,-0.7905,-1.1364,-0.6812,-0.3855,0.378,0.6965,,-0.1896,1.2208,1.5345,1.8761,2.327,1.9498,4.7267,3.0691,,2.7116,0.6508,,1.1161,0.3692,2.4215,0.4598,,0.3277,2.6789,0.9724,,2.3709,0.3331,3.3219,1.0586,,0.909,1.9649,0.9406,0.451,0.6769,2.8073,15.2287,,0.1551,20797842839,4407449952,4049722597,4492488000,8925949392,43265839510,6992342698,,4123414080,4978318206,4996655247,3669432725,7413173690,8066995200,7254646417,5096504241,3739175404,4346697111,5693498356,4709888936,3114270720,10567960769,5127312568,7157203224,5534507675,11134368000,5704505574,7388503327,12151011176,2816234449,7583718592,1908500000,,7583718592,90.345,-30.088,244.3456,430.2852,33.1757,187.9868,85.0986,,28.0546,72.3941,1677.0805,160.41,640.5893,-325.3576,120.1524,114.3967,262.0353,131.9901,43.8893,-178.6833,33.9452,175.5908,157.7413,12.7013,-77.3325,255.7748,136.744,67.2036,27.3265,879.3366,113.3685,65.9392,,51.7153,4.7142,6.2224,3.2498,20.3236,2.5487,6.6273,3.5986,,2.1539,3.4448,91.9218,2.4197,7.306,43.8695,1.6423,6.8702,38.701,7.8826,1.626,63.2563,1.9945,3.9022,5.5168,3.6764,3.9125,3.8521,3.5621,1.1281,1.0746,29.6752,17.3666,8.2231,,7.9221,3.2693,2.6264,0.8233,28.7663,0.5749,11.0197,5.2296,,0.9967,8.2862,55.2579,1.2615,8.5809,488.5086,4.053,19.4748,181.2794,2.7492,32.4643,100.4624,13.2867,218.3536,8.9664,123.5536,17.0623,14.2336,1.9069,4.7796,3.2839,540.1085,15.0409,11.4795,,6.8612
2017/3/9,-0.8155,-0.5682,1.2644,-1.1708,-0.9852,-0.2717,-0.0969,,-1.4914,-1.0745,0,-1.076,-4.1964,-2.1206,-1.5968,0,0.1624,-2.6036,-3.5414,0,-0.75,-0.3899,0.3413,-1.2295,0,-1.7857,-5.4781,-2.069,-1.5089,0.387,-2.0395,-0.634,,-0.8547,1.1698,1.4032,3.7012,1.3927,1.3266,3.9195,1.5475,,1.5466,0.8753,,0.9251,0.9316,2.4029,0.763,,0.3683,2.0841,2.0642,,1.4611,0.352,2.4671,1.1126,,0.8318,5.1593,0.9811,0.8358,0.8047,1.9229,9.1975,,0.0768,20628237597,4382407622,4100925986,4439890000,8838009004,43148269294,6985567172,,4061916480,4924826248,4996655247,3629949925,7102085151,7895923200,7138803760,5096504241,3745248780,4233528666,5491867862,4709888936,3090913690,10526760142,5144811928,7069204824,5534507675,10935540000,5392007759,7235637741,11967662585,2827131984,7429045950,1896400000,,7429045950,89.6083,-29.9171,247.435,425.2474,32.8488,187.476,85.0161,,27.6362,71.6162,1677.0805,158.684,613.7074,-318.4579,118.2338,114.3967,262.4609,128.5536,42.335,-178.6833,33.6906,174.9062,158.2797,12.5451,-77.3325,251.2074,129.2531,65.8132,26.9142,882.7392,111.0563,65.5211,,51.3424,4.6758,6.1871,3.2909,20.0857,2.5236,6.6093,3.5951,,2.1218,3.4078,91.9218,2.3936,6.9994,42.9391,1.6161,6.8702,38.7638,7.6774,1.5685,63.2563,1.9795,3.887,5.5356,3.6312,3.9125,3.7833,3.3669,1.1048,1.0584,29.79,17.0124,8.171,,7.865,3.2426,2.6115,0.8337,28.4295,0.5692,10.9897,5.2246,,0.9819,8.1971,55.2579,1.2479,8.2208,478.1491,3.9883,19.4748,181.5738,2.6776,31.3146,100.4624,13.1871,217.5024,8.997,122.0345,17.0623,13.9795,1.8024,4.6807,3.2343,542.1985,14.7341,11.4067,,6.8117
