ÈÕÆÚ,000034.SZ,000158.SZ,000555.SZ,000606.SZ,000662.SZ,000938.SZ,000948.SZ,002063.SZ,002065.SZ,002072.SZ,002153.SZ,002195.SZ,002212.SZ,002230.SZ,002232.SZ,002253.SZ,002279.SZ,002280.SZ,002312.SZ,002316.SZ,002331.SZ,002362.SZ,002368.SZ,002373.SZ,002380.SZ,002401.SZ,002405.SZ,002410.SZ,002417.SZ,002421.SZ,002439.SZ,002474.SZ,002530.SZ,002537.SZ,002609.SZ,002642.SZ,002649.SZ,002657.SZ,002766.SZ,002771.SZ,002777.SZ,002920.SZ,300002.SZ,300010.SZ,300020.SZ,300033.SZ,300036.SZ,300044.SZ,300047.SZ,300074.SZ,300075.SZ,300079.SZ,300085.SZ,300096.SZ,300150.SZ,300166.SZ,300167.SZ,300168.SZ,300170.SZ,300188.SZ,300209.SZ,300212.SZ,300229.SZ,300231.SZ,300235.SZ,300245.SZ,300248.SZ,300250.SZ,300253.SZ,300264.SZ,300271.SZ,300277.SZ,300287.SZ,300288.SZ,300290.SZ,300297.SZ,300300.SZ,300311.SZ,300324.SZ,300330.SZ,300339.SZ,300344.SZ,300348.SZ,300352.SZ,300365.SZ,300366.SZ,300367.SZ,300369.SZ,300377.SZ,300378.SZ,300379.SZ,300380.SZ,300399.SZ,300419.SZ,300440.SZ,300448.SZ,300451.SZ,300454.SZ,300465.SZ,300468.SZ,300469.SZ,300496.SZ,300508.SZ,300520.SZ,300523.SZ,300525.SZ,300532.SZ,300541.SZ,300542.SZ,300550.SZ,300552.SZ,300556.SZ,300559.SZ,300561.SZ,300579.SZ,300588.SZ,300598.SZ,300605.SZ,300608.SZ,300609.SZ,300624.SZ,300634.SZ,300645.SZ,300659.SZ,300663.SZ,300674.SZ,300678.SZ,300682.SZ,300687.SZ,300730.SZ,300738.SZ,300766.SZ,300768.SZ,300773.SZ,600271.SH,600410.SH,600446.SH,600476.SH,600536.SH,600570.SH,600571.SH,600588.SH,600602.SH,600654.SH,600701.SH,600718.SH,600728.SH,600756.SH,600797.SH,600845.SH,600850.SH,601360.SH,601519.SH,603039.SH,603138.SH,603189.SH,603232.SH,603383.SH,603508.SH,603528.SH,603636.SH,603869.SH,603881.SH,603918.SH,603927.SH,603990.SH,688030.SH,688066.SH,688088.SH,688168.SH,688188.SH,900901.SH,900926.SH
2018/9/14,14.7428,5.56,11.23,5.45,5.99,29.4197,7.2009,6.0234,8.8174,7.2,33.2588,3.3642,11.2,29.3653,7.8016,13.9306,8.91,5.38,3.46,7.8402,7.4489,16.75,29.611,11.8659,11.7919,9.9251,12.3163,26.0225,7.19,3.58,18.4093,7.5213,7.77,10.3063,7.2642,8.29,7.7179,15.65,7.45,10.2059,19.6094,21.8882,3.9,7.22,7.9116,34.1594,20.854,6.5706,8.1457,3.38,12.088,3.6933,10.1661,6.39,4.6481,12.1403,5,18.17,10.0375,17.6032,11.7412,19.4148,8.977,7.2684,9.34,9.3384,5.5319,11.52,13.8802,5.15,13.018,6.4234,5.87,15.4721,4.1714,7.0132,11.027,6.5241,9.49,7.91,10.96,4.8914,16.9177,3.9039,15.2217,8.06,6.7017,9.5544,13.3992,10.7254,13.06,18.5311,9.9874,6.48,6.0773,5.027,11.3576,84.687,7.4598,14.7583,10.7384,26.6382,23.09,18.0089,41.7599,13.8859,11.7795,12.8928,10.3689,25.2908,16.3632,18.8766,21.338,10.9489,17.3341,13.7281,23.6002,10.7858,11.708,28.4736,64.0015,29.5387,15.7894,22.3473,11.2245,,21.255,15.0154,13.8552,20.0634,25.2585,,,,26.6914,7.56,9.38,14.26,27.3699,39.7953,7.2154,19.1059,5.8744,2.13,3.14,11.36,6.7201,17.9037,8.1426,17.6776,19.5747,26.6642,3.44,58.6902,15.1005,11.8889,18.2894,27.4499,33.003,6.7672,8.4629,11.9651,30.2234,11.1656,,23.3787,,,,,,0.5557,1.3545
2018/9/17,14.8609,5.51,11.1802,5.27,5.77,28.7084,7.0092,5.8445,8.4529,7.32,32.7703,3.2495,11,29.5847,7.8715,14.1289,8.72,5.15,3.37,7.7203,7.2595,16.54,29.8294,11.6166,11.8116,9.955,11.9899,25.397,6.74,3.75,17.7105,7.3714,7.84,10.2963,7.0963,8.07,7.7279,15.8,7.36,9.5786,19.2431,20.8964,3.87,7.08,7.8319,33.7316,21.3019,6.99,7.8348,3.32,11.8387,3.6933,9.9064,7.03,4.5209,12.1703,4.85,17.8306,10.0874,16.9564,11.7812,19.1663,8.6884,7.3369,9,9.0195,5.4921,11.19,14.1698,5.16,12.6393,6.5225,5.89,16.0001,4.0182,6.9535,10.9072,6.2253,9.49,7.82,10.61,4.8271,16.6198,3.8539,15.0954,7.88,6.5808,9.1762,13.1811,10.4275,12.59,18.0138,9.8876,6.4,6.127,5.1388,11.3576,80.5341,7.3405,14.1442,10.2318,26.5086,22.79,17.8291,41.1488,13.8859,11.1668,12.8629,10.4287,24.2284,15.9133,17.9805,20.7141,10.6448,16.6577,13.4184,21.8117,10.3006,11.3976,27.7389,63.2255,27.2366,15.4541,22.796,11.3378,,20.6863,14.5474,14.1472,18.8873,24.2902,,,,25.5138,7.42,9.41,14,27.9193,39.7033,7.1769,18.923,6.0431,2.24,2.98,11.33,6.5909,18.1127,7.9931,17.3807,18.9845,26.9335,3.36,57.8132,14.8447,11.2601,17.3743,26.4461,31.9393,6.6384,7.8994,11.8427,30.7025,11.0357,,23.0518,,,,,,0.5567,1.3538
2018/9/18,14.9298,5.6,11.3896,5.36,5.72,29.3485,7.1012,6.0036,8.5711,7.6,33.7274,3.326,11.17,29.6744,7.9514,14.2776,8.92,5.17,3.44,7.7203,7.3991,16.7,30.3853,11.7462,11.999,10.6319,12.203,26.9062,6.89,3.82,18.5191,7.5113,7.85,10.4056,7.2176,8.23,7.8765,16.19,7.49,9.6857,19.5789,21.1245,3.92,7.26,7.9714,34.1892,22.0684,6.9301,8.0089,3.48,12.1379,3.7532,10.0862,7.01,4.6383,12.3102,5.34,18.17,10.2072,17.5833,11.8611,19.3403,9.1362,7.5035,9.27,9.1889,5.6811,11.38,14.4095,5.29,12.6991,6.5622,5.92,16.2392,4.1115,7.0032,10.9372,6.4145,9.49,7.97,10.72,4.9343,16.9044,3.9238,15.9528,7.99,6.7231,9.6141,13.5677,10.7254,12.77,18.4117,10.1173,6.63,6.1965,5.2153,11.7236,82.5606,7.4598,14.1937,10.6854,27.027,23.18,18.0888,42.7297,13.8859,11.5423,13.1317,10.575,24.4281,16.2032,18.4684,21.4062,10.8431,16.9097,13.1386,22.0315,10.4601,11.5627,28.0963,63.9915,27.8844,15.7108,23.7832,11.5243,,21.0555,15.1249,14.4458,19.3657,24.7716,,,,26.7503,7.53,9.58,14.28,28.1691,40.3087,7.3212,20.0818,6.0332,2.25,2.83,11.47,6.7002,18.3217,8.2024,17.8299,19.132,27.4722,3.42,58.3394,15.2,11.5495,17.8842,26.8735,33.2515,6.7077,8.2157,12.0942,31.9602,11.2803,,23.3006,,,,,,0.5576,1.3605
2018/9/19,14.9298,5.58,11.4395,5.39,6.29,30.01,7.2009,6.0433,8.8667,7.46,34.0066,3.3489,11.19,30.2129,7.9814,14.3669,8.94,5.17,3.78,7.8102,7.4789,16.88,30.3754,11.7662,12.0778,10.612,12.3962,27.5813,7.25,3.89,18.6489,7.5313,7.79,10.5148,7.1336,8.32,7.9161,15.99,7.54,9.7392,19.6628,21.2832,3.9,7.35,8.1009,34.6866,23.2828,6.8602,8.1581,3.52,12.1878,3.7432,10.1861,6.91,4.7068,12.47,5.28,17.7906,10.8058,17.6331,12.1209,19.4894,9.1163,7.4839,9.33,9.3085,5.6513,11.49,14.4894,5.28,12.9283,6.5919,5.91,16.03,4.1115,7.033,11.007,6.3847,9.49,8.02,10.56,4.9628,16.7721,3.9638,16.0991,8.04,6.8227,9.6539,13.5577,10.8942,13.12,18.4714,10.297,6.64,6.1568,5.2035,12.2292,85.2561,7.4996,14.2531,10.8268,27.1367,23.33,18.1887,43.5002,13.8859,11.651,13.2612,10.5351,24.6063,16.3032,18.548,21.8151,10.8828,17.102,13.3085,23.0307,10.5133,11.7014,28.414,66.7574,28.2332,15.7998,23.7733,11.6575,,21.3848,15.1249,14.5055,19.5351,24.8712,,,,27.7512,7.65,9.78,14.39,28.1591,40.8605,7.3693,20.4935,6.0232,2.28,2.69,11.61,6.7698,18.4909,8.332,18.1268,19.3878,27.0832,3.45,58.616,15.3777,11.7392,18.0519,27.1219,33.6591,6.7573,8.3542,12.203,31.6408,11.1351,,23.3077,,,,,,0.5576,1.3748
2018/9/20,14.9298,5.51,11.3098,5.35,6.92,29.7753,7.0859,5.9837,8.8174,7.7,34.3854,3.3107,11.2,29.8539,7.8316,14.119,8.84,5.09,3.82,7.7902,7.5088,16.73,28.6878,11.5867,12.1271,10.5324,12.3296,27.2636,7.08,3.89,18.7088,7.4414,7.54,10.5049,7.0497,8.25,7.8666,15.69,7.44,9.6474,19.2126,21.432,3.89,7.31,8.0311,34.2986,23.0439,6.7503,8.0711,3.55,12.1479,3.7232,10.1661,6.93,4.697,12.4401,5.37,17.7008,10.6661,17.5435,11.9611,19.2988,9.0566,7.3859,9.4,9.0693,5.5916,11.35,14.3296,5.31,13.0081,6.5324,5.84,15.8108,4.1514,7.033,11.027,6.4843,9.49,7.99,10.63,4.9985,16.8118,3.8939,15.7468,7.72,6.7444,9.5743,13.528,10.8744,13.3,18.2724,10.357,6.65,6.117,5.1211,12.1095,84.6671,7.3902,14.055,11.0329,26.6482,22.91,17.889,43.1216,13.8859,11.6115,13.1019,10.3091,24.3211,16.1832,18.3489,21.1336,10.8035,16.9893,13.838,22.681,10.3472,11.6089,28.1956,65.5137,27.8545,15.5693,22.806,11.3311,,21.1353,14.9954,14.0609,18.8574,24.7328,,,,27.5451,7.55,9.66,14.23,27.6796,41.0214,7.2346,20.4706,5.9339,2.24,2.56,11.51,6.74,18.1923,8.2722,18.241,18.7681,27.0931,3.41,57.0845,15.0153,11.6593,17.7445,26.784,33.003,6.6582,8.1861,12.1962,31.1517,10.9746,,23.2011,,,,,,0.5567,1.3665
2018/9/21,14.9298,5.57,11.4295,5.44,6.49,30.1808,7.2239,6.0533,8.9849,7.6,34.515,3.4024,11.25,30.0134,7.9514,14.5057,8.98,5.12,3.73,7.8402,7.5686,16.89,28.9856,11.8958,12.2454,10.6319,12.4895,27.4522,7.07,3.92,18.8885,7.5313,7.65,10.6041,7.1616,8.36,8.0251,15.83,7.53,9.8387,19.762,21.7394,3.92,7.37,8.0909,34.9054,22.8149,6.7603,8.2265,3.54,12.3174,3.7432,10.2659,6.9,4.7459,12.6199,5.3,18.3697,10.6961,17.5435,12.1609,19.4894,9.1761,7.4839,9.5,9.2288,5.6811,11.54,14.9687,5.36,13.1277,6.6117,5.93,15.9603,4.1848,7.033,11.1367,6.4444,9.49,8.09,10.65,5.0699,16.825,3.9238,16.4181,7.73,6.8085,9.7534,13.637,10.9737,13.66,18.5907,10.4568,6.69,6.2561,5.18,12.2426,85.0764,7.4897,13.7678,10.9387,27.017,23.34,18.0888,42.9954,13.8859,11.7103,13.2512,10.5883,25.1696,16.3732,18.6376,21.3171,10.8431,17.1086,13.3984,22.681,10.4335,11.7674,27.7588,65.6033,28.2432,15.7265,22.427,11.3511,,21.275,15.0154,14.1605,19.1066,25.1368,,,,27.5647,7.66,9.88,14.36,28.0292,42.033,7.3308,19.8988,5.9637,2.25,2.44,11.69,6.7996,18.3217,8.3818,17.9669,19.6238,27.6518,3.47,58.4271,15.1503,11.839,18.0309,27.0723,33.7585,6.7573,8.285,12.2234,31.2415,11.2115,,23.5848,,,,,,0.5586,1.3718
2018/9/25,14.9298,5.55,11.5093,5.34,6.49,30.3373,7.1856,6.0533,8.9652,7.4,35.3924,3.3718,11.19,28.8468,7.9215,14.3768,8.92,5.11,3.72,7.6804,7.5287,16.89,29.5217,11.6764,11.9891,10.8012,12.5827,27.899,7.1,3.9,18.9185,7.5912,8.42,10.7432,7.0404,8.34,7.9458,15.5,7.52,9.7469,19.762,21.5609,3.88,7.28,7.9514,34.5473,22.8448,6.7004,8.1643,3.49,12.2277,3.7732,10.0462,6.83,4.7068,12.5999,5.27,18.2598,10.8657,17.5833,12.1309,19.3403,9.1561,7.4055,9.4,9.1092,5.6314,11.45,14.8588,5.32,13.2174,6.5721,5.85,15.8706,4.1381,6.9833,11.2066,6.4245,9.49,8.01,10.69,5.0771,16.825,3.9238,16.3516,7.58,6.9081,9.6141,13.8253,10.9439,13.7,18.7897,10.327,6.62,6.2064,5.1152,12.3024,84.3177,7.4598,13.8173,10.9269,26.7678,23.25,18.0988,43.0618,13.0582,11.6906,13.291,11.0934,25.2623,16.3132,18.6078,21.5006,10.6712,17.0423,13.1286,22.5811,10.4136,11.6155,26.6568,65.5336,28.2631,15.7632,22.9356,11.6175,,21.3948,15.5829,13.8353,19.0268,24.8878,,,,27.9769,7.61,9.79,14.4,28.9182,42.3625,7.302,20.0132,6.0232,2.24,2.48,11.8,6.7698,18.5705,8.322,18.043,19.6534,27.6717,3.43,58.6295,15.1005,11.859,18.1008,27.0226,33.7386,6.7176,8.3838,12.1554,30.982,11.3338,,23.4711,,,,,,0.5596,1.3695
2018/9/26,14.9298,5.53,11.5093,5.37,6.76,30.5151,7.2163,6.0036,8.975,7.45,35.4821,3.3642,11.22,28.8767,7.9215,14.3569,8.97,5.09,3.78,7.6804,7.5088,16.81,29.9287,11.6864,12.2553,11.0202,12.5694,27.7104,7.09,3.82,18.8785,7.5712,9.09,10.6141,7.0031,8.3,7.9458,15.41,7.54,9.7928,19.762,21.67,3.88,7.68,7.9415,34.6965,22.5959,6.6505,8.1892,3.53,12.1978,3.7133,10.0662,6.81,4.6872,12.6899,5.34,18.3697,10.9355,17.5236,12.3108,19.0917,9.1163,7.4643,9.36,9.0294,5.6214,11.52,14.6392,5.27,13.2971,6.6117,5.67,16.0798,4.1381,6.9634,11.1168,6.4345,9.49,7.98,10.7,5.0342,16.2889,3.9039,16.2918,7.58,6.8511,9.634,13.8749,10.8347,13.7,18.6106,10.5268,6.6,6.1866,5.1506,12.0895,85.306,7.4499,13.9659,10.709,26.9672,23.27,18.0588,44.098,14.0184,11.9179,13.2612,11.0004,25.1625,16.1133,18.6277,21.165,10.6911,17.0423,12.9088,22.611,10.5532,11.6023,26.6071,66.2599,28.3827,15.8051,22.6364,11.4244,,21.3149,15.4535,13.6628,19.2361,24.932,,,,27.8101,7.58,9.78,14.4,28.9682,42.3395,7.302,20.2038,6.0133,2.23,2.54,11.7,6.7499,18.5705,8.322,18.3095,19.5747,27.7016,3.46,58.2247,15.0934,11.7592,17.8353,27.0126,33.7386,6.7275,8.4135,12.3118,31.1018,11.3032,,23.4,,,,,,0.5636,1.359
2018/9/27,14.8412,5.6,11.1004,5.19,6.33,29.9176,7.0169,5.8942,8.8962,6.71,34.1461,3.2571,11.27,28.1887,7.7317,13.9108,8.79,4.99,3.63,7.5605,7.3991,16.39,29.9882,11.3872,11.9102,11.0401,12.1897,26.9359,7.12,3.79,18.2795,7.4014,8.55,10.5247,6.9005,8.04,7.7279,15.21,7.34,9.2955,19.5636,20.9857,3.76,7.38,7.1643,34.1594,22.1878,6.4508,8.0462,3.44,11.9783,3.6035,9.5669,6.68,4.6481,12.3901,5.42,19.348,10.6562,16.9266,12.091,19.4148,8.8576,7.2096,9.04,8.7703,5.3428,11.17,14.3496,5.13,13.2672,6.5225,5.43,15.4721,4.0448,6.7247,11.1168,6.2253,9.49,7.67,10.53,4.8557,16.0374,3.804,16.3649,7.31,6.7302,9.3553,13.7064,10.5367,13.58,17.9442,10.5268,6.43,6.127,5.0976,11.8766,83.1996,7.1316,13.3914,10.3261,26.3989,22.38,17.08,43.1747,13.3231,11.1767,12.8629,11.0336,25.0413,15.7734,17.881,19.047,10.3274,16.6113,11.7498,21.5619,10.706,11.2259,25.9817,66.9464,26.848,15.4017,21.5196,11.4377,,20.4667,14.7565,13.4703,18.0202,24.7218,,,,27.9572,7.35,9.5,13.7,28.7584,42.3165,7.0518,20.7299,5.8347,2.21,2.52,11.55,6.5909,18.2222,8.2423,18.1572,19.2009,26.0657,3.38,57.0643,14.5889,11.29,17.0459,25.8796,33.2217,6.4303,8.1564,12.067,30.0637,11.0663,,23.2011,,,,,,0.5596,1.3583
2018/9/28,14.6641,5.64,11.1702,5.28,6.28,29.9674,7.0859,5.8843,8.8667,6.49,33.6576,3.2877,11.4,28.4878,7.7516,14.0496,8.88,5.04,3.66,7.4806,7.4789,16.51,30.3853,11.2177,12.0482,11.2491,12.223,26.5884,6.85,4.04,18.8286,7.4314,8.69,10.5346,7.0124,8.17,7.282,15.33,7.43,9.525,19.5789,21.2733,3.79,7.74,7.0048,34.3484,22.0485,6.5606,7.8597,3.46,12.0581,3.6035,10.5256,6.67,4.6187,12.4201,5.55,20.0669,11.0353,15.8121,12.2908,19.39,9.1561,7.2194,9.09,8.8999,5.4324,11.31,14.3995,5.1,13.327,6.582,5.37,15.6713,4.0515,6.7048,11.3264,6.295,9.49,7.7,10.35,4.8843,16.2359,3.814,16.4048,7.58,6.6662,9.3354,12.3387,10.5765,14.58,18.2227,10.0673,6.5,6.1568,5.1447,11.677,82.8801,7.1416,13.5994,10.8562,26.3491,22.35,17.3596,43.3209,13.2436,12.0167,12.9924,10.8076,25.0769,15.8834,18.0104,19.5765,10.5126,16.7572,11.6799,21.9616,11.0051,10.3411,26.1703,69.6326,28.303,15.6532,21.7789,11.1712,,20.6763,15.0452,13.2779,18.6182,25.3359,,,,27.3096,7.31,9.65,13.97,29.118,42.3089,7.1384,21.2102,5.8942,2.24,2.5,11.6,6.9686,18.0829,8.2821,18.6597,19.2107,26.3749,3.4,59.3919,14.7097,11.4298,17.0599,25.9393,33.4503,6.4798,8.3542,12.1894,30.6327,11.0816,,23.4356,,,,,,0.5626,1.3665
2018/10/8,13.7783,5.5,10.7713,5.15,5.96,27.9615,6.9095,5.6358,8.4529,6.24,32.551,3.1654,11.22,26.9622,7.382,13.2365,8.28,4.76,3.46,7.0112,7.2196,15.59,29.0353,11.0283,11.6736,10.7215,11.6035,25.9133,6.63,3.86,17.7504,7.1817,8.48,10.2765,6.6581,7.88,7.074,13.94,6.98,9.1807,18.9837,20.3212,3.63,7.5,6.8454,33.3238,21.501,6.1212,7.6793,3.33,11.4797,3.4138,10.206,6.43,4.4817,11.6107,5.36,19.6775,10.3668,15.2449,11.8511,19.3154,8.6486,6.9549,8.54,8.6707,5.313,10.94,13.6006,4.85,12.6692,6.4036,5.16,14.3463,3.8849,6.466,10.8274,6.1157,9.49,7.39,9.87,4.72,14.6143,3.6143,16.0193,7.13,6.5025,8.9473,12.1108,9.9508,14.41,17.2081,9.4881,6.29,5.9085,4.9151,11.1447,74.5941,6.8034,12.5495,10.1612,24.3253,21.3,16.2509,41.8463,13.4356,11.2656,12.4946,9.8837,24.5564,15.2236,16.8456,19.4139,9.4613,15.789,10.7607,20.4828,10.7525,10.0175,25.1179,67.4737,27.3164,15.2236,19.605,10.0654,,19.3391,14.159,12.2494,17.5717,24.2625,,,,27.0152,7.08,9.23,13.32,27.3799,40.2934,6.8113,20.707,5.666,2.16,2.38,11.05,6.909,16.6398,7.9632,18.0659,17.7057,23.921,3.37,57.7457,13.6864,10.8508,16.0958,24.2696,32.1083,6.1331,8.6409,11.5028,29.3451,10.9058,,22.86,,,,,,0.5468,1.3169
2018/10/9,13.6799,5.42,10.861,4.92,6.56,27.9259,6.9402,5.6457,8.3839,6.63,31.3546,3.1577,11.18,27.0719,7.432,13.415,8.28,4.78,3.42,7.0212,7.2794,15.52,28.3603,11.0682,11.6933,11.0202,11.6901,23.5305,6.65,3.91,17.5507,7.2316,8.76,10.2169,6.7233,7.92,7.1334,14.05,7.02,9.196,18.8693,20.3411,3.59,7.39,6.9052,33.4332,21.0232,6.2211,7.3373,3.4,11.3899,3.4438,10.2759,6.46,4.5111,11.4209,5.57,19.4379,10.5963,14.8667,11.9411,19.5971,8.6784,6.9549,8.65,8.7305,5.3229,11.16,13.2611,4.86,12.3701,6.4234,5.21,14.3862,3.8516,6.3964,10.9771,6.1456,9.49,7.4,10.16,4.7914,14.8791,3.6243,15.7202,7.12,6.531,8.8776,12.1009,9.9905,14.68,17.2976,9.5779,6.26,5.8787,4.9681,10.8786,72.6773,6.8432,12.7278,10.1435,24.4449,21.3,16.3508,40.4448,13.2304,11.2854,12.4149,9.9236,23.9147,15.2136,16.975,18.4493,9.5473,15.9813,10.8606,20.8025,10.7924,10.0505,24.969,69.3441,28.1535,15.4436,19.0764,9.9788,,19.3092,14.4578,12.4617,17.8507,24.8324,,,,25.7493,7.08,9.58,13.38,26.1613,39.2742,6.8979,19.5329,5.6462,2.16,2.37,10.87,6.9686,16.8986,7.9832,17.5101,17.7254,23.921,3.38,57.7592,13.8428,10.9107,16.0748,24.5081,32.5855,6.1826,8.8287,11.4484,29.2053,10.8905,,22.8813,,,,,,0.5468,1.2922
2018/10/10,13.3847,5.39,11.0106,4.99,6.72,28.2389,6.9555,5.5861,8.3938,6.52,31.9628,3.1807,11.18,26.8226,7.402,13.3952,8.28,4.61,3.45,7.1311,7.2296,15.4,28.2114,11.1679,11.7229,10.9903,11.7301,24.573,6.72,3.87,17.411,7.2316,8.59,10.1375,6.6581,7.81,7.064,13.99,6.99,9.3414,18.9379,20.4105,3.61,7.67,6.8952,33.6222,21.1028,6.2411,7.3498,3.38,11.2702,3.4338,10.0562,6.65,4.5013,11.5108,5.64,19.5277,10.6063,14.8866,12.3708,20.0115,8.6983,6.9353,8.6,8.7803,5.3627,11.38,13.361,4.76,12.2306,6.4234,5.23,14.3563,3.8449,6.3367,10.9272,6.1954,9.49,7.42,10.26,4.8057,14.9982,3.6243,15.1087,7.14,6.6519,8.7681,12.0712,10.0302,14.64,17.1584,9.6678,6.25,5.8688,5.1447,11.2112,73.7256,6.8432,12.8565,10.4851,24.9235,21.6,16.4907,41.1688,13.1973,11.5423,12.5145,10.0299,24.756,15.2736,17.1741,18.3654,9.653,15.8752,10.9605,21.6219,10.9519,10.1363,25.0683,70.339,28.7315,15.7527,19.0366,10.0454,,19.6784,14.7067,12.4949,18.3192,25.3415,,,,25.3176,7.06,9.51,13.49,25.9715,39.052,6.9075,19.0449,5.5767,2.17,2.38,10.93,6.9488,16.9185,7.9931,16.3681,17.8533,23.901,3.37,56.2412,14.0133,10.9806,16.2495,24.846,33.1322,6.1925,8.8485,11.3464,29.2552,10.8523,,22.8671,,,,,,0.5409,1.2681
2018/10/11,12.3808,4.85,9.9135,5.49,6.48,25.5928,6.2577,5.0295,7.5564,5.92,28.7625,2.8978,10.3,24.1404,6.6728,12.1261,7.45,4.15,3.11,6.4219,6.5116,13.86,25.7099,10.2206,10.5496,10.3034,10.5578,22.4284,6.06,3.75,16.223,6.5124,7.73,9.929,5.996,7.03,6.3606,12.59,6.34,8.408,17.0457,18.3674,3.25,6.96,6.2077,30.3992,19.0622,5.6919,6.6223,3.04,10.1432,3.0944,9.0476,6.55,4.0707,10.4017,5.09,18.0702,9.5486,13.7124,12.3708,18.0145,8.6983,6.2398,7.74,8.571,4.8255,10.24,12.0229,4.28,11.7222,5.7791,4.71,12.9216,3.4584,5.8294,10.2785,5.5779,9.49,6.68,9.26,4.3273,13.4957,3.3248,13.5998,6.43,6.0614,7.952,11.0801,9.0272,13.82,15.6266,8.719,5.63,5.3326,4.8739,10.7788,69.4827,6.1569,11.5689,9.7017,22.4411,19.44,14.8426,38.4454,11.9921,10.3861,11.26,9.0263,23.5297,13.7443,15.4617,17.039,8.6877,14.2903,9.8615,19.5536,10.613,9.2779,22.5664,63.4145,25.8613,15.166,17.1319,9.0396,,17.7125,13.3326,11.2474,16.4853,22.8073,,,,23.669,6.35,8.56,12.14,23.3743,36.0173,6.2149,17.1389,5.0309,2.06,2.26,9.84,6.2628,15.3361,7.1958,14.914,16.0729,21.6965,3.34,52.0649,13.125,9.8825,14.6287,22.3614,30.5377,5.5782,8.1367,10.3335,26.3307,9.7823,,20.579,,,,,,0.5025,1.1975
2018/10/12,12.3218,4.48,9.9734,6.04,7.13,25.2514,6.3344,4.8406,6.9061,6.08,29.3009,2.9131,10.53,23.0435,6.5529,11.9972,7.12,3.93,2.98,5.7827,6.4617,13.07,26.1566,10.3502,10.3524,9.9849,10.0315,23.5603,5.9,3.77,16.4226,6.1828,7.49,10.1276,5.5111,6.6,6.212,12.54,6.06,8.2856,16.1835,17.7823,3.07,7.01,6.0682,29.7228,19.7291,5.6519,6.8461,2.93,10.0235,2.9646,8.5982,6.68,4.1001,10.5915,5.07,18.749,9.7582,14.0209,12.3708,17.8984,8.6983,6.0733,7.65,8.6408,4.5966,10.56,12.2326,4.12,11.9216,5.5511,4.58,12.563,3.2319,5.6603,10.2586,5.4484,9.49,6.48,9.06,4.2844,13.6347,3.3347,13.5732,6.21,6.1468,8.0316,11.427,8.9875,14.37,15.3182,8.5193,5.39,5.1141,4.8798,11.2711,70.3413,5.9181,11.0737,9.9962,22.0922,18.82,14.3731,41.5806,11.9192,10.2379,11.1904,9.0396,23.879,13.5943,15.0634,18.7429,8.615,13.8593,9.5817,19.6735,11.1513,9.3835,21.6133,59.9523,25.1039,15.6898,16.4538,9.1461,,17.3234,13.4222,11.8911,16.565,22.4643,,,,24.0419,5.82,8.31,11.61,23.724,36.3238,6.0224,17.2838,4.9714,1.99,2.15,9.75,6.1535,15.356,7.0264,14.5562,16.0925,21.3573,3.37,53.4952,13.1819,9.5032,14.6427,22.441,30.5675,5.3305,8.3739,10.2315,25.103,9.5683,,20.4582,,,,,,0.5025,1.217
2018/10/15,12.3119,4.47,9.8338,6.64,7.17,24.4761,6.319,4.781,6.8372,6.16,29.0616,2.8519,9.91,22.4951,6.5829,11.9377,7,3.94,2.89,5.7628,6.362,12.71,25.3128,10.7291,10.2341,9.9849,9.7051,23.4113,5.87,3.83,17.2812,6.2228,7.5,10.3659,5.4915,6.45,6.1427,12.45,6.14,8.255,16.2521,17.3063,3,7.71,5.9686,28.8872,19.7192,5.6319,6.8461,2.87,9.8141,2.9546,8.1988,6.5,3.9631,10.4117,4.81,18.3697,9.848,13.0457,12.3708,16.9124,8.6983,5.9753,7.73,8.6308,4.5369,10.72,12.0628,4.27,12.111,5.5511,4.19,12.2143,3.3585,5.5011,10.1588,5.4683,9.49,6.47,9.52,4.213,13.6347,3.2249,13.6397,6.24,6.1255,7.8823,11.427,8.9378,14,15.3381,8.5592,5.25,5.0346,4.8857,11.2578,71.3496,5.938,12.183,10.3202,21.8629,18.75,14.463,41.647,11.6345,9.2102,11.1406,9.0861,24.9557,13.9042,15.2725,17.8201,9.4745,13.6471,9.6716,19.6435,11.2443,9.3637,21.4446,59.2956,24.8149,15.5746,16.8028,9.0662,,17.3832,13.4123,12.0901,16.6049,22.1544,,,,23.4629,5.48,8.18,11.72,23.2944,36.2932,5.9455,17.1694,4.9317,1.96,2.04,9.59,6.0839,14.9281,6.7772,14.2136,15.7286,21.2077,3.36,52.0109,12.7129,9.4732,14.7196,22.5006,30.2693,5.4395,8.1268,10.0819,23.8254,9.2627,,20.6003,,,,,,0.5025,1.2223
