ÈÕÆÚ,000975.SZ,002155.SZ,002237.SZ,600311.SH,600385.SH,600489.SH,600547.SH,600687.SH,600766.SH,600988.SH,601069.SH,601899.SH
2019/4/26,9.9688,8.0042,10.05,3.81,9.11,8.033,21.0343,3.08,8.42,4.08,13.7105,3.237
2019/4/29,9.8703,7.6159,9.66,3.52,8.65,7.7536,20.2573,2.93,7.6,3.9,13.1209,3.2175
2019/4/30,10.0279,7.7852,10.21,3.59,8.57,7.9232,20.7919,2.93,7.79,4.16,13.5206,3.2273
2019/5/6,9.4172,7.5661,9.66,3.51,8.14,7.9033,20.9701,2.78,8.11,4.13,14.1202,3.0912
2019/5/7,9.102,7.4865,9.44,3.45,8.2,7.8633,20.7064,2.64,8.08,4.12,13.9903,3.1203
2019/5/8,9.368,7.9245,10.02,3.8,8.55,8.2425,21.8754,2.77,8.89,4.53,15.1095,3.1884
2019/5/9,9.1315,7.7852,9.81,3.9,8.31,8.1627,21.6615,2.76,8.79,4.71,14.7697,3.1106
2019/5/10,9.2793,7.9245,10.04,3.94,8.45,8.2625,21.8112,2.81,9.01,4.83,14.8797,3.1592
2019/5/13,9.299,7.8748,10.21,3.87,8.37,8.2425,21.9823,2.67,8.94,4.92,14.6898,3.1106
2019/5/14,9.8999,8.0739,10.35,4.02,8.3,8.3423,22.6523,2.59,9.19,5.08,14.8996,3.1592
2019/5/15,9.9787,7.9743,10.47,3.96,8.33,8.2326,22.4884,2.58,9.04,5.07,14.7098,3.1689
2019/5/16,10.1954,8.1137,10.89,4.11,8.37,8.3224,22.7521,2.66,9.08,5.33,14.9596,3.2175
2019/5/17,9.7521,7.825,10.45,3.88,8.2,8.0629,22.0464,2.53,8.54,5.01,14.2301,3.1203
2019/5/20,9.565,7.5661,9.89,3.6,8.02,7.8434,21.1768,2.4,7.98,4.77,13.5905,3.1009
2019/5/21,9.6044,7.6856,10.06,3.63,8.01,7.9132,21.241,2.28,8.16,4.79,13.7404,3.1495
2019/5/22,9.5354,7.6358,10.06,3.66,7.97,7.8933,21.3265,2.17,8.28,4.96,13.9103,3.1398
2019/5/23,9.2005,7.4566,9.8,3.45,7.75,7.7835,20.9274,2.06,7.9,4.77,13.5206,3.1009
2019/5/24,9.3187,7.4865,9.81,3.46,7.75,7.8134,21.0272,1.96,7.94,4.81,13.5406,3.1106
2019/5/27,9.496,7.596,9.92,3.52,7.87,7.8833,21.2481,1.93,8.05,4.87,13.6505,3.1301
2019/5/28,9.4172,7.5861,9.96,3.56,7.96,7.9332,21.3479,1.95,8.07,4.9,13.7804,3.1398
2019/5/29,9.5256,7.815,10.18,3.63,7.94,8.023,21.7186,1.94,8.39,5.16,13.9603,3.1398
2019/5/30,9.5847,7.9445,9.93,3.51,7.88,7.8833,21.3764,1.85,8.12,5.02,13.6205,3.1203
2019/5/31,10.3136,8.1734,10.5,3.6,7.95,8.0829,22.1605,1.86,8.3,5.14,13.8803,3.1592
2019/6/3,10.5303,8.2531,11.25,3.96,7.85,8.3323,23.0158,1.87,8.58,5.42,14.2301,3.2467
2019/6/4,10.8554,8.2531,11.14,4.23,7.81,8.3723,23.2867,1.82,8.6,5.58,14.1502,3.2175
2019/6/5,11.939,8.5916,12.14,4.37,7.83,8.6417,23.8498,1.74,8.65,5.74,14.38,3.2661
2019/6/6,12.4611,8.4323,11.67,4.26,7.72,8.4521,23.5005,1.65,8.89,5.54,14.1,3.2078
2019/6/10,12.5399,8.4621,11.58,4.23,7.73,8.4022,23.3793,1.59,8.79,5.39,13.87,3.1592
2019/6/11,12.8058,8.5517,11.61,4.26,7.86,8.4521,23.4007,1.67,8.84,5.43,13.95,3.2273
2019/6/12,13.4855,9.2188,12.31,4.69,7.9,8.8413,24.477,1.75,9.28,5.75,14.6,3.3245
2019/6/13,13.19,9.1092,12.15,4.89,7.94,8.8014,24.5198,1.84,9.23,5.67,14.72,3.305
2019/6/14,13.35,9.2884,12.51,5.28,7.83,8.981,25.2967,1.91,9.75,5.87,15.05,3.3828
2019/6/17,12.65,8.94,12.06,4.97,7.85,8.6716,24.8619,1.81,9.38,5.66,14.53,3.3342
2019/6/18,12.85,9.11,12.55,5.1,7.8,8.9011,25.6745,1.83,9.49,5.73,14.98,3.3731
2019/6/19,12.7,8.89,12.4,4.98,7.86,8.7415,25.3039,1.82,9.33,5.59,14.71,3.3731
2019/6/20,13.6,9.13,12.59,5.11,7.86,8.981,26.5584,1.79,9.38,5.63,14.92,3.5286
2019/6/21,13.89,9.71,13.53,5.06,8.09,9.3302,28.0124,1.88,9.5,5.71,15.26,3.6258
2019/6/24,13.87,9.99,14.88,5.12,7.98,9.4699,28.8321,1.87,9.54,5.77,15.38,3.6453
2019/6/25,14.35,10.94,16.37,5.48,8.2,10.368,31.7189,1.96,10.49,6.35,16.68,3.8105
2019/6/26,12.92,10.29,16.59,4.93,8.15,9.5997,29.2242,2.06,10.63,6.04,15.4,3.5675
2019/6/27,13.23,10.11,17.46,4.84,8.15,9.7693,29.1529,2.14,10.18,6.1,15.42,3.6258
2019/6/28,13.19,10.07,16.71,4.79,8,10.2483,29.3454,2.25,10.21,6.12,15.4,3.6647
2019/7/1,12.98,9.68,17,4.63,8.11,10.1585,28.3403,2.14,9.85,5.92,14.98,3.6355
2019/7/2,13.14,9.77,16.85,4.68,8.1,10.1285,29.2741,2.22,9.83,5.99,15.05,3.6744
2019/7/3,13.46,10.07,17.8,4.74,8.03,10.2583,30.272,2.15,9.95,6.1,15.23,3.723
2019/7/4,12.93,9.74,17.53,4.54,7.99,9.889,29.3382,2.11,9.66,5.9,14.95,3.6161
2019/7/5,13.07,9.94,19.28,4.61,8.02,10.0288,29.8372,2.1,9.62,5.91,15,3.655
2019/7/8,12.46,9.59,18.78,4.41,7.81,9.7194,28.9818,2,9.09,5.67,14.42,3.5966
2019/7/9,12.81,9.48,17,4.3,7.74,9.4999,28.5043,1.91,8.78,5.48,14.28,3.548
2019/7/10,12.56,9.25,16.1,4.2,7.62,9.2504,27.7273,2.01,8.62,5.31,14.01,3.48
2019/7/11,13.82,9.7,17.48,4.47,7.66,9.6695,29.5093,2.11,9.09,5.53,14.5,3.58
2019/7/12,14.2,9.47,16.47,4.32,7.63,9.46,28.989,2.07,8.8,5.38,14.21,3.52
2019/7/15,14.21,9.46,16.79,4.32,7.69,9.4899,29.1885,2.12,8.88,5.47,14.36,3.55
2019/7/16,14.11,9.47,16.71,4.34,7.7,9.44,29.1386,2.11,8.89,5.51,14.39,3.57
2019/7/17,13.95,9.24,16.13,4.29,7.66,9.2404,28.3403,2.04,8.77,5.42,14.22,3.52
2019/7/18,14.18,9.24,15.31,4.28,7.67,9.2304,28.547,2.02,8.78,5.45,14.21,3.53
2019/7/19,15.58,9.65,15.82,4.32,7.72,9.5897,30.108,2.02,8.94,5.55,14.4,3.67
2019/7/22,14.68,9.41,15.18,3.98,7.52,9.3602,29.438,1.92,8.31,5.32,13.89,3.61
2019/7/23,14.46,9.27,15.31,4.02,7.62,9.3203,29.3168,1.92,8.4,5.26,13.86,3.61
2019/7/24,14.89,9.39,15.53,4.12,7.69,9.44,29.7588,1.94,8.72,5.38,14.1,3.64
2019/7/25,14.8,9.33,15.28,4.07,7.63,9.35,29.5449,1.93,8.74,5.37,14.07,3.61
2019/7/26,14.23,9.23,15.05,4.04,7.64,9.28,29.1101,2.03,8.56,5.31,14.01,3.58
2019/7/29,14.22,9.26,15.1,4.07,7.59,9.29,29.1885,2.02,8.69,5.32,14.11,3.57
2019/7/30,15.05,9.47,15.77,4.23,7.61,9.43,29.8799,2.1,9.26,5.48,14.38,3.63
2019/7/31,15.16,9.31,15.55,4.22,7.59,9.37,30.0296,2.1,9.4,5.63,14.33,3.66
2019/8/1,14.1,8.75,14.4,4.01,7.51,8.83,28.5827,2.02,8.81,5.34,13.89,3.58
2019/8/2,14.64,8.9,14.68,4.05,7.36,9.02,29.1885,2.08,8.94,5.51,14.03,3.58
2019/8/5,16.1,9.62,16.15,4.46,7.33,9.8,32.111,2.13,9.55,6,14.94,3.79
2019/8/6,15.3,9.46,16.64,4.47,6.97,9.67,32.2108,2.05,9.26,5.91,14.53,3.69
2019/8/7,15.52,9.77,17.4,4.53,6.98,10.22,33.4225,2.03,9.31,6,14.69,3.78
2019/8/8,15.6,9.76,17.46,4.45,7.02,10.11,32.838,2.03,9.18,5.96,14.66,3.8
2019/8/9,15.54,9.61,17.52,4.38,7.02,9.94,32.8594,1.99,9.01,5.87,14.6,3.73
2019/8/12,15.26,9.56,17.11,4.31,7.02,9.94,32.8523,2.03,8.78,5.78,14.31,3.71
2019/8/13,15.78,10.1,18.62,4.56,7.02,10.45,35.6107,2.13,9.14,6.02,14.9,3.83
2019/8/14,15.04,9.7,17.84,4.42,6.97,10.06,34.8124,2.1,8.83,5.82,14.44,3.72
2019/8/15,15.15,9.7,17.88,4.37,6.88,10.12,36.0598,2.15,8.78,5.82,14.44,3.71
2019/8/16,15.22,9.75,17.9,4.4,6.9,10.09,36.5302,2.14,8.83,5.82,14.54,3.71
2019/8/19,15.18,9.64,17.43,4.36,7,9.9,35.96,2.12,8.84,5.8,14.45,3.68
2019/8/20,15.19,9.7,17.64,4.49,7.05,9.84,37.6,2.1,9.03,5.89,14.84,3.7
2019/8/21,14.85,9.54,17.08,4.42,7.14,9.64,37,2.12,9.02,5.81,15.25,3.66
2019/8/22,14.65,9.41,16.6,4.42,7.14,9.57,36.36,2.09,8.94,5.76,15.4,3.62
2019/8/23,14.58,9.45,16.43,4.53,7.13,9.58,36.39,2.06,9.01,5.76,16.05,3.63
2019/8/26,15.65,9.71,16.99,4.55,7.04,9.83,38.1,2.04,9.08,5.89,16.41,3.69
2019/8/27,15.68,9.85,16.89,4.61,7.13,9.87,39.2,2.07,9.09,5.92,17.35,3.69
2019/8/28,15.8,9.85,15.51,4.54,7.14,9.76,39.3,2.05,8.99,5.88,17.25,3.64
2019/8/29,16.95,10.23,15.78,4.61,7.13,9.99,40.4,2.08,9.15,6.01,18.26,3.7
2019/8/30,16.71,10,15.25,4.42,7.18,9.78,39.88,2.04,9.01,5.88,17.97,3.66
2019/9/2,16.5,9.94,15.26,4.41,7.28,9.74,39.54,2.05,8.95,5.83,18.31,3.62
2019/9/3,16.7,9.91,15.8,4.4,7.33,9.74,39.45,2.04,8.97,5.82,18.12,3.57
2019/9/4,16.9,9.94,15.85,4.41,7.36,9.78,39.84,2.04,9.18,5.83,17.77,3.59
2019/9/5,17,10,15.92,4.46,7.56,9.82,40,2.03,9.39,5.85,17.99,3.63
2019/9/6,15.94,9.62,15.27,4.29,7.67,9.51,38,2.01,9.16,5.63,16.94,3.54
2019/9/9,16.13,9.7,15.5,4.33,7.98,9.55,38.24,2.02,9.28,5.64,17.33,3.55
2019/9/10,15.9,9.62,15.69,4.33,7.84,9.48,37.49,2.04,9.24,5.59,17.34,3.54
2019/9/11,15.9,9.63,15.5,4.35,7.93,9.54,37.65,2.04,9.53,5.54,16.98,3.56
2019/9/12,15.9,9.51,15.33,4.29,8.01,9.48,37.29,2.03,9.49,5.46,16.22,3.55
2019/9/16,15.9,9.64,15.95,4.39,7.92,9.59,38.19,2.08,10.2,5.62,16.41,3.58
2019/9/17,15.9,9.31,15.42,4.26,7.64,9.32,37.33,2.06,9.96,5.48,15.78,3.49
2019/9/18,15.9,9.24,15.22,4.17,7.67,9.25,36.81,2.03,10.04,5.42,15.86,3.48
2019/9/19,15.9,9.26,15.1,4.1,7.77,9.32,36.55,2.01,9.82,5.43,15.95,3.47
2019/9/20,15.9,9.41,15.7,4.13,7.8,9.43,37.49,2.11,9.84,5.46,16.29,3.5
2019/9/23,15.9,9.33,15.62,4.08,7.69,9.37,37.63,2.11,9.29,5.4,15.85,3.45
2019/9/24,15.9,9.36,15.52,4.05,7.65,9.37,37.71,2.07,9.16,5.41,16.09,3.44
2019/9/25,15.9,9.2,15.05,3.94,7.59,9.27,37.32,2.07,8.89,5.33,15.65,3.41
2019/9/26,14.31,8.73,13.55,3.7,7.39,8.82,34.18,2.04,8.39,4.96,14.83,3.31
2019/9/27,13.44,8.57,13.18,3.66,7.48,8.7,34.05,2.05,8.31,4.89,14.85,3.29
2019/9/30,13.04,8.53,13.15,3.63,7.69,8.68,33.89,2.04,8.43,4.86,14.89,3.27
