ÈÕÆÚ,000975.SZ,002155.SZ,002237.SZ,600311.SH,600385.SH,600489.SH,600547.SH,600687.SH,600766.SH,600988.SH,601069.SH,601899.SH
2014/12/29,10.6656,9.8106,8.0428,6.4,12.58,9.724,14.0572,8.9137,11.55,4.8787,,3.0256
2014/12/30,10.2403,9.8106,7.7527,6.24,12.06,9.483,13.5509,8.7122,11.55,4.7186,,2.9538
2014/12/31,10.3213,10.0878,7.969,6.33,11.95,9.8445,13.9587,8.851,11.55,4.8137,,3.0346
2015/1/5,10.8681,10.9095,8.4016,6.65,11.66,10.79,14.9784,8.9092,11.55,5.0789,,3.277
2015/1/6,10.9288,10.7511,8.3181,6.58,12.04,10.7993,15.1472,8.7122,11.55,5.0839,,3.3667
2015/1/7,10.9288,11.2362,8.7015,6.82,12.38,11.5131,16.6591,8.5466,11.55,5.4441,,3.5732
2015/1/8,10.6183,10.8897,8.5196,6.72,12.2,10.9569,16.216,8.1034,11.55,5.4441,,3.4116
2015/1/9,10.3146,10.5927,8.4508,6.62,12.79,10.7622,15.8926,7.9243,11.55,5.4441,,3.3578
2015/1/12,10.1931,10.563,8.5835,6.82,12.45,11.031,16.1035,8.2332,11.55,5.4441,,3.3757
2015/1/13,10.139,10.4442,8.5098,6.78,12.35,10.9476,15.7097,8.3451,11.55,5.4441,,3.3398
2015/1/14,9.6868,10.1076,8.264,6.57,12.38,10.6602,15.1472,8.3138,11.55,5.4441,,3.2231
2015/1/15,9.653,10.2858,8.3132,6.69,12.28,10.7715,15.4284,8.2959,11.55,5.4441,,3.259
2015/1/16,10.5171,10.6917,8.618,6.79,12.33,11.3462,16.5254,8.4436,11.55,5.6293,,3.3847
2015/1/19,10.2741,10.2858,8.618,6.5,11.96,11.2257,16.9896,8.6272,11.55,5.4191,,3.2321
2015/1/20,10.6656,10.5036,8.618,6.66,12.19,11.4018,17.5662,8.6361,11.55,5.4742,,3.268
2015/1/21,11.3406,10.9788,8.618,6.91,12.58,11.8931,19.0078,8.9764,11.55,5.6343,,3.3847
2015/1/22,11.6781,11.5629,8.618,7.23,12.76,12.3103,20.0978,8.8689,11.55,5.8545,5.1106,3.5194
2015/1/23,11.2056,11.3649,8.618,7.1,12.66,12.1063,19.8868,8.7301,11.55,5.7344,5.6177,3.4475
2015/1/26,11.2056,11.5233,8.618,7.21,12.75,12.1805,20.1118,8.7301,11.55,5.7194,6.1844,3.4745
2015/1/27,11.2394,11.1966,8.618,7.08,12.8,11.8931,19.493,8.7301,11.55,5.5893,6.8009,3.4027
2015/1/28,10.9153,11.1273,8.618,7.09,12.78,11.7633,19.1484,8.7301,11.55,5.5292,7.477,3.3578
2015/1/29,10.8343,10.9095,8.618,6.85,12.61,11.3926,18.4171,8.7301,11.55,5.4091,8.2227,3.277
2015/1/30,11.1246,10.6521,8.618,6.68,12.67,11.1052,18.0373,8.7301,11.55,5.3841,9.048,3.2231
2015/2/2,10.7061,10.6224,8.4557,6.77,12.42,11.1145,18.6632,8.7301,11.55,5.4241,9.9528,3.2141
2015/2/3,10.8006,10.7709,8.9031,6.82,12.48,11.1237,18.6913,8.7301,11.55,5.4542,10.947,3.259
2015/2/4,10.7263,10.5135,8.6966,6.7,12.41,10.9569,18.3819,8.7301,11.55,5.3391,12.0407,3.1782
2015/2/5,10.4023,10.2858,8.5688,6.6,12.23,10.7344,18.0303,8.7301,11.55,5.299,13.2438,3.1333
2015/2/6,10.3011,10.068,9.0457,6.37,11.86,10.41,17.1865,8.7301,11.55,5.1139,14.5662,2.9986
2015/2/9,10.5103,10.0482,9.1981,6.24,11.82,10.1968,16.652,8.7301,11.55,5.0388,16.0278,2.9717
2015/2/10,10.5778,10.1175,8.9277,6.38,11.59,10.447,16.8981,8.7301,11.55,5.0689,14.9341,3.0256
2015/2/11,10.5981,10.1571,8.9965,6.42,11.77,10.4841,16.9825,8.7301,11.55,5.244,16.4255,3.0346
2015/2/12,10.9018,10.0284,8.7359,6.37,11.93,10.3636,16.7645,8.7301,11.55,5.1839,16.7139,3.0256
2015/2/13,11.7794,10.3056,8.8588,6.44,12.23,10.4748,17.1865,8.7301,11.55,5.279,16.5846,3.0884
2015/2/16,11.9481,10.4046,8.8048,6.53,12.33,10.4748,17.2216,8.7301,11.55,5.294,15.7693,3.1064
2015/2/17,12.1507,10.3452,8.8392,6.55,12.6,10.5861,17.2708,8.7301,11.55,5.3391,15.4213,3.1333
2015/2/25,11.8671,10.1373,8.6278,6.49,12.5,10.3173,16.87,8.7301,11.55,5.1839,14.6855,3.0705
2015/2/26,12.0359,10.4046,8.8293,6.6,12.56,10.651,17.6014,8.7301,11.55,5.304,15.0037,3.1602
2015/2/27,12.8662,10.464,9.144,6.66,12.8,10.7159,18.0162,8.7301,11.55,5.3591,15.1528,3.1872
2015/3/2,13.0012,10.7115,9.2374,6.77,13.12,11.0125,18.4241,8.7301,11.55,5.5042,15.2026,3.268
2015/3/3,12.7987,10.662,9.0112,6.64,13.14,10.7251,17.7139,8.7301,11.55,5.5592,14.7551,3.1872
2015/3/4,13.3387,10.6323,9.1636,6.69,13.22,10.7807,17.749,8.7301,11.55,5.5943,14.7949,3.1782
2015/3/5,13.0147,10.4145,9.2275,6.66,13.29,10.5305,17.299,8.7301,11.55,5.5893,14.6358,3.1064
2015/3/6,12.8594,10.6323,9.1981,6.71,13.8,10.6046,17.3904,8.7301,11.55,5.7143,14.7949,3.1423
2015/3/9,11.6444,10.4838,9.7437,6.66,13.91,10.4748,17.0669,9.6031,11.55,5.6293,14.1685,3.1333
2015/3/10,11.9211,10.4244,9.5864,6.77,13.93,10.4007,16.9052,10.5657,11.55,5.5893,14.1088,3.1154
2015/3/11,11.5836,10.4442,9.4832,6.9,13.63,10.3265,16.7575,11.6223,11.55,5.5492,13.7907,3.0974
2015/3/12,11.3811,10.7907,9.3898,6.86,13.71,10.5212,17.1865,11.1388,11.55,5.5242,14.0591,3.1243
2015/3/13,11.8941,10.761,9.6503,6.85,14.4,10.5583,17.1302,11.1925,11.55,5.5392,14.0492,3.1423
2015/3/16,12.6502,11.1174,9.788,7,14.56,10.7993,17.524,11.6715,12.1,5.6893,14.5066,3.2051
2015/3/17,12.4612,11.157,9.8224,7.05,14.76,10.9198,17.7631,11.7924,12.02,5.7744,14.5662,3.2949
2015/3/18,12.3532,11.2659,10.1174,7.28,14.82,11.2257,18.1006,11.9804,12.15,5.8344,14.7551,3.4655
2015/3/19,12.2047,11.3649,10.2845,7.7,15.56,11.5779,18.8179,12.446,12.3,6.4199,16.2267,3.5104
2015/3/20,12.1372,11.2659,10.2255,7.63,16.34,11.4018,18.5226,12.3117,12.05,6.4299,15.7594,3.4835
2015/3/23,12.3937,11.5431,10.668,7.83,17.16,11.6243,18.9093,12.446,12.22,6.51,15.9483,3.5912
2015/3/24,12.1372,11.8698,11.0416,8,17.16,12.0414,19.7461,12.1774,13.44,6.7401,16.336,3.9503
2015/3/25,11.7726,11.553,11.0367,7.75,16.73,11.6892,19.0711,11.6581,13.08,6.62,15.988,4.058
2015/3/26,11.8469,11.6025,11.0662,8.13,16.19,11.819,19.4578,11.5865,13.17,6.6801,16.0775,3.9593
2015/3/27,12.0224,11.7213,11.3956,8.07,16.91,11.958,19.493,11.582,12.87,6.63,16.0576,3.9772
2015/3/30,12.0832,11.6718,11.4054,8.05,17.76,11.9024,19.2117,11.6178,12.78,6.505,15.7295,3.9952
2015/3/31,12.0427,11.4837,11.0908,7.9,18.24,11.6521,18.846,11.9894,12.97,6.4349,15.5506,3.8785
2015/4/1,12.5422,11.5728,11.7348,8,17.73,11.7448,19.0218,12.5221,13.04,6.4949,15.7395,3.9144
2015/4/2,12.7514,11.8302,12.8556,8.17,17.26,11.9951,19.3594,12.5356,13.07,6.6901,15.9284,3.9862
2015/4/3,12.5219,12.0579,13.3964,8.13,17.18,11.9765,19.1344,13.6011,13.05,6.635,15.8389,4.0042
2015/4/7,12.7919,12.5033,14.0847,8.56,16.89,12.3751,19.936,13.3996,13.34,6.9003,17.0121,4.094
2015/4/8,12.2249,12.2162,13.775,8.36,17.22,12.0878,19.5352,13.3907,12.82,6.6901,16.4056,4.0132
2015/4/9,11.7254,11.8599,14.8958,8.11,16.8,11.6985,18.8812,12.5132,12.36,6.3849,15.9085,3.8875
2015/4/10,11.9144,12.0875,16.3854,8.21,17.22,11.8375,19.0851,13.422,12.52,6.4849,16.8033,3.9324
2015/4/13,12.0967,12.4439,16.4887,8.49,17.34,11.9765,19.3313,14.586,12.87,6.6851,16.8033,4.0132
2015/4/14,11.9076,12.3548,15.0236,8.88,16.85,12.0971,19.3102,14.5457,12.91,7.0053,16.7437,4.1478
2015/4/15,11.7524,12.3647,14.3846,8.6,16.23,12.199,19.704,13.7802,12.98,7.7059,18.1456,4.1299
2015/4/16,11.9009,13.0577,13.8401,8.9,16.42,12.6903,20.597,14.0936,13.78,8.1912,18.9411,4.3633
2015/4/17,12.4544,13.0181,13.8797,8.9,17.24,12.8664,20.6181,13.919,13.79,7.9861,20.8401,4.489
2015/4/20,12.3464,12.6914,13.6619,8.74,17.33,12.783,20.801,13.1444,13.85,7.6308,22.8287,4.6685
2015/4/21,12.7784,13.028,14.048,8.87,18.2,12.8572,20.7588,13.628,14.26,7.9611,22.3216,4.7045
2015/4/22,12.8932,13.3745,14.9785,9.04,18.82,13.1631,21.0963,14.1786,14.34,7.9961,22.3216,4.7045
2015/4/23,13.7032,13.6121,14.9785,9.17,19.7,13.1631,21.5042,14.2637,14.15,8.0811,21.6654,4.7045
2015/4/24,13.2982,13.5725,14.6321,9.02,19.8,13.1631,21.1104,14.7651,13.99,7.846,20.9296,4.7045
2015/4/27,14.1825,13.8893,14.4143,9.24,18.81,13.7471,21.68,14.8367,14.06,8.0611,21.2677,4.7045
2015/4/28,14.3783,13.4735,14.0084,9.07,17.87,13.9139,21.8628,14.0443,13.69,8.8667,22.3017,4.7045
2015/4/29,15.1816,14.8199,15.4141,9.98,18.48,15.3044,24.0498,14.5547,14.55,9.7524,24.5289,4.7045
2015/4/30,14.9521,14.0378,14.7707,9.42,18.74,14.9521,22.8051,14.6711,13.82,9.257,22.7491,4.7045
2015/5/4,14.277,13.6418,14.2757,9.21,18.74,14.5257,21.5886,14.295,13.6,8.9618,21.7449,4.7045
2015/5/5,13.3995,12.8993,13.751,8.78,17.34,13.5617,20.8432,13.8115,12.89,8.7717,20.5021,4.7045
2015/5/6,13.116,12.4538,13.4342,8.49,17.03,13.1538,20.0978,13.8294,12.65,8.4264,19.7166,4.7045
2015/5/7,12.5219,12.2756,12.9491,8.33,16.89,13.2002,20.2032,13.7578,12.69,8.2112,18.951,4.7045
2015/5/8,13.3412,12.632,13.3748,8.61,17.09,13.3948,20.372,14.877,12.94,8.3764,19.7365,4.7045
2015/5/11,13.6621,12.9587,13.9094,8.93,17.67,13.7378,20.801,16.2828,13.25,8.7767,20.8501,4.7045
2015/5/12,13.7714,12.9884,13.8302,9.04,18.24,13.71,20.6463,17.2498,13.21,8.8017,20.9594,4.7045
2015/5/13,13.191,13.1468,14.3351,9.2,20.06,14.2013,21.5956,16.5111,13.71,8.9368,20.9097,4.7045
2015/5/14,14.0718,13.3448,14.543,9.32,20.85,14.3496,22.1371,16.7529,13.79,9.187,22.252,4.7045
2015/5/15,14.5907,13.0181,13.9787,9.19,22.18,13.7007,20.8572,17.3662,13.39,8.7316,21.566,4.7045
2015/5/18,14.8433,13.5131,14.5133,9.42,20.58,14.0159,21.6237,18.1363,13.96,9.4972,22.9679,4.7045
2015/5/19,14.9526,13.6319,14.5529,9.6,20.69,14.1457,21.6307,17.8721,14.07,9.8325,23.2463,4.7045
2015/5/20,14.9184,13.4834,14.8301,9.58,20.94,13.9325,21.2229,17.6931,14.14,9.9876,22.5801,4.7045
2015/5/21,14.7,13.6121,15.5626,10.13,21.62,14.0066,21.2862,18.0781,15.09,10.9884,22.6199,4.7045
2015/5/22,16.1679,14.117,15.5329,10.43,22.8,14.535,22.0808,17.5767,15.27,11.3737,23.992,4.7045
2015/5/25,16.8507,14.3051,15.7507,10.5,23.02,14.9707,22.4957,17.42,15.88,12.3894,25.0559,4.7045
2015/5/26,17.4925,14.5724,16.6417,11.04,23.7,15.3415,22.9036,19.1615,16.08,12.6296,27.5615,4.7045
2015/5/27,17.3901,15.0773,16.4338,11.94,23.67,15.2766,22.6715,20.6165,16.67,12.0642,29.5401,5.1713
2015/5/28,16.5776,13.5923,14.7905,10.81,21.42,13.7934,20.4845,18.669,15.21,10.8733,28.1481,5.692
2015/5/29,16.9736,13.3844,14.246,10.68,21.82,13.4597,20.0767,19.0988,15.29,11.1685,27.1638,6.2576
2015/6/1,17.6563,14.0972,14.9686,11.28,22.66,14.0993,20.8853,21.0105,16.27,11.9441,28.3867,6.4462
2015/6/2,18.0933,14.7209,15.7111,11.63,24.93,14.2569,20.9135,22.0537,17.37,12.5045,27.9194,6.2576
2015/6/3,17.5539,14.7506,16.0378,11.53,27.42,14.4794,21.0471,21.0463,17.98,12.0692,27.0047,6.0332
2015/6/4,17.629,14.5724,15.7507,11.74,25.6,14.192,20.7166,20.5091,18.99,11.6188,26.1396,5.8536
2015/6/5,18.4756,15.2258,16.7011,12.09,28.16,14.9429,21.6729,20.8046,19.28,11.784,27.5316,6.0871
2015/6/8,17.7997,15.5425,16.8793,12.35,28.43,15.2117,22.1089,19.157,19.28,11.4988,26.5871,5.9614
2015/6/9,17.1238,15.3248,16.5526,12,28.09,15.3415,22.1511,19.2511,19.28,11.6389,28.0188,5.8985
2015/6/10,17.1306,15.1961,16.4338,12.19,29.61,15.0078,21.7362,19.9898,19.28,11.849,27.8598,5.8806
2015/6/11,17.2945,15.4436,16.9684,13.21,29.86,15.2302,21.9402,20.2136,19.28,12.0091,28.3271,5.7998
2015/6/12,17.2194,15.8791,16.7506,13.21,31.46,15.1097,21.6015,19.8107,19.28,12.0542,27.3527,5.7818
2015/6/15,16.9872,15.9385,16.8793,13.33,34.61,15.5361,21.9825,18.8884,19.28,12.2093,26.7561,5.8536
2015/6/16,15.4305,15.7108,15.7903,12.88,35.82,15.1468,22.2788,18.4452,19.28,11.1485,25.5431,5.6561
2015/6/17,15.6012,15.7306,15.9784,12.99,33.52,15.4156,23.1112,19.457,19.28,10.9133,25.9408,5.6471
2015/6/18,15.1984,15.7702,15.3547,12.24,33.64,15.462,23.1042,20.0793,19.28,10.4129,25.6524,5.5484
2015/6/19,14.42,14.7506,13.9787,11.03,31.99,14.3218,22.2576,20.5046,19.28,9.5122,23.0872,5.0277
2015/6/23,14.2903,14.6417,13.9391,11.24,30.07,14.1735,21.1641,20.5001,17.35,9.4472,22.3415,5.0097
2015/6/24,15.1164,14.8694,14.1965,11.51,29.84,14.4516,21.6791,22.5506,17.86,9.7224,23.0673,5.279
2015/6/25,14.065,13.8299,13.2263,11.19,29.39,13.5895,20.2259,22.4029,18.78,9.0319,21.3258,5.0097
2015/6/26,12.6585,12.4439,11.8997,10.07,26.45,12.2268,18.2012,20.1644,16.9,8.1312,19.1962,4.5249
2015/6/29,11.3954,11.6421,10.8701,9.06,23.81,11.2442,16.3952,18.1497,15.21,7.3206,17.3055,4.2645
2015/6/30,11.7641,12.3053,11.8502,9.84,23.12,11.9302,17.4251,17.5722,15.41,7.901,18.2907,4.5967
2015/7/1,10.5897,11.4738,11.0879,8.86,20.81,10.9747,15.8943,15.8172,13.87,7.1104,16.4994,4.3364
2015/7/2,9.5314,10.3254,10.2662,7.97,18.73,9.88,14.307,14.2368,12.48,6.6,14.8574,4.0311
2015/7/3,10.4873,9.2958,9.4544,7.17,16.86,8.8966,13.0935,14.2368,11.23,6.1847,13.3747,3.663
2015/7/6,11.5387,9.3651,9.8999,6.48,15.17,9.2213,13.6156,14.2368,10.11,6.0046,13.8523,3.8426
2015/7/7,10.3849,8.4247,8.9099,5.83,13.65,8.776,12.4727,14.2368,9.1,6.0046,12.4691,3.681
2015/7/8,10.3849,8.098,9.0683,5.25,12.29,7.8947,11.2241,14.2368,9.1,6.0046,11.2252,3.3129
2015/7/9,10.3849,8.9097,9.9791,5.78,13.52,8.6833,12.3457,14.2368,9.1,6.0046,12.3497,3.6432
2015/7/10,10.3849,9.8007,10.979,6.36,14.87,9.5553,13.5803,14.2368,9.1,6.0046,13.5836,4.0103
2015/7/13,10.3849,10.7808,12.0779,7,16.36,10.5108,14.9419,14.2368,10.01,6.605,14.947,4.4141
2015/7/14,10.3849,10.1076,11.4047,7.21,16.52,9.7687,14.06,14.2368,11.01,7.2655,15.6336,4.1939
2015/7/15,10.3849,9.0978,10.2662,6.49,14.87,8.7946,12.6562,14.2368,11.95,6.54,14.0713,3.7717
2015/7/16,10.3849,9.2859,10.484,6.56,14.58,8.9894,12.8607,14.2368,12.26,6.6751,14.33,3.891
2015/7/17,11.4227,9.8106,11.177,7.02,15.51,9.5367,13.6791,14.2368,13.49,7.1855,15.0863,4.0837
2015/7/20,11.5729,9.6918,11.0483,7.07,17.04,9.4532,13.4463,15.6587,13.67,7.1104,15.1958,4.0562
2015/7/21,11.3271,9.8304,11.2364,7.28,17.52,9.713,13.7567,16.4078,13.87,7.5207,15.5242,4.0837
2015/7/22,11.3681,9.6324,11.0087,7.14,19.26,9.4718,13.3687,17.2645,13.71,7.3706,15.1759,4.0011
2015/7/23,11.9962,9.9393,11.276,7.57,19.92,9.6852,13.672,17.8835,14.17,7.6008,16.1312,4.1296
2015/7/24,11.7777,9.8007,11.0186,7.31,18.84,9.5646,13.7355,17.5292,14.6,7.3956,16.2009,4.0287
2015/7/27,10.6034,8.8206,9.9197,6.58,16.96,8.609,12.3599,15.8247,13.42,6.6551,14.5788,3.6249
2015/7/28,9.7704,8.7612,10.0583,6.6,15.77,8.7296,12.3316,15.1967,12.65,6.2498,13.7827,3.5607
2015/7/29,10.5624,9.0879,10.4345,6.93,17.02,9.0822,12.8114,15.1967,13.82,6.625,14.6285,3.7901
2015/7/30,9.9342,8.9097,9.7514,6.6,16.97,8.674,12.1976,16.2149,14.81,6.535,14.6385,3.6616
2015/7/31,9.9342,9.0186,9.89,6.55,18.07,8.674,12.3316,16.0355,14.63,6.4349,14.131,3.68
2015/8/3,10.4258,9.2463,10.4246,6.24,19.64,8.9245,12.8537,14.4342,13.21,6.4899,13.6732,3.6708
2015/8/4,10.8287,9.573,10.7612,6.64,20.21,9.1378,13.1994,15.6946,14.17,6.9203,14.4693,3.7717
2015/8/5,10.2278,9.2859,10.3058,6.88,19.31,8.9616,12.9454,15.6049,13.93,6.7852,14.539,3.6708
2015/8/6,9.9479,9.1176,10.187,6.81,18.61,8.8039,12.7761,16.0714,14.06,6.7001,15.3251,3.6249
2015/8/7,10.2278,9.3453,10.3949,7,19.36,8.9801,13.0018,16.1745,14.43,6.8652,15.4346,3.7075
2015/8/10,10.7672,9.7611,10.8305,7.33,20.06,9.6388,13.7144,17.3901,15.01,7.2555,16.1511,3.8727
2015/8/11,11.3681,10.7412,11.9096,7.86,21.05,10.6036,15.083,17.2376,15.42,7.9811,17.7632,4.2581
2015/8/12,11.0335,10.9788,12.266,7.88,20.46,11.2251,16.5927,17.5067,15.63,8.3363,19.5445,4.3223
2015/8/13,11.7367,10.8303,12.1967,8.09,20.62,10.9654,16.5997,17.6772,15.39,8.2263,21.495,4.2673
2015/8/14,11.5387,10.4937,11.9789,7.91,20.31,10.5479,15.993,17.4394,15.08,7.861,20.47,4.148
2015/8/17,11.4978,10.6422,12.1373,8.1,20.54,10.6964,16.0989,17.3094,15.79,8.0011,20.4302,4.1939
2015/8/18,10.3507,9.5829,10.9196,7.29,18.49,9.6295,14.4904,17.1838,14.21,7.2005,18.3902,3.7717
2015/8/19,10.419,9.7512,11.0582,7.38,18.91,9.815,14.829,17.2241,13.99,7.2605,18.4101,3.9002
2015/8/20,10.2347,9.8502,11.0483,7.28,18.27,10.0841,15.2946,17.1793,14.18,7.4006,20.2511,3.9094
2015/8/21,9.8182,9.6819,10.979,6.88,16.66,9.8985,15.5768,17.1972,13.24,7.1504,20.888,3.8268
2015/8/24,8.835,8.7117,9.8801,6.19,14.99,9.277,15.0407,15.4793,11.92,6.4399,21.913,3.4414
2015/8/25,7.9542,7.8406,8.8901,5.57,13.49,8.3493,13.538,13.9318,10.73,5.7944,19.7237,3.1018
2015/8/26,7.1622,7.2961,8.2763,5.09,12.14,7.7184,12.1835,12.5368,9.66,5.4041,17.7533,3.0926
2015/8/27,7.2646,7.5139,8.5337,5.43,12.51,7.9689,12.4445,12.5368,10.29,5.4942,16.2108,3.2028
2015/8/28,7.9474,8.0089,9.0386,5.83,13.54,8.4421,13.1429,12.5368,11.28,5.7894,17.8329,3.4138
2015/8/31,7.9201,7.6822,8.6228,5.57,14.5,8.4328,12.4586,12.5368,12.41,5.7894,16.6785,3.267
2015/9/1,7.1281,7.6822,8.6723,5.38,14.5,8.6276,12.896,12.5368,11.49,5.7894,17.5244,3.3496
2015/9/2,7.3261,7.7119,8.7515,5.08,14.5,8.006,12.0142,12.5368,11.23,5.7894,15.773,3.267
2015/9/7,7.21,7.7119,8.7416,5.23,14.5,8.0431,11.9084,12.5368,11.16,5.7894,14.5987,3.2945
2015/9/8,7.5173,7.9297,8.999,5.54,14.5,8.2843,12.1412,12.5368,12.12,5.7894,14.7778,3.3404
2015/9/9,7.7835,8.2168,9.3059,5.74,14.5,8.5905,12.7902,12.5368,12.76,5.7894,16.0914,3.4414
2015/9/10,7.4899,7.9396,8.8703,5.51,14.5,8.3215,12.254,12.5368,12.82,5.7894,14.9171,3.3404
2015/9/11,7.4626,7.8901,8.8802,5.62,14.5,8.3586,12.2047,12.5368,13.08,5.7894,14.8972,3.3037
2015/9/14,6.8277,7.3159,8.1575,5.1,14.5,8.238,12.12,11.2854,11.77,5.7894,15.9023,3.3312
2015/9/15,6.1449,6.8605,7.4546,4.82,14.5,7.6257,11.0971,10.1551,11.01,5.7894,14.3101,3.0743
2015/9/16,6.7594,7.4149,8.0981,5.28,14.5,8.2009,11.866,11.1688,12.08,5.7894,15.1759,3.2945
2015/9/17,6.5204,7.3357,8.009,5.25,13.06,8.1174,11.8872,11.4962,12.03,5.7894,15.4844,3.2119
2015/9/18,6.5136,7.3753,8.0981,5.29,14.37,8.1266,11.8237,11.5949,12.2,5.7894,15.753,3.2211
2015/9/21,6.7321,7.5931,8.3456,5.45,14.88,8.3122,12.1623,11.6263,12.48,5.7894,16.1511,3.2578
2015/9/22,6.8481,7.6723,8.4149,5.49,14.53,8.3215,12.2188,11.4603,12.7,5.7894,15.8824,3.2762
2015/9/23,6.8072,7.4347,8.0981,5.33,14.25,8.0246,12.2188,11.7788,12.47,5.7894,15.0863,3.1569
2015/9/24,6.8755,7.5733,8.5337,5.6,14.32,8.3029,12.2188,11.9492,12.83,5.7894,15.4943,3.1844
2015/9/25,6.4931,7.4941,8.5139,5.39,13.52,8.3493,12.2188,12.6104,12.13,5.7894,16.1113,3.2211
2015/9/28,6.5272,7.4545,8.4149,5.44,13.62,8.2472,12.2188,12.8373,12.05,5.7894,15.5938,3.1844
2015/9/29,6.2132,7.2565,8.0981,5.23,13.7,8.0431,12.2188,13.2221,11.89,5.7894,14.9669,3.0926
2015/9/30,6.2746,7.2961,8.1476,5.27,13.99,8.1174,12.2188,13.1925,12.02,5.7894,15.0465,3.1018
2015/10/8,6.9028,7.5337,8.5634,5.53,15.39,8.3864,12.7196,13.5773,12.83,5.7894,15.773,3.1936
2015/10/9,7.5924,7.8208,8.801,5.67,15.54,8.7296,13.6791,13.2616,13.28,5.7894,16.5492,3.2578
2015/10/12,8.0566,8.3059,9.593,6.04,16.42,9.2863,14.1235,13.9128,14.08,5.7894,18.2011,3.4322
2015/10/13,8.0566,8.2168,9.395,6.01,16.25,9.1193,13.7214,14.9193,14.69,5.7894,17.8329,3.3955
2015/10/14,7.8655,8.2069,9.4445,6.43,16.3,9.1657,13.7426,15.7185,14.44,5.7894,18.012,3.3679
2015/10/15,8.0566,8.4247,9.89,6.6,16.71,9.3976,14.0953,16.5277,14.48,5.7894,19.047,3.4322
2015/10/16,8.3639,8.5138,9.9494,6.53,17.3,9.3512,14.0742,16.3402,14.54,5.7894,19.1863,3.4322
2015/10/19,8.1044,8.3554,9.6821,6.46,17.85,9.2492,13.8555,16.1922,14.19,5.7894,18.5195,3.3955
2015/10/20,8.2273,8.395,9.7415,6.48,18.73,9.277,13.9119,16.3698,14.86,5.7894,18.5195,3.423
2015/10/21,7.408,7.999,9.5336,5.83,17,8.8873,13.0512,14.7318,13.95,5.7894,17.9523,3.423
2015/10/22,7.6402,8.1277,9.6524,6.05,17.74,8.9987,13.2135,15.2646,15.35,5.7894,18.1513,3.4597
2015/10/23,7.8177,8.3653,9.989,6.25,18.08,9.2306,13.4392,15.6889,16.06,5.7894,18.9474,3.4689
2015/10/26,7.8791,8.4643,9.8999,6.32,17.92,9.2306,13.3687,15.7185,15.73,5.7894,18.6887,3.4597
2015/10/27,7.9542,8.4247,9.7712,6.4,19.03,9.1378,13.3193,15.3929,15.64,5.7894,18.2309,3.423
2015/10/28,7.8518,8.6029,9.8999,6.39,18.07,9.2492,13.5168,14.8108,14.68,5.7894,19.0569,3.4046
2015/10/29,7.9064,8.4148,9.7118,6.4,18.68,9.1007,13.2346,14.8996,14.97,5.7894,18.4001,3.3863
2015/10/30,7.8996,8.3653,9.5138,6.29,18.71,8.943,12.8749,14.7614,15.1,5.7894,17.8428,3.3496
2015/11/2,7.565,8.1376,9.2762,6.14,18.17,8.7204,12.635,15.0673,14.72,5.7894,17.405,3.267
2015/11/3,7.6879,8.2762,9.296,6.17,18.04,8.7575,12.7408,15.5212,13.94,5.7894,17.9424,3.267
2015/11/4,8.4595,8.5633,9.6326,6.45,18.95,9.0079,13.1147,16.2316,14.51,5.7894,18.4499,3.3771
2015/11/5,8.5892,8.6227,9.7019,6.61,19.37,9.2028,13.2981,16.1527,14.69,5.7894,18.9076,3.423
2015/11/6,8.835,8.8602,10.1276,6.7,20.08,9.3976,13.6791,16.1428,15.13,5.7894,19.7834,3.4689
2015/11/9,8.8145,8.781,9.9989,6.68,19.78,9.2955,13.4957,16.2119,15.11,5.7894,19.4152,3.4781
2015/11/10,9.6953,9.078,10.385,6.9,19.97,9.7594,14.5821,16.2119,15.52,5.7894,20.3705,3.5607
2015/11/11,9.4085,8.8899,10.1969,6.85,21.25,9.4811,14.053,17.021,15.43,5.7894,20.1317,3.4964
2015/11/12,9.5246,8.8899,10.0979,6.97,21,9.3512,13.8837,17.8104,15.67,5.7894,20.5098,3.4597
2015/11/13,8.8213,8.5732,9.9197,6.66,21.38,9.1286,13.6579,18.0077,15.67,5.7894,19.2858,3.3679
2015/11/16,9.1149,9.0483,10.6127,6.91,21.74,9.546,14.4551,19.1622,16.7,5.7894,21.2164,3.4781
2015/11/17,8.9238,8.8107,10.2563,6.99,22.35,9.2955,13.919,19.8135,17.07,5.7894,20.4203,3.4322
2015/11/18,8.8691,8.6919,10.0979,7.18,23.44,9.2399,13.7567,19.8825,16.59,5.7894,19.7038,3.3863
2015/11/19,9.2583,8.8404,10.2761,7.25,24.55,9.3326,13.8978,20.8594,17,5.7894,20.0321,3.4138
2015/11/20,9.2993,8.9295,10.3157,7.62,25.9,9.3234,13.8907,21.6389,17.06,5.7894,20.2411,3.423
2015/11/23,8.8964,8.7711,10.0385,7.34,25.13,9.1471,13.7214,21.2245,16.55,5.7894,19.5843,3.3771
2015/11/24,8.8896,8.7315,10.1672,7.54,24.46,9.0822,13.5874,20.9581,16.05,5.7894,19.7237,3.3588
2015/11/25,9.033,8.9592,10.4345,7.55,25.16,9.3512,14.1588,21.2343,16.46,5.7894,20.4302,3.4138
2015/11/26,9.2105,8.9592,10.3157,7.46,24.22,9.2492,13.9331,22.4184,16.2,5.7894,20.5496,3.3863
