ÈÕÆÚ,000657.SZ,000831.SZ,000960.SZ,002149.SZ,002167.SZ,002378.SZ,002428.SZ,002460.SZ,002466.SZ,002716.SZ,002842.SZ,300618.SZ,600111.SH,600259.SH,600392.SH,600456.SH,600459.SH,600549.SH,600711.SH,601958.SH,603399.SH,603663.SH,603799.SH,603993.SH
2018/7/16,6.99,10.89,11.24,7.0034,6.27,6.5829,7.53,38.5341,49.0525,9.85,13.3704,108.2418,10.8406,27.39,10.5538,14.3653,10.1439,15.0698,8.8647,6.037,13.8545,13.3043,58.3017,6.2283
2018/7/17,6.89,10.95,11.2,6.944,6.17,6.5232,7.53,39.5896,51.0385,9.85,12.9471,110.9927,10.8406,27.34,10.444,14.4251,10.0606,14.8918,9.532,6.037,14.0342,13.3751,58.5546,6.131
2018/7/18,6.82,10.89,10.88,6.9638,6.17,6.4833,7.51,38.3861,50.0058,9.85,12.5674,106.6447,10.7609,27.23,10.2745,14.8332,9.9218,14.6841,9.5021,6.0272,13.7747,13.1131,56.6312,5.9753
2018/7/19,6.7,11.08,10.99,6.7561,6.1,6.4434,7.29,37.0543,49.0525,9.85,12.611,106.9402,10.7011,27.12,10.3044,14.5047,9.7829,14.5062,9.3328,5.9782,13.6749,12.8653,56.4702,5.8001
2018/7/20,6.77,11.09,10.98,6.8847,6.16,6.5232,7.41,37.5179,49.9462,9.85,12.5985,109.67,10.7808,27.23,10.4141,15.2115,9.894,14.5556,9.532,6.0468,14.0741,13.0494,57.022,5.8877
2018/7/23,6.89,11.28,11.3,7.0726,6.25,6.6429,7.62,38.1197,50.2342,9.85,12.7853,112.7657,10.9801,27.69,10.7832,15.4703,10.1346,14.8127,9.5818,6.135,13.585,13.1839,58.8305,6.0045
2018/7/24,7.09,11.48,11.56,7.221,6.47,6.7825,7.88,38.4847,50.4824,9.85,12.9471,111.9777,11.3487,28.25,10.9628,15.5002,10.4031,15.2478,9.6715,6.3408,13.9843,13.2618,59.0681,6.0045
2018/7/25,7.22,11.34,11.57,7.2606,6.54,6.7626,7.89,37.4094,48.6951,9.85,12.7977,107.3835,11.2092,28.59,11.0027,15.331,10.3845,15.1489,9.4025,6.3408,13.7747,13.2264,56.8151,5.9169
2018/7/26,7.1,11.29,11.49,7.2309,6.5,6.7626,7.96,36.6202,47.0169,9.85,12.5114,105.0899,11.2292,28.23,11.0725,15.1816,10.2827,15.0401,9.4225,6.2722,13.8745,13.2051,55.1828,5.7125
2018/7/27,7.1,11.06,11.46,7.5177,6.52,6.7825,7.96,36.2157,46.6297,9.85,12.6359,104.7522,11.1196,27.86,10.6934,15.1219,10.4678,14.8424,9.2631,6.4584,13.7747,12.9998,54.2862,5.6347
2018/7/30,6.92,10.95,11.48,7.765,7.17,6.7825,8.03,37.222,46.9276,9.85,12.4865,104.3371,11.1395,27.99,10.7533,15.331,10.3012,14.9313,9.1037,6.6251,13.9843,13.0281,54.5085,5.7222
2018/7/31,7.16,10.73,11.4,7.5276,7.33,6.8424,7.9,36.3538,46.0736,9.85,12.7728,100.4324,11.0697,27.88,10.7932,15.102,10.3105,15.0006,8.8846,6.6349,13.6848,13.0989,52.8379,5.7028
2018/8/1,6.93,10.52,11,7.5771,6.97,6.593,7.58,36.6794,45.7757,9.85,12.4803,97.4282,10.7908,26.9,10.3742,14.8133,10.0051,14.5556,8.6456,6.4388,13.4553,13.0564,50.5159,5.5081
2018/8/2,6.65,10.44,10.83,7.2902,6.68,6.2938,7.31,35.6534,44.1473,9.85,11.8889,99.7429,10.5417,26.17,10.1149,14.1662,9.6626,14.1304,8.4663,6.6349,13.2457,12.582,50.1404,5.2843
2018/8/3,6.66,10.42,10.75,7.0331,6.98,6.2639,7.26,34.7063,43.0153,9.85,12.0072,98.1951,10.4719,25.96,9.9952,14.1563,9.5145,13.8931,8.2571,6.4878,13.3654,12.5112,47.9794,5.08
2018/8/6,6.44,10.2,10.31,6.8748,6.75,6.1442,6.96,32.0624,39.1229,9.85,11.945,88.3734,10.2527,25.77,9.7059,13.6286,9.4312,13.3987,7.6097,6.1644,13.2157,12.0935,43.1822,4.6518
2018/8/7,6.62,10.49,10.91,7.132,7.05,6.3536,7.25,32.0821,39.669,9.85,12.1877,87.7191,10.5616,26.44,10.055,14.1563,9.7274,13.725,7.7591,6.3996,13.3455,12.3555,41.6189,4.788
2018/8/8,6.6,10.35,10.76,6.9638,7.25,6.3137,7.07,30.8292,39.2619,9.85,12.25,82.4917,10.4022,25.79,9.9054,13.8974,9.6811,13.5766,7.4204,6.1644,13.1758,12.228,37.8333,4.6323
2018/8/9,6.79,10.56,10.9,7.1616,7.23,6.4035,7.26,31.3915,40.0265,9.85,12.5239,87.0226,10.5716,26.12,10.1448,14.2459,9.9773,13.8337,7.7192,6.3604,13.3355,12.4475,39.6495,4.8561
2018/8/10,6.73,10.48,11.02,7.1814,7.16,6.4234,7.29,31.6086,40.2548,9.85,12.5176,87.8739,10.5417,26.14,10.075,14.2459,9.894,13.9129,7.7591,6.3506,13.3754,12.5891,39.9867,4.8756
2018/8/13,6.68,10.32,10.86,6.8649,7,6.3636,7.27,31.9045,40.5428,9.85,12.4243,89.3092,10.462,26.04,9.9852,14.1861,10.6159,13.8337,7.8188,6.2722,13.2556,12.5254,41.0672,4.9145
2018/8/14,6.75,10.48,10.9,6.8748,7.03,6.4035,7.3,31.4507,39.7683,9.85,12.5239,86.4387,10.5915,26.29,10.2844,14.2757,10.329,14.0414,7.7591,6.2428,13.2457,12.6387,40.3622,4.8756
2018/8/15,7.43,10.22,10.58,6.6769,6.76,6.2738,7.16,31.0857,38.7555,9.85,12.1504,83.8777,10.3922,25.82,9.9253,14.1164,10.0143,13.5766,7.4802,6.0762,13.0261,12.9573,38.7835,4.7296
2018/8/16,7.57,10.03,10.38,6.6077,6.59,6.194,7.08,30.0992,37.8121,9.85,11.8267,81.7952,10.2726,24.87,9.7458,14.1861,9.9125,13.5074,7.1615,5.9978,12.9861,13.0918,36.9137,4.7296
2018/8/17,7.05,9.81,10.18,6.5286,6.59,6.1242,6.8,29.7046,37.405,9.85,11.5528,84.0114,10.1431,24.09,9.4764,14.7138,9.8107,13.3789,7.0818,5.9194,12.9761,12.4829,36.7758,4.6712
2018/8/20,7.04,9.88,10.34,6.5484,6.89,6.1541,6.9,30.4839,38.8051,9.85,11.7022,88.5634,10.183,23.9,9.6859,15.2115,9.9495,13.4778,7.3308,6.0076,13.076,12.3059,38.9445,4.8075
2018/8/21,7.06,9.91,10.41,6.5879,7.18,6.224,6.96,30.77,39.5498,9.85,11.8018,90.3223,10.2228,24.06,9.7258,15.3111,10.0884,13.5569,7.4304,6.0468,13.056,12.4334,39.6878,4.8367
2018/8/22,6.76,9.75,10.35,6.6572,7.03,6.1641,6.8,29.9512,38.1299,9.85,11.7147,89.2107,10.0634,23.58,9.5064,15.6396,10.0236,13.369,7.271,6.0468,13.046,12.1997,39.4886,4.7101
2018/8/23,6.72,9.77,10.35,6.6374,7.05,6.1142,6.81,30.5135,38.6164,9.85,11.752,90.7937,10.0634,23.66,9.5463,15.5898,10.1069,13.3196,7.4105,6.0762,13.0261,12.3484,39.7721,4.7685
2018/8/24,6.73,9.85,10.31,6.8055,6.7,6.1641,6.79,30.3162,38.11,9.85,11.6773,87.5081,10.1232,23.71,9.656,15.2016,10.3012,13.3294,7.291,6.0272,13.076,12.2351,38.3237,4.681
2018/8/27,6.89,10.08,10.57,6.8352,6.82,6.2439,6.98,30.8588,38.5271,9.85,11.864,89.1051,10.2726,24.76,9.8854,15.4305,10.9399,13.5964,7.5599,6.1252,13.1458,12.4546,39.8794,4.7783
2018/8/28,7.06,10.09,10.86,6.9935,6.77,6.2738,7.03,31.0265,38.7555,9.85,12.0134,92.8621,10.3623,24.66,10.1647,15.8387,11.199,13.814,7.5698,6.233,13.5451,12.5254,40.3851,4.8464
2018/8/29,6.94,9.97,10.7,6.8451,6.64,6.3935,7.05,30.4149,37.9512,9.85,11.8703,90.7585,10.2228,24.27,10.065,15.7093,11.0602,13.6953,7.4304,6.233,13.585,12.4121,39.5192,4.7685
2018/8/30,6.77,9.83,10.56,6.6176,6.37,6.2639,6.81,30.0696,37.4348,9.85,11.5964,90.3012,10.1232,23.61,9.8854,15.7292,10.9121,13.5074,7.281,6.135,13.1758,12.4758,39.4272,4.681
2018/8/31,6.66,9.74,10.33,6.578,6.35,6.1741,6.84,29.5763,36.3028,8.87,11.4532,86.4668,10.2029,23.55,9.8854,15.0821,11.0047,13.4679,7.1316,6.0762,13.4553,12.4758,38.2394,4.5739
2018/9/3,6.61,9.67,10.06,6.5385,6.41,6.214,6.7,29.7243,36.4419,7.98,11.4034,90.7585,10.1232,23.6,9.9154,15.6097,11.3101,13.4877,7.3208,6.0076,13.1558,12.2351,39.7338,4.6031
2018/9/4,6.68,9.73,10.23,6.6275,6.46,6.2539,6.76,29.5171,35.3099,7.18,11.4532,90.0901,10.183,23.8,9.9952,15.6097,11.2638,13.725,7.2611,6.0566,13.076,12.228,39.5728,4.5934
2018/9/5,6.47,9.53,10.04,6.4494,6.31,6.1442,6.64,28.1853,34.4261,6.6,11.2042,87.4799,10.0435,23.4,9.6061,15.2812,10.9861,13.4283,7.1913,5.9586,13.0261,11.9873,38.2165,4.4377
2018/9/6,6.47,9.46,9.91,6.4395,6.19,6.0743,6.55,27.3073,33.2942,6.45,11.198,86.5161,10.0136,22.82,9.5862,14.9328,10.8381,13.5371,7.0519,5.9488,13.0161,11.8882,37.4578,4.3598
2018/9/7,6.43,9.46,9.94,6.4593,6.24,6.0843,6.6,26.9225,33.2048,6.78,11.0673,85.8266,9.9438,22.75,9.7159,15.102,10.727,13.4679,6.8726,5.9782,12.9761,11.8103,36.975,4.3598
2018/9/10,6.17,8.96,9.73,6.2813,6.22,5.9945,6.43,27.179,34.1779,6.48,10.7747,81.7882,9.3759,21.4,8.7582,14.4848,10.329,12.8845,6.6037,5.8998,12.9761,11.5695,35.3428,4.1749
2018/9/11,6.12,8.82,9.68,6.1824,6.18,5.9846,6.46,27.1692,34.4063,6.51,10.6565,83.8777,9.2962,21.1,8.4989,14.4748,10.5049,12.8647,6.6336,5.9586,12.9362,11.6616,36.0324,4.1749
2018/9/12,6.11,8.85,9.74,6.1626,6.21,6.0045,6.44,28.3136,35.0318,6.46,10.5818,85.9743,9.3161,21.25,8.5388,14.8133,10.5882,12.9042,6.6933,5.9782,11.6386,11.6191,36.7451,4.2528
2018/9/13,6.21,8.89,9.89,6.2318,6.22,6.0644,6.55,28.3925,34.8829,6.61,10.3017,89.478,9.3859,21.52,8.6086,15.112,10.727,13.013,6.8328,6.0272,10.4708,11.7182,37.4731,4.3111
2018/9/14,6.26,9.06,9.81,6.1626,6.25,6.0843,6.51,28.205,34.6942,6.49,10.4262,88.6619,9.5851,22.94,8.868,15.0224,10.5049,13.2602,6.8328,6.0272,11.0197,11.6474,38.1858,4.3111
2018/9/17,6.07,8.8,9.64,6.034,6.02,5.8848,6.27,27.4355,33.6218,6.27,9.9344,86.7131,9.346,22.1,8.8779,14.2459,10.1809,12.9636,6.8427,5.89,11.0796,11.3642,36.8447,4.1554
2018/9/18,6.15,8.97,9.85,6.1329,6.08,5.9846,6.38,28.4615,35.2006,6.34,10.1398,89.9002,9.4656,22.38,9.0375,14.5545,10.4308,13.1317,6.9523,6.0468,11.6186,11.52,38.0632,4.282
2018/9/19,6.3,9.15,10,6.2417,6.28,6.1242,6.49,28.284,35.3893,6.43,11.0175,89.7876,9.5752,23,9.1572,14.8432,10.4678,13.3393,6.9324,6.1154,11.8682,11.6545,37.8256,4.3598
2018/9/20,6.27,9.63,10.02,6.3604,6.42,6.1142,6.59,28.718,36.1738,6.63,10.6316,90.6178,9.7844,23.45,9.5662,15.0522,11.0509,13.5371,6.9523,6.135,11.8083,11.6545,38.9751,4.3987
2018/9/21,6.31,9.66,10.35,6.3901,6.42,6.1641,6.68,31.5889,38.9938,6.61,10.8121,94.7195,9.8442,23.7,9.5562,15.3608,11.0787,13.6953,7.1714,6.1938,12.5769,11.7536,40.9752,4.5252
2018/9/25,6.27,9.56,10.26,6.3406,6.3,6.1442,6.63,32.2597,38.4675,6.7,10.6129,93.8682,9.8641,23.8,9.3966,15.2215,10.9491,13.7349,7.1017,6.1546,12.537,11.6828,41.4427,4.5058
2018/9/26,6.27,9.53,10.28,6.2912,6.28,6.1741,6.61,32.4077,38.6264,6.85,10.5569,93.1858,9.9239,23.95,9.3966,15.3111,10.8381,13.7349,7.1017,6.1448,12.7865,11.7041,41.4963,4.5058
2018/9/27,6.15,9.25,10.35,6.1725,6.13,6.0344,6.48,32.3189,38.0306,6.74,10.4448,89.5625,9.7944,23.37,9.1273,15.3807,11.0232,13.6162,6.783,6.1546,12.6967,11.35,40.3698,4.4863
2018/9/28,6.25,9.7,10.51,6.2912,6.35,6.1442,6.6,32.0525,37.7625,6.73,10.6316,89.7243,10.1929,25.1,9.6161,15.4803,10.9584,14.1897,6.8527,6.1938,12.9262,11.8598,40.8373,4.4377
2018/10/8,6.03,9.59,10.15,6.0933,6.17,5.9547,6.43,31.3915,35.9255,6.52,10.0153,80.754,10.1232,25.83,9.646,15.3409,10.4401,14.1007,6.5638,6.0762,12.6268,11.435,36.8294,4.1846
2018/10/9,6.11,9.79,10.36,6.1428,6.36,6.0743,6.72,31.6678,35.8461,6.67,10.3888,78.0945,10.2328,26.42,9.7258,15.769,10.6437,14.3875,6.6137,6.2232,12.6967,11.3571,36.6302,4.2333
2018/10/10,6.14,9.62,10.25,6.3604,6.31,6.1541,6.61,28.501,33.1253,6.63,10.5071,74.9707,10.163,26.1,9.636,15.5998,11.0879,14.2392,6.3148,6.2428,12.6567,11.5058,35.4807,4.1944
2018/10/11,5.53,9.08,9.45,5.7273,5.75,5.5357,5.95,25.6499,29.8088,6.1,9.7103,67.8789,9.5453,24.88,8.7383,14.3454,10.0699,13.4481,5.6973,5.8508,12.1277,10.4013,31.9326,3.7759
2018/10/12,5.3,9.12,9.63,5.48,5.54,5.1966,5.6,24.7916,29.4911,6.31,9.6543,69.0679,9.6549,25.41,8.858,14.4251,9.9588,13.5371,5.2989,5.8508,12.1876,10.111,30.6605,3.6883
2018/10/15,5.21,8.91,9.31,5.2525,5.35,4.9572,5.36,24.2885,29.5904,6.58,9.4925,67.295,9.5054,23.74,8.5986,14.1065,9.5793,13.1218,5.1893,5.6842,12.1277,10.1605,30.0551,3.6105
2018/10/16,5.11,8.84,9.11,5.1833,5.17,4.7577,4.95,23.6768,28.7364,6.67,9.2746,67.5412,9.4457,24.2,8.4789,14.0368,9.3479,12.7164,5.0698,5.7332,10.9199,9.9764,29.718,3.6007
2018/10/17,5.17,8.77,9.16,5.1536,5.18,4.7877,5.05,22.6508,28.6272,6.55,9.5859,60.7871,9.5254,23.5,8.5288,13.0214,8.9222,12.7065,4.7312,5.7724,10.0116,10.1534,26.76,3.5715
2018/10/18,5.05,8.34,8.79,4.9953,4.85,4.5882,4.79,22.4042,27.9123,5.9,9.2186,57.5648,9.2264,22.33,8.05,12.5037,8.4964,12.2022,4.5817,5.645,10.4708,10.0189,26.0549,3.4742
2018/10/19,5.09,8.42,8.97,5.0943,4.88,4.648,4.89,23.2921,28.6272,5.79,9.3244,58.8382,9.3161,22.93,8.1697,12.8024,8.7001,12.4395,4.6714,5.7038,10.5306,10.2738,26.645,3.5521
2018/10/22,5.28,8.81,9.52,5.3119,5.14,4.8675,5.2,24.6634,30.6926,6.01,9.7103,62.5952,9.6748,24.31,8.5887,13.7979,9.2091,13.0723,4.9602,5.9586,10.7702,10.9465,28.2696,3.8148
2018/10/23,5.18,8.58,9.47,5.2921,5.07,4.7677,5.17,23.371,29.4017,6.25,9.9095,58.008,9.3958,24.27,8.439,13.8078,9.2276,12.746,4.8208,5.8214,10.9,10.734,26.0549,3.6786
2018/10/24,5.21,8.57,9.65,5.48,5.09,4.8176,5.18,23.5585,29.3223,6.15,9.7166,59.0493,9.356,24.07,8.469,13.8178,9.5145,12.8746,4.8507,5.8606,10.9698,10.6632,26.8596,3.7272
2018/10/25,5.19,8.76,9.71,5.4108,5.05,4.8276,5.13,23.2329,28.5676,6.77,9.4987,56.9175,9.4556,24.33,8.5787,14.0766,9.7182,12.7559,4.8606,5.9292,10.88,10.9748,26.3385,3.698
2018/10/26,5.24,8.93,9.63,5.4405,5.13,4.8675,5.2,23.1737,28.5279,7.05,9.5859,56.9598,9.4656,24.74,8.6685,14.0965,9.5516,12.8054,5.0698,5.9488,10.6804,10.7624,26.4611,3.737
2018/10/29,5.21,8.79,9.64,5.3218,5.06,4.8076,5.07,22.3352,27.3364,6.87,9.3057,51.261,9.356,24.54,8.6784,14.664,9.422,12.6373,4.8706,5.9978,10.341,10.4367,24.4533,3.6591
2018/10/30,5.25,8.97,9.74,5.4009,5.12,4.9074,5.17,23.006,28.0513,6.7,9.5547,51.9364,9.5453,25.9,9.0675,14.445,9.533,12.7856,4.9005,6.0762,10.7602,10.7411,25.2426,3.7759
2018/10/31,5.48,9.87,10.01,5.6383,5.27,5.0769,5.33,23.2822,28.935,6.69,10.5133,52.6047,10.462,27.61,9.9752,14.7735,9.8385,13.5173,5.0499,6.1644,10.5806,10.911,25.8634,3.9608
2018/11/1,5.43,9.86,10.01,5.5987,5.23,5.037,5.33,23.4598,28.935,7.07,10.4386,53.3716,10.3225,27.09,10.2745,14.6441,9.8477,13.4778,5.1296,6.1056,10.6205,10.7411,25.917,3.9024
2018/11/2,5.56,10,10.33,5.7273,5.34,5.1667,5.49,25.0284,31.199,7.16,10.7685,58.7116,10.3822,27.14,10.3543,14.9029,10.0421,13.725,5.3587,6.2036,10.7303,11.0527,28.5072,4.0776
2018/11/5,5.55,9.9,10.22,5.6779,5.32,5.1667,5.5,24.9396,31.477,7.19,10.6814,58.6483,10.4022,26.91,10.2844,14.8929,9.931,13.6656,5.279,6.1448,10.7802,11.1447,29.0513,4.0192
2018/11/6,5.76,10.15,10.25,5.7174,5.34,5.1966,5.54,24.0912,30.2855,7.5,10.8059,55.9185,10.442,27.24,10.3243,14.873,9.931,13.8436,5.2092,6.1644,10.5306,10.9181,28.1623,3.9803
2018/11/7,5.84,9.85,10.33,5.6878,5.36,5.2465,5.56,24.5055,30.8713,7.65,11.1358,61.5117,10.2527,26.61,10.1248,15.2613,10.0051,13.8041,5.5081,6.2134,10.9399,10.8544,29.8865,4.1846
2018/11/8,5.7,9.72,10.24,5.6185,5.32,5.1567,5.43,24.0221,30.067,7.23,10.8183,58.2824,10.1531,25.95,10.1947,14.8631,9.9403,13.4778,5.3188,6.0958,10.6205,10.8332,28.6834,4.097
2018/11/9,5.63,9.6,10.63,5.6086,5.26,5.0969,5.4,23.7952,29.6102,6.96,10.7872,57.6985,10.0236,25.86,9.9752,14.7337,9.7644,13.3492,5.3088,6.0664,10.4807,10.7624,28.4535,4.0095
2018/11/12,5.8,9.81,11.17,5.7867,5.4,5.2764,5.6,24.1208,29.7592,7.1,11.0051,57.1638,10.2627,26.51,10.3243,15.0224,10.329,13.6656,5.3786,6.1448,10.6105,11.0243,28.1163,4.0581
2018/11/13,6.03,9.87,11.07,5.9054,5.51,5.426,5.77,24.5055,30.216,7.29,11.0735,57.7899,10.2527,26.98,10.1747,15.1717,10.3568,13.7349,5.4881,6.2036,10.8201,12.1289,28.3462,4.0873
2018/11/14,5.99,9.72,11.18,5.8263,5.55,5.3562,5.78,24.1701,30.2259,7.26,11.0673,56.6924,10.1531,26.18,10.1149,15.0522,10.3568,13.5173,5.4085,6.1448,10.7403,11.874,27.7562,4.0289
2018/11/15,6.14,9.88,11.52,5.945,5.64,5.4659,5.86,24.5647,30.772,7.31,11.2478,57.8955,10.3225,26.65,10.3842,15.2613,10.5604,13.7546,5.4981,6.2232,10.89,11.9236,28.2083,4.0679
2018/11/16,6.5,9.93,11.35,5.9746,5.69,5.4958,5.88,24.9692,31.3678,7.26,11.0673,59.1689,10.2627,26.82,10.2645,15.4803,10.6622,13.8436,5.6276,6.2232,11.0796,11.9094,28.5608,4.0679
2018/11/19,6.53,10.28,11.42,6.1131,6.26,5.5657,5.97,24.9396,31.0401,7.18,11.1295,58.5216,10.5915,27.66,10.843,15.6993,10.9028,14.0612,5.5977,6.2526,11.0896,11.9094,28.2773,4.0484
2018/11/20,6.15,9.86,10.88,5.8856,6,5.3761,5.71,25.1961,30.6429,7.55,10.9926,58.395,10.3524,26.78,10.3742,15.2016,10.5326,13.5865,5.4284,6.1056,10.9099,11.5058,27.8864,4.0095
2018/11/21,6.25,9.8,10.87,5.9153,6.19,5.426,5.89,25.3145,30.3848,7.35,10.9241,57.8673,10.2328,26.21,10.2246,15.3111,10.6807,13.5865,5.4085,6.0566,11.0297,11.6687,27.3347,3.9803
2018/11/22,6.17,9.78,10.65,5.8658,6,5.4061,5.74,24.9692,30.2755,7.37,11.1793,57.1849,10.2228,26.14,10.2645,15.1319,10.4216,13.4778,5.3288,6.0174,11.1994,11.612,26.8826,3.9511
2018/11/23,5.7,9.1,10.11,5.4108,5.69,5.047,5.33,23.3809,28.6967,6.9,10.588,52.844,9.635,24,9.237,13.9771,10.1902,12.8054,4.9204,5.8116,10.6704,11.0456,25.0894,3.7662
2018/11/26,5.62,9.04,9.97,5.5295,5.88,5.047,5.32,23.0849,28.1605,6.58,10.4075,52.2248,9.4955,23.85,9.0675,14.1364,10.1532,12.7361,4.9403,5.8508,10.7303,11.0456,24.6066,3.698
2018/11/27,5.68,9.13,10.02,5.4603,5.79,5.1068,5.34,23.7459,28.8159,6.64,10.5507,53.1817,9.5752,24.01,9.1373,14.3355,10.366,12.8054,5.01,5.8508,10.4907,11.1518,24.9055,3.7467
2018/11/28,5.81,9.26,10.07,5.579,5.85,5.1567,5.4,24.3181,29.6698,6.58,10.7312,53.6108,9.7545,24.4,9.3368,14.6142,10.2087,13.1119,5.0698,5.89,10.6804,11.2438,25.4802,3.7759
2018/11/29,5.59,9.14,9.93,5.4108,5.89,5.0669,5.31,23.4401,28.9549,6.85,10.5382,52.1123,9.6449,24.42,9.247,14.435,10.2365,12.9042,5.0598,5.841,10.9798,11.0102,24.7445,3.7759
2018/11/30,5.62,9.23,10.01,5.5394,5.92,5.1268,5.4,24.9593,31.5565,6.65,10.6938,54.3285,9.6947,24.44,9.4266,14.9925,10.1624,13.0921,5.2092,5.8508,9.8818,11.081,26.0626,3.8635
2018/12/3,5.8,9.65,10.29,5.7372,6.05,5.2664,5.58,25.5315,33.1651,6.85,11.198,55.8622,9.9837,25.4,9.9054,15.1916,10.8473,13.4975,5.3885,5.9684,10.4807,11.4138,26.8366,3.9803
2018/12/4,5.86,9.57,10.29,5.8361,6.03,5.3163,5.6,25.2553,32.9764,6.97,11.1856,55.6863,9.9239,25.13,9.8056,15.7292,10.9306,13.4184,5.3786,5.9782,10.6005,11.4562,26.7983,3.9608
2018/12/5,5.97,9.46,10.23,6.1428,6,5.4958,5.71,26.1037,34.0091,6.99,11.3972,58.1839,9.8542,25.05,9.7757,16.2966,12.0227,13.4679,5.4782,5.9586,10.5207,11.3784,27.7025,4.0192
2018/12/6,5.81,9.28,9.96,5.9054,5.84,5.2565,5.52,25.719,33.9594,6.95,11.0798,57.8955,9.7446,24.52,9.5064,16.3564,11.7451,13.1811,5.3686,5.9194,10.4608,11.1164,27.7715,3.9511
2018/12/7,5.78,9.32,10.06,5.846,5.83,5.2066,5.53,25.3638,33.3736,6.83,11.1731,56.6572,9.7246,24.38,9.5562,16.0876,11.2916,13.2207,5.2889,5.9782,10.5706,11.0597,27.2044,3.9413
2018/12/10,5.71,9.13,9.91,5.7966,5.74,5.0869,5.39,25.0876,33.2048,6.96,10.893,54.5958,9.5254,24.25,9.2869,16.1373,11.2823,12.9537,5.1594,5.9488,10.5007,11.1022,25.9476,3.8635
2018/12/11,5.76,9.2,10.09,5.8263,5.85,5.1168,5.45,25.1566,33.1551,7.01,11.0735,54.6873,9.6051,24.21,9.3667,16.2568,11.5692,13.0526,5.2491,5.9684,10.5306,11.173,25.986,3.9121
2018/12/12,5.82,9.18,10.02,5.7867,5.84,5.1467,5.5,25.3441,33.175,6.93,11.1233,54.9054,9.615,24.33,9.3767,16.1772,11.4397,13.1218,5.2292,5.9782,10.5306,11.2226,26.1392,3.9803
2018/12/13,5.83,9.23,10.17,5.8263,5.84,5.1966,5.68,25.1369,33.2644,6.89,10.7747,55.1094,9.5652,24.38,9.4565,16.1573,11.4119,13.2108,5.259,5.988,10.4907,11.258,26.4381,4.0387
2018/12/14,5.65,8.98,9.92,5.5592,5.57,5.037,5.43,24.1306,32.3608,6.55,10.5444,53.4279,9.2962,23.48,9.0974,15.8287,10.8288,12.8251,5.0399,5.8606,10.3709,10.996,25.5951,3.9705
2018/12/17,5.66,8.98,10.19,5.6086,5.56,5.0171,5.43,24.1109,32.9665,6.48,10.3639,54.7717,9.2862,23.5,9.0774,15.8785,10.9954,12.8054,5.0698,5.89,9.3328,11.1164,26.1622,4.0387
2018/12/18,5.54,8.89,10.05,5.5592,5.56,4.9373,5.34,24.4069,34.5453,6.49,10.0776,56.2773,9.2364,23.24,8.9378,15.8287,11.0972,12.6768,5.0598,5.8802,8.9835,10.8402,26.3615,4.0387
2018/12/19,5.53,8.77,10.04,5.5196,5.5,4.9373,5.39,23.9037,33.7509,6.37,9.8971,55.9326,9.1567,22.47,8.8281,16.1573,11.0417,12.3703,5.0001,5.89,9.4926,10.8332,25.9017,3.9803
2018/12/20,5.53,8.78,10.09,5.5394,5.53,4.9772,5.39,23.8643,33.9594,6.25,9.8473,55.5737,9.1667,22.64,8.8779,16.1672,11.4489,12.3802,4.9901,5.9194,9.5025,10.911,25.8174,3.9413
2018/12/21,5.59,8.72,9.97,5.5196,5.46,4.9074,5.36,22.7495,31.6458,6.24,9.9282,53.7375,9.077,22.69,8.8879,16.2269,11.0047,12.2022,4.9204,5.9096,9.5225,11.0314,24.7369,3.8246
2018/12/24,5.52,8.77,9.87,5.5691,5.46,4.9572,5.42,22.7791,30.9011,6.06,9.9842,54.1596,9.087,22.78,8.9877,15.4305,10.8658,12.2417,4.9403,5.9586,9.4826,11.3784,24.7828,3.844
2018/12/25,5.37,8.5,9.6,5.4603,5.37,4.8276,5.27,22.3845,30.2855,6.02,9.7166,53.4349,8.8279,22.5,8.7782,15.6097,10.5882,12.0835,4.761,5.9194,9.4926,11.6474,23.7713,3.7856
2018/12/26,5.35,8.46,9.64,5.4009,5.31,4.8076,5.16,22.2365,29.5904,6.09,9.5423,52.1263,8.808,22.58,8.5986,15.4504,10.4401,12.0044,4.6415,5.9096,9.4926,12.0581,23.2732,3.737
2018/12/27,5.27,8.32,9.61,5.302,5.26,4.7378,5,21.6939,29.2925,6,9.3991,51.2187,8.7283,22.17,8.459,15.2314,10.3105,11.866,4.5817,5.792,9.4426,12.1785,22.8134,3.6591
2018/12/28,5.32,8.37,9.54,5.2525,5.28,4.7079,5,21.7827,29.1138,6.13,9.4053,52.1193,8.7382,22.36,8.5887,15.0224,10.255,11.9451,4.5519,5.8018,9.802,12.0368,23.0739,3.6591
2019/1/2,5.24,8.27,9.6,5.2229,5.24,4.6879,5.01,21.6544,28.8159,6.4,9.4427,51.261,8.6585,21.71,8.4889,15.0224,10.4863,11.7078,4.5021,5.8018,9.5624,12.4617,22.4685,3.6105
2019/1/3,5.31,8.37,9.74,5.302,5.3,4.7378,5.11,21.684,28.9747,7.04,9.5236,51.4228,8.788,22.02,8.6485,15.112,10.8381,11.7671,4.7312,5.8018,9.4826,12.5325,22.5222,3.6397
2019/1/4,5.46,8.77,10.12,5.579,5.41,4.9074,5.34,22.3056,29.9677,7.13,9.8473,52.9495,9.1467,22.82,9.0874,15.8387,11.0879,12.1527,4.8806,5.9292,9.5125,12.6033,23.1582,3.7272
