ÈÕÆÚ,000060.SZ,000426.SZ,000603.SZ,000612.SZ,000630.SZ,000688.SZ,000751.SZ,000758.SZ,000807.SZ,000878.SZ,000933.SZ,002114.SZ,002160.SZ,002171.SZ,002203.SZ,002295.SZ,002379.SZ,002501.SZ,002540.SZ,002578.SZ,002806.SZ,002824.SZ,300328.SZ,300337.SZ,300697.SZ,600219.SH,600255.SH,600331.SH,600338.SH,600362.SH,600490.SH,600497.SH,600531.SH,600595.SH,600768.SH,600888.SH,600961.SH,601020.SH,601137.SH,601168.SH,601212.SH,601388.SH,601600.SH,601677.SH,603003.SH,603115.SH,603527.SH,603876.SH,688388.SH
2018/11/7,4.2755,5.27,8.32,4.17,2.0642,11.41,3.01,3.8821,4.33,8.59,4.3992,7.15,3.99,5.04,7.5341,6.4336,2.98,3.28,4.0543,3.36,20.4603,9.6124,6.1942,3.77,11.3288,2.3681,1.86,2.36,14.6366,13.3707,5.39,4.3632,3.9725,2.11,9.23,4.4185,7.53,9.1576,7.1133,6.32,3.39,2.0598,3.8,9.2049,7.26,,11.0934,18.2231,
2018/11/8,4.2067,5.22,8.16,4.09,2.0444,11.3,2.97,3.8422,4.25,8.42,4.2894,7.03,3.99,4.88,7.5838,6.8208,2.97,3.33,4.1538,3.39,19.8035,9.4626,6.1146,3.77,11.1322,2.3289,1.93,2.37,14.2493,13.2424,5.23,4.3041,3.8632,2.16,9.4,4.3791,7.56,8.9098,7.0043,6.22,3.32,2.0697,3.75,9.2049,7.22,,10.9462,17.9946,
2018/11/9,4.187,5.06,8.05,4.15,2.0346,11.29,2.95,3.8123,4.18,8.36,4.1598,6.98,3.93,5.02,7.4744,6.6719,2.98,3.3,4.1357,3.4,20.0324,9.3229,6.4626,3.75,10.9947,2.2898,1.98,2.33,14.3945,13.1141,5.13,4.2548,3.7738,2.09,9.28,4.3889,7.54,8.9395,7.0241,6.18,3.31,2.0299,3.66,9.0479,7.17,,10.8578,17.4779,
2018/11/12,4.2755,5.34,8.28,4.23,2.0741,11.4,3.02,3.8921,4.35,8.56,4.3393,7.12,4.05,5.14,7.5142,7.3371,3.11,3.48,4.1809,3.48,20.3807,9.5026,6.5223,3.96,11.3779,2.3387,2.18,2.41,14.6366,13.3213,5.23,4.373,3.8632,2.27,9.79,4.4875,7.94,9.1179,7.1628,6.28,3.34,2.1195,3.74,9.2246,7.42,,11.2014,17.9648,
2018/11/13,4.3443,5.41,8.34,4.37,2.1136,11.42,3.11,3.9819,4.56,8.68,4.6685,7.83,4.17,5.28,7.8223,8.0718,3.18,3.62,4.2533,3.52,20.2314,9.6523,6.5919,4.13,11.4467,2.3876,2.21,2.53,14.775,13.42,5.4,4.4617,3.9923,2.36,10.33,4.6158,8.25,9.2567,7.252,6.37,3.46,2.2289,3.81,9.3718,7.46,,11.3487,18.2231,
2018/11/14,4.3345,5.36,8.44,4.32,2.1037,11.33,3.09,3.942,4.53,8.62,4.5488,8.15,4.13,5.31,7.8124,8.737,3.17,3.63,4.2533,3.55,20.8982,9.6922,6.4626,4.16,11.3779,2.3876,2.15,2.57,14.6228,13.3016,5.32,4.6291,3.9526,2.32,10.21,4.5862,8.3,9.1179,7.3709,6.3,3.41,2.1991,3.79,9.3718,7.42,,11.3683,18.3225,
2018/11/15,4.4033,5.45,8.49,4.38,2.1235,11.34,3.12,3.9919,4.61,8.76,4.5987,8.17,4.19,5.47,7.9813,8.2207,3.19,3.66,4.2986,3.6,21.7242,9.9418,6.6416,4.16,11.7414,2.417,2.14,2.59,14.8234,13.5187,5.4,4.6488,4.0023,2.34,10.58,4.6749,8.27,9.4351,7.5195,6.39,3.46,2.2289,3.84,9.5582,7.54,,11.7315,18.9882,
2018/11/16,4.4033,5.51,8.47,4.42,2.1235,11.26,3.13,4.0218,4.57,8.75,4.5987,8.12,4.22,5.77,8.0112,8.2306,3.2,3.73,4.3619,3.58,21.4754,9.9617,6.572,4.12,11.6923,2.417,2.16,2.6,14.9271,13.5088,5.5,4.6389,4.0122,2.35,11.3,4.7045,8.33,9.5639,7.9257,6.4,3.5,2.209,3.83,9.7741,7.74,,11.761,18.6702,
2018/11/19,4.4426,5.48,8.46,4.4,2.1136,11.17,3.13,4.0617,4.58,8.86,4.6486,8.17,4.22,5.83,8.2795,7.9328,3.31,3.62,4.4162,3.57,21.147,10.0815,6.6117,4.09,11.8299,2.4268,2.1,2.59,15.3283,13.6864,5.49,4.6488,4.032,2.3,10.83,4.7045,8.26,9.9405,7.569,6.45,3.48,2.1991,3.86,9.8232,7.84,,11.8788,18.8392,
2018/11/20,4.3345,5.35,8.17,4.31,2.1235,11.86,3.06,3.8921,4.41,8.65,4.4391,8.18,4.08,5.83,7.9813,7.9626,3.18,3.63,4.19,3.51,21.4853,9.6723,6.3731,4.12,11.3681,2.3583,2.09,2.5,14.9133,13.4891,5.41,4.5306,4.1115,2.24,10.53,4.5566,8.08,9.4153,7.3411,6.24,3.56,2.1394,3.86,9.7054,7.68,,11.5646,18.1734,
2018/11/21,4.3148,5.25,8.41,4.3,2.1037,11.83,3.05,3.942,4.34,8.57,4.4989,8.24,4.17,5.68,7.8919,7.9328,3.17,3.64,4.4162,3.47,20.9479,10.0016,6.4924,4.03,11.3681,2.3681,2.11,2.53,15.0862,13.4101,5.35,4.5798,4.0122,2.25,10.74,4.5566,7.95,9.4351,7.3511,6.22,3.43,2.1493,3.77,9.7152,7.66,,11.653,18.0741,
2018/11/22,4.2853,5.26,8.33,4.39,2.1037,11.86,3.04,3.9819,4.36,8.54,4.449,8.44,4.14,5.52,7.8919,7.7541,3.17,3.7,4.2443,3.61,20.6594,10.0216,6.4527,4.03,11.3386,2.3583,2.09,2.51,15.0309,13.4496,5.28,4.5405,3.9824,2.24,10.85,4.5862,8.13,9.3162,7.3709,6.22,3.38,2.1394,3.81,9.7643,7.67,,11.761,18.0641,
2018/11/23,4.0494,4.86,8.04,4.09,2.0247,11.7,2.94,3.7624,4.09,8.12,4.1997,8.01,3.94,5.24,7.6633,7.3768,3.04,3.42,4.1719,3.52,19.286,9.6523,5.9953,3.7,10.356,2.3387,1.96,2.37,14.7196,12.9759,4.88,4.4223,3.754,2.12,10.17,4.3199,7.79,8.7413,7.1529,6.01,3.31,2.0299,3.66,9.4208,7.36,,11.1131,16.9016,
2018/11/26,4.0396,4.74,7.75,4.02,2.0148,11.7,2.93,3.7624,4.04,8.09,4.0999,7.82,3.93,5.27,7.6036,7.1484,3.01,3.37,4.1176,3.55,18.4899,9.5824,5.9655,3.94,10.3266,2.3094,1.96,2.36,15.024,12.8773,4.89,4.3336,3.7242,2.09,10.57,4.3002,7.8,8.6125,7.143,5.97,3.31,2.0299,3.61,9.3325,7.35,,10.956,16.7029,
2018/11/27,4.0593,4.83,7.84,4.02,2.0148,11.7,2.93,3.8222,4.11,8.13,4.1598,7.89,3.95,5.44,7.6335,7.2477,3.05,3.36,4.1448,3.54,18.5297,10.0516,6.224,3.86,10.3953,2.3094,1.98,2.39,14.941,12.9463,4.98,4.3927,3.754,2.12,10.46,4.3495,7.76,8.7413,7.1529,5.99,3.33,2.0299,3.62,9.2638,7.35,,11.2898,16.9016,
2018/11/28,4.0887,4.85,8.04,4.09,2.0346,11.7,2.97,3.8422,4.16,8.2,4.1997,7.9,3.97,5.41,7.6931,7.2974,3.07,3.38,4.2352,3.59,18.7387,9.9617,6.1842,3.89,10.5034,2.3191,2.01,2.45,15.1416,13.0944,5.08,4.4321,3.7738,2.13,10.43,4.3889,7.79,8.9792,7.252,6.04,3.33,2.0598,3.65,9.4306,7.43,,11.2701,17.0506,
2018/11/29,4.0691,4.92,8.84,4.07,2.0148,11.77,2.91,3.8721,4.05,8.13,4.0999,7.71,3.91,5.27,7.5937,7.2775,3.01,3.2,4.2262,3.57,18.2212,9.832,6.2339,3.85,10.3953,2.2702,1.97,2.36,14.8026,13.0746,5,4.2647,3.8036,2.1,10.28,4.3002,7.55,8.9693,7.0836,5.99,3.33,2.02,3.61,9.3325,7.3,,11.0149,16.7625,
2018/11/30,4.0986,4.98,9.6,4.04,2.0247,11.77,2.94,3.8721,4.12,8.21,4.1797,7.95,3.97,5.33,7.6335,7.3073,3.04,3.24,4.2081,3.59,18.2113,10.1015,6.5024,3.87,10.5034,2.2115,2.01,2.35,14.7127,13.1042,5.1,4.1563,3.7639,2.1,10.26,4.3002,7.43,8.89,7.1331,6.02,3.33,2.0399,3.64,9.2736,7.32,,11.2112,17.0506,
2018/12/3,4.2165,5.11,9.51,4.15,2.0642,11.8,3.04,3.9719,4.25,8.45,4.3094,8.16,4.1,5.5,7.9316,7.3867,3.11,3.37,4.3257,3.59,18.8581,10.2811,6.7907,3.98,10.8473,2.2702,2.08,2.42,15.3422,13.4496,5.23,4.3238,3.8831,2.17,10.57,4.4875,7.61,9.1774,7.3808,6.13,3.4,2.0996,3.71,9.6269,7.57,,11.5646,17.5176,
2018/12/4,4.2067,5.13,9.36,4.28,2.0642,11.78,3.05,3.9719,4.25,8.44,4.3393,8.11,4.14,5.45,7.8919,7.3569,3.14,3.4,4.3167,3.5,19.0273,10.2113,6.7112,4.04,10.867,2.28,2.08,2.47,15.4667,13.4003,5.24,4.3238,3.9129,2.18,10.5,4.4875,7.78,9.217,7.7275,6.13,3.4,2.0896,3.72,9.6073,7.69,,11.6334,17.5872,
2018/12/5,4.1575,5.17,9.25,4.28,2.0444,11.75,3.07,3.9819,4.3,8.4,4.3393,8.11,4.14,5.34,7.8919,7.7243,3.08,3.36,4.2895,3.45,18.669,10.4209,6.6714,4.05,11.5449,2.28,2.1,2.44,15.6534,13.272,5.22,4.3041,3.9228,2.2,10.35,4.4974,7.72,9.5243,7.4997,6.12,3.36,2.1692,3.7,9.4699,7.62,,12.8016,17.766,
2018/12/6,4.0691,5.04,8.94,4.2,2.0247,11.76,3,3.922,4.17,8.26,4.1997,7.85,4.06,5.18,7.8521,7.5853,3.05,3.25,4.4162,3.41,18.5894,10.0516,6.5421,3.96,11.0929,2.2409,2.01,2.38,15.4736,13.1042,5.1,4.2154,3.8831,2.14,10.2,4.5566,7.73,9.2666,7.2916,6.01,3.33,2.1095,3.62,9.2049,7.45,,12.3206,17.2196,
2018/12/7,4.0789,5.1,8.86,4.19,2.0346,11.7,3.03,3.9021,4.19,8.29,4.2495,7.75,4.07,5.46,7.8124,7.4959,3.01,3.22,4.371,3.36,18.6093,10.0216,6.5421,3.88,10.9063,2.2409,2.01,2.39,15.4321,13.1141,5.12,4.2548,3.8731,2.13,10.18,4.4777,7.67,9.2567,7.3312,6.03,3.31,2.0797,3.64,9.2147,7.4,,11.9672,17.1997,
2018/12/10,4.0396,5.05,9.3,4.09,2.0049,11.62,2.99,3.8422,4.1,8.19,4.1598,7.57,3.96,5.35,7.8322,7.1782,2.94,3.14,4.2895,3.34,18.072,9.9118,6.4825,3.89,10.9161,2.2017,1.98,2.32,15.522,13.0746,4.99,4.1465,3.9129,2.1,9.98,4.3692,7.65,8.9495,7.1826,5.98,3.31,2.0299,3.59,9.2736,7.3,,12.134,16.8022,
2018/12/11,4.0691,5.21,10.06,4.23,2.0247,11.64,3,3.8322,4.12,8.26,4.1797,7.6,4.02,5.29,7.8223,7.3967,2.95,3.17,4.3348,3.28,18.3008,9.9018,6.731,3.85,10.9161,2.2213,1.99,2.34,15.5497,13.124,5.07,4.1563,3.9327,2.11,10.16,4.3692,7.71,9.0089,7.3114,6.02,3.3,2.0498,3.6,9.3031,7.31,,11.9181,16.9413,
2018/12/12,4.0789,5.1,9.92,4.19,2.0247,11.73,2.98,3.8721,4.1,8.26,4.1697,7.57,4.04,5.29,7.8322,7.4264,3,3.18,4.3348,3.37,18.8482,9.9717,6.6416,3.79,11.1421,2.2017,2,2.33,15.4044,13.1042,5.02,4.176,3.8831,2.11,10.13,4.3791,7.7,9.1278,7.3808,6.02,3.26,2.0498,3.59,9.2638,7.27,,11.7119,17.2394,
2018/12/13,4.1281,5.12,9.87,4.29,2.0346,11.64,3,3.8921,4.15,8.34,4.2296,7.66,4.04,5.29,7.7726,7.5654,3,3.27,4.3529,3.39,18.7387,10.0216,6.6117,3.81,11.26,2.2017,2,2.35,15.522,13.2917,5.04,4.176,3.8831,2.14,10.19,4.4086,7.75,9.1774,7.3907,6.09,3.25,2.0697,3.65,9.3227,7.36,,11.8297,17.3388,
2018/12/14,4.0396,4.91,9.39,4.09,2.0049,11.59,2.94,3.8123,4.04,8.15,4.08,7.22,3.9,5.08,7.6434,7.7342,2.91,3.13,4.2443,3.27,18.2909,9.6423,6.3234,3.66,10.7687,2.1528,1.92,2.26,14.9756,13.0648,4.86,4.0775,3.754,2.07,9.73,4.31,7.5,8.9594,7.2322,5.95,3.15,2.0299,3.58,9.0774,7.13,,11.1523,17.0407,
2018/12/17,4.0396,4.99,9.69,4.09,2.0049,11.55,2.95,3.7524,4.06,8.17,4.1099,7.27,3.88,4.94,7.8124,8.2704,2.91,3.14,4.2443,3.27,18.5894,9.7421,6.3135,3.79,10.8866,2.1528,1.9,2.26,15.4598,13.1141,4.82,4.1071,3.754,2.06,9.95,4.31,7.97,9.0089,7.3114,5.96,3.13,2.01,3.58,9.0283,7.28,,10.8087,18.0939,
2018/12/18,4.0101,5.04,9.83,4.02,1.9951,11.53,2.95,3.7624,4.05,8.16,4.08,7.27,3.88,4.84,7.7527,8.042,2.9,3.11,4.2714,3.29,19.087,9.812,6.3433,3.69,10.8768,2.1332,1.88,2.26,15.5843,13.0352,4.81,4.0874,3.6646,2.03,9.72,4.2706,7.89,8.7017,7.2619,5.93,3.12,2.02,3.55,9.3816,7.15,,10.6516,17.925,
2018/12/19,3.9806,4.96,9.73,4.08,1.9852,11.53,2.93,3.8322,4.04,8.1,4.05,7.04,3.83,4.87,7.6832,7.6449,2.87,3.07,4.2081,3.27,18.47,9.6523,6.2538,3.65,10.7884,2.1332,1.87,2.23,15.6188,13.045,4.65,4.1268,3.5951,2.02,9.68,4.2114,7.66,8.6125,7.1232,5.92,3.05,2,3.49,8.9105,7.11,,10.524,18.4218,
2018/12/20,3.9806,4.92,9.63,4.08,1.9852,11.58,2.94,3.7823,4.05,8.13,4.08,7.09,3.85,4.86,7.703,7.6747,2.88,3.07,4.3348,3.28,18.5994,9.7222,6.3433,3.65,10.9849,2.1332,1.87,2.26,15.5704,12.9562,4.68,4.1071,3.5851,2.02,9.79,4.2114,7.66,8.662,7.1628,5.96,3.04,2.01,3.5,8.7928,7.06,,10.7007,20.26,
2018/12/21,3.9413,4.82,9.38,4.03,1.9753,11.54,2.93,3.7524,4.03,8.09,4.05,7.09,3.79,4.89,7.6533,7.8831,2.87,3.03,4.2805,3.32,20.4603,9.5425,6.214,3.62,10.975,2.1136,1.86,2.24,15.1416,12.897,4.65,4.0775,3.5752,2.02,9.69,4.1917,7.64,8.5927,7.1133,5.99,3.04,1.9801,3.48,8.6456,6.94,,10.5044,19.485,
2018/12/24,3.9708,4.78,9.52,4.09,1.9852,11.45,2.92,3.7624,4.02,8.12,4.06,7.1,3.82,4.9,7.7428,7.8931,2.83,3.01,4.3167,3.31,20.5001,9.6822,6.3632,3.59,11.2108,2.1136,1.87,2.24,15.2384,12.8477,4.72,4.0775,3.5752,2.02,9.72,4.241,7.72,8.6026,7.4105,6.01,3.04,2,3.48,8.8124,6.96,,10.6615,19.485,
2018/12/25,3.902,4.62,9.83,4.06,1.9654,11.45,2.88,3.6526,3.91,8,3.9503,6.85,3.73,4.77,7.6931,7.7541,2.77,2.92,4.2533,3.24,19.7339,10.6505,6.2638,3.52,11.1421,2.0745,1.83,2.12,15.1554,12.8082,4.64,4.0086,3.5057,2,9.7,4.1719,7.68,8.2359,7.2024,5.9,2.98,1.9503,3.43,8.5867,6.77,,10.4455,19.0876,
2018/12/26,3.8725,4.68,10.1,4.08,1.9457,11.3,2.86,3.6626,3.91,8.01,3.9004,6.81,3.73,4.73,7.7726,7.6747,2.74,2.9,4.2171,3.29,19.3557,10.3011,6.0848,3.5,11.486,2.0745,1.81,2.03,14.3253,13.0055,4.64,3.9889,3.5057,1.96,9.66,4.1522,7.68,8.3449,6.935,5.86,3,1.9503,3.44,8.6554,6.78,,10.5142,19.7334,
2018/12/27,3.8725,4.71,9.9,4,1.9457,11.51,2.84,3.6226,3.88,7.91,3.8705,6.79,3.7,4.68,7.9018,7.5952,2.68,2.82,4.2171,3.3,19.5448,9.792,6.0251,3.45,11.0143,2.0647,1.77,2.01,13.8896,12.897,4.52,4.0184,3.4064,1.95,9.48,4.0635,7.53,8.1962,6.7368,5.79,2.93,1.9304,3.51,8.6946,6.7,,10.1902,18.9187,
2018/12/28,3.8922,4.98,10,3.96,1.9457,11.54,2.85,3.6426,3.88,7.93,3.8904,6.66,3.69,4.63,7.8124,7.6747,2.74,2.83,4.1809,3.34,18.261,9.1133,6.1047,3.5,10.8277,2.0647,1.8,2.02,13.8539,12.9858,4.55,4.0381,3.466,1.94,9.63,4.1226,7.53,8.3845,6.7566,5.82,2.95,1.9204,3.55,8.6259,6.73,,10.1804,18.4218,
2019/1/2,3.8627,5.19,9.8,3.87,1.9259,11.5,2.82,3.5727,3.84,7.92,3.8306,6.59,3.32,4.63,7.6335,7.6747,2.76,2.83,4.1176,3.32,18.3307,9.1832,5.8263,3.45,10.867,2.0647,1.8,2.02,13.6614,12.8181,4.48,4.0086,3.456,1.91,9.68,4.093,7.55,8.3251,6.8062,5.77,2.96,1.8906,3.5,8.5082,6.75,,10.0921,18.243,
2019/1/3,3.8922,5.71,10.36,3.86,1.9358,11.46,2.81,3.5927,3.87,7.96,3.8705,6.72,3.3,4.74,7.6335,7.4662,2.77,2.88,4.199,3.31,17.4848,8.7839,5.7666,3.8,11.201,2.0647,1.8,1.89,13.6828,12.7983,4.65,4.0381,3.6249,1.93,9.71,4.1128,7.53,8.4638,6.7467,5.86,3.06,1.9005,3.52,8.518,6.72,,10.3473,18.5411,
2019/1/4,3.9904,6.28,10.52,3.95,1.9753,11.52,2.87,3.7025,3.96,8.13,3.9902,7.07,3.38,4.85,7.7328,7.6548,2.9,2.99,4.2533,3.35,17.7436,8.9935,5.9754,4.18,11.6825,2.1039,1.88,1.95,13.8967,13.0055,4.75,4.1366,3.6745,2.01,9.99,4.2114,7.59,8.7314,7.0142,6.02,3.1,1.9403,3.57,8.8124,6.9,,10.5731,19.0578,
2019/1/7,4.0789,6.47,10.39,4.01,2.0049,11.51,2.97,3.8023,4.1,8.29,4.0999,7.62,3.48,5.13,7.703,7.8732,2.98,3.08,4.2986,3.4,18.3705,9.2231,6.2936,4.6,12.2425,2.143,1.97,2.04,13.9894,13.3608,4.79,4.3238,3.7043,2.21,10.23,4.31,7.67,9.108,7.1727,6.09,3.15,2.01,3.62,8.9498,7.04,,10.7498,19.3757,
2019/1/8,4.0199,6.13,10,4.02,1.9951,11.44,2.93,3.8222,4.04,8.19,4.04,7.37,3.51,5.06,7.5042,7.8633,3.05,3.06,4.4162,3.34,18.0122,9.1133,6.92,4.37,11.9085,2.1332,1.96,2.01,13.9537,13.2029,4.69,4.2154,3.5951,2.18,10.18,4.3002,7.71,8.7909,7.2024,6.03,3.09,2.01,3.61,9.0283,7.02,,10.6222,18.5013,
2019/1/9,4.0101,6.1,10.13,4.05,1.9951,11.41,2.93,3.7823,4.03,8.21,4.0301,7.31,3.47,5.05,7.4943,7.8931,3.06,3.06,4.3348,3.33,18.0321,9.1632,7.6159,4.23,11.7218,2.143,1.97,2.03,13.9609,13.2029,4.73,4.1957,3.605,2.12,10.24,4.3002,7.74,8.7314,7.1529,6.03,3.08,2,3.59,9.0283,7.04,,10.6418,18.2728,
2019/1/10,3.9904,6.31,9.9,3.98,1.9753,11.36,2.93,3.7823,3.97,8.16,3.9802,7.26,3.47,5.01,7.4545,7.8931,3.05,3.06,4.3348,3.32,18.0122,9.0833,8.0534,4.15,11.6726,2.1234,1.99,2.02,13.9038,13.1733,4.74,4.1957,3.6249,2.08,10.3,4.2903,7.87,8.8206,7.2124,5.99,3.09,2,3.56,9.0774,7.05,,10.5338,18.5808,
2019/1/11,4.0199,6.13,8.98,4.03,1.9951,11.37,2.97,3.8921,4.06,8.28,4.07,7.47,3.59,5.16,7.5241,7.7442,3.09,3.14,4.3981,3.37,18.2212,9.2231,7.5861,4.2,11.8593,2.1528,2.09,2.22,13.8824,13.2818,4.88,4.2548,3.6547,2.29,10.34,4.4185,7.92,8.9197,7.252,6.06,3.11,2.1991,3.6,9.1264,7.09,,10.7596,19.1571,
2019/1/14,4.0003,6.31,9.3,4.06,2.0049,11.3,2.97,3.8622,4.05,8.28,4.08,7.44,3.5,5.08,7.4744,7.3967,3.13,3.04,4.3619,3.32,17.8928,9.1632,7.606,4.1,11.8004,2.1528,2.13,2.17,13.8539,13.2029,4.84,4.2548,3.7242,2.52,10.35,4.3791,8.22,9.0585,7.3411,6.07,3.42,2.1294,3.59,9.254,7.11,,10.9069,18.4815,
2019/1/15,4.0494,6.73,9.42,4.07,1.9951,11.41,2.96,3.8921,4.07,8.32,4.07,7.48,3.52,5.18,7.544,7.5357,3.15,3.1,4.371,3.39,18.2013,9.3029,7.3077,4.13,11.7709,2.1528,2.06,2.16,13.8682,13.2522,4.85,4.2844,3.7143,2.37,10.32,4.3988,8.4,8.8702,7.2718,6.1,3.3,2.0996,3.62,9.2933,7.15,,10.848,18.8789,
2019/1/16,4.0396,6.5,9.29,4.08,1.9951,11.46,2.98,3.8422,4.1,8.32,4.1199,7.48,3.54,5.08,7.5142,7.4959,3.33,3.04,4.3529,3.36,18.072,9.253,7.2282,4.05,11.5646,2.143,2.03,2.17,13.8183,13.272,4.76,4.2942,3.6944,2.5,10.49,4.3988,8.39,8.7215,7.1925,6.08,3.3,2.0996,3.6,9.2147,7.19,,10.7007,18.6802,
2019/1/17,4.0396,6.37,9.37,4.06,2.0049,11.44,2.98,4.0218,4.08,8.28,4.1697,7.41,3.51,5.03,7.5042,7.347,3.18,3.06,4.371,3.36,17.5545,9.1233,7.0492,3.95,11.3189,2.1626,2.09,2.39,13.7612,13.2226,4.74,4.245,3.7242,2.62,10.17,4.3889,8.23,8.7017,7.2322,6.03,3.35,2.1792,3.56,9.1951,7.06,,10.5829,18.3622,
2019/1/18,4.1477,6.27,9.34,4.47,2.0346,12.29,3.07,4.1915,4.27,8.5,4.4391,7.55,3.67,5.08,7.4844,7.2974,3.2,3.11,4.3981,3.39,17.7137,9.3029,7.079,4,11.5351,2.2115,2.09,2.63,14.0108,13.4299,4.86,4.3632,3.8136,2.88,10.29,4.5171,8.39,9.217,7.2322,6.18,3.39,2.2687,3.68,9.3718,7.24,,10.9265,19.1174,
2019/1/21,4.1379,6.12,9.39,4.92,2.0247,11.97,3.17,4.1715,4.37,8.48,4.4291,7.92,3.69,5.07,7.4943,7.4463,3.23,3.1,4.4343,3.44,18.0521,9.3828,7.0591,3.96,11.4565,2.2017,2.16,2.89,14.0322,13.3707,4.84,4.3829,3.8632,3.03,10.48,4.5073,8.41,9.227,7.3015,6.16,3.34,2.3782,3.7,9.3325,7.28,,10.8774,19.6738,
2019/1/22,4.0593,6.12,9.21,4.96,2.0049,11.87,3.1,4.0118,4.19,8.29,4.2296,7.58,3.57,4.72,7.4347,7.347,3.14,3.16,4.2895,3.32,17.7137,9.1732,7.0989,3.85,11.5547,2.1626,2.07,2.77,13.7683,13.1042,4.76,4.2942,3.7738,2.88,10.35,4.4284,8.5,9.0981,7.2817,6.08,3.23,2.2588,3.67,9.3914,7.19,,10.7007,19.4353,
2019/1/23,4.0593,6.04,9.22,4.85,1.9951,11.88,3.1,3.9919,4.3,8.29,4.2396,7.4,3.52,4.88,7.4247,7.347,3.2,3.02,4.3257,3.3,18.1317,9.2131,6.9299,3.79,11.7316,2.1528,2.1,3.05,13.8539,12.9759,4.67,4.3041,3.7639,2.77,10.51,4.4086,8.27,8.9197,7.4006,6.11,3.22,2.2687,3.68,9.2736,7.21,,10.7498,20.0315,
2019/1/24,4.0494,6.12,9.17,4.62,1.9951,11.89,3.05,3.9719,4.24,8.3,4.2994,7.26,3.53,4.96,7.4148,7.347,3.18,2.94,4.2805,3.3,18.2809,9.1532,7.1785,3.78,11.6235,2.1724,2.07,2.82,13.7327,12.9661,4.65,4.2745,3.7043,2.68,10.48,4.3889,8.3,8.8801,7.2817,6.12,3.22,2.1891,3.66,9.2638,7.28,,10.7204,19.8924,
2019/1/25,4.0101,5.72,9.12,4.48,1.9852,11.8,3.03,3.8921,4.13,8.27,4.1697,6.89,3.44,4.88,7.3949,7.1385,3.12,2.87,4.3076,3.23,17.8132,9.0534,6.9398,3.65,11.3582,2.1528,2.01,2.62,13.5473,12.9167,4.51,4.245,3.6547,2.55,10.36,4.3495,8.2,8.5233,7.252,6.03,3.19,2.1593,3.67,9.2442,7.26,,10.6516,18.869,
2019/1/28,3.9806,5.94,9.62,4.29,1.9753,11.8,2.98,3.8622,4.11,8.32,4.2096,6.97,3.42,4.8,7.4347,6.9896,3.12,2.77,4.3167,3.22,17.3156,9.0035,6.9398,3.67,10.9652,2.143,1.97,2.49,13.5473,12.9562,4.53,4.245,3.6745,2.51,10.36,4.3297,8.09,8.4638,7.2024,6.05,3.28,2.1294,3.63,9.2736,7.2,,10.3179,18.5411,
2019/1/29,3.9315,5.82,9.37,4.11,1.9654,11.74,2.89,3.7723,3.98,8.18,4.0201,6.55,3.3,4.69,7.713,7.0293,3.09,2.64,4.19,3.17,16.1812,8.6142,6.6615,3.55,10.4248,2.1136,1.9,2.36,13.1837,12.8181,4.35,4.1268,3.5554,2.43,10.07,4.2706,7.85,8.226,6.9647,5.93,3.08,2.0697,3.56,9.0872,7.08,,10.2786,17.3686,
2019/1/30,3.9118,6.03,9.43,3.83,1.9457,11.82,2.87,3.7125,3.92,8.11,3.9203,6.42,3.26,4.67,7.5838,6.8903,3.09,2.62,4.1176,3.18,14.9969,8.5144,6.731,3.6,10.2381,2.0941,1.87,2.3,13.1195,12.8279,4.29,4.1071,3.5256,2.35,9.93,4.2311,7.78,8.2854,6.9151,5.4,2.98,2.0797,3.56,9.0479,6.98,,10.0233,16.991,
2019/1/31,3.961,5.9,8.81,3.78,1.9556,11.86,2.8,3.6426,3.53,8.19,3.8006,6.21,3.08,4.55,7.5639,6.662,3.03,2.37,4.0271,3.2,14.4994,8.2149,7.0194,3.24,9.9335,2.0843,1.68,2.07,13.1552,13.0944,4.09,4.0775,3.4958,2.12,10,4.1719,7.61,8.0674,6.9052,5.41,2.92,1.9503,3.53,8.8811,6.8,,9.8565,16.0371,
2019/2/1,4.0494,6.04,9.24,3.95,1.9852,11.98,2.87,3.8123,3.62,8.37,3.9303,6.63,3.24,4.69,7.6533,6.7017,3.12,2.49,4.0905,3.24,15.0666,8.5942,7.2978,3.29,10.2873,2.1234,1.74,2.13,13.6685,13.2621,4.32,4.1859,3.5951,2.02,10.2,4.241,7.8,8.3647,7.0142,5.55,3,2.02,3.62,8.9302,7,,10.1019,16.4246,
2019/2/11,4.1084,6.21,9.38,4.05,2.0148,12.09,2.96,3.9021,3.76,8.54,4.0301,7.25,3.33,4.89,7.7229,6.94,3.18,2.6,4.1719,3.28,15.5741,8.8038,7.3674,3.41,10.6115,2.1626,1.85,2.26,13.968,13.42,4.47,4.2745,3.6745,2.1,10.18,4.3297,7.92,8.6323,7.1529,5.69,3.04,2.0896,3.68,9.0675,7.11,,10.4749,16.9612,
2019/2/12,4.1182,6.29,9.44,4.08,2.0247,12,2.96,3.922,3.83,8.53,4.0899,7.1,3.39,4.9,7.7328,6.9896,3.24,2.65,4.2624,3.27,16.012,8.9735,7.7651,3.56,10.7097,2.1724,1.86,2.31,13.9609,13.4299,4.5,4.3041,3.7043,2.21,10.18,4.3692,8.08,8.6918,7.252,5.71,3.07,2.1294,3.7,9.1657,7.15,,10.5044,17.0407,
