ÈÕÆÚ,600759.SH,600777.SH,601857.SH
2019/6/13,3.55,2.18,6.8814
2019/6/14,3.43,2.11,6.823
2019/6/17,3.32,2.14,6.8327
2019/6/18,3.36,2.11,6.7547
2019/6/19,3.36,2.15,6.7645
2019/6/20,3.7,2.22,6.8035
2019/6/21,3.88,2.26,6.8522
2019/6/24,3.99,2.22,6.8327
2019/6/25,4,2.17,6.784
2019/6/26,4.08,2.17,6.8132
2019/6/27,3.89,2.16,6.8132
2019/6/28,3.86,2.08,6.7935
2019/7/1,3.92,2.11,6.8428
2019/7/2,3.86,2.08,6.8231
2019/7/3,3.73,2.04,6.7935
2019/7/4,3.63,2.05,6.8132
2019/7/5,3.65,2.04,6.7737
2019/7/8,3.45,2,6.6651
2019/7/9,3.44,2.01,6.6256
2019/7/10,3.38,1.99,6.5762
2019/7/11,3.72,2,6.5861
2019/7/12,3.64,2,6.5861
2019/7/15,3.6,2,6.5565
2019/7/16,3.58,1.99,6.5367
2019/7/17,3.53,2.07,6.517
2019/7/18,3.56,2.03,6.4479
2019/7/19,3.6,2.03,6.4676
2019/7/22,3.42,2.03,6.3689
2019/7/23,3.49,2.05,6.3689
2019/7/24,3.6,2.06,6.3985
2019/7/25,3.49,2.04,6.3886
2019/7/26,3.45,2.03,6.4577
2019/7/29,3.38,2.03,6.4577
2019/7/30,3.42,2.03,6.4577
2019/7/31,3.4,2.06,6.4281
2019/8/1,3.23,2.06,6.3787
2019/8/2,3.14,2.11,6.2504
2019/8/5,3.12,2.08,6.1714
2019/8/6,3.08,2.04,6.0825
2019/8/7,3.14,2.02,6.122
2019/8/8,3.12,2,6.0924
2019/8/9,3.05,2,6.0924
2019/8/12,3.1,2.02,6.1121
2019/8/13,3.07,2,6.0628
2019/8/14,3.12,2.04,6.0628
2019/8/15,3.09,2.02,6.0233
2019/8/16,3.06,2.01,6.0233
2019/8/19,3.14,2.06,6.1023
2019/8/20,3.13,2.06,6.1121
2019/8/21,3.1,2.05,6.0924
2019/8/22,3.14,2.07,6.0726
2019/8/23,3.09,2.05,6.043
2019/8/26,3.07,2.01,5.9936
2019/8/27,3.14,2.04,6.0233
2019/8/28,3.19,2.1,6.0134
2019/8/29,3.14,2.06,6.0134
2019/8/30,3.08,2.04,6.043
2019/9/2,3.12,2.05,6.0825
2019/9/3,3.12,2.05,6.0726
2019/9/4,3.17,2.05,6.1121
2019/9/5,3.21,2.07,6.1516
2019/9/6,3.22,2.07,6.1813
2019/9/9,3.28,2.11,6.2504
2019/9/10,3.29,2.14,6.2701
2019/9/11,3.3,2.13,6.2405
2019/9/12,3.25,2.13,6.201
2019/9/16,3.47,2.23,6.4182
2019/9/17,3.51,2.2,6.3392
2019/9/18,3.32,2.11,6.2504
2019/9/19,3.26,2.12,6.2701
2019/9/20,3.24,2.12,6.2997
2019/9/23,3.16,2.11,6.28
2019/9/24,3.15,2.09,6.26
2019/9/25,3.1,2.07,6.15
2019/9/26,3.05,2.03,6.1
2019/9/27,3.07,2.03,6.11
2019/9/30,3.05,2.01,6.19
