ÈÕÆÚ,000629.SZ,000655.SZ,000762.SZ,000833.SZ,000923.SZ,600295.SH,600532.SH,601969.SH,603505.SH,900936.SH
2015/3/19,3.78,13.34,17.59,10.7417,14.7212,10.6296,11.0209,16.6464,,0.8537
2015/3/20,3.79,13.83,17.36,10.6728,14.7012,10.382,10.9213,16.8547,,0.8509
2015/3/23,4.07,14.44,17.5,10.8303,15.5407,10.4963,11.3,16.9639,,0.8518
2015/3/24,4.28,14.78,18.2,10.7023,15.4408,10.182,12.426,17.1424,,0.8472
2015/3/25,4.12,14.89,17.75,10.8992,15.1309,10.1439,12.4459,16.9242,,0.837
2015/3/26,4.04,14.61,17.55,10.7121,14.8811,10.1724,12.1968,16.7159,,0.8444
2015/3/27,4.07,15.45,17.55,11.0863,14.9011,10.2772,12.5455,17.5194,,0.8425
2015/3/30,4.17,15.39,17.64,11.1158,14.971,10.5915,12.5655,17.7575,,0.849
2015/3/31,4.09,15.39,17.4,10.8795,16.0904,10.3915,12.6751,17.569,,0.8472
2015/4/1,4.12,16.49,18,10.9484,16.0404,10.782,13.2829,18.2833,,0.849
2015/4/2,4.16,17.99,19.36,11.1552,17.6494,10.8392,14.0801,18.3726,,0.863
2015/4/3,4.48,17.09,19.92,11.4998,19.4184,10.963,14.379,18.9281,,0.8834
2015/4/7,4.68,16.89,19.77,11.6081,19.5183,11.5345,15.1364,20.8229,,0.9094
2015/4/8,4.69,16.9,18.9,11.9232,18.6988,11.3821,15.7342,20.8229,,0.9141
2015/4/9,4.51,17.27,18.4,11.5982,17.7694,10.8582,15.3855,20.8229,,0.9224
2015/4/10,4.54,16.89,18.9,12.061,17.9293,11.2202,15.525,20.8229,,1.0144
2015/4/13,4.6,16.56,19.11,12.5139,18.1391,11.8869,15.2958,20.8229,,1.1156
2015/4/14,4.67,16.21,18.69,13.1539,18.4889,11.7917,15.0367,20.8229,,1.1036
2015/4/15,4.41,16.18,17.89,12.8487,17.1697,11.3059,14.8574,20.8229,,1.0683
2015/4/16,4.4,15.75,17.6,12.6813,16.9199,11.4297,14.6581,20.8229,,1.0673
2015/4/17,4.51,16.06,17.79,12.5434,17.7194,11.5916,14.7976,20.8229,,1.0441
2015/4/20,4.54,16.16,17.95,11.8838,18.419,11.4297,14.4189,20.8229,,1.007
2015/4/21,4.81,16.53,18.39,12.1398,19.5383,11.9345,14.8474,20.8229,,1.0358
2015/4/22,5.03,17.11,18.71,12.5828,21.4971,12.0488,15.4951,20.8229,,1.0608
2015/4/23,5.53,17.16,19.03,12.6025,23.2861,11.9726,16.1926,20.8229,,1.0515
2015/4/24,5.72,16.51,18.55,13.0456,23.7158,11.6869,16.4517,20.8229,,1.0469
2015/4/27,5.78,16.34,18.72,13.3311,24.3354,11.8869,16.3521,20.8229,,1.0553
2015/4/28,5.31,16.5,19.21,13.6068,25.8845,11.5154,15.0766,20.8229,,1.0265
2015/4/29,5.53,17.23,20,13.7348,25.8645,11.744,15.8737,20.8229,,1.0488
2015/4/30,5.35,17.34,19.13,13.3902,23.9857,11.5535,16.9101,20.8229,,1.0506
2015/5/4,5.59,18.38,18.76,13.085,23.1362,11.4488,16.94,20.8229,,1.059
2015/5/5,5.23,18.36,17.86,12.6419,21.3372,10.8392,16.8204,20.8229,,1.0395
2015/5/6,4.99,16.98,17.82,12.1988,21.1973,10.5439,17.2788,20.8229,,1.0432
2015/5/7,4.52,16.25,17.82,11.7459,21.4672,10.6392,16.651,20.8229,,1.0162
2015/5/8,4.66,16.73,18.33,12.4647,23.0362,10.8773,16.9798,20.8229,,1.0265
2015/5/11,4.83,16.8,19,12.957,23.396,11.2773,17.4581,20.8229,,1.0515
2015/5/12,4.91,16.65,19.05,12.8487,23.9956,11.3345,19.1621,20.8229,,1.0571
2015/5/13,5.19,17.92,20.12,12.8487,23.8557,11.5154,19.1422,20.8229,,1.0645
2015/5/14,5.09,17.65,20.19,13.3508,23.9857,11.4773,19.2119,20.8229,,1.0748
2015/5/15,4.92,16.7,19.61,13.4099,23.0762,11.0868,18.5343,20.8229,,1.1175
2015/5/18,4.83,16.89,20.73,13.2425,22.6664,10.9439,19.3714,20.8229,,1.1454
2015/5/19,4.95,17.32,20.84,13.7151,23.0162,11.2487,20.1984,20.8229,,1.1379
2015/5/20,4.95,17.75,20.74,13.7545,23.7858,11.363,21.3244,20.8229,,1.1593
2015/5/21,4.94,19.53,20.93,13.8332,26.1643,11.9155,21.2746,20.8229,,1.1714
2015/5/22,4.94,19.53,21.75,14.2369,28.6728,12.1155,23.4071,22.9062,,1.1435
2015/5/25,4.94,19.53,22,14.5717,27.8933,12.5727,24.6626,25.1978,,1.1584
2015/5/26,4.94,19.53,22.1,14.7587,28.6329,12.8775,24.8619,27.7176,,1.1649
2015/5/27,4.94,19.53,21.74,16.2356,29.8022,13.068,26.795,30.4903,,1.1537
2015/5/28,4.94,19.53,21.09,16.5408,28.9327,12.2203,25.3003,29.8919,,1.1101
2015/5/29,4.94,19.53,20.89,18.1949,29.1725,12.106,26.1872,27.3485,,1.1361
2015/6/1,4.94,19.53,22.3,20.0163,30.7616,12.9156,27.0342,28.3659,,1.1769
2015/6/2,4.94,19.53,24.53,20.9517,32.5805,13.5918,26.9047,27.937,,1.1955
2015/6/3,4.94,19.53,24.82,20.0065,32.1807,13.4966,26.3765,29.3733,,1.1788
2015/6/4,4.94,19.53,25.36,20.0065,30.8515,14.0109,25.9082,27.2189,,1.1825
2015/6/5,4.94,19.53,25.97,19.9868,31.6411,14.1728,25.7786,27.6378,,1.1918
2015/6/8,5.43,19.53,25.2,20.804,34.8092,14.1919,24.9117,27.6079,,1.1695
2015/6/9,5.97,19.53,24.7,20.0951,36.6081,14.0204,25.7288,26.9296,,1.1547
2015/6/10,5.82,19.53,25.09,20.2723,38.9867,14.249,25.669,27.6478,,1.1686
2015/6/11,5.86,19.53,27.6,22.3005,40.3758,14.3157,26.4064,28.0168,,1.1612
2015/6/12,6.25,19.53,26.81,23.1867,40.7756,14.7253,28.22,27.7276,,1.1658
2015/6/15,6.4,19.53,26.92,21.9264,41.6751,14.1443,28.6,26.8897,,1.1324
2015/6/16,6.27,19.53,24.99,19.9769,37.5076,13.5061,27.73,26.6903,,1.1147
2015/6/17,6.58,19.53,25.28,20.8532,37.5675,14.0585,28.2,25.5832,,1.1036
2015/6/18,6.61,19.53,24.67,20.8532,33.8098,13.5156,25.81,23.6582,,1.0841
2015/6/19,5.95,19.53,22.33,20.8532,30.4318,12.1631,23.23,21.2944,,1.0599
2015/6/23,5.98,19.53,22.11,20.8532,30.012,12.5441,22.12,21.0749,,1.0748
2015/6/24,6.35,19.53,22.45,20.8532,31.4912,12.887,22.69,22.0823,,1.0738
2015/6/25,6.01,19.53,22.74,20.8532,31.9209,12.3017,21.92,21.0051,,1.0362
2015/6/26,5.41,19.53,20.47,20.8532,28.7328,11.0734,19.73,18.9006,,0.9354
2015/6/29,5.05,19.53,18.42,20.8532,25.8645,10.6224,17.76,17.0355,,0.9373
2015/6/30,5.36,19.53,19,20.8532,25.8845,11.5148,17.74,18.1825,,1.0041
2015/7/1,4.91,19.53,17.1,18.7659,24.2855,10.7088,15.97,16.7163,,0.9561
2015/7/2,4.42,19.53,15.39,16.8854,21.8569,10.0563,14.37,15.31,,0.942
2015/7/3,3.98,19.53,13.85,15.2018,19.6682,9.6149,12.93,13.784,,0.876
2015/7/6,3.97,19.53,12.48,13.6855,17.6994,9.9507,11.64,13.9436,,0.8478
2015/7/7,3.61,19.53,11.23,12.317,15.9305,8.9528,11.64,15.3399,,0.763
2015/7/8,3.25,19.53,10.11,12.317,14.3414,8.0604,11.64,14.2727,,0.6867
2015/7/9,3.58,19.53,11.12,12.317,15.7806,8.8664,11.64,15.699,,0.7555
2015/7/10,3.94,19.53,12.23,12.317,17.3596,9.7492,11.64,17.2649,,0.8308
2015/7/13,4.33,19.53,13.45,13.5477,19.0986,10.5361,12.8,18.9904,,0.8902
2015/7/14,4.33,19.53,13.97,14.9064,18.8387,9.8644,14.08,17.6738,,0.8449
2015/7/15,3.9,19.53,12.57,13.4197,16.9599,8.876,12.67,15.9084,,0.8007
2015/7/16,3.98,19.53,12.94,12.2973,16.3402,9.0871,12.51,16.3772,,0.8497
2015/7/17,4.17,19.53,13.88,12.957,17.7894,9.7492,13.76,17.3148,,0.8798
2015/7/20,4.13,19.53,14.17,13.0062,19.5683,9.7204,14.19,17.0654,,0.8657
2015/7/21,4.14,19.53,14.27,14.3058,21.5271,9.8356,15.47,17.225,,0.8628
2015/7/22,4.18,19.53,14.37,14.5027,23.456,9.8644,15.19,17.5541,,0.8628
2015/7/23,4.32,19.53,15.34,15.4676,25.8046,10.1618,16.4,18.4917,,0.8798
2015/7/24,4.17,19.53,15.35,14.739,26.9739,9.9411,16.96,17.4843,,0.8628
2015/7/27,3.75,19.53,13.82,13.2622,26.1044,9.2886,15.26,15.7389,,0.796
2015/7/28,3.67,19.53,12.44,12.6124,28.7128,9.1063,16.01,15.1504,,0.8487
2015/7/29,3.94,19.53,13.33,13.8628,31.5811,9.4901,17.42,16.2376,,0.8591
2015/7/30,3.81,19.53,13.44,13.7545,30.2519,9.0967,16.83,15.8685,,0.8365
2015/7/31,3.84,19.53,14.78,13.0653,30.2819,9.1063,15.74,15.8885,,0.8336
2015/8/3,4.15,19.53,13.3,11.7558,27.2537,8.78,15.93,17.4743,,0.8101
2015/8/4,4.19,19.53,14.2,12.76,26.8439,9.2214,16.78,18.1625,,0.8497
2015/8/5,4.05,19.53,14.94,12.2776,26.734,9.4709,17.09,17.3247,,0.8478
2015/8/6,4.01,19.53,16.43,12.6025,24.0656,9.4709,18.8,17.3347,,0.8487
2015/8/7,4.07,19.53,17.45,12.8782,24.0656,9.8548,19.03,17.7636,,0.861
2015/8/10,4.23,19.53,18.16,13.6855,25.7246,10.2194,19.98,18.3919,,0.8845
2015/8/11,4.33,19.53,18.25,13.7348,25.6946,10.2002,19.08,18.6213,,0.8741
2015/8/12,4.23,19.53,17.42,13.2228,23.436,9.9219,19.18,17.5641,,0.8581
2015/8/13,4.41,19.53,18.1,13.9809,24.4854,10.181,19.39,18.5914,,0.8704
2015/8/14,4.52,19.53,19.4,13.9809,24.3454,10.0275,19.4,18.2124,,0.8628
2015/8/17,4.97,19.53,19,15.379,25.9845,10.4977,20.65,18.2224,,0.8675
2015/8/18,4.76,19.53,17.1,13.9809,23.386,9.4517,18.59,16.3972,,0.8355
2015/8/19,5.24,19.53,18.81,15.379,22.8363,9.8068,19.02,16.5069,,0.8581
2015/8/20,5.01,19.53,18.29,15.379,20.5577,9.3846,17.51,16.856,,0.8383
2015/8/21,4.51,19.53,16.82,13.8431,18.4989,9.0391,16.19,15.31,,0.8242
2015/8/24,4.06,17.58,15.14,12.4548,16.65,8.1371,14.57,13.784,,0.7423
2015/8/25,3.65,15.82,13.63,11.2143,14.981,7.3215,14.57,12.4076,,0.6744
2015/8/26,3.3,14.24,12.27,10.0919,13.4819,6.9089,14.57,12.5672,,0.6876
2015/8/27,3.5,12.82,12.18,10.1115,13.8117,7.2831,14.57,13.0659,,0.7206
2015/8/28,3.78,12.36,13.4,11.106,15.1909,7.7821,14.57,14.0533,,0.7536
2015/8/31,3.57,11.12,12.2,11.0764,13.6718,7.3215,14.57,14.3425,,0.7573
2015/9/1,3.35,10.01,10.98,9.9737,12.3026,6.8321,14.57,14.3425,,0.7263
2015/9/2,3.15,9.01,9.9,8.9793,11.0734,6.6786,14.57,13.5945,,0.7074
2015/9/7,3.21,8.18,10.78,9.127,11.5231,6.8417,14.57,13.6543,,0.7281
2015/9/8,3.34,8.36,11.39,9.511,12.6724,7.12,14.57,14.0533,,0.7602
2015/9/9,3.5,8.91,12.28,9.9442,13.432,7.3503,14.57,15.4596,,0.7668
2015/9/10,3.36,8.34,11.73,9.954,13.382,7.1968,14.57,14.6916,,0.7649
2015/9/11,3.36,8.55,11.91,9.954,13.6518,7.3023,14.57,14.5121,,0.7705
2015/9/14,3.11,7.7,10.72,8.9596,12.2827,6.573,14.57,13.0659,,0.7357
2015/9/15,2.88,6.93,10.13,8.0636,11.0534,6.4291,14.57,11.869,,0.7281
2015/9/16,3.14,7.59,11.14,8.8611,12.1627,7.024,14.57,12.9063,,0.7658
2015/9/17,3.03,7.18,12.25,8.3689,11.5931,6.8033,14.57,12.5971,,0.7686
2015/9/18,3.05,7.18,12.57,8.3984,12.3426,6.8417,14.57,12.6769,,0.8148
2015/9/21,3.1,7.47,12.94,8.8414,12.8223,7.0048,14.57,13.026,,0.8139
2015/9/22,3.13,7.64,12.56,8.8907,13.1321,7.0528,14.57,13.4349,,0.811
2015/9/23,3.03,7.34,12.89,8.615,12.4725,6.9185,14.57,12.7866,,0.8035
2015/9/24,3.07,7.52,12.71,8.9399,13.0122,7.0144,14.57,13.1257,,0.8016
2015/9/25,2.99,7.15,12.02,8.5559,12.0428,6.8225,14.57,12.4874,,0.796
2015/9/28,3.01,7.23,12.4,8.6445,12.4326,6.9185,14.57,12.7068,,0.8026
2015/9/29,2.94,7.04,12.33,8.3984,12.0328,6.7554,14.57,12.3777,,0.795
2015/9/30,2.94,7.05,12.3,8.4279,12.1227,6.9569,14.57,12.5871,,0.796
2015/10/8,3.04,7.35,13.3,8.8316,12.7324,7.1968,14.57,13.0958,,0.8101
2015/10/9,3.09,7.71,13.41,8.9399,13.1122,7.2447,14.57,14.4024,,0.8063
2015/10/12,3.21,8.02,13.49,9.4519,14.0316,7.4942,14.57,14.5719,,0.8299
2015/10/13,3.17,7.95,14.84,9.7276,14.1715,7.5902,14.57,14.3724,,0.8308
2015/10/14,3.21,7.86,15.01,9.383,14.1915,7.4271,14.57,14.2029,,0.8186
2015/10/15,3.27,8.16,15.75,9.9836,15.5507,7.5902,14.57,14.4522,,0.8318
2015/10/16,3.28,8.16,15.89,10.0426,16.8599,7.7245,14.57,14.552,,0.8336
2015/10/19,3.27,8.5,16.38,10.0426,16.66,7.8397,14.57,14.4123,,0.8242
2015/10/20,3.28,8.56,15.92,10.0426,16.66,7.8972,14.57,14.5719,,0.8261
2015/10/21,3.06,7.7,14.33,10.0426,14.991,7.4942,14.57,13.3252,,0.7978
2015/10/22,3.11,7.86,14.94,10.0426,15.5007,7.7437,14.57,13.7142,,0.811
2015/10/23,3.15,8.3,15.3,10.0426,16.2003,7.8972,14.57,13.9236,,0.8139
2015/10/26,3.13,8.28,15.68,10.0426,15.8405,8.0124,14.57,14.0034,,0.8082
2015/10/27,3.07,8.18,15.28,10.0426,15.4807,8.1755,14.57,14.2528,,0.8148
2015/10/28,3.07,8.19,15.27,10.0426,15.7706,8.2043,14.57,14.1031,,0.8007
2015/10/29,3.06,8.18,16.8,10.0426,15.6007,8.4058,14.57,14.153,,0.8016
2015/10/30,3.03,8.12,17.26,10.0426,15.4408,8.2523,14.57,14.2927,,0.811
2015/11/2,2.97,7.89,17.52,10.0426,14.4913,8.1179,14.57,14.0732,,0.8016
2015/11/3,2.98,8.68,18.02,10.0426,15.021,8.2331,14.57,14.6318,,0.8035
2015/11/4,3.09,9.47,19.82,10.0426,16.5201,8.5306,14.57,15.2801,,0.8214
2015/11/5,3.3,9.17,19.53,10.0426,16.2003,8.3578,14.57,15.1903,,0.8223
2015/11/6,3.3,9.25,20.5,10.0426,16.4901,8.6073,14.57,15.689,,0.8308
2015/11/9,3.31,9.89,22.55,10.0426,16.7,8.6265,14.57,16.4769,,0.8336
2015/11/10,3.36,9.95,24.81,10.0426,17.5895,8.6649,14.57,16.1179,,0.8289
2015/11/11,3.34,9.8,27.29,10.0426,17.5195,8.6169,14.57,16.1777,,0.8346
2015/11/12,3.35,9.48,29.14,10.0426,17.1697,8.4826,14.57,16.5268,,0.8252
2015/11/13,3.22,9.07,29,10.0426,17.1697,8.3291,14.57,15.4895,,0.8186
2015/11/16,3.25,9.35,28.96,10.0426,18.429,8.6169,14.57,15.6292,,0.8214
2015/11/17,3.24,9.26,28.39,10.0426,18.4889,8.5306,14.57,15.4596,,0.8214
2015/11/18,3.19,9.21,28.6,10.0426,17.6694,8.4346,14.57,15.1704,,0.8148
2015/11/19,3.25,9.49,31.46,10.0426,17.8693,8.7321,14.57,15.5693,,0.827
2015/11/20,3.26,9.58,29.91,10.0426,18.0892,8.6553,14.57,15.6192,,0.8261
2015/11/23,3.19,9.58,27.27,10.0426,18.9487,8.5785,14.57,15.3,,0.8167
2015/11/24,3.16,9.42,27.56,10.0426,19.0386,8.7033,14.57,15.679,,0.8148
2015/11/25,3.17,9.45,27.76,10.0426,19.1086,8.7321,14.57,15.9982,,0.8214
2015/11/26,3.19,9.73,27.06,10.0426,19.2085,8.6073,16.03,15.9384,,0.8223
2015/11/27,3,8.77,24.86,10.0426,17.5395,7.926,17.63,14.532,,0.8007
2015/11/30,3,8.52,25.94,10.0426,17.1298,8.0604,16.45,14.2827,,0.8176
2015/12/1,3.02,8.57,23.93,10.0426,17.1997,8.3482,14.82,14.4323,,0.8214
2015/12/2,3.12,8.88,25.19,10.0426,16.67,8.425,13.94,14.3226,,0.8214
2015/12/3,3.11,8.9,26.13,10.0426,17.1497,8.4922,15.33,14.7016,,0.8252
2015/12/4,3.04,8.78,25.33,10.0426,17.2897,8.4826,16.58,14.7116,,0.8186
2015/12/7,3.04,9.01,26.15,10.0426,17.8293,8.5018,17.15,14.7315,,0.8195
2015/12/8,2.98,8.61,26.1,10.0426,17.8893,8.2715,16.85,14.1829,,0.8054
2015/12/9,2.99,8.47,28.71,10.0426,18.1192,8.3291,16.3,13.8339,,0.8252
2015/12/10,2.94,8.56,30.37,10.0426,17.6295,8.3099,17.33,13.7142,,0.8289
2015/12/11,2.94,8.71,27.34,10.0426,16.5801,8.07,17.79,13.7142,,0.827
2015/12/14,3.02,8.96,26.26,10.0426,16.9099,8.3674,17.79,14.0533,,0.8412
2015/12/15,2.99,8.99,27.34,10.0426,17.1697,8.3866,18.42,13.8339,,0.8459
2015/12/16,3.17,9.09,27.81,10.0426,17.4596,8.5306,20.26,13.8139,,0.8562
2015/12/17,3.49,9.35,27.85,10.0426,17.8393,8.7225,21.64,14.2129,,0.8591
2015/12/18,3.84,9.4,28.38,10.0426,17.3896,8.7225,21.34,13.9835,,0.8487
2015/12/21,4.22,9.78,27.35,10.0426,17.9393,8.78,21.3,14.6417,,0.8638
2015/12/22,4.64,9.88,28.1,10.0426,18.6988,8.78,20.88,14.4921,,0.8779
2015/12/23,4.18,9.46,27.73,10.0426,18.5089,8.9048,19.98,14.1829,,0.8864
2015/12/24,4.12,9.66,28.05,10.0426,18.8787,9.0679,20.61,13.9835,,0.8873
2015/12/25,4,9.63,28,10.0426,18.349,9.1063,20.91,14.0932,,0.8996
2015/12/28,3.88,9.3,26.29,10.0426,17.7894,10.0179,19.68,13.8438,,0.9062
2015/12/29,3.9,9.89,26.76,10.0426,17.7694,10.4497,19.92,14.153,,0.9438
2015/12/30,3.77,10.06,26.4,10.0426,18.2791,10.0851,19.45,14.163,,0.942
2015/12/31,3.67,9.74,26.3,10.0426,18.1192,9.4901,19.48,14.0533,,0.9344
2016/1/4,3.3,8.77,23.67,10.0426,16.3102,8.5402,17.53,12.7168,,0.8544
2016/1/5,3.47,8.43,21.45,10.0426,15.2109,8.1563,17.12,12.8365,,0.8685
2016/1/6,3.82,8.89,21.87,10.0426,15.6506,8.4154,17.32,13.4149,,0.8845
2016/1/7,3.44,8,19.68,10.0426,14.0816,7.571,15.64,12.1283,,0.8346
2016/1/8,3.71,8.23,19.64,10.0426,14.0516,7.7917,15.98,12.637,,0.8647
2016/1/11,3.38,7.41,17.8,10.0426,13.292,7.1872,14.4,11.7892,,0.8082
2016/1/12,3.35,7.29,18.26,10.0426,12.9523,7.2927,14.16,11.9388,,0.8214
2016/1/13,3.28,7.05,17,10.0426,12.3126,7.1488,14.19,11.7792,,0.8082
2016/1/14,3.33,7.26,18.7,10.0426,12.6724,7.3791,14.26,12.0385,,0.8233
2016/1/15,3.08,6.9,18.63,10.0426,11.9029,6.9089,13.09,11.1608,,0.8054
2016/1/18,3.09,7.06,19.27,10.0426,12.0628,6.9761,13.17,11.1708,,0.8073
2016/1/19,3.18,7.31,20.24,9.8359,12.6524,7.3119,13.81,11.4601,,0.8308
2016/1/20,3.16,7.22,21.5,10.7515,12.4925,7.3695,13.5,11.4102,,0.812
2016/1/21,3.05,6.86,19.35,9.6783,11.8029,7.12,12.59,11.0412,,0.8035
2016/1/22,3.13,7.02,20.11,10.0525,11.9828,7.1776,13.13,11.2506,,0.8044
2016/1/25,3.15,7.15,19.9,10.6334,12.4426,7.3983,14.44,11.3005,,0.8139
2016/1/26,2.86,6.44,17.91,9.57,11.6031,6.9569,13.31,10.3829,,0.7724
2016/1/27,2.87,6.43,17.17,9.1073,11.643,6.9089,14.64,10.2233,,0.7705
2016/1/28,2.62,6.06,15.9,8.2015,12.8123,6.6306,13.97,9.7445,,0.7668
2016/1/29,2.69,6.3,17.49,8.3295,14.0916,6.8225,14.36,10.0537,,0.7818
2016/2/1,2.57,6.24,17.83,7.591,14.1116,6.7458,14.2,9.9241,,0.779
2016/2/2,2.62,6.49,18.5,7.8372,14.7912,6.8897,14.26,10.2033,,0.7903
2016/2/3,2.61,6.56,19.17,7.8766,14.1216,6.8897,14.41,10.1634,,0.7894
2016/2/4,2.69,6.95,19.95,8.1227,14.0916,7.0336,14.66,11.1808,,0.796
2016/2/5,2.7,7.1,18.7,8.1424,13.5419,6.9569,14.18,11.6496,,0.796
2016/2/15,2.78,7.09,19.11,8.0439,13.382,6.8801,14.01,11.3603,,0.7922
2016/2/16,2.83,7.18,19.68,8.3689,14.1715,7.1296,14.41,11.8291,,0.8035
2016/2/17,2.86,7.17,20,8.5264,14.8311,7.1968,14.43,11.5498,,0.8054
2016/2/18,2.83,7.09,20.2,8.8218,14.3214,7.3407,14.78,11.4002,,0.8054
2016/2/19,2.8,7.1,20.68,8.6839,14.3014,7.3215,15.67,11.3703,,0.8044
2016/2/22,2.95,7.81,21.1,8.9005,14.7612,7.4942,16.82,11.6795,,0.8129
2016/2/23,3,8.58,20.51,8.9498,14.2915,7.4367,18.1,11.8191,,0.8082
2016/2/24,3,8.14,21.68,9.442,14.7712,7.475,17.97,11.5997,,0.8129
2016/2/25,2.73,7.33,19.51,8.4968,13.292,6.9953,16.17,10.4427,,0.7771
2016/2/26,3,7.63,18.67,8.9202,12.7324,7.0432,16.6,10.5325,,0.7884
2016/2/29,3.3,7.83,16.8,8.0833,11.9329,6.6786,15.79,9.944,,0.7922
2016/3/1,3.47,8.41,17.48,8.5264,12.3926,6.8801,16.49,10.4926,,0.8016
2016/3/2,3.54,8.8,18.68,9.383,13.0722,7.4175,17.29,11.091,,0.8327
2016/3/3,3.43,8.82,18.89,10.0426,12.9123,7.6094,17.63,11.1409,,0.8308
2016/3/4,3.38,8.7,17.81,9.5996,12.1827,7.619,17.42,11.0212,,0.8242
2016/3/7,3.45,9.2,18.83,9.954,12.6924,8.377,17.74,12.1283,,0.861
2016/3/8,3.58,9.7,20.71,9.8752,12.8723,8.1659,18.3,13.3451,,0.8544
2016/3/9,3.29,8.92,19.3,9.511,12.6924,7.3503,16.52,13.395,,0.8261
2016/3/10,3.15,8.26,18.5,9.0581,12.6125,7.1296,15.66,12.1383,,0.827
2016/3/11,3.18,7.84,18.07,9.3337,12.4825,7.1584,15.81,11.6396,,0.8327
2016/3/14,3.24,8.06,19.13,10.0131,12.9622,7.3503,15.81,12.0186,,0.8478
2016/3/15,3.13,7.74,19.33,10.4069,12.9023,7.1488,16.09,11.6595,,0.8393
2016/3/16,3.09,7.75,19,10.0426,13.1022,7.0336,15.88,11.4401,,0.8346
2016/3/17,3.16,8.14,20.31,10.3282,13.5319,7.3023,16.24,11.9388,,0.844
2016/3/18,3.3,8.95,20.98,10.9484,13.9616,7.523,17.06,12.627,,0.8628
2016/3/21,3.42,9.22,21.73,11.1158,14.4314,7.7245,17.28,13.2953,,0.8647
2016/3/22,3.34,8.81,21.26,10.9287,14.5813,7.571,17.11,12.6769,,0.8572
2016/3/23,3.32,8.81,21.36,10.9583,14.4913,7.5902,16.67,12.7666,,0.8572
2016/3/24,3.21,8.37,21.36,10.3577,14.4913,7.4654,15.88,12.1383,,0.8478
2016/3/25,3.24,8.42,21.53,10.2395,14.5913,7.5902,16.24,12.3278,,0.8468
2016/3/28,3.16,8.2,21.82,10.3675,14.6712,7.5134,16.19,12.0884,,0.8468
2016/3/29,3.09,8.06,20.54,10.0032,13.9217,7.5134,16.18,11.7792,,0.8478
2016/3/30,3.2,8.42,22.17,10.5349,14.3914,7.6957,16.77,12.248,,0.861
2016/3/31,3.16,8.26,22.88,10.4561,14.5513,7.974,16.94,12.1882,,0.8619
2016/4/1,3.17,8.44,22.52,10.2494,14.8211,7.7629,16.82,12.2081,,0.8525
2016/4/5,3.22,8.52,23.14,10.4857,15.7906,7.8876,17.05,12.3677,,0.8534
2016/4/6,3.19,8.54,23.16,10.7712,15.7906,8.1084,17.02,12.3078,,0.8572
2016/4/7,3.21,8.18,23.08,10.4266,15.7906,8.0892,16.55,11.9488,,0.8468
2016/4/8,3.15,8.06,22.2,10.1706,15.7906,8.6553,16.54,11.6296,,0.8638
2016/4/11,3.22,8.3,22.35,10.2691,15.7906,8.6745,16.79,12.0385,,0.8581
2016/4/12,3.22,8.95,21.56,10.0525,15.7906,8.6553,17.16,12.627,,0.8628
2016/4/13,3.31,9.24,22.4,10.2198,15.7906,8.6841,17.55,12.9063,,0.8723
2016/4/14,3.27,8.99,22.52,10.3183,15.7906,8.5593,17.44,12.627,,0.8713
2016/4/15,3.25,8.81,22.48,10.2789,15.7906,8.5977,17.49,12.4874,,0.8713
2016/4/18,3.21,9.11,23.08,11.3029,15.7906,8.5498,17.33,12.5771,,0.8591
2016/4/19,3.21,8.93,22.91,11.8838,15.7906,8.425,17.1,12.5173,,0.8619
2016/4/20,3.06,9.06,22.08,12.8487,15.7906,8.4634,16.38,12.5771,,0.8525
2016/4/21,3.1,9.31,21.61,12.5533,15.7906,8.2811,16.42,12.7866,,0.8544
2016/4/22,3.09,8.77,21.57,11.9133,15.7906,8.0412,16.48,12.1383,,0.8515
2016/4/25,3.05,8.5,20.82,11.7459,15.7906,7.8109,16.54,11.9488,,0.8487
2016/4/26,3.06,8.49,21.1,11.9724,15.7906,7.9356,16.58,12.0685,,0.8506
2016/4/27,3.02,8.28,21.12,12.1496,15.7906,7.8493,16.56,11.8191,,0.8515
2016/4/28,2.98,8.33,21.27,11.549,15.7906,7.8397,16.76,11.9288,,0.8572
2016/4/29,2.98,8.42,21.31,11.3718,15.7906,7.8205,16.95,12.0186,,0.8534
2016/5/3,2.83,8.57,22.71,12.1398,15.7906,8.07,17.31,12.2081,,0.8591
2016/5/4,2.84,8.47,22.51,12.2776,15.7906,8.022,17.29,12.0784,,0.8581
2016/5/5,2.79,8.51,24.76,12.5434,15.7906,8.022,17.22,12.0784,,0.8534
2016/5/6,2.66,7.93,24.6,11.5982,15.7906,7.4846,16.39,11.48,,0.8421
2016/5/9,2.53,7.21,24.69,10.6826,15.7906,7.4654,16.08,10.98,,0.8308
2016/5/10,2.45,7.22,22.79,10.85,15.7906,7.4367,15.98,11.08,,0.8289
2016/5/11,2.42,7.19,21.96,11.4604,15.7906,7.4079,15.99,11.06,,0.8223
2016/5/12,2.44,7.1,23.35,12.1299,15.7906,7.2735,15.67,11.11,,0.8101
2016/5/13,2.44,7.04,23.5,12.189,15.7906,7.2351,15.45,11.04,,0.8101
2016/5/16,2.46,7.48,25.16,12.7502,15.7906,7.3119,15.5,11.42,,0.8204
2016/5/17,2.44,7.38,24.34,12.2579,15.7906,7.2735,15.35,11.47,,0.8204
