ÈÕÆÚ,000018.SZ,000055.SZ,000065.SZ,000928.SZ,002051.SZ,002135.SZ,002140.SZ,002178.SZ,002298.SZ,002469.SZ,002541.SZ,002542.SZ,002593.SZ,002743.SZ,200018.SZ,200055.SZ,300384.SZ,300517.SZ,300635.SZ,600248.SH,600477.SH,600496.SH,600970.SH,601068.SH,601117.SH,601226.SH,601618.SH,603098.SH,603637.SH,603698.SH,603929.SH,603959.SH
2018/11/19,2.81,4.4078,9.4452,4.9084,12.0551,5.511,5.5423,4.56,6.4058,4.1814,7.6126,5.1457,3.3353,6.7339,1.52,3.324,15.2974,14.8,12.8877,4.4415,3.6287,3.0599,5.8791,6.7686,5.7958,4.1405,3.1749,10.6439,14.3146,12.8607,17.1945,11.1244
2018/11/20,2.93,4.2528,8.9992,4.7811,11.5381,5.3018,5.3027,4.39,6.2469,4.0541,7.3255,4.9665,3.2363,6.3372,1.56,3.2768,14.4791,14.2112,12.2194,4.2948,3.4659,2.9204,5.6385,6.3904,5.6879,4.0707,3.1163,9.8015,13.7341,12.23,16.9773,10.8969
2018/11/21,2.85,4.3206,9.1082,4.6341,11.5869,5.2519,5.5257,4.83,6.2668,4.1324,7.4641,4.8172,3.3056,6.2479,1.5,3.3051,14.3494,14.6004,12.4588,4.3241,3.4578,2.9104,5.6578,6.3008,5.6683,4.1405,3.1065,9.8709,14.5408,12.1377,16.8293,11.0818
2018/11/22,2.88,4.34,8.9992,4.5459,11.5869,5.232,5.3853,4.67,6.376,4.1618,7.4443,4.7077,3.3847,6.1587,1.52,3.324,14.529,14.4407,12.4688,4.3437,3.409,2.9005,5.6578,6.1714,5.6683,4.1405,3.087,9.8115,14.4228,11.8916,16.5825,11.0889
2018/11/23,2.59,4.1656,8.692,4.301,11.0992,5.0825,5.0797,4.21,6.2966,3.9366,7.1671,4.5087,3.1967,5.9306,1.37,3.239,13.5212,13.3928,11.6508,4.1676,3.2707,2.8008,5.4557,5.8529,5.4918,3.951,3.0284,9.2961,14.1276,11.3839,15.6448,10.2714
2018/11/26,2.62,4.1947,8.801,4.3402,11.1578,5.0925,5.1128,4.13,6.2767,3.9268,7.2166,4.5485,3.2264,5.9901,1.39,3.239,13.2717,13.3828,11.4513,4.1578,3.3032,2.8008,5.4269,5.7732,5.4624,3.931,2.9991,9.3159,13.8325,11.2993,15.7731,10.3141
2018/11/27,2.56,4.2237,8.8604,4.3108,11.1773,5.1124,5.1706,4.13,6.3164,3.966,7.2562,4.4987,3.3353,5.9901,1.38,3.1918,13.4613,13.5325,11.5212,4.3437,3.3114,2.8207,5.4076,5.813,5.482,3.941,2.9991,9.9403,14.0293,11.5762,15.704,10.5486
2018/11/28,2.5,4.2334,8.7217,4.3696,11.3041,5.1523,5.2449,4.32,6.4952,4.0051,7.4047,4.5485,3.2858,6.0198,1.37,3.2107,13.611,13.5226,11.7107,4.3241,3.3358,2.8506,5.4942,5.9325,5.5702,3.9909,3.0186,10.5052,14.3441,11.707,15.9014,10.8614
2018/11/29,2.36,4.1172,8.4838,4.1443,10.8457,5.0426,5.088,4.2,6.4257,3.868,7.1671,4.5983,3.2066,5.8512,1.35,3.1162,13.2118,12.9537,11.3017,4.1676,3.2381,2.8008,5.3691,5.5742,5.5408,3.921,3.0088,10.7827,13.8915,11.4993,15.398,10.4918
2018/11/30,2.34,4.2722,8.4244,4.203,10.8749,5.1024,5.1623,4.22,6.6938,3.8778,7.177,4.7376,3.2264,5.8116,1.35,3.1351,13.4813,12.9836,11.4713,4.1676,3.2381,2.8008,5.398,5.5144,5.5506,3.9111,3.0284,11.08,14.0391,11.3916,15.477,10.833
2018/12/3,2.57,4.3981,8.682,4.3696,11.3821,5.2021,5.3523,4.36,6.8527,4.0051,7.5334,4.7874,3.3353,5.9901,1.49,3.1918,13.7906,13.4128,11.8503,4.2654,3.3276,2.8506,5.5616,5.7036,5.6585,4.0308,3.0577,11.4665,14.3736,11.73,16.0396,10.9751
2018/12/4,2.6,4.3206,8.8704,4.399,11.5967,5.222,5.3688,4.43,6.8527,4.0933,7.573,4.8968,3.3649,6.0992,1.5,3.1634,13.6709,14.7501,12.3192,4.285,3.352,2.8706,5.6193,5.7931,5.7075,4.0607,3.087,11.4467,14.3736,11.7147,16.0594,11.1102
2018/12/5,2.61,4.2431,8.7613,4.3206,11.4211,5.1722,5.344,4.31,6.6839,4.1716,7.474,4.9566,3.3254,6.1884,1.49,3.1446,13.4114,14.3509,12.2194,4.2067,3.3195,2.8606,5.5808,5.6438,5.6291,4.0408,3.0577,11.4467,13.9702,11.6147,15.6645,11.5011
2018/12/6,2.48,4.185,8.573,4.2912,11.5284,5.1423,5.2366,4.2,6.6442,4.1324,7.2859,4.857,3.266,6.2678,1.46,3.1446,13.3116,14.0016,11.8304,4.1285,3.2707,2.8207,5.4942,5.5443,5.5506,4.0009,3.0186,11.189,14.6195,11.4224,15.7238,11.4798
2018/12/7,2.49,4.2141,8.6424,4.2912,11.3333,5.2818,5.2201,4.16,6.4853,4.0639,7.2859,5.0362,3.3254,6.4959,1.44,3.1162,13.3116,13.6623,11.99,4.148,3.3764,2.8706,5.5712,5.5443,5.5899,3.9709,3.0675,11.8233,14.6687,11.4685,15.7336,11.5083
2018/12/10,2.4,4.1559,8.5433,4.203,11.1285,5.2519,5.1293,4.09,6.4654,4.0737,7.1077,4.8272,3.2561,6.1983,1.35,3.0501,13.0721,13.313,11.8304,4.0502,3.3602,2.8108,5.5038,5.4348,5.5506,3.931,3.0382,11.3971,14.0784,11.4916,15.4375,11.7286
2018/12/11,2.56,4.1462,8.5829,4.252,11.148,5.3018,5.1375,4.17,6.4257,4.0247,7.2364,4.7774,3.2957,6.2182,1.39,3.1068,13.132,13.4727,11.9501,4.0991,3.2625,2.8108,5.5135,5.5045,5.5899,3.951,3.0382,11.5161,14.0096,11.4378,15.5362,12.1551
2018/12/12,2.51,4.1366,8.6424,4.252,11.148,5.2619,5.1623,4.19,6.3562,4.0737,7.2364,4.8172,3.3056,6.238,1.38,3.1351,13.1919,13.6623,12.1197,4.1089,3.2463,2.8108,5.5038,5.614,5.5997,3.951,3.0675,11.5854,13.9506,11.4685,15.4474,12.084
2018/12/13,2.49,4.1753,8.9199,4.3696,11.5089,5.3615,5.2201,4.16,6.3959,4.1422,7.4344,4.7973,3.3056,6.2579,1.39,3.1351,13.2218,14.0814,12.5586,4.1676,3.287,2.8506,5.7155,5.8628,5.6879,3.9809,3.1163,12.745,14.1473,11.63,15.5757,12.1551
2018/12/14,2.43,4.0978,8.692,4.2128,11.187,5.1921,5.0715,3.94,6.1277,3.9758,7.2067,4.6381,3.2066,6.1488,1.36,3.0973,12.8227,13.4926,12.0897,4.0502,3.2381,2.8008,5.5712,5.6438,5.6487,3.8811,3.0968,12.745,14.3638,11.1532,14.9539,12.0627
2018/12/17,2.46,4.0591,8.7514,4.203,11.3041,5.2021,5.0632,3.98,6.0185,4.0443,7.3354,4.6281,3.2066,6.2876,1.35,3.0973,12.8825,13.8718,12.2693,4.0795,3.23,2.8407,5.677,5.8927,5.6977,3.8512,3.1358,13.6369,14.5605,11.0609,15.0624,11.7784
2018/12/18,2.41,4.0591,8.5928,4.2226,11.2455,5.1124,4.9971,3.94,5.9788,4.152,7.088,4.4788,3.1769,6.0496,1.32,3.0596,12.7129,13.6323,11.97,4.0111,3.2544,2.7809,5.5327,5.7832,5.5604,3.8811,3.1065,13.3297,14.3539,11.0916,15.0526,11.3519
2018/12/19,2.39,3.9912,8.3946,4.1247,11.0017,5.0327,4.9145,3.91,5.9589,3.917,7.0286,4.3892,3.1373,6.0496,1.3,3.0973,12.214,13.323,11.581,3.9915,3.1812,2.7609,5.4846,5.5642,5.5212,3.8412,3.0968,13.2702,13.4783,11.0378,14.7466,11.2879
2018/12/20,2.4,4.0106,8.3153,4.1639,11.07,5.0227,4.9063,3.94,5.9688,3.9366,7.0088,4.4092,3.1274,6,1.33,3.1351,12.5033,13.4427,11.7107,3.9524,3.1649,2.751,5.4461,5.604,5.482,3.8412,3.0577,13.3991,14.0096,10.9916,14.865,11.423
2018/12/21,2.37,3.9525,8.1865,4.2912,11.265,5.0227,4.898,3.87,5.939,3.868,6.9395,4.3395,3.0779,5.8711,1.3,3.1446,12.3936,13.5226,11.8503,3.923,3.1161,2.6114,5.4846,5.813,5.4428,3.8213,3.0479,13.2901,14.0981,10.8301,14.5689,11.2239
2018/12/24,2.3,3.9719,8.246,4.2226,11.2748,5.0526,4.9145,3.9,6.0185,3.868,7.1176,4.3892,3.1769,5.9504,1.3,3.1634,12.6131,13.7022,13.0374,3.923,3.1568,2.6114,5.4942,5.7633,5.4722,3.8213,3.0382,13.7261,14.226,11.107,15.092,11.3732
2018/12/25,2.24,3.8556,8.0676,4.1051,10.9627,5.0028,4.8154,3.73,5.9688,3.7603,6.9593,4.3295,3.0977,5.8017,1.23,3.1823,12.2439,13.5725,14.3441,3.8448,3.0754,2.6014,5.3595,5.5841,5.3055,3.7415,3.0088,13.845,14.6097,10.9455,15.2006,11.1528
2018/12/26,2.21,3.8556,8.0279,4.0855,10.9139,4.9729,4.8484,3.73,6.0185,3.8093,6.9197,4.3196,3.0482,5.8017,1.17,3.2012,12.0443,13.812,15.7805,3.835,3.0185,2.6114,5.3018,5.5144,5.2564,3.7415,3.0088,13.5973,14.1768,11.007,14.944,10.8898
2018/12/27,2.13,3.8266,7.8297,4.1443,10.7676,4.943,4.8071,3.64,5.9092,3.731,6.9098,4.2599,3.0186,5.7521,1.15,3.239,11.5953,13.1932,17.3566,3.8448,2.9208,2.5715,5.2537,5.3054,5.227,3.6716,3.0284,13.8649,14.2752,10.9378,15.0032,10.4989
2018/12/28,2.12,3.875,7.6117,4.2618,10.8066,4.943,4.7576,3.67,5.8596,3.7603,6.9494,4.2798,3.0087,5.7818,1.15,3.2862,11.8148,13.1733,19.0922,3.8252,2.929,2.6014,5.2633,5.186,5.2564,3.6816,3.0382,13.5477,14.5408,11.0224,14.5886,10.4989
2019/1/2,2.13,3.9041,7.5225,4.203,10.8944,4.9231,4.7576,3.66,5.8497,3.7897,6.8306,4.4788,3.0285,5.8711,1.14,3.3051,12.0942,13.2032,20.9974,3.7958,2.9371,2.6014,5.2344,5.2059,5.2172,3.7215,2.9991,13.3297,14.1473,11.2455,14.5097,10.6055
2019/1/3,2.13,3.8847,7.5026,4.1736,10.8847,4.9629,4.6998,3.6,5.8298,3.7995,6.7514,4.4291,3.0285,5.7124,1.15,3.324,11.8547,13.1533,18.9027,3.8154,2.9208,2.6014,5.2537,5.1561,5.2662,3.7415,2.9991,13.0225,14.2457,11.5301,14.411,10.7477
2019/1/4,2.24,3.9816,7.6711,4.2912,11.0602,5.0327,4.8237,3.74,5.9986,3.8778,6.9395,4.4291,3.0977,5.8215,1.2,3.3145,12.1441,13.3629,17.0174,3.8839,3.0022,2.6513,5.3499,5.3751,5.3545,3.8412,3.0284,13.181,14.3638,11.83,14.7762,11.1599
2019/1/7,2.3,4.0397,7.9189,4.3892,11.3626,5.1323,4.9145,3.85,6.2469,3.9954,7.0385,4.4589,3.1472,5.9306,1.25,3.2673,12.4135,13.7022,17.5062,3.9328,3.0591,2.6812,5.4172,5.4448,5.3839,3.931,3.0382,13.2108,14.1473,12.2223,15.0723,11.6149
2019/1/8,2.28,4.0687,7.8693,4.3696,11.3528,5.1024,5.1623,3.87,6.2767,4.0639,7.0978,4.4291,3.1571,5.8711,1.24,3.2579,12.4235,13.772,17.7456,3.9524,3.0429,2.6911,5.4269,5.4846,5.3643,3.941,2.96,13.0621,13.6751,11.7377,14.9736,11.6291
2019/1/9,2.29,4.0978,7.8693,4.35,11.2943,5.0725,5.1458,3.84,6.2171,4.0737,7.1176,4.4291,3.2462,5.8711,1.24,3.3145,12.3537,13.6922,16.8877,3.9524,3.0266,2.6812,5.4076,5.7135,5.3741,3.961,2.9893,13.0819,13.7636,11.63,14.9736,11.231
2019/1/10,2.29,4.1075,7.8693,4.2814,11.2065,5.0227,5.1458,3.88,6.3164,4.0835,7.0978,4.4689,3.2165,5.9405,1.22,3.324,12.3237,13.6723,17.3566,3.9524,3.0266,2.741,5.3691,5.6339,5.3643,3.951,2.9698,13.7162,13.8227,11.5454,14.8354,11.1599
2019/1/11,2.52,4.3109,7.9189,4.35,11.2748,5.1024,5.2779,3.98,6.5548,4.1031,7.1572,4.4888,3.266,5.9901,1.34,3.3617,12.4934,13.812,19.0922,3.9621,3.0266,2.8008,5.4846,6.2012,5.4035,3.9909,2.9795,13.5576,14.0194,11.6608,14.9933,11.3234
2019/1/14,2.77,4.2141,7.8,4.3696,11.1187,5.0825,5.2697,3.87,6.4058,4.0835,7.2067,4.4291,3.2759,5.9107,1.46,3.3429,12.6331,13.6822,17.187,3.9524,3.0754,2.7809,5.4365,6.0022,5.3643,4.0408,2.9795,12.8936,14.2359,11.5301,14.6775,11.2879
2019/1/15,2.74,4.2625,7.8991,4.399,11.2358,5.1323,5.2532,4.03,6.4455,4.1324,7.2364,4.449,3.2858,5.9603,1.39,3.3334,12.9823,13.7321,16.1895,3.9621,3.0673,2.7809,5.5327,5.7633,5.4231,3.9809,2.9893,12.8342,14.6589,11.6531,15.1315,11.5864
2019/1/16,2.76,4.6887,7.8594,4.35,11.2846,5.1423,5.2366,3.96,6.3363,4.1227,7.2067,4.4987,3.3748,5.9306,1.43,3.56,12.9624,13.802,15.6508,3.923,3.0591,2.8008,5.4653,5.7135,5.4329,3.941,2.9698,13.8054,15.1606,11.5454,15.0822,11.494
2019/1/17,2.58,5.1537,7.8,4.3108,11.0797,5.0626,5.1706,3.9,6.2668,4.0737,7.1077,4.3992,3.3056,5.7917,1.36,3.73,12.9125,13.5525,15.5511,3.923,3.0266,2.751,5.3884,5.4945,5.4329,3.8911,2.9502,13.3793,15.4361,11.4301,14.8749,11.295
2019/1/18,2.47,5.6672,7.8495,4.3696,11.3041,5.0825,5.2449,3.86,6.3164,4.1129,7.2265,4.3693,3.3155,5.8215,1.36,3.7206,12.9424,13.4826,15.2119,3.9524,3.0754,2.7809,5.4942,5.5144,5.531,3.8811,2.9795,13.2108,15.2394,11.5454,14.9242,11.4372
2019/1/21,2.52,6.2387,7.8793,4.3696,11.3918,5.0825,5.2532,3.95,6.386,4.3283,7.2958,4.3594,3.3254,5.8215,1.4,3.7678,12.9025,13.5026,15.571,3.9524,3.0673,2.7908,5.5712,5.5045,5.4918,3.9111,2.9698,13.2108,15.1606,11.5839,15.1217,11.3661
2019/1/22,2.45,6.1806,7.6909,4.2912,11.2163,5.0327,5.2449,3.86,6.2568,4.0149,7.2265,4.3295,3.266,5.7521,1.37,3.73,13.0222,13.5725,15.3516,3.9719,3.0673,2.7609,5.5135,5.6936,5.4428,3.8113,2.96,14.0036,15.1115,11.4378,14.8749,11.0889
2019/1/23,2.43,6.4422,7.7504,4.2814,11.2163,5.0426,5.2201,3.86,6.5051,3.9464,7.2364,4.2698,3.2462,5.7719,1.35,3.815,12.9923,13.4826,15.601,3.8937,3.0429,2.731,5.475,5.7135,5.4526,3.7913,2.9405,13.6369,15.2,11.2531,14.865,11.2452
2019/1/24,2.41,6.3066,7.7405,4.2716,11.2748,5.0426,5.3771,3.87,6.4257,3.9268,7.2364,4.2798,3.3353,5.7917,1.33,3.815,13.0222,13.6723,15.8703,3.9719,3.0347,2.741,5.5038,5.5742,5.4526,3.8013,2.9307,14.5586,15.0623,11.3685,15.2993,11.2381
2019/1/25,2.35,6.4034,7.681,4.203,11.3138,5.0925,5.3771,3.74,6.3462,3.868,7.1968,4.2698,3.266,5.7818,1.34,3.9094,12.9224,13.3828,15.0424,3.9426,3.051,2.731,5.5135,5.2755,5.4526,3.7714,2.9209,13.9442,14.7966,11.1378,15.1217,11.6575
2019/1/28,2.31,6.2775,7.5918,4.1443,11.3821,5.0227,5.2201,3.68,6.2767,3.8876,7.0781,4.22,3.1967,5.6826,1.33,3.9094,12.7827,13.4228,14.4438,3.8643,3.0429,2.721,5.5327,5.2158,5.4231,3.7913,2.9112,13.6072,14.4621,11.0839,14.8946,11.231
2019/1/29,2.27,6.2194,7.4828,4.0757,11.0115,4.943,5.2036,3.59,6.0284,3.7995,6.9395,4.1106,3.1571,5.5636,1.3,3.9,12.8526,12.834,14.1745,3.8056,2.9696,2.6812,5.4365,5.166,5.3839,3.7614,2.8525,13.6072,14.2949,10.9762,13.7398,10.9609
2019/1/30,2.04,5.5994,7.4828,4.0561,10.9334,4.8932,5.0549,3.23,6.0384,3.7799,6.9791,4.0608,3.0878,5.5537,1.17,3.5128,12.3437,12.6044,13.6857,3.8056,2.9371,2.7111,5.398,5.1163,5.3545,3.7514,2.8525,13.0819,13.9801,10.9301,13.5226,10.6624
2019/1/31,2,5.0375,7.3242,4.0169,10.9627,4.8932,4.9971,3.21,5.8,3.731,6.9197,3.9911,3.0482,5.4248,1.12,3.4184,12.3337,11.9857,13.576,3.8056,2.872,2.7609,5.3788,4.9968,5.3153,3.7614,2.8525,12.636,14.2063,10.7609,13.1179,10.5202
2019/2/1,2.06,4.8825,7.5819,4.0953,11.2553,4.9629,5.121,3.39,5.9887,3.8093,7.0484,4.1305,3.1373,5.5934,1.16,3.5412,12.663,12.3948,14.0847,3.8448,2.9452,2.7709,5.5135,5.1262,5.3741,3.8512,2.8818,12.9333,14.4621,10.9762,13.5325,10.968
2019/2/11,2.27,5.115,7.7405,4.1834,11.6064,5.0426,5.2532,3.5,6.1973,3.8876,7.2067,4.2101,3.1967,5.7124,1.28,3.6545,12.9923,12.9138,14.7531,3.9132,3.0185,2.8008,5.6385,5.2954,5.482,3.9709,2.9209,13.6567,14.777,11.1532,14.0162,10.968
2019/2/12,2.32,5.1344,7.8099,4.2324,11.6162,5.0825,5.3688,3.66,6.2469,3.917,7.2958,4.24,3.2462,5.7818,1.3,3.6545,12.9524,13.0635,14.793,3.9621,3.051,2.8207,5.6963,5.3552,5.5408,3.9709,2.9405,13.964,15.0819,11.2608,14.0754,10.9325
2019/2/13,2.32,5.1828,7.9585,4.3892,11.5772,5.1224,5.4844,3.7,6.3959,3.9856,7.3453,4.2897,3.2858,5.8413,1.27,3.6828,13.2517,13.4128,15.1022,4.0208,3.1242,2.8407,5.7829,5.4348,5.6193,4.0108,2.9893,14.3108,15.0623,11.4608,14.5294,10.9396
2019/2/14,2.34,5.4153,7.9685,4.3304,11.3138,5.1124,5.4679,3.86,6.386,4.0149,7.3552,4.2897,3.3056,5.8612,1.27,3.7678,13.3515,13.4427,15.581,4.0111,3.0998,2.8207,5.7829,5.4149,5.6095,4.0108,2.9698,14.4991,14.836,11.4378,15.5658,12.0343
2019/2/15,2.4,5.4831,7.9189,4.301,11.1383,5.0626,5.4101,3.81,6.4356,4.0247,7.3156,4.2698,3.4144,5.8413,1.28,3.7489,14.1299,13.6723,15.4214,3.9817,3.0917,2.8207,5.7059,5.4049,5.5702,3.9809,2.96,15.0145,15.0524,11.3993,15.5954,11.821
2019/2/18,2.48,5.6187,8.1865,4.4186,11.4796,5.1822,5.5753,3.99,6.6243,4.1227,7.4839,4.3793,3.5431,5.9901,1.29,3.8717,14.5889,14.0315,15.8304,4.0698,3.1812,2.8805,5.8695,5.5244,5.7173,4.0707,3.0186,15.7181,15.1508,11.7147,17.155,12.5176
2019/2/19,2.48,5.8706,8.127,4.4382,12.1916,5.1921,5.6166,3.92,6.6243,4.1227,7.4641,4.3793,3.4738,5.9901,1.25,3.815,14.2696,13.9716,16,4.06,3.2707,2.8706,5.831,5.6737,5.7271,4.0807,2.9991,16.7984,14.9344,11.7762,16.6615,12.4181
2019/2/20,2.45,5.7737,8.2261,4.448,12.4257,5.1822,5.567,3.96,6.6243,4.152,7.4443,4.3693,3.4837,6.0397,1.24,3.815,13.9602,13.9517,16.5586,4.0698,3.2463,2.8706,5.8406,5.5742,5.7075,4.0707,3.0088,16.6596,15.446,11.7608,16.464,13.1289
2019/2/21,2.41,5.7156,8.2162,4.3794,12.6793,5.2021,5.534,4.02,6.6342,4.1031,7.375,4.3395,3.454,6.0099,1.24,3.8528,14.0201,13.8718,16.8279,4.06,3.2137,2.8606,5.9753,5.4647,5.6291,4.0308,2.9991,16.0452,15.0819,11.6608,16.1087,13.6478
2019/2/22,2.44,6.0644,8.2955,4.4676,12.7085,5.2719,5.6744,4.04,6.7534,4.1814,7.4839,4.3793,3.5035,6.0992,1.26,3.9378,14.3294,14.1213,16.9875,4.0893,3.2381,2.8905,6.1004,5.5542,5.6879,4.1405,3.0186,14.9848,15.0819,11.9223,16.4443,14.2876
2019/2/25,2.6,6.4034,8.6424,4.7223,13.2645,5.4811,5.9635,4.31,7.0315,4.3381,7.8007,4.6878,3.6421,6.4264,1.34,4.0228,15.1976,14.6303,17.7755,4.2361,3.3846,3.03,6.4757,5.8827,5.9919,4.38,3.1945,15.3515,15.4755,12.3838,17.0661,14.6785
2019/2/26,2.78,6.1903,9.0388,4.8203,13.5181,5.4612,5.9883,4.25,6.9421,4.3087,7.8898,4.7973,3.6718,6.4066,1.42,3.9755,16.7144,14.5305,17.0374,4.3046,3.4578,3.1895,6.5623,6.47,6.0312,4.36,3.5168,14.7667,15.505,12.43,16.6615,14.3231
2019/2/27,2.78,6.0256,8.9199,4.8497,13.5181,5.4712,6.0131,4.26,6.9818,4.3087,7.8403,4.7774,3.6322,6.4165,1.42,3.9567,16.5647,14.4407,16.1496,4.285,3.4171,3.1496,6.4564,6.2709,6.0017,4.4099,3.4484,14.6181,15.3869,12.5992,16.5331,14.7496
2019/2/28,2.75,6.0644,9.128,4.9182,13.1669,5.511,6.0544,4.28,7.0414,4.3479,7.87,4.7376,3.6322,6.4661,1.43,3.8906,16.4948,14.6503,16.4788,4.3046,3.4334,3.1397,6.543,6.3705,6.0214,4.5097,3.3996,14.9154,15.5345,12.5992,16.622,15.1761
2019/3/1,2.71,6.1806,9.128,4.8693,13.2352,5.5609,6.0296,4.2,7.0414,4.3675,7.9492,4.7675,3.6816,6.4661,1.4,3.9661,16.5647,14.5804,16.4289,4.3143,3.4904,3.1596,6.6296,6.7487,6.0508,4.6693,3.4484,14.8559,15.5148,12.5531,16.5825,15.7945
2019/3/4,2.73,6.2,9.128,4.9378,13.206,5.5808,6.0957,4.41,7.1308,4.3773,8.1472,4.7675,3.6816,6.5355,1.41,4.0133,16.3651,14.9397,16.7082,4.373,3.5148,3.1795,6.6681,7.4256,6.1194,4.6494,3.4778,14.9649,15.5935,12.6531,17.0958,16.3916
2019/3/5,2.91,6.3453,9.2172,5.173,13.4888,5.6306,6.3269,4.6,7.399,4.5144,8.1868,4.9765,3.741,6.714,1.47,4.0322,16.6046,15.1692,17.1571,4.3926,3.5554,3.2094,6.697,7.6346,6.2175,4.6893,3.6438,15.0145,15.7018,13.1607,17.8459,16.2637
2019/3/6,3.01,6.6359,9.8912,5.1828,13.8692,5.7402,6.3765,4.68,7.6572,4.5633,8.266,5.1158,3.84,6.8331,1.52,4.1172,17.333,15.3987,17.985,4.4611,3.6775,3.2892,6.6874,7.764,6.2567,4.7292,3.6536,15.7578,15.8395,13.0915,17.8953,15.5386
2019/3/7,3.19,6.5875,9.8119,5.1632,13.6546,5.9794,6.6656,4.81,8.4219,4.6906,8.4442,5.1158,3.9786,7.0909,1.64,4.0983,16.9638,15.5185,17.7855,4.598,3.8809,3.349,6.8028,8.5404,6.2763,4.9188,3.6634,15.51,15.8788,13.3069,17.8558,15.105
2019/3/8,2.87,6.2,9.2866,4.8497,12.6793,5.6306,6.5665,4.45,8.3226,4.3675,8.0977,4.9665,3.7212,6.5157,1.53,3.9,15.5768,14.6004,16.2593,4.3437,3.7751,3.1297,6.4276,8.1323,5.9037,4.5396,3.4191,13.964,15.3869,12.6915,18.0729,13.9037
2019/3/11,2.99,6.33,9.6137,5.0652,13.5083,5.7801,6.8721,4.78,8.6801,4.6515,8.4145,5.2452,3.9588,6.7438,1.62,4.15,16.2354,15.3488,16.8778,4.51,3.9134,3.2692,6.6008,7.8735,6.0802,4.7392,3.5461,14.0829,15.7214,13.1761,18.6257,14.2805
2019/3/12,3.05,6.62,10.0993,5.2318,13.9765,5.8698,6.8721,5.26,8.7894,4.6612,8.5531,5.7727,3.9291,6.8529,1.66,4.24,16.6844,15.6582,17.7955,4.598,4.0599,3.329,6.6585,7.9631,6.139,4.799,3.595,14.0234,16.0067,13.4761,18.9514,14.3444
2019/3/13,3.08,6.4,9.8515,5.0946,13.5181,5.8,6.583,5.39,8.2034,4.6515,8.4442,5.8722,3.84,6.7636,1.67,4.16,16.7044,15.6383,17.3665,4.5491,3.9785,3.3191,6.4757,7.3459,6.041,4.6594,3.595,14.1325,15.6919,13.053,18.6553,13.8113
2019/3/14,2.87,6.07,9.6632,4.977,13.4595,5.5908,6.3104,4.85,7.8757,4.3968,8.2759,5.3646,3.8103,6.5752,1.54,4.07,16.4649,14.9796,16.8877,4.4317,3.7914,3.2194,6.4949,7.0573,5.9331,4.5696,3.5071,13.1117,15.6919,12.7223,17.5004,13.2853
2019/3/15,2.9,6.17,10.4363,5.3689,14.3081,5.6505,6.393,4.83,7.8856,4.4752,8.3551,5.4343,3.84,6.7736,1.59,4.12,16.6944,15.259,16.7381,4.4904,3.8239,3.2892,6.7547,7.0772,6.0312,4.5696,3.5266,13.9838,17.266,12.8223,17.4511,13.3564
2019/3/18,3.02,6.39,11.477,5.9078,15.615,5.8698,6.616,4.81,8.0247,4.6025,8.5432,5.6533,3.9093,6.9223,1.65,4.19,17.4628,15.5385,17.5561,4.6274,3.8972,3.3689,7.4283,7.5948,6.2959,4.7492,3.6438,14.1622,17.4136,13.0377,17.8459,14.0601
2019/3/19,3.03,6.55,11.2391,6.1429,15.1566,5.7801,6.616,4.79,7.9651,4.671,8.464,5.5239,3.9291,6.8727,1.62,4.17,16.9439,15.768,17.4663,4.7057,3.889,3.349,7.5052,7.4256,6.3156,4.7791,3.6145,13.8748,17.266,13.1376,18.7343,13.7758
2019/3/20,2.95,6.48,11.3382,6.5446,15.3029,5.8299,6.7069,4.78,7.8658,4.5927,8.464,5.4443,4.028,7.0711,1.52,4.17,16.6645,16.4167,17.985,4.7252,3.8483,3.339,7.8324,7.5351,6.3744,4.819,3.5852,13.7757,17.1676,13.8145,18.9514,13.7047
2019/3/21,3.04,6.46,11.3679,6.3682,15.3517,6.0691,6.7069,4.83,8.0048,4.6808,8.5234,5.6135,4.0181,7.1702,1.53,4.18,16.7543,16.3867,17.7556,4.6959,3.8565,3.3789,7.6784,7.9631,6.394,5.2979,3.5657,13.8252,16.7151,13.6838,18.8034,13.6407
2019/3/22,3.01,6.99,11.249,6.1723,15.1176,6.109,6.6573,4.88,7.9154,4.769,8.7411,5.7628,4.0874,7.3091,1.48,4.3,16.3551,16.3069,17.4364,4.6959,3.889,3.4287,7.5341,8.3612,6.5509,5.8267,3.5559,13.964,16.7544,13.8299,18.6652,13.591
2019/3/25,2.9,7.24,11.2688,6.1233,14.9713,6.2286,6.6408,4.95,7.9154,4.7494,8.5531,5.6831,4.028,7.0116,1.45,4.35,15.966,16.237,17.4563,4.6372,3.8158,3.4387,7.4764,8.0128,6.345,6.4054,3.4484,13.6667,16.597,14.3376,19.1488,13.1218
2019/3/26,2.72,6.9,10.585,5.9959,14.2398,5.9695,6.6738,5.02,7.6373,4.5633,8.3254,5.4542,3.8994,6.8033,1.38,4.25,15.6167,15.6582,16.9576,4.5296,3.6856,3.3091,7.2935,7.6645,6.1979,6.2358,3.3703,13.2603,16.9709,13.7299,18.6553,13.0081
2019/3/27,2.64,7,10.6444,5.8882,14.3471,5.9495,6.5912,4.88,7.6969,4.5633,8.3848,5.4542,3.9192,6.8727,1.39,4.28,15.3772,15.9876,16.9476,4.51,3.6693,3.2892,7.3898,8.1721,6.2567,5.7868,3.3605,13.3396,16.7348,13.6069,18.7244,13.0578
