ÈÕÆÚ,000628.SZ,002949.SZ,300492.SZ,300500.SZ,300668.SZ,300675.SZ,300746.SZ,300778.SZ,600170.SH,600491.SH,600629.SH,600769.SH,600846.SH,600939.SH,601668.SH,601789.SH,603017.SH,603887.SH
2014/1/2,6.46,,,,,,,,2.1506,3.3765,7.5078,5.06,5.3967,,1.8625,3.8576,,
2014/1/3,6.28,,,,,,,,2.1058,3.3287,7.3781,5,5.3224,,1.8328,3.743,,
2014/1/6,5.99,,,,,,,,2.0264,3.2426,7.0133,4.75,5.1552,,1.803,3.5872,,
2014/1/7,6.04,,,,,,,,2.0402,3.2426,7.0457,4.64,5.2388,,1.809,3.5918,,
2014/1/8,6,,,,,,,,2.016,3.233,6.9727,4.57,5.2666,,1.7911,3.6514,,
2014/1/9,5.81,,,,,,,,1.9849,3.1756,6.8673,4.36,5.2852,,1.7911,3.6331,,
2014/1/10,5.81,,,,,,,,1.9918,3.0895,6.7619,4.36,5.1273,,1.7733,3.6789,,
2014/1/13,5.77,,,,,,,,1.9539,3.0991,6.6727,4.51,4.9601,,1.7554,3.7293,,
2014/1/14,5.84,,,,,,,,1.9918,3.1278,6.8349,4.53,5.1645,,1.7614,3.7613,,
2014/1/15,5.91,,,,,,,,1.9608,3.1469,6.7619,4.55,5.1087,,1.7733,3.7247,,
2014/1/16,5.94,,,,,,,,1.9815,3.1278,6.8349,4.53,5.118,,1.7911,3.7109,,
2014/1/17,5.72,,,,,,,,1.9539,3.08,6.5916,4.46,4.9508,,1.7733,3.6376,,
2014/1/20,5.76,,,,,,,,1.9608,3.0704,6.4862,4.26,4.9787,,1.7733,3.6651,,
2014/1/21,5.8,,,,,,,,1.978,3.0895,6.5511,4.35,5.0158,,1.7852,3.6743,,
2014/1/22,6.08,,,,,,,,2.0367,3.1948,6.7538,4.49,5.118,,1.8268,3.7797,,
2014/1/23,5.99,,,,,,,,2.0471,3.2043,6.8106,4.55,5.1273,,1.7971,3.7476,,
2014/1/24,6.25,,,,,,,,2.0678,3.233,6.8754,4.59,5.1923,,1.809,3.8072,,
2014/1/27,6.07,,,,,,,,2.0609,3.1852,6.9322,4.53,5.0902,,1.7852,3.7705,,
2014/1/28,6.07,,,,,,,,2.0574,3.1756,6.8268,4.76,5.0437,,1.803,3.7843,,
2014/1/29,6.05,,,,,,,,2.0402,3.1852,7.0133,4.7,5.1273,,1.803,3.7888,,
2014/1/30,6.06,,,,,,,,2.0471,3.1852,7.2322,4.85,5.0902,,1.7792,3.7155,,
2014/2/7,6.17,,,,,,,,2.0574,3.2043,7.2727,4.86,5.3317,,1.7792,3.743,,
2014/2/10,6.3,,,,,,,,2.0989,3.2617,7.4349,4.9,5.8611,,1.7971,3.8713,,
2014/2/11,6.33,,,,,,,,2.1023,3.2713,7.4916,4.87,5.954,,1.803,3.9263,,
2014/2/12,6.42,,,,,,,,2.1092,3.2808,7.4105,4.78,5.9633,,1.7971,3.9629,,
2014/2/13,6.27,,,,,,,,2.1092,3.2522,7.6457,4.72,6.3906,,1.7792,3.9171,,
2014/2/14,6.46,,,,,,,,2.199,3.2808,7.6538,4.86,6.3906,,1.7852,4.0179,,
2014/2/17,6.46,,,,,,,,2.2231,3.3287,7.7024,4.85,6.4091,,1.7911,4.0591,,
2014/2/18,6.55,,,,,,,,2.1921,3.2808,7.7592,4.86,6.4742,,1.7733,4.0683,,
2014/2/19,6.58,,,,,,,,2.1955,3.3287,7.6457,4.92,6.372,,1.7911,4.0683,,
2014/2/20,6.4,,,,,,,,2.1679,3.4243,7.6294,4.84,6.0655,,1.7971,3.9446,,
2014/2/21,6.4,,,,,,,,2.1092,3.4626,8.0348,4.78,6.0097,,1.7792,3.9125,,
2014/2/24,6.23,,,,,,,,2.0678,3.4626,8.1646,4.71,6.1119,,1.7257,3.8576,,
2014/2/25,6.11,,,,,,,,2.0195,3.3,7.9538,4.54,6.0655,,1.6899,3.688,,
2014/2/26,6.14,,,,,,,,2.0954,3.4243,8.0348,4.54,6.4277,,1.6661,3.6926,,
2014/2/27,6.02,,,,,,,,2.0989,3.4148,7.7754,4.44,6.2419,,1.6364,3.5139,,
2014/2/28,6.08,,,,,,,,2.1058,3.3382,7.5322,4.66,6.7157,,1.678,3.5277,,
2014/3/3,6.21,,,,,,,,2.1679,3.3191,8.2862,4.89,6.8085,,1.684,3.6376,,
2014/3/4,6.83,,,,,,,,2.1679,3.3191,8.6997,4.91,6.9293,,1.684,3.6239,,
2014/3/5,6.65,,,,,,,,2.0747,3.2617,8.3754,4.81,7.6259,,1.6602,3.6056,,
2014/3/6,7.04,,,,,,,,2.0954,3.2808,8.9916,4.9,8.0811,,1.678,3.6239,,
2014/3/7,6.85,,,,,,,,2.0505,3.2426,8.8375,5.02,8.8892,,1.6542,3.6376,,
2014/3/10,6.5,,,,,,,,1.9711,3.1087,8.5781,5.06,8.8613,,1.6185,3.459,,
2014/3/11,6.61,,,,,,,,1.978,3.1087,8.3348,5.01,8.3412,,1.6185,3.459,,
2014/3/12,6.47,,,,,,,,2.0298,3.1278,8.7889,5.1,7.5052,,1.6542,3.3902,,
2014/3/13,6.57,,,,,,,,2.0229,3.1565,8.57,5.33,7.4773,,1.6542,3.4269,,
2014/3/14,6.72,,,,,,,,2.0022,3.1661,8.5618,5.39,7.4773,,1.6364,3.3902,,
2014/3/17,6.71,,,,,,,,2.0471,3.1852,8.5051,5.3,7.4866,,1.6542,3.5827,,
2014/3/18,6.8,,,,,,,,2.0471,3.1756,9.0564,5.38,7.8117,,1.6423,3.5643,,
2014/3/19,6.75,,,,,,,,2.0781,3.1565,8.8699,5.49,7.5981,,1.6364,3.6285,,
2014/3/20,6.5,,,,,,,,2.0333,3.1182,8.5051,5.51,7.2265,,1.6245,3.5414,,
2014/3/21,6.6,,,,,,,,2.085,3.1948,8.9267,5.53,7.4309,,1.678,3.6285,,
2014/3/24,6.88,,,,,,,,2.1127,3.2235,9.4699,5.58,7.4866,,1.7316,3.6835,,
2014/3/25,6.76,,,,,,,,2.1644,3.2426,9.6969,5.78,7.5609,,1.7673,3.6514,,
2014/3/26,6.78,,,,,,,,2.1679,3.2139,9.6483,5.89,8.3133,,1.7435,3.6468,,
2014/3/27,6.96,,,,,,,,2.1403,3.1852,9.6483,5.71,7.9789,,1.7316,3.5781,,
2014/3/28,6.81,,,,,,,,2.1713,3.1756,9.6483,5.71,8.1461,,1.7435,3.5827,,
2014/3/31,6.36,,,,,,,,2.1265,3.1565,9.6483,5.71,7.5702,,1.7316,3.4727,,
2014/4/1,6.48,,,,,,,,2.1334,3.1852,9.6483,5.71,7.6724,,1.7257,3.5277,,
2014/4/2,6.52,,,,,,,,2.1437,3.2426,9.6483,5.71,7.6074,,1.7673,3.5231,,
2014/4/3,6.59,,,,,,,,2.1058,3.2043,9.6483,5.71,7.4309,,1.7257,3.5598,,
2014/4/4,6.6,,,,,,,,2.123,3.2139,9.6483,5.72,7.6631,,1.7376,3.5735,,
2014/4/8,6.62,,,,,,,,2.1506,3.2522,9.6483,5.64,7.7467,,1.7554,3.6102,,
2014/4/9,6.69,,,,,,,,2.1575,3.2617,9.6483,6.2,7.7374,,1.7554,3.6193,,
2014/4/10,6.7,,,,,,,,2.1713,3.2713,9.6483,6.59,7.821,,1.8209,3.6376,,
2014/4/11,6.61,,,,,,,,2.1748,3.2522,9.6483,6.34,7.5423,,1.8328,3.6606,,
2014/4/14,6.65,,,,,,,,2.1921,3.2617,9.6483,6.38,7.6074,,1.8149,3.7109,,
2014/4/15,6.69,,,,,,,,2.1506,3.2235,9.6483,6.12,7.5609,,1.7792,3.6468,,
2014/4/16,6.66,,,,,,,,2.1541,3.2426,9.6483,6.11,7.5423,,1.7852,3.6468,,
2014/4/17,6.59,,,,,,,,2.161,3.3,9.6483,5.94,7.6445,,1.7673,4.0133,,
2014/4/18,6.55,,,,,,,,2.1472,3.2426,9.6483,5.8,7.886,,1.7554,4.1004,,
2014/4/21,6.3,,,,,,,,2.1058,3.2139,9.6483,5.65,7.5609,,1.7197,4.137,,
2014/4/22,6.35,,,,,,,,2.1196,3.1852,9.6483,5.69,7.4123,,1.7376,4.0683,,
2014/4/23,6.28,,,,,,,,2.1161,3.1852,9.6483,5.43,7.2451,,1.7376,4.0591,,
2014/4/24,6.25,,,,,,,,2.0816,3.1661,9.6483,5.43,6.9014,,1.7614,4.1783,,
2014/4/25,6.04,,,,,,,,2.0367,3.1182,9.6483,5.5,6.5113,,1.7554,4.0362,,
2014/4/28,5.85,,,,,,,,2.0229,3.0417,9.6483,5.03,6.3998,,1.7495,3.743,,
2014/4/29,5.9,,,,,,,,2.0781,3.08,9.6483,5.09,6.5299,,1.7673,3.688,,
2014/4/30,6,,,,,,,,2.0747,3.0895,9.6483,5.1,6.5577,,1.7852,3.6422,,
2014/5/5,6.06,,,,,,,,2.0643,3.1182,9.6483,5.15,6.6506,,1.7673,3.5781,,
2014/5/6,5.97,,,,,,,,2.0574,3.1278,9.6483,5.44,6.6135,,1.7733,3.6789,,
2014/5/7,5.87,,,,,,,,2.0229,3.1087,9.6483,5.21,6.2791,,1.7495,3.5552,,
2014/5/8,5.91,,,,,,,,2.0229,3.1087,9.6483,5.08,6.3627,,1.7495,3.491,,
2014/5/9,5.91,,,,,,,,2.0229,3.2617,9.6483,5.1,6.1583,,1.7495,3.4269,,
2014/5/12,6.05,,,,,,,,2.0609,3.2808,9.6483,5.19,6.4277,,1.7733,3.5414,,
2014/5/13,6.05,,,,,,,,2.0505,3.2904,9.6483,5.21,6.3813,,1.7673,3.5872,,
2014/5/14,6.1,,,,,,,,2.0609,3.2426,9.6483,5.17,6.4834,,1.7792,3.5827,,
2014/5/15,5.91,,,,,,,,2.0298,3.1469,9.6483,5,6.2419,,1.7673,3.4406,,
2014/5/16,5.89,,,,,,,,2.0402,3.1756,9.6483,5.04,6.1862,,1.7673,3.5002,,
2014/5/19,5.9,,,,,,,,2.0195,3.1469,9.6483,5,6.1769,,1.7376,3.5277,,
2014/5/20,5.91,,,,,,,,2.0195,3.1469,9.6483,5,6.2419,,1.7495,3.5735,,
2014/5/21,5.94,,,,,,,,2.0333,3.1469,9.6483,5.04,6.4463,,1.7554,3.5872,,
2014/5/22,5.94,,,,,,,,2.0264,3.1374,9.6483,5.01,6.3441,,1.7554,3.5735,,
2014/5/23,5.94,,,,,,,,2.0471,3.1661,9.6483,4.97,6.4834,,1.7792,3.5689,,
2014/5/26,5.94,,,,,,,,2.0505,3.1756,9.6483,5.06,6.5485,,1.7792,3.5456,,
2014/5/27,5.94,,,,,,,,2.0333,3.1469,9.6483,5.15,6.4649,,1.7792,3.5222,,
2014/5/28,5.94,,,,,,,,2.0402,3.1756,9.6483,5.14,6.5856,,1.7852,3.4989,,
2014/5/29,6.26,,,,,,,,2.0298,3.1278,9.6483,5.08,6.437,,1.7911,3.4428,,
2014/5/30,6.12,,,,,,,,2.0402,3.1278,9.6483,5.05,6.3348,,1.7971,3.4475,,
2014/6/3,6.01,,,,,,,,2.0264,3.1278,9.6483,5.12,6.5485,,1.7971,3.4381,,
2014/6/4,5.89,,,,,,,,2.0022,3.1087,9.6483,5.11,6.3906,,1.7614,3.4521,,
2014/6/5,5.97,,,,,,,,2.0091,3.1087,9.6483,5.12,6.6042,,1.7733,3.4568,,
2014/6/6,5.9,,,,,,,,1.9953,3.0895,9.6483,5.36,6.4927,,1.7614,3.4288,,
2014/6/9,5.91,,,,,,,,1.9884,3.1087,9.6483,5.24,6.437,,1.7614,3.354,,
2014/6/10,5.94,,,,,,,,2.0402,3.1565,9.6483,5.29,6.5577,,1.7733,3.3821,,
2014/6/11,6.09,,,,,,,,2.0402,3.1374,9.6483,5.3,6.567,,1.7733,3.3961,,
2014/6/12,6.01,,,,,,,,2.0264,3.1278,9.6483,5.33,6.6785,,1.7554,3.4615,,
2014/6/13,6.11,,,,,,,,2.0402,3.1565,9.6483,5.38,6.8829,,1.7733,3.4895,,
2014/6/16,6.09,,,,,,,,2.0609,3.1756,9.6483,5.29,6.7993,,1.7852,3.5082,,
2014/6/17,5.98,,,,,,,,2.0562,3.1278,9.6483,5.09,6.9572,,1.7789,3.4942,,
2014/6/18,5.91,,,,,,,,2.0052,3.0991,9.6483,5.03,7.1615,,1.7789,3.4335,,
2014/6/19,5.75,,,,,,,,1.968,3.0513,9.6483,4.98,6.92,,1.7602,3.3447,,
2014/6/20,5.82,,,,,,,,1.9773,3.0895,9.6483,5.04,7.1151,,1.7602,3.3494,,
2014/6/23,5.92,,,,,,,,1.9448,3.0895,9.6483,5.07,7.0593,,1.7352,3.3494,,
2014/6/24,6.01,,,,,,,,1.9495,3.0991,9.6483,5.14,7.0036,,1.7477,3.3774,,
2014/6/25,6.06,,,,,,,,1.9495,3.0991,9.6483,5.08,6.8178,,1.7477,3.3307,,
2014/6/26,6.21,,,,,,,,1.9588,3.1182,9.6483,5.09,6.8921,,1.7539,3.3681,,
2014/6/27,6.22,,,,,,,,1.968,3.1374,9.6483,5.12,7.1244,,1.7539,3.3727,,
2014/6/30,6.18,,,,,,,,1.9913,3.1469,9.6483,5.12,7.2915,,1.7602,3.3821,,
2014/7/1,6.15,,,,,,,,1.982,3.1567,9.6483,5.21,7.3566,,1.7539,3.3914,,
2014/7/2,6.24,,,,,,,,1.9866,3.1763,9.6483,5.22,7.338,,1.7539,3.3867,,
2014/7/3,6.26,,,,,,,,1.9959,3.2056,9.6483,5.21,7.5609,,1.7539,3.4335,,
2014/7/4,6.22,,,,,,,,1.9866,3.186,9.6483,5.24,7.3101,,1.7664,3.4101,,
2014/7/7,6.3,,,,,,,,1.982,3.2056,9.6483,5.29,7.3194,,1.7727,3.3914,,
2014/7/8,6.34,,,,,,,,1.9773,3.2447,9.6483,5.24,7.3937,,1.7727,3.4662,,
2014/7/9,6.24,,,,,,,,1.9495,3.186,9.6483,5.17,7.1615,,1.7477,3.4101,,
2014/7/10,6.18,,,,,,,,1.9448,3.2056,9.6483,5.26,7.0676,,1.7539,3.4194,,
2014/7/11,6.29,,,,,,,,1.9448,3.2153,9.6483,5.32,7.1803,,1.7602,3.4475,,
2014/7/14,6.37,,,,,,,,1.968,3.2642,9.6483,5.4,7.6402,,1.7789,3.4895,,
2014/7/15,6.37,,,,,,,,1.968,3.2642,9.6483,5.79,8.4005,,1.7914,3.5175,,
2014/7/16,6.39,,,,,,,,1.9866,3.2447,9.6483,5.62,8.1658,,1.8601,3.4615,,
2014/7/17,6.33,,,,,,,,1.968,3.2642,9.6483,5.64,8.2221,,1.8101,3.4475,,
2014/7/18,6.41,,,,,,,,1.968,3.2642,9.6483,5.65,7.9781,,1.8663,3.4615,,
2014/7/21,6.33,,,,,,,,1.9773,3.2349,9.6483,5.49,8.3629,,1.8725,3.4942,,
2014/7/22,6.46,,,,,,,,1.982,3.2447,9.6483,5.52,8.8416,,1.8663,3.5316,,
2014/7/23,6.6,,,,,,,,1.9773,3.2642,9.6483,5.43,8.5412,,1.8975,3.5175,,
2014/7/24,6.7,,,,,,,,2.0098,3.3131,9.6483,5.44,8.2597,,1.9225,3.5923,,
2014/7/25,6.83,,,,,,,,2.0145,3.3229,9.6483,5.51,8.2409,,1.9474,3.6577,,
2014/7/28,7.05,,,,,,,,2.0562,3.3815,9.6483,5.63,8.5976,,1.9911,3.6764,,
2014/7/29,7.05,,,,,,,,2.0841,3.401,9.6483,5.72,8.5225,,1.9849,3.7604,,
2014/7/30,6.94,,,,,,,,2.0934,3.3619,9.6483,5.73,8.4098,,1.9537,3.8352,,
2014/7/31,6.97,,,,,,,,2.0934,3.3815,9.6483,5.72,8.6351,,1.9599,3.8679,,
2014/8/1,6.97,,,,,,,,2.1259,3.3619,9.6483,5.72,8.2691,,1.9662,3.7324,,
2014/8/4,7.27,,,,,,,,2.163,3.4304,9.6483,5.82,8.4098,,2.0036,3.8165,,
2014/8/5,7.25,,,,,,,,2.1537,3.4304,9.6483,5.83,8.3817,,1.9911,3.8539,,
2014/8/6,7.24,,,,,,,,2.1584,3.4694,9.6483,6.05,8.6633,,1.9849,3.8258,,
2014/8/7,7.28,,,,,,,,2.1351,3.401,9.6483,5.9,8.4474,,1.9599,3.7324,,
2014/8/8,7.38,,,,,,,,2.1398,3.4401,9.6483,6.06,8.4192,,1.9537,3.7464,,
2014/8/11,7.52,,,,,,,,2.1491,3.4792,9.6483,6.1,8.5412,,1.9724,3.7698,,
2014/8/12,7.41,,,,,,,,2.1491,3.4792,9.6483,6.15,9.0481,,1.9662,3.7511,,
2014/8/13,7.33,,,,,,,,2.1444,3.5476,9.6483,6.11,9.0012,,1.9662,3.7231,,
2014/8/14,7.71,,,,,,,,2.1444,3.489,9.6483,6.01,8.851,,1.9537,3.667,,
2014/8/15,8.04,,,,,,,,2.1398,3.5085,9.6483,6.04,8.9542,,1.9849,3.695,,
2014/8/18,7.98,,,,,,,,2.1537,3.5574,9.6483,6.1,8.9261,,1.9974,3.8258,,
2014/8/19,8.36,,,,,,,,2.1537,3.5574,9.6483,6.51,8.851,,1.9911,3.8492,,
2014/8/20,8.67,,,,,,,,2.1723,3.5281,9.6483,6.69,8.6257,,1.9974,3.8212,,
2014/8/21,8.66,,,,,,,,2.1537,3.489,9.6483,6.72,8.7196,,1.9849,3.8772,,
2014/8/22,8.54,,,,,,,,2.1862,3.5085,9.6483,6.66,8.9073,,1.9911,3.8539,,
2014/8/25,8.22,,,,,,,,2.1816,3.489,9.6483,6.92,8.6257,,1.9849,3.7558,,
2014/8/26,7.94,,,,,,,,2.1166,3.4108,9.6483,6.67,8.1377,,1.9787,3.6857,,
2014/8/27,8.05,,,,,,,,2.1119,3.401,9.6483,6.62,8.2503,,1.9662,3.7231,,
2014/8/28,7.77,,,,,,,,2.0841,3.3815,9.6483,6.71,8.025,,1.9412,3.6297,,
2014/8/29,8.27,,,,,,,,2.098,3.401,9.6483,6.88,8.1752,,1.9599,3.681,,
2014/9/1,8.4,,,,,,,,2.163,3.4499,9.6483,7.13,8.2878,,1.9724,3.7324,,
2014/9/2,8.42,,,,,,,,2.1723,3.4792,9.6483,7.12,8.5225,,1.9911,3.8539,,
2014/9/3,8.3,,,,,,,,2.2001,3.5183,9.6483,7.14,8.4849,,2.0036,3.8305,,
2014/9/4,8.31,,,,,,,,2.2419,3.5672,9.6483,7.18,8.6163,,2.0473,3.9847,,
2014/9/5,8.45,,,,,,,,2.2558,3.5672,9.6483,7.35,8.56,,2.066,3.9146,,
2014/9/9,8.39,,,,,,,,2.2512,3.6063,9.6483,7.35,8.4943,,2.0972,3.9099,,
2014/9/10,8.52,,,,,,,,2.2326,3.5965,9.6483,7.56,8.607,,2.0723,3.9286,,
2014/9/11,8.55,,,,,,,,2.2465,3.704,9.6483,7.85,8.5412,,2.0785,3.8959,,
2014/9/12,9.02,,,,,,,,2.2837,3.7724,9.6483,8.1,8.5882,,2.116,3.952,,
2014/9/15,8.96,,,,,,,,2.279,3.8311,9.6483,8.11,8.7384,,2.0972,3.9987,,
2014/9/16,8.37,,,,,,,,2.2512,3.9288,9.6483,7.6,8.3348,,2.0972,3.9286,,
2014/9/17,8.5,,,,,,,,2.2512,4.1145,9.6483,7.66,8.4098,,2.116,3.9613,,
2014/9/18,8.61,,,,,,,,2.3347,4.007,9.6483,8.16,8.3817,,2.0848,3.8866,,
2014/9/19,8.84,,,,,,,,2.3162,4.0167,9.6483,8.16,8.3817,,2.091,3.994,,
2014/9/22,8.72,,,,,,,,2.2605,3.8701,9.6483,7.78,8.6257,,2.0411,4.008,,
2014/9/23,9.1,,,,,,,,2.2837,3.9288,9.6483,7.8,8.6727,,2.0536,4.0874,,
2014/9/24,8.93,,,,,,,,2.2976,3.9679,9.6483,7.78,8.7102,,2.1097,4.0874,,
2014/9/25,8.97,,,,,,,,2.2883,3.9581,9.6483,7.6,8.6633,,2.1222,4.0594,,
2014/9/26,8.95,,,,,,,,2.2837,3.9679,9.6483,7.73,8.8228,,2.116,4.0641,,
2014/9/29,8.92,,,,,,,,2.3115,3.9874,9.6483,7.83,8.7947,,2.1035,4.0874,,
2014/9/30,9.01,,,,,,,,2.3162,4.0852,9.6483,8.04,8.6727,,2.116,4.0781,,
2014/10/8,9.43,,,,,,,,2.3347,4.2708,9.6483,7.99,8.8698,,2.1472,4.1482,,
2014/10/9,9.29,,,,,,,,2.3347,4.2611,9.6483,7.81,8.7571,,2.1846,4.1155,,
2014/10/10,9.76,,,,,,,,2.3162,4.2904,9.6483,7.9,8.5788,,2.1909,4.0688,,
2014/10/13,10.14,,,,,,,,2.3208,4.3295,9.6483,7.86,8.4943,,2.1597,4.1528,,
2014/10/14,9.95,,,,,,,,2.3069,4.2318,9.6483,7.79,8.4286,,2.1597,4.0921,,
2014/10/15,9.63,,,,,,,,2.3022,4.2024,9.6483,7.62,8.4755,,2.1472,4.0968,,
2014/10/16,9.31,,,,,,,,2.3301,4.1536,9.6483,7.57,8.2597,,2.1534,4.008,,
2014/10/17,9.37,,,,,,,,2.2976,4.0754,9.6483,7.31,8.0626,,2.116,3.9193,,
2014/10/20,9.58,,,,,,,,2.3022,4.1536,9.6483,7.94,8.1658,,2.116,3.9847,,
2014/10/21,9.74,,,,,,,,2.2976,4.1242,9.6483,7.8,8.0626,,2.0848,3.9239,,
2014/10/22,9.88,,,,,,,,2.2465,4.0265,9.6483,7.74,7.8936,,2.0723,3.8912,,
2014/10/23,9.88,,,,,,,,2.228,3.9092,9.6483,7.46,7.781,,2.0536,3.7511,,
2014/10/24,9.53,,,,,,,,2.228,3.8995,9.6483,7.56,7.7998,,2.0348,3.7931,,
2014/10/27,8.89,,,,,,,,2.2048,3.8897,10.6131,7.72,7.8936,,1.9911,3.8539,,
2014/10/28,9.06,,,,,,,,2.2651,3.9874,11.6752,7.9,8.1001,,2.0598,3.952,,
2014/10/29,9.26,,,,,,,,2.3208,4.0656,12.8428,7.91,8.3911,,2.1097,4.0407,,
2014/10/30,9.3,,,,,,,,2.4136,4.0949,12.8509,8.12,8.2503,,2.1659,3.9753,,
2014/10/31,9.48,,,,,,,,2.4044,4.1145,12.5833,7.98,8.2409,,2.1721,4.0127,,
2014/11/3,9.61,,,,,,,,2.4183,4.2415,13.1103,8,8.2691,,2.2408,4.1108,,
2014/11/4,9.6,,,,,,,,2.4879,4.2611,12.9157,8.04,8.1752,,2.4156,4.1715,,
2014/11/5,10.18,,,,,,,,2.5111,4.2024,12.9076,7.98,8.1658,,2.3282,4.0828,,
2014/11/6,10.03,,,,,,,,2.7107,4.2513,13.0617,7.93,8.2127,,2.3781,4.1902,,
2014/11/7,10.35,,,,,,,,2.6086,4.1438,13.7671,7.89,7.9875,,2.2907,4.0734,,
2014/11/10,11.39,,,,,,,,2.6457,4.2024,13.8481,7.81,8.0626,,2.5217,4.1996,,
2014/11/11,11.63,,,,,,,,2.5018,4.007,13.0941,7.54,7.781,,2.5154,4.0174,,
2014/11/12,11.4,,,,,,,,2.5993,4.0852,13.1184,8.04,7.9405,,2.503,4.1155,,
2014/11/13,10.87,,,,,,,,2.6225,4.0949,13.4346,8.06,8.194,,2.478,4.0641,,
2014/11/14,11.7,,,,,,,,2.5715,4.0949,13.1103,7.98,8.1001,,2.4967,3.994,,
2014/11/17,11.96,,,,,,,,2.5947,4.1047,13.3941,8,8.3629,,2.453,4.0874,,
2014/11/18,11.8,,,,,,,,2.59,4.1438,13.7103,8.65,8.2503,,2.3781,4.1622,,
2014/11/19,11.8,,,,,,,,2.6318,4.1438,14.0346,8.56,8.4192,,2.3407,4.1669,,
2014/11/20,12.15,,,,,,,,2.604,4.1047,13.986,8.8,8.2878,,2.3469,4.1108,,
2014/11/21,12.3,,,,,,,,2.6457,4.134,14.7805,8.74,8.2878,,2.3781,4.1809,,
2014/11/24,12.17,,,,,,,,2.7061,4.1829,15.2751,8.67,8.3348,,2.503,4.2556,,
2014/11/25,11.94,,,,,,,,2.9753,4.2611,15.2508,9.2,8.7196,,2.5092,4.293,,
2014/11/26,11.79,,,,,,,,2.966,4.2415,15.2102,9.22,8.8979,,2.5279,4.2977,,
2014/11/27,11.65,,,,,,,,2.9289,4.2708,16.167,9.33,9.7896,,2.5217,4.2743,,
2014/11/28,12.2,,,,,,,,2.9614,4.2806,16.3616,9.75,9.9116,,2.6091,4.2743,,
2014/12/1,12.24,,,,,,,,2.8639,4.3099,15.4535,9.76,9.5362,,2.634,4.2836,,
2014/12/2,12.72,,,,,,,,2.9799,4.349,15.4454,9.82,9.9304,,2.7589,4.3257,,
2014/12/3,12.75,,,,,,,,3.0263,4.4272,14.7562,9.43,10.0618,,2.8026,4.3023,,
2014/12/4,13.03,,,,,,,,3.0728,4.4956,14.8616,9.33,9.9491,,2.9336,4.3911,,
2014/12/5,12.49,,,,,,,,2.9521,4.5738,15.0724,8.94,9.2921,,2.8525,4.2369,,
2014/12/8,11.85,,,,,,,,3.1238,5.0331,14.5616,8.62,9.3766,,3.1396,4.3304,,
2014/12/9,10.67,,,,,,,,3.0171,5.0136,13.5806,8.08,8.7665,,3.1271,4.2603,,
2014/12/10,10.8,,,,,,,,3.1981,5.4534,14.1724,8.56,9.2452,,3.3706,4.4191,,
2014/12/11,11.14,,,,,,,,3.2166,5.3361,14.3589,8.78,9.2921,,3.3768,4.4985,,
2014/12/12,11.13,,,,,,,,3.3837,5.3361,14.3508,8.6,9.4048,,3.3831,4.4985,,
2014/12/15,11.24,,,,,,,,3.6715,5.3361,14.5697,8.75,9.6019,,3.7201,4.7368,,
2014/12/16,10.9,,,,,,,,3.6205,5.3361,14.7886,8.56,9.6019,,3.7388,4.6807,,
2014/12/17,10.34,,,,,,,,3.6297,5.3361,14.6103,8.14,9.7333,,3.7576,4.634,,
2014/12/18,10.01,,,,,,,,3.7365,5.3361,14.2211,7.87,9.386,,3.9011,4.8068,,
2014/12/19,9.48,,,,,,,,4.0846,5.3361,13.6535,7.91,9.0669,,4.2944,4.9516,,
2014/12/22,8.53,,,,,,,,3.8525,5.3361,12.7293,7.17,8.4286,,4.1883,4.5593,,
2014/12/23,8.55,,,,,,,,3.5833,5.3361,13.086,7.13,8.438,,3.9323,4.3724,,
2014/12/24,8.77,,,,,,,,3.5787,5.3361,13.2806,7.43,8.5506,,3.8137,4.4378,,
2014/12/25,8.77,,,,,,,,3.885,5.8736,13.2968,7.5,8.5882,,4.1883,4.5499,,
2014/12/26,8.87,,,,,,,,3.9639,6.46,13.8887,8.05,8.6445,,4.1883,4.606,,
2014/12/29,9.2,,,,,,,,4.0104,6.8216,13.7833,7.69,8.4286,,4.544,4.5172,,
2014/12/30,8.71,,,,,,,,3.9129,6.245,13.7995,7.22,8.0344,,4.4754,4.2977,,
2014/12/31,8.68,,,,,,,,3.9036,6.5382,13.8725,7.72,8.1189,,4.544,4.3397,10.0498,
2015/1/5,9.07,,,,,,,,3.9593,6.8998,13.7508,7.47,8.2315,,4.5815,4.4238,11.0557,
2015/1/6,9.4,,,,,,,,3.8758,6.4991,13.7103,7.44,8.4849,,4.413,4.4331,12.1618,
2015/1/7,9.48,,,,,,,,3.9407,6.7532,13.5887,7.58,8.3817,,4.4317,4.4331,12.4389,
2015/1/8,9.24,,,,,,,,3.7876,6.5968,13.459,7.41,8.4098,,4.157,4.307,11.9429,
2015/1/9,9,,,,,,,,3.6715,6.3232,13.4509,7.28,8.2221,,4.1508,4.2696,11.7217,
2015/1/12,9.84,,,,,,,,3.5416,5.942,12.9806,7.21,7.9781,,3.9698,4.1295,11.1768,
2015/1/13,9.66,,,,,,,,3.5973,6.0007,13.1752,7.32,8.3535,,3.9448,4.1715,11.3584,
2015/1/14,9.39,,,,,,,,3.4905,5.9909,13.1428,7.17,8.5131,,3.9448,4.1295,11.3747,
2015/1/15,9.26,,,,,,,,3.6947,6.0789,13.1914,7.2,8.4849,,4.1508,4.2089,11.568,
