ÈÕÆÚ,000628.SZ,002949.SZ,300492.SZ,300500.SZ,300668.SZ,300675.SZ,300746.SZ,300778.SZ,600170.SH,600491.SH,600629.SH,600769.SH,600846.SH,600939.SH,601668.SH,601789.SH,603017.SH,603887.SH
2016/1/7,15.75,,24.9988,,,,,,3.6958,7.3025,15.9237,10.85,8.9186,,3.6787,4.5509,17.4574,
2016/1/8,16.9,,27.5026,,,,,,3.7449,7.224,16.094,10.75,8.928,,3.7486,4.8894,17.4996,
2016/1/11,15.21,,30.249,,,,,,3.5181,6.4977,14.4887,9.68,8.0371,,3.6025,4.7249,15.7515,
2016/1/12,13.69,,33.2768,,,,,,3.5487,6.5566,14.0833,9.47,8.1793,,3.647,4.8941,15.6765,
2016/1/13,12.35,,36.6054,,,,,,3.4445,6.6056,13.0617,9.33,7.8191,,3.5517,4.518,14.6361,
2016/1/14,12.48,,40.264,,,,,,3.4874,6.9394,13.4427,9.62,8.293,,3.5898,4.6215,15.4656,
2016/1/15,12,,44.2914,,,,,,3.2423,6.4682,12.7374,9.36,8.1603,,3.4182,4.1748,15.086,
2016/1/18,11.9,,44.2332,,,,,,3.2729,6.5173,13.1509,9.53,8.3404,,3.3865,4.2406,15.3344,
2016/1/19,13.09,,46.4749,,,,,,3.4078,7.0571,13.9941,10.12,8.7385,,3.6406,4.5227,15.7843,
2016/1/20,12.97,,41.8265,,,,,,3.322,6.9099,13.459,9.98,8.5774,,3.5136,4.3676,15.8171,
2016/1/21,11.83,,37.6632,,,,,,3.1871,6.5468,12.932,9.37,8.2267,,3.3992,4.2359,14.8939,
2016/1/22,12.05,,38.1873,,,,,,3.23,6.6155,13.2725,9.62,8.4352,,3.4691,4.3206,15.0438,
2016/1/25,12.5,,39.3033,,,,,,3.2484,6.6449,13.4752,9.76,8.4731,,3.4437,4.3723,15.1563,
2016/1/26,11.25,,35.373,,,,,,2.9542,5.9873,12.3401,8.78,7.6296,,3.234,3.9398,14.1159,
2016/1/27,10.83,,35.6835,,,,,,2.8868,5.8106,11.9833,8.55,7.4874,,3.2531,3.7752,14.055,
2016/1/28,10.26,,33.7038,,,,,,2.8194,5.4573,11.9509,7.75,7.0609,,3.1514,3.4837,13.6051,
2016/1/29,10.85,,35.3244,,,,,,2.9113,5.7517,12.4049,8.29,7.4305,,3.2594,3.6436,14.2424,
2016/2/1,10.95,,33.4418,,,,,,2.8255,5.683,12.7374,8.44,7.4685,,3.1895,3.6624,14.3034,
2016/2/2,11.47,,34.6645,,,,,,2.8929,5.8793,13.3455,8.76,7.7338,,3.2594,3.8927,14.8001,
2016/2/3,11.76,,36.0523,,,,,,2.9236,5.9578,13.1914,8.71,7.7528,,3.2467,4.015,14.847,
2016/2/4,11.88,,38.1193,11.3611,,,,,2.9665,6.5566,13.3536,8.96,7.9044,,3.2848,4.3488,15.1844,
2016/2/5,11.53,,35.7126,12.4968,,,,,2.9849,6.4192,13.1265,8.7,7.7149,,3.2594,4.3253,15.1563,
2016/2/15,11.55,,35.8388,13.7457,,,,,2.9174,6.5075,12.859,8.59,7.6864,,3.2213,4.3535,14.9267,
2016/2/16,12.1,,37.3818,15.1192,,,,,3.04,6.7234,13.459,8.94,8.1793,,3.3166,4.4146,15.5359,
2016/2/17,12.59,,38.2358,16.6322,,,,,3.132,6.8314,13.8238,9.06,8.4826,,3.4119,4.5838,15.5453,
2016/2/18,13.15,,40.7881,18.2962,,,,,3.1013,6.6744,13.7752,9.97,9.3356,,3.3865,4.5791,15.2641,
2016/2/19,12.93,,39.3227,20.1262,,,,,3.0829,6.6449,13.7995,9.82,9.2787,,3.3611,4.7531,15.2782,
2016/2/22,13.03,,40.9919,22.1373,,,,,3.1626,6.7921,14.067,10.38,9.3261,,3.4691,5.0117,15.9671,
2016/2/23,13.36,,41.5256,24.3522,,,,,3.1074,6.694,13.8238,10.39,9.5156,,3.4437,4.88,17.5652,
2016/2/24,13.66,,38.4881,26.7859,,,,,3.2423,6.8118,14.4887,10.1,9.4398,,3.4627,4.7202,18.0573,
2016/2/25,12.36,,34.6354,29.4648,,,,,2.9665,6.1345,13.0374,9.09,8.4921,,3.2594,4.25,16.6138,
2016/2/26,12.38,,33.8105,28.4876,,,,,3.0216,6.0364,13.159,9.19,8.6911,,3.2721,4.4005,16.2155,
2016/2/29,11.14,,30.4431,25.6388,,,,,3.0216,5.6143,12.9401,8.53,7.876,,3.2594,4.0244,14.5939,
2016/3/1,11.46,,30.8118,24.2239,,,,,3.0216,5.7517,12.8509,8.65,8.1129,,3.3293,4.1889,14.7954,
2016/3/2,12.15,,32.4131,25.1823,,,,,3.0216,6.2327,13.5968,9.18,8.6816,,3.5453,4.5556,15.3578,
2016/3/3,12.21,,32.0637,25.0917,,,,,3.0216,6.2327,13.5481,9.1,8.7006,,3.5072,4.5697,15.0532,
2016/3/4,11.68,,29.5891,26.1142,,,,,3.0216,6.0265,12.7212,8.73,8.3404,,3.5707,4.4146,14.7439,
2016/3/7,11.55,,30.414,25.6766,,,,,3.0216,6.2032,12.8671,9.03,8.6816,,3.558,4.5415,14.9079,
2016/3/8,11.79,,30.5692,24.605,,,,,3.0216,6.2425,12.7617,9.42,8.9849,,3.5517,4.5556,14.7205,
2016/3/9,11.21,,30.4625,23.8654,,,,,3.0216,6.0069,12.332,9.19,8.6342,,3.539,4.3206,14.1909,
2016/3/10,10.83,,29.8026,23.922,,,,,3.0216,6.056,12.1374,9.19,8.4162,,3.4564,4.1372,13.8956,
2016/3/11,10.6,,30.1908,24.0239,,,,,3.0216,5.9677,12.2428,8.97,8.5015,,3.4818,4.1325,13.9519,
2016/3/14,11.03,,31.6561,26.3293,,,,,3.0216,6.2032,12.8428,9.33,8.7859,,3.558,4.3629,14.5471,
2016/3/15,11.1,,31.0253,25.1294,,,,,3.0216,6.1051,12.632,9.22,8.7195,,3.6978,4.2359,14.4674,
2016/3/16,11.06,,30.6469,24.1484,,,,,3.0216,6.0265,12.3158,9.29,8.4541,,3.7359,4.2359,14.2518,
2016/3/17,11.52,,32.2675,25.4162,,,,,3.0216,6.164,12.6239,9.68,8.7859,,3.7042,4.377,14.6595,
2016/3/18,11.99,,33.8397,26.0954,,,,,3.0216,6.3995,13.1509,9.99,9.1365,,3.6724,4.7108,15.2313,
2016/3/21,12.38,,34.7422,27.4311,,,,,3.0216,6.5664,13.6535,9.99,9.5156,,3.7169,4.8424,15.8124,
2016/3/22,12.63,,34.4607,26.2803,,,,,3.0216,6.5369,13.613,9.99,9.3735,,3.7169,4.6967,15.4844,
2016/3/23,12.79,,35.5185,26.9783,,,,,3.0216,6.5664,13.7671,9.99,9.4588,,3.6915,4.7719,15.8874,
2016/3/24,12.99,,34.1017,25.8841,,,,,3.0216,6.4388,13.5806,9.99,9.1744,,3.6343,4.5556,15.4188,
2016/3/25,13.42,,34.2569,25.2804,,,,,3.0216,6.4682,13.8157,9.99,9.4683,,3.647,4.6309,15.4516,
2016/3/28,12.86,,34.8101,24.8653,,,,,3.322,6.5566,13.5238,9.99,9.2977,,3.5834,4.612,15.7468,
2016/3/29,12.92,,33.335,24.2201,,,,,3.3342,6.3897,13.0698,9.99,9.4114,,3.539,4.7014,15.1376,
2016/3/30,13.27,,34.9363,25.3181,,,,,3.3649,6.5958,13.4509,9.99,9.8853,,3.6343,4.8659,16.0561,
2016/3/31,13.2,,35.6738,26.6387,,,,,3.2974,6.5468,13.5319,9.99,9.7242,,3.6216,4.8565,15.8921,
2016/4/1,12.83,,35.0721,25.8463,,,,,3.3281,6.8118,14.0184,9.99,9.6578,,3.6597,4.7954,15.5828,
2016/4/5,13.24,,36.7025,28.431,,,,,3.3403,7.067,15.4211,9.99,9.9042,,3.6597,4.9317,16.028,
2016/4/6,13.37,,37.5662,28.0348,,,,,3.3403,7.1357,16.9615,9.99,9.781,,3.6343,4.9929,16.2155,
2016/4/7,13.16,,36.4696,27.0349,,,,,3.2791,6.9001,16.5724,9.99,9.4683,,3.5834,4.9882,15.8031,
2016/4/8,12.83,,36.5375,27.8009,,,,,3.2239,6.7627,16.694,9.99,9.3545,,3.5517,4.9882,15.9202,
2016/4/11,13.13,,38.2358,28.7932,,,,,3.3342,7.4399,16.9129,9.99,9.5156,,3.5898,5.1433,16.3889,
2016/4/12,13.8,,37.9155,27.4311,,,,,3.2729,7.3909,17.294,9.99,9.364,,3.5898,5.195,16.1311,
2016/4/13,13.66,,38.7501,28.714,,,,,3.3036,7.8227,17.1075,9.99,9.5062,,3.6406,5.2937,16.3373,
2016/4/14,14.71,,41.3121,30.5251,,,,,3.3097,8.0681,16.8561,9.99,9.5725,,3.647,5.2608,16.7451,
2016/4/15,14.85,,40.4193,28.7366,,,,,3.3342,8.0681,16.548,9.99,9.7242,,3.6406,5.2655,16.5388,
2016/4/18,14.29,,39.0413,27.9216,,,,,3.3649,8.0681,16.1589,9.99,9.4019,,3.5898,4.9835,16.5482,
2016/4/19,14.95,,39.9535,28.3216,,,,,3.3403,8.0092,16.2967,9.99,9.4683,,3.5834,5.1574,16.3982,
2016/4/20,13.75,,37.0227,26.3369,,,,,3.1932,7.6559,15.4292,10.14,8.8617,,3.5199,4.9976,15.2266,
2016/4/21,15.13,,36.7704,25.3483,,,,,3.1503,7.6657,15.567,10.05,8.71,,3.5008,4.9882,14.9032,
2016/4/22,14.57,,36.7801,26.1331,,,,,3.1565,7.7049,15.5832,10.25,8.7764,,3.5136,5.0399,14.9032,
2016/4/25,14.05,,36.3919,25.6539,,,,,3.1626,8.3822,15.64,10.35,8.6532,,3.5008,5.2796,15.6343,
2016/4/26,14.15,,37.1295,26.3369,,,,,3.1687,8.5491,15.7697,10.31,8.7385,,3.5326,5.2608,15.7843,
2016/4/27,14.2,,36.6831,25.7105,,,,,3.1442,8.3429,15.9562,10.73,8.6816,,3.5199,5.3361,16.6326,
2016/4/28,13.9,,36.5084,25.5747,,,,,3.1258,7.9994,15.4454,10.6,8.7385,,3.5136,5.2561,16.2623,
2016/4/29,13.78,,36.2852,25.4275,,,,,3.1136,7.9209,15.2427,10.38,8.7669,,3.5008,5.1668,16.2295,
2016/5/3,14.23,,37.8379,26.2463,,,,,3.1687,8.1663,15.6481,10.73,9.0418,,3.5644,5.4113,16.7732,
2016/5/4,14.3,,38.7695,26.3784,,,,,3.1749,8.2644,15.7129,10.84,8.9565,,3.5517,5.4442,16.581,
2016/5/5,14.38,,39.5168,26.5067,,,,,3.1687,7.9994,15.6886,10.85,9.0323,,3.5517,5.5241,16.8107,
2016/5/6,13.45,,38.1388,25.4237,,,,,3.1074,7.6559,15.0886,10.29,8.4921,,3.4627,5.3079,18.4884,
2016/5/9,12.11,,35.6835,24.488,,,,,3.0155,7.2829,14.1887,9.45,8.075,,3.3801,5.0305,17.7386,
2016/5/10,12.09,,36.1299,24.771,,,,,3.0461,7.3418,14.1806,9.33,8.075,,3.3865,5.148,18.1276,
2016/5/11,11.97,,35.4797,24.3484,,,,,3.0584,7.2731,14.0752,8.98,7.9708,,3.4055,4.8847,16.8247,
2016/5/12,11.6,,34.0629,23.9862,,,,,3.0645,7.2338,14.2211,8.76,7.9044,,3.3801,4.8142,15.4234,
2016/5/13,11.6,,34.0337,23.7862,,,,,3.0645,7.0866,14.0265,8.7,7.8286,,3.3865,4.8283,15.3625,
2016/5/16,11.95,,35.0333,24.1824,,,,,3.0721,7.1259,14.2697,8.95,8.0561,,3.3992,4.9364,15.6765,
2016/5/17,11.8,,35.2371,24.5672,,,,,3.0418,7.067,14.2454,8.86,8.0276,,3.3865,4.8471,15.9718,
2016/5/18,11.21,,33.17,23.2466,,,,,2.9583,6.9001,14.0103,8.16,7.7149,,3.3674,4.6262,15.4234,
2016/5/19,11.32,,33.4127,23.3526,,,,,2.9356,6.7627,13.9454,8.25,7.7338,,3.3484,4.6262,15.4609,
2016/5/20,11.5,,33.9658,23.875,,,,,2.928,6.8118,14.1076,8.32,8.0371,,3.3674,4.7343,15.6484,
2016/5/23,11.62,,35.2759,24.3444,,,,,2.9432,6.8903,14.3833,8.61,8.1035,,3.3738,4.7672,16.192,
2016/5/24,11.47,,34.781,23.8826,,,,,2.8901,6.8608,14.3022,8.65,8.4447,,3.3547,4.6638,15.9108,
2016/5/25,11.57,,35.4215,24.1816,,,,,2.8901,6.8118,14.3427,8.62,8.2456,,3.3547,4.6591,15.953,
2016/5/26,11.52,,37.1198,25.0296,,,,,2.8749,6.7234,15.7778,8.73,8.2362,,3.3484,4.6591,15.9343,
2016/5/27,11.67,,39.2062,25.0296,,,,,2.8521,6.6645,15.5508,8.8,8.2362,,3.3547,4.6073,15.8593,
2016/5/30,11.64,,39.2062,25.4195,,,,,2.8825,6.9786,15.0481,8.7,8.3025,,3.3674,4.612,16.4873,
2016/5/31,12.16,,41.2345,26.7898,,,,,2.9735,7.332,15.4859,9.05,8.6437,,3.4881,4.8189,17.2512,
2016/6/1,12.13,,41.3412,26.593,,,,,2.9583,7.5086,15.3481,9.08,8.6721,,3.4564,4.8612,17.7152,
2016/6/2,12.29,,42.6125,27.4447,,,,,2.9583,7.4007,15.3805,9.21,9.345,,3.4437,4.9552,18.6009,
2016/6/3,12.31,,43.3792,27.7021,,,,,2.9508,7.4399,15.4697,9.21,9.1555,,3.4564,5.0023,20.4638,
2016/6/6,12.19,,43.6713,29.2882,,,,,2.9508,7.3516,15.4859,9.29,9.146,,3.45,4.9599,19.1184,
2016/6/7,12.13,,45.648,30.4201,,,,,2.9432,8.0387,15.5832,9.25,9.165,,3.4437,4.9929,18.7232,
2016/6/8,12.12,,43.9245,29.0157,,,,,2.9356,7.8227,15.34,9.17,9.2124,,3.4437,4.9317,18.4033,
2016/6/13,11.1,,41.5778,26.116,,,,,2.8446,7.6951,14.9751,8.52,8.4257,,3.3611,4.7437,17.1238,
2016/6/14,11.17,,39.9127,26.2334,,,,,2.8294,7.9798,14.6265,8.58,8.5489,,3.3928,4.7672,17.4343,
2016/6/15,11.45,,41.5875,27.986,,,,,2.8597,8.4018,15.2994,8.94,8.9849,,3.4182,4.9411,18.074,
2016/6/16,11.4,,41.0617,28.6485,,,,,2.8521,8.3331,15.1048,8.86,9.4683,,3.4051,5.0258,18.1023,
2016/6/17,11.51,,45.1708,29.2617,,,,,2.8825,8.1663,15.2832,8.95,9.5725,,3.4117,5.1856,17.9329,
2016/6/20,11.3,,49.6889,32.1879,,,,,2.8749,8.3135,14.8211,8.51,9.4303,,3.4248,5.1621,18.0646,
2016/6/21,11.23,,50.906,31.34,,,,,2.8597,8.2252,14.8211,8.44,9.383,,3.4314,5.1574,17.6318,
2016/6/22,11.44,,50.1271,33.1986,,,,,2.8673,8.1368,15.0319,8.64,9.4019,,3.4512,5.195,17.9235,
2016/6/23,12.25,,48.686,32.5968,,,,,2.8521,8.0583,14.8292,8.53,9.1934,,3.4314,5.1621,17.9988,
2016/6/24,13.48,,48.1991,32.1766,,,,,2.8066,7.9798,14.5778,8.47,8.9659,,3.3985,5.0956,18.0458,
2016/6/27,13.88,,50.1465,34.41,,,,,2.837,8.0485,14.9751,8.61,9.2977,,3.4314,5.1336,18.234,
2016/6/28,13.39,,50.39,34.7393,,,,,2.8597,8.4018,15.0238,8.95,9.383,,3.438,5.4473,18.1681,
2016/6/29,13.41,,52.5906,35.6214,,,,,2.8977,8.3528,15.0643,8.91,9.2882,,3.5172,5.5614,18.2152,
2016/6/30,13.23,,48.7833,32.1728,,,,,2.9052,8.4215,15.4616,8.93,9.383,,3.5106,5.4948,17.8482,
2016/7/1,13.17,,49.2702,33.2365,,,,,2.8977,8.2448,16.1183,9.06,9.2218,,3.4974,5.4473,17.7541,
2016/7/4,13.21,,50.5263,34.5046,,,,,2.9432,8.2645,16.1183,9.22,9.3924,,3.5502,5.5329,18.1681,
2016/7/5,13.31,,52.0842,35.2277,,,,,2.9811,8.3432,16.1183,9.21,9.5346,,3.603,5.5709,18.1305,
2016/7/6,13.15,,52.3958,34.5311,,,,,3.0039,8.7564,16.1183,9.35,9.4588,,3.5766,5.7515,19.0808,
2016/7/7,13.37,,53.5838,36.5412,,,,,2.9811,8.9728,16.1183,9.26,9.5545,,3.5568,5.7515,18.5162,
2016/7/8,13.15,,52.1913,35.5002,,,,,2.9583,8.7367,16.1183,9.22,9.4301,,3.537,5.8371,18.281,
2016/7/11,13.15,,47.1572,33.1078,,,,,2.9583,8.6482,16.1183,9.13,9.612,,3.5436,5.8371,18.0929,
2016/7/12,13.12,,48.5594,34.145,,,,,3.019,8.5891,16.1183,9.18,9.7268,,3.6294,5.8371,18.1775,
2016/7/13,13.56,,48.4328,33.9103,,,,,3.0342,8.5891,16.1183,9.88,9.8896,,3.6756,5.8371,18.3939,
2016/7/14,13.35,,49.1533,35.2844,,,,,3.057,8.5695,16.1183,9.61,10.3683,,3.636,5.8371,18.3375,
2016/7/15,13.36,,48.6373,36.598,,,,,3.0418,8.4809,16.1183,9.59,10.0906,,3.669,5.8371,18.1587,
2016/7/18,13.53,,46.9333,37.4762,,,,,3.019,8.2349,16.1183,9.91,9.9949,,3.636,5.8371,18.2998,
2016/7/19,13.44,,46.8359,39.2554,,,,,3.0266,8.3629,16.1183,9.85,10.2151,,3.6294,5.8371,18.3187,
2016/7/20,13.17,,48.238,42.6851,,,,,3.019,8.6383,16.1183,9.78,10.196,,3.6228,5.8371,18.3187,
2016/7/21,13.03,,47.1377,40.6712,,,,,3.0266,8.599,16.1183,10.19,10.0715,,3.6492,5.8371,18.5633,
2016/7/22,12.97,,45.0929,41.0384,,,,,2.9963,8.3432,16.1183,10.1,10.263,,3.6096,5.8371,18.1493,
2016/7/25,13.23,,45.4727,36.9349,,,,,3.0114,8.2841,16.1183,10.28,10.3587,,3.6162,5.8371,17.9611,
2016/7/26,13.4,,47.0696,37.8548,,,,,3.0342,8.4317,16.1183,10.28,10.6746,,3.669,5.8371,18.3187,
2016/7/27,12.1,,43.9732,34.0693,,,,,3.1025,8.5301,16.1183,10.1,10.0619,,3.7152,5.8371,17.2837,
2016/7/28,12.21,,43.8174,34.9967,,,,,3.1252,9.1303,16.1183,9.8,9.8609,,3.7944,5.8371,17.1049,
2016/7/29,12.23,,43.8563,35.3564,,,,,3.1707,9.1106,16.1183,10.5,9.5545,,3.7614,5.8371,16.7098,
2016/8/1,11.98,,43.8466,32.1311,,,,,3.11,9.2287,16.1183,9.88,9.2099,,3.801,5.8371,16.9544,
2016/8/2,12.07,,44.0121,32.5097,,,,,3.2845,9.6714,16.1183,9.79,9.4971,,3.8142,5.8371,17.1332,
2016/8/3,12.61,,44.7911,34.8188,,,,,3.33,9.573,16.1183,10.77,9.5641,,3.8802,5.8371,17.1614,
2016/8/4,12.59,,44.4016,34.1337,,,,,3.3224,9.4845,16.1183,11.11,9.6024,,3.8538,5.8371,17.0391,
2016/8/5,12.69,,44.0511,33.4447,,,,,3.4211,9.2975,16.1183,10.92,9.4684,,3.8472,5.8371,16.9074,
2016/8/8,12.88,,43.8076,33.7097,,,,,3.4666,9.8878,16.1183,11.46,9.6694,,3.9,5.8371,17.3778,
2016/8/9,12.85,,44.9566,34.4289,,,,,3.4742,10.488,16.1183,11.96,9.746,,4.0517,5.8371,17.5942,
2016/8/10,12.56,,45.0735,34.4403,,,,,3.5652,10.3109,16.1183,11.76,9.5449,,3.9858,5.8371,17.9705,
2016/8/11,12.71,,43.35,33.3122,,,,,3.4211,10.1141,16.1183,12,9.3248,,3.9594,5.8371,17.5189,
2016/8/12,12.81,,43.9926,33.4409,,,,,3.4893,10.0649,16.1183,12,9.4875,,4.0847,5.8371,17.7353,
2016/8/15,13.14,,45.3072,34.4554,,,,,3.5652,10.8324,16.1183,11.95,9.7364,,4.1903,5.8371,18.027,
2016/8/16,13.37,,46.5535,37.3589,,,,,3.5652,10.4585,16.1183,12.23,9.7173,,4.2431,5.8371,18.074,
2016/8/17,13.21,,47.1962,37.3892,,,,,3.4969,11.2653,16.1183,11.35,9.8896,,4.3421,5.8371,17.9423,
2016/8/18,13.27,,47.1183,37.533,,,,,3.5273,11.2357,16.1183,11.36,9.8034,,4.2629,5.8371,17.9423,
2016/8/19,12.97,,46.2517,38.9866,,,,,3.459,11.4227,16.1183,11.15,9.8417,,4.2629,5.8371,18.0458,
2016/8/22,13.84,,45.8135,36.1627,,,,,3.3907,11.1472,16.1183,11.2,9.8609,,4.2101,5.8371,17.9235,
2016/8/23,13.48,,46.5438,39.7778,,,,,3.4514,10.9701,16.3697,11.09,9.7364,,4.2431,5.8371,17.9611,
2016/8/24,13.3,,46.0861,38.8466,,,,,3.4211,11.2554,16.6697,11.05,9.6598,,4.2167,5.8371,17.9047,
2016/8/25,13.19,,45.3656,36.8554,,,,,3.3528,11.0094,15.8589,10.9,9.4971,,4.1243,5.8371,17.5566,
2016/8/26,13.62,,45.9109,35.2617,,,,,3.4059,11.8654,15.9805,10.94,9.4779,,4.1441,5.8371,18.2058,
2016/8/29,13.75,,44.9858,34.8302,,,,,3.4362,11.9835,16.5805,11.11,9.5737,,4.1771,5.8371,19.316,
2016/8/30,13.41,,45.2779,35.0157,,,,,3.4286,12.072,16.3372,11.04,9.5545,,4.2101,5.8371,18.949,
2016/8/31,13.43,,45.3558,35.2049,,,,,3.4211,12.2196,16.1021,11.13,9.612,,4.2233,5.8371,19.7488,
2016/9/1,13.5,,45.7648,34.2094,,,,,3.3528,12.1507,16.2399,11.08,9.6598,,4.1837,5.8371,20.1251,
2016/9/2,13.42,,45.9109,34.2169,,,,,3.3452,11.8359,16.2237,10.84,9.5067,,4.2101,5.8371,19.7488,
2016/9/5,13.35,,45.9109,34.2132,,,,,3.3528,11.9343,16.3534,10.84,9.5067,,4.2101,5.8371,20.7649,
2016/9/6,13.36,,46.4172,34.8037,,,,,3.4286,13.0657,16.5805,10.7,9.746,,4.2299,5.8371,21.3483,
2016/9/7,13.6,,47.3422,35.6592,,,,,3.5576,13.2625,16.8399,10.94,9.7077,,4.3289,5.8371,20.5485,
2016/9/8,14.04,,46.9333,35.2428,,,,,3.4969,13.5183,16.7913,10.96,9.8417,,4.2959,5.8371,20.4827,
2016/9/9,13.84,,45.8135,34.4024,,,,,3.4362,13.1936,16.4507,11.38,9.6311,,4.2563,5.8371,20.2286,
2016/9/12,14.31,,43.7882,32.9639,,,,,3.2618,12.9673,15.8832,10.78,9.1907,,4.1507,5.8371,19.3066,
2016/9/13,15.14,,44.1874,33.0018,,,,,3.2769,12.4459,15.9075,10.9,9.2482,,4.1111,5.8371,19.6829,
2016/9/14,14.62,,44.1874,33.1192,,,,,3.2466,12.1311,15.8508,10.91,9.1141,,4.0781,5.8371,19.2878,
2016/9/19,14.68,,45.1319,33.88,,,,,3.2693,12.4361,15.8913,11.19,9.3726,,4.1111,5.8371,19.6453,
2016/9/20,14.73,,46.349,34.0315,,,,,3.2769,12.7902,15.8913,11.2,9.3248,,4.0979,5.8371,19.937,
2016/9/21,14.91,,46.5243,34.5501,,,,,3.2618,12.5246,15.721,11.09,9.3343,,4.1177,5.8371,20.2569,
2016/9/22,14.78,,47.2156,34.8756,,,,,3.2769,12.6131,15.64,11.19,9.3535,,4.1639,5.8371,20.3321,
2016/9/23,14.79,,48.501,34.7128,,,,,3.2618,13.0952,15.5913,11.39,9.2099,,4.1507,5.8371,19.8711,
2016/9/26,13.87,,47.3033,33.3198,,,,,3.1935,12.9181,15.8994,10.92,9.0375,,4.0451,5.8371,20.7837,
2016/9/27,14.69,,47.8875,34.4554,,,,,3.2087,12.4459,15.9075,11.02,9.1046,,4.0583,5.8371,21.2259,
2016/9/28,14.48,,47.9167,34.5425,,,,,3.1859,12.0228,15.9156,10.87,9.0567,,4.0188,5.8371,22.0445,
2016/9/29,14.43,,48.8028,34.7923,,,,,3.2087,12.1507,16.1508,10.97,9.0758,,4.0517,5.8371,21.8281,
2016/9/30,14.5,,49.9518,36.8024,,,,,3.2087,12.4459,16.1508,11.27,9.0854,,4.0715,5.8371,22.1574,
2016/10/10,14.8,,51.3832,37.2832,,,,,3.239,12.9673,16.2724,11.49,9.296,,4.0649,5.8371,21.734,12.3058
2016/10/11,15.73,,50.8574,36.8706,,,,,3.2693,12.9083,16.3372,11.44,9.3822,,4.0715,5.8371,21.6117,13.5385
2016/10/12,15.57,,50.7113,36.9084,,,,,3.2466,13.7839,16.0454,11.57,9.3343,,4.0715,5.8371,21.8281,14.8909
2016/10/13,15.54,,51.8213,37.533,,,,,3.2769,13.7643,16.0048,11.47,9.3343,,4.2035,5.8371,22.1386,16.3772
2016/10/14,15.35,,50.7405,37.2075,,,,,3.2845,13.7938,15.9318,11.35,9.3822,,4.2959,5.8371,21.8563,18.0184
2016/10/17,15.22,,50.5166,36.3557,,,,,3.2921,13.3215,15.867,11.12,9.2194,,4.3091,5.8371,21.2165,19.8216
2016/10/18,15.49,,51.2079,37.6012,,,,,3.368,13.4298,15.6805,11.39,9.3918,,4.4279,5.8371,21.3671,21.801
2016/10/19,15.69,,50.9742,37.4687,,,,,3.3604,13.1248,15.5021,11.28,9.3918,,4.5071,5.8371,21.2918,23.9846
2016/10/20,15.28,,50.0102,36.9728,,,,,3.3528,13.1444,15.5102,11.58,9.3918,,4.6061,5.8371,21.3671,26.3866
2016/10/21,15.13,,52.6977,38.2712,,,,,3.4211,12.9378,15.5346,11.43,9.3343,,4.87,5.8371,20.9531,29.0281
2016/10/24,15.46,,52.4056,38.1122,,,,,3.5576,12.9772,15.5102,11.62,9.4492,,4.9624,5.8371,20.906,31.9302
2016/10/25,15.42,,53.3111,37.7866,,,,,3.4893,12.8394,15.5427,11.76,9.4875,,5.0944,5.8371,20.9437,35.1211
2016/10/26,15.4,,54.5867,38.7217,,,,,3.4742,12.5935,15.5265,11.84,9.5545,,4.9558,5.8371,21.0284,38.636
2016/10/27,15.45,,53.3209,38.9109,,,,,3.4514,12.6919,15.4778,11.72,9.7173,,4.837,6.417,21.0472,42.5031
2016/10/28,15.6,,51.9869,38.5475,,,,,3.3983,12.7214,15.5994,11.67,9.4588,,4.771,7.0634,20.6614,46.7506
2016/10/31,15.53,,51.9284,38.2333,,,,,3.4059,11.4522,15.0238,11.47,9.4301,,4.738,7.0729,20.1534,51.4278
2016/11/1,15.67,,53.4669,40.8983,,,,,3.4059,11.5702,15.2102,11.63,9.5067,,4.771,7.3772,20.5579,50.8572
2016/11/2,16.01,,53.7785,41.1671,,,,,3.3604,11.1767,15.0319,11.61,9.4205,,4.6325,7.3106,20.5297,51.2094
2016/11/3,15.96,,55.8915,43.268,,,,,3.4362,10.9701,15.0076,11.62,9.4588,,5.0944,7.9951,21.0848,48.8004
2016/11/4,15.57,,56.6218,43.2945,,,,,3.4135,11.2062,14.8616,11.6,9.5449,,5.3055,7.3581,21.5458,48.0538
2016/11/7,15.33,,55.7746,41.5646,,,,,3.4211,11.344,14.8373,11.52,9.5545,,5.4375,7.187,21.4518,48.5046
2016/11/8,15.35,,56.4465,41.9582,,,,,3.4362,11.2259,14.894,11.65,9.6024,,5.1868,7.4152,21.7622,48.413
2016/11/9,15.15,,55.2196,41.345,,,,,3.3831,11.3144,14.7481,11.35,9.4109,,5.2857,7.5863,21.0848,49.1315
2016/11/10,15.21,,55.9791,41.8977,,,,,3.4286,11.4128,15.1454,11.71,9.5832,,5.2923,7.5388,21.3294,51.6109
2016/11/11,14.99,,61.578,41.9393,,,,,3.4817,11.9441,15.6156,11.68,9.6694,,5.3253,7.3772,21.0942,52.0406
2016/11/14,15.4,,67.7319,43.3399,,,,,3.5424,11.9736,15.6886,11.91,9.7173,,5.3319,7.3772,21.113,49.2583
2016/11/15,15.38,,66.7095,41.9885,,,,,3.4969,11.6883,15.6724,12.51,9.7364,,5.233,7.3201,23.2206,48.096
2016/11/16,15.22,,69.1341,40.8075,,,,,3.4666,11.5899,16.167,12.29,9.7556,,5.1538,7.2155,23.3617,46.173
