ÈÕÆÚ,000156.SZ,000529.SZ,000665.SZ,000673.SZ,000719.SZ,000793.SZ,000802.SZ,000892.SZ,000917.SZ,002175.SZ,002181.SZ,002188.SZ,002238.SZ,002292.SZ,002343.SZ,002445.SZ,002607.SZ,002621.SZ,002638.SZ,002659.SZ,002699.SZ,002739.SZ,002858.SZ,002905.SZ,300027.SZ,300089.SZ,300133.SZ,300182.SZ,300192.SZ,300251.SZ,300282.SZ,300291.SZ,300338.SZ,300364.SZ,300426.SZ,300528.SZ,300654.SZ,300788.SZ,600037.SH,600088.SH,600136.SH,600158.SH,600229.SH,600455.SH,600551.SH,600576.SH,600636.SH,600637.SH,600661.SH,600715.SH,600757.SH,600825.SH,600831.SH,600880.SH,600936.SH,600959.SH,600977.SH,600996.SH,601019.SH,601098.SH,601595.SH,601599.SH,601801.SH,601811.SH,601858.SH,601900.SH,601928.SH,601929.SH,601949.SH,601999.SH,603096.SH,603103.SH,603721.SH,603999.SH
2016/10/27,18.2524,10.3511,10.7128,12.86,10.2919,11.1138,21.597,15.46,15.9198,17.69,7.774,27.59,13.0759,27.6785,30.234,10.5536,5.8832,8.5106,10.6,22.38,19.4129,43.7509,,,12.2935,16.6277,13.3664,11.6336,13.8119,10.7478,19.9718,21.9821,23.4338,18.3504,30.3885,36.8017,,,15.9557,19.653,18.9161,18.0418,11.5757,62.16,18.9132,18.56,13.4168,17.5295,33.4841,23.3591,8.3553,9.0277,14.2087,8.4124,14.1895,10.1322,27.6979,,,16.08,44.6396,9.7277,15.3944,24.9689,,16.5528,10.3739,4.3769,,12.0133,,,,19.2931
2016/10/28,18.12,10.1178,10.3492,13.28,10.2919,11.0939,21.4591,15.6,15.89,17.69,7.6744,27.5,13.1648,27.6586,31.0825,10.367,5.7754,8.3577,10.54,22.42,19.3194,44.1149,,,12.2935,17.0571,13.3465,11.5445,13.5722,10.6702,19.8519,22.0811,23.4338,18.4102,33.4324,36.1014,,,15.6307,19.3244,18.8565,17.8629,11.3495,62.24,19.1685,18.18,13.4168,17.2207,32.6027,23.7245,8.3362,9.0078,14.0206,8.3129,14.4933,10.0354,27.1385,,,16.0535,42.6057,9.7564,16.9376,25.7408,,16.5528,10.3184,4.3474,,12.138,,,,18.7512
2016/10/31,18.1011,9.9915,10.3492,13.28,10.2919,11.2531,21.2719,15.29,15.9795,17.69,7.6247,28.07,13.4673,27.6386,31.0118,10.4895,5.9551,8.6518,10.59,22.4,19.4404,43.9958,,,12.2935,17.1271,13.2275,11.6633,13.9517,10.6313,19.7654,22.2593,23.5336,17.9555,32.6266,34.1983,,,15.6594,18.9218,18.6382,18.3599,11.3872,61.91,19.49,18.21,13.4168,17.1776,32.8008,23.685,8.2788,8.9283,14.0404,8.3129,13.9544,10.0063,26.2756,,,16.1065,40.9844,9.6036,15.2439,25.07,,16.5528,10.3461,4.3474,,12.3683,,,,18.9926
2016/11/1,18.3186,10.2442,10.4261,13.18,10.2919,11.4422,21.1537,15.29,16.0292,17.69,7.6645,30.12,13.6629,27.7783,30.7572,10.5653,5.9859,8.9144,10.89,22.9,19.5779,44.2076,,,12.2935,17.137,13.2572,11.6237,14.0116,10.6605,20.298,22.3682,23.7232,18.2826,32.8654,34.8986,,,15.8028,19.1683,18.6977,18.7675,11.4815,62,19.4805,18.31,13.4168,17.2853,32.9988,23.5961,8.4128,8.9879,14.1394,8.3627,14.0425,10.0935,26.6075,,,16.0888,42.2123,9.575,15.0745,25.5387,,16.5528,10.4848,4.5633,,12.3587,,,,19.6626
2016/11/2,18.1294,10.4677,10.3422,13.17,10.2919,11.6412,21.6266,15.2,15.8204,17.69,7.5749,29.79,14.1967,27.2796,30.1279,10.7053,5.9346,8.8752,11.15,21.77,19.2534,44.5517,,,12.2935,17.3867,13.0985,11.5742,14.1115,10.5148,20.3712,21.992,24.0425,18.5338,33.6711,34.4455,,,15.9653,19.0368,18.539,18.6283,11.3684,61.98,19.386,18.19,13.4168,17.1129,32.7116,23.8825,8.3649,8.8487,14.0404,8.2632,14.0817,9.9773,26.2377,,,16.0005,42.6345,9.5272,14.6228,25.2078,,16.5528,10.3369,4.4652,,12.8289,,,,18.9138
2016/11/3,18.3942,11.012,10.489,13.22,10.2919,11.4422,21.6266,15.17,15.8502,17.69,7.6048,29.09,14.4546,27.3095,30.0502,10.612,5.9346,9.0006,11.16,21.77,19.1213,44.234,,,12.2935,17.147,13.1084,11.5841,14.0815,10.5439,20.8239,21.6652,24.0126,18.8689,34.6956,34.0171,,,15.9653,19.0615,18.5191,19.2645,11.4815,62.13,19.8777,18.08,13.4168,17.1704,32.3551,24.2579,8.4511,8.9084,14.1592,8.3627,14.5031,10.0547,26.0954,,,16.0535,42.3179,9.5177,14.9898,24.7483,,16.5528,10.4293,4.475,,14.1146,,,,19.7365
2016/11/4,18.3186,11.0412,10.3562,12.91,10.2919,11.3029,21.4394,15.32,15.8502,17.69,7.6147,29.25,14.2411,27.3893,30.2269,10.5011,6.027,9.1575,10.98,21.77,19.0058,45.1738,,,12.2935,16.4879,13.1481,11.297,14.2813,10.6313,20.7374,21.586,23.7531,18.9606,32.4078,35.8625,,,15.8506,19.0039,18.5687,20.2088,11.4155,61.22,19.698,18.7,13.4168,17.1704,31.8599,24.406,8.4893,8.9084,14.179,8.3428,14.6795,10.0935,27.3661,,,16.08,46.5487,9.68,15.0745,26.4301,,16.5528,10.5311,4.4652,,15.5251,,,,20.2834
2016/11/7,18.0727,11.0314,10.3632,12.67,10.2919,11.1238,21.2424,15.39,15.89,17.69,7.6346,28.73,14.081,27.1798,30.3683,10.4078,6.0219,9.8004,11.2,21.77,19.0058,44.737,,,12.2935,16.3082,13.2076,11.0395,14.7806,10.5828,20.2713,21.7741,23.3539,19.8779,32.3581,35.4258,,,16.0035,19.119,18.7672,19.7913,11.4249,61.8,19.6224,18.41,13.4168,17.1273,32.4145,24.7616,8.4702,8.9979,14.2483,8.3925,14.5423,10.1226,27.4135,,,16.1506,47.959,9.8805,15.6203,26.0717,,16.5528,10.5865,4.4848,,13.9707,,,,19.7957
2016/11/8,18.1673,11.012,10.4121,12.75,10.2919,11.1835,21.4591,15.44,15.9894,17.69,7.6645,28.78,14.2233,27.3095,30.0502,10.4895,6.0527,9.8592,11.15,21.77,19.0113,45.7495,,,12.2935,16.6477,13.6541,11.1385,14.7806,10.7575,20.9038,22.0811,23.1443,19.858,32.925,37.09,,,16.0896,19.2422,19.7994,19.9106,11.5757,62.91,19.6602,18.39,13.4168,17.2853,32.058,25.2159,8.4989,9.3061,14.2285,8.3925,15.2773,10.1129,28.6462,,,16.2125,51.3168,9.785,15.6861,26.2739,,16.5528,10.6882,4.5241,,13.5197,,,,19.6134
2016/11/9,17.7228,11.2841,10.2233,12.64,10.2919,11.0243,20.6118,15.87,15.6513,17.69,7.6247,28.6,13.7786,26.7808,29.4067,10.4836,5.9449,9.7376,11.02,21.77,18.8793,45.2135,,,12.2935,16.3681,13.3862,10.9108,14.3712,10.5537,20.9038,22.0316,22.9148,19.8939,31.801,36.2991,,,15.9271,19.0286,19.9185,19.6025,11.3966,62.84,19.1779,18.48,13.4168,17.1201,31.5034,24.9789,8.3649,9.1967,13.882,8.2831,15.1107,9.9676,28.0678,,,15.9387,49.7434,9.5941,15.5732,25.5387,,16.5528,10.4386,4.4456,,13.1935,,,,19.2389
2016/11/10,17.8457,11.3716,10.4261,12.82,10.2919,11.0939,20.7399,16.12,15.8502,17.69,7.7242,28.84,14.0276,26.9205,30.7572,10.5011,6.0167,9.9964,10.97,21.77,18.9288,45.7032,,,12.2935,16.7176,13.545,11.0692,15.0203,10.6507,21.3165,22.0811,22.9347,19.9537,32.0497,37.6585,,,16.2426,19.2586,19.8589,19.8311,11.8491,63.18,19.5089,18.77,13.4168,17.3427,31.5925,24.969,8.4989,9.316,14.1097,8.651,15.8652,10.171,28.9306,,,16.1595,50.0312,9.7182,15.6203,28.0935,,16.5528,10.5588,4.5044,,13.2894,,,,19.6429
2016/11/11,17.9214,10.9537,10.4821,13.23,10.2919,11.0442,20.8482,15.79,15.8701,17.69,7.7839,28.94,14.1077,26.8507,30.333,10.5828,5.9449,9.7612,10.97,21.77,18.7638,45.2664,,,12.2935,16.7276,13.6244,11.089,14.8505,10.7673,21.0236,21.7939,23.7531,19.7104,32.4078,37.3949,,,16.2712,19.4476,19.6703,20.0697,11.8303,63.03,19.6224,19.55,13.4168,17.4576,31.3846,25.5814,8.5276,9.3061,14.1493,8.7902,16.9432,10.2,28.5608,,,16.1153,48.2852,9.7373,15.6391,27.8361,,16.5528,10.5126,4.5339,,12.9824,,,,19.5198
2016/11/14,18.1011,10.8176,10.538,13.12,10.2919,11.0939,21.8434,15.67,15.9695,17.69,7.7839,29.21,14.0099,27.1299,33.0128,10.6178,6.0732,9.7612,10.83,21.77,18.7968,45.3789,,,12.2935,17.3967,13.6045,11.0098,14.8306,10.7964,21.8225,22.6455,23.6633,20.6397,32.4177,36.8264,,,16.558,19.8338,19.6108,20.0697,11.8397,62.97,19.6508,19.45,13.4168,17.5151,31.8005,26.4703,8.6425,9.2663,14.2582,8.7206,16.6296,10.2485,28.0583,,,16.2125,49.5995,10.205,14.971,28.2681,,16.5528,10.5958,4.5633,,12.992,,,,19.2833
2016/11/15,18.2524,11.8965,10.6289,13.07,10.2919,11.1039,21.735,15.78,16.1783,17.69,7.8038,29.45,13.9476,27.3494,32.7299,10.9737,6.0783,9.7612,10.91,21.77,19.0333,44.9355,,,12.2935,18.5651,13.8526,10.9702,15.2999,11.0877,22.3284,22.992,23.4837,20.6995,32.7659,36.0273,,,16.5676,19.8173,19.8887,20.0697,12.1036,63.14,19.821,19.4,13.4168,17.4361,32.3056,24.1788,8.6329,9.4254,14.3474,8.8499,16.1788,10.2775,28.1152,,,16.2743,48.3715,10.2241,14.9616,28.1945,,16.5528,10.6697,4.5241,,13.1743,,,,19.0616
2016/11/16,18.1578,11.7993,10.6569,13.51,10.2919,11.2929,21.8434,15.76,16.0988,17.69,7.7839,29.54,13.9565,27.6386,33.4794,11.0787,6.1964,9.7612,11.17,21.77,18.9398,45.1274,,,12.2935,18.2555,13.7435,11.2475,15.6894,11.01,21.9357,22.6752,23.3838,21.0385,32.6067,36.4145,,,16.797,19.9242,20.3254,20.0697,12.0848,63.24,19.7642,19.59,13.4168,17.4864,31.9491,23.9813,8.6138,9.3657,14.3771,8.7703,15.6105,10.4132,27.6221,,,16.3714,46.8461,10.2623,15.1874,27.1009,,16.5528,10.7067,4.6026,,12.9728,,,,19.1552
2016/11/17,18.0632,11.5952,10.6009,13.35,10.2919,11.4422,22.0207,15.45,15.9994,17.69,7.764,29.08,13.7252,27.2895,33.2249,11.0437,6.181,9.7612,11.03,21.77,18.7638,44.2605,,,12.2935,18.1357,13.6442,11.0791,15.6795,10.9517,21.6893,23.0812,23.4338,20.54,32.0795,35.0139,,,16.5963,19.6777,22.0919,20.0697,11.9622,64.39,19.6035,19.19,13.4168,17.3427,31.9689,23.2504,8.5946,9.4055,14.2384,8.7107,15.2773,10.355,27.7454,,,16.2036,47.0092,10.0332,14.2464,26.6414,,16.5528,10.6143,4.632,,12.7329,,,,18.7019
2016/11/18,18.0065,11.7409,10.503,13.46,10.2919,11.3427,22.0109,15.6,15.9298,17.69,7.7143,29.04,13.7074,27.12,32.4966,11.0437,6.2015,9.7612,11.05,21.77,18.7143,43.8767,,,12.2935,18.1357,13.6641,11.0197,16.009,10.8741,22.1021,23.1109,23.284,21.0385,31.7214,35.3352,,,16.4624,19.7434,21.4071,20.0697,11.8491,63.29,19.2914,18.96,13.4168,17.2997,31.6718,23.2702,8.5468,9.3558,14.1592,8.6112,15.3067,10.2388,27.7074,,,16.1242,46.8077,10.0332,14.2558,26.3933,,16.5528,10.5311,4.5437,,12.5698,,,,18.7857
2016/11/21,17.893,11.6729,10.6918,13.75,10.2919,11.3825,21.597,15.41,15.88,19.04,7.7043,28.6,13.7252,27.0302,32.3835,11.102,6.3299,9.7612,10.9,21.77,18.4667,44.3002,,,12.2935,17.8261,13.5351,10.99,15.6695,10.8838,22.2685,22.8633,22.7052,21.8481,31.0848,36.2909,,,16.5007,19.6037,20.6429,20.0697,11.9339,62.36,19.386,18.95,13.4168,17.3356,31.2954,22.7368,8.6138,9.316,14.1493,8.6212,15.5713,10.2582,27.5273,,,16.1153,47.4025,9.89,15.6861,26.9723,,16.5528,10.5495,4.5928,,12.6849,,,,19.3079
2016/11/22,18.1578,11.5466,10.6709,13.68,10.2919,11.3327,21.6069,15.44,16.0093,20.94,7.8337,28.77,14.0099,27.1998,32.9138,11.102,6.4326,9.7612,11.14,21.77,18.3732,44.4127,,,12.2935,17.946,13.6641,11.0197,15.5596,11.0003,22.9942,23.0911,22.4557,20.9627,31.3832,36.6452,,,16.5676,20.0392,21.0498,20.0697,11.9999,62.37,19.5184,19.03,13.4168,17.6731,31.642,22.6578,8.6616,9.4751,14.2087,8.7206,15.4831,10.4132,27.4798,,,16.1595,47.1435,10.0332,15.5826,26.8069,,16.5528,10.6697,4.6124,,12.7329,,,,19.303
2016/11/23,17.8552,11.6146,10.5939,13.59,10.2919,11.2034,21.1241,15.3,15.9099,21.7,7.8238,28.6,13.8586,27.0801,32.7229,10.9095,6.3401,9.7612,11.26,21.77,18.7253,44.2009,,,12.2935,17.8361,13.3565,11.0197,15.1701,10.8546,22.7012,22.9722,23.3339,20.2209,31.234,35.2611,,,16.2808,19.7105,20.1269,20.0697,11.802,62.37,19.1401,18.73,13.4168,17.4936,31.5133,22.3615,8.585,9.2663,14.1592,8.6112,15.0617,10.3163,27.0247,,,16.1418,44.8986,9.7468,15.9026,25.8052,,18.2043,10.5865,4.5535,,12.6178,,,,19.436
2016/11/24,17.7417,11.3813,10.552,13.56,10.2919,11.1835,20.8088,15.11,15.6613,20.2,7.7541,28.37,13.4761,26.7808,32.6027,10.6178,6.4172,9.7612,11.21,21.77,18.3897,43.6517,,,12.2935,18.0758,13.287,10.9603,14.7007,10.7381,22.2419,22.8534,25.35,20.2967,31.5026,33.7781,,,16.1852,19.6037,20.2261,20.0697,11.7266,62.33,19.263,18.33,13.4168,17.5151,31.0181,21.9368,8.5946,9.0774,14.3177,8.5615,14.7579,10.3357,26.4747,,,16.2213,43.1909,9.5941,15.8085,25.0792,,20.0257,10.5311,4.4848,,12.1092,,,,18.7857
2016/11/25,17.8646,11.7215,10.58,13.6,10.2919,11.2332,20.5428,15,15.7011,20.62,7.8138,28.8,13.6185,26.8906,31.8956,10.5128,6.5096,9.7612,11.3,21.77,18.8463,43.784,,,12.2935,18.5751,13.3565,10.8217,15.1302,10.8741,22.2419,22.9623,25.849,20.4044,30.7367,33.4321,,,16.2617,19.6366,20.2063,20.0697,11.8491,60.89,19.2158,18.38,13.4168,17.5079,31.0181,22.3318,8.9296,9.2265,14.278,8.6212,14.5913,10.3841,26.5316,,,16.2213,43.661,9.4795,16.2037,24.8586,,20.4032,10.5958,4.475,,12.2244,,,,18.2191
2016/11/28,17.9498,11.7215,10.489,13.46,10.2919,11.3924,20.8285,15,15.6414,19.2,7.8138,28.31,13.5473,26.8307,31.8885,10.8103,6.2939,10.7373,11.53,21.77,18.9013,43.7311,,,12.2935,18.1557,13.2771,10.7722,15.0103,10.8061,22.4216,23.3485,26.9468,19.6067,30.5377,32.8637,,,16.386,19.8091,20.9804,20.0697,11.7831,60.76,19.2158,18.38,13.4168,17.6444,31.2162,22.1541,8.8435,9.2066,14.5454,8.661,14.4737,10.4616,26.4178,,,16.3714,43.1333,9.5941,16.6648,24.5737,,19.148,10.5588,4.4848,,12.1572,,,,17.9334
2016/11/29,17.8646,11.4202,10.503,13.15,10.2919,11.084,20.5428,14.79,15.4723,17.73,7.7043,28.4,13.654,26.7709,31.7047,10.7345,6.4377,11.8114,11.06,21.77,18.7803,43.87,,,12.2935,17.8661,13.1878,10.7821,14.9604,10.8741,21.6494,23.1208,27.4458,19.2956,30.1299,32.3941,,,16.147,19.6777,20.2559,20.0697,11.5003,59.19,19.2158,18.38,13.4168,17.8239,31.4737,21.9763,8.7478,9.0575,14.3969,8.5516,14.3365,10.3744,26.2187,,,16.5657,42.3179,9.4604,16.2037,24.8219,,18.176,10.4756,4.4456,,11.9749,,,,17.3077
2016/11/30,17.9403,10.8856,10.4191,13.1,10.2919,11.1536,20.395,14.79,15.5022,18.1,7.6645,28.26,13.654,26.8706,31.04,10.5945,6.258,12.9914,10.52,21.77,18.7033,44.062,,,12.2935,17.8561,13.2572,11.089,15.0203,11.0779,21.5762,22.7544,27.5257,19.2996,30.4582,32.6247,,,16.08,20.335,20.4445,20.0697,11.5569,59.88,19.2158,18.38,13.4168,17.788,30.7606,21.8578,8.652,9.0774,14.3276,8.5814,14.3757,10.4228,26.2282,,,16.4862,43.7473,9.4127,16.7965,24.4726,,18.2609,10.4109,4.4357,,11.8502,,,,17.3766
2016/12/1,18.12,11.0412,10.545,13.49,10.2919,11.074,20.4344,14.82,15.5221,17.81,7.7043,28.24,13.7519,26.9504,31.3229,10.5828,6.1964,12.9365,10.55,21.77,19.0498,44.0289,,,12.2935,17.7762,13.3366,11.188,15.1002,11.01,21.3165,22.4969,27.0466,19.3714,29.9707,33.0037,,,16.1087,20.2364,20.1269,21.6701,11.6983,59.76,19.2158,18.38,13.4168,17.788,31.7114,21.6997,8.7095,9.147,15.0009,8.5914,14.7775,10.6263,26.2756,,,16.4509,44.0352,9.47,17.4646,25.0057,,17.657,10.3924,4.475,,11.8981,,,,17.6377
2016/12/2,17.7701,10.7593,10.3911,13.17,10.2919,11.084,20.3359,14.37,14.9851,17.55,7.6048,27.81,13.4139,26.5814,31.2522,10.3786,5.9808,11.6428,10.38,21.77,18.7308,43.5656,,,12.2935,17.147,13.1183,10.9801,14.2014,10.8255,21.483,22.1009,27.4359,18.4062,28.4488,31.6196,,,15.755,19.8009,20.1467,21.5408,11.4909,57.96,19.2158,18.38,13.4168,17.4289,31.2063,21.2059,8.4128,8.8388,14.7137,8.3428,14.3365,10.3938,25.811,,,16.2213,42.2219,9.6132,17.3517,24.105,,17.6853,10.2629,4.367,,11.4088,,,,17.1007
2016/12/5,17.7795,10.7885,10.3282,13.14,10.2919,10.9944,20.1684,14.5,14.9652,17.04,7.5849,27.45,13.3249,26.8207,31.2451,10.4311,5.8781,11.2782,10.31,21.77,18.9068,43.4465,,,12.2935,17.0472,13.1381,11.1286,14.3812,11.1071,21.3032,22.0019,26.348,19.5469,30.4084,31.8668,,,15.5925,18.9218,19.8589,20.6661,11.5852,58.25,19.2158,18.38,13.4168,17.4648,31.1172,21.3837,8.4032,8.7891,14.1493,8.2732,14.1699,10.3357,25.3748,,,16.0535,41.1858,9.5082,16.3636,23.7007,,17.4871,10.2259,4.3376,,11.4568,,,,17.5885
2016/12/6,17.685,10.5649,10.3562,13.15,10.2919,10.9049,20.1684,14.61,15.1044,17.78,7.6247,27.52,13.2716,26.731,31.4643,10.3903,5.8832,11.8035,9.84,21.77,19.0498,43.3737,,,12.2935,17.2369,13.0091,11.0692,14.461,10.9614,21.3032,22.0613,25.7991,19.8021,29.9011,31.9821,,,15.5064,18.9793,20.1765,19.8112,11.5569,58.16,19.2158,18.38,13.4168,17.3715,30.9488,21.7294,8.4032,8.799,14.1493,8.2632,14.2875,10.3163,25.811,,,15.8769,42.0972,9.3554,16.693,23.9764,,17.7419,10.2537,4.3376,,11.5239,,,,17.4505
2016/12/7,18.3375,10.7301,10.4751,13.17,10.2919,10.8452,20.198,14.62,15.184,18.08,7.764,27.64,13.4939,26.7908,32.4542,10.3378,5.9962,12.7365,10.06,21.77,19.0498,43.4994,,,12.6112,18.0259,13.0786,11.1088,14.6308,10.9226,21.5029,22.2197,26.4179,19.8221,29.5629,31.9821,,,15.6881,19.1765,20.1864,20.0498,11.736,59.83,19.2158,18.38,13.4168,17.4217,31.4836,22.0158,8.5276,8.9183,14.1988,8.3328,14.3855,10.3647,25.9816,,,15.8769,42.3658,9.4795,16.6553,24.4267,,17.5343,10.3184,4.3769,,11.6966,,,,17.4111
2016/12/8,18.2051,10.6232,10.4051,13.16,11.3248,11.1238,20.1881,15.25,15.1641,17.74,7.7541,27.41,13.316,26.4118,31.8178,10.2795,5.8576,12.5327,10.02,21.77,19.5559,43.0891,,,12.0452,17.7462,12.9595,11.2376,14.521,10.7673,20.8838,22.0613,26.4578,19.8619,28.8567,31.2324,,,15.4969,19.0122,20.0772,21.2327,11.5757,62.94,19.2158,18.38,13.4168,17.2925,32.058,21.9269,8.4415,8.8885,13.8325,8.2533,14.1405,10.3357,25.6498,,,15.7533,41.8094,9.4509,16.4577,23.9121,,17.8646,10.2167,4.3278,,11.5527,,,,17.0219
2016/12/9,18.224,10.6329,10.4191,12.94,12.0414,11.084,20.2472,14.88,15.1343,17.36,7.983,27.54,13.3516,25.8532,31.6976,10.1394,5.8165,12.4269,9.78,21.77,19.7319,42.6193,,,11.8168,17.7762,12.6321,11.5247,14.8705,10.8255,20.7307,22.0811,26.4578,20.54,28.8567,30.3015,,,15.4777,19.045,19.72,21.2227,11.5946,62.89,19.2158,18.38,13.4168,17.156,32.0679,22.1738,8.3745,8.8388,13.7929,8.2931,13.7682,10.665,25.4601,,,15.6473,40.332,9.365,15.8461,23.5445,,17.3644,10.2074,4.3769,,11.5335,,,,15.8001
2016/12/12,17.3161,10.0401,9.9017,12.38,11.1946,10.7059,19.1634,13.89,14.1797,17.74,7.5849,25.84,12.6044,23.7886,30.3542,9.3927,5.2929,11.1842,9.41,21.77,19.5284,40.0317,,,10.9529,16.7376,11.9672,11.0494,13.5522,9.9032,19.5657,20.4968,26.4578,18.486,27.2353,27.2697,,,14.8277,17.5497,17.8939,20.3977,10.6237,57.21,19.2158,18.38,13.4168,16.8544,29.7307,21.6503,8.0012,8.2223,12.8621,7.8854,12.9156,10.4035,23.4878,,,15.0292,36.9646,8.5249,14.2653,21.5227,,16.147,10.004,4.1021,,10.5164,,,,14.726
2016/12/13,17.3823,10.2442,9.8877,12.07,11.604,10.7059,19.2127,13.93,14.2592,17.58,7.6048,25.75,12.5511,23.8983,29.8168,9.2468,5.3955,11.8114,9.41,21.77,19.2534,38.8801,,,11.0721,17.0871,11.8978,11.1583,13.9717,9.8934,19.4791,20.1997,26.4578,17.3932,27.2751,27.2861,,,14.7703,17.41,18.0824,21.4713,10.6896,58.39,19.2158,18.38,13.4168,16.7754,28.6512,21.7392,8.0587,8.2919,12.8819,7.9052,13.19,10.5003,23.393,,,15.0292,37.2044,8.4294,13.4842,21.4767,,16.0904,9.9023,4.1315,,10.5164,,,,14.9921
2016/12/14,17.231,10.5941,9.8317,11.85,11.1853,10.6064,19.4196,13.72,14.0007,17.35,7.6247,25.39,12.2842,23.4395,29.6401,9.0835,5.3031,11.3331,9.41,21.77,20.0895,39.039,,,10.9926,16.7875,11.7291,11.089,13.9218,9.8158,19.6456,20.0413,26.4578,16.8986,27.4541,26.8907,,,14.6365,17.3854,17.6854,21.5806,10.5671,58.83,19.2158,18.38,13.4168,16.6821,28.0173,21.8281,7.9438,8.3218,12.7433,7.8456,13.0038,10.7716,22.7576,,,14.9939,36.6576,8.2576,13.8324,21.0724,,15.7412,9.8653,4.0726,,10.5932,,,,14.7655
2016/12/15,17.2594,10.7982,9.8667,11.91,11.4923,10.7457,19.6364,13.74,14.1001,17.11,7.9233,25.83,12.4443,23.5292,29.8734,9.0835,5.3801,12.0662,9.41,21.77,20.2215,39.0853,,,11.0721,17.0571,11.7688,10.9207,13.9817,9.8837,20.0383,20.0908,26.4578,16.8906,27.9017,27.3273,,,14.7225,17.4182,17.8343,22.1472,10.6519,60.96,19.2158,18.38,13.4168,16.6893,27.9381,22.2825,7.9151,8.4709,13.08,7.9052,13.1018,10.9847,23.1085,,,14.7908,37.2236,8.3721,14.1053,21.3205,,15.93,9.9023,4.0825,,10.7275,,,,15.0118
2016/12/16,17.5998,10.7787,9.9716,12.84,11.2876,11.3327,19.9418,14,14.4979,17.15,7.8536,26.5,12.5777,23.8783,30.5522,9.0835,5.5136,12.4661,9.41,21.77,20.0785,39.4361,,,11.4196,17.137,11.9176,10.891,14.1814,9.9711,20.1382,20.3978,25.5596,17.0502,28.4986,28.283,,,14.7416,17.5415,17.9038,21.9683,10.8876,64.56,19.2158,18.38,13.4168,16.7682,28.1461,22.2133,8.0012,8.62,13.0305,7.955,13.3468,10.8297,23.3266,,,14.7819,37.6937,8.4772,15.0557,21.7432,,16.3641,9.8838,4.1119,,10.9674,,,,16.2435
2016/12/19,17.5715,10.8273,9.9506,13.19,11.8739,11.6213,20.7891,13.81,14.3487,16.57,7.9532,27.63,12.6311,23.5292,31.1673,9.0835,5.4571,11.8388,9.41,21.77,20.106,38.675,,,11.221,18.4852,11.5901,10.9009,14.1115,9.8158,19.9052,20.7938,25.4498,16.6115,27.9813,27.5415,,,14.3879,17.7304,17.7648,21.8788,10.9159,63.57,19.2158,18.38,13.4168,16.8616,27.7202,22.2627,7.9821,8.5703,13.08,8.7505,13.1192,11.0525,22.8714,,,14.6318,36.9454,8.5344,15.7991,21.4675,,16.5245,9.7729,4.1315,,10.8331,,,,15.7015
2016/12/20,17.6471,10.8565,9.9716,13.12,11.7064,11.6014,20.7202,13.75,14.4084,16.44,7.8437,28.15,12.6489,23.4594,30.9906,9.0835,5.4263,11.7918,9.41,21.77,20.3536,37.5632,,,11.2012,18.2655,11.5207,10.7425,14.3312,9.8449,20.0983,20.7839,25.5496,16.424,28.1604,27.591,,,14.4261,17.6318,17.7946,22.2665,10.9065,62.65,19.2158,18.38,13.4168,16.7108,27.9084,22.0553,7.9725,8.5007,12.9314,8.5019,13.1291,10.9169,22.8335,,,14.5435,37.3963,8.6203,15.8085,21.5503,,16.3169,9.7544,4.1119,,10.8618,,,,15.8838
2016/12/21,17.6377,11.1383,9.9996,13.12,11.8739,11.5616,20.5428,13.89,14.4481,16.45,8.0129,28.33,12.9691,23.5891,30.934,9.0835,5.4674,11.4547,9.41,21.77,20.9312,37.5698,,,11.2012,18.7848,11.5703,10.8415,15.1102,9.874,20.3046,21.1008,25.0805,16.4599,28.419,28.0111,,,14.5504,17.7469,18.0427,23.7774,11.0479,62.18,19.2158,18.38,13.4168,16.7539,28.1065,21.8874,8.0395,8.62,13.0503,8.5715,13.3171,10.8975,23.2223,,,14.57,39.7564,8.6394,15.8837,21.78,,16.2603,9.7729,4.161,,11.2552,,,,16.3666
2016/12/22,17.458,11.1967,9.9646,13.43,11.3528,11.4621,20.3556,13.92,14.299,16.18,8.0029,28.21,12.809,23.4594,31.1815,9.0835,5.5752,11.3684,9.41,21.77,20.293,37.5897,,,11.082,18.8248,11.5405,10.7326,15.2999,9.874,19.8386,21.0414,23.2042,16.0012,27.7525,27.8628,,,14.4548,17.7222,17.7748,24.9902,10.9065,61.18,19.2158,18.38,13.4168,16.6462,28.6908,21.6602,8.0299,8.6598,13.0404,8.8897,13.2874,10.7328,22.7861,,,14.5259,39.2191,8.5153,15.6297,21.7157,,15.9488,9.7821,4.161,,11.1401,,,,16.007
2016/12/23,17.3067,10.8371,9.9436,13.6,11.1666,11.7506,19.6068,13.86,14.0603,16.2,7.8337,27.6,12.8535,23.8285,30.8704,9.6027,5.4212,10.9725,9.41,21.77,20.6231,37.186,,,10.9628,18.3255,11.4711,10.6831,15.0802,9.6799,19.5058,20.8235,23.2242,16.0331,27.7525,26.5776,,,14.2923,17.5579,17.5366,26.4116,10.831,60.11,19.2158,18.38,13.4168,16.5384,28.3243,21.7689,7.8864,8.5405,12.8423,8.8897,13.0599,10.7328,22.2266,,,14.4994,38.2789,8.4294,15.5356,21.1275,,15.5336,9.7452,4.1021,,10.8714,,,,15.2828
