ÈÕÆÚ,000166.SZ,000686.SZ,000712.SZ,000728.SZ,000750.SZ,000776.SZ,000783.SZ,000987.SZ,002500.SZ,002670.SZ,002673.SZ,002736.SZ,002797.SZ,002926.SZ,002939.SZ,002945.SZ,600030.SH,600061.SH,600109.SH,600155.SH,600369.SH,600621.SH,600837.SH,600864.SH,600909.SH,600958.SH,600999.SH,601066.SH,601099.SH,601108.SH,601162.SH,601198.SH,601211.SH,601236.SH,601375.SH,601377.SH,601555.SH,601688.SH,601788.SH,601878.SH,601881.SH,601901.SH,601990.SH
2018/8/28,4.4136,6.1793,8.54,6.5588,3.4181,13.56,5.0665,7.297,6.3796,10.46,8.0406,8.3682,5.3617,9.4138,,,15.9625,8.9707,6.8499,6.84,3.7052,8.0039,8.6367,4.25,5.1807,8.6853,13.0406,8.2687,2.3,10.1,,9.856,14.5691,,4.2812,4.5334,6.5625,15.128,10.8937,6.994,7.5612,6.0422,7.5494
2018/8/29,4.4136,6.1496,8.34,6.5297,3.4081,13.55,5.0665,7.2178,6.3299,10.47,8.0505,8.3682,5.3217,9.3344,,,15.8246,8.9508,6.8399,6.76,3.6754,7.924,8.5972,4.2,5.1411,8.6457,12.9717,8.2395,2.3,10.0106,,9.7867,14.5101,,4.2213,4.5235,6.5328,14.9732,10.745,6.8948,7.4621,6.0223,7.5329
2018/8/30,4.3444,6.0607,8.24,6.3937,3.3483,13.49,5.0166,7.1089,6.2803,10.41,7.7722,8.2592,5.2019,9.1757,,,15.6966,8.7619,6.7005,6.67,3.6357,7.7541,8.4883,4.11,5.0916,8.6358,12.7945,7.9769,2.26,9.8515,,9.6282,14.2445,,4.1714,4.4938,6.275,14.7508,10.3088,6.6667,7.3234,5.9128,7.0957
2018/8/31,4.4136,6.0508,8.02,6.4617,3.3583,13.49,5.0366,7.0792,6.3001,10.39,7.8517,8.3186,5.182,9.1757,,,15.736,8.742,6.7404,6.54,3.6257,7.6542,8.4784,4.09,5.1312,8.6952,12.8929,7.9379,2.26,9.7819,,9.9056,14.3822,,4.1315,4.4938,6.3047,14.8572,10.3188,6.6369,7.3234,5.9327,6.9966
2018/9/3,4.384,6.0705,7.91,6.4617,3.3483,13.49,4.9967,7.0594,6.3101,10.43,7.971,8.18,5.172,9.1955,,,15.8443,8.6425,6.7802,6.67,3.586,7.6342,8.4389,4.05,5.0718,8.5466,12.6764,7.9477,2.25,9.7919,,10.0443,14.3822,,4.1315,4.4243,6.2849,14.7701,9.9124,6.5972,7.2837,5.873,6.9636
2018/9/4,4.4334,6.1496,7.98,6.5103,3.3683,13.49,5.0465,7.1089,6.3697,10.4,8.0207,8.2394,5.2518,9.265,,,16.0215,8.6723,6.82,6.76,3.6456,7.7041,8.5378,4.11,5.1114,8.6952,12.7453,8.0644,2.27,9.8614,,10.0938,14.5691,,4.1814,4.4442,6.3047,14.9636,9.9223,6.6964,7.2639,5.9228,7.2029
2018/9/5,4.384,6.0804,7.88,6.4811,3.3483,13.44,5.0765,6.9406,6.2306,10.3,7.7722,8.1404,5.132,9.136,,,15.6769,8.5232,6.7105,6.67,3.6059,7.5043,8.3894,4.06,5.0421,8.6258,12.5878,7.9185,2.26,9.7223,,9.965,14.215,,4.1015,4.4045,6.2453,14.5476,9.7835,6.5873,7.1053,5.8531,7.0131
2018/9/6,4.384,6.0508,7.76,6.4617,3.3384,13.4,5.0465,6.8515,6.2008,10.25,7.7623,8.1206,5.1121,9.1459,,,15.6178,8.4734,6.7105,6.63,3.5959,7.4443,8.3894,4.06,5.0222,8.5565,12.4599,8.0158,2.25,9.7024,,9.9551,14.2248,,4.1015,4.3946,6.2354,14.4509,9.724,6.6071,7.0954,5.8431,7.1947
2018/9/7,4.4235,6.0112,7.82,6.4811,3.3583,13.4,5.0266,6.7822,6.1908,10.18,7.6132,8.1305,5.142,9.1757,,,15.6474,8.4138,6.7105,6.67,3.5959,7.2845,8.4092,4.09,5.0222,8.7447,12.4796,8.0644,2.24,9.6626,,10.0244,14.2937,,4.1115,4.3846,6.2552,14.3929,9.6645,6.6567,7.1153,5.8332,7.3432
2018/9/10,4.3147,5.8728,7.41,6.3451,3.2586,13.3,4.9368,6.4752,6.0418,9.87,7.3051,8.0017,4.9523,8.888,,,15.1845,8.1353,6.5512,6.59,3.4767,7.0446,8.1816,4.05,4.8538,8.3287,12.1548,7.6753,2.17,9.3246,,9.7372,13.969,,4.0117,4.2755,6.0569,13.9383,9.1689,6.4782,6.8378,5.425,7.0957
2018/9/11,4.3345,5.8926,7.54,6.4131,3.2487,13.21,4.9568,6.5743,6.0517,9.59,7.4741,7.972,4.9823,8.8979,,,15.283,8.1552,6.6109,6.61,3.4767,7.0646,8.2509,4.07,4.8439,8.4872,12.2237,7.7045,2.17,9.2849,,10.0443,14.0379,,4.0317,4.2954,6.0867,14.064,9.1689,6.5179,6.8675,5.3952,7.3019
2018/9/12,4.3741,5.9025,7.87,6.5297,3.2586,13.16,4.9468,6.6436,6.0815,9.25,7.5337,7.9621,5.0022,8.9376,,,15.283,8.185,6.6309,6.65,3.4668,7.1346,8.33,4.07,4.8638,8.6754,12.2532,7.7531,2.18,9.2849,,10.1334,14.1264,,4.0317,4.2854,6.0966,14.1607,9.1491,6.6369,6.927,5.4051,7.5577
2018/9/13,4.4334,6.0211,8.66,6.6269,3.2786,13.31,4.9967,6.7525,6.1511,9.25,7.802,8.0017,5.0621,9.0269,,,15.4701,8.2348,6.7304,6.85,3.5165,7.5043,8.4883,4.16,4.9331,8.7942,12.3713,7.8115,2.22,9.3246,,10.173,14.4412,,4.0716,4.345,6.1759,14.3155,9.2383,6.6964,7.0162,5.435,7.5824
2018/9/14,4.4235,5.9914,8.49,6.5491,3.2586,13.31,4.9668,6.8713,6.1113,9.25,7.6828,7.9819,5.0122,8.9079,,,15.4406,8.1452,6.7005,6.78,3.5065,7.4943,8.4883,4.14,4.9133,8.7546,12.2532,7.6267,2.21,9.2252,,10.2226,14.333,,4.0616,4.345,6.1759,14.0543,9.1392,6.7063,6.927,5.4051,7.2772
2018/9/17,4.4235,5.9618,8.63,6.656,3.2586,13.25,4.9368,6.7228,6.1411,9,7.9014,7.8829,5.0022,8.7392,,,15.3519,8.0955,6.7105,6.84,3.4767,7.4244,8.4784,4.1,4.8836,8.7843,12.1351,7.5294,2.21,9.096,,10.0145,14.1953,,4.0516,4.3549,6.1759,14.064,9.0302,6.8155,6.8279,5.1762,7.3432
2018/9/18,4.473,6.0607,9.38,6.7337,3.3085,13.34,5.0266,6.7921,6.2306,9.04,8.0903,8.0711,5.0721,8.9178,,,15.6572,8.2149,6.8399,6.92,3.5264,7.8041,8.6169,4.21,4.9628,8.913,12.3024,7.7142,2.24,9.1755,,10.2226,14.5396,,4.1315,4.4442,6.275,14.2962,9.2284,7.1131,7.0261,5.4151,7.6732
2018/9/19,4.4631,6.1101,9.42,6.7337,3.3384,13.4,5.0665,7.0693,6.2306,9,8.0306,8.1206,5.0921,8.9674,,,15.8837,8.2944,6.9196,6.95,3.5463,7.7741,8.6961,4.19,4.9925,8.9031,12.4008,7.7531,2.25,9.1755,,10.2126,14.5691,,4.1514,4.4442,6.2948,14.4799,9.3176,7.0734,7.036,5.4549,7.5907
2018/9/20,4.4235,6.1002,9.15,6.7046,3.3483,13.47,5.0465,7.0198,6.2008,8.99,8.0306,8.1107,5.162,8.9376,,,15.8935,8.2149,6.8798,6.98,3.5363,7.7341,8.706,4.2,4.9826,8.814,12.3418,7.6947,2.24,9.1258,,10.1334,14.579,,4.1415,4.4442,6.275,14.5283,9.2482,7.0337,6.9864,5.4449,7.4999
2018/9/21,4.4829,6.209,9.33,6.8115,3.3982,13.7,5.1363,7.0594,6.2902,9.08,8.2692,8.279,5.2618,9.1559,,,16.4253,8.3541,7.049,7.13,3.5959,7.954,8.9335,4.28,5.1213,8.9725,12.8241,7.9671,2.29,9.3644,,10.381,14.8938,,4.2612,4.5434,6.3841,14.9055,9.4366,7.3314,7.1846,5.5345,7.7557
2018/9/25,4.4631,6.1694,9.06,6.6949,3.438,13.7,5.0964,7.0297,6.2405,9,8.1002,8.1899,5.1919,9.0368,,,16.1594,8.2348,7.0092,7.03,3.5562,7.834,8.8544,4.22,5.0421,8.8437,12.6666,7.8407,2.27,9.2352,,10.3612,14.6478,,4.2113,4.5037,6.3246,14.654,9.3077,7.2718,7.0558,5.4748,7.6732
2018/9/26,4.5027,6.1892,9.05,6.724,3.3982,13.8,5.1064,7.1386,6.2405,8.99,8.0505,8.279,5.2718,9.0368,,,16.3071,8.2944,6.9992,7.01,3.5661,7.7641,8.9335,4.23,5.0619,8.8536,12.7355,7.8407,2.27,9.255,,10.2325,14.7659,,4.2113,4.5136,6.3246,14.8282,9.3672,7.3016,7.0459,5.4848,7.6237
2018/9/27,4.4334,6.1101,9.12,6.6366,3.3483,13.78,5.0465,7.0099,6.161,9,7.9412,8.2493,5.152,8.7888,,,16.2776,8.2447,6.9196,6.96,3.5165,7.6442,8.8544,4.16,5.0123,8.7645,12.7453,7.6558,2.25,8.9668,,10.0839,14.6478,,4.1315,4.464,6.2552,14.9442,9.3275,7.2024,6.9369,5.435,7.4339
2018/9/28,4.4532,6.1793,9.28,6.6949,3.3683,13.85,5.0864,7.0396,6.2008,9,8.0406,8.3583,5.2219,8.8484,,,16.4351,8.2944,6.9893,6.98,3.5463,7.834,8.8643,4.2,5.0024,8.8437,12.9225,7.6947,2.26,9.0165,,10.1631,14.7462,,4.1914,4.5037,6.3345,15.2344,9.4167,7.371,7.0062,5.4947,7.5247
2018/10/8,4.3147,5.9914,8.59,6.4325,3.2586,13.59,4.9468,6.7822,5.9722,9,7.7325,8.0513,4.9922,8.4813,,,15.7163,8.0259,6.7404,6.75,3.4469,7.3444,8.4587,4.06,4.8538,8.4476,12.5485,7.1597,2.2,8.5294,,9.6877,14.1559,,4.0716,4.3549,6.1362,14.538,9.0401,6.9444,6.699,5.2857,6.8976
2018/10/9,4.3147,5.9914,8.65,6.4325,3.2387,13.57,4.9468,6.8119,5.9821,9,7.7623,7.9225,5.0222,8.521,,,15.7951,8.0458,6.7404,6.81,3.4072,7.4943,8.4389,3.9,4.8439,8.4278,12.5091,7.1403,2.21,8.4299,,9.6777,14.1166,,4.0716,4.3152,6.1164,14.4122,9.0302,6.8651,6.6891,5.2658,6.9141
2018/10/10,4.3246,6.0211,8.53,6.4422,3.2487,13.58,4.9468,6.8218,5.9921,8.99,7.7722,7.9423,5.0222,8.5012,,,15.9034,8.016,6.7205,6.77,3.4072,7.3944,8.4092,3.75,4.8538,8.4674,12.7847,7.0333,2.22,8.4001,,9.7174,14.2248,,4.0616,4.335,6.1263,14.5863,9.0302,6.8254,6.7089,5.2459,6.9306
2018/10/11,3.9782,5.4279,7.68,5.8009,2.9298,13.17,4.4481,6.2475,5.3959,8.59,7.0069,7.2194,4.533,7.6481,,,14.9383,7.2203,6.0833,6.27,3.0694,6.6549,7.8354,3.39,4.4081,7.8732,11.9088,6.3328,2.05,7.5651,,8.8655,13.5559,,3.6824,4.0077,5.5117,13.7642,8.1975,6.1409,6.0351,4.7681,6.2376
2018/10/12,3.8793,5.24,7.77,5.6066,2.8202,12.78,4.2786,6.1485,5.1772,8.43,7.0566,7.0213,4.4331,7.3604,,,14.9777,6.9419,5.9339,6.16,2.9602,6.565,7.7167,3.22,4.3189,7.5761,11.8202,6.2356,2,7.1973,,8.4792,13.2509,,3.6225,3.8787,5.2044,13.7932,7.9695,6.0119,5.8765,4.5192,6.0726
2018/10/15,3.8793,5.161,7.29,5.5191,2.7604,12.35,4.1988,6.0891,5.0381,8.4,6.9473,6.9619,4.3632,7.1918,,,14.7906,6.912,5.8144,6.15,2.9403,6.3552,7.6078,3.2,4.2496,7.7444,11.2887,6.255,1.99,6.9984,,8.3999,13.3001,,3.5627,3.8787,5.0656,13.6094,7.7217,5.9226,5.7675,4.4495,5.8168
2018/10/16,3.8891,5.0621,8.01,5.4803,2.7604,11.62,4.1988,6.0198,4.9387,8.38,6.997,6.952,4.2833,7.1521,,,14.6725,6.8026,5.7945,5.94,2.9006,6.3552,7.5979,3.16,4.2001,7.6454,11.2493,6.2258,1.99,6.8394,,8.4792,13.2411,,3.5128,3.8787,5.016,13.4546,7.801,5.9028,5.8072,4.4595,5.9405
2018/10/17,3.9287,5.1511,7.95,5.5191,2.8002,11.54,4.1888,6,4.9785,8.25,7.1262,6.9718,4.3333,7.2314,,,14.8596,6.8822,5.8841,5.95,2.9602,6.525,7.6672,3.18,4.2496,7.893,11.4068,6.3231,2,6.899,,8.3207,13.4772,,3.5327,3.9283,5.0854,13.6868,8.0984,5.8532,6.0153,4.5391,5.8085
2018/10/18,3.8496,5.0522,8.1,5.4123,2.8002,10.95,4.119,6.1386,4.8891,8.21,7.0367,6.7143,4.1835,7.0529,,,14.6134,6.7628,5.7945,5.81,2.9105,6.4551,7.5979,3.07,4.1109,7.685,11.1706,6.3231,1.97,6.5909,,8.1523,13.2804,,3.403,3.8787,5.0061,13.4643,7.9794,5.7044,5.8765,4.6088,5.6105
2018/10/19,3.9287,5.2302,8.53,5.5774,2.8999,11.04,4.2188,6.4356,5.0083,8.24,7.1858,6.8827,4.2833,7.3009,,,15.1451,6.922,5.9439,5.95,2.9701,6.7349,8.0234,3.14,4.21,8.0713,11.4265,6.6441,2.02,6.8891,2.5774,8.39,13.7133,,3.4828,3.9878,5.2242,14.0447,8.3759,5.9425,6.0648,4.778,5.8168
2018/10/22,4.3246,5.7542,9.38,6.1313,3.1889,12.14,4.6376,7.0792,5.5052,9.06,7.9014,7.5759,4.7127,8.0349,,,16.6616,7.6181,6.5412,6.55,3.2681,7.4044,8.8247,3.45,4.6359,8.8833,12.5682,7.3056,2.22,7.575,2.8371,9.232,15.0807,,3.8321,4.3846,5.7496,15.4472,9.2185,6.5377,6.6693,5.2558,6.4026
2018/10/23,4.2949,5.7542,9.58,6.1313,3.5078,11.97,4.7374,7.1188,5.4555,8.84,8.0207,7.7839,4.6328,8.0349,,,16.4548,7.6281,6.4815,6.7,3.3476,7.2945,8.706,3.4,4.6656,9.022,12.3418,7.8407,2.27,7.744,3.1168,9.3608,14.6872,,4.0117,4.712,5.7496,15.1473,9.2482,6.5873,6.5999,5.206,7.0461
2018/10/24,4.3543,5.9519,9.57,6.3354,3.8566,12.06,4.9269,7.297,5.6443,8.87,8.1598,7.9126,4.8425,8.2036,,,16.6715,7.7673,6.6209,6.85,3.586,7.3744,8.983,3.55,4.7746,9.1012,12.6863,7.9963,2.5,7.5054,3.4265,9.9155,14.7757,,4.1814,4.7715,5.9082,15.5343,9.3771,6.746,6.6693,5.2757,7.3679
2018/10/25,4.473,6.3375,9.89,6.8795,4.2452,12.28,5.266,7.604,5.9623,9.12,8.5475,8.2295,5.3217,8.6004,,,17.0851,8.3541,6.9694,7.18,3.9436,8.0639,9.3293,3.91,5.2501,9.3686,12.9914,8.5508,2.75,7.6744,3.7662,10.1928,15.0315,,4.6005,5.0294,6.3047,15.8825,9.6844,7.1726,7.0855,5.4649,8.1022
2018/10/26,4.3938,6.1299,9.37,6.7046,4.3847,11.89,5.0465,7.9208,5.7635,8.85,8.2692,7.9621,5.0721,8.3524,8.9721,,16.6222,8.4933,6.8399,6.99,3.9833,7.7241,9.0325,4.09,5.0916,9.1309,12.5878,8.0547,2.68,7.3364,4.1458,9.866,14.8052,,4.7402,4.7715,6.2155,15.2634,9.4465,6.9147,6.818,5.3355,7.665
2018/10/29,4.3345,6.1398,9.52,6.8892,4.4345,11.76,5.0465,7.5743,5.7238,8.7,8.1201,7.8928,5.0322,8.1639,9.8703,,16.3957,8.3143,6.8698,7.25,3.8939,7.6642,8.983,3.85,4.9727,9.0814,12.5485,7.9088,2.7,7.068,4.5654,9.8164,14.4511,,4.5606,4.7021,6.3841,15.157,9.3176,6.8056,6.7783,5.2658,7.6072
2018/10/30,4.5027,6.4364,10.07,7.2196,4.883,12.33,5.236,7.7327,5.9921,9.1,8.5077,8.3484,5.3217,8.9773,10.8573,,17.0358,9.1497,7.2183,7.68,4.2515,8.0139,9.349,4.24,5.1807,9.3785,13.1193,8.6967,2.97,7.4557,5.0249,10.3117,14.9823,,5.0196,4.9302,6.8004,15.9308,9.6943,7.0734,7.4522,5.4748,8.3663
2018/10/31,4.4136,6.2584,9.8,6.9961,4.7136,12.41,5.1363,7.7129,5.8728,9.33,8.3089,8.2988,5.172,8.8384,11.9431,,16.898,8.9508,7.1386,7.63,4.0529,7.864,9.3194,4.05,5.0619,9.1309,13.0209,8.4535,2.86,7.7838,5.5244,10.0542,15.002,,4.8201,4.8608,6.5724,16.1049,9.5852,7.2421,7.2837,5.4151,8.3828
2018/11/1,4.4334,6.2782,9.65,6.9669,4.6339,12.7,5.3158,7.7129,5.8828,9.26,8.2393,8.8831,5.142,8.8384,13.1374,,17.0949,9.468,7.0291,7.49,3.9535,7.7541,9.4776,4.05,5.052,9.0814,13.4244,8.5119,2.81,7.923,6.0738,9.9452,15.0511,,4.7203,4.8509,6.622,16.7046,9.6645,7.252,7.1846,5.4748,8.622
2018/11/2,4.4928,6.3968,9.8,7.0447,4.7534,13.2,5.4156,7.8416,6.012,9.42,8.4182,8.9822,5.2319,9.0765,14.4501,,17.5183,9.6768,7.1784,7.61,4.0131,7.954,9.7547,4.11,5.1807,9.3785,13.7787,8.901,2.84,8.4299,6.6832,10.282,15.484,,4.83,5.0493,6.7608,17.1206,10.2989,7.4405,7.363,5.5544,8.7623
2018/11/5,4.5225,6.4759,9.86,7.1127,4.9727,12.99,5.4056,8.1188,6.0616,9.69,8.627,8.8831,5.3317,9.3344,14.4402,,17.4396,9.647,7.3577,7.95,4.0131,8.7533,9.7052,4.14,5.2402,9.5766,13.7492,9.115,2.88,8.42,7.3525,10.3513,15.3168,,4.85,4.96,6.8004,16.8304,10.2295,7.6984,7.4423,5.6042,9.0098
2018/11/6,4.4829,6.4462,9.8,6.9864,4.7833,13,5.3657,7.901,5.9821,9.56,8.4679,9.0218,5.1919,9.0765,13.1374,,17.4396,9.5277,7.1984,7.82,3.9039,9.203,9.5964,4.07,5.1411,9.428,14.0838,9.0956,2.8,8.1914,7.6622,10.2226,15.1889,,4.64,4.9005,6.7112,16.8594,10.1007,7.5198,7.3035,5.5345,8.5643
2018/11/7,4.3938,6.2979,9.63,6.8503,4.8431,12.75,5.236,7.7129,5.8629,9.28,8.2493,8.7346,5.1021,8.9079,13.1768,,17.0358,9.3586,7.1088,7.6,3.884,8.8333,9.4875,4.14,5.052,9.1804,13.7689,8.8135,2.72,8.0323,7.3525,10.0046,14.9823,,4.6,4.8013,6.7013,16.5886,9.9024,7.2718,7.145,5.4151,8.3415
2018/11/8,4.3543,6.2584,9.85,6.7532,4.6239,12.6,5.1263,7.604,5.8629,9.1,8.1797,8.9921,5.0422,8.7492,12.5649,,16.7109,9.279,7.0291,7.52,3.7847,8.5635,9.2006,4.38,5.0024,9.121,13.5622,8.4924,2.65,7.8931,6.7931,9.9155,14.7265,,4.57,4.7219,6.5328,16.25,9.6943,7.2123,7.1747,5.3554,8.2755
2018/11/9,4.3543,6.2782,9.6,7.0155,4.604,12.6,5.1463,7.5545,5.8629,9.17,8.3089,9.0218,5.0621,8.7392,12.0615,,16.6616,9.2591,7.0391,7.5,3.8145,8.5635,9.171,4.18,4.9925,9.1309,13.5228,8.5605,2.63,7.8037,6.6233,9.9848,14.7462,,4.55,4.7219,6.7905,16.1823,9.7042,7.2123,7.1252,5.3355,8.3333
2018/11/12,4.4037,6.4759,9.96,7.1321,4.6538,12.9,5.246,7.6931,5.9623,9.29,8.4779,9.101,5.172,8.8979,12.2885,,16.8684,9.468,7.1884,8.18,3.9039,8.7833,9.2897,4.6,5.0718,9.2597,13.6311,8.7259,2.69,7.9727,6.923,10.3216,15.0118,,4.66,4.9005,6.9392,16.5789,9.8826,7.3314,7.254,5.3952,8.4075
2018/11/13,4.5027,6.7923,10.67,7.2584,4.9527,13.13,5.4953,8.198,6.1511,9.6,8.6767,9.2099,5.4416,9.1459,12.3576,,17.1244,9.7067,7.3875,8.35,4.1224,8.9232,9.4579,5.06,5.2303,9.3983,13.8771,9.0956,2.93,8.1218,7.0528,10.5792,15.3069,,4.86,5.0294,7.2663,16.9852,10.1106,7.5298,7.3828,5.5345,8.6385
2018/11/14,4.473,6.6638,10.53,7.0835,4.7534,12.93,5.4255,8.099,6.0616,9.35,8.5375,8.9623,5.3317,8.9475,11.8838,,16.7896,9.3486,7.2979,8.11,4.0628,8.6035,9.26,5.57,5.1708,9.3191,13.6114,8.8718,3.05,7.8931,6.7531,10.6386,15.061,,4.77,4.96,7.0978,16.6466,9.9124,7.381,7.2837,5.4947,8.325
2018/11/15,4.5522,6.9208,10.97,7.2876,4.8232,13.32,5.5951,8.5941,6.4889,10.29,8.776,9.1109,5.5015,9.1856,12.1405,,17.1343,10.2437,7.6066,8.61,4.1423,9.0831,9.5271,5.52,5.3392,9.6657,13.8476,9.582,3.1,8.2212,7.0129,10.9159,15.6316,,4.86,5.1187,7.3258,17.1093,10.2097,7.629,7.6702,5.6639,8.457
2018/11/16,4.661,7.2866,11.18,7.5111,4.883,13.88,5.7846,8.8515,6.6281,11.32,9.0245,9.2693,5.8909,9.6122,12.2194,,17.3115,10.7211,8.0845,8.94,4.1919,9.9924,9.8437,5.77,5.5968,9.8638,14.2708,9.7668,3.07,8.7182,7.0429,11.1834,15.8676,,5.01,5.2774,7.4547,17.2963,10.4972,8.3036,7.8387,5.7933,8.5808
2018/11/19,4.76,7.3855,11.42,8.2496,5.1222,14.29,6.0938,8.8911,6.8665,12.45,9.2332,9.6259,6.0306,10.0288,12.8906,,17.7941,10.9101,8.2637,9.3,4.3012,10.1423,10.0515,5.73,5.8345,10.1906,14.694,10.5061,3.11,9.0463,7.7521,11.4112,16.2808,,5.18,5.6048,7.643,17.6704,10.9234,8.7103,8.1261,5.9228,9.0263
2018/11/20,4.5324,7.0691,10.63,7.7832,4.7734,13.69,5.7646,8.4158,6.6082,11.55,8.776,9.2495,5.7111,9.5626,12.9498,,17.1047,10.2238,7.955,9.1,4.0429,10.3022,9.5964,5.17,5.5175,9.6756,13.9362,9.9516,2.96,8.5194,7.9319,10.8862,15.7791,,4.84,5.2973,7.2465,16.9321,10.3683,8.2242,7.7792,5.6838,8.5478
2018/11/21,4.5324,7.0197,10.73,7.7443,4.8132,13.77,5.7746,8.6931,6.6777,11.47,8.776,9.2594,5.7211,9.6717,12.4662,,16.8783,10.7708,7.9053,9.1,4.0429,10.9916,9.5865,5.26,5.4779,9.7944,14.0346,9.903,2.94,8.5691,8.1417,10.8961,15.8972,,4.79,5.3866,7.2564,16.9026,10.6657,8.3631,7.9576,5.6938,8.2508
2018/11/22,4.5225,6.9208,10.55,7.6277,4.6638,13.5,5.6848,8.505,6.6281,11.37,8.7363,9.1802,5.6612,9.5427,12.5057,,16.7798,10.5222,8.2338,8.76,3.9535,10.6019,9.4678,5.17,5.3392,9.6063,13.946,9.6209,2.95,8.4697,7.4924,10.7475,15.7103,,4.67,5.327,7.187,16.814,10.5864,8.1647,7.7693,5.654,8.0857
2018/11/23,4.4037,6.6539,9.97,7.3653,4.5342,13.21,5.4455,8.2376,6.3796,10.72,8.3487,8.794,5.4316,9.0368,11.5186,,16.3465,10.5023,7.6763,8.55,3.7946,9.7926,9.2204,4.9,5.0718,9.2201,13.6606,8.9788,2.76,7.9329,6.923,10.282,15.4348,,4.51,5.0394,6.9491,16.6269,10.2196,7.8075,7.3432,5.4449,7.7475
2018/11/26,4.3543,6.6934,10.06,7.3459,4.5242,13.18,5.4056,8.5248,6.4094,10.92,8.3686,8.7148,5.4216,9.0368,11.0843,,16.317,10.1343,7.6265,8.66,3.8244,9.7026,9.1809,4.97,4.9826,9.1804,13.4835,8.9205,2.77,7.9627,6.903,10.5792,15.3266,,4.56,4.96,6.9293,16.3021,10.1602,7.8571,7.4324,5.425,7.8135
2018/11/27,4.384,6.733,10.06,7.375,4.4844,13.11,5.4255,8.198,6.4392,10.88,8.3686,8.7148,5.4715,9.1162,11.0646,,16.4548,10.1045,7.6962,8.6,3.8443,9.5927,9.2402,4.9,5.0222,9.2597,13.4736,9.1247,2.78,7.9329,6.7831,10.4999,15.2577,,4.67,4.9699,7.187,16.3611,10.0809,7.877,7.4918,5.4649,7.8465
2018/11/28,4.4631,6.9406,10.33,7.8123,4.5541,13.47,5.7547,8.3564,6.6579,10.96,8.5971,9.0614,5.6712,9.3344,11.3015,,16.7502,10.4625,7.9849,8.72,3.9436,9.7926,9.4381,5.03,5.1708,9.4082,13.7197,9.8349,2.9,8.2013,6.893,10.7773,15.6217,,4.78,5.1584,7.2861,16.7155,10.2494,8.3333,7.8486,5.5843,8.094
2018/11/29,4.384,6.6044,9.69,7.3848,4.1555,13.2,5.5951,8.0396,6.32,10.3,8.2195,8.7148,5.3517,8.8484,10.3342,,16.3761,10.0647,7.6364,8.01,3.735,8.8633,9.1809,4.64,4.9331,9.0616,13.3161,9.5236,2.72,7.6645,6.2037,10.3117,15.4545,,4.48,4.96,6.85,16.4694,9.8529,7.9365,7.4324,5.4051,7.3844
2018/11/30,4.3938,6.7429,10.1,7.7249,4.2053,13.48,5.635,8.099,6.4194,10.33,8.4381,8.8831,5.4416,8.9971,10.3243,,16.6124,10.4028,7.7559,8.81,3.7946,9.3029,9.3391,4.72,4.9529,9.1408,13.5228,10.1559,2.78,7.8235,6.1238,10.3909,15.7791,,4.58,5.0195,7.0978,16.5383,9.8925,8.1548,7.6107,5.4449,7.5164
2018/12/3,4.5126,6.9505,10.44,7.8123,4.2851,13.85,5.8045,8.3366,6.5883,10.52,8.6071,9.1406,5.5614,9.2947,10.5217,,17.1737,10.6415,7.965,8.85,3.9039,9.9724,9.626,5.01,5.1015,9.2993,14.0051,10.224,2.84,8.1615,6.2237,10.6089,16.271,,4.69,5.1981,7.2762,17.316,10.1998,8.2937,7.7495,5.5843,7.7227
2018/12/4,4.5522,6.99,10.53,7.8415,4.4146,13.98,5.9142,8.3663,6.638,11.14,8.6767,9.2,5.6912,9.3642,10.6599,,17.3312,10.6913,7.9749,9.14,3.9436,10.1823,9.7349,5.04,5.1411,9.2201,14.1035,10.7387,2.85,8.3206,6.4734,10.6485,16.4972,,4.74,5.2378,7.2762,17.7688,10.2593,8.4127,7.8585,5.6341,7.8547
2018/12/5,4.473,6.9109,10.23,7.7054,4.315,13.79,5.7945,8.1485,6.4492,11.4,8.5176,9.0317,5.5514,9.1261,10.3441,,17.1835,10.4128,7.8156,8.73,3.8641,9.7726,9.6656,4.82,5.0619,9.022,13.9756,10.5209,2.76,8.1317,6.2437,10.3513,16.3694,,4.62,5.1584,7.1077,17.7984,10.0809,8.1746,7.6999,5.5843,7.6402
2018/12/6,4.384,6.8022,9.97,7.5208,4.2153,13.39,5.5851,7.9505,6.3001,11.1,8.299,8.7346,5.3816,9.0269,10.196,,16.7502,10.4227,7.5966,8.57,3.7847,9.5627,9.4084,4.68,4.943,8.8635,13.7098,10.5407,2.69,7.9329,6.2037,10.1037,15.9759,,4.51,4.9798,6.9293,17.0699,9.7835,7.9663,7.5017,5.4151,7.4999
2018/12/7,4.4037,6.7923,9.94,7.4722,4.2851,13.41,5.6649,7.9703,6.2902,10.47,8.3288,8.8435,5.3916,9.0269,10.2256,,16.7896,10.2139,7.6165,8.48,3.8045,9.4928,9.5469,4.72,4.9529,8.8833,13.8476,10.3032,2.67,7.923,6.2237,10.1235,16.0644,,4.52,4.9997,6.9788,17.0305,9.7934,7.9365,7.5116,5.435,7.7145
