ÈÕÆÚ,000798.SZ,002069.SZ,002086.SZ,002696.SZ,200992.SZ,300094.SZ,600097.SH,600257.SH,600275.SH,600467.SH,000798.SZ,002069.SZ,002086.SZ,002696.SZ,200992.SZ,300094.SZ,600097.SH,600257.SH,600275.SH,600467.SH,000798.SZ,002069.SZ,002086.SZ,002696.SZ,200992.SZ,300094.SZ,600097.SH,600257.SH,600275.SH,600467.SH,000798.SZ,002069.SZ,002086.SZ,002696.SZ,200992.SZ,300094.SZ,600097.SH,600257.SH,600275.SH,600467.SH,000798.SZ,002069.SZ,002086.SZ,002696.SZ,200992.SZ,300094.SZ,600097.SH,600257.SH,600275.SH,600467.SH,000798.SZ,002069.SZ,002086.SZ,002696.SZ,200992.SZ,300094.SZ,600097.SH,600257.SH,600275.SH,600467.SH
2016/7/11,-1.6327,-0.6296,-2,10,0.4823,-1.66,-1.0572,-0.2648,1.1952,0,2.7178,1.757,2.8995,13.8393,0.1393,3.4723,1.5351,3.0569,2.5185,,3848534591,6446625736,4194943704,2168787859,,5019721275,3223332605,4825665000,3877339754,6998162716,-14.4299,-27.7202,121.4069,64.4447,118.0107,230.1654,-29.0889,1837.0831,-108.1578,198.8459,6.8918,7.604,2.166,3.7483,2.5328,3.0233,4.0859,6.4727,21.0411,2.3891,7.3811,2.4697,8.9912,1.9737,1.9798,2.5308,4.775,5.9655,344.15,7.0906
2016/7/12,-0.332,0.528,3.1746,9.9522,1.6,1.2154,1.0057,-0.0885,-0.5249,0,3.2813,1.1968,4.7211,17.9043,0.6283,2.6647,1.2741,2.7221,1.4986,,3835759373,6480662831,4328116520,2384628947,,5080730717,3255748269,4821394500,3856986264,6998162716,-14.382,-27.8665,125.2611,70.8583,120.0854,232.9628,-29.3814,1835.4574,-107.59,198.8459,6.8689,7.6442,2.2347,4.1214,2.5773,3.06,4.127,6.467,20.9306,2.3891,7.3566,2.4827,9.2766,2.1701,2.0146,2.5615,4.823,5.9603,342.3434,7.0906
2016/7/13,-1.1657,0.4202,2.8571,-8.7903,2.0472,1.9346,2.2402,2.4801,-0.2639,-3.9666,2.5459,0.9113,6.609,18.8162,0.5389,5.3826,2.3615,3.886,1.1547,13.6274,3791046108,6507892507,4451776992,2175014044,,5179023706,3328683513,4940968500,3846809519,6720573798,-14.2143,-27.9836,128.84,64.6297,122.4373,237.4698,-30.0396,1880.978,-107.3061,190.9585,6.7888,7.6763,2.2986,3.7591,2.6278,3.1192,4.2195,6.6274,20.8754,2.2943,7.2709,2.4931,9.5417,1.9793,2.054,2.6111,4.931,6.1081,341.4401,6.8093
2016/7/14,0.5055,-1.046,-0.1068,-1.7176,-0.1543,-2.4567,-1.1564,0.5186,2.7778,-3.4783,1.7121,0.9648,5.3626,9.1544,0.1493,3.7914,1.52,3.2698,3.2714,6.9831,3810208936,6439818317,4447020820,2137656932,,5033278926,3290189912,4966591500,3953665339,6486814710,-14.2862,-27.6909,128.7023,63.5197,122.1945,230.7871,-29.6922,1890.7324,-110.2869,184.3165,6.8231,7.596,2.2961,3.6945,2.6226,3.0315,4.1707,6.6617,21.4553,2.2145,7.3076,2.4671,9.5315,1.9453,2.05,2.5376,4.874,6.1397,350.9246,6.5725
2016/7/15,-1.0059,0.3171,-0.5348,-0.6311,3.864,3.8519,0.1847,-2.1496,-0.3861,-2.2523,1.6558,0.9864,2.5923,5.44,1.2163,7.3359,1.0244,2.7734,2.0029,5.8593,3771883280,6460240574,4423239960,2124166864,,5227153374,3296267849,4859829000,3938400222,6340715279,-14.1425,-27.7787,128.0141,63.1188,126.8778,239.6766,-29.7471,1850.089,-109.861,180.1652,6.7545,7.6201,2.2838,3.6712,2.7231,3.1482,4.1784,6.5185,21.3724,2.1646,7.2341,2.4749,9.4805,1.9331,2.1285,2.6353,4.883,6.0078,349.5696,6.4244
2016/7/18,-1.4395,2.2129,-0.6452,-3.3219,-0.4464,-2.9957,-0.7376,4.5694,0.1292,0.6912,1.7248,1.1188,2.1143,5.9472,1.1562,3.9074,0.9932,7.5105,1.6052,5.24,3717588601,6603196372,4394702928,2053603432,,5070562474,3271956101,5081895000,3943488595,6384545108,-13.9389,-28.3934,127.1882,61.022,126.6002,232.4966,-29.5277,1934.6273,-110.003,181.4106,6.6573,7.7887,2.2691,3.5493,2.7171,3.0539,4.1476,6.8164,21.4,2.1796,7.13,2.5296,9.4193,1.8688,2.1239,2.5564,4.847,6.2823,350.0213,6.4689
2016/7/19,1.5464,-0.6186,0.3247,0.7074,0,0,0.1238,1.5126,0.129,0.6865,1.5034,0.8261,2.0902,5.4765,0.4517,2.0972,0.5794,4.6032,1.2084,3.9167,3775077084,6562351858,4408971444,2068131197,,5070562474,3276008059,5158764000,3948576967,6428374938,-14.1545,-28.2178,127.6011,61.4537,126.6104,232.4966,-29.5642,1963.8906,-110.1449,182.6559,6.7602,7.7405,2.2765,3.5744,2.7173,3.0539,4.1527,6.9195,21.4277,2.1946,7.2402,2.514,9.4499,1.8821,2.124,2.5564,4.853,6.3773,350.4729,6.5133
2016/7/20,2.1997,0.4149,-0.2157,-0.5018,-1.1958,-1.7647,2.1645,0.4139,10.0515,-1.5909,3.1931,0.624,1.6222,3.9276,0.3336,2.6209,1.353,4.5218,6.979,2.9015,3858116005,6589581534,4399459100,2057754222,,4981081959,3346917325,5180116500,4345470013,6326105336,-14.4658,-28.3349,127.3258,61.1454,125.037,228.3937,-30.2042,1972.0193,-121.2162,179.7501,6.9089,7.7726,2.2716,3.5564,2.6836,3,4.2426,6.9481,23.5815,2.1596,7.3995,2.5244,9.4295,1.8726,2.0977,2.5113,4.958,6.4037,385.7009,6.4096
2016/7/21,-0.8278,0,-0.5405,2.9753,0.4539,-1.0479,-0.2421,-2.8854,-2.3419,-0.9238,2.3715,0.7368,2.1147,7.504,0.4207,2.7879,4.0616,3.9362,4.8772,2.5186,3826177959,6589581534,4375678240,2118978377,,4928884993,3338813408,5030649000,4243702565,6267665564,-14.3461,-28.3349,126.6376,62.9646,125.4634,226.0004,-30.131,1915.1185,-118.3774,178.0895,6.8517,7.7726,2.2593,3.6622,2.6927,2.9686,4.2323,6.7477,23.0292,2.1397,7.3383,2.5244,9.3786,1.9283,2.1048,2.485,4.946,6.2189,376.6681,6.3504
2016/7/22,-1.5025,-2.376,-0.9783,-2.7424,-0.4518,-0.6051,-2.5485,-0.5093,0.7194,0.4662,1.6998,0.886,1.9956,4.18,0.2186,2.1173,2.1476,2.6384,2.6815,3.1513,3768689475,6433010898,4332872692,2060867314,,4899058155,3253722290,5005026000,4274232799,6296885450,-14.1305,-27.6616,125.3987,61.2379,124.5155,224.6327,-29.3631,1905.3641,-119.229,178.9198,6.7488,7.588,2.2372,3.5618,2.6724,2.9506,4.1245,6.7133,23.1949,2.1497,7.228,2.4644,9.2868,1.8755,2.0889,2.4699,4.82,6.1873,379.3779,6.38
2016/7/25,-1.2712,0.7407,-0.3293,0.0504,0.4539,0.761,2.1171,-1.1092,-3.4524,0.232,1.5158,0.6485,1.9441,4.6222,0.3123,1.4536,1.6309,2.1305,2.6947,1.7916,3720782406,6480662831,4318604176,2061905012,,4936341702,3322605576,4949509500,4126670000,6311495393,-13.9509,-27.8665,124.9858,61.2687,125.4212,226.3423,-29.9848,1884.2295,-115.1128,179.3349,6.663,7.6442,2.2298,3.5636,2.6918,2.9731,4.2118,6.6388,22.3941,2.1547,7.1361,2.4827,9.2562,1.8764,2.1041,2.4887,4.922,6.1186,366.2803,6.3948
2016/7/26,1.03,0.4202,-0.2203,2.8183,1.6566,1.9637,0.3659,1.4668,0.8631,1.6204,1.1352,0.5012,3.0815,4.5309,0.2174,2.1777,3.6946,1.9274,1.7016,3.7339,3759108061,6507892507,4309091832,2120016074,,5033278926,3334761450,5022108000,4162288607,6413764995,-14.0946,-27.9836,124.7105,62.9955,127.3436,230.7871,-30.0945,1911.867,-116.1064,182.2408,6.7316,7.6763,2.2249,3.664,2.7331,3.0315,4.2272,6.7362,22.5874,2.1896,7.2096,2.4931,9.2358,1.9293,2.1363,2.5376,4.94,6.2084,369.4418,6.4985
2016/7/27,-2.4639,-5.0209,-5.0773,-7.3911,-3.2593,-6.8148,10.0243,-8.5884,1.467,-5.9226,3.364,1.3461,3.4098,7.966,0.6545,3.3259,10.2484,5.7574,4.7015,4.7227,3666487727,6181136398,4090307920,1963323746,,4690270288,3669047987,4590787500,4223349075,6033906476,-13.7473,-26.5786,118.3786,58.3394,122.9985,215.0593,-33.1112,1747.6675,-117.8096,171.4475,6.5658,7.2909,2.1119,3.3932,2.6398,2.8249,4.6509,6.1577,22.9188,2.0599,7.032,2.368,8.7669,1.7867,2.0635,2.3647,5.4352,5.6752,374.8615,6.1136
2016/7/28,-3.4843,-0.3304,0.5814,-1.8499,-0.4594,1.5898,9.9945,-0.093,-1.5663,-0.2421,2.4321,0.8674,2.6256,5.0238,0.2508,1.8161,20.9395,2.6265,2.1736,2.0147,3538735541,6160714141,4114088780,1927004332,,4764837383,4035750188,4586517000,4157200234,6019296532,-13.2683,-26.4908,119.0668,57.2602,122.3024,218.4784,-36.4205,1746.0418,-115.9644,171.0324,6.337,7.2668,2.1242,3.3305,2.6249,2.8698,5.1158,6.1519,22.5598,2.0549,6.787,2.3601,8.8179,1.7536,2.0518,2.4023,5.9785,5.6699,368.9902,6.0988
2016/7/29,-3.7906,-0.3315,-0.9249,-0.8616,0.1538,-0.626,-3.6145,-0.1862,1.836,-1.2136,2.5046,0.4212,3.0697,2.2163,0.167,1.1183,14.5069,1.5553,2.8207,1.2479,3404595746,6140291884,4076039404,1910401171,,4735010545,3889879699,4577976000,4233525820,5946246817,-12.7654,-26.4029,117.9656,56.7668,122.335,217.1108,-35.1041,1742.7903,-118.0935,168.9567,6.0968,7.2427,2.1046,3.3018,2.6256,2.8518,4.9309,6.1405,22.974,2.03,6.5297,2.3523,8.7363,1.7385,2.0523,2.3872,5.7624,5.6593,375.7648,6.0248
2016/8/1,-8.2552,-2.5499,3.734,-3.5307,-1.8433,-0.7874,-6.1458,-1.3993,-3.8462,-1.2285,3.5425,0.8082,5.219,2.6987,0.2109,2.2799,12.5259,1.4745,1.5443,1.4619,3123540938,5983721248,4228236908,1842950831,,4697726998,3650814176,4513918500,4070697904,5873197102,-11.7116,-25.7297,122.3704,54.7626,119.6333,215.4013,-32.9467,1718.4043,-113.5515,166.8811,5.5935,7.058,2.1832,3.1852,2.5676,2.8294,4.6278,6.0546,22.0904,2.005,5.9907,2.2923,9.0625,1.6771,2.007,2.3684,5.4082,5.5801,361.3123,5.9508
2016/8/2,2.045,1.1377,0,2.1396,-0.1565,-0.3175,9.9889,0.7569,1.625,1.4925,2.225,0.2812,1.669,2.2407,0.2213,1.0398,16.0589,1.2204,1.2048,1.1855,3187417031,6051795438,4228236908,1882383338,,4682813579,4015490398,4548082500,4136846745,5960856760,-11.9511,-26.0224,122.3704,55.9343,119.7215,214.7174,-36.2377,1731.4102,-115.3967,169.3719,5.7079,7.1383,2.1832,3.2533,2.5695,2.8204,5.0901,6.1004,22.4493,2.035,6.1132,2.3184,9.0625,1.713,2.0085,2.3609,5.9485,5.6224,367.1836,6.0396
2016/8/3,-0.1002,0.8999,-1.2373,3.4179,0.7837,-0.4777,1.5641,0.0939,-0.492,2.2059,1.5964,0.5092,1.1788,4.4695,0.1331,0.8908,19.4729,1.9906,1.0216,2.0962,3184223226,6106254789,4175919016,1946720585,,4660443450,4078295747,4552353000,4116493255,6092346248,-11.9391,-26.2566,120.8563,57.8461,120.1962,213.6917,-36.8045,1733.0359,-114.8289,173.108,5.7022,7.2025,2.1561,3.3645,2.5797,2.8069,5.1697,6.1061,22.3389,2.0798,6.107,2.3393,8.9504,1.7716,2.0164,2.3496,6.0415,5.6277,365.377,6.1728
2016/8/4,0.8024,0.8919,-1.0251,3.0384,0.311,-1.12,-2.3845,1.8762,3.0902,0.2398,1.2785,0.6776,1.2503,4.3099,0.1551,1.8022,11.2205,2.6644,2.2393,2.0594,3209773663,6160714141,4133113468,2005869345,,4608246483,3981048755,4637763000,4243702565,6106956191,-12.0349,-26.4908,119.6174,59.6036,121.0436,211.2984,-35.9269,1765.5507,-118.3774,173.5231,5.7479,7.2668,2.134,3.4668,2.5979,2.7755,5.0464,6.2207,23.0292,2.0848,6.156,2.3601,8.8587,1.8254,2.0307,2.3233,5.8974,5.7332,376.6681,6.1876
2016/8/5,0.6965,-0.221,-0.8055,0.6208,-0.3101,-0.1618,0.1018,-0.5525,-2.2782,-0.9569,1.6835,0.3785,0.9559,5.3714,0.1521,1.133,9.3118,1.5683,1.4505,1.1915,3232130296,6147099303,4099820264,2018321715,,4600789774,3985100713,4612140000,4147023490,6048516419,-12.1187,-26.4322,118.6539,59.9737,120.6443,210.9565,-35.9634,1755.7962,-115.6806,171.8626,5.7879,7.2507,2.1169,3.4883,2.5893,2.771,5.0516,6.1863,22.5046,2.0649,6.1989,2.3549,8.7873,1.8367,2.024,2.3196,5.9034,5.7016,368.0869,6.1284
2016/8/8,0.6917,0.8859,1.9722,6.3753,1.0886,5.3485,2.1352,2.3148,1.1043,0.9662,1.0801,0.5303,2.057,12.1683,0.2566,3.1919,11.8376,1.881,1.6523,1.3622,3254486928,6201558654,4180675188,2146996210,,4846861188,4070191831,4718902500,4192818841,6106956191,-12.2025,-26.6664,120.9939,63.7972,122.3551,222.2394,-36.7313,1796.4397,-116.958,173.5231,5.828,7.315,2.1586,3.7107,2.626,2.9192,5.1594,6.3295,22.7531,2.0848,6.2418,2.3758,8.9606,1.9538,2.0527,2.4436,6.0295,5.8335,372.1516,6.1876
2016/8/9,0.8832,0.5488,0.1138,1.015,0.4615,2.1538,1.5431,1.3575,4.2476,0.9569,1.2578,0.4658,1.692,9.8236,0.1467,2.8247,11.8356,2.8286,5.9975,1.5937,3283231170,6235595749,4185431360,2168787859,,4951255121,4132997180,4782960000,4370911874,6165395963,-12.3103,-26.8127,121.1316,64.4447,122.8554,227.0261,-37.2981,1820.8257,-121.9259,175.1837,5.8794,7.3551,2.1611,3.7483,2.6368,2.9821,5.239,6.4154,23.7195,2.1048,6.2969,2.3888,8.9708,1.9737,2.0611,2.4963,6.1225,5.9127,387.9591,6.2468
2016/8/10,0.9728,2.7293,-0.3409,-7.0335,0,-0.3012,-4.4608,-2.1429,0.3492,0.9479,1.7994,0.954,0.8724,10.9619,0.1486,2.7764,7.4394,2.3706,7.3437,1.6858,3315169216,6405781223,4171162844,2016246320,,4936341702,3948633090,4680468000,4386176992,6223835735,-12.4301,-27.5445,120.7186,59.912,122.7381,226.3423,-35.6343,1781.808,-122.3517,176.8442,5.9366,7.5558,2.1537,3.4847,2.6342,2.9731,5.0053,6.278,23.8024,2.1247,6.3582,2.454,8.9402,1.8348,2.0591,2.4887,5.8494,5.786,389.314,6.306
2016/8/11,-2.0231,2.5505,-1.2543,1.0808,-1.2251,-0.6042,-2.9246,-2.3723,-2.3202,-1.8779,1.3297,1.9241,1.1189,7.3558,0.1878,2.5884,7.2931,1.4297,4.4327,1.9034,3248099319,6569159277,4118844952,2038037969,,4906514864,3833152287,4569435000,4284409544,6106956191,-12.1786,-28.247,119.2045,60.5595,120.7368,224.9746,-34.5922,1739.5389,-119.5129,173.5231,5.8165,7.7486,2.1267,3.5224,2.5913,2.9551,4.859,6.129,23.2501,2.0848,6.2296,2.5166,8.8281,1.8547,2.0255,2.4737,5.6783,5.6488,380.2812,6.1876
2016/8/12,0.295,0.2073,0.8083,0,0.9302,0.4559,1.2685,1.028,-0.2375,0.4785,1.0063,1.1782,0.6912,3.061,0.1523,1.7402,5.9684,0.9844,1.531,1.3469,3257680733,6582774115,4152138156,2038037969,,4928884993,3881775783,4616410500,4274232799,6136176077,-12.2145,-28.3056,120.168,60.5595,122.395,226.0004,-35.031,1757.422,-119.229,174.3534,5.8337,7.7646,2.1439,3.5224,2.6269,2.9686,4.9206,6.192,23.1949,2.0948,6.2479,2.5218,8.8994,1.8547,2.0533,2.485,5.7504,5.7068,379.3779,6.2172
2016/8/15,1.9608,0.5171,3.0928,0.1018,1.3825,1.3616,2.1399,2.3127,1.1905,1.4286,1.672,0.9086,2.6799,6.3038,0.2534,3.0559,7.7176,1.9242,2.1271,2.4746,3321556826,6616811210,4280554800,2040113364,,4995995378,3964840923,4723173000,4325116523,6223835735,-12.454,-28.452,123.8846,60.6212,123.8846,229.0775,-35.7806,1798.0654,-120.6484,176.8442,5.9481,7.8048,2.2102,3.5259,2.6588,3.009,5.0259,6.3352,23.471,2.1247,6.3704,2.5349,9.1747,1.8566,2.0783,2.5188,5.8734,5.8388,383.8943,6.306
2016/8/16,1.8269,0.2058,6.7778,-0.6104,0.303,0.4478,-0.9709,0.2712,0.2353,0.7042,2.0744,0.7789,7.4208,5.3197,0.2341,2.9884,5.6101,1.5408,1.6072,2.8394,3382239114,6630426048,4570681292,2027660993,,5018365507,3926347321,4735984500,4335293268,6267665564,-12.6815,-28.5105,132.2812,60.2512,124.0163,230.1032,-35.4332,1802.9426,-120.9323,178.0895,6.0567,7.8208,2.36,3.5044,2.6617,3.0225,4.9771,6.3524,23.5262,2.1397,6.4868,2.5401,9.7965,1.8452,2.0805,2.5301,5.8164,5.8547,384.7976,6.3504
2016/8/17,-0.661,0.616,0.3122,-1.2282,1.8127,-1.0401,2.838,0.1803,-1.7606,0.6993,1.2244,0.7212,3.7977,4.8192,0.324,1.8789,9.256,1.6141,2.0734,2.1398,3359882481,6671270561,4584949808,2002756252,,4966168540,4037776167,4744525500,4258967682,6311495393,-12.5977,-28.6861,132.6941,59.5111,125.8212,227.7099,-36.4388,1806.1941,-118.8032,179.3349,6.0167,7.869,2.3673,3.4614,2.7004,2.991,5.1183,6.3639,23.1121,2.1547,6.4439,2.5557,9.8271,1.8226,2.1108,2.5038,5.9815,5.8652,378.023,6.3948
2016/8/18,0.2852,-1.1224,-1.3485,2.5389,-1.0386,0,-0.7025,0.36,0,-1.1574,1.3546,0.6541,2.6906,6.4975,0.2664,2.2848,7.4543,1.6324,1.3007,2.3937,3369463895,6596388953,4523119572,2053603432,,4966168540,4009412461,4761607500,4258967682,6238445678,-12.6336,-28.3641,130.9047,61.022,124.9237,227.7099,-36.1828,1812.697,-118.8032,177.2593,6.0339,7.7807,2.3354,3.5493,2.6811,2.991,5.0824,6.3868,23.1121,2.1297,6.4623,2.527,9.6946,1.8688,2.0958,2.5038,5.9394,5.8863,378.023,6.3208
2016/8/19,2.9384,1.032,0.5258,-1.5159,0,-1.0511,-3.4361,0.8072,-0.3584,0,2.7858,0.8495,1.7167,3.374,0.0761,1.6162,5.0131,1.8207,1.4096,1.5043,3468471839,6664463142,4546900432,2022472505,,4913971574,3871645888,4800042000,4243702565,6238445678,-13.0049,-28.6569,131.593,60.097,124.8258,225.3165,-34.9396,1827.3287,-118.3774,177.2593,6.2112,7.861,2.3477,3.4955,2.679,2.9596,4.9077,6.4384,23.0292,2.1297,6.6522,2.5531,9.7456,1.8405,2.0941,2.4775,5.7354,5.9339,376.6681,6.3208
2016/8/22,1.3812,2.145,-1.9874,0.9749,-1.0495,-2.1244,-4.8142,-0.8007,-2.6379,-0.4684,2.8252,1.358,1.9278,3.893,0.154,1.7037,5.3147,2.1303,1.4552,1.1826,3516378909,6807418940,4456533164,2042188759,,4809577640,3685255819,4761607500,4131758373,6209225792,-13.1845,-29.2716,128.9776,60.6829,124.3315,220.5299,-33.2575,1812.697,-115.2547,176.429,6.297,8.0296,2.301,3.5295,2.6684,2.8967,4.6715,6.3868,22.4217,2.1197,6.7441,2.6079,9.5519,1.8585,2.0858,2.4248,5.4593,5.8863,366.732,6.2912
2016/8/23,-1.8165,-0.5,0.9605,-0.5589,0.6061,0.4651,-0.4398,2.87,0.9852,0.2353,1.7762,1.0986,2.4525,2.6282,0.0806,1.6253,3.8743,5.3336,1.0087,0.9079,3452502816,6773381845,4499338712,2030774086,,4831947769,3669047987,4898263500,4172465352,6223835735,-12.945,-29.1252,130.2165,60.3437,124.9628,221.5556,-33.1112,1864.7206,-116.3903,176.8442,6.1826,7.9894,2.3231,3.5098,2.682,2.9102,4.6509,6.5701,22.6426,2.1247,6.6216,2.5948,9.6436,1.8481,2.0964,2.4361,5.4352,6.0553,370.3451,6.306
2016/8/24,2.0352,0.5025,0.74,1.1753,0.4518,-0.1543,-0.7731,-2.0052,4.1463,0.2347,2.1257,0.5616,1.7358,3.5758,0.1163,1.0353,3.041,2.8911,2.6451,1.4686,3522766518,6807418940,4532631916,2054641129,,4824491059,3640684281,4800042000,4345470013,6238445678,-13.2084,-29.2716,131.18,61.0529,125.2175,221.2137,-32.8553,1827.3287,-121.2162,177.2593,6.3084,8.0296,2.3403,3.551,2.6874,2.9057,4.615,6.4384,23.5815,2.1297,6.7563,2.6079,9.715,1.8698,2.1007,2.4323,5.3932,5.9339,385.7009,6.3208
2016/8/25,-2.2665,-2.1,4.8269,3.1313,-0.2999,-1.8547,0.5008,-1.4235,2.2248,-1.4052,1.1153,1.1479,6.1796,9.0026,0.128,1.264,3.1114,1.9858,4.2888,1.8823,3442921402,6664463142,4751415828,2118978377,,4735010545,3658918092,4731714000,4442149088,6150786020,-12.9091,-28.6569,137.5119,62.9646,125.1758,217.1108,-33.0198,1801.3169,-123.913,174.7685,6.1654,7.861,2.4533,3.6622,2.6866,2.8518,4.6381,6.3467,24.1061,2.0998,6.6032,2.5531,10.1839,1.9283,2.1,2.3872,5.4202,5.8494,394.282,6.232
2016/8/26,1.2059,1.2257,1.6016,0.8815,1.9549,0.1575,-0.0554,0.9928,-0.1145,-1.1876,1.435,0.871,6.3581,14.8187,0.4831,1.0399,2.2899,1.9163,2.7103,1.5578,3484440862,6746152170,4827514580,2137656932,,4742467255,3656892113,4778689500,4437060715,6077736305,-13.0647,-29.0081,139.7143,63.5197,127.3866,217.4527,-33.0015,1819.2,-123.7711,172.6929,6.2398,7.9573,2.4926,3.6945,2.734,2.8563,4.6355,6.4097,24.0785,2.0749,6.6828,2.5844,10.347,1.9453,2.1371,2.391,5.4172,5.9075,393.8304,6.158
2016/8/29,2.1998,0,-0.197,0,0.4425,2.044,-0.3878,1.4298,0,0.9615,3.4008,0.4029,4.6789,,0.2548,2.0117,1.781,2.1399,1.5228,0.9376,3561092174,6746152170,4818002236,2137656932,,4839404478,3642710260,4847017500,4437060715,6136176077,-13.3521,-29.0081,139.439,63.5197,128.6293,221.8975,-32.8735,1845.2118,-123.7711,174.3534,6.377,7.9573,2.4877,3.6945,2.7607,2.9147,4.6175,6.5014,24.0785,2.0948,6.8298,2.5844,10.3266,1.9453,2.1579,2.4399,5.3962,5.9919,393.8304,6.2172
2016/8/30,1.3453,1.6145,-1.4808,0,-0.1468,0.4622,-0.6674,-0.6167,-0.2294,-0.4762,3.6053,0.7183,3.2539,,0.1213,1.4157,1.9143,1.945,1.2578,0.9302,3608999243,6855070873,4746659656,2137656932,,4861774607,3618398512,4817124000,4426883971,6106956191,-13.5318,-29.4765,137.3742,63.5197,128.3733,222.9232,-32.6541,1833.8316,-123.4872,173.5231,6.4628,8.0858,2.4508,3.6945,2.7552,2.9282,4.5867,6.4613,24.0233,2.0848,6.9217,2.6261,10.1737,1.9453,2.1536,2.4511,5.3602,5.955,392.9271,6.1876
2016/8/31,-2.6549,-0.3972,-0.501,0,-1.1765,-0.4601,1.2318,0.5319,-0.4598,0.4785,3.0357,0.6442,1.7504,,0.187,0.8882,3.1848,1.136,1.1853,0.9197,3513185104,6827841197,4722878796,2137656932,,4839404478,3662970050,4842747000,4406530481,6136176077,-13.1725,-29.3594,136.686,63.5197,127.0162,221.8975,-33.0564,1843.586,-122.9195,174.3534,6.2912,8.0537,2.4386,3.6945,2.7261,2.9147,4.6432,6.4956,23.9128,2.0948,6.738,2.6157,10.1227,1.9453,2.1309,2.4399,5.4262,5.9866,391.1205,6.2172
2016/9/1,-2.8182,-1.0967,-0.8056,0,0.1488,-1.5408,-0.6637,-0.8818,1.0393,-0.9524,2.6673,0.5724,1.6897,,0.1388,1.3169,2.4387,1.6183,2.0845,0.7688,3414177160,6752959588,4684829420,2137656932,,4764837383,3638658302,4800042000,4452325833,6077736305,-12.8013,-29.0374,135.5848,63.5197,126.9796,218.4784,-32.837,1827.3287,-124.1969,172.6929,6.1139,7.9654,2.4189,3.6945,2.7253,2.8698,4.6124,6.4384,24.1613,2.0749,6.5481,2.587,10.0412,1.9453,2.1302,2.4023,5.3902,5.9339,395.1853,6.158
2016/9/2,2.058,-0.6048,-2.0305,0,0,-0.1565,-0.8352,0.1779,3.6571,-0.7212,3.5,0.4945,1.9655,,0.2687,0.9804,1.6896,1.7158,2.8608,1.1351,3484440862,6712115075,4589705980,2137656932,,4757380674,3608268617,4808583000,4615153749,6033906476,-13.0647,-28.8618,132.8318,63.5197,126.8645,218.1365,-32.5627,1830.5801,-128.739,171.4475,6.2398,7.9172,2.3698,3.6945,2.7228,2.8653,4.5739,6.4498,25.045,2.0599,6.6828,2.5714,9.8373,1.9453,2.1283,2.3985,5.3452,5.9444,409.6378,6.1136
2016/9/5,-1.9248,1.8256,0.1036,-6.0194,0.7429,-0.1567,0.6176,1.9538,5.9537,0.4843,1.531,0.4924,1.2601,10.0062,0.0991,0.8177,1.5536,2.9933,6.1897,0.872,3417370965,6834648616,4594462152,2008982437,,4749923964,3630554386,4902534000,4889925857,6063126362,-12.8133,-29.3886,132.9694,59.6961,128.1131,217.7946,-32.7638,1866.3464,-136.4037,172.2778,6.1197,8.0617,2.3723,3.4721,2.7496,2.8608,4.6021,6.5758,26.5361,2.0699,6.5542,2.6183,9.8475,1.8282,2.1493,2.3947,5.3782,6.0606,434.0264,6.1432
2016/9/6,-0.0935,0.1992,3.7267,1.188,-0.295,1.7268,0.8929,0.5226,0,0.7229,1.4818,0.5175,2.3295,6.3006,0.2596,1.4299,2.158,2.4882,5.2036,1.0912,3414177160,6848263454,4765684344,2032849481,,4831947769,3662970050,4928157000,4889925857,6106956191,-12.8013,-29.4472,137.9248,60.4053,127.3723,221.5556,-33.0564,1876.1008,-136.4037,173.5231,6.1139,8.0778,2.4607,3.5134,2.7337,2.9102,4.6432,6.6102,26.5361,2.0848,6.5481,2.6235,10.2145,1.85,2.1368,2.4361,5.4262,6.0922,434.0264,6.1876
2016/9/7,1.029,1.9881,-0.7984,3.6243,-0.1479,0.3086,1.3274,-0.6932,4.8907,-0.2392,1.7115,1.162,2.1794,7.5814,0.373,2.357,3.0121,2.4745,4.6878,1.3639,3449309011,6984411832,4727634968,2106526006,,4846861188,3711593546,4893993000,5129079359,6092346248,-12.933,-30.0326,136.8236,62.5946,126.9516,222.2394,-33.4952,1863.0949,-143.0749,173.108,6.1769,8.2384,2.441,3.6407,2.7247,2.9192,4.7049,6.5644,27.8339,2.0798,6.6155,2.6757,10.1329,1.917,2.1298,2.4436,5.4983,6.05,455.2535,6.1728
2016/9/8,0.8333,3.1189,-0.7042,-0.4926,-0.1481,2.1538,-0.8734,0,-4.3651,0.2398,1.6517,1.2676,1.3381,4.9267,0.2241,2.7394,1.7623,1.9162,3.5765,1.1119,3478053253,7202249239,4694341764,2096149031,,4951255121,3679177882,4893993000,4905190974,6106956191,-13.0408,-30.9693,135.8601,62.2863,126.8758,227.0261,-33.2026,1863.0949,-136.8295,173.5231,6.2283,8.4953,2.4238,3.6228,2.723,2.9821,4.6638,6.5644,26.6189,2.0848,6.6706,2.7591,10.0616,1.9076,2.1285,2.4963,5.4502,6.05,435.3813,6.1876
