ÈÕÆÚ,002688.SZ,002868.SZ,300119.SZ,600195.SH,600201.SH,603566.SH,603718.SH,603739.SH,002688.SZ,002868.SZ,300119.SZ,600195.SH,600201.SH,603566.SH,603718.SH,603739.SH,002688.SZ,002868.SZ,300119.SZ,600195.SH,600201.SH,603566.SH,603718.SH,603739.SH,002688.SZ,002868.SZ,300119.SZ,600195.SH,600201.SH,603566.SH,603718.SH,603739.SH,002688.SZ,002868.SZ,300119.SZ,600195.SH,600201.SH,603566.SH,603718.SH,603739.SH,002688.SZ,002868.SZ,300119.SZ,600195.SH,600201.SH,603566.SH,603718.SH,603739.SH
2017/8/3,-0.3717,0.2351,1.3799,-0.387,0.6094,-0.1361,1.1494,,1.326,3.8029,1.0337,0.2984,0.398,0.3856,1.0678,,4282008147,767400000,2557247277,7744996000,18914841977,3568221142,4025128800,,31.1202,33.2349,38.0481,23.1595,32.9027,37.9013,99.3823,,3.4134,11.3128,2.6541,2.3067,5.6562,4.8115,8.6603,,3.415,7.6455,5.2091,1.949,13.9795,12.22,24.7592,
2017/8/4,-1.3682,-2.8538,-1.201,-0.3885,-1.1205,-0.8632,-0.6061,,1.1774,4.8915,0.7904,0.7012,0.5627,0.3228,0.4952,,4223423459,745500000,2526535740,7714910000,18702894929,3537418688,4000734080,,30.6944,32.2865,37.5912,23.0695,32.534,37.5741,98.78,,3.3667,10.99,2.6223,2.2978,5.5928,4.77,8.6078,,3.3683,7.4273,5.1466,1.9414,13.8229,12.1145,24.6092,
2017/8/7,1.0088,0.6036,0.2431,0.5014,2.634,-0.3208,0.5335,,0.8662,2.2896,0.8698,0.3544,0.5529,0.3668,0.4654,,4266030505,750000000,2532678047,7753592000,19195528609,3526070415,4022079460,,31.0041,32.4813,37.6826,23.1852,33.391,37.4535,99.307,,3.4006,11.0563,2.6286,2.3093,5.7401,4.7547,8.6538,,3.4022,7.4722,5.1591,1.9511,14.187,12.0757,24.7405,
2017/8/8,0,-0.6,4.1229,1.3304,0.1194,2.8046,0.4549,,0.9593,4.8199,2.5017,1.0243,0.5704,0.5133,0.7262,,4266030505,745500000,2637097272,7856744000,19218441803,3624962505,4040375500,,31.0041,32.2865,39.2362,23.4936,33.4308,38.504,99.7588,,3.4006,10.99,2.737,2.34,5.747,4.8881,8.6931,,3.4022,7.4273,5.3718,1.9771,14.2039,12.4143,24.853,
2017/8/9,0,-0.9658,-0.1553,-0.547,-0.2086,0.4472,0.1509,,0.8016,2.9352,1.2369,0.4943,0.6154,0.2231,0.4298,,4266030505,738300000,2633002400,7813764000,19178343713,3641174323,4046474180,,31.0041,31.9746,39.1752,23.3651,33.3611,38.6762,99.9093,,3.4006,10.8838,2.7328,2.3272,5.735,4.9099,8.7063,,3.4022,7.3556,5.3634,1.9663,14.1743,12.4699,24.8905,
2017/8/10,-1.7478,-0.9752,-0.4666,0.6601,-0.9558,-0.4452,0.7536,,1.2617,3.8609,1.1595,0.7234,0.5811,0.4723,0.6164,,4191468174,731100000,2620717786,7865340000,18995038158,3624962505,4076967580,,30.4622,31.6628,38.9925,23.5193,33.0422,38.504,100.6622,,3.3412,10.7777,2.72,2.3426,5.6802,4.8881,8.7719,,3.3428,7.2839,5.3384,1.9793,14.0388,12.4143,25.0781,
2017/8/11,-0.3812,-1.1079,-0.3906,-1.5301,1.146,0.1342,-0.9723,,1.0034,2.6345,1.0899,0.4783,0.5948,0.4939,0.5131,,4175490532,723000000,2610480607,7744996000,19212713504,3629826050,4037326160,,30.346,31.312,38.8401,23.1595,33.4209,38.5556,99.6835,,3.3285,10.6583,2.7094,2.3067,5.7452,4.8946,8.6866,,3.33,7.2032,5.3176,1.949,14.1997,12.431,24.8342,
2017/8/14,1.6582,1.7427,2.3529,1.3873,1.5206,-0.1787,0.7553,,0.9118,2.6172,1.3448,0.3894,0.7278,0.2904,0.5594,,4244726982,735600000,2671903680,7852446000,19504856733,3623341323,4067819560,,30.8492,31.8577,39.754,23.4808,33.9291,38.4867,100.4364,,3.3837,10.844,2.7731,2.3387,5.8326,4.8859,8.7522,,3.3852,7.3287,5.4427,1.976,14.4156,12.4088,25.0218,
2017/8/15,-0.2509,0.8564,0.2299,0.2737,-0.0294,-0.6711,0.2999,,0.5348,3.7484,0.677,0.3622,0.5366,0.1158,0.3635,,4234075220,741900000,2678045987,7873936000,19499128434,3599023596,4080016920,,30.7718,32.1305,39.8454,23.545,33.9191,38.2284,100.7375,,3.3752,10.9369,2.7795,2.3451,5.8309,4.8531,8.7784,,3.3767,7.3915,5.4552,1.9814,14.4113,12.3255,25.0968,
2017/8/16,0.8805,1.577,3.0581,0.1092,0.0881,0.7658,0.8221,,0.7488,4.5186,2.0947,0.2949,0.7879,0.2867,0.4342,,4271356386,753600000,2759943418,7882532000,19516313330,3626583687,4113559660,,31.0428,32.6373,41.0639,23.5707,33.949,38.5212,101.5657,,3.4049,11.1094,2.8645,2.3477,5.836,4.8902,8.8506,,3.4065,7.508,5.622,1.9836,14.424,12.4199,25.3032,
2017/8/17,0,-0.0796,-0.5193,1.1996,0.2348,0.4917,0.5189,,0.8983,3.5288,1.0248,0.5892,0.5759,0.2144,0.3718,,4271356386,753000000,2745611368,7977088000,19562139719,3644416686,4134905040,,31.0428,32.6113,40.8507,23.8535,34.0287,38.7106,102.0927,,3.4049,11.1005,2.8496,2.3758,5.8497,4.9143,8.8965,,3.4065,7.502,5.5928,2.0074,14.4579,12.481,25.4345,
2017/8/18,-1.3716,-1.0757,0.1491,1.4547,-0.3221,0.3559,0.0737,,0.7914,2.9588,0.716,0.8074,0.4156,0.6868,0.4206,,4212771697,744900000,2749706239,8093134000,19499128434,3657386141,4137954380,,30.617,32.2605,40.9116,24.2005,33.9191,38.8484,102.168,,3.3582,10.9811,2.8539,2.4104,5.8309,4.9318,8.9031,,3.3598,7.4213,5.6012,2.0366,14.4113,12.5254,25.4532,
2017/8/21,1.0114,2.1748,2.0104,0.3717,0.7638,1.3298,1.6949,,0.6646,4.4632,1.3481,0.8845,0.4464,0.4592,0.9401,,4255378743,761100000,2804987005,8123220000,19648064198,3706021595,4208089200,,30.9266,32.9621,41.7341,24.2905,34.1782,39.365,103.8997,,3.3921,11.2199,2.9113,2.4194,5.8754,4.9974,9.054,,3.3937,7.5827,5.7138,2.0442,14.5214,12.6919,25.8846,
2017/8/22,0.3755,10.0118,0.438,2.4339,-0.6414,0.1312,0.5072,,0.8788,26.0443,1.0241,0.6517,0.3581,0.3396,0.4315,,4271356386,837300000,2817271620,8320928000,19522041629,3710885140,4229434580,,31.0428,36.2622,41.9169,24.8817,33.959,39.4166,104.4267,,3.4049,12.3433,2.924,2.4783,5.8377,5.0039,9.0999,,3.4065,8.3419,5.7388,2.0939,14.4283,12.7086,26.0159,
2017/8/23,-1.1222,-1.899,-2.3983,-1.4463,-0.1761,-0.3932,3.0281,,0.5033,22.2816,1.0503,0.7393,0.2518,0.1979,1.5162,,4223423459,821400000,2749706239,8200584000,19487671837,3696294504,4357506860,,30.6944,35.5736,40.9116,24.5218,33.8992,39.2616,107.5889,,3.3667,12.1089,2.8539,2.4424,5.8275,4.9842,9.3755,,3.3683,8.1835,5.6012,2.0636,14.4029,12.6586,26.8037,
2017/8/24,-1.261,-3.0679,-0.0745,-1.6771,-0.2939,0,-1.1896,,0.8327,14.2003,0.5288,0.5351,0.3799,0.2739,0.6437,,4170164651,796200000,2747658803,8063048000,19430388851,3696294504,4305668080,,30.3073,34.4822,40.8812,24.1105,33.7995,39.2616,106.309,,3.3242,11.7374,2.8518,2.4015,5.8103,4.9842,9.2639,,3.3258,7.9324,5.597,2.029,14.3605,12.6586,26.4849,
2017/8/25,0.3831,1.7709,2.5335,1.8657,0.2358,0.2193,-0.779,,1.0289,11.5187,1.0065,0.483,0.4495,0.1443,0.5389,,4186142293,810300000,2817271620,8213478000,19476215240,3704400413,4272125340,,30.4235,35.0928,41.9169,24.5604,33.8792,39.3477,105.4808,,3.337,11.9452,2.924,2.4463,5.824,4.9952,9.1918,,3.3385,8.0729,5.7388,2.0669,14.3944,12.6864,26.2785,
2017/8/28,0,3.8504,0.1453,-2.1455,-0.3824,0.0438,-0.4283,,1.3336,18.283,0.7055,1.7348,1.1266,0.2197,0.6688,,4186142293,841500000,2821366491,8037260000,19401747358,3706021595,4253829300,,30.4235,36.4441,41.9778,24.0334,33.7497,39.365,105.029,,3.337,12.4052,2.9283,2.3938,5.8018,4.9974,9.1524,,3.3385,8.3838,5.7471,2.0225,14.3394,12.6919,26.166,
2017/8/29,0.5089,2.9947,-1.2337,0.1604,-1.7715,0.8749,-0.9319,,0.827,26.2943,0.5534,0.6732,0.9193,0.3139,0.5487,,4207445816,866700000,2786560083,8050154000,19058049442,3738445231,4214187880,,30.5783,37.5354,41.46,24.072,33.1518,39.7094,104.0503,,3.3539,12.7767,2.8921,2.3976,5.699,5.0411,9.0671,,3.3555,8.6348,5.6762,2.0258,14.0853,12.803,25.9222,
2017/8/30,-1.6456,-2.3191,-0.3674,0.2136,0.9318,-0.3036,0.4342,,1.796,14.8573,0.5161,0.5162,0.6551,0.1938,0.4228,,4138209366,846600000,2776322904,8067346000,19235626699,3727096958,4232483920,,30.0751,36.6649,41.3076,24.1234,33.4607,39.5888,104.502,,3.2987,12.4804,2.8815,2.4027,5.7521,5.0258,9.1065,,3.3003,8.4346,5.6554,2.0301,14.2166,12.7641,26.0347,
2017/8/31,0.1287,1.8427,1.6962,0.0533,-1.2805,1.7834,-1.0807,,0.576,13.029,0.5033,0.5105,0.6836,0.5546,0.4901,,4143535247,862200000,2823413927,8071644000,18989309859,3793565412,4186743820,,30.1138,37.3406,42.0083,24.1362,33.0323,40.2948,103.3727,,3.303,12.7103,2.9304,2.404,5.6784,5.1154,9.0081,,3.3045,8.59,5.7513,2.0312,14.0345,12.9918,25.7533,
2017/9/1,0.3856,-1.3222,-1.3778,0.639,0.0603,0.2137,-0.437,,0.9794,9.3384,0.5498,0.4049,0.6872,0.2906,0.9825,,4159512889,850800000,2784512647,8123220000,19000766456,3801671321,4168447780,,30.2299,36.8468,41.4295,24.2905,33.0522,40.3809,102.9209,,3.3157,12.5423,2.89,2.4194,5.6819,5.1263,8.9687,,3.3173,8.4764,5.6721,2.0442,14.043,13.0195,25.6408,
2017/9/4,0.3841,-2.3625,-0.4412,-0.1058,-0.0301,-0.597,-0.5852,,0.8767,9.617,1.0714,0.603,0.7073,0.2089,0.5732,,4175490532,830700000,2772228033,8114624000,18995038158,3778974776,4144053060,,30.346,35.9763,41.2467,24.2648,33.0422,40.1399,102.3186,,3.3285,12.246,2.8773,2.4168,5.6802,5.0957,8.9162,,3.33,8.2762,5.6471,2.042,14.0388,12.9418,25.4907,
2017/9/5,0.3827,0.6501,-0.0739,-0.053,-0.6333,-1.5444,0.5887,,0.7507,4.9782,0.7542,0.4584,0.8052,0.4795,0.5931,,4191468174,836100000,2770180597,8110326000,18874743887,3720612231,4168447780,,30.4622,36.2102,41.2163,24.2519,32.833,39.5199,102.9209,,3.3412,12.3256,2.8751,2.4155,5.6442,5.017,8.9687,,3.3428,8.33,5.6429,2.0409,13.9499,12.7419,25.6408,
2017/9/6,-0.2541,-0.9688,-0.5913,1.4838,0.5159,-1.7429,0.2926,,0.6468,5.1935,0.7175,0.8361,0.5974,0.5445,1.014,,4180816412,828000000,2753801111,8230670000,18972124963,3655764959,4180645140,,30.3848,35.8594,40.9725,24.6118,33.0024,38.8311,103.2221,,3.3327,12.2062,2.8581,2.4514,5.6733,4.9296,8.9949,,3.3343,8.2493,5.6095,2.0712,14.0218,12.5198,25.7158,
2017/9/7,-0.1274,0.9058,0.1487,-0.8877,0.5133,2.3947,-0.9482,,0.8788,6.7108,0.7631,0.5584,0.6393,0.7002,0.2965,,4175490532,835500000,2757895982,8157604000,19069506039,3743308776,4141003720,,30.346,36.1842,41.0335,24.3933,33.1718,39.761,102.2433,,3.3285,12.3167,2.8624,2.4296,5.7024,5.0476,8.9096,,3.33,8.324,5.6179,2.0528,14.0938,12.8196,25.472,
2017/9/8,1.148,-0.0718,-0.5939,-0.6849,-0.6609,3.2915,-0.5891,,1.1752,4.6439,0.704,0.3161,0.5376,1.1993,0.6657,,4223423459,834900000,2741516496,8101730000,18943483470,3866518593,4116609000,,30.6944,36.1582,40.7898,24.2262,32.9525,41.0697,101.641,,3.3667,12.3079,2.8454,2.413,5.6647,5.2138,8.8572,,3.3683,8.318,5.5845,2.0388,14.0007,13.2416,25.3219,
2017/9/11,0,2.3356,1.3443,2.122,0.1814,-1.5514,-1.037,,0.8627,7.6015,0.5278,0.7708,0.4428,1.0292,0.4293,,4223423459,854400000,2778370340,8273650000,18977853262,3806534866,4073918240,,30.6944,37.0028,41.3381,24.7403,33.0123,40.4326,100.5869,,3.3667,12.5954,2.8836,2.4642,5.675,5.1329,8.7653,,3.3683,8.5123,5.6596,2.082,14.0261,13.0362,25.0593,
2017/9/12,-0.1261,-2.7037,0.3685,0.7273,-0.2717,0.4685,-0.6737,,0.8825,7.0719,0.8181,1.0177,0.5466,0.5846,0.5314,,4218097578,831300000,2788607519,8333822000,18926298574,3824367866,4046474180,,30.6557,36.0023,41.4904,24.9202,32.9227,40.622,99.9093,,3.3624,12.2548,2.8943,2.4821,5.6596,5.1569,8.7063,,3.364,8.2821,5.6804,2.0972,13.988,13.0972,24.8905,
2017/9/13,1.1364,0.7939,0.5874,2.0113,-0.3935,-0.975,0.5275,,1.3423,3.3144,0.8076,1.126,0.2786,0.5752,0.533,,4266030505,837900000,2804987005,8501444000,18851830693,3787080685,4067819560,,31.0041,36.2882,41.7341,25.4215,32.7931,40.226,100.4364,,3.4006,12.3521,2.9113,2.532,5.6373,5.1067,8.7522,,3.4022,8.3479,5.7138,2.1393,13.9329,12.9695,25.0218,
2017/9/14,-0.7491,-0.6087,0.219,0.1517,-0.4558,-0.9418,-1.1994,,0.9175,3.5206,0.5562,1.067,0.6004,0.2794,0.4154,,4234075220,832800000,2811129312,8514338000,18765906214,3751414685,4019030120,,30.7718,36.0673,41.8255,25.46,32.6436,39.8471,99.2317,,3.3752,12.2769,2.9176,2.5359,5.6116,5.0586,8.6472,,3.3767,8.2971,5.7263,2.1426,13.8694,12.8474,24.7217,
2017/9/15,-1.2579,-2.1254,-0.2185,0.3534,0.9463,0.0432,1.214,,0.6885,4.0903,0.4475,0.9891,0.3807,0.2158,0.6799,,4180816412,815100000,2804987005,8544424000,18943483470,3753035867,4067819560,,30.3848,35.3007,41.7341,25.55,32.9525,39.8643,100.4364,,3.3327,12.016,2.9113,2.5448,5.6647,5.0608,8.7522,,3.3343,8.1207,5.7138,2.1502,14.0007,12.853,25.0218,
2017/9/18,0.2548,0.7361,1.4599,0.3521,1.9958,0.5184,0.8996,,0.4533,2.0033,0.9709,0.6437,0.9342,0.254,0.6545,,4191468174,821100000,2845935720,8574510000,19321551178,3772490049,4104411640,,30.4622,35.5606,42.3434,25.6399,33.6102,40.071,101.3398,,3.3412,12.1045,2.9538,2.5538,5.7778,5.087,8.8309,,3.3428,8.1805,5.7972,2.1577,14.2801,12.9196,25.2469,
2017/9/19,0,0.6942,-1.223,-1.203,0.2372,-0.9024,-0.5201,,0.3718,3.3017,0.4453,0.4735,0.7765,0.214,0.3332,,4191468174,826800000,2811129312,8471358000,19367377567,3738445231,4083066260,,30.4622,35.8074,41.8255,25.3315,33.6899,39.7094,100.8128,,3.3412,12.1885,2.9176,2.5231,5.7915,5.0411,8.785,,3.3428,8.2373,5.7263,2.1318,14.314,12.803,25.1156,
2017/9/20,0.5083,0.8708,0.5098,1.1669,0.3253,0.0867,1.1949,,0.4638,3.7161,0.4251,0.4027,0.6369,0.3798,0.9879,,4212771697,834000000,2825461363,8570212000,20798130765,3741687594,4131855700,,30.617,36.1193,42.0387,25.6271,33.7995,39.7438,102.0174,,3.3582,12.2946,2.9325,2.5525,5.8103,5.0455,8.89,,3.3598,8.309,5.7555,2.1566,14.3605,12.8141,25.4157,
2017/9/21,-0.7585,-1.8345,-1.2319,-0.5517,-1.5035,-1.7764,-0.0738,,0.5781,4.0784,0.825,0.2961,0.4996,0.5555,0.5221,,4180816412,818700000,2790654955,8522934000,20485423020,3675219141,4128806360,,30.3848,35.4566,41.5209,25.4857,33.2913,39.0378,101.9422,,3.3327,12.0691,2.8964,2.5384,5.723,4.9558,8.8834,,3.3343,8.1566,5.6846,2.1447,14.1446,12.5865,25.397,
2017/9/22,0.1274,1.0993,0.0734,-1.1599,-0.2993,-0.9263,-0.6647,,0.556,4.4513,0.49,0.4006,0.5878,0.3439,0.5251,,4186142293,827700000,2792702390,8424080000,20424107776,3641174323,4101362300,,30.4235,35.8464,41.5513,25.1901,33.1917,38.6762,101.2646,,3.337,12.2017,2.8985,2.509,5.7059,4.9099,8.8243,,3.3385,8.2463,5.6888,2.1199,14.1023,12.4699,25.2281,
2017/9/25,-1.2723,-0.9061,-1.0264,0.2041,0,-1.7809,-0.8922,,0.5246,3.256,0.4034,0.3308,0.4566,0.3578,0.4241,,4132883485,820200000,2764038290,8441272000,20424107776,3576327051,4064770220,,30.0364,35.5216,41.1249,25.2415,33.1917,37.9874,100.3611,,3.2945,12.0912,2.8688,2.5141,5.7059,4.8225,8.7456,,3.296,8.1716,5.6304,2.1242,14.1023,12.2478,25.0031,
2017/9/26,-0.6443,-3.2919,0.6667,1.222,-0.0901,-0.3173,-0.3001,,0.5514,5.1541,0.4632,0.3599,0.5973,0.2193,0.2481,,4106254081,793200000,2782465211,8544424000,20405713203,3564978778,4052572860,,29.8429,34.3523,41.399,25.55,33.1618,37.8668,100.0599,,3.2733,11.6932,2.8879,2.5448,5.7007,4.8072,8.7194,,3.2748,7.9026,5.6679,2.1502,14.0896,12.2089,24.928,
2017/9/27,0.2594,1.1725,0.5887,-0.8551,-0.1803,0.2729,0.7524,,0.344,2.6043,0.2771,0.243,0.3583,0.2596,0.3547,,4116905843,802500000,2798844698,8471358000,20368924057,3574705869,4083066260,,29.9203,34.755,41.6427,25.3315,33.102,37.9701,100.8128,,3.2818,11.8303,2.9049,2.5231,5.6904,4.8203,8.785,,3.2833,7.9952,5.7013,2.1318,14.0642,12.2422,25.1156,
2017/9/28,-0.2587,0,-1.1704,0.1522,-0.1806,-0.4535,-0.8215,,0.3145,2.4042,0.2773,0.265,0.4923,0.2517,0.2438,,4106254081,802500000,2766085725,8484252000,20332134910,3558494051,4049523520,,29.8429,34.755,41.1553,25.37,33.0422,37.7979,99.9846,,3.2733,11.8303,2.8709,2.5269,5.6802,4.7984,8.7128,,3.2748,7.9952,5.6345,2.135,14.0388,12.1867,24.9093,
2017/9/29,0.7782,1.2336,0.2221,1.6211,0.8444,-0.0911,0.3012,,0.4063,2.2909,0.2516,0.4356,0.571,0.4096,0.4093,,4138209366,812400000,2772228033,8621788000,20503817594,3555251687,4061720880,,30.0751,35.1838,41.2467,25.7813,33.3212,37.7635,100.2858,,3.2987,11.9762,2.8773,2.5679,5.7281,4.7941,8.7391,,3.3003,8.0938,5.6471,2.1696,14.1573,12.1756,24.9843,
2017/10/9,1.0296,0.6278,1.6248,0.7478,3.3905,2.9184,0.3754,,0.6248,2.1252,0.5684,0.4555,0.7663,0.4675,0.544,,4180816412,817500000,2817271620,8686258000,21202811375,3659007323,4076967580,,30.3848,35.4047,41.9169,25.9741,34.4572,38.8656,100.6622,,3.3327,12.0514,2.924,2.5871,5.9234,4.934,8.7719,,3.3343,8.1447,5.7388,2.1858,14.64,12.5309,25.0781,
2017/10/10,0.8917,3.0459,1.5262,-0.0495,-0.4453,1.3735,0.5984,,0.7683,6.4867,1.1448,0.3253,0.7369,0.4305,0.6326,,4218097578,842400000,2860267771,8681960000,21108385899,3709263958,4101362300,,30.6557,36.4831,42.5566,25.9612,34.3037,39.3994,101.2646,,3.3624,12.4185,2.9686,2.5858,5.897,5.0017,8.8243,,3.364,8.3927,5.8264,2.1848,14.5748,12.703,25.2281,
2017/10/11,0.2525,-0.7123,-1.1453,0.4455,2.2367,-0.3497,-0.0743,,0.7271,5.0906,0.9925,0.717,1.2831,0.3651,0.5791,,4228749339,836400000,2827508798,8720642000,21580513278,3696294504,4098312960,,30.7331,36.2232,42.0692,26.0769,35.071,39.2616,101.1893,,3.3709,12.33,2.9346,2.5973,6.0289,4.9842,8.8178,,3.3725,8.333,5.7597,2.1945,14.9007,12.6586,25.2094,
2017/10/12,-1.0076,-0.4304,-0.8689,-2.5136,-0.2387,0.9649,0.1488,,0.5455,3.7942,0.5284,0.7754,0.6154,0.4045,0.4513,,4186142293,832800000,2802939569,8501444000,21529008473,3731960504,4104411640,,30.4235,36.0673,41.7037,25.4215,34.9873,39.6405,101.3398,,3.337,12.2769,2.9091,2.532,6.0145,5.0323,8.8309,,3.3385,8.2971,5.7096,2.1393,14.8652,12.7808,25.2469,
2017/10/13,0.8906,3.4582,-0.6574,0.4044,0.7177,0.7385,0.1486,,0.4823,12.2005,1.4935,0.3488,0.6753,0.3163,0.4747,,4223423459,861600000,2784512647,8535828000,21683522888,3759520594,4110510320,,30.6944,37.3146,41.4295,25.5243,35.2384,39.9332,101.4904,,3.3667,12.7015,2.89,2.5423,6.0577,5.0695,8.844,,3.3683,8.584,5.6721,2.148,14.9719,12.8752,25.2844,
2017/10/16,-2.1438,0.3134,-4.0441,2.6687,-2.4149,-0.69,-0.3709,,0.892,18.8477,1.3591,2.6977,0.833,0.5194,0.4399,,4132883485,864300000,2671903680,8763622000,21159890704,3733581685,4095263620,,30.0364,37.4315,39.754,26.2054,34.3874,39.6577,101.114,,3.2945,12.7413,2.7731,2.6101,5.9114,5.0345,8.8112,,3.296,8.6109,5.4427,2.2053,14.6103,12.7863,25.1906,
2017/10/17,-1.1598,-0.9719,-0.4598,0,0.7708,0.2171,-1.7126,,0.542,9.4131,0.4946,1.1643,0.5544,0.5052,0.6246,,4084950558,855900000,2659619065,8763622000,21322989253,3741687594,4025128800,,29.688,37.0677,39.5713,26.2054,34.6525,39.7438,99.3823,,3.2563,12.6175,2.7604,2.6101,5.957,5.0455,8.6603,,3.2578,8.5272,5.4177,2.2053,14.7229,12.8141,24.7592,
2017/10/18,-0.1304,1.1216,-2.0785,-2.3541,0.7246,-0.2166,-0.6818,,0.4382,16.7502,0.858,0.6801,0.6374,0.3255,0.4249,,4079624677,865500000,2604338299,8557318000,21477503668,3733581685,3997684740,,29.6493,37.4835,38.7488,25.5885,34.9036,39.6577,98.7047,,3.252,12.759,2.703,2.5487,6.0001,5.0345,8.6013,,3.2536,8.6229,5.3051,2.1534,14.8296,12.7863,24.5904,
2017/10/19,-1.6971,-3.4662,-1.1006,-0.0502,-0.3997,-2.2579,-0.9153,,0.481,8.8622,0.656,0.7881,0.5498,0.2286,0.6583,,4010388227,835500000,2575674199,8553020000,21391662327,3649280232,3961092660,,29.1461,36.1842,38.3223,25.5757,34.7641,38.7623,97.8012,,3.1969,12.3167,2.6733,2.5474,5.9762,4.9209,8.5225,,3.1984,8.324,5.2467,2.1523,14.7703,12.4976,24.3653,
2017/10/20,-0.3984,-0.754,0.159,0.0503,4.7352,2.5322,0.3079,,0.8421,6.1794,0.7185,0.3655,1.8199,0.3397,0.3247,,3994410585,829200000,2579769070,8557318000,22404590158,3741687594,3973290020,,29.03,35.9114,38.3832,25.5885,36.4102,39.7438,98.1024,,3.1841,12.2239,2.6775,2.5487,6.2591,5.0455,8.5488,,3.1856,8.2612,5.255,2.1534,15.4697,12.8141,24.4404,
2017/10/23,1.0667,2.0622,1.5873,0.0502,1.4559,0.13,-0.0767,,0.6133,5.0642,0.9596,0.438,1.5919,0.2684,0.3499,,4037017631,846300000,2620717786,8561616000,22730787256,3746551140,3970240680,,29.3397,36.652,38.9925,25.6014,36.9403,39.7955,98.0271,,3.2181,12.4759,2.72,2.5499,6.3503,5.052,8.5422,,3.2196,8.4316,5.3384,2.1545,15.695,12.8307,24.4216,
2017/10/24,-0.2639,-1.9497,-0.625,-1.5562,-0.2266,-0.2596,-1.3057,,0.4771,5.3297,0.4782,0.5868,1.1561,0.2511,0.2245,,4026365870,829800000,2604338299,8428378000,22679282451,3736824049,3918401900,,29.2623,35.9374,38.7488,25.203,36.8566,39.6921,96.7472,,3.2096,12.2327,2.703,2.5103,6.3359,5.0389,8.4307,,3.2111,8.2672,5.3051,2.1209,15.6594,12.7974,24.1027,
2017/10/25,0.3968,1.7715,1.022,0.255,0.3028,1.1714,0.1556,,0.4592,5.9493,0.6157,0.3252,0.952,0.5475,0.3102,,4042343512,844500000,2630954964,8449868000,22747955524,3780595958,3924500580,,29.3784,36.574,39.1448,25.2672,36.9682,40.1571,96.8978,,3.2223,12.4494,2.7306,2.5167,6.3551,5.0979,8.4438,,3.2238,8.4137,5.3593,2.1264,15.7068,12.9473,24.1402,
2017/10/26,1.1858,1.9538,1.1673,1.6277,4.717,0.8148,1.0101,,0.7369,9.0063,0.5653,0.3912,2.3901,0.5754,0.6766,,4090276439,861000000,2661666501,8587404000,23820972294,3811398412,3964142000,,29.7267,37.2886,39.6017,25.6785,38.712,40.4843,97.8765,,3.2605,12.6926,2.7625,2.5576,6.6548,5.1395,8.5291,,3.2621,8.578,5.4218,2.161,16.4477,13.0528,24.3841,
2017/10/27,-0.651,0.3484,-0.6154,-1.4515,-0.6847,-1.0634,0.3846,,0.4785,8.3869,0.5254,0.4633,1.2476,0.2736,0.4053,,4063647035,864000000,2645287015,8462762000,23657873745,3770868867,3979388700,,29.5332,37.4185,39.358,25.3058,38.447,40.0538,98.253,,3.2393,12.7369,2.7455,2.5205,6.6093,5.0848,8.5619,,3.2408,8.6079,5.3885,2.1296,16.3351,12.914,24.4779,
2017/10/30,-2.4902,-2.5347,-4.7214,-1.8283,0.6531,-3.3964,-0.5364,,0.8254,7.524,0.9418,0.6915,1.0695,0.3506,0.7014,,3962455300,842100000,2520393433,8308034000,23812388160,3642795505,3958043320,,28.7978,36.4701,37.4998,24.8431,38.6981,38.6934,97.7259,,3.1586,12.414,2.6159,2.4744,6.6524,4.9121,8.516,,3.1601,8.3897,5.1341,2.0907,16.4418,12.4754,24.3466,
2017/10/31,0.4032,5.0232,1.1373,-0.5691,0.6489,0.8901,-0.3082,,0.4316,13.1194,0.6243,0.7092,0.8192,0.1426,0.3099,,3978432943,884400000,2549057534,8260756000,23966902575,3675219141,3945845960,,28.9139,38.302,37.9263,24.7017,38.9492,39.0378,97.4248,,3.1714,13.0376,2.6456,2.4603,6.6956,4.9558,8.4897,,3.1729,8.8112,5.1925,2.0788,16.5485,12.5865,24.2715,
2017/11/1,-1.071,-0.5427,0.9639,0.2081,-0.2507,2.5143,-2.1638,,0.9441,9.9316,0.5142,0.4367,0.9808,0.4856,0.7057,,3935825896,879600000,2573626763,8277948000,23906813636,3767626503,3860464440,,28.6042,38.0941,38.2918,24.7531,38.8515,40.0193,95.3167,,3.1374,12.9668,2.6711,2.4655,6.6788,5.0804,8.306,,3.1389,8.7633,5.2425,2.0831,16.507,12.9029,23.7463,
2017/11/2,-2.571,-0.5116,-3.4208,-1.5057,0.3591,-1.9793,-1.5008,,0.7684,8.9837,0.764,0.7148,0.8685,0.3239,0.8301,,3834634162,875100000,2485587025,8153306000,23992654977,3693052140,3802526980,,27.8688,37.8992,36.9819,24.3804,38.991,39.2272,93.8862,,3.0567,12.9005,2.5798,2.4283,6.7028,4.9799,8.1814,,3.0582,8.7185,5.0632,2.0517,16.5663,12.6475,23.39,
