ÈÕÆÚ,000735.SZ,002234.SZ,002299.SZ,002321.SZ,002458.SZ,002714.SZ,002746.SZ,300106.SZ,300313.SZ,300498.SZ,300761.SZ,600975.SH,000735.SZ,002234.SZ,002299.SZ,002321.SZ,002458.SZ,002714.SZ,002746.SZ,300106.SZ,300313.SZ,300498.SZ,300761.SZ,600975.SH,000735.SZ,002234.SZ,002299.SZ,002321.SZ,002458.SZ,002714.SZ,002746.SZ,300106.SZ,300313.SZ,300498.SZ,300761.SZ,600975.SH,000735.SZ,002234.SZ,002299.SZ,002321.SZ,002458.SZ,002714.SZ,002746.SZ,300106.SZ,300313.SZ,300498.SZ,300761.SZ,600975.SH,000735.SZ,002234.SZ,002299.SZ,002321.SZ,002458.SZ,002714.SZ,002746.SZ,300106.SZ,300313.SZ,300498.SZ,300761.SZ,600975.SH,000735.SZ,002234.SZ,002299.SZ,002321.SZ,002458.SZ,002714.SZ,002746.SZ,300106.SZ,300313.SZ,300498.SZ,300761.SZ,600975.SH
2016/8/26,-0.4622,-0.6181,-0.4854,-0.5249,-1.2922,0.2285,0.3663,-2.3256,1.6139,-0.4456,,0.2252,1.256,1.8486,0.353,1.6215,0.7307,1.8147,2.8233,2.9995,1.5391,1.8799,,1.6045,5681407092,6297947266,25837345966,4814730263,7885665421,8081556421,2624783000,3179717796,2866562016,11755527138,,4171610243,122.2888,-29.2448,-82.217,347.4807,-41.332,45.6628,329.0511,138.25,-87.1098,26.626,,157.1533,4.3204,10.5257,6.0971,4.1052,51.5369,7.7252,7.4408,4.8965,8.8421,7.4211,,5.4309,10.1901,10.2437,4.5942,3.2705,27.4025,9.0589,4.2275,5.3264,12.583,3.4252,,4.3806
2016/8/29,0.4644,-1.473,-0.9059,-1.4952,-1.43,1.6337,-0.6011,-0.3307,0,-0.1843,,0.8989,0.6831,1.5927,0.4256,1.0372,0.5655,3.1555,1.4918,1.9882,1.3914,0.9563,,1.8428,5707791335,6205178812,25603279417,4742742211,7772899611,8213587928,2609005000,3169202856,2866562016,11733860817,,4209107863,122.8567,-28.814,-81.4722,342.2853,-40.741,46.4088,327.0731,137.7929,-87.1098,26.577,,158.5659,4.3405,10.3707,6.0418,4.0439,50.7999,7.8514,7.3961,4.8803,8.8421,7.4074,,5.4797,10.2374,10.0928,4.5526,3.2216,27.0107,9.2069,4.202,5.3088,12.583,3.4189,,4.42
2016/8/30,0,0.9635,0.3516,-0.9821,0,0.0374,-0.3888,3.2515,1.2071,0.6858,,0.5568,0.8601,1.5883,0.4406,1.4575,0.669,3.1016,1.268,3.2317,0.859,1.475,,2.2346,5707791335,6264962927,25693305013,4696161707,7772899611,8216658428,2598862000,3272249266,2901164734,11814335726,,4232543876,122.8567,-29.0916,-81.7586,338.9236,-40.741,46.4261,325.8016,142.2732,-88.1613,26.7592,,159.4488,4.3405,10.4706,6.0631,4.0041,50.7999,7.8543,7.3673,5.039,8.9489,7.4582,,5.5102,10.2374,10.1901,4.5686,3.1899,27.0107,9.2103,4.1857,5.4814,12.7349,3.4424,,4.4446
2016/8/31,1.0786,1.2504,-0.4205,1.8936,0.3678,-1.0463,1.4527,-1.3496,0.1255,0,,-1.1074,1.0216,2.5188,0.4611,1.3653,0.9595,2.1042,1.9643,2.0354,0.698,1.3357,,2.2208,5769354570,6343300732,25585274298,4785088124,7801488126,8130684424,2636616500,3228086519,2904807126,11814335726,,4185671850,124.1818,-29.4554,-81.4149,345.3414,-40.8908,45.9404,330.5346,140.353,-88.272,26.7592,,157.683,4.3873,10.6015,6.0376,4.08,50.9868,7.7722,7.4743,4.971,8.9601,7.4582,,5.4492,10.3479,10.3175,4.5494,3.2503,27.11,9.114,4.2465,5.4075,12.7509,3.4424,,4.3953
2016/9/1,-0.4573,-2.2424,-0.2815,-1.3274,-2.7891,-0.8686,-1.3037,2.0847,1.5047,0.2096,,-0.224,1.1836,1.8029,0.5036,1.4153,1.1077,1.6182,1.2288,5.5084,1.8965,1.6926,,1.6187,5742970326,6201055770,25513253821,4721569255,7583897761,8060062920,2602243000,3295382133,2948515822,11839097237,,4176297445,123.6139,-28.7949,-81.1857,340.7573,-39.7503,45.5413,326.2254,143.279,-89.6003,26.8153,,157.3299,4.3672,10.3638,6.0206,4.0258,49.5647,7.7047,7.3769,5.0746,9.0949,7.4739,,5.437,10.3005,10.0861,4.5366,3.2072,26.3539,9.0348,4.1912,5.5202,12.9427,3.4496,,4.3855
2016/9/2,0.4594,-3.7234,-2.1171,-3.6771,-4.1047,-0.4952,-4.3958,2.0421,3.4589,-0.7059,,-0.7856,0.7307,2.4152,0.6062,2.2088,1.8169,1.6097,4.0245,2.8039,2.2687,1.0429,,1.7581,5769354570,5970165395,24973100247,4547951013,7272600596,8020146418,2487852500,3362677748,3050502781,11755527138,,4143487028,124.1818,-27.7227,-79.4669,328.2272,-38.1187,45.3158,311.8851,146.2049,-92.6995,26.626,,156.0938,4.3873,9.9779,5.8931,3.8778,47.5302,7.6665,7.0526,5.1782,9.4095,7.4211,,5.3942,10.3479,9.7106,4.4405,3.0893,25.2721,8.9901,4.0069,5.6329,13.3904,3.4252,,4.3511
2016/9/5,-0.1524,0.0345,-1.6943,0,0.6552,-0.0383,0,1.3133,-0.8955,-0.2106,,-0.6787,0.8229,1.338,0.9999,1.515,1.0689,1.2995,2.2491,3.9396,1.8009,0.7681,,1.7552,5760559822,5972226916,24549979947,4547951013,7320248122,8017075918,2487852500,3406840495,3023184845,11730765628,,4115363813,123.9925,-27.7323,-78.1205,328.2272,-38.3684,45.2984,311.8851,148.125,-91.8693,26.5699,,155.0344,4.3806,9.9814,5.7933,3.8778,47.8416,7.6636,7.0526,5.2462,9.3253,7.4055,,5.3576,10.3321,9.7139,4.3653,3.0893,25.4377,8.9866,4.0069,5.7069,13.2705,3.418,,4.3215
2016/9/6,0.458,2.6234,2.5303,0.5587,1.6923,0.4596,1.2231,-0.4938,0.6627,0.4749,,0.6834,0.9491,3.0913,0.9634,1.8024,1.8101,2.0481,5.9403,3.2989,1.925,1.1749,,2.4833,5786944066,6128902528,25171156558,4573358561,7444131687,8053921920,2518281500,3390016592,3043217998,11786479027,,4143487028,124.5604,-28.4598,-80.0971,330.0608,-39.0178,45.5066,315.6998,147.3936,-92.4781,26.6961,,156.0938,4.4007,10.2432,5.9399,3.8994,48.6512,7.6988,7.1389,5.2203,9.387,7.4407,,5.3942,10.3794,9.9687,4.4757,3.1065,25.8682,9.0279,4.0559,5.6787,13.3584,3.4343,,4.3511
2016/9/7,-0.152,-2.6909,-3.0043,-0.3704,-4.0111,-0.4956,-2.3271,4.4665,-2.2741,-0.4989,,1.1312,1.6715,2.381,0.7685,2.5014,2.455,2.0264,3.4513,7.0868,1.7636,0.9902,,2.9179,5778149318,5963980832,24414941554,4556420196,7145540529,8014005418,2459677500,3541431725,2974012562,11727670439,,4190359053,124.3711,-27.694,-77.6908,328.8384,-37.4527,45.2811,308.353,153.9769,-90.3751,26.5629,,157.8596,4.394,9.9676,5.7614,3.885,46.6998,7.6606,6.9727,5.4535,9.1736,7.4035,,5.4553,10.3636,9.7005,4.3413,3.095,24.8306,8.9832,3.9615,5.9324,13.0546,3.4171,,4.4003
2016/9/8,-0.1522,-0.2074,-0.9956,-0.2788,-0.689,-0.0766,-0.6415,-1.3658,1.041,0.5015,,-0.2237,0.9608,0.9803,0.5245,1.0879,0.9211,2.2278,2.5051,3.431,1.0234,0.7918,,1.7299,5769354570,5951611704,24171872445,4543716422,7096304753,8007864417,2443899500,3493063002,3004972889,11786479027,,4180984648,124.1818,-27.6365,-76.9173,327.9216,-37.1947,45.2464,306.375,151.8739,-91.3159,26.6961,,157.5065,4.3873,9.9469,5.7041,3.8742,46.378,7.6548,6.928,5.379,9.2691,7.4407,,5.4431,10.3479,9.6804,4.298,3.0864,24.6595,8.9763,3.9361,5.8513,13.1905,3.4343,,4.3904
2016/9/9,-0.3049,-1.0738,-0.0745,-1.5843,-1.9024,-0.7285,-0.4611,0.4816,-1.5152,-0.3676,,2.2422,0.7198,0.8997,0.4479,1.4067,1.0709,1.5639,1.2409,2.9166,0.915,0.6714,,4.1902,5751765074,5887704547,24153867326,4471728371,6961303432,7949524914,2432629500,3509886905,2959442996,11743146383,,4274728698,123.8032,-27.3398,-76.86,322.7262,-36.4871,44.9168,304.9621,152.6054,-89.9323,26.598,,161.038,4.3739,9.8401,5.6998,3.8128,45.4957,7.599,6.8961,5.4049,9.1286,7.4133,,5.5651,10.3163,9.5764,4.2948,3.0375,24.1904,8.9109,3.918,5.8795,12.9907,3.4216,,4.4889
2016/9/12,-3.0581,-3.8165,-3.9881,-5.303,-4.8141,-3.5921,-6.2775,-4.0144,2.2769,-2.7412,,-0.9868,1.4177,1.5076,0.4753,3.0421,1.4957,3.5293,3.3724,2.2309,1.3655,1.4337,,3.9146,5575870118,5662998736,23190593452,4234591260,6626182504,7663968399,2279921000,3368986712,3026827237,11421246746,,4232543876,120.0171,-26.2964,-73.7948,305.6119,-34.7305,43.3033,285.8181,146.4792,-91.98,25.8689,,159.4488,4.2401,9.4645,5.4725,3.6106,43.3055,7.326,6.4632,5.1879,9.3365,7.2101,,5.5102,10.0008,9.2109,4.1236,2.8764,23.0258,8.5908,3.672,5.6435,13.2865,3.3278,,4.4446
2016/9/13,0.4732,0.1092,1.3199,1.1,-0.8629,-0.4006,1.3099,4.8689,1.7449,-0.1897,,0.1107,0.6007,1.6474,0.3676,1.0675,1.134,1.5081,2.8217,2.5723,2.7012,0.6461,,1.8868,5602254361,5669183300,23496680478,4281171764,6569005474,7633263398,2309786500,3533019773,3079641912,11399580424,,4237231078,120.5851,-26.3251,-74.7688,308.9736,-34.4309,43.1298,289.5622,153.6111,-93.585,25.8198,,159.6254,4.2602,9.4749,5.5447,3.6503,42.9318,7.2967,6.5478,5.4405,9.4994,7.1964,,5.5163,10.0482,9.221,4.178,2.908,22.8272,8.5564,3.7201,5.9183,13.5183,3.3215,,4.4495
2016/9/14,-0.7849,-1.6364,-1.4176,0.1978,-1.0155,-0.9654,-0.1952,0.2381,-0.414,-0.353,,-2.1018,0.547,0.9667,0.3313,1.1115,1.1794,1.2604,1.7381,1.8617,1.2638,0.569,,2.0888,5558280622,5576414846,23163585774,4289640946,6502298939,7559571394,2305278500,3541431725,3066893542,11359342969,,4148174230,119.6385,-25.8943,-73.7088,309.5848,-34.0812,42.7134,288.997,153.9769,-93.1976,25.7287,,156.2704,4.2268,9.3198,5.4661,3.6575,42.4959,7.2262,6.5351,5.4535,9.4601,7.171,,5.4003,9.9693,9.0701,4.1188,2.9138,22.5953,8.4738,3.7129,5.9324,13.4623,3.3098,,4.356
2016/9/19,1.1076,3.2902,1.166,1.1846,2.2716,3.0463,2.1755,2.791,0.2969,0.654,,0.565,0.4573,1.5921,0.3806,1.3713,1.7326,2.2107,1.9004,2.4933,1.373,0.5365,,1.5164,5619843857,5759890233,23433662561,4340456042,6650006267,7789858906,2355430000,3640272159,3075999520,11433627501,,4171610243,120.9637,-26.7463,-74.5682,313.2522,-34.8554,44.0146,295.2842,158.2743,-93.4743,25.8969,,157.1533,4.2736,9.6265,5.5299,3.7008,43.4612,7.4464,6.6772,5.6057,9.4882,7.2179,,5.4309,10.0797,9.3685,4.1668,2.9483,23.1086,8.7319,3.7936,6.0979,13.5023,3.3314,,4.3806
2016/9/20,0.313,1.4674,1.383,1.3659,1.1942,-1.4584,0.7895,0.4044,0.1184,-0.0541,,-1.236,0.4606,1.7328,0.2522,1.465,1.4936,1.4549,2.0084,2.1602,1.8757,0.3868,,1.4825,5637433353,5844412602,23757754705,4399740319,6729418809,7676250400,2374025500,3654993074,3079641912,11427437123,,4120051015,121.3423,-27.1388,-75.5995,317.5308,-35.2716,43.3727,297.6154,158.9144,-93.585,25.8829,,155.211,4.287,9.7677,5.6063,3.7514,43.9802,7.3378,6.7299,5.6284,9.4994,7.214,,5.3637,10.1113,9.506,4.2244,2.9886,23.3846,8.6046,3.8236,6.1226,13.5183,3.3296,,4.3264
2016/9/21,-0.156,0.0353,1.0989,-0.6737,-0.8261,-0.2,1.353,1.3234,-0.1183,-0.1083,,-0.1138,0.4633,1.1389,0.3309,1.2587,1.4,0.9987,3.0807,3.8263,1.2131,0.4124,,1.2485,5628638605,5846474123,24018828933,4370098180,6673830030,7660897899,2406145000,3703361798,3075999520,11415056368,,4115363813,121.153,-27.1483,-76.4303,315.3915,-34.9803,43.2859,344.2148,161.0174,-93.4743,25.8549,,155.0344,4.2803,9.7712,5.6679,3.7261,43.6169,7.3231,7.7837,5.7028,9.4882,7.2062,,5.3576,10.0955,9.5094,4.2708,2.9684,23.1914,8.5874,4.4223,6.2036,13.5023,3.326,,4.3215
2016/9/22,-0.1563,0.4584,0.8996,0.2907,0.8091,0.3206,0.1639,0,0.2368,0.0813,,0.3417,0.7747,1.5491,0.6844,0.9168,1.5196,1.4787,1.8866,2.1558,1.1501,0.6581,,1.3125,5619843857,5873273899,24234890362,4382801954,6727830558,7685461900,2410089500,3703361798,3083284303,11424341935,,4129425420,120.9637,-27.2728,-77.1178,316.3083,-35.2633,43.4247,344.7791,161.0174,-93.6956,25.8759,,155.5641,4.2736,9.816,5.7189,3.737,43.9698,7.3466,7.7964,5.7028,9.5106,7.212,,5.3759,10.0797,9.553,4.3092,2.9771,23.3791,8.6149,4.4295,6.2036,13.5343,3.3287,,4.3363
2016/9/23,-0.313,-2.7729,-1.9316,0,-0.9207,-1.0787,-1.7769,-2.1011,-0.1772,-0.5419,,-1.3621,0.5229,1.3953,0.2961,1.2431,0.73,1.3807,1.5466,1.4684,0.8861,0.5619,,1.3811,5602254361,5710413724,23766757265,4382801954,6665888775,7602558396,2367263500,3625551243,3077820716,11362438158,,4073178990,120.5851,-26.5165,-75.6282,316.3083,-34.9387,42.9563,338.6526,157.6343,-93.5296,25.7357,,153.4452,4.2602,9.5438,5.6085,3.737,43.565,7.2673,7.6579,5.583,9.4938,7.173,,5.3027,10.0482,9.2881,4.226,2.9771,23.1638,8.522,4.3508,6.0733,13.5103,3.3107,,4.2772
2016/9/26,-0.9419,-5.0542,-6.4394,-3.5749,-4.3364,-2.8675,-3.1659,-6.7285,0.5917,-1.9341,,-3.107,0.8694,3.0775,1.4083,1.5989,1.5656,1.8854,2.6737,3.6484,2.1445,0.8645,,1.8038,5549485874,5421800756,22236322138,4226122077,6376827123,7384552885,2292318000,3381604640,3096032673,11142679752,,3946624522,119.4492,-25.1764,-70.7582,305.0007,-33.4236,41.7245,327.9311,147.0278,-94.083,25.2379,,148.6776,4.2201,9.0614,5.2473,3.6034,41.6759,7.0589,7.4155,5.2074,9.55,7.0342,,5.138,9.9535,8.8186,3.9539,2.8706,22.1593,8.2776,4.2131,5.6646,13.5903,3.2467,,4.1443
2016/9/27,0.317,-0.076,-0.4453,1.2024,-2.3661,0.3742,0.1229,3.9179,-1.7647,0.0278,,0.5938,0.5209,1.3416,0.9993,1.0274,1.4889,1.0583,1.7003,2.489,1.0686,0.5812,,1.1668,5567075370,5417677714,22137293983,4276937173,6225943293,7412187386,2295135500,3514092881,3041396802,11145774941,,3970060534,119.8278,-25.1572,-70.4431,308.668,-32.6327,41.8807,328.3342,152.7882,-92.4227,25.245,,149.5605,4.2335,9.0545,5.2239,3.6467,40.6898,7.0853,7.4246,5.4114,9.3814,7.0362,,5.1685,9.9851,8.8119,3.9363,2.9052,21.635,8.3086,4.2182,5.8866,13.3504,3.2476,,4.1689
2016/9/28,-0.158,0.9893,0.854,2.0792,1.352,0.5385,2.2588,0.2992,-0.2395,-0.8331,,-1.0626,0.4086,0.9075,0.4085,1.2295,1.0953,1.4767,2.165,2.4629,0.9968,0.4032,,0.9071,5558280622,5471277265,22326347734,4365863589,6310120587,7452103888,2346977500,3524607821,3034112020,11052919276,,3927875712,119.6385,-25.4061,-71.0446,315.0859,-33.0739,42.1062,335.7505,153.2454,-92.2014,25.0346,,147.9713,4.2268,9.1441,5.2686,3.7225,41.2399,7.1235,7.5923,5.4276,9.359,6.9776,,5.1135,9.9693,8.8991,3.9699,2.9656,21.9275,8.3533,4.3135,5.9042,13.3184,3.2205,,4.1246
2016/9/29,1.4241,1.6579,0.7258,0.485,2.9197,-0.0412,1.2965,2.327,-0.3601,0.196,,0,0.8626,1.4351,0.4077,1.4449,1.0106,1.0164,1.8648,1.6891,0.6735,0.5137,,1.0142,5637433353,5561984198,22488393806,4387036545,6494357685,7449033388,2377406500,3606624351,3023184845,11074585598,,3927875712,121.3423,-25.8273,-71.5603,316.6139,-34.0396,42.0889,340.1036,156.8114,-91.8693,25.0837,,147.9713,4.287,9.2957,5.3068,3.7406,42.444,7.1206,7.6907,5.5539,9.3253,6.9913,,5.1135,10.1113,9.0466,3.9987,2.98,22.5678,8.3499,4.3695,6.0416,13.2705,3.2268,,4.1246
2016/9/30,2.6521,-0.3336,0.2002,-0.8687,2.1766,0.7007,0.4029,1.2245,0.3012,0.2515,,1.79,3.5434,0.8435,0.4966,1.7569,1.3176,1.1497,1.2739,1.8084,0.4255,0.5179,,1.1963,5786944066,5543430507,22533406604,4348925224,6635712010,7501231891,2386986000,3650787099,3032290824,11102442297,,3998183750,124.5604,-25.7411,-71.7035,313.8634,-34.7805,42.3838,341.474,158.7315,-92.146,25.1468,,150.62,4.4007,9.2647,5.3174,3.7081,43.3678,7.1705,7.7217,5.6219,9.3533,7.0088,,5.2051,10.3794,9.0165,4.0067,2.9541,23.059,8.4084,4.3871,6.1155,13.3105,3.2349,,4.1985
2016/10/10,1.3678,5.4295,2.6368,2.4343,3.8775,3.3565,2.4551,-0.8641,1.8619,1.1988,,1.993,3.1018,2.076,0.4445,1.8852,1.4123,2.3771,2.6223,2.4017,0.9796,1.38,,1.8863,5866096796,5844412602,23127575535,4454790006,6893008646,7753012904,2445590000,3619242279,3088747890,11235535417,,4077866192,126.2641,-27.1388,-73.5942,321.5037,-36.1291,43.8064,349.8577,157.36,-93.8617,25.4483,,153.6218,4.4608,9.7677,5.4576,3.7983,45.0494,7.4111,7.9113,5.5733,9.5275,7.0929,,5.3088,10.5214,9.506,4.1124,3.026,23.9531,8.6906,4.4948,6.0627,13.5583,3.2737,,4.2821
2016/10/11,-0.5997,-0.3527,-0.506,0.3802,-0.1382,0.396,-1.106,1.1621,-0.059,0.8815,,0.2299,1.9995,1.3498,0.3444,1.4662,1.169,2.2113,2.3798,1.8927,1.0333,1.5212,,1.5607,5830917805,5823797390,23010542261,4471728371,6883479141,7783717906,2418542000,3661302038,3086926695,11334581459,,4087240597,125.5069,-27.043,-73.2218,322.7262,-36.0791,43.9799,345.9883,159.1887,-93.8063,25.6726,,153.9749,4.4341,9.7333,5.43,3.8128,44.9871,7.4405,7.8238,5.6381,9.5219,7.1554,,5.321,10.4583,9.4725,4.0915,3.0375,23.9199,8.725,4.4451,6.1332,13.5503,3.3026,,4.292
2016/10/12,0.7541,-2.5133,-2.543,-0.1894,-3.0918,-1.3807,0.5126,-1.3785,0.885,0.7646,,-1.0321,1.9967,1.4403,0.6219,1.2407,1.4454,2.7179,1.792,1.0775,1.31,1.2926,,1.5042,5874891544,5677429385,22425375889,4463259188,6670653528,7676250400,2430939000,3610830327,3114244630,11421246746,,4045055775,126.4534,-26.3634,-71.3598,322.1149,-34.9636,43.3727,347.7618,156.9943,-94.6365,25.8689,,152.3857,4.4675,9.4887,5.2919,3.8056,43.5962,7.3378,7.8639,5.5603,9.6061,7.2101,,5.2661,10.5372,9.2344,3.9875,3.0317,23.1804,8.6046,4.4678,6.0486,13.6702,3.3278,,4.2477
2016/10/13,-1.3473,0.9441,-0.0401,-0.3795,1.6429,-0.2,4.1956,-3.145,1.4035,-0.3252,,-0.1159,1.2896,1.5389,0.6333,1.9306,1.9779,2.1463,8.7357,2.9922,1.6949,0.7884,,1.0696,5795738813,5731028936,22416373329,4446320823,6780242836,7660897899,2532932500,3497268977,3157953326,11384104480,,4040368572,124.7497,-26.6123,-71.3311,320.8925,-35.538,43.2859,362.3526,152.0568,-95.9647,25.7848,,152.2092,4.4073,9.5782,5.2898,3.7911,44.3124,7.3231,8.1938,5.3855,9.741,7.1866,,5.26,10.3952,9.3216,3.9859,3.0202,23.5612,8.5874,4.6553,5.8584,13.8621,3.317,,4.2428
2016/10/14,0.4552,-1.6187,-0.4016,0.6667,-1.0775,0.2806,1.3571,4.9308,-4.902,-0.4894,,-0.58,0.9466,1.5857,0.6803,1.1133,1.5398,1.9639,7.2285,2.4166,2.6716,0.8956,,1.05,5822123057,5638260482,22326347734,4475962962,6707183297,7682391400,2567306000,3669713990,3003151693,11328391081,,4016932560,125.3176,-26.1815,-71.0446,323.0318,-35.1551,43.4074,367.27,159.5544,-91.2605,25.6586,,151.3263,4.4274,9.4232,5.2686,3.8164,43.8349,7.3436,8.305,5.651,9.2635,7.1515,,5.2295,10.4425,9.1707,3.9699,3.0404,23.3073,8.6115,4.7185,6.1473,13.1825,3.3008,,4.2182
2016/10/17,-1.5106,-2.8885,-1.4516,-0.6623,-3.4573,-0.7994,-1.2291,-2.5788,-2.6683,-1.3661,,0,1.0659,1.944,0.5772,1.4364,1.95,1.8758,5.631,2.142,2.3918,0.824,,1.5211,5734175579,5475400307,22002255589,4446320823,6475298675,7620981397,2535750000,3575079532,2923019082,11173631640,,4016932560,123.4246,-25.4252,-70.0134,320.8925,-33.9397,43.0604,362.7557,155.4399,-88.8255,25.308,,151.3263,4.3605,9.151,5.1921,3.7911,42.3194,7.2849,8.2029,5.5053,9.0163,7.0538,,5.2295,10.2848,8.9058,3.9123,3.0202,22.5015,8.5426,4.6605,5.9887,12.8308,3.2557,,4.2182
2016/10/18,1.0736,1.3554,2.9051,0.9524,2.1584,2.0145,1.0667,0,1.3084,1.5235,,0.8168,0.7897,1.2519,0.7569,1.6548,1.7584,2.9151,4.1538,1.4397,1.7433,1.1159,,1.1761,5795738813,5549615070,22641437319,4488666736,6615064749,7774506405,2562798000,3575079532,2961264192,11343867025,,4049742977,124.7497,-25.7699,-72.0473,323.9486,-34.6723,43.9279,366.6251,155.4399,-89.9877,25.6936,,152.5623,4.4073,9.275,5.3429,3.8272,43.2329,7.4317,8.2904,5.5053,9.1343,7.1612,,5.2722,10.3952,9.0265,4.0259,3.049,22.9872,8.7147,4.7102,5.9887,12.9987,3.3053,,4.2526
2016/10/19,-0.3035,-1.8574,-0.5964,-0.283,-1.5606,0.7899,1.1434,0.8235,0.5535,-0.4093,,2.1991,0.7262,1.8937,0.6272,1.3963,2.0081,2.565,4.2796,1.5586,1.3515,1.1096,,2.7066,5778149318,5446539010,22506398925,4475962962,6511828444,7835916408,2592100000,3604521363,2977654953,11297439193,,4138799825,124.3711,-25.2912,-71.6176,323.0318,-34.1312,44.2748,370.8169,156.7199,-90.4857,25.5885,,155.9173,4.394,9.1028,5.311,3.8164,42.5582,7.4904,8.3852,5.5506,9.1848,7.1319,,5.3881,10.3636,8.8589,4.0019,3.0404,22.6285,8.7836,4.764,6.038,13.0706,3.2918,,4.3461
2016/10/20,0.1522,0.6056,-0.72,1.2299,-0.1463,-1.1755,-0.3261,-1.2252,0.6116,-0.274,,-0.6795,0.7705,1.4516,0.3504,1.6556,1.0562,2.9721,3.748,1.2167,1.4119,0.8005,,1.8708,5786944066,5479523350,22344352853,4531012648,6502298939,7743801404,2583647500,3560358616,2995866910,11266487305,,4110676610,124.5604,-25.4444,-71.1019,327.0047,-34.0812,43.7544,369.6077,154.7998,-91.0392,25.5184,,154.8578,4.4007,9.1579,5.2728,3.8633,42.4959,7.4023,8.3579,5.4826,9.241,7.1124,,5.3515,10.3794,8.9125,3.9731,3.0777,22.5953,8.6803,4.7485,5.9641,13.1506,3.2827,,4.3166
2016/10/21,0.4559,0.8277,-0.7655,1.4953,0.8305,-0.8327,-0.7415,-1.4767,-0.4255,-0.4945,,0.3421,0.9155,2.8095,0.3911,2.4286,1.4123,2.484,2.8467,1.0654,1.3316,1.0348,,1.8804,5813328309,5524876816,22173304221,4598766108,6556299468,7679320900,2564488500,3507783917,2983118540,11210773906,,4124738218,125.1283,-25.655,-70.5576,331.8945,-34.3643,43.39,366.8669,152.5139,-90.6518,25.3922,,155.3875,4.4207,9.2337,5.2324,3.9211,42.8488,7.3407,8.2959,5.4017,9.2017,7.0772,,5.3698,10.4267,8.9863,3.9427,3.1238,22.783,8.608,4.7133,5.876,13.0946,3.2665,,4.3314
2016/10/24,0.7564,0.3358,0.0812,-0.9208,-0.4845,0.6397,0.3076,1.7386,0.1832,0.1657,,0.4545,1.7801,2.0632,0.574,2.9343,2.0055,2.1259,2.9744,1.2776,1.5172,1.2867,,2.0558,5857302048,5543430507,22191309340,4556420196,6524534451,7728448903,2572377500,3568770568,2988582127,11229345039,,4143487028,126.0748,-25.7411,-70.6149,328.8384,-34.1978,43.6676,367.9955,155.1655,-90.8178,25.4342,,156.0938,4.4542,9.2647,5.2367,3.885,42.6412,7.3877,8.3214,5.4956,9.2185,7.0889,,5.3942,10.5056,9.0165,3.9459,3.095,22.6726,8.6631,4.7278,5.9782,13.1186,3.2719,,4.3511
2016/10/25,-0.6006,1.4132,1.2576,-0.8364,-0.4869,-0.1986,2.3001,0.1768,0.1828,-0.2756,,-0.2262,1.1795,2.2847,0.6318,1.9789,1.5125,1.7744,5.1547,1.1165,1.0285,1.1578,,1.2323,5822123057,5621768312,22470388687,4518308874,6492769434,7713096402,2631545000,3575079532,2994045714,11198393151,,4134112623,125.3176,-26.1049,-71.503,326.0879,-34.0313,43.5809,376.4598,155.4399,-90.9838,25.3641,,155.7407,4.4274,9.3956,5.3025,3.8525,42.4336,7.373,8.5128,5.5053,9.2354,7.0694,,5.382,10.4425,9.1439,3.9955,3.0691,22.5622,8.6459,4.8365,5.9887,13.1426,3.2629,,4.3412
2016/10/26,1.3595,2.4936,4.8878,0.2812,4.9902,0.1592,2.6124,-0.2353,0.9732,1.6584,,1.3605,2.4656,5.0281,1.5003,1.8682,4.135,2.6388,6.28,1.2445,1.5022,2.9109,,2.9589,5901275787,5761951754,23568700954,4531012648,6816772605,7725378403,2700292000,3566667580,3023184845,11384104480,,4190359053,127.0213,-26.7559,-74.9979,327.0047,-35.7295,43.6503,386.2945,155.0741,-91.8693,25.7848,,157.8596,4.4876,9.6299,5.5617,3.8633,44.5511,7.3847,8.7352,5.4923,9.3253,7.1866,,5.4553,10.5845,9.3719,4.1908,3.0777,23.6881,8.6597,4.9629,5.9746,13.2705,3.317,,4.4003
2016/10/27,-0.2981,0,-1.6807,-0.9346,1.2349,-0.7949,-2.0242,2.7712,-0.9639,-0.7885,,-1.9016,1.5123,3.9243,1.0721,1.333,4.0099,1.7807,4.5581,2.8737,0.6724,1.3119,,2.5732,5883686292,5761951754,23172588333,4488666736,6900949900,7663968399,2645632500,3665508014,2994045714,11294344004,,4110676610,126.6427,-26.7559,-73.7375,323.9486,-36.1707,43.3033,378.4751,159.3716,-90.9838,25.5815,,154.8578,4.4742,9.6299,5.4683,3.8272,45.1013,7.326,8.5584,5.6445,9.2354,7.13,,5.3515,10.5529,9.3719,4.1204,3.049,23.9807,8.5908,4.8624,6.1402,13.1426,3.2909,,4.3166
