ÈÕÆÚ,000708.SZ,000709.SZ,000717.SZ,000761.SZ,000778.SZ,000825.SZ,000898.SZ,000932.SZ,000959.SZ,002075.SZ,002110.SZ,002318.SZ,002443.SZ,002478.SZ,002756.SZ,200761.SZ,600010.SH,600019.SH,600022.SH,600117.SH,600126.SH,600231.SH,600282.SH,600307.SH,600399.SH,600507.SH,600569.SH,600581.SH,600782.SH,600808.SH,601003.SH,601005.SH,603878.SH
2018/1/24,10.803,3.8551,8.32,5.6227,5.0618,4.9581,5.0781,6.598,6.16,16.0401,13.4054,6.7217,8.663,4.8062,21.3211,3.2929,2.4745,8.2056,2.23,5.51,5.2913,4.5801,4.9502,2.93,5.56,12.5935,5.1032,7.3858,7.1301,3.7836,6.2587,2.24,11.6063
2018/1/25,10.8762,3.8644,8.4,5.5934,5.0802,5.0518,5.1064,6.6194,6.22,16.0401,13.031,6.7973,8.7493,4.835,21.1862,3.3024,2.5342,8.5938,2.25,5.55,5.3137,4.589,4.9134,2.94,5.58,12.7439,5.142,7.2907,6.9784,3.7922,6.1224,2.25,11.4916
2018/1/26,10.748,3.8364,8.21,5.5836,5.0434,4.9955,5.0286,6.5694,6.26,16.0401,12.7272,6.7311,8.5768,4.7103,20.7907,3.3119,2.5043,8.5673,2.23,5.55,5.3062,4.4827,4.84,2.9,5.53,12.4905,5.0161,7.1456,7.1395,3.7319,6.1991,2.23,11.3432
2018/1/29,10.9678,3.8925,8.27,6.062,5.071,5.4923,5.1629,6.8265,6.34,16.0401,12.7381,6.7122,8.4043,4.6719,20.7997,3.3976,2.5242,8.832,2.27,5.55,5.381,4.527,5.0512,2.96,5.57,12.3638,5.142,7.1306,7.5947,3.8956,6.3013,2.25,11.6535
2018/1/30,10.922,3.827,8.31,5.9155,5.0434,5.7641,4.9861,6.4837,6.29,16.0401,12.6404,6.8068,8.2893,4.6623,20.62,3.3976,2.5043,8.6202,2.24,5.55,5.2913,4.4384,4.8859,2.92,5.5,12.4984,5.0161,6.9454,7.0637,3.775,6.2161,2.2,11.4174
2018/1/31,10.6199,3.7802,8.11,5.4567,4.9053,5.9515,5.0286,6.5623,6.14,16.0401,12.5102,6.6271,8.2893,4.5088,20.7818,3.2358,2.4646,8.8055,2.2,5.55,5.2539,4.3498,4.8767,2.85,5.5,11.9757,4.9096,6.8754,7.1585,3.7491,6.2502,2.12,11.0398
2018/2/1,10.4185,3.7334,8.24,5.3884,4.7581,5.9234,5.0781,6.548,6.16,16.0401,12.6241,6.1072,7.9347,4.5088,20.7098,3.2072,2.4248,9.0702,2.21,5.55,5.1567,4.3321,4.9961,2.81,5.5,12.1895,4.9289,7.0155,7.5283,3.8094,6.4545,2.03,10.6958
2018/2/2,10.6107,3.7802,8.27,5.3982,4.8409,6.2702,5.5802,6.6622,6.33,16.0401,12.8357,6.145,7.9922,4.5088,20.8357,3.2453,2.4845,9.7937,2.24,5.55,5.2913,4.3852,5.244,2.76,5.5,12.8786,5.1129,7.3307,7.8127,3.9904,6.6929,2.06,10.5947
2018/2/5,10.8579,3.8551,8.34,5.5251,4.9237,6.3827,5.6297,6.9764,6.42,16.0401,13.286,6.1072,8.088,4.4896,20.8537,3.2834,2.5043,9.9084,2.26,5.55,5.4856,4.5535,5.391,2.77,5.5,13.5835,5.4518,8.0663,8.1351,4.1197,7.0165,2.16,10.6756
2018/2/6,10.2537,3.7241,7.52,5.242,4.7121,5.9234,5.3115,6.7337,6.18,16.0401,12.3366,5.5967,8.0689,4.2978,20.7907,3.2072,2.4149,9.7673,2.17,5.55,5.3436,4.4738,4.9869,2.64,5.5,12.9816,5.0742,7.9112,7.5188,3.8525,6.6078,2.13,9.9877
2018/2/7,10.3269,3.7428,7.36,5.3689,4.7397,5.8672,5.2337,6.5908,6.13,16.0401,11.6151,5.5778,8.0976,4.269,20.9975,3.2739,2.4149,9.3967,2.2,5.55,5.4183,4.5092,4.9502,2.67,5.5,12.1895,5.1323,7.6359,7.3197,3.8353,6.3864,2.15,10.0282
2018/2/8,10.2903,3.6773,7.44,5.281,4.7029,5.9328,5.0922,6.6337,5.92,16.0401,11.8592,5.6534,8.136,4.2498,21.1952,3.2643,2.405,8.9467,2.18,5.55,5.3062,4.3409,4.9777,2.67,5.5,12.4192,5.0742,7.8261,7.1964,3.7836,6.3353,2.16,10.1968
2018/2/9,9.7227,3.4714,7.01,4.8418,4.3992,5.4454,4.7103,6.3052,5.36,16.0401,11.0183,5.3981,7.906,4.6719,20.7458,3.1216,2.2658,8.8232,2.11,5.55,4.9101,3.9777,4.6379,2.53,5.5,13.2984,4.6094,7.1456,6.6086,3.4647,5.7392,2.06,10.0282
2018/2/12,9.8142,3.5182,6.83,4.9101,4.4452,5.6048,4.7952,6.5694,5.35,16.0401,11.3276,5.5589,7.9922,4.8926,20.7638,3.1882,2.2857,8.8144,2.12,5.55,4.9176,3.9954,4.84,2.57,5.5,13.7736,4.6675,7.2356,6.7887,3.4906,5.867,2.11,10.2642
2018/2/13,9.8417,3.5369,6.91,4.9101,4.482,5.7079,4.8447,6.4909,5.35,16.0401,11.5988,5.5305,7.9922,4.7199,20.9885,3.2168,2.2957,8.8144,2.13,5.55,4.9475,4.0397,4.7297,2.59,5.5,14.2013,4.6578,7.651,6.8077,3.4992,5.884,2.11,10.2507
2018/2/14,10.0339,3.5931,7.21,5.0272,4.5096,6.2796,5.0993,6.7337,5.49,16.0401,12.0491,5.5494,8.0114,4.6144,21.1143,3.2453,2.3056,9.0702,2.15,5.55,4.9849,4.1017,4.8491,2.61,5.5,15.2468,4.7643,7.9512,7.149,3.5681,6.0969,2.15,10.5003
2018/2/22,10.153,3.696,7.29,5.0956,4.6292,6.4483,5.2124,6.7694,5.61,16.0401,12.2769,5.5872,8.1072,4.6623,21.4829,3.2739,2.3453,9.1937,2.2,5.55,5.0521,4.1372,4.8859,2.65,5.5,15.5874,4.8224,8.1463,7.3197,3.6112,6.1565,2.25,10.5205
2018/2/23,10.2537,3.7428,7.48,5.1639,4.7673,6.7107,5.2902,7.105,5.72,16.0401,12.6567,5.6439,8.1551,4.6431,21.7975,3.2643,2.3354,9.2643,2.23,5.55,5.097,4.2346,5.1798,2.67,5.5,15.1914,4.9967,8.0713,7.4809,3.6974,6.3864,2.3,10.4868
2018/2/26,10.3727,3.7709,7.84,5.2127,4.8225,6.7201,5.3044,7.3549,5.82,16.0401,12.7815,5.7385,8.2318,4.7103,21.9233,3.3119,2.3553,9.3702,2.26,5.55,5.1418,4.3143,5.2257,2.7,5.5,15.2864,5.0935,8.3115,7.5947,3.7405,6.5312,2.33,10.7228
2018/2/27,10.2445,3.7147,7.82,5.0956,4.7673,6.4483,5.0993,7.1478,5.76,16.0401,12.3366,5.7574,8.1935,4.7679,21.6626,3.2834,2.3354,8.9467,2.23,5.55,5.082,4.2258,5.1338,2.67,5.5,14.7003,4.9773,7.8761,7.3197,3.6457,6.4034,2.29,10.5947
2018/2/28,10.2994,3.7147,7.84,5.0858,4.7765,6.7013,5.1276,7.3335,5.74,16.0401,12.5482,5.8141,8.251,4.8062,22.0851,3.2834,2.3553,8.8585,2.25,5.55,5.0372,4.2258,5.1889,2.68,5.5,15.4765,5.0935,7.9362,7.424,3.6371,6.5823,2.38,10.5205
2018/3/1,10.2994,3.6773,7.91,5.0858,4.7765,6.6076,5.0003,7.6691,5.77,16.0401,12.7055,5.8236,8.2414,4.8062,22.0312,3.2834,2.3453,8.8232,2.24,5.55,5.0073,4.2169,5.1338,2.66,5.5,15.2151,5.0742,8.3265,7.3766,3.6198,6.6419,2.5,10.7093
2018/3/2,10.1896,3.6024,7.6,5.0077,4.7213,6.289,4.8942,7.5334,5.59,16.0401,12.2661,5.7668,8.1264,4.7391,22.0132,3.2453,2.3255,8.4791,2.19,5.55,4.9176,4.0929,4.8124,2.63,5.5,14.534,4.8805,7.9062,6.9025,3.5336,6.2672,2.5,10.5947
2018/3/5,10.0522,3.5744,7.57,4.9491,4.6937,6.0921,4.8022,7.155,5.59,16.0401,11.3818,5.7574,8.021,4.8158,21.6626,3.1882,2.3056,8.3908,2.16,5.55,4.9101,4.0663,4.7114,2.62,5.5,13.631,4.7643,7.3858,6.6465,3.4906,6.0288,2.56,10.5812
2018/3/6,10.2353,3.6305,7.6,5.0565,4.7673,6.6357,4.9861,7.4334,5.72,16.0401,11.908,5.8614,8.1743,4.8734,21.7525,3.2263,2.3255,8.5055,2.2,5.55,4.9923,4.146,4.9042,2.66,5.5,14.3518,4.8999,7.691,6.9215,3.5854,6.3268,2.65,10.9049
2018/3/7,10.3086,3.5931,7.32,4.9687,4.7121,6.3077,4.8164,7.1264,5.73,16.0401,11.5012,5.7763,8.0593,4.8446,21.5997,3.1977,2.3056,8.3114,2.17,5.55,4.94,4.084,4.7665,2.63,5.5,13.7578,4.7353,7.4108,6.656,3.5164,6.148,2.58,10.6689
2018/3/8,10.4276,3.6399,7.3,4.9882,4.9053,6.3264,4.781,7.1264,5.74,16.0401,11.5717,5.8614,8.1455,4.8446,23.1098,3.2072,2.3155,8.2761,2.18,5.55,4.9475,4.1106,4.7848,2.65,5.5,13.8053,4.7353,7.3657,6.5896,3.525,6.2161,2.58,10.7363
2018/3/9,10.5283,3.6211,7.21,4.9589,4.8501,6.1765,4.682,6.4552,5.68,16.0401,11.3221,5.9559,8.2414,4.8542,22.8312,3.1977,2.3155,8.0291,2.18,5.55,4.9699,4.0752,4.7022,2.65,5.5,13.5756,4.6287,7.2807,6.4284,3.4992,6.0713,2.49,10.8779
2018/3/12,10.5375,3.6118,7.38,5.0077,4.8685,6.2983,4.7103,6.548,5.65,16.0401,11.6042,6.5515,8.2989,4.9693,22.202,3.2072,2.3255,8.1261,2.17,5.55,5.0073,4.1106,4.7297,2.66,5.5,13.9795,4.6965,7.5759,6.5517,3.525,6.1224,2.47,11.114
2018/3/13,10.3727,3.5931,7.48,5.0077,4.7949,6.1671,4.7315,6.3838,5.58,16.0401,11.6042,6.4475,8.2605,4.9213,21.2581,3.2072,2.2957,8.1438,2.16,5.55,4.94,4.084,4.7022,2.67,5.5,13.7498,4.7256,7.5759,6.5138,3.5078,6.0288,2.42,10.9454
2018/3/14,10.4459,3.6024,7.67,5.0565,4.7673,6.2515,4.8164,6.5409,5.59,16.0401,11.8321,6.4097,8.1935,4.9597,21.1233,3.2168,2.3056,8.4085,2.16,5.55,4.9849,4.1017,4.7389,2.66,5.5,13.9479,4.774,7.5759,6.7698,3.5164,6.0799,2.45,11.1746
2018/3/15,10.4093,3.5744,7.51,5.0077,4.8041,6.2327,4.7598,6.448,5.52,16.0401,11.6151,6.353,8.4905,5.0269,20.8537,3.2072,2.2857,8.4173,2.15,5.55,4.9475,4.022,4.6838,2.63,5.5,13.7498,4.7256,7.5759,6.7129,3.4992,5.9947,2.36,10.8172
2018/3/16,10.3177,3.5369,7.28,4.9199,4.7673,6.1296,4.6608,6.2052,5.49,16.0401,11.4795,6.4097,8.3851,4.9693,20.7278,3.1692,2.2758,8.3026,2.13,5.55,4.8952,3.9511,4.5736,2.61,5.5,13.7182,4.5803,7.676,6.5233,3.4475,5.9521,2.33,10.7835
2018/3/19,10.1438,3.4995,7.05,4.793,4.7213,5.7547,4.5335,5.8768,5.32,16.0401,10.8013,6.2963,8.3755,4.9213,20.6379,3.1025,2.2559,8.0467,2.12,5.55,4.8279,3.836,4.3991,2.58,5.5,12.9816,4.3963,7.3507,6.1535,3.3354,5.6796,2.29,10.8509
2018/3/20,10.1713,3.5089,7.06,4.8027,4.7121,5.811,4.5688,5.941,5.32,16.0401,10.6657,6.249,8.2989,4.9597,20.6829,3.1025,2.2559,8.0909,2.14,5.19,4.8279,3.8448,4.4359,2.58,5.5,13.0132,4.4351,7.4058,6.1535,3.3699,5.7222,2.52,10.9386
2018/3/21,10.1987,3.4902,6.95,4.7344,4.7029,5.6891,4.5476,5.7268,5.25,16.0401,10.3565,6.1544,8.2989,4.8734,20.3862,3.074,2.246,8.082,2.12,5.25,4.9026,3.8005,4.3808,2.57,5.5,12.934,4.3382,7.2607,5.9828,3.3354,5.5349,2.48,10.9791
2018/3/22,10.1163,3.4621,6.77,4.6856,4.6476,5.6423,4.5052,5.6268,5.26,16.0401,10.3565,6.1923,8.2989,4.8638,20.2604,3.0835,2.246,7.985,2.11,5.18,4.9026,3.7119,4.3348,2.55,5.5,12.9103,4.2414,7.0305,5.8501,3.3096,5.3135,2.4,11.2421
2018/3/23,9.1093,3.2843,6.09,4.2268,4.3715,5.1455,4.1303,5.0627,4.78,16.0401,10.3565,5.8141,8.1072,4.576,19.3705,2.9408,2.1366,7.6585,2.02,4.66,4.5663,3.3399,3.9032,2.38,5.5,11.7064,3.8153,6.3299,5.2622,3.0165,4.7855,2.25,11.4444
2018/3/26,9.1001,3.2656,5.92,4.1975,4.4268,5.1455,4.1233,4.9985,4.65,16.0401,10.3565,6.0505,8.251,4.6144,19.4874,2.9312,2.1565,7.3497,2.02,4.54,4.5065,3.3133,3.8205,2.35,5.5,11.6747,3.7475,6.1998,5.1864,2.9907,4.6834,2.27,11.7411
2018/3/27,9.3015,3.2656,5.99,4.2756,4.4728,5.2299,4.2435,5.1056,4.79,16.0401,10.3565,6.2395,8.2989,4.7487,19.6312,2.9883,2.1764,7.4115,2.02,4.6,4.5813,3.3664,3.8665,2.39,5.5,11.8569,3.7669,6.2699,5.3286,3.0424,4.7515,2.31,11.6467
2018/3/28,9.1642,3.2282,5.99,4.2658,4.4452,5.1455,4.1586,5.1056,4.78,16.0401,10.3565,6.1166,8.2797,4.7487,19.5054,2.9693,2.1565,7.3674,2.02,4.53,4.514,3.3487,3.8113,2.35,5.5,11.9361,3.7185,6.1748,5.2907,2.9993,4.8196,2.3,11.0398
2018/3/29,9.3839,3.2843,6.25,4.3732,4.5188,5.4173,4.2859,5.3912,4.94,16.0401,10.3565,6.2206,8.3851,4.787,19.8829,3.0359,2.1764,7.6232,2.02,4.98,4.6187,3.5082,3.9767,2.4,5.5,13.0291,3.8637,6.6101,5.613,3.1113,5.1006,2.34,11.64
2018/3/30,9.3931,3.2843,6.22,4.3634,4.5372,5.3798,4.2294,5.3983,4.94,16.0401,10.3565,6.3057,8.3564,4.8158,19.7301,3.0074,2.1665,7.5173,2.02,5.07,4.8802,3.4905,4.0134,2.4,5.5,13.0291,3.8444,6.5551,5.632,3.0855,5.024,2.31,11.5118
2018/4/2,9.4846,3.2469,6.18,4.3634,4.4544,5.3423,4.1869,5.5269,4.86,16.0401,10.0798,6.2206,8.5289,4.9693,20.3143,3.0074,2.1764,7.5526,2.02,4.99,5.0446,3.4993,4.0409,2.39,5.5,13.1637,3.8153,6.5151,5.6699,3.0596,4.9729,2.3,11.559
2018/4/3,9.4938,3.2001,5.97,4.2658,4.39,5.1549,4.1657,5.4626,4.72,16.0401,9.5915,6.1639,8.548,4.9597,19.9368,2.9503,2.1565,7.385,2.02,4.78,5.0671,3.393,3.9858,2.36,5.5,12.9974,3.7088,6.2148,5.4518,3.0079,4.8366,2.26,11.2691
2018/4/4,9.2741,3.1439,5.85,4.2561,4.3715,5.1268,4.1799,5.227,4.71,16.0401,9.228,6.1828,8.4043,4.9213,19.3615,2.9503,2.1665,7.2615,2.02,4.73,4.9923,3.331,3.9032,2.35,5.5,12.0408,3.6313,6.0497,5.395,2.9907,4.743,2.22,11.114
2018/4/9,9.2466,3.1252,5.97,4.2854,4.3531,5.2017,4.2506,5.5126,4.67,16.0401,9.4288,6.1923,8.251,5.1708,19.0649,2.9408,2.1665,7.5526,2.02,4.76,4.9624,3.3664,4.0042,2.35,5.5,11.6547,3.6991,6.1148,5.5372,3.0165,5.058,2.22,10.9521
2018/4/10,9.4846,3.2001,6.57,4.4025,4.4452,5.4454,4.3991,5.8411,4.77,16.0401,10.1666,6.3813,8.318,5.0557,19.1278,2.9788,2.1665,7.835,2.02,4.9,5.0297,3.5613,4.1787,2.4,5.5,12.3392,3.8637,6.415,5.8121,3.1286,5.5604,2.27,11.0533
2018/4/11,9.4663,3.1907,6.67,4.3732,4.4268,5.4548,4.4062,5.7482,4.75,16.0401,10.0201,6.4097,8.2414,4.9693,19.1458,2.9408,2.1665,7.7467,2.02,4.85,4.9774,3.517,4.1512,2.39,5.5,12.1373,3.8444,6.43,5.7173,3.1027,5.6796,2.24,11.1207
2018/4/12,9.4389,3.1533,6.57,4.3146,4.4176,5.4267,4.3425,5.7197,4.63,16.0401,9.8574,6.3624,8.1264,4.9213,18.9211,2.9217,2.1665,7.6938,2.02,4.77,4.8877,3.4639,4.1236,2.36,5.5,11.9881,3.7959,6.3399,5.7078,3.0596,5.8244,2.2,10.9049
2018/4/13,9.448,3.1627,6.64,4.3732,4.39,5.6235,4.385,5.6697,4.63,16.0401,9.8736,6.4853,8.203,4.9022,18.9481,2.9408,2.1665,7.7203,2.02,4.8,4.9101,3.4462,4.1328,2.38,5.5,11.9618,3.7863,6.43,5.7553,3.0682,5.7818,2.21,10.7228
2018/4/16,9.2832,3.1252,6.43,4.2463,4.3163,5.6235,4.2718,5.4055,4.51,16.0401,9.4125,6.4192,8.1647,4.8446,19.002,2.9122,2.1665,7.4997,2.02,4.65,4.8877,3.3841,3.9583,2.33,5.5,11.3563,3.6797,6.1898,5.5087,2.9821,5.6115,2.18,10.4193
2018/4/17,9.21,3.1159,6.36,4.2073,4.2979,5.6235,4.2364,5.3698,4.49,16.0401,9.3148,6.2963,8.0497,4.8254,18.6874,2.8932,2.1665,7.4556,2.02,4.58,4.8055,3.3753,3.995,2.32,5.5,11.1281,3.6701,6.2198,5.4518,2.9821,5.6626,2.17,10.3586
2018/4/18,9.3107,3.1252,6.57,4.2463,4.3163,5.6235,4.3779,5.6911,4.46,16.0401,9.5698,6.4097,8.0305,4.835,18.6874,2.8646,2.1665,7.7115,2.02,4.63,4.7831,3.4816,4.1328,2.34,5.5,11.4353,3.7475,6.2549,5.6035,3.0251,6.0202,2.17,10.4935
2018/4/19,9.4389,3.1533,6.94,4.3146,4.3623,5.6235,4.484,5.9339,4.47,16.0401,9.7977,6.4097,8.0401,4.883,18.8762,2.8932,2.1665,8.0467,2.02,4.7,4.7532,3.5348,4.3073,2.37,5.5,12.0847,3.8637,6.42,5.8216,3.1113,6.2076,2.2,10.5137
2018/4/20,9.1734,3.0597,6.65,4.1096,4.2151,5.6235,4.3567,5.8339,4.32,16.0401,9.1738,6.0315,7.9347,4.8158,17.3751,2.7314,2.1168,8.0203,2.02,4.52,4.5813,3.4107,4.1787,2.31,5.5,11.5318,3.7088,6.1,5.613,3.051,5.9351,2.16,10.0889
2018/4/23,9.2191,3.0784,6.78,4.1682,4.2427,5.6235,4.4203,5.9125,4.27,16.0401,9.4451,6.0315,7.9635,4.7199,17.1413,2.7409,2.077,8.0556,2.02,4.5,4.6336,3.4196,4.2614,2.3,5.5,11.523,3.5248,5.88,5.6035,3.1372,6.1139,2.18,10.0956
2018/4/24,9.3839,3.1346,7.05,4.2463,4.2979,5.6235,4.5264,6.191,4.4,16.0401,9.9008,6.6366,8.0593,4.835,17.6717,2.779,2.1068,8.1614,2.02,4.63,4.7681,3.4905,4.4083,2.34,5.5,12.1988,3.5926,6.04,5.8501,3.2234,6.5056,2.23,10.3721
2018/4/25,9.3382,3.1065,7.1,4.1975,4.2703,5.6235,4.4981,6.091,4.45,16.0401,9.7217,6.5988,8.0018,4.8926,17.5099,2.7314,2.0969,8.1261,2.02,4.57,4.6934,3.4107,4.3348,2.33,5.5,12.1549,3.5635,5.91,5.8027,3.2234,6.4545,2.27,10.3721
2018/4/26,9.1184,3.0691,7.03,4.0804,4.2059,5.6235,4.4132,6.0124,4.33,16.0401,9.5753,6.6933,7.8868,4.7966,17.0245,2.6838,2.087,8.1085,2.02,4.46,4.5589,3.3487,4.2522,2.29,5.5,11.76,3.4958,5.78,5.613,3.1975,6.3438,2.22,10.1698
2018/4/27,9.21,3.0691,7.05,4.0999,4.2243,5.6235,4.4415,6.1196,4.29,16.0401,9.6675,6.5988,7.9347,4.7966,17.0065,2.6838,2.0671,8.1526,2.02,4.47,4.5738,3.3399,4.243,2.3,5.5,11.5757,3.5151,5.61,5.4234,3.2406,6.5567,2.21,10.2575
2018/5/2,9.1367,3.0597,7.22,4.0511,4.2335,5.6235,4.5193,6.2409,4.29,16.0401,9.8085,6.5704,7.973,4.7774,17.2402,2.6457,2.0273,7.7556,2.02,4.48,4.6187,3.3487,4.3808,2.29,5.5,11.9179,3.5442,5.05,5.6604,3.3009,6.8377,2.17,10.2777
2018/5/3,9.1642,3.0784,7.22,4.0706,4.2979,5.6235,4.5052,6.1624,4.33,16.0401,9.8302,6.6839,8.021,4.8446,17.1683,2.6648,2.0273,7.8879,2.02,4.52,4.656,3.331,4.4359,2.29,5.5,11.9179,3.5151,5.03,5.6889,3.3354,6.71,2.18,10.3721
2018/5/4,9.1917,3.0691,6.98,4.0218,4.2887,5.6235,4.4486,5.8911,4.23,16.0401,9.6187,6.6366,8.0114,4.9309,17.0694,2.6362,2.0075,7.9409,2.02,4.46,4.6411,3.2867,4.3348,2.33,5.5,11.6196,3.4473,4.87,5.651,3.2837,6.1991,2.19,10.4463
2018/5/7,9.2924,3.0972,7.02,4.0608,4.3255,5.6235,4.4769,5.941,4.26,16.0401,9.8682,6.7217,8.0114,4.9693,17.2402,2.6552,2.0174,7.985,2.02,4.5,4.671,3.3044,4.3163,2.34,5.5,11.6722,3.4473,4.88,5.7173,3.2923,6.2842,2.19,10.6082
2018/5/8,9.3473,3.0878,7.13,4.0608,4.3255,5.6235,4.484,5.9696,4.3,16.0401,10.0744,6.8162,8.0497,4.9693,17.3211,2.6648,2.0174,8.0026,2.02,4.54,4.7083,3.3221,4.3163,2.34,5.5,11.9267,3.4473,4.89,5.6889,3.3096,6.2927,2.19,10.6689
2018/5/9,9.3107,3.0972,6.94,4.0511,4.3163,5.6235,4.4415,5.7982,4.27,16.0401,9.9116,6.8351,8.136,4.9693,17.411,2.6552,2.0075,7.8526,2.02,4.5,4.671,3.2867,4.1585,2.33,5.5,11.6459,3.4473,4.77,5.4993,3.2579,6.1906,2.19,10.8577
2018/5/10,9.3473,3.0878,7.04,4.0316,4.3255,5.6235,4.491,5.8411,4.26,16.0401,9.9496,6.8824,8.1168,5.0077,17.1683,2.6552,2.0075,7.8791,2.02,4.54,4.8429,3.2778,4.2049,2.33,5.5,11.7249,3.4473,4.9,5.5087,3.2837,6.1906,2.18,10.8644
2018/5/11,9.2466,3.0691,7.16,4.0316,4.2887,5.6235,4.4486,5.9053,4.28,16.0401,10.0689,6.7311,8.021,4.9309,17.1683,2.6552,2.0075,7.9497,2.02,4.57,4.7681,3.269,4.2049,2.31,5.5,11.8653,3.4473,4.85,5.632,3.3096,6.1735,2.17,10.6554
2018/5/14,9.21,3.0597,7.09,4.012,4.2519,5.6235,4.4486,5.8911,4.2,16.0401,9.9821,6.6271,8.1264,4.883,16.9346,2.6648,1.9975,8.0644,2.02,4.54,4.7233,3.2513,4.177,2.31,5.5,11.8565,3.4473,4.76,5.5656,3.2837,6.0458,2.17,10.5407
2018/5/15,9.2466,3.0878,7.11,4.0218,4.2795,5.6235,4.4628,5.8839,4.18,16.0401,10.2805,6.8162,8.1264,4.9118,17.2402,2.6648,2.0075,7.9232,2.02,4.55,4.7532,3.2513,4.1956,2.32,5.5,11.7951,3.4958,4.79,5.5087,3.2665,6.429,2.17,10.824
2018/5/16,9.2191,3.0691,6.92,3.9827,4.3347,5.6235,4.4132,5.7768,4.17,16.0401,10.1557,6.7122,8.136,4.8734,17.6717,2.6743,1.9975,7.8173,2.02,4.48,4.6859,3.1981,4.1121,2.3,5.5,11.5142,3.3699,4.7,5.4044,3.232,6.2246,2.17,10.7498
2018/5/17,9.2191,3.0504,6.93,3.9535,4.39,5.6235,4.3637,5.8196,4.15,16.0401,10.1774,6.7217,8.1935,4.8446,17.438,2.6552,1.9975,7.685,2.02,4.44,4.656,3.1804,4.1028,2.29,5.5,11.2773,3.3311,4.63,5.4234,3.232,6.2672,2.15,10.8779
2018/5/18,9.2832,3.0597,6.78,4.0218,4.3807,5.6235,4.4062,5.7982,4.2,16.0401,9.9062,6.8351,8.251,4.9789,17.393,2.6838,1.9975,7.7467,2.02,4.46,4.7233,3.207,4.1121,2.31,5.5,11.3387,3.3021,4.63,5.4329,3.2406,6.2161,2.15,10.9454
2018/5/21,9.3839,3.1065,6.87,4.0608,4.4268,5.6235,4.4345,5.8125,4.29,16.0401,9.7055,6.9297,8.2222,4.9885,17.6267,2.6743,2.0472,7.7467,2.02,4.7,4.7606,3.2867,4.1585,2.34,5.5,11.5055,3.3699,4.68,5.4518,3.2751,6.2246,2.16,10.9656
2018/5/22,9.3656,3.1065,6.76,4.0608,4.4544,5.6235,4.4345,5.6983,4.27,16.0401,9.4567,7.0053,8.1935,5.0461,17.7616,2.6552,2.0472,7.6144,2.02,4.64,4.7532,3.2513,4.1213,2.33,5.5,11.3738,3.4086,4.75,5.395,3.2406,6.0144,2.15,10.9723
2018/5/23,9.2924,3.0784,6.45,3.9827,4.3715,5.6235,4.3355,5.4412,4.21,16.0401,8.9534,6.8257,8.1072,4.9022,17.5908,2.6457,2.0075,7.4556,2.02,4.57,4.9026,3.1804,3.9914,2.29,5.5,10.8999,3.3118,4.61,5.2053,3.1372,5.7767,2.12,10.7363
2018/5/24,9.3198,3.0597,6.49,3.9827,4.4176,5.6235,4.2859,5.5055,4.15,16.0401,8.9949,6.8729,8.0689,4.9789,18.4717,2.6457,1.9975,7.4644,2.02,4.56,4.813,3.145,3.9914,2.3,5.5,10.7595,3.2924,4.6,5.1484,3.1717,5.8499,2.09,10.8442
2018/5/25,9.2008,3.0504,6.35,3.9437,4.4084,5.6235,4.2647,5.3983,4.08,16.0401,8.681,6.8257,8.0785,4.9405,19.011,2.6362,1.9975,7.4644,2.02,4.53,4.7831,3.1184,3.945,2.29,5.5,10.3558,3.1956,4.44,5.1484,3.12,5.7493,2.05,11.006
2018/5/28,9.1184,3.0597,6.33,3.9144,4.4268,5.6235,4.2718,5.4269,4.03,16.0401,8.7166,6.5421,7.9251,4.835,18.966,2.6457,1.7988,7.4291,2.02,4.3,4.7009,2.9944,3.88,2.23,5.5,10.0925,3.1084,4.36,4.9967,3.051,5.7219,2.01,11.0735
2018/5/29,9.3473,3.0223,6.62,3.9144,4.3623,5.6235,4.3142,5.6054,3.99,16.0401,8.9534,6.6177,7.906,4.7774,19.3436,2.6267,1.7491,7.5615,2.02,4.44,4.7606,3.0652,3.9821,2.24,5.5,10.7156,3.2149,4.42,5.357,3.1027,5.9595,2.06,10.9454
2018/5/30,9.0452,2.8726,6.47,3.7485,4.2059,5.6235,4.1799,5.4412,3.89,16.0401,8.4975,6.3908,7.5897,4.6719,19.6761,2.5696,1.6696,7.2791,2.02,4.18,4.5589,2.9589,3.8614,2.17,5.5,10.1539,3.0891,4.24,5.101,2.9821,5.7493,2,10.1226
2018/5/31,9.0818,2.9381,6.59,3.7875,4.2519,5.6235,4.2859,5.6768,3.87,16.0401,8.5626,6.6366,7.7143,4.6431,20.0267,2.4935,1.6994,7.4291,2.02,4.17,4.6261,3.0032,4.01,2.18,5.5,10.2066,3.1472,4.31,5.1769,3.051,5.7859,2.01,10.2575
2018/6/1,9.0818,2.9381,6.7,3.9535,4.2611,5.6235,4.3708,5.7911,3.88,16.0401,8.7876,6.6269,7.6568,4.6719,19.2447,2.5791,1.6795,7.5262,2.02,4.24,4.6485,3.0652,4.1399,2.2,5.5,10.3821,3.1956,4.34,5.2622,3.12,6.1423,2.05,10.1833
