ÈÕÆÚ,000016.SZ,000801.SZ,000810.SZ,002052.SZ,002420.SZ,002429.SZ,002519.SZ,002848.SZ,200016.SZ,600060.SH,600839.SH,603996.SH,000016.SZ,000801.SZ,000810.SZ,002052.SZ,002420.SZ,002429.SZ,002519.SZ,002848.SZ,200016.SZ,600060.SH,600839.SH,603996.SH,000016.SZ,000801.SZ,000810.SZ,002052.SZ,002420.SZ,002429.SZ,002519.SZ,002848.SZ,200016.SZ,600060.SH,600839.SH,603996.SH,000016.SZ,000801.SZ,000810.SZ,002052.SZ,002420.SZ,002429.SZ,002519.SZ,002848.SZ,200016.SZ,600060.SH,600839.SH,603996.SH,000016.SZ,000801.SZ,000810.SZ,002052.SZ,002420.SZ,002429.SZ,002519.SZ,002848.SZ,200016.SZ,600060.SH,600839.SH,603996.SH,000016.SZ,000801.SZ,000810.SZ,002052.SZ,002420.SZ,002429.SZ,002519.SZ,002848.SZ,200016.SZ,600060.SH,600839.SH,603996.SH
2017/3/20,0.2247,-1.4346,-0.2114,1.8145,0.206,0.7692,0.19,2.5341,0.3559,-0.221,0.4619,-0.333,0.4987,1.0451,0.7993,3.842,1.4861,0.5102,0.7012,22.7165,0.0511,2.4155,0.9369,2.3482,7120808348,11946381625,5775636109,6275477157,3784074276,16648518337,9358255788,1572934000,7120808348,23631170869,20056259205,2163611250,112.2515,62.6896,30.1178,-12.3433,203.1605,50.6901,45.7539,104.6031,63.0848,13.4354,36.1954,53.4623,3.7014,5.0878,5.5129,8.2191,2.3492,2.4569,3.8769,10.2392,2.0801,1.7924,1.5926,4.5065,0.5291,3.0509,2.4716,13.3705,0.6781,2.5381,7.1597,6.6563,0.2973,0.7424,0.2989,1.5013
2017/3/21,0.8969,0.6849,-0.4944,-0.495,-0.5139,-0.6679,0.4267,2.312,0,1.3289,0.6897,2.0048,0.7637,0.8724,0.7026,2.1696,1.3839,0.5605,0.9815,29.9206,0.0873,2.7826,1.6949,3.584,7184672100,12028206157,5747084236,6244410439,3764628879,16537316402,9398191445,1609300000,7184672100,23945206363,20194578234,2206986750,113.2582,63.119,29.9689,-12.2822,202.1165,50.3516,45.9492,107.0216,63.126,13.614,36.445,54.534,3.7346,5.1226,5.4857,8.1785,2.3371,2.4405,3.8934,10.4759,2.0815,1.8162,1.6035,4.5969,0.5338,3.0718,2.4594,13.3043,0.6746,2.5211,7.1902,6.8102,0.2975,0.7522,0.301,1.5314
2017/3/22,-0.6667,2.8912,-2.484,-2.3881,-0.3099,0.2882,0.4249,-0.2338,-0.3546,-1.3661,-0.9132,-2.3397,0.7965,2.1149,1.2056,2.0958,1.0852,0.5214,2.6974,26.5667,0.0785,1.929,1.0855,3.2282,7136774286,12375960417,5604324868,6095290189,3752961640,16584974374,9438127103,1605538000,7136774286,23618086057,20010152862,2155349250,112.5031,64.9438,29.2244,-11.9889,201.4901,50.4967,46.1444,106.7714,62.7345,13.428,36.1122,53.2581,3.7097,5.2707,5.3494,7.9831,2.3299,2.4475,3.91,10.4515,2.0686,1.7914,1.5889,4.4893,0.5302,3.1606,2.3983,12.9866,0.6725,2.5284,7.2208,6.7943,0.2957,0.7419,0.2982,1.4956
2017/3/23,0.4474,-0.5785,-0.5095,-0.1019,-0.9326,-0.8621,-1.7395,-3.697,-0.3559,1.108,0,3.4978,0.8374,1.5857,0.8616,1.7629,1.1322,0.5385,1.4405,24.7025,0.1404,2.29,0.8746,8.049,7168706162,12304363951,5575772995,6089076846,3717959926,16442000457,9273947177,1546182000,7168706162,23879782302,20010152862,2230740000,113.0065,64.5681,29.0756,-11.9767,199.6109,50.0613,45.3417,102.8241,62.4732,13.5768,36.1122,55.121,3.7263,5.2402,5.3221,7.975,2.3081,2.4264,3.8419,10.0651,2.06,1.8112,1.5889,4.6463,0.5326,3.1423,2.3861,12.9733,0.6662,2.5066,7.0952,6.5431,0.2944,0.7502,0.2982,1.5479
2017/3/24,0.6682,0.2494,0.951,0.102,0.1046,-0.0966,0.2392,1.9194,0,0.7671,0,2.1296,0.9835,1.1455,0.6734,1.4346,0.7937,0.7195,1.1159,17.1766,0.0531,2.5279,1.0133,10.6267,7216603976,12335048151,5628797903,6095290189,3721849005,16426114467,9296133654,1575860000,7216603976,24062969673,20010152862,2278246500,113.7616,64.7291,29.3521,-11.9889,199.8197,50.013,45.4502,104.7977,62.4605,13.6809,36.1122,56.2949,3.7512,5.2533,5.3728,7.9831,2.3106,2.4241,3.8511,10.2583,2.0596,1.8251,1.5889,4.7453,0.5362,3.1501,2.4088,12.9866,0.6669,2.5042,7.1121,6.6687,0.2944,0.7559,0.2982,1.5808
2017/3/27,0.2212,1.8242,-0.7971,-2.6504,-0.627,1.2573,-0.9069,1.3793,-0.7143,-0.0544,0.9217,-2.2212,1.1481,1.732,0.4852,2.5615,0.9956,0.6704,0.6344,18.3363,0.0428,1.9292,1.3886,6.1432,7232569914,12560065613,5583930673,5933743253,3698514528,16632632347,9211825043,1597596000,7232569914,24049884860,20194578234,2227641750,114.0132,65.9099,29.1181,-11.6711,198.5669,50.6418,45.038,106.2432,61.8912,13.6735,36.445,55.0444,3.7595,5.3491,5.3299,7.7716,2.2961,2.4545,3.8162,10.3998,2.0408,1.8241,1.6035,4.6399,0.5374,3.2076,2.3896,12.6424,0.6627,2.5356,7.0476,6.7606,0.2917,0.7555,0.301,1.5457
2017/3/28,-1.1038,-0.6515,0.5844,-2.9319,-0.7361,-1.5282,-1.1561,0.471,0.3597,-1.469,-1.1416,1.669,0.7198,0.9016,0.5366,2.7732,0.8899,0.379,0.612,27.8762,0.0706,1.9805,1.3196,6.0503,7152740224,12478241081,5616561386,5759769628,3671290972,16378456494,9105329956,1605120000,7152740224,23696594930,19964046519,2264820750,112.7548,65.4806,29.2883,-11.3289,197.1053,49.8679,44.5173,106.7436,62.1785,13.4726,36.029,55.9631,3.718,5.3143,5.3611,7.5437,2.2792,2.417,3.7721,10.4487,2.0503,1.7973,1.5852,4.7173,0.5314,3.1867,2.4035,12.2717,0.6578,2.4969,6.9661,6.7925,0.2931,0.7444,0.2976,1.5715
2017/3/29,-0.4464,-3.4426,-1.5977,0,-2.5424,-0.679,-1.8031,-9.7656,-0.3584,-0.497,-1.1547,-1.14,0.6379,1.2467,0.6039,1.4022,1.5483,0.3878,0.773,25.3402,0.1645,1.406,1.2176,5.2123,7120808348,12048662290,5526826926,5759769628,3577953066,16267254559,8941150030,1448370000,7120808348,23578831620,19733514804,2239002000,112.2515,63.2263,28.8203,-11.3289,192.0942,49.5293,43.7146,96.3194,62.0746,13.4057,35.613,55.3251,3.7014,5.1313,5.2754,7.5437,2.2212,2.4006,3.7041,9.4284,2.0468,1.7884,1.5669,4.6636,0.5291,3.077,2.3651,12.2717,0.6411,2.4799,6.8405,6.1292,0.2926,0.7407,0.2941,1.5536
2017/3/30,-2.0179,-1.6129,-2.952,-6.6882,-1.7391,-2.832,-1.6873,-5.7143,-2.1583,-1.2209,-1.4019,-3.2749,0.8806,1.0691,1.0139,3.9541,1.3614,0.9269,0.8511,18.9565,0.1704,1.4611,1.2417,4.9554,6977114906,11854329027,5363673364,5374542318,3515727796,15806560826,8790281989,1365606000,6977114906,23290965752,19456876746,2165676750,109.9863,62.2065,27.9695,-10.5712,188.7534,48.1266,42.977,90.8154,60.7006,13.242,35.1137,53.5133,3.6267,5.0486,5.1197,7.0392,2.1826,2.3326,3.6416,8.8896,2.0015,1.7666,1.545,4.5108,0.5184,3.0274,2.2953,11.4509,0.63,2.4097,6.7251,5.7789,0.2861,0.7317,0.29,1.5027
2017/3/31,0.6865,0.7765,0.3042,0,-1.5487,-0.201,0.0505,-9.7337,0.3676,1.6292,0.237,1.1445,0.4892,0.9987,0.6976,1.3058,1.7575,0.4791,0.4821,22.3047,0.2168,1.2758,0.7895,2.1948,7025012720,11946381625,5379988720,5374542318,3461280684,15774788845,8794719285,1232682000,7025012720,23670425306,19502983089,2190462750,110.7413,62.6896,28.0546,-10.5712,185.8302,48.0299,42.9987,81.9757,61,13.4578,35.1969,54.1257,3.6516,5.0878,5.1353,7.0392,2.1488,2.3279,3.6434,8.0243,2.0114,1.7954,1.5486,4.5625,0.5219,3.0509,2.3023,11.4509,0.6202,2.4049,6.7285,5.2164,0.2875,0.7436,0.2907,1.5199
2017/4/5,1.3636,1.5411,1.6679,1.8497,1.1236,2.0141,1.3118,2.7467,0.7326,0.4422,1.4184,0.4715,0.6375,0.5918,0.7228,1.5407,1.3265,0.5422,0.6141,15.2093,0.1498,1.7444,0.94,2.2806,7120808348,12130486822,5469723179,5473955817,3500171478,16092508660,9042616962,1266540000,7120808348,23775103804,19779621147,2200790250,112.2515,63.6557,28.5226,-10.7668,187.9182,48.9972,43.5627,84.2274,61.3722,13.5173,35.6962,54.3809,3.7014,5.1662,5.2209,7.1694,2.1729,2.3748,3.6912,8.2447,2.0237,1.8033,1.5706,4.584,0.5291,3.0979,2.3407,11.6627,0.6272,2.4533,6.8168,5.3597,0.2893,0.7469,0.2948,1.5271
2017/4/6,0.2242,-0.1686,-0.6711,-0.5675,1.5556,0.8885,0.4482,0.462,0.3636,0,0,-1.1732,0.6416,0.7259,0.581,1.3361,2.0862,0.3403,0.569,14.8017,0.1225,,0.7517,2.2342,7136774286,12110030689,5433013628,5442889099,3554618590,16235482577,9083146620,1272392000,7136774286,23775103804,19779621147,2174971500,112.5031,63.5483,28.3311,-10.7057,190.8414,49.4326,43.758,84.6165,61.6308,13.5173,35.6962,53.743,3.7097,5.1574,5.1859,7.1287,2.2067,2.3959,3.7077,8.2828,2.0322,1.8033,1.5706,4.5302,0.5302,3.0927,2.325,11.5966,0.6369,2.4751,6.8473,5.3845,0.2905,0.7469,0.2948,1.5092
2017/4/7,0,-0.7601,-0.1502,-1.7123,-0.2188,0,-0.0992,-0.9527,0.3623,-1.4309,-0.4662,-0.7597,0.5968,1.3566,0.6178,1.6323,0.6973,0.62,0.5096,9.986,0.0828,1.8136,0.6998,2.0588,7136774286,12017978091,5424855950,5349688943,3546840431,16235482577,9074140030,1260270000,7136774286,23434898686,19687408461,2158447500,112.5031,63.0653,28.2886,-10.5224,190.4238,49.4326,43.7146,83.8104,61.8666,13.3238,35.5297,53.3347,3.7097,5.1182,5.1781,7.0066,2.2019,2.3959,3.7041,8.2039,2.04,1.7775,1.5633,4.4958,0.5302,3.0692,2.3215,11.398,0.6355,2.4751,6.8405,5.3332,0.2916,0.7362,0.2934,1.4977
2017/4/10,0.2237,-1.9574,-2.1805,-5.3426,-2.4123,-3.1311,-1.0918,-9.9834,0.722,-1.2842,-1.8735,-4.4976,0.8601,1.0475,1.1474,3.1326,1.385,0.9305,0.6619,13.7425,0.0963,1.84,1.8436,3.5261,7152740224,11782732562,5306569617,5063875132,3461280684,15727130872,8975067533,1134452000,7152740224,23133948005,19318557717,2061369000,112.7548,61.8308,27.6718,-9.9602,185.8302,47.8848,43.2373,75.4432,62.4046,13.1527,34.8641,50.9359,3.718,5.0181,5.0652,6.6323,2.1488,2.3209,3.6636,7.3849,2.0577,1.7547,1.534,4.2936,0.5314,3.0091,2.2709,10.789,0.6202,2.3976,6.7659,4.8007,0.2941,0.7267,0.2879,1.4304
2017/4/11,1.3393,4.6007,1.0761,0.8589,0.2247,-0.8081,2.6593,3.5004,0.7168,0.509,1.6706,1.9038,1.5616,2.2297,0.9339,2.25,1.1753,0.7225,1.3166,14.2446,0.1393,1.4464,1.4875,2.6547,7248535852,12324820084,5363673364,5107368538,3469058843,15600042946,9213742184,1174162000,7248535852,23251711315,19641302118,2100613500,114.2649,64.6755,27.9695,-10.0457,186.2478,47.4978,44.3871,78.084,62.7628,13.2197,35.4465,51.9056,3.7678,5.2489,5.1197,6.6892,2.1536,2.3021,3.7611,7.6434,2.0695,1.7636,1.5596,4.3753,0.5385,3.1475,2.2953,10.8817,0.6216,2.3782,6.9458,4.9688,0.2958,0.7304,0.2927,1.4576
2017/4/12,2.4229,-1.4938,-0.8365,0.2433,0,-1.7312,-1.955,-5.0552,1.7794,-0.5627,0,-0.7375,4.3919,1.4908,0.6622,1.7195,1.0075,0.5115,1.18,10.9401,0.5754,0.8974,1.3819,1.3379,7424161170,12140714888,5318806134,5119795225,3469058843,15329981103,9033610372,1114806000,7424161170,23120863193,19641302118,2085122250,117.0335,63.7094,27.7356,-10.0702,186.2478,46.6756,43.5194,74.1368,63.8602,13.1453,35.4465,51.5228,3.859,5.1705,5.0769,6.7055,2.1536,2.2623,3.6875,7.257,2.1057,1.7537,1.5596,4.343,0.5516,3.1005,2.2761,10.9082,0.6216,2.337,6.81,4.7176,0.301,0.7263,0.2927,1.4468
2017/4/13,-0.6452,-0.7582,0.8436,-1.2136,-0.1121,0.829,-0.997,0.0375,0,-0.2264,-0.7042,0.9906,1.9705,0.7231,0.5777,1.2097,0.7649,0.2661,0.9406,5.2531,0.1881,1.2086,0.9491,1.2527,7376263356,12048662290,5363673364,5057661788,3465169763,15457069029,8943544466,1115224000,7376263356,23068523944,19502983089,2105777250,116.2784,63.2263,27.9695,-9.948,186.039,47.0625,43.0855,74.1646,63.5881,13.1155,35.1969,52.0332,3.8341,5.1313,5.1197,6.6241,2.1512,2.281,3.6508,7.2597,2.0967,1.7497,1.5486,4.3861,0.548,3.077,2.2953,10.7758,0.6209,2.3564,6.7421,4.7194,0.2997,0.7247,0.2907,1.4612
2017/4/14,0.4329,-1.8676,-0.5323,-1.2285,0.7856,-0.3083,-3.2226,-0.0375,-0.3497,-1.0777,-0.9456,-0.1471,1.3687,0.6755,0.4683,1.3922,0.9394,0.3299,1.2094,6.3749,0.0394,0.986,0.7903,1.3092,7408195232,11823644828,5335121490,4995528351,3492393319,15409411057,8655333567,1114806000,7408195232,22819912512,19318557717,2102679000,116.7818,62.0455,27.8207,-9.8258,187.5006,46.9174,41.697,74.1368,63.4274,12.9742,34.8641,51.9566,3.8507,5.0355,5.0924,6.5428,2.1681,2.274,3.5331,7.257,2.0914,1.7308,1.534,4.3796,0.5504,3.0195,2.2831,10.6434,0.6258,2.3492,6.5248,4.7176,0.2989,0.7169,0.2879,1.459
2017/4/17,-0.6466,-5.8824,0.0765,-4.8507,-5.902,-0.1031,-0.6243,-10.0112,-0.3509,0.2294,-0.2387,-2.4558,1.2328,1.3209,0.4979,1.872,1.5668,0.334,0.4943,10.8609,0.0418,0.9192,0.8647,1.2741,7360297418,11128136308,5339200330,4753207946,3286272110,15393525066,8601294023,1003200000,7360297418,22872251761,19272451374,2051041500,116.0267,58.3958,27.8419,-9.3491,176.4343,46.869,41.4367,66.7147,63.2478,13.004,34.7809,50.6807,3.8258,4.7393,5.0963,6.2254,2.0401,2.2717,3.5111,6.5305,2.0855,1.7348,1.5303,4.2721,0.5468,2.8419,2.2848,10.1271,0.5889,2.3467,6.4841,4.2453,0.2981,0.7185,0.2872,1.4232
2017/4/18,0,-2.2059,1.0695,-2.0915,-2.3669,-5.0568,-0.2094,-3.0417,0.3521,1.5446,-0.7177,-4.3807,1.2805,0.8188,1.0578,1.2997,1.2558,0.7129,0.3678,6.3626,0.1987,1.9718,0.6671,2.4328,7360297418,10882662713,5396304076,4653794446,3208490522,14615111518,8583280842,972686000,7360297418,23225541691,19134132345,1961192250,116.0267,57.1076,28.1397,-9.1536,172.2584,44.499,41.3499,64.6855,63.5357,13.2048,34.5313,48.4605,3.8258,4.6347,5.1508,6.0952,1.9919,2.1568,3.5037,6.3318,2.095,1.7616,1.5193,4.0849,0.5468,2.7792,2.3093,9.9153,0.5749,2.2281,6.4705,4.1162,0.2995,0.7296,0.2852,1.3608
2017/4/19,0.4338,-2.0677,-1.2094,-1.4686,-3.3939,-2.3913,-1.8888,3.9966,0,0.7324,-3.1325,-1.4218,1.3785,0.5874,0.6954,2.1362,1.4183,0.8303,0.87,7.4707,0.2713,1.6223,1.5877,1.5447,7392229294,10657645251,5331042651,4585447665,3099596298,14265619720,8421162211,1011560000,7392229294,23395644249,18534749886,1933308000,116.5301,55.9268,27.7994,-9.0192,166.412,43.4349,40.5689,67.2707,63.3564,13.3015,33.4496,47.7715,3.8424,4.5389,5.0885,6.0057,1.9243,2.1052,3.4375,6.5849,2.0891,1.7745,1.4717,4.0268,0.5492,2.7217,2.2813,9.7697,0.5554,2.1748,6.3483,4.2807,0.2986,0.735,0.2763,1.3415
2017/4/20,0.6479,0.5758,-2.0658,0.6775,-1.5056,-0.7795,-2.3529,-1.6942,-0.3509,2.4049,0.2488,-0.641,1.4255,0.4696,0.6708,1.8459,1.0229,0.4487,0.7305,9.4845,0.1357,3.331,0.9972,1.2149,7440127108,10719013650,5220913997,4616514384,3052927345,14154417785,8223017218,994422000,7440127108,23958291175,18580856229,1920915000,117.2852,56.2489,27.2251,-9.0803,163.9064,43.0963,39.6143,66.131,63.2485,13.6214,33.5328,47.4653,3.8673,4.565,4.9834,6.0464,1.8953,2.0888,3.3566,6.4733,2.0855,1.8172,1.4754,4.001,0.5528,2.7374,2.2342,9.8359,0.547,2.1578,6.1989,4.2082,0.2981,0.7526,0.2769,1.3329
2017/4/21,-1.2876,-2.8626,-0.3125,-1.8843,1.5287,0.4489,-0.931,-1.4292,0.3521,-0.2731,-0.9926,-0.2688,1.0705,0.4374,0.7627,1.0741,0.7465,0.4767,0.3632,3.8904,0.0614,1.7138,0.7086,0.7971,7344331480,10412171656,5204598641,4529527572,3099596298,14217961748,8146461198,980210000,7344331480,23892867114,18396430857,1915751250,115.775,54.6387,27.14,-8.9092,166.412,43.2898,39.2455,65.1859,63.4941,13.5842,33.1999,47.3377,3.8175,4.4344,4.9678,5.9324,1.9243,2.0982,3.3254,6.3808,2.0936,1.8122,1.4608,3.9903,0.5457,2.6591,2.2272,9.6506,0.5554,2.1675,6.1412,4.148,0.2993,0.7506,0.2742,1.3293
2017/4/24,-7.6087,-9.0373,-1.489,-5.7613,-4.7679,-2.5698,-10.0055,-4.2217,-1.7544,-0.5476,-6.5163,-6.9003,1.4662,1.0004,0.9845,1.7149,0.8741,0.427,0.2694,4.7484,0.2486,1.8014,1.8233,1.78,6785523650,9471189542,5127100698,4268567136,2951811280,13852583960,7331364748,938828000,6785523650,23762018992,17197665939,1783559250,106.9661,49.7008,26.7359,-8.3959,158.4777,42.1773,35.3188,62.4339,62.2378,13.5098,31.0365,44.0713,3.5271,4.0336,4.8939,5.5906,1.8325,2.0443,2.9927,6.1114,2.0522,1.8023,1.3656,3.7149,0.5041,2.4188,2.1941,9.0946,0.5289,2.1118,5.5268,3.9729,0.2933,0.7465,0.2563,1.2376
2017/4/25,1.1765,0.7559,-1.7502,0.2911,0.7905,2.1789,-7.371,2.0036,0.3571,0.6057,0.5362,0.1158,1.4131,0.8706,0.4896,1.2792,0.6905,0.3812,2.303,4.3774,0.1037,1.4183,1.2168,1.0752,6865353340,9542786007,5037366239,4280993823,2975145756,14154417785,6790969312,957638000,6865353340,23905951926,17289878625,1785624750,108.2245,50.0765,26.268,-8.4203,159.7305,43.0963,32.7154,63.6848,62.5747,13.5917,31.2029,44.1223,3.5686,4.0641,4.8082,5.6069,1.847,2.0888,2.7721,6.2339,2.0633,1.8132,1.3729,3.7192,0.5101,2.437,2.1557,9.121,0.5331,2.1578,5.1194,4.0525,0.2949,0.751,0.2577,1.239
2017/4/26,0.9302,0.4287,-2.996,0.4354,3.3987,0,-0.3316,1.615,0,-1.5326,0.5333,1.0989,0.66,0.4787,0.8828,0.9666,1.1533,0.3115,1.0813,5.5662,0.0506,3.0856,0.9329,1.1506,6929217092,9583698273,4886449194,4299633854,3076261821,14154417785,6768452836,973104000,6929217092,23539577184,17382091311,1805247000,109.2312,50.2912,25.481,-8.457,165.1592,43.0963,32.607,64.7133,62.574,13.3834,31.3694,44.6072,3.6018,4.0815,4.6642,5.6313,1.9098,2.0888,2.7629,6.3345,2.0633,1.7854,1.3802,3.7601,0.5148,2.4475,2.0911,9.1608,0.5512,2.1578,5.1024,4.1179,0.2949,0.7395,0.2591,1.2526
2017/4/27,0.9217,0,-0.2504,2.7457,0.3793,-0.6734,1.0645,4.1667,0,-3.1128,0.2653,-0.8581,0.7968,0.6513,1.1744,2.7133,0.9784,0.5015,0.908,10.8988,0.0638,2.4723,1.1021,2.316,6993080844,9583698273,4874212677,4417687385,3087929059,14059101840,6840505561,1013650000,6993080844,22806827699,17428197654,1789755750,110.238,50.2912,25.4172,-8.6892,165.7856,42.8061,32.9541,67.4097,62.6228,12.9668,31.4526,44.2244,3.635,4.0815,4.6525,5.7859,1.917,2.0747,2.7923,6.5985,2.0649,1.7299,1.3839,3.7278,0.5196,2.4475,2.0858,9.4123,0.5533,2.1433,5.1567,4.2895,0.2951,0.7165,0.2598,1.2419
2017/4/28,5.0228,0.4269,1.1715,0.9845,0.1259,2.5989,2.0408,0.701,1.4235,-1.6064,0,1.7311,1.6836,0.3494,0.6193,1.4067,1.0857,0.4808,0.7352,9.4427,0.2517,1.8785,0.6979,1.3778,7344331480,9624610539,4931316424,4461180791,3091818139,14424479628,6980107715,1020756000,7344331480,22440452957,17428197654,1820738250,115.775,50.5059,25.715,-8.7747,165.9944,43.9186,33.6266,67.8822,63.5415,12.7585,31.4526,44.99,3.8175,4.099,4.707,5.8429,1.9194,2.1287,2.8493,6.6447,2.0952,1.7021,1.3839,3.7924,0.5457,2.4579,2.1103,9.5049,0.554,2.199,5.262,4.3196,0.2995,0.705,0.2598,1.2634
2017/5/2,0.8696,0.4251,0.2481,-0.6964,-1.3836,-0.5507,0,-2.1704,-1.0526,-9.9708,-0.7937,-0.3971,1.0479,0.3489,0.514,1.2464,0.9341,0.3249,0.398,5.8421,0.1404,2.9973,0.5658,1.2282,7408195232,9665522805,4943552941,4430114072,3049038265,14345049674,6980107715,998602000,7408195232,20202950068,17289878625,1813509000,116.7818,50.7206,25.7788,-8.7136,163.6976,43.6767,33.6266,66.409,62.9216,11.4863,31.2029,44.8113,3.8507,4.1164,4.7187,5.8022,1.8929,2.1169,2.8493,6.5005,2.0748,1.5324,1.3729,3.7773,0.5504,2.4684,2.1155,9.4388,0.5463,2.1869,5.262,4.2258,0.2966,0.6347,0.2577,1.2584
2017/5/3,-0.6466,1.7989,0.8251,1.2623,-0.8929,-0.443,-0.5161,1.2558,0,-5.3109,-0.2667,-0.8542,0.8827,0.701,0.6128,1.1851,0.9675,0.2301,0.3714,7.751,0.0793,4.8133,0.5438,1.3721,7360297418,9839399935,4984341331,4486034166,3021814709,14281505711,6944081353,1011142000,7360297418,19129995466,17243772282,1798017750,116.0267,51.633,25.9915,-8.8236,162.2361,43.4832,33.4531,67.2429,62.84,10.8763,31.1197,44.4285,3.8258,4.1904,4.7576,5.8755,1.876,2.1076,2.8346,6.5822,2.0721,1.451,1.3692,3.745,0.5468,2.5128,2.133,9.5579,0.5415,2.1772,5.2348,4.2789,0.2962,0.601,0.257,1.2476
2017/5/4,0,-1.7672,-0.7365,-2.3546,0.2574,-0.8899,-0.7782,-0.3721,-0.3546,-0.342,-0.8021,-3.5612,0.7688,0.5291,0.3558,1.3736,0.7761,0.4255,0.4023,7.0337,0.0941,2.5297,0.6421,3.9446,7360297418,9665522805,4947631780,4380407323,3029592868,14154417785,6890041809,1007380000,7360297418,19064571405,17105453253,1733987250,116.0267,50.7206,25.8,-8.6159,162.6537,43.0963,33.1927,66.9927,62.6758,10.8391,30.8701,42.8464,3.8258,4.1164,4.7226,5.7371,1.8808,2.0888,2.8125,6.5577,2.0667,1.446,1.3582,3.6117,0.5468,2.4684,2.1173,9.3328,0.5429,2.1578,5.1941,4.263,0.2954,0.5989,0.2549,1.2032
2017/5/5,-0.2169,-3.4921,-1.4839,-0.4255,-1.1553,-0.8979,-2.2876,-1.5353,-1.4235,-0.6177,-2.4259,-2.8588,0.6843,0.5023,0.3636,1.7105,0.5602,0.4142,0.5708,5.4588,0.0766,2.081,0.8614,2.0885,7344331480,9327996612,4874212677,4361767291,2994591153,14027329859,6732426474,991914000,7344331480,18946808095,16690496166,1684415250,115.775,48.9494,25.4172,-8.5792,160.7745,42.7093,32.4334,65.9642,61.7042,10.7722,30.1212,41.6214,3.8175,3.9726,4.6525,5.7127,1.8591,2.0701,2.7482,6.457,2.0346,1.4371,1.3253,3.5084,0.5457,2.3822,2.0858,9.2931,0.5366,2.1385,5.0752,4.1975,0.2908,0.5952,0.2488,1.1688
2017/5/8,-5.2174,-4.7149,-3.8494,0.4274,-2.5974,-0.453,0.4013,-5.8154,0,0.2762,-1.3812,-3.3109,1.7553,0.5697,0.6634,1.2166,0.9039,0.2423,0.6444,5.1427,0.0721,2.5828,0.7159,1.756,6961148968,8888189754,4686586080,4380407323,2916809565,13963785896,6759446245,934230000,6961148968,18999147343,16459964451,1628646750,109.7346,46.6415,24.4388,-8.6159,156.5985,42.5159,32.5636,62.1281,61.7565,10.8019,29.7052,40.2434,3.6184,3.7853,4.4734,5.7371,1.8108,2.0607,2.7592,6.0815,2.0363,1.441,1.307,3.3923,0.5172,2.2699,2.0055,9.3328,0.5227,2.1288,5.0956,3.9534,0.2911,0.5968,0.2453,1.1301
2017/5/9,0.4587,0.6904,1.0444,-0.1418,1.7333,0.5688,2.3318,2.7293,0,-0.6198,0.8403,2.2194,0.7515,0.446,0.5055,1.3278,0.7255,0.3589,0.5524,3.8983,0.0342,1.2141,0.707,2.705,6993080844,8949558153,4735532149,4374193979,2967367597,14043215850,6917061581,959728000,6993080844,18881384033,16598283480,1664793000,110.238,46.9635,24.694,-8.6036,159.3129,42.7577,33.3229,63.8238,61.8255,10.735,29.9548,41.1366,3.635,3.8115,4.5201,5.729,1.8422,2.0724,2.8235,6.2475,2.0386,1.4321,1.318,3.4675,0.5196,2.2855,2.0265,9.3196,0.5317,2.1409,5.2144,4.0613,0.2914,0.5931,0.2474,1.1552
2017/5/10,0.4566,-5.1429,0.0861,-3.4091,-0.9174,-2.1493,-2.6042,-0.7404,0.361,-2.9799,-3.6111,-2.6055,0.7471,0.6351,0.4342,1.2977,0.7462,0.3423,0.4974,5.5532,0.0595,1.4453,0.8737,1.9504,7025012720,8489295162,4739610988,4225073730,2940144042,13741382025,6736929769,952622000,7025012720,18318737108,15998901021,1621417500,110.7413,44.5482,24.7153,-8.3103,157.8513,41.8387,32.4551,63.3512,62.0802,10.4151,28.8731,40.0648,3.6516,3.6154,4.524,5.5337,1.8253,2.0279,2.75,6.2012,2.047,1.3894,1.2704,3.3772,0.5219,2.168,2.0282,9.0019,0.5268,2.0949,5.0786,4.0313,0.2926,0.5755,0.2385,1.1251
2017/5/11,-1.1364,-3.9759,-3.6145,-3.0882,-1.8519,-1.9653,0.6684,2.3256,-0.3597,-0.7857,-0.2882,-0.4459,0.9983,1.1533,0.8442,1.8845,0.9075,0.4647,0.638,4.7416,0.094,1.4955,1.2604,2.6763,6945183030,8151768969,4568299747,4094593511,2885696930,13471320181,6849191661,974776000,6945183030,18174804174,15952794678,1614188250,109.4829,42.7771,23.822,-8.0537,154.9281,41.0164,32.6721,64.8245,61.822,10.3332,28.7899,39.8862,3.6101,3.4717,4.3605,5.3628,1.7915,1.988,2.7684,6.3454,2.0385,1.3785,1.2667,3.3621,0.516,2.0818,1.9549,8.7239,0.5171,2.0537,5.1126,4.125,0.2914,0.571,0.2378,1.1201
