ÈÕÆÚ,000157.SZ,000425.SZ,000528.SZ,000551.SZ,000584.SZ,000680.SZ,000821.SZ,000852.SZ,000856.SZ,002006.SZ,002009.SZ,002021.SZ,002031.SZ,002073.SZ,002097.SZ,002111.SZ,002192.SZ,002204.SZ,002209.SZ,002278.SZ,002337.SZ,002353.SZ,002366.SZ,002367.SZ,002430.SZ,002459.SZ,002483.SZ,002490.SZ,002509.SZ,002523.SZ,002526.SZ,002529.SZ,002535.SZ,002564.SZ,002595.SZ,002613.SZ,002645.SZ,002651.SZ,002667.SZ,002689.SZ,002690.SZ,002691.SZ,002698.SZ,002722.SZ,002730.SZ,002757.SZ,002774.SZ,002779.SZ,002786.SZ,002796.SZ,002816.SZ,002833.SZ,002837.SZ,002890.SZ,002957.SZ,002960.SZ,300004.SZ,300084.SZ,300097.SZ,300099.SZ,300103.SZ,300151.SZ,300171.SZ,300173.SZ,300195.SZ,300201.SZ,300210.SZ,300216.SZ,300275.SZ,300276.SZ,300281.SZ,300293.SZ,300307.SZ,300362.SZ,300382.SZ,300385.SZ,300411.SZ,300412.SZ,300415.SZ,300442.SZ,300450.SZ,300457.SZ,300461.SZ,300471.SZ,300472.SZ,300480.SZ,300483.SZ,300486.SZ,300499.SZ,300509.SZ,300512.SZ,300521.SZ,300540.SZ,300549.SZ,300551.SZ,300604.SZ,300619.SZ,300669.SZ,300724.SZ,300751.SZ,300756.SZ,300757.SZ,300776.SZ,300786.SZ,600031.SH,600169.SH,600262.SH,600302.SH,600320.SH,600375.SH,600388.SH,600444.SH,600499.SH,600501.SH,600520.SH,600526.SH,600545.SH,600560.SH,600579.SH,600582.SH,600761.SH,600815.SH,600835.SH,600843.SH,600894.SH,600984.SH,601038.SH,601106.SH,601608.SH,601798.SH,603011.SH,603012.SH,603029.SH,603036.SH,603076.SH,603159.SH,603169.SH,603185.SH,603203.SH,603279.SH,603283.SH,603289.SH,603298.SH,603311.SH,603318.SH,603321.SH,603337.SH,603338.SH,603356.SH,603488.SH,603611.SH,603638.SH,603656.SH,603686.SH,603690.SH,603789.SH,603800.SH,603855.SH,603895.SH,603901.SH,603912.SH,603956.SH,603960.SH,603966.SH,688001.SH,688006.SH,688012.SH,688022.SH,900924.SH,900925.SH,900947.SH
2018/12/14,3.5281,3.355,6.6304,5.76,6.5423,3.4726,8.36,6.1811,15.06,5.05,8.3133,2.93,1.97,4.79,5.8376,9.8372,20.25,3.1025,6.8106,6.645,3.67,18.0465,11.5273,5.1814,9.5614,9.2,3.9837,4.38,2.51,3.0243,2,7.24,3.39,5.27,16.4724,2.86,5.835,4.1986,6.7218,3.47,21.5487,7.8782,6.2899,14.6225,6.7469,18.9737,8.36,15.4204,6.4522,22.5684,15.5115,35.0033,15.4331,19.24,,,4.2,4.97,11.72,4.2621,8.69,5.1692,6.6584,5.02,8,4.4114,4.36,4.03,7.71,7.7512,4.8818,7.5314,4.9452,6.16,5.4944,8.9211,8.05,6.5045,6.1138,13.26,29.5649,29.6553,20.66,6.65,9.6247,9.5008,31,12.9908,9.9219,8.5052,12.0913,9.1119,14.03,11.4429,11.9859,17.6829,24.6917,18.3393,26.1822,115.6227,,,,,8.2961,2.34,17.5846,4.37,3.2667,3.76,9.7759,9.9805,4.53,6.44,14.15,4.75,7.2562,7.7549,8.06,3.7374,8.6411,3.15,15.245,7.12,5.7282,5.25,5.01,2.76,2.61,4.86,4.5649,7.6653,14.298,11.9729,25.1978,12.7294,4.07,,20.0827,,16.5779,7.9505,11.5386,10.6844,12.2,7.288,25.6995,40.5218,17.0859,7.6343,12.1355,16.8186,14.2426,8.0316,16.1148,12.34,11.5521,8.0483,25.4181,6.7681,12.2886,,22.229,9.7301,,,,,0.697,1.6999,0.3336
2018/12/17,3.557,3.3846,6.7282,5.85,6.3329,3.4626,8.3,6.2965,15.24,4.99,8.4126,3.09,1.98,4.75,5.8376,9.808,20.02,3.1025,6.9205,6.5556,3.88,17.8079,10.4721,5.2843,9.6403,9.38,3.9837,4.38,2.5,3.0045,1.99,7.32,3.38,5.19,16.1483,2.84,5.7971,4.2282,6.6019,3.46,21.7144,8.0379,6.1579,14.9284,6.6575,19.5635,9.196,15.3305,6.5121,21.6588,15.6515,34.7156,15.5025,19.24,,,3.81,4.93,11.71,4.2621,8.71,5.2782,6.7778,4.98,7.96,4.4014,4.46,4.16,7.73,7.7652,4.8319,7.4615,4.985,6.1,5.475,8.7217,8.23,6.6127,6.0842,13.29,29.1492,27.9173,20.64,6.47,9.5625,9.4809,30.49,13.36,9.7896,8.3743,12.2298,9.0621,13.19,11.63,12.3554,17.4416,24.6618,18.1413,26.8082,116.5083,,,,,8.502,2.35,17.5846,4.36,3.2469,3.8,9.4207,9.9805,4.52,6.42,14.29,4.71,7.266,7.7349,8.01,3.7078,8.6218,3.11,15.1186,7.13,5.6686,5.17,5.04,2.78,2.63,4.81,4.5649,7.6454,14.0498,11.9232,25.1183,12.8783,4.05,,20.4577,,16.8731,7.9898,11.6461,10.5367,12.09,7.4171,25.5028,40.9834,16.5634,7.6245,12.1842,17.2552,14.3916,8.0528,16.5538,12.32,11.3979,8.0972,25.9767,7.1755,12.5343,,21.8685,9.6507,,,,,0.695,1.6932,0.3345
2018/12/18,3.4993,3.3451,6.5718,5.72,6.4625,3.3731,8.25,6.1811,14.38,4.95,8.1245,3.13,1.96,4.65,5.8376,9.7691,20.22,3.0926,7.0603,6.5457,3.83,17.3605,10.4024,5.2936,9.3347,9.43,3.9441,4.34,2.51,2.9846,2,7.23,3.34,5.1,16.4036,2.83,5.7667,4.1887,6.3622,3.45,21.3927,7.7184,6.0919,14.6324,6.737,19.2686,9.1761,15.2407,6.3625,21.5326,15.6215,34.6363,15.3736,18.94,,,3.8,4.83,11.42,4.2128,8.51,5.3178,6.8873,5.15,7.95,4.3715,4.38,4.11,7.67,7.6113,4.7221,7.262,4.9053,5.96,5.4267,8.7342,8.33,6.6422,6.1039,13.32,29.0799,27.9273,19.95,6.28,9.5625,9.3316,30.55,13.7691,9.955,8.1844,12.21,9.1917,12.93,11.886,12.3854,17.6724,24.572,18.2007,26.7684,114.5282,,,,,8.4334,2.37,17.9806,4.4,3.2272,3.76,9.4306,9.9212,4.39,6.34,14.99,4.69,7.266,7.8047,7.98,3.6881,8.7473,3.09,15.2547,7.09,5.619,5.17,4.99,2.79,2.63,4.78,4.5845,7.6056,13.9505,11.8933,24.9494,12.7578,4.11,,20.4676,,16.5583,7.9603,11.7048,10.4383,12.13,7.3675,25.6656,39.6552,16.3859,7.5073,12.2427,18.6052,14.5406,8.0174,16.2445,12.3,11.2534,7.9505,26.4157,7.0463,12.7113,,22.0142,9.1443,,,,,0.682,1.6778,0.3306
2018/12/19,3.5089,3.3352,6.5131,5.58,6.3528,3.3631,8.2,5.9351,14.01,4.84,8.0252,3.14,1.93,4.58,5.8376,9.7301,19.77,3.0329,7.0603,6.4166,3.88,16.2568,10.2631,5.1814,9.3643,9.49,3.8651,4.34,2.46,2.9648,1.96,7.16,3.31,5.06,15.8634,2.8,5.6453,4.169,6.3023,3.41,21.0612,7.5587,6.0193,14.5633,6.6078,19.1441,9.1562,15.2606,6.2129,21.5791,15.5315,34.4974,15.0267,18.46,,,3.77,4.85,11.12,4.0648,8.02,5.3673,6.9171,5.05,7.9,4.3116,4.47,4.52,7.66,7.5344,4.7221,7.0326,4.8355,5.98,5.388,8.6345,8.24,6.4848,5.9954,13.16,28.4365,27.9173,19.5,6.17,10.52,9.2222,30.33,13.5396,10.1733,8.0928,12.1111,9.092,12.52,11.502,12.3754,17.7773,24.4823,17.963,26.5299,107.9112,,,,,8.404,2.34,17.5252,4.42,3.2075,3.71,9.4898,9.9212,4.37,6.3,14.45,4.6,7.266,7.725,7.8,3.6387,8.6314,3.06,14.6908,6.96,5.5693,5.14,4.8,2.77,2.6,5.02,4.4473,7.6056,13.8115,11.6843,24.1645,12.6301,4.02,,19.9051,,16.3123,7.8424,11.6852,10.3004,12.18,7.3377,25.2316,40.1879,16.0211,7.4878,12.1063,17.9873,15.9907,7.8832,16.2545,12.28,11.0896,7.9212,25.7872,6.7979,12.9964,,21.8915,9.194,,,,,0.679,1.6585,0.3296
2018/12/20,3.4705,3.3352,6.5522,5.61,6.3728,3.3631,8.18,5.9428,14.32,4.86,8.1146,3.11,1.93,4.61,5.9262,9.6426,19.91,3.023,7.3599,6.4265,3.99,16.038,10.1834,5.3497,9.3249,9.4,4.0133,4.35,2.49,2.9846,1.96,7.21,3.31,5.12,15.9813,2.8,5.6908,4.2085,6.3423,3.43,21.1879,7.5986,6.0655,14.8988,6.6376,19.0785,8.8676,15.2706,6.2528,21.7318,15.3516,34.785,15.6214,18.55,,,3.82,4.87,11.2,4.1733,8.07,5.4762,7.0664,5.16,7.95,4.2617,4.63,4.45,7.71,7.5414,4.762,7.1423,4.8454,6,5.3686,8.6345,8.31,6.6914,6.0546,13.14,28.0505,27.9273,19.08,6.26,11.0423,9.2421,30.51,13.4298,10.3982,8.0666,12.0814,9.1318,12.61,11.6103,12.5852,17.8246,24.6817,18.0819,27.0466,109.3042,,,,,8.3255,2.33,17.3073,4.42,3.1877,3.71,9.7463,9.9607,4.39,6.27,14.47,4.59,7.2464,7.8645,7.88,3.6782,8.6507,3.09,14.8658,7.04,5.5396,5.13,4.75,2.75,2.59,4.97,4.4669,7.6155,13.8611,11.6346,24.5421,12.694,4.04,,19.9248,,16.4205,7.9309,11.5288,10.2216,12.22,7.3774,25.0214,39.9535,16.1394,7.4781,11.8336,17.7388,15.2954,7.8974,16.1846,12.25,11.369,7.9505,26.2062,6.7383,13.5272,,21.2395,9.2933,,,,,0.685,1.6489,0.3267
2018/12/21,3.5089,3.2859,6.4544,5.55,6.4127,3.3134,7.88,5.7891,14.08,4.85,7.9557,3.06,1.91,4.61,5.6112,9.6134,19.18,3.0429,7.0703,6.3769,3.91,15.8988,10.1038,5.2188,9.2066,9.31,3.9343,4.34,2.44,2.9747,1.93,7.15,3.3,5.1,15.8045,2.74,5.5618,4.1986,6.2923,3.43,19.8326,7.319,6.0457,14.8199,6.6177,18.9081,8.4595,15.76,6.0733,21.6521,15.4116,34.666,15.3538,18.57,,,3.79,4.81,11.12,4.1536,8.03,5.298,6.8375,5.14,7.89,4.1619,4.51,4.27,7.73,7.4714,4.6922,7.2221,4.8255,5.79,5.2622,8.6532,8.23,6.6029,6.0349,13.23,28.4563,28.0771,19.1,6.2,9.9542,9.262,30.5,13.4298,10.6495,8.1386,12.0418,9.0122,12.63,11.561,12.3854,17.0062,24.7017,17.9828,27.1559,111.6625,,,,,8.2863,2.31,17.2875,4.37,3.1482,3.66,9.983,9.8717,4.44,6.21,14.09,4.58,7.2562,7.8246,8,3.6486,8.5638,3.03,14.8269,7.08,5.48,5.08,4.8,2.72,2.6,4.98,4.4278,7.6155,13.8711,11.4853,24.4427,12.7791,4.09,,19.8755,,16.6075,7.8719,11.4017,10.2315,12.12,7.2582,25.001,39.1225,16.1986,7.3804,11.7459,17.7052,14.9875,8.0174,15.6857,12.22,11.3401,7.8723,26.5354,6.7084,13.5272,,20.8866,9.333,,,,,0.687,1.6432,0.3257
2018/12/24,3.5281,3.2958,6.4935,5.68,6.5124,3.3432,7.86,5.8352,14.29,4.96,8.2239,3.17,1.92,4.65,5.5718,9.5647,19.15,3.0429,6.9804,6.3272,3.78,15.9883,10.1934,5.2749,9.2756,9.24,3.9145,4.37,2.44,2.9648,1.95,7.15,3.34,5.16,15.5,2.78,5.6074,4.1986,6.4621,3.45,20.7101,7.309,6.1711,15.106,6.737,18.9081,8.4695,16.3293,6.173,22.8739,15.4016,34.5867,16.0476,18.88,,,3.72,4.92,11.39,4.193,8.12,5.4069,6.8276,5.15,7.96,4.1719,4.44,4.2,7.9,7.6463,4.7221,7.3219,4.8754,5.59,5.2719,8.7591,8.26,6.6816,6.094,13.36,28.3078,27.8474,19.12,6.3,9.3947,9.272,30.85,13.5196,11.3705,8.741,12.2595,9.2415,12.92,11.7875,12.5152,17.599,25.679,18.2601,28.6961,115.4834,,,,,8.3942,2.32,17.3271,4.43,3.168,3.67,9.8942,10.2674,4.42,6.26,14.11,4.63,7.2562,7.9542,7.93,3.6092,8.6893,3.05,15.2353,7.08,5.4999,5.14,4.93,2.75,2.65,5,4.5061,7.6653,13.9108,11.6843,25.4661,12.9918,4.09,,19.9742,,18.2702,8.0291,11.6363,10.3595,12.1,7.2781,25.4825,41.6156,16.5831,7.4488,12.0284,17.5776,15.2954,7.968,16.0649,12.28,11.5617,7.9408,29.1889,6.8078,14.0581,,21.0247,9.2138,,,,,0.68,1.6528,0.3286
2018/12/25,3.4705,3.2366,6.3077,5.77,6.4027,3.2835,7.68,5.7276,13.91,4.85,8.2139,3.14,1.88,4.56,5.4832,9.4577,18.92,2.9732,6.7807,6.4365,3.77,15.2327,9.9545,5.2843,9.3643,8.73,3.8156,4.28,2.33,2.9251,1.9,6.91,3.27,5.07,15.3821,2.7,5.5694,4.1097,6.522,3.35,20.5346,7.1992,6.1579,14.7903,6.9059,18.8426,8.2207,16.2993,6.153,24.2881,15.2017,33.6741,16.6721,18.86,,,3.64,5.06,11.48,4.0648,7.85,5.3277,6.947,5.03,7.89,4.1319,4.35,4.15,7.85,7.5833,4.6223,7.1124,4.7657,5.09,5.4363,8.6594,7.97,6.5635,6.0053,13.02,27.8921,27.8574,18.84,5.71,9.0465,9.2222,31.32,13.5097,10.5437,8.9832,12.1209,9.0122,12.47,11.502,12.765,16.8699,25.7288,18.3096,28.8054,116.359,,,,,8.1686,2.27,17.3172,4.46,3.1384,3.59,9.8548,10.3069,4.22,6.11,13.71,4.52,7.2464,7.7947,7.8,3.4415,8.6604,3.02,15.1186,6.85,5.3907,5.07,4.95,2.7,2.62,4.89,4.3788,7.8545,13.5434,11.326,25.1482,12.928,4.03,,19.5301,,20.1001,7.9603,11.5483,10.1724,11.85,7.1788,25.4961,41.232,16.1789,7.1657,11.8823,16.832,14.6002,7.7208,15.7855,12.28,11.1089,7.9016,28.5804,6.6389,14.3924,,20.5491,8.8961,,,,,0.675,1.6441,0.3257
2018/12/26,3.4416,3.1971,6.2099,5.78,6.3329,3.2437,7.65,5.8582,14.54,4.89,8.0352,3.05,1.9,4.61,5.5226,9.3993,18.61,3.0031,6.8706,6.5656,3.91,14.9741,9.6559,5.3871,9.2657,8.68,3.786,4.27,2.31,2.9351,1.91,6.88,3.26,5.11,15.5687,2.7,5.5315,4.08,6.522,3.34,20.4859,7.5087,6.2239,15.1159,7.2636,18.6394,8.151,16.1495,6.183,23.0067,15.0618,33.6741,16.1666,19.06,,,3.61,4.95,11.26,4.0648,7.81,5.2584,7.0863,4.9,7.95,4.092,4.47,4.09,7.89,7.5554,4.6023,7.0326,4.7956,5.07,5.388,8.7965,7.98,6.534,5.9856,13.05,27.4071,28.157,18.55,5.6,9.0714,9.1924,32.34,13.2502,10.8414,8.7082,12.1209,9.0621,12.49,11.6004,13.1345,16.382,25.9582,18.1413,28.8054,115.1351,,,,,8.2373,2.29,17.1588,4.47,3.1581,3.57,10.0619,10.6235,4.2,6.07,13.63,4.52,7.2366,7.7349,7.79,3.4415,8.7376,2.99,14.7394,6.9,5.4601,5.04,4.95,2.7,2.63,4.95,4.3984,7.9839,13.3945,11.3758,25.1084,12.9138,4.06,,19.2537,,18.3981,8.0783,11.7537,10.1921,11.84,7.5263,24.818,40.3584,16.662,7.1949,11.9602,16.7581,14.5406,7.7066,15.576,12.27,11.0222,7.9212,27.513,6.619,13.5961,,20.4188,9.1046,,,,,0.675,1.6355,0.3247
2018/12/27,3.4416,3.1675,5.985,5.84,6.3229,3.2139,7.63,5.7199,14.15,5.38,7.6776,2.97,1.87,4.55,5.4143,9.4674,18.04,2.9832,6.6608,6.5258,3.65,15.0239,9.2776,5.0972,9.039,8.44,3.6772,4.25,2.29,2.9152,1.86,6.75,3.21,5.04,15.7357,2.67,5.4253,4.0208,6.6119,3.3,20.0861,7.2292,5.8741,14.6225,6.9854,18.646,8.0316,16.2194,5.9935,22.6747,15.0818,33.0989,16.1567,18.5,,,3.49,4.99,11.02,3.9858,7.58,5.1989,6.8873,4.47,7.91,4.0222,4.22,3.93,7.68,7.2615,4.5224,6.883,4.7557,5.58,5.3203,8.784,7.58,6.4257,5.9659,12.79,29.0997,27.8973,18.34,5.42,8.4683,9.1824,32.24,13.0507,10.2196,8.1189,11.9132,8.743,12.22,11.4921,12.1956,15.7473,26.4269,18.0422,28.0601,116.17,,,,,8.2373,2.26,17.0994,4.39,3.1186,3.5,10.0126,9.753,4.12,5.99,12.91,4.42,7.2366,7.8944,7.83,3.3133,8.5156,2.98,14.6519,6.63,5.3807,5.04,4.85,2.67,2.59,4.92,4.3004,7.9839,13.0867,11.1966,24.3632,12.616,4.47,,19.382,,17.7586,7.8719,11.519,10.0345,12.23,7.6554,24.8858,41.1042,15.962,7.273,11.9212,16.382,14.0241,7.5795,15.2966,12.27,10.8777,7.8038,26.3359,6.5196,13.4486,,20.1119,8.6479,,,,,0.672,1.6326,0.3257
2018/12/28,3.4224,3.1872,5.9361,5.81,6.2631,3.2537,7.66,5.5046,14.4,5.54,7.5087,3.02,1.88,4.53,5.4636,9.4772,18.24,2.9434,6.7907,6.5954,3.76,14.9145,9.3373,5.2094,9.2164,8.37,3.608,4.21,2.37,2.9251,1.88,6.79,3.22,5.02,15.7161,2.66,5.4025,4.0405,6.552,3.27,20.7491,7.3789,5.8675,14.0108,6.7171,18.6132,8.0614,16.2094,6.0733,23,14.9818,33.7237,15.2051,18.45,,,3.59,4.78,11.17,4.0352,7.51,5.2188,6.9769,4.53,7.96,4.0321,4.26,3.83,7.54,7.2126,4.4925,6.7832,4.7657,5.23,5.3299,8.7902,7.6,6.4159,5.9757,12.67,28.6444,27.8174,17.82,5.44,8.462,9.0929,30.82,13.3001,9.6176,7.988,11.8736,8.753,12.17,11.2164,11.2667,16.0515,27.4241,18.0621,28.2986,119.1252,42.6267,,,,8.1784,2.23,17.1786,4.38,3.1285,3.52,10.0126,9.4464,4.04,6.07,13.18,4.42,7.2562,8.0539,8.24,3.3725,8.448,2.99,14.1463,6.64,5.4105,5.07,4.86,2.67,2.6,4.92,4.2612,7.9938,13.1264,11.1369,24.3135,12.5734,4.27,34.9287,19.3426,,17.4536,7.8129,11.5581,9.9754,12.46,7.0299,24.879,40.0032,15.4296,7.1657,11.9602,16.2611,13.8851,7.6713,15.1469,12.32,10.8295,7.7061,25.9368,6.5594,13.134,,21.3085,8.5784,,,,,0.676,1.6191,0.3286
2019/1/2,3.3359,3.1774,5.8774,5.65,6.1733,3.2238,7.62,5.4508,14.54,5.4,7.4889,2.72,1.88,4.47,5.4439,9.6718,17.83,2.9534,6.8106,6.6152,3.78,14.9244,9.397,5.2188,8.8714,8.33,3.6575,4.2,2.38,2.9747,1.89,6.89,3.22,4.97,15.1267,2.66,5.4632,4.0208,6.552,3.28,20.1056,7.3989,5.9797,14.0601,6.7171,18.6853,8.0714,16.2094,6.153,22.9735,14.8719,33.2278,15.443,18.51,,,3.61,4.7,11.17,4.0549,7.68,5.1494,6.8375,4.63,7.96,4.0421,4.28,3.91,7.53,7.2615,4.5025,6.853,4.676,5.75,5.3493,8.8214,7.56,6.5045,6.025,12.78,28.6246,27.4079,17.93,5.49,8.6548,9.1924,32.2,13.4298,9.6507,7.8701,12.0319,8.8128,12.08,11.305,11.2867,15.7263,28.0424,17.8937,29.1531,125.0655,46.8915,,,,7.894,2.24,17.1786,4.35,3.1581,3.52,10.0422,9.5156,3.98,6.19,12.98,4.44,7.2366,8.3629,8.16,3.3331,8.448,2.99,14.5352,6.74,5.3807,5.06,4.57,2.67,2.6,4.92,4.2514,7.964,13.325,11.0772,23.8763,12.5947,4.2,37.3474,19.5794,,17.1092,7.8129,11.6755,10.0444,12.37,6.3547,23.3262,40.4365,15.0845,7.068,12.0576,16.2275,14.0241,7.6996,14.7178,12.38,10.7909,7.8527,26.0865,6.5792,13.4683,,20.5415,8.499,,,,,0.673,1.623,0.3306
2019/1/3,3.3839,3.1576,5.8774,5.55,6.2531,3.184,7.62,5.42,13.78,5.7,7.33,2.75,1.88,4.42,5.5521,9.8956,17.23,2.9633,6.7208,6.496,3.69,14.8847,9.5464,4.9569,8.8123,8.32,3.7168,4.2,2.33,2.9549,1.87,6.85,3.25,4.98,15.0088,2.69,5.3721,4.0998,6.4421,3.31,19.2866,7.0095,5.8939,14.0799,6.7171,18.7312,8.0714,16.1795,6.0832,21.5393,14.9119,32.6228,14.6699,18.47,,,3.64,4.69,11.1,4.1536,7.74,5.1197,6.3001,4.82,7.98,4.0122,4.34,3.97,7.45,7.2266,4.6123,6.8331,4.6859,5.58,5.388,8.6407,8.01,6.6422,5.9954,12.85,27.3181,27.308,17.4,5.42,8.518,9.1824,31.49,13.7292,9.6772,7.8047,12.0319,8.7829,11.99,11.108,11.2667,15.1493,29.7178,17.8937,28.706,125.981,48.293,,,,7.7764,2.25,17.644,4.31,3.2075,3.57,9.8055,9.3475,4.09,6.69,12.68,4.48,7.2366,8.3031,8.12,3.4317,8.4769,2.99,14.5741,6.69,5.4006,5.04,4.51,2.69,2.63,4.87,4.2612,8.0137,13.2356,11.0573,23.5882,12.616,4.09,35.6045,19.6584,,16.6173,7.7834,11.7439,10.1527,12.49,6.315,22.404,38.7034,14.7592,7.1364,11.9797,16.1402,14.1334,7.2616,14.4085,12.38,10.7524,7.9505,25.5677,6.5892,12.5835,,19.483,8.489,,,,,0.674,1.6335,0.3286
2019/1/4,3.4224,3.207,6.0632,5.9,6.3927,3.2636,7.91,5.5584,14.04,5.82,7.5584,2.85,1.92,4.51,5.6998,10.2069,17.99,3.0031,6.8406,6.645,3.82,15.2724,10.0939,5.331,8.9404,8.41,3.7761,4.29,2.42,3.064,1.91,7.03,3.33,5.08,15.9125,2.74,5.577,4.3567,6.7518,3.46,20.0861,7.1693,6.0589,14.3956,6.8363,19.2227,8.1908,16.2394,6.2927,22.1833,15.0418,33.3964,15.0961,18.77,,,3.8,4.87,11.56,4.2818,8.01,5.3871,6.5787,5.14,8.08,4.102,4.45,4.02,7.68,7.4784,5.0715,7.0924,4.8355,5.42,5.5524,8.7591,8.08,6.6029,6.1532,13.1,26.4273,26.9085,17.92,5.69,8.7356,9.2521,31.95,14.238,9.8492,7.916,12.3188,9.0222,12.41,11.4724,11.3666,15.569,30.735,18.1215,29.7891,134.6875,48.9085,,,,7.9137,2.3,17.6044,4.47,3.2469,3.73,10.1606,9.5848,4.14,6.9,13.17,4.62,7.2366,8.5523,8.25,3.4612,8.6507,3.05,14.8755,6.87,5.5197,5.07,4.56,2.74,2.69,4.89,4.4376,8.0536,13.5136,11.2763,24.0453,12.8145,4.15,39.1685,20.0334,,16.8042,7.921,11.9688,10.3201,12.5,6.4242,24.2755,39.7049,14.8972,7.3707,12.0868,16.288,14.9379,7.4382,14.9573,12.52,11.0511,8.1266,25.8969,6.7283,13.4289,,20.1503,8.7075,,,,,0.681,1.6499,0.3375
2019/1/7,3.4705,3.2366,6.1024,5.99,6.652,3.3333,7.99,5.7045,14.22,5.73,7.7273,3.03,2.03,4.6,5.8967,10.421,18.05,3.0627,6.9904,6.8437,3.9,15.6105,11.0993,5.331,9.0686,8.54,3.8651,4.34,2.47,3.173,2,7.22,3.44,5.21,15.7946,2.78,5.6225,4.5444,6.8217,3.52,20.4371,7.319,6.1051,14.6521,7.1444,19.1506,8.3102,16.7488,6.6616,23.3054,16.401,34.6958,16.6027,19.19,,,3.89,5.06,11.88,4.7061,8.08,5.4168,6.8574,5.15,8.14,4.2018,4.53,4.09,7.93,7.6323,5.5807,7.272,4.9352,5.4,5.5137,8.8837,8.46,6.6914,6.3011,13.29,27.3675,26.9185,19.13,5.87,8.8786,9.3714,31.78,14.0784,9.9815,7.9945,12.9026,9.2016,12.8,11.9352,11.5164,16.4292,30.2463,18.369,30.7628,143.2448,48.8041,,,,7.9823,2.37,18.4163,4.55,3.316,3.93,10.3875,9.7233,4.3,7.36,13.31,4.71,7.3052,8.6021,8.28,3.4908,8.8535,3.1,15.2061,7.03,5.5793,5.12,4.64,2.81,2.83,4.91,4.6139,8.0337,13.742,11.535,24.3632,12.9918,4.57,38.5639,20.4873,,17.0895,8.0488,12.0568,10.3693,12.47,6.583,24.4789,41.1965,15.0648,7.5464,12.4082,16.4492,15.0273,7.7561,16.454,12.54,11.3401,8.1363,26.2959,6.8973,13.5666,,20.5875,8.8068,,,,,0.694,1.6576,0.3414
2019/1/8,3.4897,3.2168,6.0632,6,6.6121,3.3432,7.8,5.7814,14,5.65,7.7968,3,2,4.67,5.8475,10.2069,17.62,3.0528,6.9804,6.6748,3.86,15.8591,10.9499,5.4058,9.1277,8.85,3.8651,4.34,2.47,3.1334,2.01,7.24,3.42,5.23,15.8634,2.8,5.6529,4.4752,6.9216,3.49,20.5736,7.2591,6.0193,14.5535,7.0152,18.9474,8.3003,16.8486,6.6716,22.7809,16.411,34.3982,18.268,19.14,,,3.91,5.06,11.91,4.4791,8.29,5.3772,6.7678,5.2,8.33,4.1319,4.51,4.15,8.06,7.7023,6.1397,7.2421,4.9651,5.24,5.5331,8.8961,8.31,6.7308,6.2715,13.3,28.4068,27.8474,18.87,6.03,8.7294,9.2322,31.49,13.7292,9.8227,7.8963,12.6948,9.2315,13,11.8565,11.6063,16.361,30.5256,18.4086,30.2262,142.2895,50.0957,23.7462,,,7.9431,2.37,18.2777,4.5,3.3259,3.86,10.2296,9.6739,4.36,6.98,13.12,4.75,7.3052,8.323,8.09,3.4514,8.8535,3.11,15.4103,7.08,5.5594,5.11,4.62,2.78,2.76,4.9,4.5943,8.173,13.7122,11.5549,23.8763,12.9493,4.68,38.9765,20.8229,,16.7255,8.0095,11.9786,10.3299,12.49,6.6228,24.0449,41.0616,14.8183,7.6147,12.5641,16.288,14.8286,7.7843,16.5339,12.46,11.475,8.107,25.8271,6.8376,13.3011,,19.9432,8.8365,,,,,0.695,1.6518,0.3434
2019/1/9,3.4993,3.2366,6.0632,5.99,6.5623,3.3432,7.9,5.7276,13.92,5.56,7.906,2.99,2,4.62,5.7983,10.168,17.66,3.0627,6.9405,6.645,4.25,15.9684,10.8404,5.5181,9.0981,8.73,3.9046,4.32,2.46,3.1036,2,7.2,3.44,5.17,15.883,2.83,5.6301,4.3962,7.0214,3.47,20.4469,7.2591,6.1117,14.5633,6.9854,18.8557,8.2107,17.7675,6.6417,22.5352,16.531,34.5172,18.0102,19.16,,,3.94,5.07,11.71,4.489,8.32,5.3574,6.8475,5.38,8.24,4.2118,4.54,4.08,7.95,7.6953,5.9001,7.272,4.995,5.2,5.6201,8.9211,8.2,6.6422,6.2025,13.26,27.2191,27.2581,18.64,6.05,8.7045,9.3018,31.15,13.5296,9.9219,7.8636,12.6157,9.2116,12.84,11.8368,11.5764,16.5341,29.2391,18.3294,29.3916,138.3592,50.2331,26.1246,,,7.9529,2.4,18.2678,4.95,3.2963,3.92,10.1902,9.7827,4.31,6.86,13.27,4.76,7.2954,8.4028,8.14,3.4415,8.8631,3.07,15.2255,7.07,5.6091,5.11,4.73,2.79,2.74,4.88,4.6335,8.1232,13.7321,11.4753,23.7869,12.9209,5.15,39.3464,20.6255,,16.8534,7.9407,11.9004,10.4776,12.75,6.6625,24.0585,41.1752,14.9169,7.644,12.4667,16.3887,14.7492,7.6713,16.5239,12.49,11.3209,8.0777,25.8371,6.8675,13.4486,,20.4188,8.916,,,,,0.698,1.6576,0.3414
