ÈÕÆÚ,000410.SZ,000530.SZ,000570.SZ,000595.SZ,000777.SZ,000811.SZ,000816.SZ,000837.SZ,000880.SZ,002026.SZ,002046.SZ,002122.SZ,002158.SZ,002164.SZ,002248.SZ,002272.SZ,002282.SZ,002347.SZ,002426.SZ,002438.SZ,002444.SZ,002480.SZ,002514.SZ,002520.SZ,002532.SZ,002552.SZ,002559.SZ,002598.SZ,002633.SZ,002639.SZ,002685.SZ,002686.SZ,002747.SZ,002760.SZ,002793.SZ,002795.SZ,002871.SZ,002877.SZ,002884.SZ,002896.SZ,002903.SZ,002931.SZ,002943.SZ,200530.SZ,200570.SZ,300024.SZ,300064.SZ,300080.SZ,300091.SZ,300092.SZ,300095.SZ,300126.SZ,300145.SZ,300154.SZ,300161.SZ,300179.SZ,300193.SZ,300222.SZ,300257.SZ,300260.SZ,300278.SZ,300345.SZ,300391.SZ,300400.SZ,300420.SZ,300421.SZ,300430.SZ,300435.SZ,300441.SZ,300464.SZ,300470.SZ,300488.SZ,300503.SZ,300554.SZ,300606.SZ,300607.SZ,300629.SZ,300700.SZ,300718.SZ,300780.SZ,600172.SH,600218.SH,600243.SH,600421.SH,600481.SH,600592.SH,600841.SH,601002.SH,601100.SH,601177.SH,601369.SH,601882.SH,603088.SH,603090.SH,603131.SH,603187.SH,603269.SH,603277.SH,603308.SH,603315.SH,603331.SH,603339.SH,603486.SH,603617.SH,603666.SH,603667.SH,603699.SH,603757.SH,603915.SH,603985.SH,688003.SH,688028.SH,688333.SH,900920.SH
2018/11/22,6.96,3.5588,4.1719,3.39,11.3073,5.658,1.5513,4.37,7.7095,6.0872,6.5219,2.14,7.7223,3.3,8.78,4.46,9.5975,4.1,2.84,6.0936,9.61,5.13,6.18,7.0167,5.2272,4.94,4.7209,7.4047,9.18,5.7527,6.066,7.5964,8.9911,16.71,6.3952,16.7159,22.6536,10.7595,13.1402,36.4879,19.2474,37.4505,,2.2577,2.6087,14.98,5.1881,4.35,4.2415,6.5709,5.44,6.33,3.96,5.1771,11.045,4.2811,6.878,16.1693,10.452,10.0751,7.7,4.46,6.5787,15.56,4.517,7.4653,8.63,10.3101,7.2269,7.76,23.8985,16.327,10.1201,22.4777,18.6788,39.2796,17.4997,26.1242,15.0421,,3.8,5.16,4.65,6.53,3.6785,5.8095,7.6034,5.98,19.662,8.3626,6.2087,8.1359,8.9472,14.2366,11.3011,,16.8111,9.6654,9.2313,11.5104,17.4921,15.9827,34.6402,12.6748,50.4014,8.652,10.889,15.5581,,14.355,,,,0.5826
2018/11/23,6.58,3.3611,3.9429,3.16,10.7111,5.4293,1.4717,4.17,7.3305,5.6531,6.2922,2.03,7.3878,3,8.54,4.2,9.1291,3.91,2.64,5.8442,9.25,5.64,6.17,6.7404,4.9847,4.69,4.5328,7.0258,8.64,5.553,5.729,7.6164,8.7827,16.28,6.1139,15.5122,21.3158,11.2885,12.7436,34.2204,17.7676,35.6832,,2.1893,2.5198,14.46,4.8888,4.35,4.0419,6.3612,5.09,5.92,4.06,4.9163,10.2261,4.0378,6.7415,15.057,9.9071,9.381,8.14,4.23,6.1339,15.47,4.3185,7.126,8.65,9.991,7.0085,7.28,23.3524,15.7777,9.5728,21.3543,18.1901,38.1789,16.1905,24.1813,14.3642,,3.91,4.99,4.26,6.2,3.4941,5.5914,7.166,5.86,19.0083,8.0632,6.0049,7.7287,8.3461,13.2531,10.4553,,15.4217,9.1073,8.6245,11.0807,15.7478,15.1041,32.8223,12.3068,47.2178,8.0438,10.5475,14.4253,,13.8501,,,,0.5618
2018/11/26,6.5,3.4006,3.8931,3.03,10.7012,5.4492,1.432,4.15,7.7893,5.663,6.3921,1.94,7.5157,3.02,8.46,4.31,9.4879,3.91,2.68,5.8542,9.32,5.42,6.34,6.8094,4.975,4.59,4.5458,7.0744,8.87,5.7827,5.6497,7.8556,8.7926,15.77,6.045,14.8036,20.9987,10.828,12.9922,32.9475,17.559,33.7571,,2.2088,2.5692,14.37,4.8788,4.35,4.0718,6.3012,5.13,5.73,3.92,5.0032,10.356,4.067,6.722,15.0272,10.0953,9.5694,7.41,4.17,6.1406,15.77,4.2688,6.9955,8.85,10.0209,6.8298,7.1,22.0716,15.6233,9.4335,20.1414,20.0052,35.4518,15.9206,23.2846,14.2168,,3.77,5.01,4.38,6.3,3.4456,5.5815,7.0865,5.77,18.9984,8.0333,5.9176,7.8578,8.3531,13.6008,10.4624,,15.1736,9.1758,8.5449,11.2706,14.8708,15.1436,33.3457,12.0662,46.5533,8.0732,10.5001,14.726,,13.8851,,,,0.5589
2018/11/27,6.54,3.4303,3.9031,3.08,10.8601,5.5287,1.4419,4.2,7.5599,5.8405,6.3721,1.95,7.6239,3.04,8.46,4.35,9.3085,4.13,2.65,5.8741,9.34,5.53,6.33,7.0956,5.0429,4.72,4.4939,7.3076,9.27,5.9225,5.6894,7.3173,8.9216,15.91,6.1311,14.8133,20.9194,11.1391,12.7555,32.8281,18.5521,33.8663,,2.1991,2.5593,14.3,4.9487,4.35,4.1516,6.471,5.16,5.8,3.8,5.1288,10.5157,4.067,6.8195,14.9974,10.4024,9.4107,7.75,4.13,6.1937,15.75,4.2788,7.0216,9.05,9.8614,7.2864,7.52,23.7297,15.7345,9.523,20.2707,22.0097,35.5312,16.3504,23.444,14.3052,,4,5.03,4.37,6.35,3.6882,5.6211,7.1859,5.7,18.8597,8.153,6.0146,7.7088,8.5418,14.2168,10.5477,,15.2332,9.2933,8.6941,11.96,14.7821,15.7162,34.6614,12.8092,46.9302,8.083,10.4906,14.8798,,13.9412,,,,0.5589
2018/11/28,6.68,3.5292,3.9429,3.08,10.8601,5.7177,1.4618,4.25,7.5599,5.732,6.462,1.93,7.7518,3.07,8.5,4.38,9.3882,4,2.73,5.914,9.66,5.43,6.35,7.4509,5.0429,4.75,4.5588,7.3173,9.03,5.8426,5.7191,7.1478,9.0705,16,6.1483,15.1142,20.9293,11.0644,12.8561,33.2757,18.284,34.2535,,2.2382,2.5,14.39,4.9886,4.35,4.3413,6.6607,5.27,5.69,3.71,5.1964,10.6855,4.1351,6.8293,15.2159,10.4024,9.5198,7.22,4.18,6.353,15.5,4.3086,7.0529,8.92,9.8813,7.207,7.43,23.2035,15.8641,9.5927,20.9765,24.2136,36.622,16.4803,23.7429,14.3936,,4.06,5.19,4.38,6.67,3.6591,5.7004,7.2058,5.83,18.7904,8.4324,6.1796,7.6591,8.6537,14.6539,10.5832,,15.5011,9.3521,8.7637,11.8401,14.8806,16.4368,35.7932,13.1277,47.6046,8.24,10.6139,14.8379,,14.4111,,,,0.5618
2018/11/29,6.47,3.3611,3.8832,2.95,10.9595,5.3895,1.3922,4.16,7.4302,5.6136,6.2523,1.87,7.5157,2.98,8.39,4.27,9.159,3.81,2.62,5.9838,9.53,5.12,6.36,7.0759,4.9362,4.69,4.442,7.2201,8.78,5.8626,5.5407,6.9883,8.9216,15.28,5.9187,14.4638,20.8698,10.3426,12.6608,31.4259,18.2542,31.7018,25.291,2.2088,2.4605,13.9,4.799,4.35,4.1017,6.5209,5.07,5.5,3.63,5.0708,10.316,4.1157,6.8585,14.9179,10.343,9.1727,6.91,4.01,6.1339,15.26,4.2291,6.7553,8.51,9.7318,7.2666,7.12,23.3326,15.1542,9.4235,19.8134,21.8302,34.5792,15.9206,22.5772,13.8336,,3.81,4.88,4.16,6.6,3.5621,5.5517,7.0766,5.66,18.1861,8.632,5.9467,7.371,8.3321,13.6704,10.3629,32.7393,14.7866,9.1856,8.714,11.3905,14.0922,16.0419,34.3077,14.444,46.117,8.0046,10.5665,14.3344,,13.8851,,,,0.5589
2018/11/30,6.51,3.3809,3.8732,2.94,11.4265,5.3199,1.4121,4.14,7.4003,5.6235,6.2623,1.85,7.4468,3,8.58,4.31,9.0295,3.86,2.65,5.8542,9.73,4.99,6.4,6.918,4.8877,4.57,4.4809,7.2881,8.78,5.8426,5.6002,6.8488,9.0506,15.5,5.8957,14.59,21.8707,9.9256,12.6075,31.8237,18.1251,31.8508,27.824,2.1991,2.4704,13.69,4.8489,4.35,3.9121,6.2813,5.19,5.39,3.59,5.0418,10.5856,4.1643,6.9561,15.1861,10.3628,9.3512,6.53,4.02,6.2335,14.22,4.249,6.7867,8.71,9.7617,7.2368,7.31,22.5184,15.1542,9.3738,20.221,20.2246,35.1841,16.3204,23.4141,14.1578,,3.75,4.95,4.23,6.93,3.5426,5.6112,7.0965,5.72,18.3743,8.6021,6.2475,7.4207,8.43,13.4021,10.3487,36.0105,15.0049,9.1562,8.8433,11.6103,14.2499,16.654,35.1071,15.2366,47.1484,8.2792,10.5096,14.4044,,13.3311,,,,0.5589
2018/12/3,6.7,3.4698,4.0226,3.07,11.3967,5.5088,1.4618,4.25,7.5998,5.7912,6.8915,1.94,7.7026,3.07,8.79,4.42,9.2487,4,2.75,5.9938,10.12,5.12,6.71,7.3029,5.0817,4.71,4.5912,7.4242,9.05,5.9125,5.7092,6.9784,9.3582,15.82,6.0966,14.9492,22.5941,10.3177,13.0218,32.7088,18.721,33.9258,30.6064,2.2577,2.4901,14.11,5.0185,4.35,3.972,6.5209,5.33,5.47,3.73,5.1674,10.9252,4.2519,7.0927,15.6132,10.7492,9.6785,6.72,4.14,6.4393,14.08,4.3483,6.9903,8.86,9.991,7.3758,7.55,23.8191,15.5678,9.6723,20.6584,20.3442,35.8882,16.8401,24.1315,14.5705,,3.85,5.07,4.35,7.06,3.6009,5.7797,7.3251,5.91,19.7611,8.8116,6.2572,7.6293,8.7375,13.7697,10.7538,39.6129,15.382,9.5871,9.0423,11.7801,14.6638,17.1772,37.6678,14.8828,48.9038,8.5539,10.6898,14.8589,,14.376,,,,0.5727
2018/12/4,6.71,3.8158,4.0724,3.09,11.3371,5.6679,1.4717,4.31,7.5998,6.0181,7.0113,1.94,7.9485,3.12,8.81,4.48,9.5078,4.08,2.75,5.9739,10.18,5.21,6.81,7.293,5.1787,4.83,4.6366,7.4728,9.18,5.9325,5.7489,7.2675,9.388,16.19,6.1368,15.1045,22.0986,10.4795,13.4894,33.0668,18.8501,33.628,33.6681,2.3652,2.5198,14.12,5.0784,4.35,4.0119,6.6408,5.42,5.58,3.75,5.2833,11.1249,4.3395,7.0244,15.5337,10.5708,9.7776,6.87,4.19,6.5787,14.16,4.3979,7.1417,8.8,10.2204,7.5942,7.58,23.829,15.9382,9.7021,21.573,19.6661,35.5014,17.04,24.251,14.6393,,4.04,5.14,4.45,7.4,3.5718,5.9879,7.4543,6.1,19.9295,8.8116,6.2184,7.6889,8.8354,13.9386,10.768,43.5749,15.382,9.6165,9.1318,11.6702,14.7919,17.3253,37.7668,13.9486,48.7154,8.6324,11.0218,15.0337,,14.3059,,,,0.5776
2018/12/5,6.62,3.7466,4.0325,3.07,11.1085,5.4989,1.5413,4.28,7.52,5.8997,6.8316,2.01,7.9092,3.04,8.81,4.36,9.6374,4.08,2.75,5.9639,10.13,5.15,6.71,7.3226,5.072,4.89,4.5588,7.2881,9.02,5.8226,5.6596,7.2376,9.4972,15.86,6.1139,14.8133,21.3951,10.2741,13.377,32.4005,18.3932,32.5656,37.0389,2.3066,2.5,13.94,5.0085,4.35,3.9121,6.6707,5.32,5.43,3.71,5.3316,10.9851,4.2714,6.9463,15.1761,10.4817,9.6884,6.7,4.13,6.5322,14.22,4.3582,7.1364,8.67,10.4298,7.4552,7.55,23.551,15.432,9.5429,21.0262,19.9752,34.8469,16.8201,23.8425,14.4133,,3.89,5.13,4.43,7.17,3.5232,5.9185,7.504,6.03,19.6719,8.7717,6.1893,7.6492,8.6676,13.8194,10.6259,45.2316,15.1538,9.4892,9.3606,11.7502,14.7229,16.9995,37.8093,13.3258,47.5748,8.4558,11.0028,15.3483,,14.383,,,,0.5747
2018/12/6,6.6,3.5588,4.0027,3.04,11.1085,5.3497,1.5612,4.2,7.4502,5.8109,6.8915,1.93,7.7518,3.01,8.75,4.34,9.4281,4.03,2.74,5.944,10.07,5.08,7.05,7.1252,5.072,4.84,4.4745,7.3173,8.78,5.7028,5.5704,7.3372,9.656,15.4,6.0622,15.0171,21.1275,10.299,12.9922,31.3762,17.9563,32.6947,40.7388,2.2577,2.4209,13.66,4.8988,4.35,3.7924,6.461,5.24,5.37,3.64,5.1867,10.6655,4.1643,6.8878,14.9676,10.1845,9.4206,6.75,4.17,6.426,14.28,4.3383,6.9433,8.5,10.4198,7.2269,7.22,23.4319,15.253,9.4235,20.7876,18.8084,33.1809,17.2498,24.271,14.1284,,3.77,5.04,4.87,7.41,3.5232,5.75,7.3847,5.87,19.6125,8.7617,5.9855,7.6094,8.5209,13.5511,10.7254,42.5104,14.7866,9.3325,8.9826,11.7302,14.5061,16.9008,37.1231,12.7314,48.1997,8.3675,10.889,14.754,,14.0885,,,,0.5677
2018/12/7,6.58,3.5094,3.9728,3.02,11.039,5.4293,1.5911,4.2,7.3504,5.8701,7.5806,1.97,8.0469,2.99,8.74,4.41,9.7969,4.12,2.65,5.8642,10.16,5.11,6.89,7.1055,5.0138,4.87,4.4874,7.4631,8.89,5.7228,5.6002,7.5765,9.527,15.46,6.0966,15.0074,21.177,10.0377,13.0514,31.585,18.0754,32.5756,42.0851,2.2577,2.3913,13.79,4.9287,4.35,3.7125,6.3911,5.23,5.28,3.61,5.2157,10.8353,4.2324,6.8976,14.9974,10.3133,9.4206,6.58,4.11,6.4659,14.53,4.4078,7.0059,8.48,11.4667,7.1772,7.94,23.6304,15.3826,9.6524,20.9368,18.8084,33.5479,17.2898,23.982,14.2954,,3.81,4.98,4.73,7.31,3.4941,5.7797,7.4543,6.16,19.2658,8.7518,6.2281,7.5796,8.5628,13.5909,10.7325,40.8819,14.7469,9.3129,9.0522,11.5403,14.6244,16.9205,36.6067,12.7243,48.3286,8.2498,10.908,14.754,,14.0604,,,,0.5658
2018/12/10,6.54,3.4204,3.9131,3,10.8601,5.3,1.5911,4.16,7.2607,5.7715,7.0513,1.98,7.9289,2.91,8.56,4.54,9.448,3.98,2.51,5.8841,9.85,4.96,6.87,7.2338,5.0138,4.96,4.4355,7.2395,8.86,5.583,5.4119,7.3372,9.3682,15.29,5.8957,14.6288,21.1176,10.0625,12.8265,30.7497,17.6881,31.6323,39.9908,2.2382,2.3814,13.68,4.8389,4.35,3.6826,6.2114,5.11,5.29,3.51,5.0032,10.7354,4.1254,6.839,14.6795,10.0557,9.0934,6.37,4.01,6.426,14.37,4.527,6.8754,8.16,10.8784,7.1772,7.99,23.4021,15.1295,9.6922,20.0917,18.24,32.5859,16.5203,22.8063,14.2364,,3.61,4.92,4.35,7.3,3.4359,5.8194,7.4642,6.08,19.0281,8.652,6.0729,7.4108,8.3112,13.3723,10.4837,39.2111,14.3698,9.0975,8.8831,11.91,14.4372,16.8613,36.0833,12.7738,46.8509,8.2106,10.9649,14.3274,,13.6327,,,,0.5628
2018/12/11,6.59,3.4797,3.923,2.99,10.9297,5.4492,1.5314,4.18,7.5,5.7616,7.1412,1.89,7.8994,2.97,8.7,4.55,9.4979,4.07,2.54,5.8741,10.09,5.01,6.99,7.3522,5.1108,4.92,4.4809,7.5602,8.9,5.543,5.4614,7.3372,9.4277,15.45,5.9531,14.6871,21.1374,10.0501,12.7732,31.5751,18.0754,31.9203,39.6418,2.2382,2.4111,13.84,4.8489,4.35,3.7325,6.2813,5.17,5.25,3.57,5.206,10.8053,4.1935,6.8585,14.7987,10.3628,9.3413,6.45,4.06,6.3796,14.36,4.5667,6.9328,8.14,10.5494,7.1971,8.13,22.717,15.432,9.8813,20.3303,18.4395,32.5066,16.5103,23.0255,15.1796,,3.61,5.04,4.47,7.67,3.3582,5.9284,7.7027,6.18,19.6026,8.662,6.1408,7.5498,8.423,13.4419,10.6259,39.6693,14.7171,9.1464,8.8234,11.8801,14.516,16.6836,36.2247,12.7243,47.4459,8.2008,10.9269,14.3274,,13.9903,,,,0.5687
2018/12/12,6.61,3.5193,3.9828,3.05,10.7806,5.479,1.5513,4.21,7.4202,5.7616,7.0513,1.84,7.86,3.02,8.95,4.54,9.5876,4.15,2.51,5.9838,10.1,5,6.99,7.3424,5.1981,4.91,4.5004,7.5214,8.84,5.6928,5.4812,7.407,9.3979,15.61,5.9933,14.6968,21.1077,10.1061,12.7969,31.5453,18.0655,35.1173,40.1803,2.2577,2.4407,13.95,4.8289,4.35,3.7524,6.2913,5.15,5.27,3.62,5.1964,10.7454,4.2616,7.0146,14.908,10.5907,9.3016,6.43,4.14,6.6252,14.3,4.5865,6.9537,8.14,10.6292,7.2269,7.88,22.5085,15.5863,9.7818,20.3105,19.0378,33.0421,16.4703,23.2447,15.5039,,3.55,5.01,4.34,7.8,3.3582,5.8789,7.7027,6.23,19.5134,8.6819,6.0438,7.4803,8.416,13.4717,10.6259,39.1899,14.8759,9.3717,8.9527,11.91,14.6934,17.197,36.3379,12.7243,47.2575,8.2792,10.9459,14.3694,,14.1937,,,,0.5658
2018/12/13,6.65,3.5193,4.0226,2.98,10.9893,5.489,1.5513,4.25,7.4402,5.7715,7.3509,1.83,7.9387,3.01,9.04,4.47,9.9065,4.14,2.53,6.0237,10.04,5.22,7.29,7.4016,5.1884,4.91,4.5134,7.6185,8.82,5.9125,5.5804,7.2774,9.4773,15.43,6.1081,14.8036,21.4743,10.0999,12.9804,31.8734,18.3237,35.1967,39.9011,2.2577,2.4605,13.94,4.8489,4.35,3.8522,6.3312,5.67,5.23,3.63,5.1964,10.7854,4.3005,7.0341,15.0272,10.452,9.4603,6.45,4.13,6.6916,14.3,4.7454,6.9798,8.29,10.6292,7.2169,7.9,23.0943,15.5246,9.8514,20.5988,18.9181,34.0239,16.5503,23.3942,15.5726,,3.57,5.08,4.36,7.81,3.4068,6.1267,7.5537,6.52,20.6823,8.7019,6.1893,7.4902,8.5069,13.6505,11.23,38.4779,15.1835,9.9886,8.9826,12.1598,14.7032,16.9502,37.4273,12.6535,47.6046,8.4362,11.2684,14.4883,,14.1797,,,,0.5658
2018/12/14,6.58,3.4303,3.9131,2.91,10.721,5.3299,1.5314,4.1,7.3604,5.5248,6.9414,1.8,7.6829,2.95,8.9,4.3,9.4879,3.98,2.46,6.0138,9.9,5.03,7.19,7.145,5.072,4.68,4.3772,7.5116,8.55,5.7627,5.4515,7.2874,9.517,15.01,5.867,14.2211,20.9194,9.6518,12.714,31.0082,17.6285,36.1598,39.941,2.2186,2.4506,13.76,4.5895,4.35,3.8223,6.0915,5.79,4.9,3.55,5.0032,10.2761,4.1643,6.9561,15.0172,10.0854,10.4024,6.21,4.02,6.4393,14.08,4.5964,6.7397,8.27,10.0808,7.0283,8.16,22.6773,15.2159,9.5529,19.4853,17.9109,32.7248,15.8107,22.6668,15.3467,,3.36,4.93,4.32,7.79,3.3582,6.0078,7.2853,6.38,20.1672,8.7817,6.0438,7.3214,8.1783,13.0743,11.3153,36.659,14.4889,9.4892,8.7936,12.3397,14.4963,16.4072,33.9541,12.0874,45.8194,8.1223,11.1261,14.0547,,13.9553,,,,0.5628
2018/12/17,6.49,3.4105,3.9131,2.89,10.7707,5.3995,1.5612,4.09,7.3105,5.6136,6.9714,1.8,7.7518,2.95,8.76,4.25,9.3783,4,2.45,5.924,9.97,5.02,6.94,7.1746,5.1496,4.7,4.3902,7.5991,8.4,5.8526,5.4713,7.2376,9.3781,15.15,5.8957,14.4638,21.1275,9.5025,12.6904,30.9088,17.7973,35.3953,41.0878,2.1991,2.4704,13.88,4.5795,4.35,3.6826,6.1415,5.48,5.01,3.56,4.9839,10.2761,4.0573,6.9659,14.7491,10.1746,10.7792,6.23,4.01,6.353,14.14,4.7851,6.7501,8.1,10.0808,6.9985,8.3,22.578,15.148,9.6922,19.6643,18.3397,32.5661,15.8906,22.886,15.7397,,3.37,4.93,4.29,8,3.3097,5.8987,7.2555,6.45,20.2068,8.7019,5.9467,7.2419,8.0805,13.114,11.6209,36.9128,14.5881,9.1562,8.6344,12.5295,14.6737,16.3776,35.2768,12.1511,46.3649,8.1811,11.2494,14.1596,,13.9903,,,,0.5618
2018/12/18,6.45,3.4204,3.8931,2.92,10.5819,5.4989,1.5911,4.08,7.4402,5.6038,6.7716,1.86,7.4173,2.93,8.81,4.29,9.0893,3.94,2.44,5.944,9.72,5.1,6.95,7.1252,5.2756,4.71,4.3577,7.5699,8.36,5.8027,5.3722,7.088,9.259,14.92,5.8383,14.5997,21.2167,9.3842,12.5779,30.8591,17.6682,34.0549,37.3181,2.2186,2.4209,13.86,4.5895,4.35,3.6726,6.1415,5.25,5.06,3.56,5.0032,10.2661,4.0962,6.9268,14.4511,10.2241,10.214,6.17,4.01,6.353,14.22,4.7751,6.6875,8.04,10.0509,6.9092,8.13,22.7964,15.1234,9.9708,19.4754,18.2101,31.6042,16.0406,22.8163,15.6218,,3.36,4.81,4.26,7.96,3.2418,5.7698,7.176,6.23,19.9691,8.7717,5.9564,7.2121,8.0805,13.0743,12.7724,35.7778,14.8064,9.0387,8.515,12.9991,14.5948,16.4763,34.527,11.96,45.9186,8.4558,11.3538,13.9918,,14.0394,,,,0.5549
2018/12/19,6.34,3.4402,3.8633,2.87,10.3534,5.5784,1.6706,3.99,7.5499,5.5544,6.5519,1.82,7.3681,2.84,8.74,4.22,8.9497,3.91,2.41,5.944,9.69,5.02,6.84,7.066,5.1787,4.73,4.3253,7.6185,8.24,5.6429,5.2632,6.9185,8.8918,14.57,5.7292,14.1823,21.405,9.1851,12.4418,30.9386,17.2213,32.7741,35.4333,2.1893,2.3814,13.69,4.5496,4.35,3.8722,6.0516,5.01,5.06,3.48,4.9066,10.0264,4.0184,6.9366,14.3617,10.0061,9.9363,6.15,3.89,6.2202,14.14,4.6659,6.6248,8,10.1007,6.8893,7.73,21.8135,15.0308,9.533,18.9485,17.9707,31.7331,15.6708,22.4277,14.9733,,3.28,4.74,4.32,7.91,3.2224,5.4922,7.0567,6.14,20.1078,8.7617,5.8982,7.2021,7.9057,12.8855,11.5001,35.0235,14.5683,8.8624,8.2266,12.1898,14.4175,16.4763,33.8904,11.8963,45.2442,8.2204,11.5245,13.7401,,13.8571,,,,0.5529
2018/12/20,6.34,3.4995,3.8633,2.87,10.2143,5.837,1.6209,4.05,7.4601,5.6926,6.6018,1.85,7.378,2.91,8.8,4.27,8.9298,3.92,2.41,5.944,9.53,5.02,6.82,7.145,5.1593,4.7,4.3577,6.8606,8.35,5.6029,5.2334,6.9684,8.9613,15.12,5.7866,14.3862,21.8212,9.3407,12.5483,31.4557,17.2908,33.0918,36.0616,2.2088,2.3617,13.72,4.5396,4.35,3.7724,6.1614,5.02,5.22,3.46,4.9549,10.0564,4.0476,6.9854,14.3617,9.9863,10.1148,6.21,3.89,6.28,14.05,4.7751,6.6196,8,10.0608,6.939,7.8,21.734,15.1851,9.4932,19.0181,18.2799,32.3182,15.8207,22.4975,14.767,,3.3,4.75,4.28,7.51,3.2418,5.5517,7.0766,6.13,20.7714,7.9834,5.9079,7.1127,8.0385,13.0544,11.3082,35.4465,14.5782,8.8526,8.3658,12.0899,14.4864,16.5158,33.282,11.9742,45.75,8.2302,11.3822,13.817,,14.2147,,,,0.5569
2018/12/21,6.53,3.4896,3.8533,2.81,10.254,5.7177,1.6109,4.14,7.3205,5.663,6.5319,1.78,7.2894,2.88,8.85,4.23,8.7404,3.92,2.39,5.7944,9.51,4.98,6.74,7.0562,5.0429,4.7,4.3642,6.4913,8.24,5.6029,5.2929,6.8587,8.8621,15.13,5.7579,14.823,24.0013,9.2847,12.4003,31.6944,17.1717,33.3401,36.2411,2.1502,2.3715,13.69,4.4997,4.35,3.6427,6.0915,4.85,5.14,3.46,4.8487,10.1962,3.9989,6.8195,14.4511,9.9764,9.7975,6.26,3.85,6.3331,14.18,4.6659,6.6614,8.04,10.2303,6.8794,7.58,21.6943,15.1727,9.5131,18.8292,18.6389,32.0306,15.6508,22.5473,14.4428,,3.2,4.71,4.11,7.47,3.1641,5.5121,6.8977,6.17,19.771,8.4125,5.8982,7.0531,8.0385,13.0643,11.1945,35.658,14.4988,8.882,8.336,11.8201,14.5653,16.2986,35.3688,11.9175,45.5021,8.1419,11.1925,13.5583,,14.1446,,,,0.5519
2018/12/24,6.63,3.4797,3.8633,2.78,10.2938,5.6679,1.5712,4.13,7.3405,5.6038,6.6118,1.7,7.2698,2.86,8.9,4.25,8.8301,3.9,2.41,5.7046,9.6,4.9,6.07,7.2042,5.0623,4.77,4.4226,6.6954,8.38,5.6429,5.2632,6.9684,8.9017,15.3,5.9129,14.9783,26.3995,9.7514,12.5246,32.1718,17.8967,34.5215,37.0588,2.16,2.3123,13.76,4.5496,4.35,3.6327,6.2014,4.86,5.18,3.47,4.897,10.2062,4.0378,6.9756,14.7491,10.1349,9.8768,6.26,3.93,6.5455,14.26,4.8843,6.7136,8.3,10.1506,6.939,7.91,21.595,15.3147,9.5827,19.3262,18.8384,32.7248,15.9906,24.799,14.5607,,3.23,4.74,4.14,7.84,3.2806,5.5716,6.9573,6.14,20.4247,8.8216,5.9952,7.1525,8.1294,13.2034,11.1803,35.9188,14.7767,8.9114,8.336,12,14.7919,16.3776,34.718,12.1228,47.9914,8.1321,11.183,13.775,,14.7617,,,,0.5529
2018/12/25,6.49,3.4006,3.7836,2.65,10.0951,5.4193,1.5016,4.03,7.2208,5.6038,6.4221,1.65,7.1124,2.8,8.88,4.13,8.6308,3.8,2.39,5.6248,9.48,4.76,5.46,7.2831,4.9459,4.7,4.3512,6.6662,8.25,5.4831,5.1244,6.9584,8.6834,15.03,5.8441,14.4832,26.4094,9.546,12.5187,31.6348,17.8967,33.8067,36.3009,2.1306,2.3024,13.36,4.5097,4.35,3.483,6.0816,4.72,5.05,3.39,4.8294,9.9765,3.9308,6.9561,14.7888,9.917,9.3116,6.08,3.77,6.6517,14.16,4.8943,6.6509,8.3,10.2802,6.8298,8.33,21.0092,15.2715,9.3638,19.5748,18.7386,32.4074,15.7507,26.3035,14.5312,,3.15,4.61,4.01,7.79,3.2515,5.3832,6.8082,5.6,19.9196,8.9913,6.0826,7.2916,7.9826,13.0445,10.8746,34.4454,14.3202,8.7939,8.3559,11.6702,14.7131,15.8149,34.52,11.9246,48.755,8.0536,11.0787,13.5303,,14.5373,,,,0.55
2018/12/26,6.51,3.4204,3.7836,2.6,10.0652,5.4193,1.5115,4,7.2307,5.6827,6.3921,1.65,7.1616,2.79,8.89,4.17,8.6707,3.8,2.37,5.6547,9.41,4.76,5.47,7.1647,4.9071,4.9,4.3253,6.6662,8.16,5.533,5.0352,6.9285,8.8323,15.26,5.8555,14.357,23.7734,9.4776,12.3826,31.7442,17.7874,33.7769,36.999,2.1111,2.3419,13.42,4.5197,4.35,3.493,6.0716,4.73,5.19,3.35,4.7231,9.9865,3.9405,7.0341,14.7987,10.0854,9.1331,6.03,3.71,6.5854,14.28,4.9638,6.6875,8.21,10.0409,6.8695,8.27,21.049,15.1666,9.2046,19.2169,18.3397,32.5264,15.5409,25.088,14.4428,,3.13,4.63,4.02,7.85,3.2612,5.3634,6.8182,5.45,19.3153,8.9514,5.9176,7.1227,8.0316,13.1339,10.7822,34.4665,14.5683,8.7351,8.1967,11.4704,14.7919,16.8317,33.3669,11.9317,47.9418,8.034,11.4771,13.4954,,14.7267,,,,0.5411
