ÈÕÆÚ,000099.SZ,002928.SZ,200152.SZ,600029.SH,600115.SH,600221.SH,601021.SH,601111.SH,603885.SH,900945.SH,000099.SZ,002928.SZ,200152.SZ,600029.SH,600115.SH,600221.SH,601021.SH,601111.SH,603885.SH,900945.SH,000099.SZ,002928.SZ,200152.SZ,600029.SH,600115.SH,600221.SH,601021.SH,601111.SH,603885.SH,900945.SH,000099.SZ,002928.SZ,200152.SZ,600029.SH,600115.SH,600221.SH,601021.SH,601111.SH,603885.SH,900945.SH,000099.SZ,002928.SZ,200152.SZ,600029.SH,600115.SH,600221.SH,601021.SH,601111.SH,603885.SH,900945.SH,000099.SZ,002928.SZ,200152.SZ,600029.SH,600115.SH,600221.SH,601021.SH,601111.SH,603885.SH,900945.SH
2016/11/2,-1.251,,-0.3939,-1.3928,-0.9434,-0.6192,-0.8758,0.5384,-0.2356,0,0.7801,,0.1531,0.9722,0.3759,0.6508,1.5569,0.3385,1.3395,0.1039,7654669405,,,49720362000,53430796818,37916726043,8602000000,63659845271,5463150000,37916726043,45.1838,,11.5875,18.0494,20.0717,17.9664,25.9124,14.4291,31.1431,23.445,2.7515,,1.8329,1.7838,2.594,1.6113,5.2613,1.6339,9.6924,2.1026,5.9366,,0.5093,0.6236,0.9712,1.5315,4.2512,0.8973,3.9979,1.9985
2016/11/3,0.5542,,-0.1695,2.4011,1.746,0.9346,0.1395,1.071,0.7477,0,0.8437,,0.1367,1.5214,0.6324,0.9328,1.4112,0.5022,1.9518,0.0882,7697094334,,,50914212500,54363715493,38271087969,8614000000,64341610682,5504000000,38271087969,45.4343,,11.5566,18.4828,20.4222,18.1343,25.9485,14.5837,31.376,23.4204,2.7668,,1.828,1.8267,2.6393,1.6263,5.2687,1.6514,9.7648,2.1004,5.9695,,0.508,0.6386,0.9882,1.5458,4.2572,0.9069,4.0278,1.9964
2016/11/4,-0.3937,,0.0566,-1.2414,-0.78,-0.6173,-0.5572,-0.7947,-0.6641,0.3226,0.6556,,0.1932,0.717,0.3797,0.6847,1.0536,0.2394,1.5541,0.1775,7666790813,,,50282174000,53939661550,38034846685,8566000000,63830286624,5467450000,38034846685,45.2554,,11.5669,18.2534,20.2629,18.0224,25.8039,14.4678,31.1676,23.5039,2.7559,,1.8296,1.804,2.6187,1.6163,5.2393,1.6383,9.7,2.1079,5.946,,0.5084,0.6306,0.9805,1.5363,4.2334,0.8997,4.001,2.0035
2016/11/7,0.2372,,0.4525,-0.1397,-0.4717,-0.3106,-1.9379,0,-0.3146,-0.6431,0.5445,,0.1308,0.4474,0.2509,0.5537,1.612,0.1818,1.3451,0.0552,7684972926,,,50211947500,53685229184,37916726043,8400000000,63830286624,5450250000,37916726043,45.3627,,11.6542,18.2279,20.1673,17.9664,25.3039,14.4678,31.0696,23.4258,2.7624,,1.8434,1.8015,2.6064,1.6113,5.1378,1.6383,9.6695,2.1009,5.9601,,0.5123,0.6297,0.9759,1.5315,4.1514,0.8997,3.9885,1.9969
2016/11/8,0.9464,,-0.6757,-0.1399,0,0.3115,0.119,-0.8011,0.2367,0.1618,1.3173,,0.238,0.6024,0.2295,0.6299,1.4712,0.3256,1.0641,0.0968,7757701376,,,50141721000,53685229184,38034846685,8410000000,63318962565,5463150000,38034846685,45.792,,11.592,18.2024,20.1673,18.0224,25.334,14.3519,31.1431,23.4955,2.7886,,1.8336,1.7989,2.6064,1.6163,5.1439,1.6252,9.6924,2.1071,6.0165,,0.5095,0.6289,0.9759,1.5363,4.1563,0.8925,3.9979,2.0028
2016/11/9,-2.2656,,-0.8503,-0.8403,-1.2638,-0.3106,0.0951,-0.8075,-1.4168,-0.1616,1.5134,,0.1571,0.8079,0.458,0.8628,1.6656,0.3449,1.679,0.0617,7581940954,,,49720362000,53006742875,37916726043,8418000000,62807638507,5385750000,37916726043,44.7545,,11.497,18.0494,19.9124,17.9664,25.3581,14.236,30.7019,23.4628,2.7254,,1.8185,1.7838,2.5734,1.6113,5.1488,1.6121,9.555,2.1042,5.8802,,0.5054,0.6236,0.9635,1.5315,4.1603,0.8853,3.9413,2
2016/11/10,1.0392,,1.7153,1.5537,1.6,1.5576,0.1188,1.3569,0.5988,0.3236,0.905,,0.1843,1.1037,0.5645,1.093,1.4602,0.3803,1.5547,0.1768,7660730109,,,50492853500,53854850761,38507329253,8428000000,63659845271,5418000000,38507329253,45.2196,,11.7029,18.3299,20.231,18.2463,25.3882,14.4291,30.8857,23.5571,2.7537,,1.8511,1.8115,2.6146,1.6364,5.1549,1.6339,9.6123,2.1126,5.9413,,0.5144,0.6333,0.979,1.5554,4.1652,0.8973,3.9649,2.0081
2016/11/11,1.1076,,0.1686,1.1127,0.4724,0.3067,-0.0949,1.071,0.0794,0.3226,1.7807,,0.1836,1.5872,0.604,1.2683,1.2043,0.6966,1.4343,0.17,7745579968,,,51054665500,54109283127,38625449895,8420000000,64341610682,5422300000,38625449895,45.7205,,11.7609,18.5338,20.3266,18.3022,25.3641,14.5837,30.9102,23.7132,2.7842,,1.8603,1.8317,2.627,1.6414,5.15,1.6514,9.6199,2.1266,6.0071,,0.517,0.6403,0.9836,1.5601,4.1613,0.9069,3.968,2.0214
2016/11/14,0.5477,,-0.2245,2.3384,3.2915,1.5291,2.1615,1.5894,3.8065,1.2862,1.5429,,0.1876,2.4736,1.5571,1.8018,2.2462,0.9538,4.7686,0.373,7788004897,,,52248516000,55890309687,39216053104,8602000000,65364258799,5628700000,39216053104,45.9709,,11.7611,18.9672,20.9957,18.5821,25.9124,14.8155,32.0868,24.0802,2.7994,,1.8603,1.8745,2.7134,1.6665,5.2613,1.6777,9.9861,2.1596,6.04,,0.517,0.6553,1.016,1.584,4.2512,0.9213,4.119,2.0527
2016/11/15,0.0778,,-0.1687,0.4032,-0.7587,-0.3012,0.5813,-0.2608,-0.2674,-0.4762,1.2743,,0.1676,2.4283,1.3693,1.2519,2.542,0.8448,4.4359,0.209,7794065601,,,52459195500,55466255744,39097932462,8652000000,65193817446,5613650000,39097932462,46.0067,,11.7782,19.0437,20.8364,18.5261,26.063,14.7768,32.001,24.0371,2.8016,,1.863,1.8821,2.6928,1.6615,5.2919,1.6733,9.9594,2.1557,6.0447,,0.5177,0.6579,1.0082,1.5792,4.2759,0.9189,4.108,2.049
2016/11/16,0.3888,,-0.2817,0.4016,0.1529,1.8127,-0.994,0,-0.1149,0.319,1.5306,,0.2075,1.7398,0.8493,1.8702,1.4438,0.5124,2.2878,0.1151,7824369122,,,52669875000,55551066533,39806656314,8566000000,65193817446,5607200000,39806656314,46.1855,,11.7622,19.1202,20.8682,18.8619,25.8039,14.7768,31.9643,24.148,2.8125,,1.8605,1.8896,2.6969,1.6916,5.2393,1.6733,9.9479,2.1656,6.0682,,0.517,0.6606,1.0098,1.6078,4.2334,0.9189,4.1033,2.0584
2016/11/17,-0.2324,,-2.2034,2,0.916,0,-0.0233,1.6993,0.7669,0.318,1.05,,0.3556,2.5127,1.067,1.3448,1.1919,0.9628,2.9656,0.1055,7806187010,,,53723272500,56059931265,39806656314,8564000000,66301686239,5650200000,39806656314,46.0782,,11.5192,19.5026,21.0594,18.8619,25.7979,15.0279,32.2094,24.2601,2.806,,1.822,1.9274,2.7217,1.6916,5.2381,1.7018,10.0242,2.1757,6.0541,,0.5063,0.6738,1.019,1.6078,4.2324,0.9345,4.1348,2.068
2016/11/18,-0.6988,,0.2311,-2.6144,-2.2693,-1.7804,-1.3779,-2.3136,-1.5982,-0.6339,1.0889,,0.1226,1.4513,0.6383,0.9486,1.202,0.5746,2.2773,0.0606,7751640672,,,52318742500,54787769436,39097932462,8446000000,64767714064,5559900000,39097932462,45.7562,,11.5638,18.9927,20.5815,18.5261,25.4425,14.6802,31.6946,24.1428,2.7864,,1.8291,1.877,2.6599,1.6615,5.1659,1.6624,9.864,2.1652,6.0118,,0.5083,0.6562,0.9959,1.5792,4.1741,0.9129,4.0687,2.058
2016/11/21,0.1564,,-0.5187,0.8054,0,0.3021,-0.2131,0.1316,-0.8894,-0.1595,0.9086,,0.1824,1.3366,0.4553,0.6888,1.19,0.3797,1.631,0.1206,7763762080,,,52740101500,54787769436,39216053104,8428000000,64852934740,5510450000,39216053104,45.8278,,11.5354,19.1457,20.5815,18.5821,25.4066,14.6996,31.4127,24.1705,2.7907,,1.8246,1.8922,2.6599,1.6665,5.1587,1.6646,9.7763,2.1677,6.0212,,0.5071,0.6615,0.9959,1.584,4.1682,0.9141,4.0325,2.0603
2016/11/22,0.4684,,0.0579,0.1332,1.2384,0.6024,0.1898,0.3942,-0.1171,0.3195,1.0437,,0.1139,1.6619,0.9388,0.8145,1.5331,0.4494,2.2995,0.0987,7800126305,,,52810328000,55466255744,39452294388,8444000000,65108596770,5504000000,39452294388,46.0424,,11.5094,19.1712,20.8364,18.694,25.4549,14.7575,31.376,24.1753,2.8038,,1.8205,1.8947,2.6928,1.6765,5.1684,1.6711,9.7648,2.1681,6.0494,,0.5059,0.6623,1.0082,1.5935,4.1762,0.9177,4.0278,2.0608
2016/11/23,0.3885,,0.5211,-0.7979,-0.7645,-0.2994,-0.4974,-0.9162,-0.7813,-0.1592,2.3447,,0.1081,1.2253,0.5251,0.8798,1.1824,0.4316,1.9753,0.0325,7830429826,,,52388969000,55042201801,39334173746,8402000000,64512052035,5461000000,39334173746,46.2213,,11.5907,19.0182,20.6771,18.6381,25.3283,14.6223,31.1309,24.1807,2.8147,,1.8334,1.8796,2.6722,1.6715,5.1427,1.6558,9.6886,2.1686,6.0729,,0.5095,0.657,1.0005,1.5887,4.1554,0.9093,3.9963,2.0612
2016/11/24,1.935,,-2.0737,-0.5362,0.1541,0,-0.2856,0.7926,0.7874,-0.4785,3.7055,,0.3718,1.1073,0.4865,0.7539,1.4593,0.5195,2.1625,0.0569,7981947431,,,52108063000,55127012590,39334173746,8378000000,65023376093,5504000000,39334173746,47.1157,,11.3793,18.9162,20.7089,18.6381,25.2559,14.7382,31.376,24.1282,2.8692,,1.7999,1.8695,2.6764,1.6715,5.128,1.6689,9.7648,2.1639,6.1904,,0.5002,0.6535,1.0021,1.5887,4.1435,0.9165,4.0278,2.0567
2016/11/25,-0.9112,,0.7059,0.4043,0,0.6006,0.9071,1.4417,-0.8594,0,1.9025,,0.2311,1.0692,0.8426,0.8605,1.5727,0.8744,1.2926,0.0587,7909218981,,,52318742500,55127012590,39570415030,8454000000,65960803534,5456700000,39570415030,46.6864,,11.4737,18.9927,20.7089,18.75,25.485,14.9507,31.1063,24.1572,2.843,,1.8148,1.877,2.6764,1.6815,5.1746,1.693,9.6809,2.1665,6.134,,0.5043,0.6562,1.0021,1.5983,4.1811,0.9297,3.9932,2.0592
2016/11/28,0.0766,,0,1.6107,1.2308,1.194,0.7807,1.5504,-0.0788,0.3205,1.4986,,0.2333,2.1882,1.1109,1.2876,1.8941,1.0798,1.785,0.0412,7915279685,,,53161460500,55805498899,40042897597,8520000000,66983451650,5452400000,40042897597,46.7222,,11.4526,19.2986,20.9638,18.9739,25.684,15.1825,31.0818,24.1905,2.8452,,1.8115,1.9073,2.7093,1.7016,5.215,1.7192,9.6733,2.1694,6.1387,,0.5034,0.6667,1.0144,1.6174,4.2137,0.9442,3.99,2.062
2016/11/29,-0.3828,,0.4673,2.5099,0.9119,0.59,-0.0939,1.0178,-0.276,0.3195,2.0089,,0.3256,3.9254,1.8355,1.7182,1.7712,1.4339,2.0018,0.1734,7884976164,,,54495764000,56314363630,40279138881,8512000000,67665217062,5437350000,40279138881,46.5433,,11.4811,19.783,21.155,19.0858,25.6599,15.337,30.996,24.214,2.8343,,1.816,1.9551,2.734,1.7117,5.2101,1.7367,9.6466,2.1716,6.1152,,0.5047,0.6835,1.0237,1.6269,4.2098,0.9538,3.979,2.0641
2016/11/30,-0.3075,,1.0465,-0.2577,-0.3012,-1.173,-1.1043,0.1259,-0.1977,-0.4777,1.3932,,0.3364,2.0253,0.975,1.0705,0.8747,0.7982,1.12,0.0555,7860733347,,,54355311000,56144742053,39806656314,8418000000,67750437738,5426600000,39806656314,46.4002,,11.5976,19.732,21.0913,18.8619,25.3765,15.3563,30.9348,24.0899,2.8256,,1.8345,1.9501,2.7258,1.6916,5.1525,1.7389,9.6275,2.1604,6.0964,,0.5098,0.6817,1.0206,1.6078,4.1633,0.955,3.9711,2.0535
2016/12/1,0,,-0.6329,0.2584,2.2659,0.2967,-2.2808,1.0063,-0.2773,0,1.2569,,0.1707,2.3134,2.1362,0.9894,4.4281,0.8657,1.4464,0.0226,7860733347,,,54495764000,57416903882,39924776955,8226000000,68432203149,5411550000,39924776955,46.4002,,11.5393,19.783,21.5692,18.9179,24.7977,15.5108,30.849,24.1224,2.8256,,1.8252,1.9551,2.7875,1.6966,5.035,1.7564,9.6008,2.1633,6.0964,,0.5072,0.6835,1.0437,1.6126,4.0683,0.9646,3.9601,2.0562
2016/12/2,-2.8527,,-0.8107,-2.4485,-0.4431,-0.2959,-0.9968,-1.9925,-1.6687,-0.64,1.7274,,0.1341,2.4104,2.8188,1.2906,1.7625,1.0406,1.9256,0.0543,7636487292,,,53161460500,57162471516,39806656314,8144000000,67068672327,5321250000,39806656314,45.0765,,11.4188,19.2986,21.4736,18.8619,24.5505,15.2018,30.3342,23.911,2.745,,1.8062,1.9073,2.7752,1.6916,4.9848,1.7214,9.4406,2.1444,5.9225,,0.5019,0.6667,1.0391,1.6078,4.0278,0.9454,3.8941,2.0382
2016/12/5,-0.7937,,0,-1.1889,2.3739,0,0.6139,0.2541,-0.202,0,0.9422,,0.1317,1.4372,2.5,0.9083,1.2023,0.572,0.825,0.0518,7575880250,,,52529422000,58519444134,39806656314,8194000000,67239113680,5310500000,39806656314,44.7188,,11.4314,19.0692,21.9833,18.8619,24.7012,15.2404,30.2729,23.9375,2.7232,,1.8082,1.8846,2.8411,1.6916,5.0154,1.7258,9.4215,2.1468,5.8755,,0.5025,0.6588,1.0637,1.6078,4.0525,0.9478,3.8862,2.0405
2016/12/6,-0.48,,-0.2335,-2.5401,-3.0435,-1.1869,-0.0488,-2.6616,0.0405,-0.161,0.6541,,0.1445,1.3719,1.2687,0.6942,0.8334,0.4337,0.9745,0.0495,7539516025,,,51195118500,56738417573,39334173746,8190000000,65449479475,5312650000,39334173746,44.5041,,11.3567,18.5848,21.3143,18.6381,24.6892,14.8348,30.2852,23.7965,2.7101,,1.7963,1.8367,2.7546,1.6715,5.013,1.6799,9.4254,2.1341,5.8473,,0.4992,0.6421,1.0314,1.5887,4.0505,0.9225,3.8878,2.0285
2016/12/7,0.8039,,0.3511,0.4115,-0.4519,0.3003,-0.1221,-0.3906,0.1214,0,0.6653,,0.1384,0.9546,0.8947,0.4841,0.6735,0.3959,0.9127,0.0248,7600123067,,,51405798000,56059931265,39452294388,8180000000,65193817446,5319100000,39452294388,44.8619,,11.4349,18.6613,21.0594,18.694,24.659,14.7768,30.3219,23.8774,2.7319,,1.8087,1.8443,2.7217,1.6765,5.0069,1.6733,9.4368,2.1414,5.8943,,0.5026,0.6447,1.019,1.5935,4.0456,0.9189,3.8925,2.0354
2016/12/8,-0.638,,0,-0.2732,0.9077,-0.2994,-0.7335,-0.5229,-0.4446,-0.4839,0.6051,,0.1735,0.8671,1.3294,0.3806,0.6807,0.3436,0.769,0.0289,7551637433,,,51265345000,56568795996,39334173746,8120000000,64852934740,5295450000,39334173746,44.5757,,11.4207,18.6103,21.2506,18.6381,24.4782,14.6996,30.1871,23.7353,2.7145,,1.8065,1.8393,2.7464,1.6715,4.9701,1.6646,9.3948,2.1286,5.8567,,0.502,0.643,1.0283,1.5887,4.0159,0.9141,3.8752,2.0232
2016/12/9,-0.4815,,-0.2332,-0.137,-0.8996,0,-1.0837,-0.1314,-0.1218,0.1621,0.6478,,0.148,0.8191,1.1687,0.4772,1.512,0.6161,2.036,0.0621,7515273208,,,51195118500,56059931265,39334173746,8032000000,64767714064,5289000000,39334173746,44.361,,11.434,18.5848,21.0594,18.6381,24.2129,14.6802,30.1504,23.8571,2.7014,,1.8086,1.8367,2.7217,1.6715,4.9163,1.6624,9.3834,2.1396,5.8285,,0.5026,0.6421,1.019,1.5887,3.9724,0.9129,3.8705,2.0336
2016/12/12,-6.6129,,-4.3834,-3.4294,-2.2693,-1.8018,-3.8596,-3.6842,-2.8455,-0.9709,1.5876,,0.4761,1.52,1.2256,0.9549,1.8198,0.7083,2.3144,0.1039,7018295464,,,49439456000,54787769436,38625449895,7722000000,62381535125,5138500000,38625449895,41.4275,,10.9462,17.9475,20.5815,18.3022,23.2784,14.1394,29.2924,23.6645,2.5228,,1.7314,1.7737,2.6599,1.6414,4.7265,1.6011,9.1164,2.1223,5.4431,,0.4812,0.6201,0.9959,1.5601,3.8191,0.8793,3.7603,2.0172
2016/12/13,0.7772,,0.0611,-1.2784,-0.1548,-0.3058,-1.3727,-1.3661,-1.2134,-0.1634,0.6762,,0.3406,1.0414,0.7998,0.4381,1.1743,0.3617,1.2991,0.0613,7072841801,,,48807417500,54702958647,38507329253,7616000000,61529328361,5076150000,38507329253,41.7494,,10.9307,17.718,20.5496,18.2463,22.9588,13.9462,28.937,23.5739,2.5424,,1.729,1.7511,2.6558,1.6364,4.6616,1.5793,9.0058,2.1142,5.4854,,0.4805,0.6121,0.9944,1.5554,3.7667,0.8673,3.7147,2.0095
2016/12/14,0.1714,,-0.2443,-1.295,-2.4806,-0.9202,-2.3897,-1.8006,-2.1177,-0.491,1.0757,,0.1814,0.5363,0.6436,0.4354,1.8776,0.3638,0.7761,0.0506,7084963210,,,48175379000,53345986029,38152967327,7434000000,60421459568,4968650000,38152967327,41.821,,10.9209,17.4886,20.0399,18.0784,22.4102,13.6951,28.3242,23.4901,2.5467,,1.7274,1.7284,2.5899,1.6213,4.5502,1.5508,8.8151,2.1066,5.4948,,0.48,0.6042,0.9697,1.541,3.6766,0.8517,3.636,2.0023
2016/12/15,0.2566,,0.1225,-1.0204,-0.9539,-0.3096,0.5919,-1.2694,0.8222,0.3289,0.8965,,0.1195,0.8564,0.7574,0.421,1.0981,0.4466,2.2066,0.0294,7103145322,,,47683793500,52837121298,38034846685,7478000000,59654473480,5009500000,38034846685,41.9283,,10.9743,17.3101,19.8487,18.0224,22.5428,13.5213,28.557,23.6565,2.5533,,1.7359,1.7108,2.5652,1.6163,4.5772,1.5311,8.8875,2.1216,5.5089,,0.4824,0.598,0.9605,1.5363,3.6984,0.8409,3.6659,2.0165
2016/12/16,0.5119,,0.7339,0.4418,-0.8026,0.3106,-0.1337,0.8571,2.4034,0.1639,0.4942,,0.1649,0.436,0.6322,0.234,1.0841,0.2546,1.8091,0.0158,7139509548,,,47894473000,52413067355,38152967327,7468000000,60165797538,5129900000,38152967327,42.143,,11.0873,17.3866,19.6894,18.0784,22.5127,13.6372,29.2434,23.7702,2.5663,,1.7537,1.7183,2.5446,1.6213,4.5711,1.5443,9.1011,2.1318,5.5371,,0.4874,0.6007,0.9527,1.541,3.6935,0.8481,3.754,2.0262
2016/12/19,0,,-0.4857,0.7331,2.2654,0,0.8838,0,3.9396,0.491,0.3495,,0.0885,0.624,1.0167,0.3416,1.2969,0.3319,4.4909,0.0395,7139509548,,,48245605500,53600418395,38152967327,7534000000,60165797538,5332000000,38152967327,42.143,,10.9939,17.5141,20.1355,18.0784,22.7116,13.6372,30.3955,23.8195,2.5663,,1.739,1.7309,2.6022,1.6213,4.6114,1.5443,9.4597,2.1362,5.5371,,0.4832,0.6051,0.9743,1.541,3.7261,0.8481,3.9019,2.0304
2016/12/20,-0.4244,,-0.4881,-0.4367,-0.7911,0,-1.0088,-0.5666,0.2419,-0.6515,0.421,,0.0999,0.4419,0.6604,0.3663,0.7224,0.3219,2.4097,0.0296,7109206027,,,48034926000,53176364452,38152967327,7458000000,59824914833,5344900000,38152967327,41.9641,,10.9629,17.4376,19.9762,18.0784,22.4825,13.5599,30.469,23.7176,2.5554,,1.7341,1.7234,2.5817,1.6213,4.5649,1.5355,9.4826,2.127,5.5136,,0.4819,0.6024,0.9666,1.541,3.6885,0.8433,3.9114,2.0217
2016/12/21,2.5575,,2.3912,5.4094,10.0478,3.4056,1.8504,4.2735,2.4537,1.6393,1.3868,,0.2578,2.4371,3.645,1.8456,2.2142,1.0277,3.7659,0.1497,7291027153,,,50633306500,58519444134,39452294388,7596000000,62381535125,5476050000,39452294388,43.0373,,11.2296,18.3809,21.9833,18.694,22.8985,14.1394,31.2166,24.1137,2.6208,,1.7762,1.8166,2.8411,1.6765,4.6494,1.6011,9.7153,2.1626,5.6546,,0.4936,0.635,1.0637,1.5935,3.7568,0.8793,4.0073,2.0555
2016/12/22,0.1663,,-0.5988,-0.8322,4.3478,-1.1976,-0.8689,-0.8197,-1.7668,-0.6452,0.5658,,0.0854,1.4755,5.3451,0.9296,1.234,0.5496,2.9914,0.0614,7303148561,,,50211947500,61063767792,38979811820,7530000000,61870211066,5379300000,38979811820,43.1089,,11.1616,18.2279,22.9391,18.4701,22.6996,14.0235,30.6651,23.9395,2.6252,,1.7655,1.8015,2.9646,1.6564,4.609,1.588,9.5436,2.1469,5.664,,0.4906,0.6297,1.11,1.5744,3.7241,0.8721,3.9365,2.0407
2016/12/23,-1.2448,,-1.2048,-0.2797,4.0278,-0.6061,-1.7795,-0.6887,-3.3173,-0.8117,0.531,,0.0854,0.9857,5.0336,0.6872,1.2814,0.4033,2.8145,0.0512,7212237998,,,50071494500,63523280661,38743570537,7396000000,61444107684,5200850000,38743570537,42.5723,,11.0301,18.1769,23.8631,18.3582,22.2956,13.9269,29.6479,23.7548,2.5925,,1.7447,1.7964,3.084,1.6464,4.527,1.5771,9.227,2.1304,5.5935,,0.4848,0.628,1.1547,1.5649,3.6579,0.8661,3.8059,2.0249
2016/12/26,0.084,,0.061,-0.8415,-0.267,-0.6098,-1.1087,-0.4161,-0.4547,0.6547,0.4816,,0.064,0.6218,2.9934,0.4939,1.7117,0.2441,0.7771,0.0337,7218298702,,,49650135500,63353659084,38507329253,7314000000,61188445655,5177200000,38507329253,42.608,,11.0389,18.0239,23.7994,18.2463,22.0484,13.869,29.513,23.9089,2.5947,,1.7461,1.7813,3.0758,1.6364,4.4768,1.5705,9.1851,2.1442,5.5982,,0.4852,0.6227,1.1516,1.5554,3.6173,0.8625,3.7886,2.038
2016/12/27,0.084,,0.8531,-0.5658,-1.8742,-0.3067,-0.1914,-0.2786,0.3322,-0.813,0.3745,,0.0616,0.3579,2.6107,0.2424,1.1887,0.177,0.4854,0.0615,7224359406,,,49369229500,62166308044,38389208611,7300000000,61018004302,5194400000,38389208611,42.6438,,11.1331,17.922,23.3533,18.1903,22.0062,13.8303,29.6111,23.7156,2.5968,,1.761,1.7712,3.0181,1.6313,4.4682,1.5661,9.2156,2.1269,5.6029,,0.4894,0.6192,1.13,1.5506,3.6104,0.8601,3.8012,2.0216
2016/12/28,-1.2584,,-0.1208,-0.8535,-0.5457,0.3077,-0.8493,-0.6983,-1.8626,0.1639,0.4914,,0.0439,0.431,2.4849,0.3252,2.1262,0.2252,0.6968,0.0236,7133448843,,,48947870500,61827064889,38507329253,7238000000,60591900920,5097650000,38507329253,42.1072,,11.1256,17.769,23.2259,18.2463,21.8193,13.7338,29.0596,23.7657,2.5642,,1.7598,1.7561,3.0016,1.6364,4.4303,1.5552,9.0439,2.1314,5.5324,,0.489,0.6139,1.1239,1.5554,3.5797,0.8541,3.7304,2.0258
2016/12/29,-0.5098,,0.121,0.2869,-1.0974,0,0.9395,0.9845,-1.6449,0.1637,0.3898,,0.0785,0.3894,1.6494,0.2359,1.5556,0.2202,0.9968,0.015,7097084618,,,49088323500,61148578581,38507329253,7306000000,61188445655,5013800000,38507329253,41.8925,,11.1419,17.82,22.971,18.2463,22.0243,13.869,28.5816,23.8053,2.5511,,1.7624,1.7611,2.9687,1.6364,4.4719,1.5705,8.8952,2.1349,5.5042,,0.4898,0.6157,1.1115,1.5554,3.6133,0.8625,3.6691,2.0292
2016/12/30,0,,0.1208,0.4292,-1.9417,0,0.5749,0.2786,-0.0858,-0.4902,0.3031,,0.0913,0.4006,2.3742,0.2904,1.4169,0.2181,0.8843,0.0269,7097084618,,,49299003000,59961227540,38507329253,7348000000,61358887008,5009500000,38507329253,41.8925,,11.1389,17.8965,22.525,18.2463,22.1509,13.9076,28.557,23.6453,2.5511,,1.7619,1.7687,2.9111,1.6364,4.4976,1.5749,8.8875,2.1206,5.5042,,0.4896,0.6183,1.09,1.5554,3.6341,0.8649,3.6659,2.0156
2017/1/3,4.6114,,1.026,0.1425,0.9901,0.6135,0.2994,0.1389,0.3004,0.4926,2.1014,,0.1767,0.3809,1.7632,0.2538,0.8153,0.1811,0.786,0.0414,7424362645,,,49369229500,60554903060,38743570537,7370000000,61444107684,5024550000,38743570537,86.4006,,11.2581,13.6533,22.9145,17.5652,31.0371,13.8451,24.0156,22.7773,2.6151,,1.5637,1.5983,2.1892,0.9851,4.0283,1.3697,3.9324,1.2773,6.3352,,0.4365,0.6012,1.0481,1.3551,3.4998,0.8278,3.0213,1.7572
2017/1/4,-0.0816,,0.5974,0.9957,0.8403,0.3049,0.2171,0.6935,1.626,0.3268,0.961,,0.1339,0.6509,1.905,0.3923,1.3756,0.2128,1.0002,0.021,7418301941,,,49860815000,61063767792,38861691179,7386000000,61870211066,5106250000,38861691179,86.3301,,11.3319,13.7893,23.1071,17.6188,31.1045,13.9412,24.4061,22.861,2.613,,1.574,1.6142,2.2076,0.9881,4.0371,1.3792,3.9963,1.282,6.33,,0.4394,0.6072,1.0569,1.3593,3.5074,0.8336,3.0705,1.7637
2017/1/5,-0.1634,,0.1188,0.8451,2.0833,0.304,0.3249,0.551,0.3789,0,1.4262,,0.1294,0.8104,2.6918,0.4344,1.1273,0.3243,0.9955,0.0263,7406180532,,,50282174000,62335929621,38979811820,7410000000,62211093772,5125600000,38979811820,86.189,,11.312,13.9058,23.5885,17.6723,31.2056,14.018,24.4986,22.789,2.6087,,1.5712,1.6279,2.2536,0.9911,4.0502,1.3868,4.0115,1.278,6.3197,,0.4386,0.6124,1.0789,1.3634,3.5188,0.8381,3.0821,1.7581
2017/1/6,0.4092,,-0.8304,-0.1397,-1.6327,-0.9091,-0.108,1.0959,-1.3423,-0.3257,1.0536,,0.064,0.6044,1.9261,0.333,1.2253,0.4875,0.6614,0.0291,7436484053,,,50211947500,61318200158,38625449895,7402000000,62892859183,5056800000,38625449895,86.5417,,11.1148,13.8864,23.2033,17.5116,31.1719,14.1716,24.1698,22.5053,2.6194,,1.5438,1.6256,2.2168,0.982,4.0458,1.402,3.9576,1.2621,6.3455,,0.431,0.6115,1.0613,1.351,3.515,0.8473,3.0407,1.7363
2017/1/9,2.6895,,-0.2392,0.4196,2.6279,0.6116,-0.8376,0.4065,-0.085,0.3268,2.1698,,0.1873,0.5958,2.4391,0.5592,1.2487,0.2415,0.6482,0.0512,7636487292,,,50422627000,62929605141,38861691179,7340000000,63148521212,5052500000,38861691179,88.8692,,11.1829,13.9446,23.8131,17.6188,30.9108,14.2292,24.1492,22.7742,2.6898,,1.5533,1.6324,2.275,0.9881,4.0119,1.4077,3.9543,1.2772,6.5162,,0.4336,0.6141,1.0892,1.3593,3.4856,0.8508,3.0381,1.757
2017/1/10,-0.4762,,1.199,7.3816,-0.1348,1.8237,1.1989,2.969,1.8298,0.6515,1.7571,,0.4026,4.9325,3.8407,2.0264,3.1259,0.8269,2.3824,0.1185,7600123067,,,54144631500,62844794353,39570415030,7428000000,65023376093,5144950000,39570415030,88.446,,11.3119,14.974,23.781,17.9401,31.2814,14.6517,24.5911,22.9133,2.677,,1.5712,1.7529,2.272,1.0061,4.06,1.4495,4.0266,1.285,6.4852,,0.4386,0.6594,1.0877,1.384,3.5274,0.876,3.0937,1.7677
