ÈÕÆÚ,002357.SZ,002627.SZ,600561.SH,600611.SH,600650.SH,600662.SH,600834.SH,603032.SH,603069.SH,900903.SH,900914.SH,002357.SZ,002627.SZ,600561.SH,600611.SH,600650.SH,600662.SH,600834.SH,603032.SH,603069.SH,900903.SH,900914.SH,002357.SZ,002627.SZ,600561.SH,600611.SH,600650.SH,600662.SH,600834.SH,603032.SH,603069.SH,900903.SH,900914.SH,002357.SZ,002627.SZ,600561.SH,600611.SH,600650.SH,600662.SH,600834.SH,603032.SH,603069.SH,900903.SH,900914.SH,002357.SZ,002627.SZ,600561.SH,600611.SH,600650.SH,600662.SH,600834.SH,603032.SH,603069.SH,900903.SH,900914.SH,002357.SZ,002627.SZ,600561.SH,600611.SH,600650.SH,600662.SH,600834.SH,603032.SH,603069.SH,900903.SH,900914.SH
2015/2/16,0.779,2.2727,1.1719,1.8717,0.6086,-0.0945,1.1776,,,0.3421,-0.2358,0.8465,1.1716,0.8952,1.6433,1.0441,4.6481,0.5167,,,0.2127,0.1545,2785366497,2113526520,3069978800,11912470690,6455958040,11134038359,4921807441,,,11912470690,6455958040,23.6777,34.1482,20.6276,42.5583,42.5659,59.5042,46.7965,,,20.0766,20.0226,3.6617,2.4038,2.0738,2.8431,3.922,3.5862,3.6061,,,1.3412,1.8449,7.1254,1.6587,1.182,6.1373,4.1785,2.444,6.6102,,,2.8953,1.9655
2015/2/17,2.319,0.2469,0.695,1.1374,3.3878,2.3652,1.6489,,,0,0.9456,1.1423,0.9728,1.2836,2.1181,2.0856,4.3165,1.2744,,,0.157,0.3104,2849960379,2118745104,3091314560,12047958108,6674671682,11397378907,5002962364,,,12047958108,6674671682,24.2268,34.2325,20.7709,43.0423,44.0079,60.9116,47.5681,,,20.0952,20.2307,3.7466,2.4097,2.0883,2.8755,4.0549,3.671,3.6655,,,1.3425,1.864,7.2907,1.6628,1.1902,6.2071,4.32,2.5018,6.7192,,,2.8979,1.9859
2015/2/25,1.2363,-3.0172,-1.7638,-2.2491,-2.5746,4.2514,-0.9542,,,-1.7045,-0.6245,1.0099,2.6405,0.5615,1.6616,1.3647,4.5275,0.8239,,,0.1583,0.1759,2885193405,2054817450,3036789840,11776983272,6502825249,11881925514,4955224174,,,11776983272,6502825249,24.5263,33.1996,20.4046,42.0742,42.8749,63.5012,47.1142,,,19.7701,20.122,3.7929,2.337,2.0514,2.8108,3.9505,3.8271,3.6306,,,1.3208,1.854,7.3808,1.6126,1.1692,6.0675,4.2088,2.6082,6.6551,,,2.8511,1.9753
2015/2/26,0,0.5079,3.1226,1.5044,0.5405,-2.305,0.6744,,,0.6936,0,1.1458,1.5236,4.2532,1.4927,1.0367,3.1605,0.6962,,,0.1321,0.1896,2885193405,2065254618,3131615440,11954159126,6537975656,11608051345,4988640907,,,11954159126,6537975656,24.5263,33.3683,21.0417,42.7072,43.1066,62.0375,47.4319,,,19.9056,20.1204,3.7929,2.3489,2.1155,2.8531,3.9718,3.7389,3.6551,,,1.3298,1.8539,7.3808,1.6208,1.2057,6.1588,4.2316,2.548,6.6999,,,2.8706,1.9751
2015/2/27,-0.6784,1.3898,-1.5897,4.0105,1.3142,0.1815,1.0526,,,0.6889,0.3142,0.9896,2.6917,1.9861,3.3613,1.544,2.4967,0.9405,,,0.2554,0.1829,2865619502,2093956830,3081832000,12433576144,6623898872,11629118589,5041152917,,,12433576144,6623898872,24.3599,33.832,20.7072,44.4199,43.6731,62.1501,47.9312,,,20.0741,20.2152,3.7672,2.3815,2.0819,2.9675,4.024,3.7457,3.6935,,,1.3411,1.8626,7.3307,1.6433,1.1865,6.4058,4.2872,2.5527,6.7705,,,2.8949,1.9844
2015/3/2,-0.6831,5.296,0.6923,2.0956,0.7075,2.808,0,,,2.2805,0.1566,1.9043,4.8989,1.6925,4.8436,1.5707,3.5271,1.2827,,,0.5582,0.291,2846045598,2204851740,3103167760,12694128872,6670766081,11955660868,5041152917,,,12694128872,6670766081,24.1935,35.6237,20.8506,45.3508,43.9822,63.8952,47.9312,,,20.5446,20.2594,3.7415,2.5077,2.0963,3.0297,4.0525,3.8509,3.6935,,,1.3725,1.8667,7.2807,1.7303,1.1948,6.5401,4.3175,2.6243,6.7705,,,2.9627,1.9888
2015/3/3,4.608,0.1183,-1.8335,0.9852,-2.2834,-3.9648,-0.4735,,,0.1115,-1.0164,5.3144,3.5726,1.9216,6.0658,1.5798,3.9449,1.1134,,,0.5173,0.3695,2977190753,2207461032,3046272400,12819194181,6518447652,11481647882,5017283822,,,12819194181,6518447652,25.3083,35.6659,20.4683,45.7976,42.9779,61.362,47.7043,,,20.5775,20.0632,3.9139,2.5106,2.0578,3.0595,3.96,3.6982,3.676,,,1.3747,1.8486,7.6162,1.7324,1.1729,6.6045,4.2189,2.5203,6.7384,,,2.9675,1.9695
2015/3/4,2.4326,3.3688,1.1673,0.4065,3.0557,0.5505,4.2816,,,0,0.8689,6.1736,3.4654,1.0162,2.8521,2.6212,2.9878,3.6106,,,0.2595,0.3514,3049614196,2281825854,3081832000,12871304726,6717633290,11544849613,5232105679,,,12871304726,6717633290,25.924,36.8674,20.7072,45.9838,44.2912,61.6997,49.7468,,,20.5715,20.2316,4.0091,2.5952,2.0819,3.072,4.081,3.7185,3.8334,,,1.3743,1.8641,7.8014,1.7907,1.1865,6.6313,4.3478,2.5342,7.0269,,,2.9666,1.986
2015/3/5,0.1926,-0.2287,2.3077,0.1619,-0.7558,7.7555,2.281,,,0,-0.0783,2.7063,2.226,2.4452,3.3541,1.6236,5.2916,3.0209,,,0.3434,0.1858,3055486368,2276607270,3152951200,12892148944,6666860480,12440207476,5351451155,,,12892148944,6666860480,25.9739,36.7831,21.1851,46.0582,43.9564,66.4848,50.8815,,,20.5725,20.2168,4.0168,2.5893,2.1299,3.0769,4.0501,4.0069,3.9209,,,1.3744,1.8628,7.8164,1.7866,1.2139,6.6421,4.315,2.7307,7.1872,,,2.9668,1.9846
2015/3/6,-0.9609,-3.2665,1.8045,-4.4462,2.7534,-2.7942,-1.6057,,,-1.3363,0.3918,1.6955,2.1047,3.4739,3.53,3.5551,4.6318,1.6859,,,0.2418,0.3195,3026125512,2202242448,3209846560,12318932944,6850423716,12092597953,5265522412,,,12318932944,6850423716,25.7243,35.5816,21.5674,44.0104,45.1667,64.6271,50.0645,,,20.2992,20.2977,3.9782,2.5047,2.1683,2.9401,4.1616,3.895,3.8579,,,1.3561,1.8702,7.7413,1.7283,1.2358,6.3468,4.4338,2.6544,7.0718,,,2.9274,1.9925
2015/3/9,1.6818,-0.4147,6.4254,1.6074,-1.0832,3.7456,0.272,,,0.5643,-0.0781,1.8093,1.4233,6.2849,2.1461,1.6349,3.3688,1.3037,,,0.2546,0.1549,3077017662,2193109926,3416092240,12516953017,6776217301,12545543695,5279843869,,,12516953017,6776217301,26.1569,35.434,22.9532,44.7178,44.6774,67.0478,50.2007,,,20.4237,20.2917,4.0451,2.4943,2.3077,2.9874,4.1166,4.0409,3.8684,,,1.3644,1.8697,7.8715,1.7211,1.3152,6.4488,4.3858,2.7538,7.091,,,2.9453,1.9919
2015/3/10,3.4351,5.7704,-1.6655,1.0824,-0.3458,0.7557,0.7233,,,0.2245,0,3.7977,3.938,3.3765,2.3059,1.7785,2.1563,1.7939,,,0.1572,0.1833,3182716742,2319660588,3359196880,12652440435,6752783697,12640346292,5318034422,,,12652440435,6752783697,27.0555,37.4787,22.5709,45.2019,44.5229,67.5544,50.5638,,,20.4726,20.2947,4.184,2.6383,2.2692,3.0197,4.1023,4.0714,3.8964,,,1.3677,1.8699,8.1419,1.8204,1.2933,6.5186,4.3706,2.7746,7.1423,,,2.9524,1.9922
2015/3/11,-1.9065,-1.2936,0.8469,-1.9769,-2.6027,-2.1667,0.2693,,,-0.224,-0.0781,1.5312,2.0396,1.6549,2.2652,2.0384,2.4691,1.3254,,,0.1312,0.1891,3122037640,2289653730,3387644560,12402309817,6577031663,12366472122,5332355879,,,12402309817,6577031663,26.5396,36.9939,22.762,44.3082,43.3641,66.0908,50.7,,,20.435,20.287,4.1043,2.6041,2.2884,2.96,3.9955,3.9832,3.9069,,,1.3652,1.8692,7.9867,1.7969,1.3043,6.3897,4.2568,2.7145,7.1616,,,2.9469,1.9915
2015/3/12,-1.8182,-0.9687,-1.9594,1.7647,1.4846,3.4072,7.162,,,0.8979,1.6419,1.376,1.1633,2.1996,2.5976,1.432,3.8408,3.4022,,,0.3327,0.6026,3065273319,2267474748,3321266640,12621174108,6674671682,12787816999,5714261403,,,12621174108,6674671682,26.0571,36.6355,22.316,45.0902,44.0079,68.3426,54.3311,,,20.6252,20.6268,4.0297,2.5789,2.2436,3.0123,4.0549,4.1189,4.1867,,,1.3779,1.9005,7.8415,1.7795,1.2787,6.5025,4.32,2.807,7.6745,,,2.9744,2.0248
2015/3/13,3.576,2.0713,0.9279,2.725,1.8139,9.9671,1.9215,,,0.8899,3.4615,1.9159,1.3947,2.0023,3.4492,1.4009,5.0859,2.7332,,,0.338,1.4511,3174887180,2314442004,3352084960,12965103708,6795745305,14062385250,5824059241,,,12965103708,6795745305,26.9889,37.3944,22.5231,46.3189,44.8062,75.1543,55.3751,,,20.7989,21.3308,4.1738,2.6323,2.2644,3.0944,4.1284,4.5294,4.2671,,,1.3895,1.9654,8.1219,1.8163,1.2906,6.6797,4.3984,3.0868,7.8219,,,2.9994,2.0939
2015/3/16,1.3564,1.1838,7.4965,8.0386,3.7931,3.6704,0.8197,,,3.6384,2.0074,2.2815,2.4476,4.2116,8.343,2.8951,5.6109,2.3673,,,1.1744,1.0035,3217949768,2341839570,3603372800,14007314617,7053514955,14578532723,5871797432,,,14007314617,7053514955,27.355,37.8371,24.2115,50.0422,46.5057,77.9128,55.829,,,21.5651,21.7685,4.2304,2.6635,2.4342,3.3431,4.285,4.6957,4.3021,,,1.4407,2.0057,8.2321,1.8378,1.3873,7.2166,4.5652,3.2001,7.8861,,,3.1099,2.1369
2015/3/17,-0.4866,-1.1699,0.9868,0,3.433,0.578,0.5691,,,-0.9574,0.5831,2.148,3.4648,3.4561,5.9091,4.5959,4.8127,2.4714,,,0.436,0.9543,3202290645,2314442004,3638932400,14007314617,7295662201,14662801699,5905214165,,,14007314617,7295662201,27.2219,37.3944,24.4504,50.0422,48.1023,78.3632,56.1467,,,21.3482,21.8848,4.2098,2.6323,2.4582,3.3431,4.4321,4.7228,4.3266,,,1.4262,2.0165,8.192,1.8163,1.401,7.2166,4.722,3.2186,7.9309,,,3.0786,2.1483
2015/3/18,7.5795,3.664,-0.2606,1.6369,-0.1606,0,2.6677,,,0.8593,-0.4348,4.8552,4.035,2.5428,5.0862,2.7201,3.0107,2.2147,,,0.3826,0.3407,3445007051,2399243994,3629449840,14236601017,7283945399,14662801699,6062750194,,,14236601017,7283945399,29.2851,38.7645,24.3867,50.8614,48.025,78.3632,57.6445,,,21.5215,21.7794,4.5289,2.7288,2.4518,3.3978,4.425,4.7228,4.442,,,1.4378,2.0067,8.8129,1.8829,1.3974,7.3347,4.7144,3.2186,8.1425,,,3.1036,2.138
2015/3/19,0.9091,-1.3594,1.8942,3.3675,-0.8043,-1.2931,-0.7087,,,0,-2.329,3.7827,2.6717,2.4178,6.5831,2.721,3.285,2.4165,,,0.346,0.776,3476325297,2366627844,3698198400,14716018035,7225361388,14473196504,6019785822,,,14716018035,7225361388,29.5514,38.2376,24.8487,52.5741,47.6387,77.3498,57.236,,,21.488,21.239,4.57,2.6917,2.4982,3.5122,4.3894,4.6617,4.4105,,,1.4355,1.9569,8.893,1.8573,1.4239,7.5817,4.6765,3.177,8.0848,,,3.0988,2.0849
2015/3/20,-0.5068,-0.6064,10,-0.9207,-1.1351,0.3639,-1.9033,,,0.1065,3.8748,1.679,3.2276,3.9501,4.4859,1.7149,3.0332,1.624,,,0.3664,0.7187,3458708784,2352276738,4068018240,14580530617,7143343772,14525864614,5905214165,,,14580530617,7143343772,29.4016,38.0057,27.3335,52.0901,47.098,77.6313,56.1467,,,21.5235,22.0749,4.5469,2.6753,2.7481,3.4799,4.3396,4.6787,4.3266,,,1.4379,2.034,8.848,1.846,1.5662,7.5119,4.6234,3.1885,7.9309,,,3.1039,2.167
2015/3/23,1.3582,2.8841,-1.7483,0,0.2187,1.3778,1.0509,,,-0.8511,-0.8608,2.3845,3.8107,7.1591,4.3329,2.1402,3.6127,2.009,,,0.411,0.4447,3505686153,2420118330,3996899040,14580530617,7158966175,14726003430,5967273813,,,14580530617,7158966175,29.8009,39.1018,26.8557,52.0901,47.201,78.7009,56.7368,,,21.3236,21.8678,4.6086,2.7525,2.7,3.4799,4.3491,4.7432,4.3721,,,1.4245,2.0149,8.9681,1.8993,1.5389,7.5119,4.6335,3.2324,8.0143,,,3.0751,2.1467
2015/3/24,-2.5126,0.0539,-3.3808,-1.644,6.9831,2.289,4.8,,,-0.5365,1.0854,2.8607,3.6713,4.917,5.3911,6.2299,4.9829,3.4881,,,0.5655,0.9028,3417603586,2421422976,3861772560,14340822108,7658883071,15063079331,6253702956,,,14340822108,7658883071,29.0522,39.1229,25.9477,51.2337,50.4971,80.5024,59.4601,,,21.192,22.0871,4.4928,2.754,2.6087,3.4227,4.6528,4.8517,4.5819,,,1.4157,2.0351,8.7428,1.9003,1.4868,7.3884,4.957,3.3064,8.399,,,3.0561,2.1682
2015/3/25,-0.4009,2.8556,-1.5347,0.5087,-2.4477,-2.6573,-1.9847,,,-0.6472,-1.2885,2.1431,5.735,2.6619,4.9024,3.5069,2.9016,1.8315,,,0.3498,0.4822,3403901853,2490569214,3802506560,14413776871,7471414235,14662801699,6129583660,,,14413776871,7471414235,28.9357,40.2401,25.5495,51.4944,49.261,78.3632,58.28,,,21.0589,21.8068,4.4748,2.8326,2.5687,3.4401,4.5389,4.7228,4.491,,,1.4069,2.0093,8.7077,1.9546,1.464,7.426,4.8357,3.2186,8.2323,,,3.0369,2.1407
2015/3/26,-0.0575,-0.7858,0.6234,-0.3615,-4.391,-2.227,-1.324,,,-0.4343,-1.8129,2.3819,3.2466,2.2616,3.7419,2.793,3.162,1.4981,,,0.3528,0.4927,3401944463,2470999524,3826212960,14361666326,7143343772,14336259420,6048428736,,,14361666326,7143343772,28.9191,39.9239,25.7088,51.3082,47.098,76.618,57.5084,,,20.9555,21.3993,4.4722,2.8104,2.5847,3.4277,4.3396,4.6176,4.4315,,,1.3999,1.9717,8.7027,1.9392,1.4731,7.3992,4.6234,3.1469,8.1233,,,3.022,2.1007
2015/3/27,1.2658,5.4382,0.1859,5.9507,0.328,0.7348,2.4467,,,1.6358,0.4431,1.7361,4.6643,1.8054,5.8717,1.5631,2.0492,1.537,,,0.5366,0.2575,3445007051,2605378062,3833324880,15216279271,7166777376,14441595639,6196417127,,,15216279271,7166777376,29.2851,42.095,25.7566,54.3614,47.2525,77.181,58.9155,,,21.3059,21.5018,4.5289,2.9632,2.5895,3.6316,4.3538,4.6516,4.54,,,1.4234,1.9812,8.8129,2.0447,1.4759,7.8395,4.6385,3.17,8.322,,,3.0725,2.1107
2015/3/30,0,4.2564,2.8448,0.137,1.6349,3.3552,2.3883,,,-0.4292,0.1471,,4.5288,3.8829,4.5558,1.8912,3.6964,1.5256,,,0.4173,0.2444,3445007051,2716272972,3942374320,15237123490,7283945399,14926142246,6344405517,,,15237123490,7283945399,29.2851,43.8868,26.4893,54.4358,48.025,79.7705,60.3225,,,21.2162,21.5352,4.5289,3.0893,2.6632,3.6366,4.425,4.8076,4.6484,,,1.4174,1.9842,8.8129,2.1317,1.5179,7.8502,4.7144,3.2764,8.5208,,,3.0596,2.114
2015/3/31,0,-3.5062,3.0066,-2.8728,-2.0375,-0.8469,-2.2573,,,-1.0776,-1.1747,,3.6432,4.4856,4.4236,2.0726,3.3547,1.6585,,,0.3495,0.3956,3445007051,2621033814,4060906320,14799394908,7135532570,14799738784,6201190946,,,14799394908,7135532570,29.2851,42.348,27.2857,52.872,47.0465,79.095,58.9608,,,20.9944,21.2891,4.5289,2.981,2.7432,3.5321,4.3348,4.7669,4.5435,,,1.4025,1.9616,8.8129,2.0569,1.5635,7.6247,4.6183,3.2486,8.3284,,,3.0276,2.0898
2015/4/1,0,3.4345,2.0432,1.6197,0.8758,9.6085,0.9238,,,0.1089,0.4458,,3.5325,2.5782,3.4564,1.8128,4.915,1.2777,,,0.225,0.2002,3445007051,2711054388,4143878720,15039103417,7198022182,16221777741,6258476775,,,15039103417,7198022182,29.2851,43.8025,27.8432,53.7284,47.4585,86.6949,59.5055,,,21.0214,21.3882,4.5289,3.0834,2.7993,3.5894,4.3728,5.225,4.5854,,,1.4043,1.9707,8.8129,2.1276,1.5954,7.7482,4.6588,3.5608,8.4054,,,3.0315,2.0996
2015/4/2,0,2.358,3.6613,3.0492,3.0928,-0.5195,0.5339,,,0.6529,0,,2.4459,2.7869,4.6652,3.3462,3.1537,1.4627,,,0.351,0.3553,3445007051,2774982042,4295599680,15497676217,7420641425,16137508766,6291893508,,,15497676217,7420641425,29.2851,44.8353,28.8627,55.3667,48.9263,86.2445,59.8232,,,21.1456,21.375,4.5289,3.1561,2.9018,3.6988,4.508,5.1978,4.6099,,,1.4126,1.9695,8.8129,2.1778,1.6539,7.9845,4.8029,3.5423,8.4503,,,3.0494,2.0983
2015/4/3,0,2.4918,-0.4415,-0.7397,1,3.0026,3.1108,,,-0.7568,1.1095,,2.6758,1.7259,4.2562,2.8387,3.689,1.9546,,,0.32,0.3564,3445007051,2844128280,4276634560,15383033017,7494847839,16622055374,6487620089,,,15383033017,7494847839,29.2851,45.9525,28.7352,54.9571,49.4155,88.8341,61.6842,,,20.9691,21.5952,4.5289,3.2348,2.889,3.6714,4.5531,5.3539,4.7533,,,1.4009,1.9898,8.8129,2.232,1.6466,7.9254,4.8509,3.6486,8.7131,,,3.024,2.1199
2015/4/7,0,5.0459,5.2661,0.3388,1.9281,1.1407,0.3679,,,0.7625,-0.5852,,5.3875,5.7373,4.269,3.5773,2.7014,1.5019,,,0.2882,0.6392,3445007051,2987639340,4501845360,15435143562,7639355067,16811660568,6511489184,,,15435143562,7639355067,29.2851,48.2712,30.2485,55.1433,50.3683,89.8474,61.9112,,,21.1142,21.4538,4.5289,3.398,3.0411,3.6839,4.6409,5.415,4.7708,,,1.4105,1.9767,8.8129,2.3446,1.7333,7.9522,4.9444,3.6903,8.7452,,,3.0449,2.106
2015/4/8,0,-3.4061,-3.4229,-0.4727,-2.4029,-4.7619,4.3988,,,0.2162,-1.766,,3.5699,4.395,6.5802,2.6098,3.2601,2.5977,,,0.5353,0.6905,3421518367,2885876952,4347753760,15362188799,7455791832,16011105303,6797918327,,,15362188799,7455791832,29.0855,46.6271,29.2131,54.8826,49.158,85.569,64.6345,,,21.1737,21.0887,4.498,3.2822,2.937,3.6665,4.5294,5.1571,4.9807,,,1.4145,1.9431,8.7528,2.2648,1.6739,7.9147,4.8256,3.5145,9.1299,,,3.0535,2.0702
2015/4/9,0,5.1989,9.9782,-3.7313,-4.0335,-3.8158,-1.8961,,,0.3236,0.4494,,4.3676,6.8325,5.9291,2.3609,3.084,2.2164,,,0.5795,0.6015,3421518367,3035911242,4781580880,14788972799,7155060574,15400155232,6669025213,,,14788972799,7155060574,29.0855,49.0512,32.128,52.8348,47.1752,82.3038,63.409,,,21.2398,21.181,4.498,3.4529,3.2301,3.5297,4.3467,4.9603,4.8862,,,1.4189,1.9516,8.7528,2.3825,1.841,7.6193,4.631,3.3804,8.9568,,,3.063,2.0792
2015/4/10,0,2.6644,-1.1899,1.2685,1.9105,2.4624,1.7895,,,10,9.9925,,3.058,4.6879,4.1188,1.7203,3.0552,1.6566,,,1.3467,1.4676,3421518367,3116799294,4724685520,14976570762,7291756600,15779365621,6788370689,,,14976570762,7291756600,29.0855,50.3581,31.7458,53.505,48.0765,84.3305,64.5437,,,23.376,23.3097,4.498,3.5449,3.1916,3.5744,4.4297,5.0825,4.9737,,,1.5616,2.1477,8.7528,2.446,1.8191,7.716,4.7194,3.4637,9.1171,,,3.3711,2.2882
2015/4/13,0,-0.1256,-0.6021,2.5748,4.2849,8.745,9.9859,,,9.9707,10.0339,,2.5506,4.2754,5.7603,3.6624,4.6102,3.4566,,,0.1151,0.1517,3421518367,3112885356,4696237840,15362188799,7604204660,17159270091,7466252994,,,15362188799,7604204660,29.0855,50.2948,31.5546,54.8826,50.1366,91.7052,70.989,,,25.7172,25.659,4.498,3.5404,3.1724,3.6665,4.6196,5.5269,5.4703,,,1.718,2.3642,8.7528,2.4429,1.8081,7.9147,4.9217,3.7666,10.0275,,,3.7087,2.5188
2015/4/14,0,-3.8139,-3.7355,2.6459,10.0154,10.0061,9.2072,,,2.8444,8.5028,,2.9928,4.7625,6.6946,7.5854,6.8304,5.6044,,,3.8604,5.2828,3421518367,2994162570,4520810480,15768651053,8365796807,18876250463,8153682937,,,15768651053,8365796807,29.0855,48.3766,30.3759,56.3348,55.1579,100.8813,77.5251,,,26.4538,27.8462,4.498,3.4054,3.0539,3.7635,5.0822,6.0799,5.974,,,1.7673,2.5657,8.7528,2.3498,1.7406,8.1241,5.4146,4.1435,10.9507,,,3.8149,2.7335
2015/4/15,0,0.0871,-1.4158,-6.9399,0.2334,-5.6362,-7.0843,,,0.9507,3.2936,,2.4542,2.6799,5.2188,8.1623,4.919,3.6291,,,1.4566,3.0888,3421518367,2996771862,4456803200,14674329599,8385324810,17812354650,7576050832,,,14674329599,8385324810,29.0855,48.4188,29.9458,52.4252,55.2867,95.1955,72.033,,,26.6762,28.7319,4.498,3.4084,3.0107,3.5023,5.0941,5.7373,5.5508,,,1.7821,2.6473,8.7528,2.3518,1.7159,7.5603,5.4272,3.9099,10.1749,,,3.847,2.8205
2015/4/16,0,0,0.4255,0.5682,-1.3041,5.5588,-0.126,,,1.4555,2.6938,,1.8407,2.2661,3.283,3.6958,4.3519,2.2913,,,1.1165,2.1298,3421518367,2996771862,4475768320,14757706471,8275967989,18802515109,7566503194,,,14757706471,8275967989,29.0855,48.4188,30.0733,52.7231,54.5657,100.4872,71.9422,,,27.049,29.4891,4.498,3.4084,3.0235,3.5222,5.0276,6.0562,5.5438,,,1.807,2.7171,8.7528,2.3518,1.7232,7.6032,5.3564,4.1273,10.1621,,,3.9008,2.8948
2015/4/17,0,-0.2177,0.7945,-0.2825,1.8877,-1.5686,1.0095,,,-3.4599,-4.3362,,2.9112,3.2117,3.9475,3.7969,3.7252,2.5264,,,1.1559,1.8978,3421518367,2990248632,4511327920,14716018035,8432192019,18507573696,7642884299,,,14716018035,8432192019,29.0855,48.3134,30.3122,52.5741,55.5957,98.911,72.6684,,,26.097,28.1929,4.498,3.4009,3.0475,3.5122,5.1226,5.9612,5.5998,,,1.7434,2.5977,8.7528,2.3467,1.7369,7.5817,5.4576,4.0625,10.2647,,,3.7635,2.7676
2015/4/20,0,-5.8901,-5.938,0.0708,1.1116,-6.033,-5.2467,,,-5.1573,-4.3649,,2.8828,2.8212,5.8544,5.5459,4.6077,2.746,,,1.2202,1.8336,3421518367,2814121422,4243445600,14726440144,8525926437,17391009773,7241883499,,,14726440144,8525926437,29.0855,45.4677,28.5122,52.6114,56.2137,92.9437,68.8557,,,24.7462,26.957,4.498,3.2006,2.8666,3.5147,5.1795,5.6016,5.306,,,1.6532,2.4838,8.7528,2.2085,1.6338,7.5871,5.5182,3.8174,9.7261,,,3.5687,2.6462
2015/4/21,0,2.5498,1.3408,6.7233,4.8557,2.7862,1.7798,,,3.2258,4.5641,,1.6858,2.6714,6.3035,3.7804,2.3272,1.4926,,,1.0196,1.1337,3421518367,2885876952,4300340960,15716540508,8939920117,17875556381,7370776613,,,15716540508,8939920117,29.0855,46.6271,28.8945,56.1486,58.9433,95.5332,70.0812,,,25.5549,28.1989,4.498,3.2822,2.905,3.751,5.431,5.7576,5.4004,,,1.7072,2.5982,8.7528,2.2648,1.6557,8.0972,5.7862,3.9238,9.8992,,,3.6853,2.7681
2015/4/22,0,6.3743,1.5987,6.9629,0.0437,2.0035,2.9793,,,4.8214,2.2384,,3.0229,3.8072,8.7573,3.32,4.1894,1.9773,,,1.0606,0.8842,3421518367,3069832038,4369089520,16810861962,8943825718,18233699526,7590372290,,,16810861962,8943825718,29.0855,49.5992,29.3565,60.0581,58.969,97.4473,72.1692,,,26.7914,28.8348,4.498,3.4915,2.9514,4.0122,5.4334,5.873,5.5613,,,1.7898,2.6568,8.7528,2.4092,1.6822,8.661,5.7887,4.0024,10.1942,,,3.8636,2.8306
2015/4/23,0,4.1649,-0.9767,-1.3639,-1.179,-1.6753,-0.3774,,,-0.7666,-0.0547,,3.5016,3.6486,7.3668,3.444,2.8136,2.0149,,,0.7955,0.8768,3421518367,3197687346,4326418000,16581575562,8838374497,17928224491,7561729375,,,16581575562,8838374497,29.0855,51.665,29.0698,59.239,58.2738,95.8147,71.8968,,,26.5821,28.8148,4.498,3.6369,2.9226,3.9575,5.3693,5.7746,5.5403,,,1.7758,2.655,8.7528,2.5095,1.6657,8.5429,5.7204,3.9354,10.1557,,,3.8334,2.8286
2015/4/24,0,1.9992,-1.4795,2.4513,-1.0163,0.5288,0.5051,,,2.6609,-0.4929,,3.7263,3.5233,7.7998,2.6171,2.9197,2.0839,,,1.285,0.9816,3421518367,3261615000,4262410720,16988037817,8748545680,18023027088,7599919928,,,16988037817,8748545680,29.0855,52.6978,28.6397,60.6911,57.6815,96.3214,72.2599,,,27.2716,28.654,4.498,3.7096,2.8794,4.0545,5.3147,5.8051,5.5683,,,1.8219,2.6402,8.7528,2.5597,1.6411,8.7523,5.6623,3.9562,10.207,,,3.9329,2.8128
2015/4/27,0,-2.64,1.3904,-0.0613,-2.1875,0,0.7538,,,0.5017,0.055,,4.4344,7.2199,4.879,2.7273,2.8651,2.5981,,,0.8379,0.7133,3421518367,3175508364,4321676720,16977615708,8557171243,18023027088,7657205756,,,16977615708,8557171243,29.0855,51.3066,29.0379,60.6539,56.4197,96.3214,72.8046,,,27.399,28.66,4.498,3.6116,2.9194,4.052,5.1985,5.8051,5.6102,,,1.8304,2.6407,8.7528,2.4921,1.6639,8.7469,5.5384,3.9562,10.2839,,,3.9512,2.8134
2015/4/28,0,-9.4084,5.7049,-3.3149,-4.199,-4.325,-5.5486,,,-1.6639,-3.1353,,5.2926,10.1539,5.4862,2.4424,3.2601,2.171,,,0.8533,0.844,3421518367,2876744430,4568223280,16414821817,8197855974,17243539067,7232335861,,,16414821817,8197855974,29.0855,46.4795,30.6945,58.6433,54.0507,92.1555,68.765,,,26.9383,27.7564,4.498,3.2718,3.086,3.9177,4.9802,5.5541,5.299,,,1.7996,2.5575,8.7528,2.2576,1.7588,8.457,5.3059,3.7851,9.7133,,,3.8848,2.7247
2015/4/29,0,-0.1814,2.0239,1.0794,2.3344,5.8644,3.9604,,,1.7766,1.6468,,3.1936,6.6746,3.3012,1.8672,3.4091,1.8525,,,0.7221,0.5046,3421518367,2871525846,4660678240,16591997671,8389230411,18254766770,7518765004,,,16591997671,8389230411,29.0855,46.3952,31.3157,59.2762,55.3125,97.5599,71.4883,,,27.399,28.1951,4.498,3.2659,3.1484,3.96,5.0965,5.8798,5.5088,,,1.8304,2.5979,8.7528,2.2535,1.7944,8.5483,5.4298,4.007,10.098,,,3.9512,2.7678
2015/4/30,0,0.5452,-0.9156,-1.7588,-1.0242,-0.2308,-1.5873,,,-0.3325,0.0559,,2.0317,6.069,2.5545,1.9201,2.7826,1.5013,,,0.657,0.5908,3421518367,2887181598,4618006720,16300178617,8303307195,18212632282,7399419528,,,16300178617,8303307195,29.0855,46.6481,31.029,58.2337,54.7459,97.3347,70.3536,,,27.2936,28.1961,4.498,3.2837,3.1196,3.8903,5.0443,5.8662,5.4214,,,1.8234,2.598,8.7528,2.2658,1.778,8.3979,5.3741,3.9978,9.9377,,,3.936,2.7679
