ÈÕÆÚ,000532.SZ,000636.SZ,000701.SZ,000733.SZ,000823.SZ,002134.SZ,002138.SZ,002199.SZ,002222.SZ,002288.SZ,002384.SZ,002436.SZ,002463.SZ,002484.SZ,002579.SZ,002618.SZ,002636.SZ,002815.SZ,002913.SZ,002916.SZ,002938.SZ,300408.SZ,300460.SZ,300476.SZ,300657.SZ,300726.SZ,300739.SZ,600183.SH,600237.SH,600563.SH,600601.SH,603186.SH,603228.SH,603267.SH,603328.SH,603386.SH,603678.SH,603738.SH,603920.SH,603936.SH,603989.SH
2018/8/1,9.7312,18.9108,7.3882,13.0992,7.4409,7.24,17.7153,9.79,12.6319,4.14,16.7847,4.2452,4.547,6.6353,9.0974,21.14,9.14,15.8442,38.0899,53.3034,,24.1653,10.57,14.9518,18.3913,29.2273,16.5122,9.988,3.95,46.5283,2.9008,15.299,36.7702,,8.7899,23.2808,23.7754,16.5222,11.8853,13.1886,20.6568
2018/8/2,9.2128,18.608,7.0188,12.7004,7.4508,6.82,17.7648,9.33,12.1362,4.12,16.6055,4.2452,4.5173,6.349,8.6222,19.3,8.55,15.305,36.9906,50.9445,,23.6323,10.16,14.5775,18.6136,30.474,16.2427,9.9977,3.8,46.5477,2.8211,14.4938,37.045,,8.4813,23.2808,23.4173,15.8863,11.4014,12.7128,20.3419
2018/8/3,9.2427,17.5921,6.899,12.521,7.4904,6.56,17.5173,8.6,11.9775,4.19,16.048,4.2452,4.3191,6.2601,8.4143,17.37,8.47,14.8932,36.1289,48.7097,,22.9018,10.01,14.0851,18.52,29.6627,15.7957,9.6953,3.76,43.6203,2.7912,14.4242,36.6011,,8.2979,23.2808,22.8105,15.5982,11.353,12.7057,20.4009
2018/8/6,9.0233,17.2893,6.7692,12.2319,7.2331,6.49,17.0423,7.74,11.4818,4.07,15.8423,4.2452,4.3191,6.2503,8.5529,17.57,8.35,14.2461,34.3661,48.9166,,22.2996,9.79,13.4448,18.5434,30.474,15.8286,9.6953,3.78,44.4733,2.7712,13.957,36.0091,,7.8725,23.2808,22.7508,15.3498,11.2756,12.0381,19.9581
2018/8/7,9.3224,17.8949,6.9689,12.6406,7.5003,6.69,18.0914,7.86,11.8685,4.13,15.9352,4.2452,4.4281,6.3885,8.7212,17.38,8.7,15.5207,35.5644,51.4825,,23.1979,10.09,13.9866,19.1576,31.503,16.532,9.9489,4.01,45.685,2.851,14.3844,37.4326,,8.006,23.2808,23.2581,15.7572,11.5466,12.4642,20.2041
2018/8/8,9.133,16.1074,6.899,12.2419,7.2133,6.71,17.2006,7.81,11.462,4.13,15.537,4.2452,4.4281,6.2799,8.4143,15.64,8.24,15.354,33.2271,50.0092,,23.0992,9.87,13.9964,18.6019,29.9694,15.9798,10.0562,3.97,45.4233,2.8211,14.0465,36.6011,,8.006,23.2808,22.8303,15.4989,11.382,12.0381,19.653
2018/8/9,9.3025,15.8925,7.0288,12.6805,7.4112,6.89,18.3883,7.9,12.0469,4.12,16.5259,4.2452,4.7154,6.428,8.6915,16.39,8.56,16.4913,34.475,52.6578,,23.9087,10.31,14.5775,19.0406,31.6118,16.5977,10.3293,4.04,46.412,2.8909,14.5733,38.2923,,8.4063,23.2808,23.5168,16.0155,11.653,12.521,20.1943
2018/8/10,9.3224,16.293,7.0587,12.7204,7.6091,6.87,18.606,8.03,12.0172,4.18,16.6055,4.2452,4.7649,6.3194,8.741,18.03,8.48,16.8149,35.7625,54.0566,,23.5434,10.44,14.7844,19.1869,31.8493,17.025,10.4561,4.03,46.2278,2.8909,14.7324,38.6869,,8.548,23.2808,23.3974,16.1645,11.7595,12.7696,20.3419
2018/8/13,9.2626,16.5079,7.0288,12.9497,7.9456,6.91,18.9029,8.1,12.0965,4.28,16.3932,4.2452,4.9135,6.2897,8.9786,18.63,9.33,17.413,36.6637,56.7549,,24.5108,10.53,15.07,19.3799,32.0076,17.2024,10.4854,4.03,46.7125,2.9307,15.2294,39.4409,,8.6982,23.2808,23.3775,16.4427,11.8466,13.1602,21.8181
2018/8/14,9.3723,16.9768,7.0587,12.7902,7.8664,6.94,18.4971,8.06,12.0569,4.21,15.9087,4.2452,4.8541,6.3095,9.1568,18.15,9.21,17.1384,36.6142,56.7797,,24.1357,10.3,14.4987,18.9295,31.0479,16.7357,10.3001,4.08,46.5283,2.9108,14.8815,38.6728,,8.6481,23.2808,22.6811,16.3632,11.7498,12.8761,21.2178
2018/8/15,9.1829,17.1916,6.909,12.521,7.7081,6.92,18.2101,7.83,11.7396,4.11,15.4905,4.2452,4.8343,6.2206,8.7212,18.2,9.21,16.7168,36.3468,55.6458,,23.0795,10.18,14.3412,18.21,30.7708,16.5977,10.3196,4,45.5784,2.841,14.9511,37.7145,,8.3896,23.2808,22.6513,15.8963,12.9209,12.7199,20.8635
2018/8/16,9.0532,16.8595,6.869,12.511,7.6586,7.07,17.834,7.73,11.7495,4.11,15.2848,4.2452,4.8343,6.1318,8.5529,17.12,8.93,16.8247,36.535,57.0529,,23.2374,10.04,14.3215,18.1515,29.6429,15.9929,10.5342,3.93,45.6753,2.8111,15.0207,37.6229,,8.4229,23.2808,22.1638,15.7572,12.166,12.7554,20.9225
2018/8/17,8.9535,15.1697,6.7093,12.2718,7.2133,6.73,17.7648,7.56,11.5512,4.07,15.006,4.2452,4.9036,6.0824,8.3945,17.71,8.82,16.4717,34.9207,57.028,,23.04,9.94,13.6615,18.1339,27.6047,15.7563,10.6025,3.87,45.1518,2.8011,14.5336,37.7074,,8.2478,23.2808,21.6664,15.0915,12.0305,12.7909,21.1784
2018/8/20,9.0233,15.2869,6.8391,12.5011,7.243,6.55,17.547,7.46,11.8189,4.05,14.8667,4.2452,5.181,6.2503,8.5925,17.96,8.84,17.3934,38.4167,58.7082,,23.0992,10.2,13.7896,18.1924,27.8718,16.1704,10.5244,3.87,46.0727,2.851,14.4739,39.1872,,8.4646,23.2808,22.4324,15.4492,11.7982,13.0182,21.759
2018/8/21,9.123,15.5311,6.9289,12.5409,7.2628,6.58,17.8934,7.49,11.8685,4.11,15.4109,4.2452,5.1711,6.2108,8.642,17.83,9.31,17.2561,40.8332,58.0709,,23.8001,10.34,14.5972,18.1339,28.0104,16.2427,10.8853,3.93,45.7238,2.851,14.7622,39.2507,,8.448,23.2808,22.3926,15.5287,12.1273,13.3307,21.5524
2018/8/22,8.9735,15.9218,6.7892,12.3316,7.0847,6.46,17.171,7.41,11.69,4.04,14.7738,4.2452,5.0324,6.0626,8.5529,18.22,9.13,16.6482,40.5163,56.3742,,23.7113,10.06,14.1639,18.1281,27.3277,15.73,10.5829,3.81,44.609,2.8609,14.2353,39.1802,,8.081,23.2808,22.0345,15.2207,11.7401,12.8477,21.3654
2018/8/23,9.0532,16.1855,6.8191,12.4313,7.154,6.52,17.7549,7.38,11.8685,4.04,14.8999,4.2452,5.28,6.0725,8.7608,17.96,9.17,17.1286,40.7243,59.7594,,23.8495,10.3,14.5283,18.637,27.6344,16.1244,10.739,3.83,45.7238,2.8809,14.5137,39.5184,,8.4646,23.2808,21.9947,15.4889,11.8369,12.9898,21.5032
2018/8/24,9.0134,15.7362,6.7492,12.4412,7.1441,6.49,17.3491,7.5,11.7396,4.03,15.3445,4.2452,5.8051,6.0429,8.8103,19.3,9.07,16.8149,40.8332,60.852,,23.6915,10.3,14.6071,18.5317,27.1694,15.9338,10.6317,3.8,45.3554,2.9008,14.3149,38.9688,,8.2645,23.2808,22.134,15.4392,11.6821,12.6276,21.6016
2018/8/27,9.1729,16.8693,6.909,12.8101,7.5399,6.7,18.2794,7.8,12.2453,4.04,16.8777,4.2452,6.3895,6.1614,9.0479,19.6,9.38,18.2268,42.0118,64.7256,,24.3628,10.46,15.6216,18.9353,27.9708,16.6371,11.2365,3.88,46.6737,2.9208,15.1201,41.4916,,8.7065,23.2808,22.7309,16.0751,12.8532,13.2241,21.8279
2018/8/28,9.133,17.0451,6.9289,12.8201,7.6091,6.66,18.1705,7.64,12.2651,4.03,17.0273,4.2452,6.3301,6.2601,8.9489,19.4,9.18,18.5013,41.8533,63.2771,,24.4615,10.4,15.7201,19.0874,28.0994,16.7357,11.1974,3.9,46.2278,2.9108,14.8616,40.8714,,8.5647,23.2808,22.5021,15.9459,13.25,13.2454,22.4184
2018/8/29,9.0832,16.7814,7.0687,12.7802,7.3321,6.6,18.1408,7.48,12.0866,4.02,16.8976,4.2452,6.2806,6.2108,8.9885,19.43,9.02,18.364,42.2891,63.0702,,24.7774,10.22,15.3163,19.1869,27.6542,16.5911,11.1877,3.87,45.9467,2.8909,14.8119,40.7587,,8.3396,23.2808,22.1141,15.6181,12.9984,13.0892,22.4381
2018/8/30,8.8738,16.0781,6.9589,12.5011,7.2628,6.44,17.359,7.28,11.7792,4,16.339,4.2452,6.4094,6.0923,8.8994,18.6,8.65,17.9914,41.4968,60.7278,,24.1752,10,15.0011,18.3153,27.5651,15.9732,10.7683,3.77,45.2875,2.841,14.4938,40.0258,,8.2728,23.2808,21.7659,15.4094,12.6983,12.7128,21.887
2018/8/31,8.6943,15.9902,6.7592,12.5609,7.1936,6.3,17.3491,7.25,11.5809,3.92,16.1595,4.2452,6.2608,6.0923,8.8103,20.02,8.57,17.6777,40.5955,60.405,,23.8198,10.04,14.9321,18.2334,26.2294,15.6971,10.6707,3.7,45.1615,2.8111,14.3546,40.1386,,8.0894,23.2808,21.0497,15.2107,12.6306,12.6062,21.7886
2018/9/3,8.5846,16,6.909,12.8699,7.3024,6.21,17.4382,7.09,11.8288,3.98,15.96,4.2452,6.8849,6.033,8.939,19.67,8.68,17.8444,41.9821,61.928,,24.1851,9.83,14.9223,17.4788,26.4471,14.9938,10.5829,3.73,44.9483,2.7912,14.5336,40.5896,,8.2979,23.2808,21.2486,15.3796,12.9596,12.6205,21.7
2018/9/4,8.804,16.3223,6.9689,13.5179,7.3123,6.3,17.4481,7.8,12.037,3.99,16.1495,4.2452,6.6075,6.0725,9.0875,19.78,8.76,18.3542,41.8434,61.9776,,24.3233,10.08,15.6019,17.976,27.0012,14.9872,10.6707,3.76,45.4136,2.8211,14.7324,40.209,,8.2979,23.2808,21.6565,15.4889,12.9693,12.6205,22.4184
2018/9/5,8.6345,15.7753,6.8091,13.149,7.1045,6.18,17.1808,7.63,11.7396,3.92,15.4612,4.2452,6.5183,5.9244,8.9984,19.26,8.39,17.4032,40.6252,59.4366,,22.9215,9.81,15.1291,18.0169,26.645,14.4285,10.2513,3.69,45.6365,2.8111,14.4043,39.8708,,8.1644,23.2808,20.9701,15.2902,12.6112,12.1375,21.8673
2018/9/6,8.6544,15.3748,6.8091,13.3783,7.0154,6.14,16.6464,7.48,11.7991,3.99,15.132,4.2452,6.4787,5.954,8.9885,17.33,8.43,17.3345,42.3881,61.1665,,21.579,9.77,15.4443,17.7537,26.6944,14.5928,10.3001,3.7,45.462,2.841,14.4143,38.9758,,8.1978,23.2808,21.1591,15.1014,13.0177,12.2511,22.1429
2018/9/7,9.0233,15.1208,6.8291,13.1889,6.9264,6.14,16.5771,7.38,11.7594,4.01,15.4512,4.2452,6.2707,5.9935,8.8994,17.76,8.33,17.0502,41.1798,59.7594,,20.9275,9.7,15.1882,17.6425,26.0711,14.2576,10.1635,3.71,45.7141,2.8111,15.0405,38.6024,,8.2562,23.2808,21.0895,14.9723,12.7758,12.1801,22.8514
2018/9/10,8.5049,14.7887,6.6594,13.0992,6.5207,6.08,16.1516,7.33,11.5115,3.92,13.9051,4.2452,6.1914,5.8948,8.939,17.37,8.08,17.2169,38.8029,58.2696,,20.7005,9.4,14.5972,17.3735,25.2895,14.1327,9.9685,3.62,45.5687,2.7712,14.3646,38.2853,,8.2562,23.2808,20.7413,14.3563,12.8725,11.8818,22.9302
2018/9/11,8.5248,14.8376,6.6993,13.2388,6.59,6.11,16.2703,7.4,11.6305,3.91,13.4064,4.2452,6.3697,5.4307,9.0974,17.6,8.1,17.109,41.5463,61.3403,,20.6708,9.47,14.548,17.0283,25.6061,14.3233,10.0953,3.66,45.5202,2.7513,14.3646,38.398,,8.2311,23.2808,20.1643,14.3861,12.7177,11.9458,23.0286
2018/9/12,8.6046,14.5641,6.6793,13.3285,6.59,6.13,16.3396,7.34,11.7991,3.91,13.0273,4.2452,6.3796,5.3221,9.1271,17.27,8.11,17.0502,41.4473,61.4727,,20.3846,9.5,14.0851,16.9932,25.7743,14.3693,10.1148,3.65,45.5202,2.7613,14.5435,37.9118,,8.3813,23.2808,19.7067,14.3364,12.7564,12.102,22.753
2018/9/13,8.6744,14.7497,6.7692,13.7671,6.6988,6.17,16.7949,7.51,11.8982,3.91,13.2268,4.2452,6.4886,5.4307,9.1568,17.24,8.25,17.4522,42.4475,62.8964,,20.7103,9.62,14.4593,16.9581,26.4966,14.56,10.3489,3.71,45.6268,2.7712,14.8417,38.0457,,8.3646,23.2808,19.9952,14.5252,13.0468,12.1801,22.9892
2018/9/14,8.7741,14.0561,6.7792,13.478,6.6098,6.1,16.6266,7.71,11.809,3.86,12.5385,4.2452,6.132,5.4011,9.4042,16.86,8.06,15.9521,41.5859,60.1071,,19.664,9.62,14.0851,16.73,25.6852,14.1458,10.2123,3.66,44.6478,2.7613,14.633,37.7708,,8.3646,23.2808,19.6968,14.3662,12.6306,11.825,22.4283
2018/9/17,8.5348,14.0366,6.6693,13.3285,6.5009,5.91,16.5277,7.31,11.5115,3.76,11.9001,4.2452,6.0527,5.3221,9.3646,16.86,7.79,15.5011,40.9025,60.0905,,19.8811,9.47,14.5184,16.4726,24.9036,13.2913,9.8026,3.58,44.0662,2.7314,14.116,36.439,,8.2562,23.2808,19.7764,14.1477,12.466,11.6475,22.7432
2018/9/18,8.6744,14.2222,6.7892,13.5976,6.6197,6.06,16.2703,7.4,11.6801,3.77,11.6408,4.2452,6.4292,5.3715,9.622,16.49,7.96,15.8246,42.2594,63.1943,22.6805,20.4833,9.65,14.2525,16.7534,25.3093,13.6397,10.027,3.66,42.3117,2.7712,14.3447,37.4537,,8.3979,23.2808,19.3386,14.2172,13.0564,11.8676,23.0089
2018/9/19,8.794,14.2319,6.869,13.8269,6.7186,6.11,16.1318,7.45,11.7594,3.74,11.561,4.2452,6.7462,5.4011,9.5725,17.09,8.16,16.0305,42.4871,63.4923,24.9446,20.9867,9.75,14.2722,16.7592,25.5269,14.0407,10.0757,3.71,43.1356,2.7812,14.5336,37.792,,8.6565,23.2808,19.846,14.3066,13.0661,12.0523,22.9794
2018/9/20,8.7741,14.398,6.8391,13.5777,6.679,6.17,16.013,7.34,11.7991,3.89,12.2792,3.8295,6.6867,5.3912,9.4042,16.6,8.27,16.1874,41.5859,62.3915,27.444,21.046,9.7,14.5578,16.5253,25.1806,13.7449,10.0562,3.74,42.5346,2.7712,14.4739,38.0104,,8.4184,23.2808,19.3884,14.2073,13.2597,12.0594,22.5267
2018/9/21,8.8638,14.6129,6.9689,13.6475,6.8077,6.24,16.0922,7.43,11.9379,3.88,12.2393,3.7999,6.7462,5.6183,9.4933,17.1,8.27,16.305,43.636,62.408,25.6503,21.4408,9.92,14.6268,16.4726,25.3983,13.9223,10.144,3.81,43.5718,2.8011,14.6131,38.0527,,8.4625,23.2808,19.0303,14.3066,13.2113,12.173,22.5267
2018/9/25,8.7641,14.8669,6.889,13.5578,6.7285,6.24,16.211,7.39,11.9577,3.79,12.359,3.9483,6.7858,5.5097,9.3052,16.61,8.17,16.1384,43.5964,62.9047,23.2392,20.6906,9.86,14.6957,16.0397,25.616,13.8435,9.9002,3.79,43.7075,2.7812,14.7324,37.4185,,8.4096,23.2808,19.8161,14.4159,13.0564,12.0736,21.6213
2018/9/26,8.8139,14.779,6.9289,13.6575,6.7879,6.18,16.399,7.41,12.0073,3.78,12.768,3.9384,6.7561,5.5196,9.4042,17.02,8.18,16.6384,43.1804,63.4013,22.9844,21.1052,9.88,14.8927,15.7765,25.6259,13.8435,10.2025,3.77,43.7657,2.7812,14.8119,37.7286,,8.4537,23.2808,19.9554,14.3861,12.9887,12.102,22.9597
2018/9/27,8.7741,14.3687,6.7892,13.3883,6.7186,6.02,16.399,7.1,11.6801,3.73,12.4089,3.8592,6.548,5.5492,8.9291,16.58,7.95,16.3933,42.1009,61.8535,21.0339,20.4438,9.71,14.9518,15.5367,24.4089,13.0612,10.105,3.69,42.7091,2.7413,14.3149,37.7215,,8.3039,23.2808,18.7517,13.7602,12.4467,11.8037,22.1232
2018/9/28,8.8837,14.691,6.8391,13.5378,6.6889,6.18,16.3297,7.1,11.7892,3.76,12.2193,3.8988,6.3895,5.5689,9.1271,16.3,7.97,16.6384,41.9424,59.0228,20.8378,20.5228,9.78,15.1291,15.8116,24.7156,13.4425,10.2708,3.67,42.9321,2.7513,14.4143,38.3205,,8.3479,23.2808,19.1894,13.7701,12.6209,11.8392,22.3298
2018/10/8,8.5148,13.2258,6.6494,12.6905,6.5108,5.88,16.3297,6.8,11.7098,3.66,11.6208,3.7108,6.132,5.332,8.6915,15.37,7.71,16.158,40.9025,57.2515,19.8283,19.5949,9.35,14.6366,16.613,23.7559,12.4696,9.549,3.56,41.4684,2.7114,13.9967,36.9675,,7.9601,23.2808,18.1648,13.2237,12.0499,11.3492,21.9657
2018/10/9,8.5547,13.0012,6.6793,12.6506,6.5504,6.47,16.2505,7.48,11.8486,3.51,11.5211,3.7207,6.023,5.3813,8.6717,15.64,7.71,15.9129,40.0706,55.025,20.3282,18.5781,9.28,14.873,16.5545,23.8548,12.7654,9.2467,3.58,40.6153,2.7114,14.0067,36.5024,,7.9953,23.2808,18.2145,13.1144,12.0015,11.3066,21.4835
2018/10/10,8.5348,13.0403,6.6494,12.6606,6.5108,6.7,16.1021,7.65,11.7892,3.36,11.3914,3.6217,6.0032,5.332,8.6024,16.06,7.85,15.8933,42.2891,55.6044,20.1615,18.9335,9.38,14.6563,16.7592,24.4287,13.1598,9.3442,3.62,40.6347,2.7214,14.1856,36.6363,,8.0218,23.2808,17.2396,13.2535,12.1466,11.5125,21.1981
2018/10/11,7.6873,12.1025,5.9904,11.3945,6.026,6.03,15.6666,7.75,10.6092,3.02,10.374,3.2556,5.6466,4.8086,7.7412,14.47,7.07,14.9324,40.2093,51.1928,18.1425,18.3511,8.44,13.563,15.5367,22.4004,12.0226,8.8663,3.26,37.5425,2.5021,12.8436,33.1552,,7.4312,23.2808,16.0161,11.9321,11.1304,10.362,20.6863
2018/10/12,7.6075,12.2881,5.8307,11.5739,5.9171,5.75,15.6666,7.84,10.1531,2.78,10.4039,3.315,6.0725,4.8975,7.5927,15.14,7.09,15.4815,41.8731,54.1808,17.623,18.5978,8.35,13.9472,15.2091,22.6774,12.3645,9.1296,3.11,36.8349,2.4024,12.6746,34.1065,,7.2725,23.2808,16.3244,11.5745,11.324,9.9643,20.6667
2018/10/15,7.6474,13.2356,5.661,11.4543,5.8577,5.58,14.9442,7.9,9.8259,2.63,10.5834,3.5525,6.1716,4.9469,7.6719,14.8,7.07,15.001,42.6357,55.4058,17.5544,18.4399,8.19,13.829,15.2617,22.6774,12.5617,9.0418,3.05,37.1257,2.3326,12.2869,34.1699,,6.9375,23.2808,15.7176,11.5943,11.4014,9.8719,20.5486
2018/10/16,7.6175,13.0696,5.5711,10.8861,5.6401,5.33,14.1326,7.75,9.5384,2.54,9.5261,3.315,6.0825,4.6507,7.7412,14,6.92,14.6481,42.2891,55.9106,17.2897,17.5613,8.04,12.8538,15.1681,23.0336,12.8706,8.759,2.98,34.1595,2.3924,12.4758,32.669,,6.629,23.2808,14.6333,11.1472,11.5175,10.8591,19.9778
2018/10/17,7.6374,13.2454,5.6809,11.245,5.7687,5.48,14.0139,7.84,9.697,2.57,10.0049,3.4139,6.4292,4.7988,7.7511,13.6,7.01,14.2167,38.0602,57.4336,17.9268,17.2751,8.11,12.5387,15.3612,22.9742,13.1993,8.9638,3.06,35.1773,2.4024,12.774,34.1629,,6.964,23.2808,14.9417,11.6142,11.595,10.8875,19.8794
2018/10/18,7.3682,12.7961,5.5212,11.1752,5.5906,5.27,13.4794,7.2,9.4393,2.37,10.0647,3.3249,6.2806,4.6803,7.5828,12.8,6.79,14.2069,36.3468,56.0348,17.9366,17.6304,7.81,12.3811,15.1038,21.777,12.4302,8.8175,2.91,35.0901,2.3027,12.5255,33.9021,,6.9022,23.2808,14.3647,11.6837,11.1014,9.9074,19.1511
2018/10/19,7.6574,13.2845,5.631,11.564,5.7192,5.33,14.0238,7.45,9.5582,2.45,10.7331,3.4139,6.6669,4.9666,7.8402,13.18,6.93,14.9324,37.4857,58.4186,19.005,18.7558,8.04,13.0311,15.7356,21.9255,12.9495,9.1394,2.98,36.1758,2.3526,12.7939,35.3256,,7.3694,23.2808,15.27,12.0414,11.3336,10.2768,19.8892
2018/10/22,8.136,14.2417,5.8706,12.0425,6.0161,5.75,14.5978,7.85,10.0143,2.63,11.6607,3.5624,7.3306,5.1246,8.246,14.1,7.23,15.7462,41.2393,63.5668,19.9655,19.3678,8.48,13.7403,16.5253,22.7566,13.5411,9.6076,3.16,38.7251,2.4622,13.3208,36.7843,,7.6075,23.2808,16.0956,12.4388,11.8176,10.7597,21.0406
2018/10/23,7.9365,13.7729,5.7209,11.8032,5.8775,5.79,13.8555,7.8,9.7169,2.59,11.96,3.4832,7.3306,5.0851,8.147,14.2,7.06,15.2265,41.8929,61.5969,19.2402,18.7262,8.32,13.4842,16.496,21.6187,13.3636,9.6368,3.14,37.6588,2.4223,13.0325,36.5377,,7.5722,23.2808,15.3098,12.0513,11.4691,10.4472,20.8143
2018/10/24,8.3055,13.6361,5.7009,11.7334,5.9171,5.83,13.6477,8.58,9.6276,2.85,11.6208,3.602,7.2118,5.0555,8.1569,13.92,7.07,14.8049,41.061,61.5638,19.103,18.9039,8.41,12.6372,16.2386,21.2625,13.1533,9.4417,3.17,37.3099,2.4323,13.2214,35.6286,,7.5281,23.2808,15.1307,12.0513,11.6046,10.6035,21.0111
2018/10/25,8.0961,13.2552,5.6909,11.5241,5.8281,5.65,13.8159,8.82,9.4789,2.75,11.9301,3.4931,7.608,4.9864,8.2559,14.29,6.97,14.3343,40.5559,63.3185,19.7303,18.2918,8.29,12.8538,16.0748,19.7883,12.5814,9.5685,3.2,37.1257,2.4124,12.943,35.5863,,7.6251,23.2808,14.9118,11.9421,11.4498,10.3407,21.4343
2018/10/26,8.126,13.5189,5.7708,11.3546,5.9765,5.65,13.7368,8.32,9.6574,2.71,11.4313,3.4931,7.4099,5.0555,8.1965,14,7.07,14.0892,39.3477,61.3651,19.2794,18.4596,8.46,12.7947,15.9637,19.6696,12.818,9.51,3.19,36.5538,2.4223,13.1219,35.1072,,7.44,20.9517,14.3846,11.9123,11.5756,10.4401,21.3654
2018/10/29,7.8767,12.9426,5.631,11.3646,5.9666,5.69,13.43,8.22,9.5186,2.63,11.4313,3.4139,7.4099,5.016,8.1965,13.67,6.99,13.6872,39.1298,62.4246,19.3088,17.9365,8.19,12.6175,15.6478,19.066,13.0349,9.0126,3.14,35.7783,2.4024,12.953,33.8317,,7.4312,18.8605,14.9019,12.2202,11.4885,10.362,20.9422
2018/10/30,8.106,12.7961,5.7308,11.4842,6.0458,5.69,13.2815,8.45,9.5483,2.73,11.1819,3.4238,7.1721,5.095,8.2262,13.92,6.98,14.0794,38.8128,63.4758,19.3774,17.8279,8.26,12.4303,15.911,19.1947,13.1204,9.0516,3.22,35.7299,2.4323,12.8933,34.0219,,7.44,17.7901,14.6134,12.0315,11.595,10.4969,21.454
2018/10/31,8.136,13.4407,5.8007,11.6836,6.4316,5.84,13.5586,8.34,9.707,2.77,11.6907,3.5228,7.2415,5.1444,8.2955,14.27,7.03,14.2363,39.516,63.484,20.2106,18.3017,8.36,12.6963,15.9871,19.5113,13.5082,9.2564,3.3,37.2614,2.4522,13.1617,34.5082,,7.7485,17.8992,15.2899,12.0315,11.8176,10.7455,22.4184
2018/11/1,8.4351,13.558,5.8507,11.7235,6.8967,5.8,13.7269,8.35,9.8359,2.8,11.6308,3.602,7.291,5.1246,8.3846,14.36,7.18,14.5402,39.6151,63.6827,19.8871,18.5287,8.48,12.6864,15.9754,19.5212,13.5279,9.1979,3.3,36.4472,2.4622,13.2313,34.3179,,7.7926,17.7208,16.2349,12.2898,11.8756,10.6532,22.5168
2018/11/2,8.455,14.1147,6.0304,12.0026,6.9957,6.02,14.2712,8.43,10.2622,2.87,12.4388,3.7504,7.5981,5.2727,8.5034,15.06,7.29,15.0697,40.7441,65.1725,20.3674,19.7627,8.73,13.2183,16.4785,20.3919,14.0341,9.5685,3.35,38.192,2.5121,13.4997,35.5159,,8.1099,18.246,17.3988,12.5382,12.1466,10.8804,23.0581
2018/11/5,9.3025,13.7924,6.1502,11.9627,6.9462,6.08,14.3702,8.91,10.173,2.94,11.6907,3.7405,7.6476,5.2234,8.3648,15.13,7.38,15.001,39.6646,63.3599,19.7597,19.9897,8.88,13.0705,16.1509,20.194,13.7909,9.6076,3.47,38.6767,2.6018,13.5593,35.5722,,8.1011,18.9101,17.558,12.5481,12.0305,10.8094,23.3238
2018/11/6,10.2298,13.6361,6.1502,11.9428,7.0847,5.99,14.4394,8.8,10.2523,2.91,11.6508,3.8295,8.0241,5.2826,8.3153,15.9,7.49,15.0991,39.724,64.3779,18.7207,19.5751,8.86,12.8735,15.9812,19.9169,13.4754,9.5003,3.41,37.9496,2.6516,13.7283,35.6145,,8.2862,19.6435,17.1501,12.3295,12.0789,10.7384,22.3495
2018/11/7,11.2567,13.1868,6.0803,11.8032,7.1936,6.04,14.5384,8.79,10.2622,2.86,11.8004,3.8098,7.9052,5.2234,8.2361,15.62,7.33,14.7461,39.4368,64.56,18.6815,19.0026,8.84,12.7258,15.9461,19.8081,13.5016,9.5978,3.38,37.5134,2.5719,13.4798,35.833,,8.3744,19.3561,17.0904,12.3196,11.8853,10.6461,22.4873
2018/11/8,11.4861,12.6691,6.0903,11.7334,7.0154,6.25,14.1029,8.79,10.2622,2.96,11.571,3.7207,7.6675,5.2135,8.3054,15.7,7.24,14.7363,39.8131,62.077,18.4855,17.8476,8.76,12.4697,15.6244,19.3926,13.6265,9.4417,3.44,37.0966,2.831,13.4102,35.2058,,8.1187,18.0974,17.369,12.1805,11.8176,10.5466,21.7787
2018/11/9,11.835,12.5714,6.0703,11.6736,7.154,6.1,14.3504,8.45,10.0937,2.95,11.7705,3.7108,7.8061,5.174,8.3549,16.23,7.15,14.7069,40.3776,62.2425,18.4463,18.2425,8.76,12.3614,15.601,19.5805,13.4688,9.3247,3.46,36.8737,2.7413,13.45,34.9521,,8.392,19.9111,17.0208,12.2401,11.7885,10.5964,22.507
2018/11/12,11.9048,12.8449,6.4197,11.9627,7.3816,6.32,14.6968,8.71,10.4109,3.15,12.0697,3.8197,7.9151,5.3616,8.5232,16.15,7.87,15.2167,41.5463,65.3877,18.8972,18.5189,9.14,12.7258,16.3907,20.0159,13.8566,9.6076,3.67,37.8042,2.7613,14.792,35.685,,8.3391,19.9805,17.7669,12.4786,12.0402,11.0722,22.5463
2018/11/13,11.7852,12.8156,6.6094,12.1023,7.4211,6.95,14.8749,8.91,10.5795,3.28,11.8702,3.9483,7.7863,5.5887,8.543,15.85,7.82,15.2756,41.5067,66.7948,18.8482,18.6571,9.23,13.0607,16.5077,20.0753,13.8961,9.549,3.88,38.6282,2.8111,16.2732,37.3621,,8.4625,19.7525,18.0952,12.7667,12.1854,11.0225,22.4381
2018/11/14,12.0643,13.1575,6.6494,12.0325,7.3123,6.74,14.7363,8.83,10.4803,3.23,11.5909,3.9483,7.6278,5.5788,8.4935,15.93,7.77,15.2952,41.269,66.4637,18.8776,18.2129,9.25,12.9523,17.315,21.0548,13.9026,9.2759,3.85,38.095,2.8111,15.9054,37.6229,,8.251,19.9904,18.1847,12.7965,12.0886,11.1148,22.3987
