ÈÕÆÚ,000023.SZ,000619.SZ,000786.SZ,002043.SZ,002066.SZ,002082.SZ,002088.SZ,002162.SZ,002163.SZ,002225.SZ,002271.SZ,002302.SZ,002323.SZ,002333.SZ,002372.SZ,002392.SZ,002398.SZ,002457.SZ,002596.SZ,002641.SZ,002652.SZ,002671.SZ,002694.SZ,002718.SZ,002742.SZ,002785.SZ,002791.SZ,002918.SZ,300117.SZ,300198.SZ,300234.SZ,300374.SZ,300599.SZ,300715.SZ,300737.SZ,600321.SH,600678.SH,603038.SH,603616.SH,603856.SH,603937.SH
2018/8/30,11.7405,6.43,17.6085,6.4268,7.85,9.76,12.6209,3.17,5.03,4.9477,15.1097,13.7882,1.31,15.0429,13.8316,3.5894,5.0019,7.9737,8.2595,3.3661,5.76,4.97,5.23,18.2223,8.4845,8.0919,10.8853,11.3113,3.9998,3.39,6.19,9.7728,10.6787,20.3553,11.0509,1.89,10.24,12.5924,12.6767,16.5356,15.0692
2018/8/31,11.7604,6.34,17.55,6.4843,7.57,9.77,12.0299,3.15,5.2,4.859,15.1885,13.8577,1.31,15.2631,13.6622,3.7084,4.992,7.8947,8.2395,3.3661,5.76,5.47,5.07,17.9849,8.4845,7.992,10.6172,11.4212,3.9698,3.48,6.18,9.6332,10.4422,20.1358,11.0211,1.85,10.24,12.5854,12.2571,16.4668,14.7217
2018/9/3,11.9892,6.32,17.4428,6.4268,7.52,9.59,12.2396,3.14,5.15,4.8196,15.0506,13.9769,1.31,14.6599,13.5896,3.6786,5.0514,7.9935,8.1396,3.3561,5.74,5.48,5.18,17.6749,8.4943,8.0619,10.2994,11.2187,3.9399,3.45,6.24,9.3939,10.5605,19.9761,10.7426,1.86,10.24,12.5222,12.0773,16.231,14.7416
2018/9/4,12.0986,6.37,17.5013,6.5419,7.65,9.69,12.2586,3.18,5.21,4.8688,15.1983,13.9372,1.31,14.7556,13.5169,3.6489,5.0415,8.0429,8.2195,3.3363,5.76,5.42,5.25,17.8926,8.514,8.1918,10.4682,11.751,3.9798,3.45,6.27,9.5734,10.6491,20.1657,10.8321,1.88,10.24,12.733,12.1372,16.9974,14.9104
2018/9/5,11.8002,6.3,16.9748,6.4555,7.45,9.64,12.0108,3.11,5,4.7703,14.9718,13.2219,1.31,14.7748,13.2587,3.6786,5.0612,7.9737,8.0098,3.3264,5.74,5.11,5.24,17.609,8.4746,8.2118,10.2795,11.5369,3.92,3.47,6.19,9.2343,10.3634,19.5371,10.5735,1.86,10.24,12.5924,11.8675,17.0072,14.2949
2018/9/6,11.7206,6.31,16.7603,6.3884,7.47,9.41,11.7153,3.06,4.95,4.6422,14.8043,13.0034,1.31,14.7269,13.1054,3.5993,4.9624,7.8452,7.8201,3.376,5.76,5.04,5.17,17.4177,8.4156,8.042,11.3124,11.2939,3.91,3.49,6.23,9.2842,10.4619,19.8564,10.7823,1.84,10.24,12.5362,11.7077,16.5061,14.4438
2018/9/7,11.7604,6.3,16.7115,6.4076,7.59,9.53,11.9631,3.07,4.88,4.721,14.824,13.3411,1.31,14.6982,13.1457,3.6786,4.9723,7.7958,7.6702,3.3561,5.75,4.97,5.3,17.609,8.4353,8.032,11.5011,11.3402,3.92,3.53,6.33,9.4039,10.5309,20.0061,10.8022,1.84,10.24,12.5292,11.6278,16.7026,14.4835
2018/9/10,11.6609,6.2,15.7365,6.3021,7.29,9.24,11.5342,3.01,4.9,4.4352,14.4891,13.1325,1.31,14.4397,12.4678,3.5597,4.8438,7.5488,7.2108,3.3462,5.75,4.75,5.71,17.3452,8.4353,7.952,10.7562,11.0798,3.7903,3.53,6.4,9.2244,10.2551,19.2078,10.6431,1.76,10.24,12.4941,11.428,15.8577,14.0963
2018/9/11,11.6907,6.24,14.7713,6.2829,7.29,9.3,11.3245,3.05,4.81,4.4549,14.2823,12.8147,1.31,14.3248,11.6205,3.4803,4.8141,7.5884,7.2608,3.3164,5.97,4.78,5.58,17.4309,8.4648,8.002,10.647,11.1088,3.8302,3.51,6.44,9.2543,10.2846,19.3575,10.6829,1.76,10.24,12.4659,11.5179,16.7714,14.2552
2018/9/12,11.7106,6.24,14.625,6.2925,7.32,9.32,11.3054,3.06,4.9,4.5042,14.1739,12.8445,1.31,14.2194,11.2735,3.4903,4.8438,7.6279,7.2408,3.3363,6.11,4.72,5.49,17.5628,8.4353,7.992,10.5973,11.0972,3.8502,3.48,6.4,9.2044,10.4127,19.2577,10.6232,1.75,10.24,12.4449,11.5379,16.9876,14.3147
2018/9/13,11.8002,6.26,14.7615,6.3308,7.45,9.29,11.5246,3.07,4.93,4.4845,14.3118,12.914,1.31,14.2099,10.9991,3.52,4.8438,7.7662,7.2408,3.3462,6.39,4.72,5.76,17.8266,8.4746,8.0619,10.647,11.2418,3.8801,3.47,6.65,9.3041,10.4816,19.4473,10.6928,1.75,10.24,12.5011,11.6677,18.1764,14.5034
2018/9/14,11.9892,6.21,15.1418,6.3212,7.5,9.19,11.5246,3.03,4.89,4.514,14.4596,12.606,1.31,14.229,11.1363,3.4704,4.8339,8.0527,7.4206,3.3561,6.37,4.61,5.57,17.5496,8.4648,7.992,10.4384,11.0393,3.8901,3.42,6.54,9.2642,10.3339,18.9883,10.6431,1.72,10.24,12.4589,11.5978,17.9308,14.1956
2018/9/17,12.0389,6.18,14.6543,6.5515,7.29,8.81,11.3149,3.05,4.83,4.5535,13.7208,12.169,1.31,13.98,10.6521,3.3911,4.6757,7.7464,7.111,3.3363,6.27,4.51,5.59,17.3122,8.4451,7.9021,10.3788,10.8715,3.7803,3.51,6.32,9.1545,10.3831,17.312,10.7525,1.72,10.24,12.1287,11.2382,17.5967,13.4709
2018/9/18,12.0489,6.23,15.3368,6.5898,7.52,8.91,11.7248,3.1,4.85,4.6027,13.9868,13.1822,1.31,13.98,11.1121,3.4704,4.8042,8.0527,7.2208,3.3462,5.81,4.56,5.62,17.4969,8.4845,8.012,10.5874,11.0393,3.8701,3.72,6.54,9.334,10.5013,18.0404,10.6431,1.75,9.22,12.3184,11.4779,18.2452,13.739
2018/9/19,12.417,6.25,15.4635,6.7337,7.71,9.29,11.7439,3.11,4.93,4.6027,14.4005,13.0829,1.31,13.98,11.217,3.5101,4.824,8.0626,7.4305,3.3561,5.6,4.75,5.6,17.6881,8.4156,8.1518,10.6569,11.1377,3.9,3.87,6.52,9.3739,10.5013,18.2,10.653,1.77,8.3,12.4378,11.7177,18.0781,14.0765
2018/9/20,12.5862,6.29,15.5025,6.6378,7.77,9.13,11.5151,3.1,4.89,4.5929,14.3512,13.1226,1.31,13.9226,11.4268,3.4803,4.824,8.2207,7.2608,3.3363,5.59,4.67,5.5,17.4903,8.3959,8.1119,10.5675,11.0104,3.8601,3.83,6.42,9.344,10.3437,17.9605,10.4441,1.76,7.47,12.4941,11.6078,18.4613,13.9375
2018/9/21,12.5762,6.29,16.1753,6.6953,7.77,9.3,11.8011,3.18,5.2,4.6323,14.7748,13.1822,1.31,13.8556,11.6931,3.5398,4.8635,8.1318,7.3407,3.376,5.59,4.71,5.58,17.8002,8.4254,8.1818,10.6768,11.1956,3.9,3.77,6.49,9.5135,10.4718,19.0082,10.5138,1.77,6.72,12.5573,11.7077,17.8816,14.1857
2018/9/25,12.1285,6.24,16.3118,6.6474,7.77,9.14,11.7439,3.14,5.05,4.6816,14.5285,13.1325,1.31,12.4671,11.6851,3.5299,4.8932,8.0824,7.3407,3.3561,5.59,4.69,5.5,17.8068,8.3664,8.3417,10.7463,11.1493,3.8801,3.72,6.45,9.4238,10.4127,18.679,10.4441,1.76,6.95,12.6838,11.7377,17.9504,14.4239
2018/9/26,12.0986,6.26,16.2045,6.6474,7.74,9.14,11.9536,3.11,5.04,4.7013,14.43,13.1524,1.31,11.2223,12.024,3.52,4.9229,8.1021,7.3007,3.3363,5.56,4.67,5.49,17.9321,8.386,8.2817,10.6867,11.1608,3.8601,3.69,6.6,9.4138,10.5112,20.5449,10.4541,1.76,7.14,12.6487,11.7177,19.7484,14.285
2018/9/27,11.7206,6.16,15.99,6.5227,7.42,8.89,11.7439,3.08,5,4.5732,13.9474,12.765,1.31,10.102,11.79,3.4208,4.8438,7.7662,7.071,3.3065,5.53,4.62,5.19,17.5167,8.6223,7.9021,10.3689,10.7674,3.7404,3.74,6.49,9.1545,10.2255,19.5271,10.1159,1.72,6.9,12.2692,11.2282,19.2571,13.6496
2018/9/28,12.0091,6.16,16.1753,6.5515,7.64,9.15,11.7629,3.17,5.02,4.5929,14.3118,13.4206,1.31,9.0966,11.9595,3.4506,4.8734,7.865,7.2707,3.3264,5.27,4.68,5.27,17.6288,8.8585,8.1419,10.4285,10.8658,3.7903,3.85,6.55,9.1645,10.4225,19.3874,10.2054,1.75,6.7,12.3324,11.408,19.1982,13.8085
2018/10/8,11.6211,6.15,15.288,6.3021,7.51,8.94,11.2482,3.04,4.84,4.5535,13.3958,13.7584,1.31,8.1869,11.4753,3.3415,4.5966,7.618,6.8413,3.2767,4.74,4.39,5.06,17.2199,8.7601,7.992,9.9815,10.4434,3.7005,3.85,6.36,8.9152,10.127,18.19,9.8274,1.7,6.15,11.9459,10.8786,19.0705,13.3915
2018/10/9,11.8598,6.2,15.4538,6.3404,7.47,8.89,11.3531,3.05,4.84,4.5633,13.1692,13.6292,1.31,7.6603,11.5802,3.3614,4.656,7.6674,6.8812,3.2966,4.46,4.45,5.07,17.2199,8.7994,8.042,10.1901,10.4434,3.6706,3.79,6.38,9.1545,10.1566,18.3397,9.8672,1.72,6.21,12.0795,11.0284,19.7484,13.729
2018/10/10,11.7803,6.2,15.1905,6.3116,7.53,9.02,11.3149,3.13,4.74,4.5042,13.1495,13.7782,1.31,6.8943,11.6044,3.3614,4.6263,7.7168,6.9112,3.2966,4.46,4.46,5.08,17.2463,8.7699,8.1718,10.1901,10.6112,3.6906,3.72,6.32,9.1645,10.4619,19.0082,10.0861,1.71,5.92,12.2481,11.0384,19.6108,14.2949
2018/10/11,10.6062,5.87,14.586,5.6977,6.79,8.12,10.5523,2.89,4.27,4.3859,12.332,13.5994,1.31,6.2048,11.0072,3.0936,4.1913,6.956,6.2221,3.1476,4.13,4.07,4.57,15.5315,8.5435,7.9321,9.2664,9.5524,3.3215,3.43,5.83,8.2471,10.6491,17.302,9.0914,1.62,6.51,11.4189,9.9995,18.9133,12.8654
2018/10/12,10.3376,5.67,14.1278,5.6402,6.63,7.79,10.5523,2.79,4.06,4.376,11.6031,13.1325,1.31,5.5824,11.4753,3.054,4.1617,6.7979,6.0423,3.0583,4.15,4.06,4.46,15.3403,8.5632,7.7922,9.1572,9.5466,3.2916,3.35,6.01,7.8781,10.0285,18.3796,8.8924,1.55,6.33,11.4049,9.6998,19.4438,12.3988
2018/10/15,10.2182,5.6,14.5178,5.6114,6.5,7.63,10.5523,2.72,4.06,4.3563,11.3963,12.5266,1.31,6.1378,11.2897,3.0738,4.1221,6.6793,6.1821,3.0384,4.08,4.07,4.5,15.2084,8.514,7.5524,8.9784,9.3904,3.1619,3.19,6.02,7.7285,9.6246,19.1579,8.8328,1.58,6.26,11.3557,9.6099,19.9154,11.9323
2018/10/16,9.9396,5.64,13.8645,5.4196,6.43,7.38,10.2759,2.69,3.93,4.4155,10.9727,12.2286,1.31,6.0133,10.983,3.0738,4.0727,6.6596,6.2321,3.0185,4.06,3.99,4.42,14.9709,8.5238,7.3726,8.7599,9.1937,3.0422,3.14,6.01,7.7285,9.1911,18.0903,8.5443,1.56,5.93,11.2432,9.54,20.6327,11.9124
2018/10/17,10.0291,5.58,13.611,5.3237,6.53,7.27,10.2092,2.73,3.96,4.4253,10.8053,12.4272,1.31,6.1378,10.7086,3.1234,4.0727,6.6991,6.5017,3.0285,4.02,4.04,4.56,15.182,8.5337,8.1119,8.8195,9.2689,3.3514,3.06,6.06,7.5989,9.2699,18.4594,8.7035,1.61,6.08,11.2432,9.6299,19.4536,11.962
2018/10/18,11.034,5.38,13.416,5.0455,6.24,7.14,9.9232,2.61,3.69,4.3859,11.1402,11.4239,1.31,5.6686,10.3374,3.0143,4.0035,6.5015,5.9025,2.9987,3.94,3.88,4.35,15.0962,8.4156,7.9021,8.9685,8.9333,3.4312,2.81,5.96,7.2897,9.1517,17.5016,8.3155,1.55,5.47,11.173,9.3002,17.7146,11.0289
2018/10/19,11.6012,5.43,13.7085,5.1606,6.4,7.24,10.1615,2.65,3.7,4.4155,11.5243,11.6027,1.31,6.2336,10.749,3.0738,4.0628,6.62,5.9225,3.0086,4.05,3.96,4.41,15.4392,8.4746,7.8022,9.0579,9.1705,3.3016,2.77,6.02,7.4393,9.2897,17.8807,8.4946,1.59,5.25,11.5173,9.5699,17.862,11.3863
2018/10/22,12.1384,5.55,14.7128,5.3908,6.73,7.75,10.4856,2.79,3.9,4.6816,12.6768,12.169,1.31,6.856,11.564,3.2225,4.2309,6.9066,6.1322,3.098,4.17,4.11,4.55,16.9825,8.7699,8.0919,9.9617,9.6334,3.4113,2.86,6.16,7.7983,9.6935,18.679,8.8924,1.66,5.78,11.9459,10.2692,17.8816,11.9819
2018/10/23,11.641,5.55,14.2058,5.2181,6.76,7.78,9.7612,2.74,4.01,4.7801,12.6965,11.9305,1.31,7.5454,11.4995,3.2027,4.2309,6.7584,6.2221,3.0384,4.04,4.03,4.54,17.5101,8.6223,8.042,10.5874,9.535,3.3814,2.9,6.03,7.6288,9.4867,18.2798,8.8029,1.63,5.8,11.8195,9.8996,16.4079,12.1705
2018/10/24,11.1932,5.61,13.9425,5.1894,7.14,7.74,9.3989,2.74,4.01,4.7013,12.6669,11.9603,1.31,7.1241,11.1928,3.2027,4.2507,6.8177,6.0823,3.0185,4.03,4.08,4.49,16.4285,8.6124,8.0719,10.0312,9.5813,3.3415,2.86,5.99,7.7784,9.5359,18.2,8.7731,1.61,5.87,11.8124,9.8696,17.0072,11.8727
2018/10/25,10.9246,5.51,13.6403,5.103,6.94,7.61,9.0272,2.8,3.98,4.859,12.923,11.7517,1.31,6.7506,11.0072,3.1829,4.3495,6.6991,5.9025,2.9987,3.99,4.06,4.56,16.29,8.4746,7.8122,9.5942,9.8359,3.2617,2.86,5.94,7.539,9.5655,17.5016,8.5543,1.61,5.81,11.8476,10.0794,16.8009,11.4161
2018/10/26,10.8052,5.65,13.6208,5.1894,6.92,7.7,9.0844,2.78,3.97,4.8196,12.6866,11.6921,1.31,6.5017,10.9588,3.2325,4.3693,6.7781,5.9025,2.9987,4.03,4.11,4.62,16.2768,8.4254,7.8422,9.5843,9.7317,3.2916,2.86,5.93,7.7185,9.5753,17.3419,8.6637,1.63,5.81,11.6719,9.9396,16.85,11.4855
2018/10/29,10.5167,5.59,13.0455,5.2373,6.71,7.58,8.8651,2.74,3.97,4.7604,12.2434,11.5133,1.31,6.4538,10.3132,3.1928,4.3693,6.6793,5.8226,3.0086,3.98,4.08,4.52,16.0657,8.4648,7.7423,9.336,9.6045,3.1819,2.79,5.8,7.6288,9.4768,17.0525,8.6438,1.66,5.53,11.6157,9.7098,16.8697,11.1182
2018/10/30,10.6858,5.69,13.1918,5.2373,6.83,7.73,9.0462,2.78,4,4.7703,12.6177,11.6027,1.31,6.473,10.3858,3.2225,4.3989,6.7485,5.8326,3.0384,4.03,4.05,4.78,16.3493,8.4254,7.8921,9.5147,9.7202,3.2018,2.8,5.9,7.7385,9.6344,17.4317,8.7532,1.71,5.6,11.7914,9.7398,17.3118,11.2771
2018/10/31,10.8151,5.78,13.6403,5.2661,6.95,7.79,9.1701,2.81,4.07,4.8294,13.2874,11.8908,1.31,6.473,10.6764,3.2721,4.4879,6.8275,5.9225,3.0583,4.05,4.12,4.78,16.3493,8.4254,8.6813,9.8226,9.8937,3.2517,2.82,5.97,7.8881,9.8315,17.8608,8.8328,1.73,6.16,12.0514,9.8696,15.8184,11.694
2018/11/1,10.7753,5.75,13.8255,5.3237,6.95,7.87,9.132,2.86,4.12,4.7407,13.3958,11.8908,1.31,6.5974,10.9346,3.2325,4.5868,6.8868,6.0124,3.0781,4.05,4.13,4.69,16.4153,8.514,8.8511,9.763,9.8243,3.2716,2.92,5.98,7.8083,9.7527,17.8807,8.8228,1.73,6.16,11.8195,9.9396,15.4843,11.694
2018/11/2,11.0738,5.81,14.547,5.5155,7.09,8.12,9.418,2.92,4.21,4.8294,14.1641,12.169,1.31,6.6453,11.3139,3.3019,4.6362,7.0548,6.1122,3.1278,4.11,4.2,4.78,16.7384,8.5632,8.991,9.9021,10.0905,3.3415,2.95,6.06,8.0576,9.9497,18.2798,9.0516,1.75,6.3,12.1989,10.1593,17.0367,12.0613
2018/11/5,11.2629,5.81,14.3325,5.4579,7.15,8.13,9.5038,2.92,4.23,4.8688,14.5482,12.1491,1.31,6.7698,11.1847,3.3118,4.5868,7.0746,6.292,3.1377,4.23,4.29,4.84,17.088,8.5731,9.1309,9.9617,10.1715,3.3814,2.96,6.03,8.1573,9.9595,18.5592,9.0516,1.78,6.38,12.2622,10.2492,17.8129,11.9918
2018/11/6,11.044,5.9,14.4203,5.4004,7.87,8.15,9.4085,2.99,4.17,4.8097,14.4497,12.5266,1.31,6.4347,11.0637,3.282,4.6362,7.1141,6.1821,3.1377,4.19,4.27,4.85,16.7516,8.5534,8.8511,9.8326,10.0037,3.3614,2.91,6.02,8.1174,9.8807,18.19,8.972,1.87,6.21,12.0514,10.3391,16.85,11.7436
2018/11/7,10.9445,5.73,14.2545,5.362,7.6,8.23,9.3513,3,4.38,4.859,14.3611,12.159,1.31,6.291,11.0153,3.2721,4.5868,7.0153,6.1122,3.1178,4.15,4.25,4.72,16.8967,8.5042,8.7313,9.8524,9.9747,3.3714,2.96,6.01,8.0975,9.8413,18.0703,8.9223,1.86,6.16,12.0514,10.2692,16.3587,12.0812
2018/11/8,11.0937,5.69,13.9913,5.3332,7.52,8.17,9.1987,3,4.33,4.8393,13.7898,11.9405,1.31,6.607,10.8377,3.2523,4.567,6.9955,6.0523,3.2469,4.17,4.28,4.8,17.0682,8.4943,8.6214,9.8822,9.8706,3.3814,3.01,6.08,8.0775,9.7527,18.0903,8.783,1.89,6.4,12.4308,10.1094,15.5727,11.8131
2018/11/9,11.1136,5.7,13.806,5.2661,7.38,8.21,9.2273,2.93,4.22,4.79,13.4253,11.6921,1.31,6.5687,10.7167,3.2523,4.6065,6.9955,5.9025,3.2767,4.35,4.39,4.75,16.9495,8.5632,8.6414,9.8028,9.8532,3.3814,3,6.09,8.1374,9.7724,18.3098,8.783,1.86,6.23,12.1287,10.1493,15.4352,11.7238
2018/11/12,11.3723,5.9,14.0595,5.41,7.53,8.41,9.4847,3.05,4.31,4.9674,14.1148,11.8809,1.31,6.6549,10.8377,3.3713,4.7054,7.1734,6.0823,3.3462,4.58,4.5,4.94,17.4177,8.9471,8.8911,10.0709,10.0673,3.501,3.13,6.35,8.4166,9.9989,18.7588,9.0317,1.95,6.43,12.4097,10.4191,15.7201,12.0216
2018/11/13,11.8101,6.01,14.1668,5.7169,7.61,8.65,9.6658,3.14,4.4,5.135,14.3512,11.9703,1.31,7.0092,11.0395,3.4704,4.824,7.3809,6.2021,3.5547,4.68,4.68,5.15,18.13,8.9668,8.9011,10.2298,10.2177,3.6507,3.27,6.52,8.5762,10.1171,18.7588,9.161,2.05,6.6,13.6535,10.5789,15.5236,12.2003
2018/11/14,11.7604,5.94,14.2058,5.6114,7.68,8.56,9.6086,3.18,4.45,5.0463,14.1936,11.9504,1.31,7.0187,11.2332,3.4605,4.8042,7.3907,6.272,3.515,4.67,4.57,5.17,17.6617,8.8782,9.041,10.21,10.1946,4.0197,3.32,6.55,8.5163,10.0974,18.8187,9.1511,1.98,6.52,14.2789,10.5889,15.4548,12.3988
2018/11/15,12.1086,6,14.5665,5.6786,7.76,9.04,9.8279,3.17,4.66,5.066,14.302,12.0994,1.31,7.1049,11.4026,3.5002,4.8833,7.4895,6.3919,3.5547,4.64,4.61,5.21,19.0072,9.016,8.9411,10.5079,10.698,3.9399,3.28,6.7,8.6958,10.3733,19.4373,9.3699,1.97,6.6,14.6935,10.7087,15.6219,12.9845
2018/11/16,12.3474,6.05,14.742,5.7265,7.75,8.99,9.9327,3.22,4.65,5.0364,14.3611,12.1193,1.31,6.9517,11.7819,3.4903,4.9426,7.5291,6.4718,3.5349,4.67,4.68,5.27,18.9544,8.9471,9.2807,10.8555,11.2013,3.92,3.32,7.37,8.9352,10.4915,19.7167,9.4196,1.98,6.54,14.4335,10.7087,15.3075,12.7761
2018/11/19,12.9344,6.1,15.8535,5.8992,8.53,8.99,9.9613,3.2,4.58,5.0758,14.8831,12.5961,1.31,7.1145,11.9352,3.7084,4.992,8.28,6.6216,3.5249,4.9,4.77,5.2,19.7458,8.888,9.3606,10.647,10.993,4.309,3.23,8.11,9.5335,10.4718,20.046,9.5688,1.97,6.56,14.4616,11.7776,14.7081,12.8455
2018/11/20,12.3971,5.92,14.9273,5.6594,7.94,8.85,9.6182,3.15,4.45,4.8688,14.1345,12.0795,1.31,6.6932,11.7819,3.5002,4.8042,8.112,6.322,3.4256,4.71,4.57,5.08,19.1259,8.6616,8.981,10.3391,10.617,4.0397,3.12,7.3,8.8554,10.127,19.4273,9.2107,1.96,6.31,14.0681,11.9574,15.3762,12.2996
2018/11/21,12.8349,5.94,15.5903,5.6882,8.37,8.75,9.7135,3.22,4.5,4.9378,14.1641,12.1093,1.31,7.3635,11.9433,3.4903,4.8537,7.9243,6.4218,3.4157,4.73,4.69,5.25,20.3064,8.6518,9.0909,10.4583,10.9873,4.0297,3.31,6.99,8.8255,10.2945,19.6069,9.2107,1.99,6.49,13.9908,11.7477,15.111,12.3492
2018/11/22,12.417,5.95,15.2198,5.6594,8.05,8.81,9.8183,3.25,4.59,4.928,14.0065,11.9901,1.31,7.1911,11.7819,3.5398,5.0019,7.7563,6.3319,3.4554,4.73,4.67,5.35,20.3064,8.7207,9.0709,10.6271,11.0567,3.9599,3.24,6.83,8.7457,10.2945,19.4772,9.2107,2.02,6.65,13.9205,11.2981,14.7081,12.3591
2018/11/23,12.3772,5.65,14.8005,5.41,7.8,8.11,9.1987,3.03,4.4,4.6323,13.4844,11.5829,1.31,6.8272,11.6205,3.3019,4.7054,7.8255,6.0922,3.4256,4.26,4.44,5.04,19.6799,8.3664,8.951,10.1305,10.588,3.7205,3.1,6.46,8.1374,9.7625,20.016,8.6935,1.92,7.32,13.0773,11.2881,14.1481,11.5253
2018/11/26,12.2678,5.69,14.8298,5.3524,7.95,8.42,9.3131,3.12,4.39,4.6126,13.7011,11.6524,1.31,6.7506,11.5398,3.3019,4.6856,8.3887,6.0024,3.3462,4.69,4.46,5.02,18.5191,8.1301,9.1109,10.1007,10.4203,3.8202,3.13,6.49,8.1673,9.7625,20.4551,8.7035,1.89,7.31,12.7259,11.7077,14.325,11.3962
2018/11/27,12.5265,5.72,14.82,5.3812,7.84,9,9.2941,3.43,4.42,4.6224,13.6223,11.6623,1.31,6.6549,11.5963,3.3316,4.6955,8.2405,6.0223,3.3561,4.69,4.56,5.07,18.4598,8.1301,9.3806,10.2497,10.5128,3.7704,3.06,6.52,8.2172,9.7822,20.7943,8.7432,1.9,7.14,13.0351,11.4979,14.1481,11.4558
2018/11/28,12.7752,5.75,14.859,5.362,7.92,8.74,9.58,3.45,4.48,4.6717,13.8883,11.8113,1.31,6.6836,11.6286,3.3614,4.8833,8.0824,6.4218,3.3561,4.6,4.55,5.19,18.8621,8.012,9.3207,10.4781,10.5302,3.8103,3.09,6.6,8.3767,10.1467,20.485,8.8029,1.91,6.9,13.2459,11.2782,13.9123,11.5749
2018/11/29,12.0489,5.6,14.7225,5.2565,7.68,8.39,9.3513,3.25,4.4,4.5732,13.6322,11.3643,1.31,6.291,11.4591,3.282,4.7647,7.7366,6.0323,3.3363,4.51,4.42,4.99,17.9387,8.1695,9.3407,10.3292,10.2177,3.6507,2.96,6.21,8.0077,9.8807,20.3353,9.6882,1.9,6.78,12.733,10.8186,13.4112,11.2671
2018/11/30,12.0389,5.62,14.9858,5.2853,7.62,8.35,9.3894,3.18,4.41,4.6323,13.8686,11.3941,1.31,6.1378,11.4349,3.3316,4.6856,7.5982,6.0823,3.3859,4.49,4.43,4.98,18.5323,8.4746,9.4605,10.1404,10.2062,3.7105,2.93,6.11,8.1673,9.8807,20.3453,9.4495,1.89,6.52,12.9157,11.1683,13.4211,11.4955
2018/12/3,12.7056,5.8,15.3953,5.4196,7.92,8.54,9.704,3.22,4.56,4.7506,14.43,11.6325,1.31,6.4059,11.8868,3.4208,4.8932,7.786,6.262,3.4356,4.55,4.57,5.31,18.9808,8.5337,9.6703,10.4682,10.6054,3.7903,3.13,6.27,8.4465,10.127,20.475,9.6981,1.95,6.67,13.1687,11.3481,13.932,11.8429
2018/12/4,12.6956,5.79,15.6488,5.4579,8.01,8.56,9.6754,3.34,4.57,4.7703,14.5679,11.712,1.31,6.4825,11.911,3.4605,4.9426,8.1417,6.302,3.4554,4.7,4.62,5.32,18.961,8.386,9.6703,10.7662,10.588,3.9698,3.08,6.41,8.616,10.1664,20.495,9.8672,1.95,6.85,13.0914,11.7277,13.9516,11.8628
2018/12/5,13.0339,5.74,15.4343,5.4388,8.03,8.49,9.5228,3.24,4.53,4.8294,14.3709,11.5729,1.31,6.3102,11.9998,3.4308,4.9426,8.3788,6.4019,3.4356,4.63,4.59,5.18,19.3765,8.0809,9.4705,10.6271,10.4492,4.0397,3.22,6.27,8.6559,10.2058,20.6147,9.539,1.91,6.64,12.9789,12.2871,13.8435,12.1407
2018/12/6,13.3324,5.66,15.1125,5.3045,8.15,8.3,9.3703,3.16,4.44,4.7703,14.1247,11.5034,1.31,6.1378,11.8303,3.3812,4.8635,8.4084,6.6116,3.4058,4.5,4.47,5.09,18.8753,8.0317,9.5305,10.5775,10.3219,3.9399,3.09,6.12,8.636,10.0974,20.2854,9.3599,1.9,6.4,12.7259,12.4669,13.7551,11.6742
2018/12/7,13.3125,5.65,15.6975,5.2853,8.2,8.54,9.2941,3.13,4.47,4.79,14.5187,11.6325,1.31,5.9367,12.0079,3.4605,4.9031,8.695,6.7214,3.4256,4.61,4.53,5.09,19.0797,8.0415,9.4805,10.6271,10.3161,4.3389,3.08,6.19,9.5036,10.127,20.8043,9.5191,1.91,6.44,12.7611,12.8365,13.5291,11.6146
2018/12/10,13.0538,5.57,15.2198,5.1606,8.11,8.23,9.1511,3.14,4.31,4.8984,14.0656,11.4537,1.31,5.8123,11.911,3.3614,4.9031,8.863,6.5716,3.376,4.46,4.44,4.9,18.6312,8.0022,9.3007,10.4285,10.1425,4.4287,2.95,6.04,9.2144,10.0088,20.4551,9.4495,1.89,6.18,12.6838,12.8265,13.5881,11.4359
2018/12/11,13.5015,5.59,15.1515,5.199,7.94,8.21,9.0462,3.15,4.47,4.8787,13.8981,11.3246,1.31,6.3963,12.0563,3.3713,4.8635,8.7345,6.5417,3.376,4.47,4.44,4.91,19.3897,8.0219,9.3506,10.5874,10.1772,4.3988,3,6.09,9.6332,10.0383,20.9739,9.6285,1.9,6.34,12.733,12.5968,13.8435,11.4558
2018/12/12,14.1283,5.6,15.2198,5.1894,7.83,8.13,9.1225,3.12,4.42,4.8393,13.8587,11.414,1.31,6.2814,12.1451,3.3614,4.8932,8.527,6.5716,3.3959,4.47,4.4,4.89,20.9395,8.1006,9.4705,10.6172,10.2987,4.5883,3.12,6.1,9.9025,10.1073,21.6923,9.5489,1.89,6.46,12.7822,12.5268,14.0204,11.5253
2018/12/13,14.3771,5.64,15.7073,5.2757,7.9,8.21,9.2083,3.12,4.45,4.8491,14.9521,11.7418,1.31,6.1665,12.5082,3.3911,4.992,8.6456,6.5517,3.4157,4.46,4.47,4.85,20.9329,8.14,9.5604,10.9946,10.5186,4.4586,3.11,6.12,10.7701,10.1566,21.7722,9.6981,1.89,6.71,12.9297,12.5868,14.1972,11.6841
