ÈÕÆÚ,000710.SZ,002022.SZ,002030.SZ,002223.SZ,002382.SZ,002432.SZ,002551.SZ,002901.SZ,002932.SZ,002950.SZ,300003.SZ,300030.SZ,300049.SZ,300206.SZ,300238.SZ,300244.SZ,300246.SZ,300273.SZ,300298.SZ,300314.SZ,300318.SZ,300326.SZ,300358.SZ,300396.SZ,300406.SZ,300439.SZ,300453.SZ,300463.SZ,300482.SZ,300529.SZ,300562.SZ,300595.SZ,300633.SZ,300639.SZ,300642.SZ,300653.SZ,300676.SZ,300677.SZ,300685.SZ,300753.SZ,300760.SZ,600055.SH,600529.SH,600587.SH,603301.SH,603309.SH,603367.SH,603387.SH,603658.SH,603880.SH,603976.SH,603987.SH,688016.SH,688029.SH,688068.SH
2017/9/15,71.58,17.3943,19.0118,20.3505,12.0164,10.81,9.9193,,,,20.9597,11.5174,15.8404,9.16,26.3901,26.6732,25.2601,10.703,17.552,15.3119,7.3235,8.9257,14.5015,20.9571,15.3428,20.7524,13.4568,24.9163,32.8997,31.9189,25.4137,15.8708,23.5193,19.3583,59.8744,36.0273,171.2486,21.8184,55.183,,,15.0944,10.5991,18.1862,,19.8305,,28.2427,45.1392,17.0236,27.0635,10.4496,,,
2017/9/18,69,17.5527,19.0208,20.2026,12.0164,11.1,10.0273,,,,21.5433,11.6171,15.8404,9.0626,26.6294,26.5236,26.0721,10.8422,18.0915,15.4597,7.4033,8.9653,14.9204,20.6691,15.3133,20.8607,13.426,24.6296,33.4479,32.2235,24.3274,16.1471,23.5293,19.2026,60.4346,36.2525,173.1548,22.1494,52.8466,,,15.8727,10.7737,18.2856,,20.0373,,27.9467,45.0708,16.2218,25.6711,10.5738,,,
2017/9/19,68.83,17.3052,18.7767,20.6757,12.0164,10.94,10.0077,,,,21.3653,11.3977,15.6419,9.0334,26.2704,26.8329,27.6861,10.8322,17.4071,15.3907,7.1638,8.9851,14.9603,20.5332,15.333,20.8213,13.2413,24.679,36.1886,32.9704,24.1779,16.1041,23.9976,18.9895,61.1662,36.4385,181.6736,22.342,54.7908,,,15.587,10.7089,18.1564,,20.1063,,28.1825,45.6084,16.2682,25.867,10.6841,,,
2017/9/20,66.55,17.3745,19.0027,20.4589,12.0164,11.03,10.047,,,,21.3653,11.4575,15.7511,9.0529,27.178,26.8329,27.2999,10.9515,17.4635,15.4301,7.2037,8.995,15.1597,20.6582,15.2249,20.9394,13.3152,24.8471,36.5449,32.9999,24.3772,16.5861,23.9179,19.1288,61.4562,36.8693,173.6314,23.157,53.3879,,,15.5082,10.5941,18.1564,,21.0225,,28.4132,45.7257,16.46,26.4547,10.6428,,,
2017/9/21,67.11,17.1963,18.849,20.045,12.0164,10.9,9.8113,,,,20.9597,11.1783,15.7313,8.9945,26.6394,26.8329,26.7553,10.7825,17.3347,15.2232,7.1838,8.8466,14.8306,20.1201,15.1561,20.6245,13.1859,24.3824,35.6898,34.3855,23.9288,16.3804,24.4162,18.9977,60.3687,36.7616,173.7605,22.0654,53.3603,,,14.986,10.4843,18.0968,,20.8156,,27.3096,45.1881,16.46,25.7131,10.5738,,,
2017/9/22,64.74,17.0577,18.4874,19.976,12.0164,10.72,9.7425,16.2082,,,21.1872,11.1883,15.771,9.0334,26.051,26.8329,26.7751,10.4943,17.3588,15.1345,7.084,8.7971,16.1072,20.3266,14.9988,20.1128,13.1489,24.5604,35.6624,34.2086,24.7061,16.4756,24.0176,19.2558,59.1495,37.7014,162.5312,23.404,50.7478,,,14.385,10.5492,17.5999,,20.8648,,27.6156,44.9144,16.5065,25.811,10.4151,,,
2017/9/25,65.12,17.325,18.8129,19.8676,12.0164,10.55,9.5559,17.8339,,,20.8707,11.0487,15.5328,8.8972,25.3229,25.3461,26.2998,10.1664,17.1253,14.898,7.2137,8.5299,15.449,20.1908,14.8219,20.0636,12.9395,24.4714,36.1502,33.2161,23.9886,16.4234,24.8547,19.7722,59.1495,38.1909,174.9916,23.0336,51.2836,,,14.1682,10.619,17.6397,,20.7269,,27.3497,44.3181,16.4077,25.6571,10.2565,,,
2017/9/26,63.4,17.1567,18.4784,19.9661,12.0164,10.45,9.5755,19.6153,,,20.7619,11.1085,15.5129,8.7219,25.0935,25.0966,26.488,10.2558,16.5859,14.9079,6.9842,8.431,15.2395,20.2016,14.3796,19.7684,12.9518,24.5208,38.1016,32.3709,22.9022,16.0397,24.2468,19.137,57.5414,36.977,172.7378,21.6258,48.5385,,,14.3948,10.5442,17.4707,,20.2442,,26.0254,44.2595,15.6931,24.1108,10.0082,,,
2017/9/27,65.89,17.1072,18.4874,20.1731,12.0164,10.71,9.605,21.5817,,,20.7619,11.2082,15.632,8.8485,25.2132,25.6654,26.6365,10.236,17.2139,15.0754,7.0441,8.4903,15.3792,20.2723,14.5565,19.7979,12.8964,24.679,38.1619,32.7542,23.1215,16.012,25.3032,19.3624,58.9188,37.349,174.8526,21.8184,48.7981,,,14.4244,10.6839,17.4807,,20.3427,,26.0706,44.7287,15.7105,24.0199,10.0841,,,
2017/9/28,64.71,17.0082,18.0444,20.0844,12.0164,10.54,9.5264,23.7428,,,21.207,11.0986,15.8801,8.7317,24.8741,25.2962,26.2701,10.1664,17.3024,15.0261,6.8745,8.5596,15.1298,20.4353,14.5172,19.8078,12.7055,24.768,40.1736,32.4397,22.9022,16.2146,26.0606,19.096,61.0212,37.3,170.6528,21.8727,48.3949,,,14.7988,10.654,17.5403,,20.6678,,26.3615,46.058,15.4955,23.4042,9.9323,,,
2017/9/29,64.24,17.0775,18.1349,20.2223,12.0164,10.61,9.605,26.118,,,21.2565,11.1484,16.1382,8.8874,25.0736,25.5357,26.5672,10.2161,17.5198,15.4203,7.1539,8.708,15.1198,20.4353,14.6646,20.0538,12.9025,25.3118,40.4751,32.3218,23.0517,16.1778,26.9675,19.2968,61.3573,36.7028,168.6969,21.4578,48.7539,,,15.2717,10.8087,17.6993,,21.0717,16.4197,27.0086,45.9212,15.5536,23.1313,10.2013,,,
2017/10/9,64.29,17.127,18.397,20.5673,12.0164,10.85,9.7229,28.7269,,,21.7115,11.2382,16.3963,8.9458,25.3428,26.1045,26.894,10.3652,17.3185,15.4892,7.074,8.6882,15.3193,20.881,14.7039,20.2407,13.1366,25.2129,40.1023,31.2408,23.7195,16.4234,25.8114,19.4279,61.1925,36.7714,169.6997,21.6653,50.9024,,,15.1338,10.9035,18.3949,,21.0619,18.0627,27.124,45.9309,15.7976,23.4321,10.2358,,,
2017/10/10,68.1,18.0774,19.1474,22.6269,12.0164,11.94,10.6951,31.5987,,,22.5522,12.365,16.6841,9.8414,26.7092,28.7189,28.5674,11.3987,17.7131,17.0362,7.4532,9.559,15.8579,21.9028,16.1783,22.13,14.1651,26.9037,42.7554,32.9213,26.0914,17.4027,28.3926,20.2803,63.6969,40.4524,183.977,23.8338,53.6641,,,16.6511,11.1829,19.9154,,22.9533,19.8719,28.6289,47.8761,17.378,25.7761,11.2566,,,
2017/10/11,66.71,17.8101,18.8942,21.7696,12.0164,13.13,10.9701,34.7624,,,21.9884,12.5345,16.4757,9.9387,26.041,28.0703,27.9634,12.0943,18.0512,18.4156,7.2935,9.6085,15.8579,21.3375,15.6868,21.5396,13.6354,26.2412,42.7554,33.2161,28.7026,17.7741,29.3991,20.0016,62.3986,39.7475,175.9349,24.8415,51.3664,,,16.0008,11.0781,19.1602,,22.1061,21.8571,28.2025,47.9836,17.0526,26.3078,11.836,,,
2017/10/12,64.88,17.7804,19.1564,22.0258,12.0164,14.44,10.8523,38.2377,,,22.0577,12.2653,16.7337,9.8901,25.7717,28.1701,28.1218,11.7863,18.5343,18.0708,7.1439,9.7174,15.8579,21.6093,15.7065,21.6872,13.58,26.2907,43.742,32.3906,31.5728,17.6175,28.552,20.4893,61.8911,40.1391,168.9848,24.9106,48.892,,,15.8432,11.2677,19.2595,,21.8106,24.0477,28.4684,47.6806,17.9241,27.0285,13.0224,,,
2017/10/13,64.53,17.6913,19.0479,22.0849,12.0164,15.51,11.0389,42.0634,,,22.2456,12.1057,16.426,9.7246,25.9712,28.6989,27.8842,11.9055,18.3733,17.7949,7.1738,9.5788,15.8579,21.5712,15.8342,21.6183,13.8941,26.6565,43.7585,34.7196,34.5726,18.2653,29.6981,20.3868,63.9605,42.3908,169.382,27.4002,49.6431,,,15.587,11.148,19.0409,,22.047,26.4534,29.3864,49.2445,18.5865,27.6582,13.1741,,,
2017/10/16,61.09,17.1369,18.3247,21.2965,12.0164,13.96,10.4202,46.2688,,,21.9291,11.5772,16.0092,9.491,25.4127,28.9684,26.8741,11.2596,19.5166,16.3662,6.8845,9.2127,15.0002,21.1962,15.4018,20.6245,13.0565,25.5689,41.6043,34.8867,33.297,17.3474,28.5819,19.6738,64.5866,40.1979,160.2973,27.173,47.3068,,,15.1633,10.7887,18.4446,,21.1013,29.1037,28.0972,49.2543,17.6336,25.6571,11.974,,,
2017/10/17,60.89,17.0676,18.3428,21.5232,12.0164,13.51,10.5577,44.9254,,,22.2357,11.7068,16.0787,9.4618,25.1035,28.6391,26.5969,11.2794,19.1221,16.445,6.9144,9.183,15.0002,21.2669,15.5689,20.6147,13.075,25.3118,41.7632,34.8179,31.7721,17.5285,27.2066,19.6984,65.6147,40.0608,160.0292,27.7756,48.1629,,,15.587,10.629,18.544,,21.318,31.3823,28.1474,48.8731,17.3024,25.979,11.8222,,,
2017/10/18,60.78,17.028,18.0987,21.5232,12.0164,12.97,10.3416,45.8696,,,22.5225,11.4675,15.7908,9.3157,24.7644,28.8287,26.7355,11.0012,19.5246,16.0706,6.9144,9.0742,15.0899,21.506,15.3232,20.3588,13.0935,24.8866,41.6481,35.4272,30.347,17.5285,26.0705,18.7272,64.2571,38.9056,160.8037,26.0319,47.4891,,,15.5476,10.7089,18.3453,,21.0717,28.9472,27.1993,48.531,17.5755,25.1324,11.2704,,,
2017/10/19,60.59,17.0082,17.945,21.6415,12.0164,12.8,10.3711,50.4547,,,22.6116,11.3179,15.6122,9.6272,24.7444,29.0282,27.4683,11.0906,19.3475,16.2676,6.9244,9.2028,14.7209,21.718,16.0996,22.3957,13.5677,25.0745,43.1665,34.7688,30.9848,18.1087,26.2599,18.7108,66.9592,38.4553,161.866,26.9408,48.7428,,,16.0107,10.5941,18.6633,,19.8896,29.3579,27.1993,49.7626,17.3605,24.1598,11.6153,,,
2017/10/20,61.19,17.3151,18.1349,21.4739,12.0164,13,10.3318,45.4121,,,22.3346,11.4675,15.7114,9.5299,24.9938,28.7388,27.6366,11.2496,19.1301,16.3169,6.7847,9.2325,14.8107,21.881,16.1684,23.0254,13.4999,25.0646,43.1665,34.0514,29.5198,18.0995,26.509,18.9321,67.2228,39.0427,163.1567,28.4029,48.9638,,,15.9121,10.8835,18.703,,19.9979,26.874,27.9266,49.7626,16.582,24.4117,11.5601,,,
2017/10/23,62.25,17.2458,18.162,21.878,12.0164,12.97,10.4202,44.3121,,,23.1952,11.5074,15.8404,9.4423,25.1533,29.2378,27.5871,11.1403,19.2187,16.3859,6.7148,9.3314,14.9004,22.0115,16.306,23.3108,13.4507,25.6579,43.0843,35.6729,29.9782,18.2039,26.9077,19.3009,67.0119,40.3349,164.3184,28.9068,51.5652,,,16.0895,11.0731,18.7229,,19.9782,26.1503,28.7845,49.7235,16.8086,24.7475,11.7394,,,
2017/10/24,61.18,17.0775,17.8908,21.9568,12.0164,12.46,10.2237,40.9828,,,23.1358,11.2581,15.6816,9.2671,25.2531,29.4174,25.9533,10.7329,19.0577,15.8735,6.5951,9.183,14.8406,21.7126,16.021,22.6318,13.1058,25.5095,43.616,35.2994,28.4434,18.1578,26.4891,19.1083,66.2343,39.5517,159.7314,28.5413,51.4548,,,15.6166,11.148,18.5043,,19.9585,24.4976,28.1524,49.8017,16.4658,24.5726,11.3877,,,
2017/10/25,61.79,17.1666,18.0625,22.282,12.0164,12.65,10.3121,41.2262,,,23.3435,11.3578,15.8504,9.3741,25.1733,29.1979,26.181,10.9117,19.6293,15.9917,6.7148,9.4106,14.9004,21.7778,16.2274,22.809,13.1058,25.9841,43.6324,35.4763,29.2308,18.4218,26.6585,19.7394,67.8819,40.1,159.9498,30.0034,52.9405,,,15.5771,11.128,18.8223,,20.2245,24.9963,29.8981,49.7333,16.7853,24.6566,11.4911,,,
2017/10/26,62.11,17.226,18.1168,21.9174,12.0164,12.53,10.3219,39.6979,,,22.8292,11.3179,15.8305,9.4131,25.4027,28.3597,26.1315,10.8024,19.7259,15.9523,6.7148,9.3908,14.8705,21.9843,16.2962,22.4154,13.1859,25.7073,43.9613,34.641,28.9517,18.1732,27.406,19.9279,67.6578,41.0692,159.8803,29.6922,51.8083,,,15.2224,10.8536,18.6434,,20.5989,25.2897,29.858,49.4596,17.622,24.4327,11.4429,,,
2017/10/27,62.45,17.028,18.171,21.6907,12.0164,12.07,10.1059,40.0678,,,22.9281,11.1085,15.5328,9.452,25.4326,28.4794,25.8146,10.6136,19.581,16.041,6.7548,9.3314,15.2495,22.055,16.6206,22.6318,13.1119,25.2821,44.8274,35.0636,28.2541,18.1824,27.0372,20.5016,67.2294,40.472,167.148,29.5934,51.5708,,,15.2422,10.8985,18.385,,20.4905,24.5758,30.2392,49.137,17.7033,23.8869,11.9671,,,
2017/10/30,62.77,16.1469,17.1766,21.5232,12.0164,11.58,9.6738,37.1766,,,23.4523,10.4005,14.8678,9.0334,25.2331,27.3917,24.7551,10.3155,19.0818,14.8586,6.4255,8.7971,14.701,21.6528,16.8663,21.7659,12.4468,24.244,45.0466,33.3143,25.5333,18.2192,25.3929,20.7802,65.5686,39.3168,180.502,30.0972,51.5321,,,14.7003,10.7937,16.9937,,20.0767,23.3729,30.5402,49.3814,16.5355,22.1867,10.9807,,,
2017/10/31,65.65,16.2063,17.3122,21.4049,12.0164,11.67,9.7425,38.8996,,,23.393,10.4504,15.0663,9.0529,25.7119,28.1601,25.0225,10.554,19.0496,14.9867,6.4355,8.7872,14.4716,21.9191,16.6107,22.1202,12.6254,24.7186,45.1014,32.8525,25.8223,18.2346,26.2101,21.272,68.4618,40.4133,198.5522,29.8058,54.6141,,,14.8973,10.6639,16.8844,,20.2442,24.1944,32.0151,51.7762,17.8951,22.5016,10.9945,,,
2017/11/1,63.13,16.1073,17.1495,21.1684,12.0164,11.63,9.7229,39.3474,,,23.0369,10.2111,15.0464,9.0918,25.2032,27.8907,25.0027,10.4645,19.0013,14.8882,6.4355,8.8169,14.3918,21.7506,16.8368,23.0648,12.687,24.7581,45.984,32.7542,26.0815,18.0473,26.7582,21.2474,67.961,41.0007,193.0518,29.7119,55.2051,,,14.1781,10.5841,17.1229,,20.4708,24.2237,32.0552,52.0792,18.296,22.8234,10.8566,,,
2017/11/2,64.27,16.335,16.9596,21.198,12.0164,11.9,9.7327,43.2802,,,22.6808,10.1213,14.7388,9.0237,24.6247,28.1002,24.864,10.4546,18.1962,14.7404,6.3257,8.7872,14.4317,22.2017,17.2398,23.4584,12.5946,24.7779,45.4961,33.4028,27.3771,17.6452,27.3163,20.7802,68.0005,41.3139,203.2385,29.8354,58.4914,,,13.9712,10.4045,16.9838,,20.7466,25.4266,31.5134,51.7468,18.5865,23.1243,11.3187,,,
2017/11/3,61.2,16.1172,16.5438,20.4391,12.0164,11.47,9.5068,44.0785,,,22.7896,10.0017,14.7785,8.7706,23.8767,27.7809,24.9631,10.1266,18.1478,14.3561,6.2659,8.4705,14.2322,22.6202,17.2889,22.868,12.5638,25.0251,43.5721,33.4617,26.0815,17.6544,26.4692,21.0958,64.9293,40.5307,202.335,28.5857,57.6905,,,13.7741,10.2947,16.7254,,20.3821,24.8203,32.1505,51.4243,17.9648,22.5855,10.9256,,,
2017/11/6,61.25,16.2657,16.8421,21.3261,12.0164,11.77,9.7229,45.1395,,,23.2446,10.1014,14.9571,9.0334,24.1261,27.6412,25.7453,10.2956,18.8081,14.5827,6.3457,8.6586,14.2821,22.7724,17.2693,23.7831,12.5761,25.9743,43.8352,33.845,27.2076,17.7434,28.5919,21.4318,66.5638,42.3223,197.3509,29.2377,61.6397,,,14.4736,10.2897,16.8446,,21.1702,24.654,33.1387,53.819,19.7601,23.3692,11.1877,,,
2017/11/7,63.66,16.3053,17.1947,21.878,12.0164,12.3,9.88,46.0935,,,23.1556,10.241,14.8876,9.1503,24.136,27.5015,25.6364,10.3353,18.9369,14.9374,6.4055,8.6981,14.3619,22.9898,18.1342,23.7241,12.4345,25.7765,43.9065,33.3045,29.9284,17.9092,28.7214,21.8006,67.3546,42.6356,213.4253,30.3837,63.849,,,15.6363,10.2148,17.0732,,21.3968,23.9499,33.3745,53.5649,19.9925,23.9289,11.5187,,,
2017/11/8,70.03,16.2459,17.1766,21.7203,12.0164,12,9.8113,47.2812,,,23.116,10.1512,14.8876,9.0918,24.0263,27.5115,25.577,10.2161,18.6873,14.7798,6.4055,9.0742,14.3319,22.6963,17.8197,23.114,12.4591,25.6776,44.0983,33.8941,29.1809,18.0596,28.1235,21.5875,68.0532,43.4188,208.9971,30.0281,60.756,,,15.4786,10.145,16.9341,,21.1013,24.478,32.5619,52.998,19.5916,24.0199,11.3946,,,
2017/11/9,69.2,16.3152,17.276,21.7794,12.0164,12,9.8407,49.1697,,,23.2545,10.2011,14.9075,9.1795,23.7969,27.4915,25.6265,10.4347,18.0351,14.8882,6.4255,9.0544,14.2521,22.6637,17.6428,23.3994,11.9664,26.083,43.7475,34.1202,29.6394,18.1578,27.984,21.6449,68.2114,43.2524,213.9614,30.2751,59.6789,,,15.0451,10.0851,16.8446,,21.85,23.9597,32.6421,53.5356,19.6149,23.6001,11.3187,,,
2017/11/10,68.54,16.2657,17.1404,21.5626,12.0164,12.17,9.8211,47.8166,,,23.8579,10.1512,14.8876,9.1892,23.1287,28.0204,25.4483,10.2558,18.0351,14.7897,6.3856,9.0841,14.302,22.68,17.6919,23.36,11.9541,26.0138,43.6708,33.8941,28.4833,17.7127,28.2132,21.7965,70.9135,44.1237,218.9753,31.1938,60.9051,,,15.4294,9.9653,16.9341,,21.8401,23.6467,33.5551,53.3401,20.068,23.5791,11.0221,,,
2017/11/13,70.85,15.9885,17.0862,22.2919,12.0164,11.9,9.8309,48.6732,,,24.1645,9.9618,14.8479,9.0432,23.3182,28.9684,25.5077,10.395,18.0351,14.6221,6.2958,9.0544,14.4915,23.3593,17.6231,23.0156,11.7632,26.5477,42.432,36.3313,27.1777,18.6275,28.5321,22.5833,72.1854,44.202,240.8778,32.74,62.4958,,,15.4392,10.4194,16.7353,,21.7416,23.9499,34.2775,54.5912,19.7078,24.3417,11.0014,,,
2017/11/14,70.1,15.9984,17.7371,22.0061,12.0164,11.59,10.2139,46.2493,,,24.4316,9.9418,14.7189,8.9361,22.9292,29.0382,24.9234,10.4546,18.0351,14.4842,6.2559,8.995,14.2422,23.2615,18.0261,23.2616,11.5538,26.0929,41.385,35.7122,26.6097,18.8792,28.3726,22.0424,69.5295,43.9572,243.3501,32.2163,61.3138,,,16.7398,10.1849,16.6956,,21.978,23.8717,33.4748,52.8611,19.6323,23.4391,10.6221,,,
2017/11/15,67.25,15.939,17.5744,22.1145,12.0164,11.67,10.2434,45.0714,,,24.3228,9.7225,14.6792,8.9945,22.5901,28.5493,24.9333,10.3254,18.0351,14.366,6.1761,8.9851,14.0826,23.0767,18.3897,22.5039,11.5107,26.083,40.7272,34.7589,26.799,18.4126,27.5853,20.94,73.1542,41.8034,255.185,32.5028,58.1876,,,16.1289,10.115,16.5564,,21.6923,23.9108,32.311,52.392,18.0752,22.5646,10.4496,,,
2017/11/16,73.98,16.0776,18.1529,22.3707,12.0164,11.5,10.3514,43.3678,,,24.4711,9.6826,14.58,9.1697,23.0988,29.2378,24.9532,10.1465,18.0351,14.366,6.186,9.183,14.0028,23.1474,19.1269,22.563,11.5784,26.7653,42.3826,36.1642,26.8688,17.5132,26.7781,20.8581,70.3203,41.1181,255.185,31.3865,57.9391,,,17.1043,10.2597,16.6558,,21.8795,22.4048,32.1104,53.4672,17.5116,22.2567,10.2427,,,
2017/11/17,72.1,15.2361,17.5653,21.8583,12.0164,10.37,9.772,39.0359,,,23.7689,9.0244,14.1929,8.8777,22.2311,28.4395,23.7649,9.2919,16.5617,13.4299,5.9067,8.5992,13.4044,22.6908,18.2325,20.8311,11.2089,24.7186,42.3169,35.5746,24.1779,16.669,25.7217,19.7312,67.1306,37.0063,255.185,29.0204,52.1452,,,16.3949,9.8306,16.0198,,20.9042,20.6249,30.3847,52.5581,15.786,20.5355,9.3529,,,
2017/11/20,69.61,15.048,18.3699,21.5429,12.0164,10.21,9.5461,40.0775,,,23.8875,9.0145,14.4212,8.5273,22.9392,28.0403,23.7847,9.3416,16.3041,13.5284,5.8767,8.7575,13.5341,22.8158,18.7141,21.0771,11.0303,25.035,41.7687,35.3289,23.2311,17.4057,26.5688,21.7063,73.8462,37.2413,255.185,31.3173,54.1336,,,17.6758,9.6709,16.0894,,21.318,20.4684,31.383,51.5122,16.1462,20.6824,9.2081,,,
2017/11/21,68.58,14.9589,18.7677,21.6217,12.0164,10.16,9.3595,39.3377,,,23.3336,8.8948,14.0142,8.5273,22.5004,28.0403,23.5372,9.2422,16.7227,13.4299,5.8268,8.708,13.2947,22.3104,18.5962,20.8902,10.9194,24.9954,41.5988,34.7295,23.6198,17.0373,26.6187,23.8782,73.0686,36.5266,255.185,29.0945,53.1338,,,17.6265,9.6809,15.9403,,20.589,20.6053,31.3228,51.5807,15.9603,20.4026,9.0081,,,
2017/11/22,67.62,14.9985,18.7496,21.0009,12.0164,10.24,9.2613,40.8466,,,23.205,8.8848,13.9944,8.352,23.4778,28.7189,23.4678,9.1627,16.5134,13.4496,5.7869,8.6091,13.3745,22.2017,17.9769,20.7131,10.593,24.3231,41.6097,34.5526,23.2411,16.6536,26.5888,26.2673,77.3062,36.4091,255.185,28.6005,54.6251,,,17.3408,9.5661,15.9403,,20.195,20.4782,32.0201,49.2641,15.9429,20.2136,9.0288,,,
2017/11/23,61.5,14.7609,17.8727,20.6362,12.0164,9.91,9.1041,39.3085,,,22.1763,8.6655,13.7959,8.2547,23.5376,27.3418,23.1708,8.9043,16.5134,13.154,5.6971,8.4508,13.0553,21.8756,16.7582,20.2703,10.2728,22.9883,40.5628,31.5454,22.4338,16.3681,25.343,27.722,73.1608,35.0483,229.6685,27.0692,52.1397,,,16.2964,9.2318,15.5627,,19.8305,19.598,30.7308,49.8212,15.0365,18.7723,8.5942,,,
2017/11/24,60.06,14.8896,17.6105,20.5574,12.0164,10.14,9.1631,37.089,,,21.8697,8.6754,13.786,8.2158,23.3681,27.6611,23.6956,8.7453,16.0786,13.1836,5.8668,8.4804,13.165,21.7941,17.0629,20.0144,10.3405,23.2948,39.6803,31.4373,22.105,16.5922,25.2135,28.3777,75.652,35.0092,206.7036,27.1483,51.5763,,,16.3555,9.2667,15.9005,,20.3329,19.3633,30.9265,50.7791,14.7286,18.8982,8.7046,,,
2017/11/27,59.37,14.8599,17.0681,20.311,12.0164,10.05,9.1041,34.6553,,,21.1378,8.6555,13.4287,8.2158,23.0589,26.0645,23.5372,8.6757,15.7324,13.1836,5.6971,8.3221,13.0653,21.8267,16.4535,19.4043,10.4698,23.0377,37.0547,31.1425,21.5269,16.4817,24.5757,28.8489,68.0862,33.2861,189.4477,26.2147,48.8423,,,15.4983,9.3565,16.0993,,19.9487,19.422,29.858,50.2709,14.2754,18.4575,8.27,,,
2017/11/28,60.39,14.949,17.2218,20.3997,12.0164,10.16,9.2318,35.5314,,,21.4345,8.825,13.5081,8.3131,23.1187,26.3539,23.5966,8.8049,17.2219,13.4496,5.737,8.4013,13.2149,21.4136,16.7287,19.7783,10.4883,23.453,39.3569,31.1917,21.9256,16.6137,25.2135,28.9022,69.5361,33.991,202.2457,27.5632,49.6542,,,15.991,9.631,16.1887,,19.9487,19.6567,30.5904,50.0363,14.6182,19.1291,8.5321,,,
2017/11/29,57.3,14.8302,17.0319,20.3307,12.0164,10.05,9.3104,34.558,,,21.484,8.7851,13.518,8.2936,23.4479,26.2841,23.2104,8.8049,16.4732,13.627,5.777,8.3617,13.1152,21.5767,16.6304,19.5323,10.4822,23.6112,37.4055,30.5627,20.5203,16.5431,25.363,28.6194,67.6776,33.4134,192.9128,28.3881,48.4943,,,15.8136,9.6559,16.1788,,19.4463,19.1971,29.8931,49.9483,14.2696,19.0662,8.5045,,,
2017/11/30,57.43,14.7708,17.0319,20.3012,12.0164,9.89,9.1827,34.9182,,,21.5235,8.835,13.121,8.1866,22.9891,25.7552,23.0223,8.8447,16.449,13.4989,5.737,8.4211,13.2049,21.3593,15.9227,19.3847,10.513,23.6013,37.8221,30.317,20.1715,16.2085,25.3231,28.9923,67.8028,33.5113,191.632,28.0275,48.5992,,,16.2964,9.5412,16.0794,,19.1015,19.1971,29.4165,49.2445,14.4729,19.1851,8.4494,,,
2017/12/1,59.13,14.8797,17.276,20.4293,12.0164,10.28,9.2907,36.4368,,,21.8796,9.0045,13.25,8.2839,22.9891,26.1045,23.2599,9.0136,16.8999,13.8635,5.8368,8.5398,13.4243,21.631,16.1979,19.8275,10.6485,23.8781,37.4932,30.5922,22.1847,16.4694,25.8911,27.8326,68.9363,34.3141,197.9764,28.3634,50.0574,,,16.7693,9.7108,16.3279,,19.2492,19.2166,29.6975,51.1506,14.8738,19.6959,8.7804,,,
2017/12/4,57.9,14.6421,16.8602,20.2026,12.0164,10.13,9.1532,34.3633,,,22.0774,8.7253,13.25,8.1963,23.039,26.3839,22.9133,8.795,16.4571,13.5383,5.737,8.3023,13.165,20.9625,16.2765,19.4339,10.2173,23.4134,36.9998,31.1818,22.4338,15.5301,25.2135,25.0502,62.0427,31.9938,193.9553,25.5281,47.5553,,,16.7989,9.8655,16.2186,,18.7665,17.8182,27.4049,50.222,14.043,18.5694,8.3873,,,
2017/12/5,55.71,14.2362,16.5709,19.7394,12.0164,9.49,8.8586,32.3677,,,22.1467,8.4162,13.25,8.0795,23.4778,25.5456,22.032,8.477,16.1189,12.9175,5.4377,7.857,13.0354,20.9191,15.7261,18.8927,10.0511,22.7411,36.9889,29.58,23.0318,15.0236,24.9245,23.8905,58.932,30.7407,194.8985,24.2882,45.3019,,,15.1239,10.0152,15.8111,,18.7074,16.8794,26.9936,48.7656,13.369,17.5619,8.1597,,,
2017/12/6,56.83,14.4441,16.6794,19.976,12.0164,9.58,8.9568,33.896,,,22.8094,8.5657,13.25,8.2158,23.4279,25.6754,22.2202,8.5962,16.3524,13.1639,5.5275,8.0252,12.9356,21.0332,15.3232,19.5323,10.6792,23.0179,36.5613,30.6118,23.1215,15.395,25.2135,25.0789,60.8367,31.6414,199.277,25.0934,45.3295,,,14.7298,10.0751,15.9602,,18.8749,17.2901,27.43,47.8761,13.6363,17.9117,8.3804,,,
2017/12/7,57.41,14.5431,16.9054,20.1829,12.0164,9.51,8.9274,33.5845,,,23.0666,8.5956,13.25,8.2742,23.1786,25.5456,21.9627,8.5962,16.2558,13.1639,5.4976,8.0153,12.816,20.8593,15.6868,19.4142,10.5253,23.3145,37.3561,30.4644,22.5435,15.5638,24.9942,26.2263,61.7461,32.0134,205.2739,24.9353,44.9207,,,14.4638,10.0202,16.2682,,18.7764,17.0847,27.5053,48.3453,13.828,17.9257,8.3666,,,
2017/12/8,59.05,14.5332,17.1495,20.2223,12.0164,9.69,8.9961,34.7819,,,23.2446,8.6854,13.25,8.2742,23.5277,25.6355,22.1608,8.7552,16.2638,13.2427,5.5575,8.1836,13.0553,20.9788,15.8342,19.6897,10.9872,23.5222,38.2496,31.0442,22.7229,15.7173,25.4527,26.1771,62.5304,32.8945,221.1199,25.291,47.3234,,,15.0747,10.1001,16.2881,,19.1901,17.7302,28.0521,50.9649,14.3916,18.3385,8.6701,,,
