ÈÕÆÚ,000150.SZ,000503.SZ,000509.SZ,000516.SZ,002044.SZ,002173.SZ,002219.SZ,002524.SZ,300015.SZ,300143.SZ,300149.SZ,300347.SZ,300404.SZ,300759.SZ,600721.SH,600763.SH,600767.SH,600896.SH,603108.SH,603127.SH,603259.SH,603882.SH
2015/8/11,26.5642,39.31,7.03,8.8664,13.7778,19.2284,14.9,9.19,11.5405,10.1199,18.5453,24.8376,35.0008,,16.73,54.8353,15.8,16.96,13.2425,,,
2015/8/12,26.5642,43.24,6.82,8.535,13.139,18.5541,14.9,8.83,11.1669,10.1199,18.5453,24.3119,34.0872,,16.73,54.8353,17.38,16.24,12.8405,,,
2015/8/13,26.5642,47.19,7.17,8.8781,13.4291,18.683,14.9,9.14,11.1269,10.1199,18.5453,24.3448,34.4711,,16.73,54.8353,19.12,16.96,12.846,,,
2015/8/14,26.5642,45.53,7.37,8.7143,13.2806,19.4367,14.9,9.53,10.9101,10.1199,18.5453,24.8902,34.782,,16.73,54.8353,18.68,16.44,12.6168,,,
2015/8/17,26.5642,44.23,7.68,8.6948,13.2081,19.3573,14.9,9.86,10.7733,10.1199,18.5453,27.3805,34.3943,,16.73,54.8353,18.97,18.08,12.1094,,,
2015/8/18,26.5642,39.81,6.91,7.8253,13.2115,17.4236,14.9,8.87,10.0562,10.1199,18.5453,24.6405,30.9549,,16.73,54.8353,17.07,16.86,11.1618,,,
2015/8/19,26.5642,40.3,7.6,8.1568,12.994,18.1475,14.9,9.1,10.6432,10.1199,18.5453,24.5682,32.5633,,16.73,54.8353,17.01,17.9,11.2382,,,
2015/8/20,26.5642,36.27,7.27,7.7201,12.8455,16.9872,14.9,8.55,10.3397,10.1199,18.5453,24.9296,31.6689,,16.73,54.8353,15.83,16.32,10.8908,,,
2015/8/21,26.5642,32.64,6.54,7.4315,11.7578,16.2832,14.9,7.9,9.6726,10.1199,18.5453,22.4393,30.2793,,16.73,54.8353,15.13,15.4,10.6144,,,
2015/8/24,26.5642,29.38,5.89,6.6868,10.5837,14.6568,14.9,7.11,8.7054,9.1095,18.5453,20.1986,27.2506,,16.73,54.8353,13.62,13.86,9.5522,,,
2015/8/25,26.5642,26.44,5.3,6.0201,9.5271,13.3875,14.9,6.4,7.8348,8.1991,18.5453,18.1814,24.5252,,16.73,54.8353,13.62,12.47,8.781,,,
2015/8/26,26.5642,24.95,4.89,5.4586,9.0298,14.5676,14.9,5.76,7.9382,7.3781,18.5453,17.2812,22.103,,16.73,54.8353,13.62,12.17,9.203,,,
2015/8/27,26.5642,24,5.13,5.6926,9.6894,15.3609,14.9,6.06,8.2884,6.6466,18.5453,18.4836,22.84,,16.73,54.8353,13.62,12.98,9.5486,,,
2015/8/28,26.5642,26.4,5.54,6.2073,10.6597,16.0452,14.9,6.67,8.9589,7.3097,18.5453,19.8964,24.3025,,16.73,54.8353,13.62,14.2,10.3124,,,
2015/8/31,26.5642,24.75,5.19,6.0552,10.6597,14.4387,14.9,6.25,8.9822,7.2624,18.5453,18.5362,22.222,,16.73,54.8353,13.62,13.13,9.9669,,,
2015/9/1,26.5642,22.28,4.68,5.4508,10.6597,13.1892,14.9,5.75,8.9889,6.6045,18.5453,16.6832,19.9994,,16.73,54.8353,13.62,12.1,9.0502,,,
2015/9/2,26.5642,20.05,4.28,5.0453,10.6597,12.5545,14.9,5.58,9.3858,6.0467,18.5453,15.0471,19.581,,16.73,54.8353,13.62,11.56,9.0939,,,
2015/9/7,26.5642,22.06,4.52,5.2598,10.6597,12.8421,14.9,5.8,8.9489,6.6519,18.5453,15.7239,20.2681,,16.73,54.8353,13.62,12.03,9.3539,,,
2015/9/8,26.5642,24.27,4.97,5.7862,10.6597,13.8833,14.9,6.15,9.2891,7.315,18.5453,17.1366,22.2949,,16.73,54.8353,13.62,12.67,10.1415,,,
2015/9/9,26.5642,25.65,5.3,6.2462,10.6597,14.4387,14.9,6.43,9.4158,7.5097,18.5453,18.3325,23.4926,,16.73,54.8353,13.62,12.94,10.5107,,,
2015/9/10,26.5642,25.46,5.3,6.1371,10.6597,14.2899,14.9,6.38,9.1323,8.2623,18.5453,17.8134,22.7172,,16.73,54.8353,13.62,12.65,10.7489,,,
2015/9/11,26.5642,26.47,5.83,6.3164,10.6597,14.3792,14.9,6.46,9.0356,8.5412,18.5453,18.004,24.3908,,16.73,54.8353,13.62,12.76,10.9017,,,
2015/9/14,26.5642,23.82,5.25,5.6848,10.6597,12.9908,14.9,5.9,8.3585,7.6886,18.5453,16.2036,22.6864,,16.73,54.8353,13.62,11.48,9.8195,,,
2015/9/15,26.5642,21.44,5.21,5.1584,10.6597,12.6834,14.9,5.52,8.1984,7.2518,18.5453,15.8356,20.5445,,16.73,54.8353,13.62,10.55,9.9923,,,
2015/9/16,26.5642,23.58,5.73,5.6692,10.6597,13.9527,14.9,6.07,8.8888,7.9781,18.5453,17.4192,22.5982,,16.73,54.8353,13.62,11.61,10.989,,,
2015/9/17,26.5642,23.1,5.55,5.5639,10.6597,13.1892,14.9,5.95,8.6553,7.4781,18.5453,17.3535,22.1874,,16.73,54.8353,13.62,11.22,10.9727,,,
2015/9/18,26.5642,23.62,5.54,5.6965,10.6597,13.1991,14.9,6.09,8.6754,7.5308,18.5453,18.5296,23.0933,,16.73,54.8353,13.62,11.51,11.5401,,,
2015/9/21,26.5642,25.98,5.76,6.2657,10.6597,13.8536,14.9,6.34,9.0389,8.2833,18.5453,20.3826,25.4042,,16.73,54.8353,13.62,12.07,12.5968,,,
2015/9/22,26.5642,25.74,5.69,6.2774,10.6597,13.9428,14.9,6.4,9.139,8.9306,18.5453,20.2183,27.9454,,16.73,54.8353,13.62,12.11,12.3222,,,
2015/9/23,26.5642,25.81,5.48,6.2813,10.6597,13.6552,14.9,6.3,8.9122,9.0516,18.5453,20.7309,28.4521,,16.73,54.8353,13.62,11.96,12.113,,,
2015/9/24,26.5642,26.46,5.5,6.2306,10.6597,15.0237,14.9,6.4,9.2991,9.1622,18.5453,21.3485,27.2161,,16.73,54.8353,13.62,12.04,12.906,,,
2015/9/25,26.5642,23.96,5.67,5.907,10.6597,14.7957,14.9,6.02,9.239,8.8938,18.5453,19.8175,25.3466,,16.73,54.8353,13.62,11.39,11.8748,,,
2015/9/28,26.5642,25.25,5.7,6.1137,10.6597,15.3014,14.9,6.15,9.5359,9.7831,18.5453,21.8019,27.8801,,16.73,54.8353,13.62,11.46,12.8333,,,
2015/9/29,26.5642,24.3,5.7,5.907,10.6597,14.6667,14.9,6.03,9.2991,9.4779,18.5453,21.4536,28.6018,,16.73,54.8353,13.62,11.59,13.0315,,,
2015/9/30,26.5642,24.07,5.75,5.9226,10.6597,14.7461,14.9,6.06,9.219,8.8885,18.5453,21.2565,27.7765,,16.73,54.8353,13.62,11.83,12.3931,,,
2015/10/8,26.5642,25.69,5.99,6.2228,10.6597,15.3411,14.9,6.52,9.4592,9.7779,18.5453,21.8282,28.9243,,16.73,54.8353,13.62,12.23,12.3549,,,
2015/10/9,26.5642,26.41,6,6.3944,10.6597,15.8468,14.9,6.55,9.6593,9.8831,18.5453,21.8216,29.0548,,16.73,54.8353,13.62,12.23,12.2676,,,
2015/10/12,26.5642,28.59,6.29,6.6985,10.6597,16.4121,14.9,6.84,10.2463,9.8937,18.5453,22.3407,31.1123,,16.73,54.8353,13.62,12.78,12.755,,,
2015/10/13,23.9078,29.94,6.35,6.8545,10.6597,16.1443,14.9,6.96,10.4564,10.7515,18.5453,22.8926,31.8685,,16.73,54.8353,13.62,13.08,13.2479,,,
2015/10/14,21.5185,28.74,6.08,6.64,10.6597,15.6683,14.9,6.85,10.1729,10.5515,18.5453,22.0122,30.9511,,16.73,54.8353,13.62,12.94,12.8805,,,
2015/10/15,19.3662,30.46,6.25,6.8623,10.6597,16.1146,14.9,7.08,10.4031,11.5935,18.5453,22.9978,32.214,,16.73,54.8353,13.62,13.13,13.6135,,,
2015/10/16,17.4306,30.01,6.25,6.874,10.6597,16.2137,14.9,7.14,10.5865,11.4198,18.5453,22.8466,32.2831,,16.73,54.8353,13.62,13.25,13.4407,,,
2015/10/19,16.8358,29.3,6.63,7.0338,10.6597,16.2137,14.9,7.08,10.243,11.0514,18.5453,22.6758,31.3042,,16.73,54.8353,13.62,13.08,13.0042,,,
2015/10/20,17.5465,30.6,6.63,7.2561,10.6597,17.8401,14.9,7.34,10.343,10.8199,18.5453,23.5431,32.471,,16.73,54.8353,13.62,13.17,13.317,,,
2015/10/21,18.7462,28.58,5.97,6.64,10.6597,16.6402,14.9,6.61,9.9461,9.7358,18.5453,22.2356,30.3754,,16.73,54.8353,13.62,12.76,12.3967,,,
2015/10/22,20.6213,31.44,6.11,7.3029,10.6597,18.3062,14.9,6.84,10.9401,10.1305,18.5453,24.4565,33.4152,,16.73,54.8353,13.62,13.19,13.6372,,,
2015/10/23,22.6829,34.58,6.24,8.032,10.6597,20.1407,14.9,7.06,11.387,10.2357,18.5453,24.6405,36.7544,,16.73,54.8353,13.62,13.87,14.6266,,,
2015/10/26,21.3471,34.98,6.7,7.7591,10.6597,19.5358,14.9,7.49,11.1936,10.7094,18.5453,24.1477,36.8542,,16.73,54.8353,13.62,13.96,14.7721,,,
2015/10/27,21.3219,38.48,6.55,8.535,10.6597,21.2217,14.9,7.9,11.2269,10.3673,18.5453,23.9965,37.8675,,16.73,54.8353,13.62,14.12,15.4432,,,
2015/10/28,19.7089,36.15,6.52,7.9384,10.6597,19.9622,14.9,7.7,10.6599,9.7568,18.5453,23.116,35.58,,16.73,54.8353,13.62,13.79,14.9139,,,
2015/10/29,19.961,36.01,6.51,7.9384,10.6597,19.4962,14.9,7.77,10.8,9.7621,18.5453,23.0503,35.7565,,16.73,54.8353,13.62,13.64,15.4014,,,
2015/10/30,19.5577,35.05,6.54,7.7006,10.6597,19.6945,14.9,7.62,10.7099,10.1042,18.5453,22.4524,34.9275,,16.73,54.8353,13.62,15,15.5687,,,
2015/11/2,18.2875,33.83,6.2,7.2678,10.6597,18.2367,14.9,7.31,10.5732,10.2883,18.5453,21.8873,36.1327,,16.73,54.8353,13.62,14.4,15.9015,,,
2015/11/3,17.4003,32.6,6.44,7.4276,10.6597,18.3458,14.9,7.45,10.5198,10.6357,18.5453,22.137,35.4341,,16.73,54.8353,13.62,14.24,16.0579,,,
2015/11/4,19.1091,35.79,6.74,7.8994,10.6597,19.8135,14.9,7.78,11.0868,11.1777,18.5453,23.5103,37.5835,,16.73,54.8353,13.62,14.95,16.7654,,,
2015/11/5,18.7915,34.9,7,7.7669,10.6597,19.7342,14.9,7.75,10.84,10.9725,18.5453,23.0306,36.4858,,16.73,54.8353,13.62,14.76,16.5908,,,
2015/11/6,18.9629,35.79,7.09,7.876,10.6597,19.9821,14.9,7.92,11.0401,11.504,18.5453,23.6351,38.9192,,16.73,54.8353,13.62,14.89,17.3565,,,
2015/11/9,19.0587,37.6,7.08,8.0008,10.6597,19.9821,14.9,7.98,11.1969,11.6935,18.5453,24.0951,41.4294,,16.73,54.8353,13.62,15.02,17.9658,,,
2015/11/10,20.3088,36.22,7.14,7.9228,10.6597,19.9821,14.9,8.34,11.1836,11.2725,18.5453,23.7666,41.8976,,16.73,54.8353,13.62,14.89,17.7949,,,
2015/11/11,19.961,36.98,7.18,8.2425,10.6597,19.9821,14.9,8.45,11.1802,11.4093,18.5453,24.3514,43.7553,,16.73,54.8353,13.62,15.02,18.7861,,,
2015/11/12,19.6585,36.16,7.14,8.1256,10.6597,19.9821,14.9,8.62,11.317,12.5513,18.5453,26.1386,47.4399,,16.73,54.8353,13.62,14.73,19.6191,,,
2015/11/13,18.8772,35.1,7.34,7.7669,10.6597,19.9821,14.9,8.22,10.6766,11.904,18.5453,24.6405,42.696,,16.73,54.8353,13.62,14.25,17.6566,,,
2015/11/16,19.0688,36,8.07,7.9423,10.6597,21.9852,14.9,8.27,11.0368,12.7881,18.5453,24.7456,40.5466,,16.73,54.8353,13.62,14.86,17.1783,,,
2015/11/17,18.4992,35.59,8.05,8.1412,10.6597,21.1225,14.9,8.2,10.8834,12.6828,18.5453,23.2606,38.9499,,16.73,54.8353,13.62,15.03,16.5763,,,
2015/11/18,17.8338,33.9,7.68,7.7825,10.6597,19.7837,14.9,8.19,10.5065,12.8144,18.5453,22.7284,36.9847,,16.73,54.8353,13.62,15.05,15.836,,,
2015/11/19,18.358,34.8,8.32,7.993,10.6597,20.7655,14.9,8.38,10.8734,12.8144,18.5453,23.6483,38.3665,,16.73,54.8353,13.62,15.24,16.7309,,,
2015/11/20,18.4034,36.68,8.9,8.032,10.6597,20.825,14.9,8.74,10.7333,12.8144,18.5453,23.1423,39.6101,,16.73,54.8353,13.62,16.09,16.9146,,,
2015/11/23,18.852,35.47,8.61,7.9501,10.6597,22.9075,14.9,8.8,10.4198,12.8144,18.5453,23.1883,39.2109,,16.73,54.8353,13.62,15.93,16.4071,,,
2015/11/24,19.1393,36.08,9.05,7.9345,10.6597,23.6215,14.9,8.64,10.5265,12.8144,18.5453,23.1949,40.654,,16.73,54.8353,13.62,16.18,17.8385,,,
2015/11/25,19.6585,37.98,9.19,8.188,10.6597,25.9817,14.9,9.05,11.0468,12.8144,18.5453,24.0425,42.3735,,16.73,54.8353,13.62,17.8,18.2496,,,
2015/11/26,19.2502,36.61,9.73,7.9384,10.6597,26.5767,14.9,9.04,10.7433,12.8144,18.5453,23.3263,41.13,,16.73,54.8353,13.62,19.58,18.1732,,,
2015/11/27,18.1463,33.51,8.98,7.3965,10.6597,24.5239,14.9,8.6,10.3664,12.8144,18.5453,21.6508,37.5374,,16.73,54.8353,13.62,18.26,17.6421,,,
2015/11/30,17.9245,32.79,8.61,7.3068,10.6597,24.99,14.9,8.3,10.6165,13.0459,18.5453,21.6836,36.9387,,16.73,54.8353,13.62,18.66,18.7424,,,
2015/12/1,17.3701,33.03,8.54,7.3263,10.6597,26.1007,14.9,8.4,10.6332,14.3511,18.5453,22.0779,35.6721,,16.73,54.8353,13.62,17.57,17.2147,,,
2015/12/2,17.6423,32.09,8.23,7.4588,10.6597,24.5735,14.9,8.76,10.7433,13.0302,18.5453,21.5325,34.7356,,16.73,54.8353,13.62,17.24,16.7127,,,
2015/12/3,18.0959,33.3,8.64,7.7903,10.6597,26.775,14.9,8.88,11.2736,13.1617,18.5453,21.861,36.5625,,16.73,54.8353,13.62,17.84,17.2492,,,
2015/12/4,18.5143,32.7,8.25,7.6031,10.6597,27.37,14.9,9.22,10.9968,13.5354,18.5453,21.0725,36.0329,,16.73,54.8353,13.62,17.58,17.633,,,
2015/12/7,18.1715,32.46,8.32,7.6811,10.6597,30.107,14.9,9.31,11.2569,14.1669,18.5453,21.0857,36.2478,,16.73,54.8353,13.62,17.3,17.502,,,
2015/12/8,18.9276,31.08,8.03,7.3731,10.6597,28.56,14.9,8.89,10.8267,13.5511,18.5453,20.7637,35.1578,,16.73,54.8353,14.98,17.09,17.9331,,,
2015/12/9,18.474,31.49,8.12,7.5719,10.6597,28.3121,14.9,8.75,10.6099,12.9723,18.5453,19.4495,33.2233,,16.73,54.8353,16.48,17.02,17.3693,,,
2015/12/10,18.479,31.99,8.02,7.4276,10.6597,27.9452,14.9,8.86,10.5165,13.488,18.5453,18.8253,33.6071,,16.73,54.8353,18.13,18.17,16.9673,,,
2015/12/11,18.3984,32.16,8.18,7.4432,10.6597,28.1336,14.9,8.92,10.6632,13.4091,18.5453,19.213,33.0161,,16.73,54.8353,16.98,17.08,16.8837,,,
2015/12/14,18.9427,31.93,8.5,7.5446,10.6597,28.0245,14.9,9.33,10.9301,13.0828,18.5453,19.6072,33.5457,,16.73,54.8353,16.02,16.81,16.8837,,,
2015/12/15,18.9932,32.31,8.97,7.7084,10.6597,29.2442,14.9,9.45,11.1069,13.1565,18.5453,20.4877,34.321,,16.73,51.6751,17.62,16.9,16.8837,,,
2015/12/16,18.8016,32.92,9.1,7.8721,10.6597,29.6707,14.9,9.29,10.9401,13.3617,18.5453,20.4155,34.8507,,16.73,49.7671,18.45,17.51,16.8837,,,
2015/12/17,19.0536,33.55,9.19,7.9423,10.6597,29.4922,14.9,9.51,11.2069,14.6984,18.5453,20.9608,36.4704,,16.73,50.5124,20.3,17.96,16.8837,,,
2015/12/18,18.6353,33.07,9,8.0437,10.6597,28.7087,14.9,9.88,10.9501,14.4774,18.5453,20.9411,35.7719,,16.73,49.3895,19.58,17.47,16.8837,,,
2015/12/21,18.3933,34.21,8.94,8.2503,10.6597,28.1633,14.9,10.25,11.3136,15.6299,18.5453,21.1382,35.8333,,16.73,47.8989,19.82,17.49,16.8837,,,
2015/12/22,18.1665,34.58,9.27,8.2542,10.6597,27.727,14.9,10.29,11.1669,15.672,18.99,21.3485,35.9024,,16.73,47.1436,20.07,17.8,16.8837,,,
2015/12/23,17.9951,33.6,9.12,7.9189,10.6597,26.18,14.9,11.05,11.0635,15.4194,17.6956,20.6717,36.8312,,16.73,47.6405,19.07,18.1,16.8837,,,
2015/12/24,18.1312,34.2,8.89,8.0515,10.6597,25.7437,14.9,11.48,11.0435,15.6825,18.2292,20.5732,36.2171,,16.73,46.8753,18.78,17.5,16.8837,,,
2015/12/25,18.3832,33.7,8.95,8.2386,10.6597,26.3684,14.9,11.19,10.9067,15.6193,17.8142,20.56,36.2708,,16.73,46.4679,19.32,17.54,16.8837,,,
2015/12/28,17.9598,33.36,8.5,8.2542,10.6597,26.18,14.9,10.48,10.6732,15.9088,17.9031,19.9752,34.9351,,16.73,48.2864,18.5,16.44,18.5715,,,
2015/12/29,17.6876,34.09,8.65,8.8664,10.6597,26.9337,14.9,11.53,10.75,15.7193,17.6759,20.5009,35.0042,,16.73,48.2268,19.94,16.54,18.6406,,,
2015/12/30,19.4569,34.5,8.85,8.8703,10.6597,26.6362,14.9,11.41,10.9367,15.8667,17.7352,20.8228,35.5032,,16.73,48.7535,20.09,16.41,19.4572,,,
2015/12/31,19.2049,33.49,8.6,8.5779,10.6597,25.9222,14.9,10.6,10.5332,15.5562,17.4387,20.1986,34.4669,,16.73,48.7138,20.47,16.17,18.657,,,
2016/1/4,17.5263,30.39,7.75,7.7201,10.6597,23.8694,14.9,9.54,9.6126,13.9985,15.6998,18.2668,31.0279,,16.73,44.1027,18.42,14.55,16.9782,,,
2016/1/5,18.2018,28.72,7.23,7.2873,10.6597,24.9503,14.9,9.33,9.9461,13.3354,14.4747,18.4771,29.4772,,16.73,45.2257,17.28,14.17,17.7039,,,
2016/1/6,18.2018,29.18,7.53,7.49,10.6597,26.3089,14.9,9.61,9.9561,13.4722,14.9983,18.799,30.7208,,16.73,45.7325,17.68,14.38,19.4736,,,
2016/1/7,18.2018,26.26,6.79,6.7414,10.6597,23.919,14.9,8.65,9.159,12.125,13.4965,17.222,27.7117,,16.73,41.2209,17.68,12.95,17.5275,,,
2016/1/8,18.2018,25.7,6.97,6.8623,10.6597,25.5652,14.9,8.69,9.7527,11.7777,12.8938,17.2286,27.7884,,16.73,40.6047,17.68,12.83,18.0786,,,
2016/1/11,18.2018,23.13,6.27,6.1761,10.6597,23.0067,14.9,7.82,9.3758,10.5988,11.6094,15.5268,25.0096,,16.73,36.5403,17.68,11.93,16.2707,,,
2016/1/12,18.2018,23.5,6.25,6.2774,10.6597,20.706,14.9,7.53,9.7393,10.8725,12.7752,15.9736,24.9635,,16.73,35.9242,17.68,12.17,16.2416,,,
2016/1/13,18.2018,24.5,5.65,5.9187,10.6597,19.3672,14.9,7.21,9.6693,11.0356,12.7357,15.6319,23.6432,,16.73,33.9963,17.68,11.99,14.6175,,,
2016/1/14,18.2018,26.95,5.79,6.1956,10.6597,19.516,14.9,7.49,10.1029,12.1355,14.0103,16.9395,24.3494,,16.73,35.2087,17.68,12.4,15.2813,,,
2016/1/15,18.2018,25.57,5.44,5.8485,10.6597,18.2962,14.9,7.18,10.0095,12.2092,14.7809,16.4664,23.1903,,16.73,34.3342,17.68,11.87,15.5778,,,
2016/1/18,18.2018,26.8,5.98,5.985,10.6597,20.1308,14.9,7.34,10.0862,12.3302,15.0082,16.9066,24.0808,,16.73,34.3143,17.68,12.01,16.4908,,,
2016/1/19,18.5546,27.25,6.41,6.2618,10.6597,22.1439,14.9,7.62,10.1796,12.7354,15.354,17.5177,25.7005,,16.73,37.7427,17.68,12.49,16.7363,,,
2016/1/20,17.481,26.61,6.27,6.1293,10.6597,23.1554,14.9,7.53,9.8894,12.225,15.6899,17.314,26.0689,,16.73,37.5142,17.68,12.18,16.7091,,,
2016/1/21,15.7319,24.56,6.02,5.9499,10.6597,21.8067,14.9,7.06,9.6259,11.2619,14.119,16.4401,24.4799,,16.73,34.831,15.91,11.59,16.0288,,,
2016/1/22,14.3658,25.1,6.02,6.1644,10.6597,22.0447,14.9,7.14,9.6393,11.7092,14.4944,16.4204,24.9098,,16.73,34.2745,14.89,11.65,16.4417,,,
2016/1/25,14.3608,24.86,5.99,6.2267,10.6597,22.1836,14.9,7.26,9.6493,12.225,14.119,17.0709,24.9943,,16.73,34.7317,14.94,12.09,16.5981,,,
2016/1/26,13.1057,22.37,5.39,5.8407,10.6597,19.992,14.9,6.53,9.4091,11.3251,12.7061,15.5005,22.4918,,16.73,31.7504,13.45,11.31,16.5981,,,
2016/1/27,11.7951,22.37,5.04,5.8485,10.6597,19.6647,14.9,6.19,9.7227,12.4565,12.0046,15.9342,22.177,,16.73,29.7927,12.35,10.73,15.4559,,,
2016/1/28,11.7901,22.37,4.82,5.4469,10.6597,19.0301,14.9,5.75,9.4625,11.825,10.8091,16.0262,20.6494,,16.73,29.266,11.12,10.21,13.91,,,
2016/1/29,12.1228,22.37,5.02,5.716,10.6597,19.9821,14.9,6.05,9.8227,13.0091,11.886,16.6767,21.8623,,16.73,30.9852,11.48,10.57,14.3374,,,
2016/2/1,11.7447,22.37,4.86,5.5834,10.6597,19.7837,14.9,6.05,9.6393,12.9881,12.0737,16.8081,21.3787,,16.73,31.9591,11.73,10.43,14.0082,,,
2016/2/2,11.9463,22.37,5.01,5.794,10.6597,20.9737,14.9,6.25,9.9728,13.3143,12.5282,17.6426,22.415,,16.73,34.6323,11.87,11.47,14.6702,,,
2016/2/3,11.6943,22.37,5.09,5.8134,10.6597,21.0332,14.9,6.27,10.0695,12.8723,12.4788,17.4783,22.7604,,16.73,33.7777,11.61,11.82,14.5629,,,
2016/2/4,12.2538,22.37,5.28,5.946,10.6597,21.6977,14.9,6.55,10.0729,12.9039,12.6369,18.1485,23.5588,,16.73,34.3441,12,12.07,15.1467,,,
2016/2/5,11.8556,22.37,5.1,5.8368,10.6597,21.3208,14.9,6.44,9.9795,12.3039,11.9255,18.3457,23.0291,,16.73,34.3739,11.46,12.46,15.2213,,,
2016/2/15,11.6943,22.37,5.07,5.7706,10.6597,21.2217,14.9,6.5,10.1363,12.0987,11.6785,18.7925,23.4129,,16.73,33.4994,11.38,12.48,15.4596,,,
2016/2/16,12.5411,22.37,5.58,6.1176,10.6597,21.8167,14.9,6.77,10.343,12.5986,12.8444,18.7925,24.7486,,18.4,36.5502,12.52,13.06,15.8997,,,
2016/2/17,12.9797,24.61,5.56,6.1722,10.6597,22.0844,14.9,6.83,10.2163,12.4197,13.5558,18.7925,26.637,,20.24,36.2521,12.88,13.16,16.0761,,,
2016/2/18,12.8184,24.89,5.89,6.1254,10.6597,21.7175,14.9,6.8,10.1896,13.6617,13.1803,18.7925,25.9999,,19.28,36.2918,13.04,12.97,15.9434,,,
2016/2/19,12.9141,25.4,6.05,6.2462,10.6597,21.3902,14.9,7.09,10.253,13.2617,13.7336,18.7925,26.0766,,19.2,36.1627,13.34,12.78,16.118,,,
2016/2/22,13.0301,25.65,6.18,6.3359,10.6597,22.1439,14.9,7.28,10.263,13.1565,13.7336,18.7925,27.1053,,19.85,36.4707,13.51,12.87,16.3999,,,
2016/2/23,12.5512,25.63,5.95,6.1839,10.6597,21.3109,14.9,7.19,10.1629,12.6249,13.7336,18.7925,28.249,,19.56,35.7254,13.08,12.89,15.927,,,
2016/2/24,12.7428,25.4,5.95,6.2618,10.6597,20.7556,14.9,7.21,9.9828,12.7039,13.7336,18.7925,28.249,,18.96,35.4968,13.13,12.85,15.5087,,,
2016/2/25,11.4675,22.86,5.36,5.6341,10.6597,18.9507,14.9,6.49,9.3891,11.4356,13.7336,18.7925,25.4241,,17.06,31.9491,11.82,11.57,14.1555,,,
2016/2/26,10.9332,21.55,5.42,5.5366,10.6597,19.0995,14.9,6.49,9.5626,10.5146,13.7336,18.7925,24.3494,,17.1,30.9256,11.53,11.41,13.7772,,,
2016/2/29,10.9332,19.4,5.06,5.1272,10.6597,17.1856,14.9,5.99,9.3891,9.4884,13.7336,18.7925,22.6913,,15.72,27.835,10.38,10.39,12.4004,,,
2016/3/1,10.9332,18.99,5.28,5.2052,10.6597,17.6517,14.9,6.17,9.3391,9.6568,13.7336,18.7925,23.5357,,16.06,28.0437,10.58,10.65,12.4968,,,
2016/3/2,10.9332,20.78,5.59,5.5093,10.6597,18.3657,14.9,6.73,9.6793,10.6252,13.7336,18.7925,25.0326,,16.88,30.0014,11.4,11.27,13.0297,,,
2016/3/3,10.9332,20.96,5.54,5.5015,10.6597,17.8698,14.9,6.68,9.5225,10.3147,13.7336,18.7925,24.7025,,16.93,29.8623,11.43,11.26,12.9351,,,
2016/3/4,10.9332,19.5,5.29,5.2286,10.6597,16.66,14.9,6.6,9.0789,9.9989,13.7336,18.7925,22.96,,15.32,27.7456,10.7,10.89,12.1003,,,
2016/3/7,10.9332,20.27,5.47,5.4274,10.6597,16.7393,14.9,6.7,9.139,10.1357,13.7336,18.7925,23.2824,,15.32,28.6698,11.77,11.14,11.9075,,,
2016/3/8,10.9332,20.32,5.39,5.6731,10.6597,16.541,14.9,6.85,9.3991,10.241,13.7336,18.7925,23.1826,,14.55,30.4188,12.77,11.45,11.8075,,,
2016/3/9,10.9332,19.8,5.34,5.677,10.6597,16.9575,14.9,6.7,9.2557,9.8463,13.7336,18.7925,22.4918,,13.82,29.9517,12.07,11.54,11.8857,,,
2016/3/10,10.9332,19.2,5.23,5.3963,10.6597,16.9575,14.9,6.51,9.2524,9.9989,13.7336,18.7925,22.2615,,13.38,29.107,11.54,11.97,11.4328,,,
2016/3/11,10.9332,19.35,5.22,5.2949,10.6597,16.6005,14.9,6.49,9.2824,9.8516,13.7336,18.7925,22.7067,,13.17,28.3716,11.29,11.66,11.4364,,,
2016/3/14,11.5582,21.29,5.43,5.5054,10.6597,17.0666,14.9,6.75,9.5359,10.0989,13.7336,18.7925,23.72,,13.74,29.3952,12.31,11.9,12.5459,,,
2016/3/15,11.0239,22.04,5.35,5.4781,10.6597,16.9972,14.9,6.89,9.3057,10.0252,13.7336,18.7925,23.0137,,14.43,29.0076,12.12,11.91,12.3367,,,
2016/3/16,11.0138,21.48,5.28,5.3963,10.6597,16.7096,14.9,7.58,9.2957,9.7305,13.7336,18.7925,22.937,,14.04,29.2362,12.15,11.59,12.3549,,,
2016/3/17,11.3162,22.53,5.45,5.6068,10.6597,17.5327,14.9,7.58,9.5792,10.0673,13.7336,18.7925,23.9119,,14.65,30.6473,12.99,11.94,12.9806,,,
2016/3/18,11.8455,23.7,5.66,5.8212,10.6597,19.1689,14.9,7.58,9.7493,10.683,13.7336,18.7925,25.0787,,15.37,31.7802,13.76,12.24,13.4371,,,
2016/3/21,13.0301,24.11,5.66,5.9655,10.6597,19.5358,14.9,7.58,9.8728,11.304,13.7336,18.7925,25.7772,,15.57,33.4497,13.97,12.44,13.8609,,,
2016/3/22,13.3174,23.92,5.66,5.9304,10.6597,19.5854,14.9,7.58,9.7327,11.0198,13.7336,18.7925,25.6007,,15.59,33.3603,13.77,12.4,13.6281,,,
