ÈÕÆÚ,000423.SZ,000538.SZ,000590.SZ,000650.SZ,000790.SZ,000919.SZ,000989.SZ,000999.SZ,002107.SZ,002118.SZ,002198.SZ,002275.SZ,002287.SZ,002317.SZ,002349.SZ,002390.SZ,002412.SZ,002424.SZ,002433.SZ,002566.SZ,002603.SZ,002644.SZ,002728.SZ,002737.SZ,002750.SZ,002817.SZ,002826.SZ,002864.SZ,002873.SZ,002907.SZ,300026.SZ,300039.SZ,300108.SZ,300147.SZ,300181.SZ,300519.SZ,300534.SZ,600085.SH,600129.SH,600211.SH,600222.SH,600252.SH,600285.SH,600329.SH,600332.SH,600351.SH,600422.SH,600436.SH,600479.SH,600518.SH,600535.SH,600538.SH,600557.SH,600566.SH,600572.SH,600594.SH,600671.SH,600750.SH,600771.SH,600976.SH,600993.SH,603139.SH,603567.SH,603858.SH,603896.SH,603963.SH,603998.SH
2018/10/18,37.9669,68.4306,6.75,6.0974,3.5792,5.7554,10.752,21.4271,5.9665,4.13,6.83,12.0866,16.9544,7.4819,5.2672,4.42,8.5882,7.5029,4.1526,5.5,9.9236,8.3285,12.2282,14.8657,5.25,15.2676,10.0094,31.5922,14.9722,17.6418,3.0917,3.8822,7.79,5.8311,3.4242,14.2045,5.6713,27.6439,9.938,25.1505,3.13,2.3618,6.9619,13.3745,32.5937,5.9288,6.1459,79.9312,7.1354,16.1001,19.8343,3.27,8.6791,33.6701,5.9731,5.56,16,11.037,20.3278,14.1558,12.6213,14.8032,11.4116,17.8502,26.8036,9.2906,4.7585
2018/10/19,38.7224,68.4306,7.02,6.5019,3.6335,5.8727,9.7007,21.6145,6.056,4.26,6.57,12.3303,17.2125,7.9898,5.5648,4.48,8.6059,7.6518,4.2413,5.64,10.1912,8.3785,12.3051,15.1492,5.35,15.6062,10.3583,31.9011,15.4207,17.6718,3.1314,3.98,7.79,6.0301,3.4933,14.3906,5.9808,28.4861,10.1361,25.8833,3.21,2.3814,7.227,13.6109,33.7617,6.0727,6.1855,81.8212,7.3464,14.4891,19.8048,3.28,8.9077,36.1377,6.0612,5.68,15.8,11.3736,20.907,14.3138,12.8989,15.1012,11.609,18.5885,27.9958,9.5124,4.8083
2018/10/22,40.6498,68.4306,7.3,6.9952,3.7962,6.0876,10.0543,22.5611,6.4737,4.42,6.7,13.0126,17.9187,8.146,5.8227,4.76,8.6235,8.0984,4.4879,5.88,10.677,8.6481,12.8722,16.6613,5.68,16.2934,10.8468,33.984,16.5372,18.82,3.2308,4.1658,7.79,6.3087,3.6512,14.9784,6.1805,29.9228,10.5523,26.9724,3.41,2.5186,7.5216,14.2314,35.2365,6.3317,6.4626,86.2381,7.6437,14.0117,20.5903,3.41,9.3054,39.2319,6.2962,5.99,16.29,11.7963,22.8804,14.9559,13.4046,15.7271,12.0137,19.378,29.6946,9.9023,4.9875
2018/10/23,39.4778,68.4306,7.13,6.9755,3.8775,5.9802,10.255,21.6243,6.3543,4.54,6.43,12.6325,17.7972,7.8823,5.7037,4.64,8.5412,8.0487,4.4485,5.74,10.3598,8.5482,12.3627,16.9259,5.52,16.2934,11.2555,33.4658,16.0687,19.9182,3.1911,4.0973,7.79,6.1893,3.6216,14.6649,6.0507,29.4175,10.3442,26.8041,3.33,2.4696,7.4332,13.7488,34.3951,6.2262,6.3834,81.6223,7.6437,12.6096,20.0699,3.36,8.9972,39.6175,6.1787,5.86,16.15,11.812,22.6659,14.6201,12.9683,15.5284,11.6386,19.2829,29.3966,9.7188,4.8382
2018/10/24,38.6546,68.4306,7.34,6.9755,3.6787,5.9802,10.1308,21.861,6.3345,4.46,6.5,12.574,17.7364,7.8335,5.7037,4.7,8.5471,8.0487,4.557,5.75,10.4093,8.5882,12.3627,16.9637,5.48,16.9109,10.9365,33.705,15.969,19.1694,3.2209,4.1462,7.79,6.1993,3.809,14.6355,6.1406,29.0707,10.3046,26.5566,3.36,2.5284,7.4921,13.5617,33.7716,6.1207,6.4428,81.8909,7.7108,12.5002,19.4415,3.42,8.9375,38.6536,6.1592,5.83,16.18,11.6789,22.1654,14.5509,12.8791,15.5682,11.609,19.4291,29.6052,9.7341,4.868
2018/10/25,39.0614,68.4306,7.06,7.1827,3.7962,5.9313,9.9205,21.7525,6.2648,4.41,6.32,12.496,17.6453,7.8921,5.6343,4.65,8.5,8.019,4.7246,5.72,10.3498,8.8678,12.2282,16.9165,5.38,18.3251,10.5676,32.1901,15.7497,18.6003,3.1811,4.0875,7.79,6.1296,3.7104,14.2731,5.9808,29.3878,10.2352,26.0912,3.38,2.5284,7.5412,13.4238,34.989,6.1302,6.4824,80.5678,7.7012,12.0029,19.5004,3.5,8.8481,39.3283,6.0319,5.83,15.99,11.765,22.6516,14.1755,12.9088,15.2999,11.609,19.7142,29.9032,9.4894,4.8282
2018/10/26,38.703,68.4306,7.1,7.0544,3.751,5.9802,9.3757,21.7525,6.3245,4.59,6.41,12.5935,17.949,7.8237,5.6541,4.63,8.4824,8.0388,4.6556,5.8,10.4192,8.7879,12.257,16.9259,5.54,18.2853,10.5976,31.9908,16.0886,18.6502,3.1811,4.1462,7.79,6.2092,3.7104,14.1555,6.0907,29.2094,10.3541,28.7053,3.41,2.5578,7.551,13.1579,34.5436,6.1686,6.5022,78.7673,8.104,11.9134,19.4513,3.54,8.8878,38.3933,5.9437,5.89,15.95,11.7728,22.2941,14.867,13.0179,15.5086,11.6485,19.5168,29.2078,9.7723,4.9079
2018/10/29,37.0468,68.4306,7.08,6.936,3.6515,5.9313,8.917,21.4567,6.2748,4.39,6.33,12.5058,18.4046,7.8237,5.5748,4.5,8.4706,7.8999,4.5866,5.77,10.4589,8.6082,12.0359,16.2927,5.33,16.5922,10.4081,31.3829,15.7297,18.4006,3.1811,4.1462,7.01,6.1396,3.6709,14.1359,5.9509,27.7232,10.2055,29.2202,3.37,2.5676,7.4921,12.9215,32.4651,6.1207,6.4428,71.177,8.0177,12.1621,18.8229,3.42,8.8282,37.1884,5.9437,5.8,16,11.765,22.5587,14.3138,13.008,15.1807,11.5498,19.3926,28.0057,9.4053,4.9278
2018/10/30,37.3858,68.4306,7.18,6.7683,3.6967,6.0192,8.8596,22.1075,6.3444,4.45,6.36,12.5058,18.435,7.9507,5.7831,4.48,8.4765,8.0686,4.6556,5.81,10.5085,8.6082,12.2378,16.7842,5.35,16.2934,10.4779,31.7716,16.1783,18.5504,3.1712,4.1853,6.31,6.259,3.7104,14.2731,6.0907,27.9016,10.3839,29.4578,3.42,2.6166,7.7081,13.2957,35.7116,6.1494,6.5616,73.465,7.9602,11.993,19.3237,3.46,9.1563,37.1595,5.9829,5.89,16.05,11.765,22.9519,14.3138,13.6921,15.29,11.6583,19.5534,28.413,9.4282,4.9178
2018/10/31,38.0153,68.4306,7.36,7.084,3.769,6.0583,9.7485,23.6753,6.4836,4.48,6.39,12.6617,18.6779,8.107,5.9219,4.59,8.4824,8.1579,4.7937,5.88,10.6175,8.688,12.6415,17.4835,5.44,16.5524,10.6474,32.7582,16.4076,19.0196,3.2209,4.2146,6.47,6.3883,3.7597,14.5571,6.1506,28.1691,10.5721,30.7846,3.49,2.7048,7.9536,13.2268,36.4836,6.3893,6.7793,77.096,8.0753,12.2814,19.7655,3.57,9.4843,38.991,6.071,5.96,16.21,12.0938,23.0806,14.6299,13.6822,15.5881,11.688,19.9262,29.1979,9.6729,4.9775
2018/11/1,38.1219,68.4306,7.39,6.9656,3.76,6.0779,9.8727,23.2612,6.593,4.43,6.43,12.7592,19.0728,8.1851,5.8525,4.57,8.4706,8.277,4.7937,5.97,10.8654,8.6082,12.5646,17.5875,5.44,16.7715,10.6673,33.4558,16.4774,19.7285,3.2209,4.2342,6.25,6.3883,3.7794,14.7433,6.1406,28.0997,10.6811,30.4579,3.49,2.695,7.826,13.2957,37.2655,6.3221,6.8783,78.1903,7.9985,12.2217,19.9226,3.6,9.4446,38.9717,6.0416,6,16.2,12.1094,23.0949,14.8473,13.6723,15.4688,11.6583,19.8312,29.1084,9.7876,5.0273
2018/11/2,40.6013,68.4306,7.56,7.2517,3.8775,6.1756,10.5895,23.8627,6.7223,4.63,6.56,12.9736,19.3309,8.3512,6.0013,4.78,8.5294,8.4854,4.9811,6.06,11.0141,8.7879,12.8626,17.8899,5.56,17.1798,10.9565,33.8843,16.8063,20.0081,3.3104,4.3613,6.25,6.5077,3.8683,15.1155,6.3403,29.368,11.0873,31.2599,3.58,2.7244,7.9438,13.7488,37.998,6.514,7.0861,82.448,8.4877,12.6195,21.2973,3.7,9.6235,40.6296,6.1885,6.21,16.33,12.4147,23.9887,15.1239,13.9895,15.8662,11.8459,20.3428,30.3006,9.9865,5.2065
2018/11/5,40.6788,68.4306,7.69,7.1728,3.9408,6.1854,10.4653,23.7444,6.7123,4.68,6.48,12.8469,19.3992,8.3512,5.9814,4.98,8.4824,8.4457,4.991,6.06,10.9942,8.8578,12.8626,18.1923,5.6,17.2495,11.116,34.0039,16.577,19.8084,3.2805,4.4102,6.31,6.5774,3.9176,14.9784,6.3902,29.1698,10.8991,31.2401,3.6,2.7244,7.9045,13.5321,37.5625,6.466,7.1257,81.0752,8.5548,12.4206,21.4937,3.7,9.8124,39.2898,6.1396,6.24,16.4,12.4069,23.3523,15.1535,13.8507,15.896,11.7867,20.3648,29.7939,10.17,5.3459
2018/11/6,41.0856,68.4306,7.84,7.1629,3.9679,6.2049,10.2932,23.5176,6.9808,4.57,6.2,12.8177,19.4752,8.3512,5.9616,4.92,8.4882,8.4656,4.9811,6.05,10.9248,8.7779,12.8915,17.9371,5.6,17.0205,11.1259,34.6617,16.4375,19.6486,3.2606,4.3809,6.31,6.5276,4.0656,15.429,6.3003,29.3977,10.8495,31.0619,3.62,2.7146,8.042,14.0147,38.0574,6.5236,7.1257,80.5778,8.4301,12.2615,21.5526,3.7,9.7528,39.1066,6.1494,6.22,16.4,12.313,23.5597,15.0745,13.821,15.8364,12.073,20.2405,29.3568,10.6976,5.3658
2018/11/7,41.0178,68.4306,7.59,7.2221,3.9588,6.1756,10.3888,23.8035,7.1698,4.56,6.19,12.7202,19.7865,8.3023,5.9616,5.01,8.5294,8.5847,4.9219,6.05,10.786,8.698,12.853,17.5875,5.56,16.891,10.9664,33.984,16.5073,19.7485,3.2308,4.3907,6.22,6.5475,3.9768,14.8118,6.2404,29.3184,10.8694,31.349,3.58,2.6852,7.9733,14.0147,37.6219,6.5236,7.195,79.6327,8.4397,12.1919,21.5428,3.72,9.7428,36.9956,6.12,6.2,16.36,12.3286,23.9029,15.1239,13.6624,15.6477,11.9348,20.0578,29.3866,10.3305,5.2563
2018/11/8,41.0178,68.4306,8.35,6.9853,4.0312,6.1658,10.4175,23.4683,6.9609,4.6,6.11,12.7105,19.4448,8.3219,6.0211,4.91,8.6353,8.4755,4.9811,6.05,10.8753,8.6481,12.9395,17.304,5.57,16.9209,10.8667,33.0372,16.3478,19.6686,3.2308,4.42,6.18,6.657,3.9571,14.6061,6.2504,29.2491,10.7406,31.1411,3.62,2.6852,7.9045,13.7192,37.5625,6.4468,7.2049,79.1154,8.363,12.2416,21.3366,3.79,9.7528,35.81,6.0612,6.23,17.85,12.4147,23.6169,14.946,13.6723,15.6775,11.8262,19.9262,28.8998,10.1929,5.2065
2018/11/9,41.0081,68.4306,7.91,6.9459,3.9769,6.1365,10.6086,23.6162,7.1897,4.52,6.13,12.6617,19.7561,8.2828,6.0806,4.93,8.6529,8.5152,4.9416,6.03,10.7365,8.6381,12.8146,17.3701,5.61,16.901,10.9365,32.9575,16.5471,19.3491,3.2408,4.3809,6.19,6.5575,3.9768,14.2241,6.49,29.0608,10.582,31.1411,3.72,2.6754,7.8554,13.7389,37.6021,6.3125,7.3137,78.5086,8.2383,11.9333,21.4053,3.94,9.7528,35.7618,6.0221,6.18,16.96,12.3912,23.2951,15.5486,13.3451,15.7967,11.7867,19.7581,28.6415,10.0247,5.2065
2018/11/12,41.444,68.4306,8.05,7.2517,4.1035,6.3124,10.8762,24.0698,7.5576,4.78,6.25,13.0126,19.8168,8.5465,6.1203,5.03,8.7176,8.7434,5.1389,6.19,11.0537,8.7879,13.0933,17.7765,5.81,17.4587,11.1558,33.5455,16.7465,19.9382,3.3302,4.4885,6.25,6.6868,4.1051,14.6551,6.6498,29.2887,10.9684,31.7451,3.83,2.7244,8.2482,14.0639,37.5328,6.5044,7.2544,79.2845,8.4493,12.2516,21.9944,4,9.9814,36.8221,6.1494,6.39,17.39,12.5321,23.7385,15.9438,13.7813,16.1643,11.9644,20.3282,29.8039,10.2082,5.3757
2018/11/13,42.2091,68.4306,8.07,7.3603,4.2571,6.4101,10.7233,24.5727,7.7963,5.26,6.4,13.0906,20.4394,8.7126,6.1997,5.19,8.8118,8.8328,5.3066,6.28,11.2123,8.8578,13.3337,17.7387,5.92,18.1558,11.3752,33.5953,16.6867,19.9681,3.3899,4.6254,6.38,6.7963,4.1742,15.0078,6.7596,29.4572,10.909,31.953,3.92,2.8028,8.3267,14.1427,38.6413,6.5811,7.4226,80.4285,8.6699,12.3311,21.9454,4.13,10.2896,37.8053,6.1787,6.51,17.57,12.6339,23.6384,15.8351,14.0292,16.3729,12.073,20.5694,30.0622,10.3688,5.535
2018/11/14,42.674,68.4306,8.35,7.2517,4.3113,6.4199,11.0387,24.3952,7.5974,5.35,6.41,13.0906,20.3483,8.7516,6.2493,5.12,8.7647,8.8328,5.277,6.24,11.1925,8.8079,13.5548,17.389,5.91,18.2554,11.3851,33.8146,16.6967,19.7685,3.3799,4.6351,6.29,6.9058,4.2827,15.1547,6.7696,29.5265,10.8396,31.2896,3.9,2.7538,8.2678,14.2708,37.2259,6.5811,7.3632,78.6976,8.6603,12.2516,21.9061,4.14,10.2697,38.5957,6.1787,6.43,17.98,12.6417,23.338,15.7561,13.9102,16.3133,12.0335,20.3282,31.1252,10.4988,5.6246
2018/11/15,43.1486,68.4306,8.4,7.3307,4.3656,6.5371,11.249,24.5628,7.5974,5.34,6.38,13.2661,20.5154,9.0447,6.3485,5.18,8.8235,9.4382,5.346,6.36,11.3412,8.9876,13.7471,17.7103,5.99,19.3709,11.6244,35.3693,17.3147,20.2377,3.3998,4.7134,6.28,7.0053,4.707,15.6053,6.9394,29.8039,10.9387,32.458,4.02,2.7734,8.3267,14.3397,37.5922,6.6195,7.4523,79.2547,8.7562,12.3013,22.0043,4.12,10.5879,38.1331,6.2277,6.63,17.95,12.72,23.6956,16.1018,14.1383,17.0386,12.1322,20.7595,31.5424,10.7435,5.6246
2018/11/16,44.4368,68.4306,8.6,7.1235,4.5192,6.5665,11.7268,24.5234,7.9056,5.31,6.54,13.3733,20.5533,9.113,6.289,5.19,8.7824,9.4679,5.3954,6.45,11.3313,8.9677,13.7567,17.4552,6.01,20.1178,11.4749,35.5088,17.2947,20.0081,3.4396,4.7329,6.26,6.9953,5.1807,15.3898,6.9793,29.9129,10.9189,32.2303,4,2.7734,8.3366,14.4382,37.0379,6.6483,7.6106,79.0856,8.9288,12.2018,21.7981,4.15,10.8364,36.7064,6.2864,6.62,17.9,12.9548,23.5025,16.1117,14.4357,17.1677,12.2013,20.796,31.2047,10.6594,5.6943
2018/11/19,43.8653,68.4306,8.46,7.0445,4.4469,6.6055,12.004,24.6811,7.657,5.24,6.64,13.422,20.5002,9.0544,6.3782,5.08,8.7588,9.3389,5.4151,6.53,11.2817,9.1175,14.0739,17.1905,6.22,19.829,11.445,34.9806,17.9726,19.9681,3.4396,4.7036,6.23,6.9754,5.7037,15.5074,6.9593,30.339,10.7406,31.9431,4.31,2.7636,8.366,14.2905,37.2061,6.5907,7.5908,82.5673,8.9384,12.6891,21.7097,4.12,10.896,36.9763,6.2179,6.59,17.71,12.72,23.2379,16.497,14.2176,17.0882,12.1421,20.7668,30.7675,10.5982,5.6744
2018/11/20,43.2455,68.4306,8.04,6.9755,4.2571,6.4883,11.1821,23.7246,7.3388,5.18,6.44,13.1783,20.1205,8.8395,6.0707,4.97,8.5941,9.0114,5.2277,6.34,10.9645,8.8578,13.8047,16.5952,6.84,19.5501,11.1558,35.6782,17.2848,19.5788,3.3899,4.5471,6.06,6.8361,5.2399,15.2625,6.5799,29.5265,10.4631,31.1609,4.05,2.7342,8.15,13.8473,36.0778,6.4276,7.4028,80.5877,8.6411,12.3311,21.1598,4.06,10.7668,36.5619,6.0514,6.36,17.21,12.4382,22.1654,15.8549,13.8111,16.661,11.8657,20.394,30.7179,10.2311,5.545
2018/11/21,43.3617,68.4306,8.16,7.0248,4.3656,6.5665,11.6408,24.1585,7.3985,5.23,6.5,13.3051,20.1509,8.9372,6.3286,4.93,8.6118,9.0908,5.2671,6.49,10.8852,8.9077,14.0162,16.5574,6.53,20.068,11.5048,37.1632,17.4443,19.1594,3.4197,4.6156,6.06,6.856,5.7629,15.3702,6.7996,29.4472,10.4037,31.5372,4.1,2.7342,8.1402,13.9654,36.444,6.2741,7.4127,81.7218,8.7658,12.2615,21.3857,4.17,10.7569,36.504,6.1983,6.44,17.23,12.5243,21.9581,15.6474,13.9995,16.9194,11.9348,20.4086,30.4298,10.5905,5.774
2018/11/22,43.5554,68.4306,8.05,6.7288,4.3385,6.8303,11.4114,24.3754,7.4681,5.38,6.61,13.3538,20.8115,8.9079,6.4377,4.97,8.7059,9.2,5.3756,6.49,11.1132,8.8678,14.1124,16.9448,6.47,20.068,11.5646,39.2261,17.3845,19.4889,3.4197,4.6645,6.01,6.8759,6.3352,15.6543,6.7297,29.8931,10.4334,32.0521,4.14,2.744,8.1795,14.0442,36.4836,6.2358,7.4127,82.1197,8.7754,12.351,21.6213,4.59,10.7171,36.2052,6.12,6.66,17.32,13.1114,22.0939,16.003,14.0391,17.1181,12.0433,20.5037,31.3934,10.9729,5.6346
2018/11/23,42.6159,73.1076,7.66,6.5118,4.1758,6.5078,10.838,23.8134,6.8814,5.02,6.32,12.9834,19.2398,8.7126,6.4179,4.68,8.5294,8.8328,5.0403,6.2,10.5085,8.728,13.6798,16.4345,6,19.9186,10.6275,37.0236,16.6169,18.181,3.3601,4.42,5.85,6.647,5.7037,14.0967,6.1905,29.1698,9.9875,30.1212,3.89,2.6656,7.8652,13.4336,35.4839,6.1015,7.1257,82.7663,8.4781,11.9532,20.9929,5.05,10.4288,35.9835,6.0612,6.1,16.52,12.8687,22.1511,15.1733,13.3451,16.3431,11.7176,19.9116,30.0522,10.1164,5.2364
2018/11/26,42.829,69.863,7.48,6.5414,4.5915,6.4492,10.8953,24.0205,6.9013,5.09,6.11,12.7787,19.5966,8.7321,6.3981,4.65,8.5412,8.8824,5.129,6.27,10.4391,8.5383,13.6701,16.3211,5.91,19.0223,10.6474,34.9806,16.3976,17.8815,3.3402,4.4396,6.12,6.6271,5.8517,13.891,6.2604,29.0311,9.8488,30.0123,3.86,2.6754,7.826,13.2563,35.7512,5.9767,7.2247,81.4731,8.4877,11.9035,20.2761,5.56,10.9358,35.6076,5.9731,6.13,16.71,13.1192,21.6006,15.272,13.4244,15.9855,11.8064,19.8896,28.5124,9.6576,5.1866
2018/11/27,42.9355,68.9178,7.74,6.5512,4.4288,6.4883,10.3984,23.9021,7.0107,5.03,6.18,12.9347,19.8928,8.8005,6.279,4.68,8.5647,8.7633,5.1389,6.36,10.3598,8.6082,14.1316,16.1415,5.98,19.2215,10.5278,34.6119,16.5073,17.7617,3.3104,4.42,6.13,6.647,6.4339,14.0379,6.4301,29.0707,9.9578,30.0024,3.87,2.6558,7.8063,13.3154,35.5037,6.0535,7.1356,80.6375,8.4205,11.8339,20.9438,5.29,10.8861,34.6051,5.9731,6.11,16.67,13.1427,21.3932,15.44,13.2162,16.0749,11.9249,19.78,28.7111,9.7647,5.1766
2018/11/28,43.4682,68.4696,7.77,6.5611,4.4921,6.7619,10.7902,23.9416,7.0504,5.05,6.23,13.0906,20.037,9.0447,6.16,4.74,8.6059,9.0114,5.2178,6.42,10.4589,8.6181,13.9874,15.9903,6,19.1617,10.6075,34.3029,16.6468,17.7317,3.3104,4.5569,6.09,6.7664,5.7925,14.2045,6.4301,28.8825,10.1262,30.3787,3.92,2.6558,7.8751,13.5223,35.6126,6.0727,7.3236,80.9757,8.4973,10.9091,20.934,4.76,11.2241,35.7618,6.0025,6.12,16.51,13.1818,21.8079,15.6869,13.2658,16.214,11.9644,19.8604,28.413,9.8641,5.2264
2018/11/29,43.2745,71.0614,7.5,6.4624,4.3385,6.5078,10.3888,23.6162,7.3686,4.84,6.09,12.8664,20.1965,8.8786,6.0509,4.62,8.6,8.7931,5.0995,6.23,10.2111,8.4384,13.4779,15.6407,5.79,17.877,10.4879,33.984,16.1285,17.1227,3.2805,4.4004,6.04,6.5674,5.3287,14.4494,6.1606,28.7339,9.9182,29.5964,3.83,2.646,7.7278,13.3253,35.3552,5.9192,7.2049,79.8715,8.3054,10.6704,20.3547,4.4,11.0651,35.3666,5.9633,5.93,16.4,13.0644,20.9785,15.3116,12.9981,15.8464,11.8657,19.6484,27.5984,9.4282,5.1169
2018/11/30,43.9525,72.5912,7.54,6.5118,4.3656,6.459,10.7711,24.1881,7.6371,4.89,6.1,12.9444,19.8624,8.8884,6.0906,4.64,8.5824,8.7831,5.1192,6.27,10.2904,8.4484,13.3817,15.8675,5.8,17.3292,10.5178,33.5854,16.1982,17.8216,3.2905,4.3907,6.09,6.4978,5.5951,14.2045,6.3602,28.823,9.9875,29.6855,3.83,2.6166,7.8161,13.5026,37.4932,5.9767,7.2247,80.8762,8.3246,10.4715,20.6787,4.41,11.0949,35.704,6.0123,5.99,16.43,13.1818,21.2002,15.1831,13.0675,15.9159,11.8854,19.5095,27.7673,9.6882,5.1567
2018/12/3,44.5917,73.9359,7.81,6.7683,4.456,6.6935,11.163,24.6022,7.6471,5.02,6.23,13.1881,20.4926,9.113,6.279,4.86,8.7647,9.061,5.2474,6.44,10.7166,8.6281,13.8816,16.3211,5.99,17.7276,11.5746,34.7613,16.8163,18.2409,3.3402,4.5178,6.2,6.7764,6.1576,14.5865,6.52,29.5364,10.0965,31.6362,3.96,2.695,8.042,14.0245,38.9779,6.0535,7.4919,84.7857,8.6315,10.8693,21.4544,4.46,11.3832,36.4365,6.0808,6.17,16.74,13.2679,21.9438,15.6474,13.474,16.3232,12.1519,20.4159,28.3733,10.0935,5.2762
2018/12/4,44.5433,73.4487,7.96,6.8078,4.5644,6.6935,11.4497,24.7797,7.6869,5.1,6.24,13.3733,20.7507,9.113,6.2493,4.99,8.7353,9.1503,5.3165,6.46,10.8654,8.6581,14.0258,16.3211,6.22,17.8969,12.731,34.6816,16.9558,18.2908,3.3601,4.5667,6.16,6.8262,6.0491,14.5082,6.7397,29.576,10.1064,32.0125,3.99,2.744,8.15,14.2314,39.1362,6.0823,7.3137,85.4721,8.6315,11.2571,21.366,4.6,11.4329,37.4487,6.12,6.29,16.76,13.2758,21.9581,15.7956,13.9003,16.4723,12.1421,20.8545,28.6216,10.2082,5.6445
2018/12/5,44.3593,74.6374,7.82,6.867,4.456,6.7521,11.6504,24.7994,7.4084,5.02,6.17,13.344,20.6292,9.2009,6.1898,4.83,8.7824,9.1007,5.3066,6.45,11.133,8.5882,13.9105,16.7369,6.05,17.867,12.1129,35.2198,16.8163,18.3108,3.37,4.5862,6.09,6.9953,5.457,14.2926,6.5699,29.5364,9.9776,32.2105,3.93,2.744,8.1304,14.448,39.1956,6.2454,7.1257,88.4963,8.5068,11.4759,21.7686,4.37,11.3037,38.1427,6.071,6.26,16.41,13.2288,22.3656,15.6672,13.821,16.4921,12.073,20.9715,28.5024,10.3382,5.535
2018/12/6,43.2939,73.0979,7.89,6.5611,4.3746,6.5371,11.1916,23.5669,7.2294,4.9,6.04,13.0224,20.242,8.8981,6.1203,4.68,8.8294,8.9519,5.1685,6.37,10.8554,8.3984,13.5067,15.858,5.91,17.5383,11.3054,33.8345,16.4375,17.7716,3.3203,4.4689,5.97,6.7167,5.5655,14.1947,6.3802,28.5654,9.7695,30.6757,3.85,2.7146,8.0518,13.9753,37.5625,6.1398,7.0861,86.8449,8.3534,11.1676,20.7474,4.22,11.1446,36.0702,6.0808,6.07,16.38,13.1662,22.2441,15.44,13.6425,16.0252,11.8953,20.6206,27.6779,10.1317,5.2762
2018/12/7,43.6523,74.121,7.82,6.3539,4.2752,6.4785,10.7998,23.2218,7.1002,4.71,6.03,12.9444,20.2496,8.82,5.9814,4.57,8.7941,8.9618,5.0205,6.33,10.6175,8.3385,13.1703,15.4705,5.93,17.3591,10.6374,32.798,16.1783,17.3323,3.3004,4.42,5.94,6.5774,5.309,14.0869,6.2804,28.7537,9.4723,29.5766,3.8,2.646,7.7965,13.7389,37.701,5.8904,6.6605,86.3973,7.9026,10.9488,19.7754,4.19,10.906,33.217,5.9535,5.99,16.29,13.0957,22.3585,15.114,13.8408,15.6973,11.7373,20.0139,27.5884,9.8259,5.2463
2018/12/10,43.1099,74.2964,7.57,6.275,4.2662,6.4883,10.7902,23.2218,6.9709,4.62,5.83,12.8957,19.8928,8.5563,5.9319,4.43,8.5882,8.8228,4.9318,6.09,10.3895,8.1688,13.1318,15.1303,5.77,17.0005,10.448,32.5389,15.5503,16.8831,3.1911,4.244,5.87,6.4182,5.2103,13.6755,6.1106,28.5357,9.076,27.6755,3.74,2.5774,7.6296,13.5715,36.7211,5.6026,6.5814,84.5569,7.7108,10.6107,19.6379,4.1,11.2639,32.4844,5.9144,5.78,16.3,13.0566,22.5658,14.8078,13.4244,15.29,11.6781,19.5022,26.5254,9.4741,5.0472
2018/12/11,43.6619,75.4851,7.6,6.3342,4.23,6.4297,10.7424,23.5176,7.1101,4.65,5.88,12.7495,19.9839,8.8786,5.9021,4.47,8.5647,9.0114,4.991,6.11,10.4886,8.2487,13.3721,15.2437,5.81,17.1798,10.5078,32.7283,15.6101,16.8132,3.2109,4.2538,5.92,6.4878,5.1708,13.8322,6.1206,28.8825,9.175,28.1508,3.77,2.5872,7.8161,13.1579,37.4932,5.6506,6.5121,88.7251,7.7588,10.7997,19.5397,4.15,10.5879,32.7929,5.9241,5.81,16.44,13.1114,22.9591,14.8176,13.6029,15.3297,11.6781,19.5461,26.8831,9.5582,5.107
2018/12/12,43.1777,75.1246,7.81,6.2552,4.2119,6.4297,10.7711,23.912,7.0405,4.62,5.87,12.8567,19.832,8.947,5.912,4.45,8.5588,9.061,4.9515,6.09,10.7464,8.2487,13.2856,15.2437,5.88,17.2097,10.7371,32.8877,15.5802,16.9729,3.1712,4.2146,5.88,6.4779,5.2004,13.8126,6.1206,28.9716,9.0462,27.8933,3.75,2.5872,7.8456,13.2268,37.3942,5.6506,6.4527,88.4167,7.7396,10.7201,19.5201,4.28,11.0651,33.217,5.885,5.82,16.3,13.1662,22.6302,14.788,13.583,15.3496,11.688,19.3341,27.1315,9.5735,5.1169
2018/12/13,43.7879,77.2487,8.04,6.3342,4.2119,6.459,10.6851,23.912,7.1101,4.7,5.88,12.9249,20.3179,8.9567,5.9616,4.49,8.5529,9.0313,5.0107,6.14,10.786,8.2487,13.1799,15.4138,5.94,17.4985,10.6873,32.808,15.8494,17.0428,3.1911,4.244,5.87,6.5276,5.082,13.94,6.1705,29.7643,9.1255,28.0715,3.8,2.597,7.8947,13.3154,37.7802,5.6698,6.6012,91.8587,7.7396,10.8196,19.6575,4.27,11.0054,33.7183,5.9241,5.87,16.23,13.1662,23.1307,14.867,13.7912,15.4788,11.7669,19.4657,27.35,9.7035,5.1567
