ÈÕÆÚ,000403.SZ,000504.SZ,000518.SZ,000661.SZ,002007.SZ,002038.SZ,002166.SZ,002252.SZ,002581.SZ,002680.SZ,002693.SZ,002880.SZ,300009.SZ,300122.SZ,300142.SZ,300204.SZ,300239.SZ,300255.SZ,300289.SZ,300294.SZ,300357.SZ,300381.SZ,300485.SZ,300601.SZ,300683.SZ,600080.SH,600161.SH,600196.SH,600530.SH,600645.SH,600739.SH,600796.SH,600867.SH,603590.SH,000403.SZ,000504.SZ,000518.SZ,000661.SZ,002007.SZ,002038.SZ,002166.SZ,002252.SZ,002581.SZ,002680.SZ,002693.SZ,002880.SZ,300009.SZ,300122.SZ,300142.SZ,300204.SZ,300239.SZ,300255.SZ,300289.SZ,300294.SZ,300357.SZ,300381.SZ,300485.SZ,300601.SZ,300683.SZ,600080.SH,600161.SH,600196.SH,600530.SH,600645.SH,600739.SH,600796.SH,600867.SH,603590.SH,000403.SZ,000504.SZ,000518.SZ,000661.SZ,002007.SZ,002038.SZ,002166.SZ,002252.SZ,002581.SZ,002680.SZ,002693.SZ,002880.SZ,300009.SZ,300122.SZ,300142.SZ,300204.SZ,300239.SZ,300255.SZ,300289.SZ,300294.SZ,300357.SZ,300381.SZ,300485.SZ,300601.SZ,300683.SZ,600080.SH,600161.SH,600196.SH,600530.SH,600645.SH,600739.SH,600796.SH,600867.SH,603590.SH,000403.SZ,000504.SZ,000518.SZ,000661.SZ,002007.SZ,002038.SZ,002166.SZ,002252.SZ,002581.SZ,002680.SZ,002693.SZ,002880.SZ,300009.SZ,300122.SZ,300142.SZ,300204.SZ,300239.SZ,300255.SZ,300289.SZ,300294.SZ,300357.SZ,300381.SZ,300485.SZ,300601.SZ,300683.SZ,600080.SH,600161.SH,600196.SH,600530.SH,600645.SH,600739.SH,600796.SH,600867.SH,603590.SH,000403.SZ,000504.SZ,000518.SZ,000661.SZ,002007.SZ,002038.SZ,002166.SZ,002252.SZ,002581.SZ,002680.SZ,002693.SZ,002880.SZ,300009.SZ,300122.SZ,300142.SZ,300204.SZ,300239.SZ,300255.SZ,300289.SZ,300294.SZ,300357.SZ,300381.SZ,300485.SZ,300601.SZ,300683.SZ,600080.SH,600161.SH,600196.SH,600530.SH,600645.SH,600739.SH,600796.SH,600867.SH,603590.SH,000403.SZ,000504.SZ,000518.SZ,000661.SZ,002007.SZ,002038.SZ,002166.SZ,002252.SZ,002581.SZ,002680.SZ,002693.SZ,002880.SZ,300009.SZ,300122.SZ,300142.SZ,300204.SZ,300239.SZ,300255.SZ,300289.SZ,300294.SZ,300357.SZ,300381.SZ,300485.SZ,300601.SZ,300683.SZ,600080.SH,600161.SH,600196.SH,600530.SH,600645.SH,600739.SH,600796.SH,600867.SH,603590.SH
2017/1/20,0.8239,1.7459,0.2475,0.6036,1.1111,1.2311,0.5059,0.135,4.1223,4.0373,1.1387,,1.569,4.8676,1.4896,1.6354,3.0065,0.9563,3.9033,2.5951,1.2146,1.4833,1.4717,,,0.8787,0,2.0107,2.2124,0,1.1429,1.4783,0.678,,0.4202,0.7669,0.608,0.4451,0.3233,0.2242,2.7435,0.0419,0.8083,0.8074,0.4918,,0.8206,0.2483,0.5052,0.3535,0.8521,0.7329,1.3789,0.9142,0.7285,2.2825,1.0675,,,0.8984,,0.6115,0.5879,,0.5088,1.8173,0.2151,,5527202682,5250377097,8339239113,18703923700,27047553121,14452734540,4159964924,81936498475,6387407561,3224967833,3941382341,,6665119634,12621253716,11751642958,7793205910,3506018960,4419599794,3550588785,7026262809,2507497335,2391325798,3378355200,,,3504796611,20309394599,47457077208,5405400000,9461260870,24155363743,3517363020,28343059079,,148.5381,242.0286,1864.4184,38.5939,40.1327,38.6149,74.8226,68.5846,35.5064,38.2173,-10.1873,,53.899,720.7803,223.0045,31.2135,188.8852,39.3727,68.0293,50.1269,43.7768,75.9671,37.1416,,,128.385,77.5827,21.3928,39.3977,273.3035,28.5669,107.1319,46.1241,,14.4414,998.6946,13.6467,4.7982,7.4245,4.4804,6.1632,9.4491,6.0057,4.5545,7.1536,,7.8253,9.297,4.8991,4.2217,5.052,3.1,3.8159,6.5141,8.6275,4.5416,4.5778,,,3.268,9.255,2.705,3.2445,6.5166,1.4586,5.8087,7.5045,,14.1084,78.2972,25.4784,6.4582,16.1868,17.2879,9.1214,47.5605,11.7251,15.9516,27.2631,,12.5226,52.5623,26.5863,5.7225,11.4711,6.1779,8.883,14.406,18.1232,5.7042,15.5745,,,5.2574,9.6908,4.1032,20.1098,12.349,3.0945,7.9205,14.4884,
2017/1/23,2.0429,3.787,-0.1235,-1.1,0.2376,0.0392,0.0839,-0.5391,-1.9128,1.6716,1.1259,,1.1843,3.0717,0.6849,0,3.0457,0.6766,0.2683,0.0392,2.1429,1.8388,0.2251,,,1.8293,0,-0.2414,1.0101,0,0,1.114,0,,0.4821,0.8885,0.6601,0.7678,0.4517,0.3814,1.8809,0.0511,0.6677,0.558,0.4608,,0.6084,0.3108,0.4058,0.2881,1.1432,0.4849,0.9119,0.5418,0.7022,1.8511,1.0011,,,0.7667,,0.3616,0.5729,,0.3321,1.5185,0.2365,,5640117956,5449207946,8328943756,18498180539,27111818171,14458404503,4163454828,81494792284,6265228501,3278877743,3985758191,,6744057715,13008937278,11832133663,7796846112,3612801264,4449502364,3560116304,7029018206,3339906963,2435296428,3385958400,,,3568908744,20309394599,47342538807,5460000000,9499564341,24155363743,3556545299,28343059079,,151.5726,251.1942,1862.1167,38.1694,40.2281,38.6301,74.8853,68.2149,34.8272,38.8562,-10.302,,54.5373,742.9203,224.5319,31.2135,194.6381,39.6391,68.2118,50.1466,44.7148,77.3639,37.2252,,,130.7335,77.5827,21.3412,39.7956,273.3035,28.5669,108.3253,46.1241,,14.7364,1036.515,13.6298,4.7455,7.4422,4.4822,6.1683,9.3982,5.8908,4.6307,7.2341,,7.9179,9.5825,4.9326,4.2217,5.2059,3.121,3.8262,6.5167,8.8124,4.6251,4.5881,,,3.3278,9.255,2.6985,3.2773,6.5166,1.4586,5.8734,7.5045,,14.3966,81.2623,25.4469,6.3872,16.2252,17.2946,9.129,47.3041,11.5008,16.2183,27.57,,12.6709,54.1768,26.7684,5.7225,11.8205,6.2197,8.9069,14.4116,18.5116,5.8091,15.6095,,,5.3535,9.6908,4.0933,20.3129,12.349,3.0945,8.0088,14.4884,
2017/1/24,-0.7007,-3.0787,-0.7417,-0.91,-0.5333,1.0588,-0.6706,-0.5872,-0.4535,-2.525,-0.9109,,-1.7812,-2.053,1.5549,-1.0131,2.0936,-0.1344,-0.8029,-1.6072,-2.1818,-0.463,-0.7485,,,0.0855,0,-0.0403,-0.7143,0,-2.0904,-2.2034,-0.3848,,0.3629,0.8201,0.526,0.6509,0.3161,0.3692,2.7178,0.0339,0.3515,0.6981,0.2605,,0.6025,0.1903,0.4146,0.2894,1.1648,0.4181,0.5703,0.5721,1.0759,1.6746,0.6996,,,0.7379,,0.2576,0.5533,,0.6163,1.3738,0.1379,,5600597610,5281444417,8267171615,18329845226,26967221808,14611493491,4135535600,81016277243,6236814767,3196087524,3949450678,,6623934549,12741866380,12016112418,7717855419,3688438729,4443521850,3531533746,6916046922,3267036266,2424021908,3360614400,,,3571961702,20309394599,47323449074,5421000000,9499564341,23650421111,3478180742,28233994879,,150.5106,243.4608,1848.3061,37.822,40.0135,39.0391,74.3832,67.8143,34.6693,37.8751,-10.2081,,53.5659,727.6683,228.0232,30.8973,198.713,39.5858,67.6642,49.3406,43.7392,77.0058,36.9465,,,130.8454,77.5827,21.3326,39.5114,273.3035,27.9698,105.9385,45.9466,,14.6331,1004.604,13.5287,4.7023,7.4025,4.5297,6.127,9.343,5.8641,4.5137,7.1682,,7.7769,9.3858,5.0093,4.179,5.3149,3.1168,3.7955,6.4119,8.6201,4.6037,4.5537,,,3.3306,9.255,2.6974,3.2539,6.5166,1.4281,5.744,7.4757,,14.2957,78.7605,25.2582,6.3291,16.1387,17.4778,9.0678,47.0263,11.4487,15.8088,27.3189,,12.4452,53.0646,27.1846,5.6645,12.068,6.2113,8.8354,14.18,18.1077,5.7822,15.4927,,,5.3581,9.6908,4.0916,20.1678,12.349,3.0298,7.8323,14.4326,
2017/1/25,0.336,0.6471,0.8717,1.475,0.8937,1.0089,-0.4219,1.0904,0.9112,-0.0602,-0.4086,,1.8653,2.1636,1.1483,1.4449,-0.3619,1.0767,2.6978,4.0837,-0.286,0.2326,0.9804,,,0.5983,0,0.7261,0.1439,0,0.577,0.4333,0.4829,,0.4379,0.2841,0.4903,0.8448,0.4303,0.2539,2.8754,0.0471,0.5759,0.4675,0.5724,,0.6471,0.2606,0.3057,0.2695,0.7941,0.4353,0.8449,1.3543,0.9792,1.4116,0.8533,,,0.513,,0.3316,0.3766,,0.2806,1.2526,0.1447,,5619416823,5315618469,8339239113,18600201941,27208215747,14758912518,4118086083,81899689626,6293642236,3194162170,3933314005,,6747489805,13017552468,12154096484,7829371692,3675090941,4491365961,3626808937,7198475133,3257693869,2429659168,3393561600,,,3593332413,20309394599,47667064275,5428800000,9499564341,23786892093,3493250849,28370325129,,151.0163,245.0361,1864.4184,38.3799,40.3711,39.433,74.0693,68.5538,34.9852,37.8522,-10.1664,,54.5651,743.4123,230.6416,31.3437,197.9939,40.012,69.4897,51.3555,43.6142,77.1848,37.3087,,,131.6282,77.5827,21.4875,39.5682,273.3035,28.1312,106.3975,46.1684,,14.6823,1011.1044,13.6467,4.7716,7.4686,4.5754,6.1011,9.4449,5.9175,4.511,7.1389,,7.922,9.5889,5.0669,4.2393,5.2956,3.1503,3.8979,6.6738,8.5955,4.6144,4.5984,,,3.3506,9.255,2.717,3.2586,6.5166,1.4363,5.7689,7.5118,,14.3438,79.2701,25.4784,6.4224,16.2829,17.6541,9.0295,47.5391,11.553,15.7992,27.2073,,12.6774,54.2127,27.4968,5.7464,12.0243,6.2782,9.0737,14.759,18.0559,5.7956,15.6446,,,5.3902,9.6908,4.1213,20.1968,12.349,3.0473,7.8662,14.5023,
2017/1/26,1.0047,1.2858,0.4938,0.8319,1.5058,0.461,0.1695,0.3146,0.4063,-0.4822,1.1282,,0.1017,1.5884,2.9328,1.543,0.1211,0.3995,0.2627,0.6699,-0.2007,-0.5104,0.9211,,,0.1699,0,-0.2002,1.4368,0,2.0654,1.1217,0.3364,,0.309,0.2692,0.2615,0.7232,0.5741,0.2738,1.8611,0.0424,0.2596,0.2616,0.483,,0.3503,0.1804,0.5858,0.2589,0.5756,0.2443,0.4752,0.5324,0.5114,1.3689,0.7383,,,0.6727,,0.3048,0.5023,,0.6197,1.2149,0.2665,,5675874460,5383966573,8380420541,18754934401,27617905444,14826952068,4125065890,82157351571,6319214597,4753640875,3977689855,,6754353986,13224317034,12510555321,7950180988,3679540203,4509307503,3636336457,7246694583,3251154191,2417258803,3424819200,,,3599438331,20309394599,47571615608,5506800000,9499564341,24278187627,3532433128,28465756304,,152.5336,248.1868,1873.6254,38.6992,40.979,39.6148,74.1949,68.7695,35.1273,37.6697,-10.2811,,54.6206,755.2203,237.4059,31.8274,198.2336,40.1719,69.6722,51.6996,43.5266,76.7909,37.6524,,,131.8519,77.5827,21.4445,40.1367,273.3035,28.7122,107.5909,46.3237,,14.8298,1024.1052,13.714,4.8113,7.5811,4.5965,6.1115,9.4746,5.9415,4.4893,7.2195,,7.93,9.7412,5.2155,4.3048,5.302,3.1629,3.9081,6.7185,8.5782,4.5909,4.6407,,,3.3563,9.255,2.7115,3.3054,6.5166,1.466,5.8336,7.537,,14.4879,80.2894,25.6042,6.4758,16.5281,17.7355,9.0449,47.6886,11.5999,15.723,27.5142,,12.6903,55.0738,28.3032,5.835,12.0389,6.3033,9.0976,14.8579,18.0197,5.7661,15.7887,,,5.3993,9.6908,4.1131,20.487,12.349,3.1102,7.9545,14.5511,
2017/2/3,-0.0995,-2.2504,1.3514,-0.7162,0.0291,-0.4589,-1.0152,-0.4928,-1.8885,-1.5748,4.9696,,-1.2195,-1.4332,1.6544,-1.2858,0.1209,-0.2653,-0.6114,-0.7034,-1.3218,-0.9328,-0.9373,,,-0.3393,0,0.923,-0.5666,0,-1.2366,-0.3413,-0.7663,,0.2313,0.3404,0.5353,0.282,0.3046,0.2114,1.2214,0.0302,0.5716,0.2649,0.8249,,0.3782,0.1433,0.7455,0.2703,0.6641,0.2993,0.3005,0.4321,0.5118,1.2111,0.6213,,,0.4726,,0.3146,0.2957,,0.3365,1.2945,0.1821,,5670228696,5262804025,8493669467,18620606222,27625938575,14758912518,4083187048,81752454229,6199876912,4678780389,4175364097,,6671983815,13034782848,12717531420,7847957738,3683989466,4497346475,3614105579,7195719736,3208179164,2394709747,3392716800,,,3587226496,20309394599,48010679476,5475600000,9499564341,23977951467,3520377042,28247627904,,152.3818,242.6015,1898.9447,38.422,40.9909,39.433,73.4416,68.4306,34.464,37.0765,-10.7921,,53.9545,744.3963,241.3336,31.4182,198.4733,40.0653,69.2463,51.3359,42.9513,76.0745,37.2995,,,131.4046,77.5827,21.6424,39.9093,273.3035,28.3571,107.2237,45.9688,,14.8151,1001.0584,13.8994,4.7769,7.5833,4.5754,6.0494,9.4279,5.8293,4.4186,7.5783,,7.8333,9.6016,5.3018,4.2494,5.3085,3.1545,3.8842,6.6712,8.4648,4.5481,4.5972,,,3.3449,9.255,2.7366,3.2867,6.5166,1.4479,5.8137,7.4793,,14.4735,78.4825,25.9502,6.4295,16.5329,17.6541,8.953,47.4536,11.3809,15.4754,28.8816,,12.5355,54.2845,28.7714,5.76,12.0534,6.2865,9.042,14.7534,17.7815,5.7123,15.6407,,,5.381,9.6908,4.1511,20.3709,12.349,3.0718,7.9273,14.4396,
2017/2/6,1.0621,5.0177,1.3333,1.5067,1.7738,1.7288,0.9402,-0.6303,0.2291,-1.2308,0,,1.3889,9.9802,0,1.5986,0.1208,1.8617,0.3515,4.1547,1.1648,2.0716,1.0956,,,1.4468,0,0.6362,1.4245,0,0.2277,1.6267,0.1448,,0.371,1.2817,0.7774,0.7954,0.7148,0.3486,1.8846,0.0801,0.7002,0.9373,1.0312,,0.552,0.6206,0.7029,0.4673,0.9416,0.6581,0.7569,1.2189,0.6218,2.1362,0.9142,,,0.8448,,0.6685,0.5993,,0.5701,1.4324,0.2561,,5730450176,5526876246,8606918393,18901165077,28115959585,15014060832,4121575986,81237130339,6214083779,4621195399,4175364097,,6764650257,14335676576,12717531420,7973413545,3688438729,4581073670,3626808937,7494680330,3245548753,2444317670,3429888000,,,3639126794,20309394599,48316115210,5553600000,9499564341,24032539860,3577643449,28288526979,,154.0002,254.7745,1924.2639,39.0009,41.718,40.1147,74.1321,67.9992,34.5429,36.6202,-10.7921,,54.7038,818.6883,241.3336,31.9204,198.713,40.8112,69.4897,53.4687,43.4516,77.6505,37.7081,,,133.3057,77.5827,21.7801,40.4778,273.3035,28.4217,108.968,46.0353,,14.9724,1051.2886,14.0847,4.8488,7.7178,4.6545,6.1063,9.3685,5.8427,4.3642,7.5783,,7.9421,10.5598,5.3018,4.3173,5.3149,3.2133,3.8979,6.9484,8.5634,4.6423,4.6476,,,3.3933,9.255,2.754,3.3335,6.5166,1.4512,5.9083,7.4901,,14.6272,82.4205,26.2962,6.5263,16.8262,17.9593,9.0372,47.1545,11.407,15.285,28.8816,,12.7096,59.7021,28.7714,5.8521,12.068,6.4036,9.0737,15.3664,17.9886,5.8306,15.8121,,,5.4589,9.6908,4.1775,20.6611,12.349,3.0788,8.0563,14.4605,
2017/2/7,-0.9852,1.2366,0,0.6927,-0.7143,0.2644,3.2176,-0.3172,0.3658,-1.6822,2.2222,,0.8118,-1.9832,-0.9946,-1.2821,0.6031,-0.7833,-1.0508,-0.7904,-0.3454,10.0092,-0.3448,,,-0.0839,0,1.4224,-0.2809,0,-0.3975,3.2856,-0.6747,,0.4944,0.8149,0.582,0.8206,0.4372,0.3637,4.5214,0.0898,0.6671,1.4981,0.668,,0.95,0.6363,0.611,0.277,1.2754,0.4456,0.3742,0.8575,0.6865,1.1318,0.9155,0.0276,,0.7017,,0.5372,0.7964,,0.3914,3.3946,0.3072,,5673992539,5595224350,8606918393,19032092543,27915131302,15053750570,4254192318,80979468394,6236814767,4543455664,4268149966,,6819563704,14051375298,12591046026,7871190295,3710685042,4545190587,3588698861,7435439290,3234337876,7112911428,3418060800,199080000,,3636073836,20309394599,49003345612,5538000000,9499564341,23937010173,3695190285,28097664628,,152.483,257.9252,1924.2639,39.2711,41.42,40.2207,76.5174,67.7835,34.6693,36.0041,-11.0319,,55.1479,802.4523,238.9334,31.5112,199.9115,40.4915,68.7595,53.0461,43.3015,85.4227,37.5781,22.5967,,133.1939,77.5827,22.0899,40.3641,273.3035,28.3087,112.5482,45.7247,,14.8249,1064.2893,14.0847,4.8824,7.6627,4.6668,6.3028,9.3388,5.8641,4.2908,7.7467,,8.0066,10.3504,5.249,4.262,5.3469,3.1881,3.8569,6.8935,8.5338,5.1069,4.6316,2.6505,,3.3904,9.255,2.7931,3.3241,6.5166,1.4454,6.1024,7.4396,,14.4831,83.4398,26.2962,6.5715,16.706,18.0068,9.328,47.0049,11.4487,15.0278,29.5234,,12.8128,58.5181,28.4853,5.777,12.1408,6.3534,8.9784,15.2449,17.9265,6.4142,15.7575,3.5296,,5.4543,9.6908,4.2369,20.6031,12.349,3.0665,8.321,14.3629,
2017/2/8,0.4975,0.3887,1.9139,0.1161,0.4892,0.113,0.8203,-0.7727,0.5923,-0.8238,0.0945,,2.919,0.7971,1.3699,0.9445,0.5995,3.0263,0.4425,0.7041,1.5598,-1.3836,0.5932,9.9156,,0.084,0,-0.6233,0.4225,0,0.9122,-0.4078,-0.1941,,0.5468,0.5956,0.9565,0.5158,0.3569,0.2961,4.1315,0.0667,0.6084,2.8512,0.7462,,2.9064,0.7117,0.662,0.3217,0.898,0.8508,0.4571,0.6188,0.7025,2.5754,1.0346,0.011,,0.6141,,0.3623,0.5201,,0.84,2.7562,0.1817,,5702221357,5616971474,8771644104,19054197180,28051694535,15070760458,4289091352,80353717956,6273752622,4506025421,4272184134,,7018624950,14163372771,12763526109,7945534477,3732931355,4682742407,3604578060,7487791837,3284786820,7014493786,3438336000,218820000,,3639126794,20309394599,48697909878,5561400000,9499564341,24155363743,3680120178,28043132528,,153.2416,258.9277,1961.092,39.3167,41.6226,40.2662,77.1451,67.2598,34.8746,35.7075,-11.0423,,56.7577,808.8483,242.2064,31.8088,201.11,41.7169,69.0637,53.4196,43.9769,84.2407,37.801,24.8373,,133.3057,77.5827,21.9522,40.5347,273.3035,28.5669,112.0892,45.636,,14.8986,1068.4259,14.3543,4.8881,7.7002,4.672,6.3545,9.2666,5.8988,4.2554,7.754,,8.2403,10.4329,5.3209,4.3022,5.379,3.2846,3.874,6.942,8.667,5.0363,4.659,2.9134,,3.3933,9.255,2.7757,3.3382,6.5166,1.4586,6.0775,7.4251,,14.5551,83.7641,26.7995,6.5792,16.7877,18.0271,9.4045,46.6417,11.5165,14.904,29.5513,,13.1868,58.9846,28.8755,5.8316,12.2135,6.5457,9.0181,15.3522,18.2061,6.3255,15.851,3.8796,,5.4589,9.6908,4.2105,20.6901,12.349,3.0945,8.287,14.3351,
2017/2/9,1.9142,-1.1615,-0.2347,-0.7764,0.4009,0,-0.5696,-1.2826,1.0417,1.6613,1.0387,,0.6357,9.9757,-0.1802,0.3509,-0.1192,0.1277,1.2335,4.3238,3.1001,2.8061,0.5651,9.9808,,0.5872,0,-2.0384,1.122,0,0.2825,0.0819,0.7778,,0.8261,0.6793,0.6396,0.866,0.7213,0.316,3.5324,0.1365,0.7742,1.7766,0.6773,,2.0953,1.1079,0.709,0.3221,0.7571,0.5699,0.6333,2.3431,1.4322,2.4328,1.0529,0.0121,,0.5783,,0.677,0.7284,,0.7022,2.044,0.2153,,5811372789,5551730102,8751053391,18906266147,28164158373,15070760458,4264662028,79323070177,6339104212,4580885907,4316559985,,7063242126,15576263972,12740528764,7973413545,3728482092,4688722921,3649039815,7811551005,3386618949,7211329070,3457766400,240660000,,3660497505,20309394599,47705243742,5623800000,9499564341,24223599234,3683134200,28261260929,,156.1749,255.9202,1956.4885,39.0114,41.7895,40.2662,76.7057,66.3971,35.2379,36.3007,-11.157,,57.1185,889.5364,241.77,31.9204,200.8703,41.7702,69.9156,55.7294,45.3402,86.6046,38.0146,27.3162,,134.0886,77.5827,21.5047,40.9895,273.3035,28.6476,112.181,45.991,,15.1838,1056.0161,14.3206,4.8501,7.731,4.672,6.3183,9.1477,5.9602,4.3261,7.8345,,8.2927,11.4736,5.3113,4.3173,5.3726,3.2888,3.9218,7.2422,8.9356,5.1776,4.6854,3.2041,,3.4132,9.255,2.7192,3.3756,6.5166,1.4627,6.0825,7.4829,,14.8337,82.7912,26.7365,6.5281,16.855,18.0271,9.3509,46.0435,11.6364,15.1516,29.8582,,13.2706,64.8687,28.8235,5.8521,12.199,6.554,9.1294,16.016,18.7705,6.503,15.9406,4.2668,,5.4909,9.6908,4.1246,20.9223,12.349,3.1032,8.2938,14.4466,
2017/2/10,-0.0324,-0.5596,-1.4118,-0.6206,-1.0553,-0.3386,-0.7365,-0.0464,-1.0309,-0.8171,-0.1869,,0.5831,-0.1659,-0.0903,0.1748,-0.716,-0.1276,-0.2611,-0.1587,-0.5517,-3.4326,-0.7574,9.9476,,-0.6672,0,1.0004,-0.1387,0,0.7887,-0.7365,0,,0.5022,0.4485,0.8854,0.6798,0.6173,0.251,5.265,0.0702,0.81,1.163,0.6335,,1.7441,1.5558,0.5349,0.2841,0.8211,0.7705,0.6037,0.9188,0.8771,1.3667,0.9219,0.0105,,0.7462,,0.5631,0.9064,,0.7898,2.3223,0.2414,,5809490868,5520662782,8627509107,18788941535,27866932514,15019730795,4233252897,79286261328,6273752622,4543455664,4308491648,,7104427211,15550418401,12729030092,7987353079,3701786516,4682742407,3639512296,7799151718,3367934155,6963793788,3431577600,264600000,,3636073836,20309394599,48182487076,5616000000,9499564341,24414658608,3656008007,28261260929,,156.1244,254.4881,1928.8674,38.7693,41.3485,40.1298,76.1407,66.3662,34.8746,36.0041,-11.1362,,57.4515,888.0604,241.5518,31.9762,199.4321,41.7169,69.7331,55.6409,45.0901,83.6318,37.7267,30.0336,,133.1939,77.5827,21.7198,40.9326,273.3035,28.8736,111.3548,45.991,,15.1789,1050.1067,14.1184,4.82,7.6494,4.6562,6.2717,9.1435,5.8988,4.2908,7.8199,,8.341,11.4546,5.3065,4.3249,5.3341,3.2846,3.9115,7.2307,8.8863,4.9999,4.6499,3.5229,,3.3904,9.255,2.7464,3.371,6.5166,1.4743,6.0377,7.4829,,14.8289,82.3279,26.3591,6.4876,16.6771,17.9661,9.2821,46.0221,11.5165,15.0278,29.8024,,13.348,64.761,28.7975,5.8623,12.1116,6.5457,9.1055,15.9906,18.6669,6.2797,15.8198,4.6913,,5.4543,9.6908,4.1659,20.8933,12.349,3.1277,8.2327,14.4466,
2017/2/13,0.7775,0.0563,1.6706,0.0362,2.2773,0.2265,9.9753,0.4643,0.0453,1.3942,-2.0599,,1.3527,-1.1634,0.0903,0.2327,1.0817,0.894,0,0.159,0.1387,0.5567,0.837,10,,0,0,0.2377,1.3889,0,0.1118,0.4122,-0.9165,,0.5762,0.3389,1.4505,0.8804,0.9196,0.4186,11.7311,0.0928,0.9207,1.7463,0.4559,,1.8996,0.9045,0.4902,0.2386,1.0512,0.7541,1.0181,1.0863,0.7181,1.0024,1.1613,0.0062,,0.9435,,0.4564,0.8862,,0.9536,2.3205,0.3888,,5854656978,5523769514,8771644104,18795742962,28501549888,15053750570,4655531216,79654349820,6276593995,4606799152,4219739948,,7200525743,15369499406,12740528764,8005939125,3741829880,4724606005,3639512296,7811551005,3372605353,7002564374,3460300800,291060000,,3636073836,20309394599,48297025477,5694000000,9499564341,24441952805,3671078114,28002233453,,157.3382,254.6313,1961.092,38.7834,42.2901,40.2207,83.736,66.6744,34.8904,36.5061,-10.9068,,58.2286,877.7284,241.77,32.0506,201.5894,42.0899,69.7331,55.7294,45.1526,84.0974,38.0425,33.0369,,133.1939,77.5827,21.7715,41.5011,273.3035,28.9059,111.8138,45.5694,,15.2969,1050.6976,14.3543,4.8218,7.8236,4.6668,6.8974,9.1859,5.9015,4.3506,7.6588,,8.4539,11.3213,5.3113,4.3349,5.3918,3.3139,3.9115,7.2422,8.8987,5.0277,4.6888,3.8752,,3.3904,9.255,2.7529,3.4178,6.5166,1.4759,6.0626,7.4143,,14.9442,82.3742,26.7995,6.4899,17.0569,18.0068,10.208,46.2358,11.5217,15.2373,29.1885,,13.5286,64.0076,28.8235,5.8759,12.2427,6.6042,9.1055,16.016,18.6928,6.3147,15.9523,5.1604,,5.4543,9.6908,4.1758,21.1834,12.349,3.1312,8.2667,14.3141,
2017/2/14,-0.4179,0.6187,-1.4085,-0.9589,-0.9301,-1.6573,3.7481,-0.9704,0.3622,-0.5,-1.7208,,-0.9533,-2.074,0,-0.4063,-1.308,-0.6329,-1.0471,0.6173,-0.0277,-0.7666,0.0977,9.9567,,-1.1755,0,-0.4348,-0.6849,0,-0.335,1.1494,1.8987,,0.452,0.3446,0.7621,0.6963,0.5801,0.4653,24.9031,0.0966,0.8344,1.2784,0.8574,,0.8553,0.8984,0.4058,0.3498,0.6646,0.567,0.4896,0.8659,0.4072,0.6932,0.9393,0.0069,,2.1496,,0.3232,0.7122,,0.6126,2.7787,0.3731,,5830192002,5557943566,8648099821,18615505152,28236456555,14804272218,4830026389,78881363986,6299324983,4583765156,4147124920,,7131883934,15050737367,12740528764,7973413545,3692887991,4694703435,3601402220,7859770456,3371671113,6948882024,3463680000,320040000,,3593332413,20309394599,48087038409,5655000000,9499564341,24360070216,3713274414,28533921430,,156.6807,256.2067,1933.4709,38.4115,41.8968,39.5542,86.8745,66.0273,35.0168,36.3235,-10.7191,,57.6736,859.5244,241.77,31.9204,198.9527,41.8235,69.0029,56.0734,45.1401,83.4528,38.0796,36.3263,,131.6282,77.5827,21.6768,41.2169,273.3035,28.809,113.099,46.4347,,15.233,1057.198,14.1521,4.7755,7.7509,4.5894,7.1559,9.0968,5.9228,4.3288,7.527,,8.3733,11.0865,5.3113,4.3173,5.3213,3.293,3.8706,7.2869,8.8962,4.9892,4.6934,4.261,,3.3506,9.255,2.7409,3.3944,6.5166,1.471,6.1323,7.5551,,14.8818,82.8838,26.422,6.4277,16.8983,17.7084,10.5906,45.7871,11.5634,15.1612,28.6862,,13.3996,62.6801,28.8235,5.8521,12.0825,6.5624,9.0102,16.1149,18.6876,6.2663,15.9678,5.6742,,5.3902,9.6908,4.1577,21.0384,12.349,3.1207,8.3617,14.5859,
