ÈÕÆÚ,000629.SZ,000655.SZ,000762.SZ,000833.SZ,000923.SZ,600295.SH,600532.SH,601969.SH,603505.SH,900936.SH,000629.SZ,000655.SZ,000762.SZ,000833.SZ,000923.SZ,600295.SH,600532.SH,601969.SH,603505.SH,900936.SH,000629.SZ,000655.SZ,000762.SZ,000833.SZ,000923.SZ,600295.SH,600532.SH,601969.SH,603505.SH,900936.SH,000629.SZ,000655.SZ,000762.SZ,000833.SZ,000923.SZ,600295.SH,600532.SH,601969.SH,603505.SH,900936.SH,000629.SZ,000655.SZ,000762.SZ,000833.SZ,000923.SZ,600295.SH,600532.SH,601969.SH,603505.SH,900936.SH,000629.SZ,000655.SZ,000762.SZ,000833.SZ,000923.SZ,600295.SH,600532.SH,601969.SH,603505.SH,900936.SH
2017/8/4,,-4.0541,-5.6267,-1.1029,-1.4179,-3.7921,-0.4724,-1.7032,-4.7145,-0.2,,7.8975,9.4402,2.7066,3.2778,7.4912,3.8794,1.7691,31.0205,0.1202,,5494990323,8062593830,3051157627,5231160000,8384400000,5008402816,10407080400,1321800000,8384400000,,-9.7678,414.786,139.2427,5658.8752,53.2256,56.9049,-82.9013,105.3275,26.0291,,2.1058,4.1568,2.0492,29.0145,1.9444,3.4206,5.925,11.2887,0.9509,,8.779,12.6834,3.0098,45.3664,0.8522,25.6576,26.1013,18.6589,0.4167
2017/8/7,,5.6338,2.1251,2.2305,0.5299,5.6204,2.5316,3.4653,0.4539,1.7034,,6.8887,6.2933,2.2649,2.189,6.5394,2.9705,1.6806,19.8443,0.1378,,5804567243,8233935848,3119213188,5258880000,8855640000,5135197824,10767721800,1327800000,8855640000,,-10.3181,423.6008,142.3485,5688.8616,56.2171,58.3455,-85.7742,105.8056,26.5104,,2.2245,4.2451,2.0949,29.1682,2.0537,3.5072,6.1303,11.3399,0.9685,,9.2736,12.9529,3.077,45.6068,0.9001,26.3072,27.0058,18.7436,0.4244
2017/8/8,,-3.4872,-1.9653,2.303,10.0151,-2.1424,-1.3117,-3.1898,-3.5698,-0.5911,,6.8911,7.767,5.086,10.6721,6.388,2.7435,1.5039,21.7265,0.0934,,5602151564,8072112831,3191049613,5785560000,8665920000,5067837976,10424253800,1280400000,8665920000,,-9.9583,415.2757,145.6268,6258.6045,55.0127,57.5801,-83.0381,102.0286,26.3364,,2.1469,4.1617,2.1432,32.0894,2.0097,3.4612,5.9347,10.9351,0.9621,,8.9502,12.6983,3.1478,50.1744,0.8808,25.9621,26.1443,18.0745,0.4217
2017/8/9,,2.8693,2.7123,0.4739,2.5325,5.5791,1.3292,2.1417,0.8903,2.8741,,5.7541,6.1371,3.1677,15.6896,7.9146,2.5151,1.4457,15.5634,0.3108,,5762893426,8291049854,3206173071,5932080000,9149400000,5135197824,10647508000,1291800000,9149400000,,-10.244,426.5391,146.317,6417.1045,58.0819,58.3455,-84.8165,102.937,27.0494,,2.2085,4.2746,2.1534,32.9021,2.1218,3.5072,6.0618,11.0325,0.9882,,9.207,13.0428,3.1628,51.4451,0.9299,26.3072,26.7043,18.2354,0.4331
2017/8/10,,-4.0289,-4.1906,2.3585,-2.1696,5.6856,-1.2346,-2.7419,2.9726,0.7707,,3.9475,5.898,5.7195,8.9941,9.8329,1.9459,1.0243,21.8175,0.5046,,5530710737,7943606318,3281790360,5803380000,9669600000,5071800320,10355560200,1330200000,9669600000,,-9.8313,408.6646,149.7679,6277.8816,61.3842,57.6252,-82.4909,105.9969,27.1339,,2.1195,4.0954,2.2041,32.1883,2.2425,3.4639,5.8956,11.3604,0.9912,,8.8361,12.4962,3.2374,50.3289,0.9828,25.9824,25.972,18.7775,0.4344
2017/8/11,,-10.0108,-6.5309,-1.9585,1.0918,-10,-5.0781,-6.136,-6.9012,-4.1109,,6.1204,5.7894,7.4273,9.7678,6.8094,2.039,1.3667,18.7947,0.4636,,4977044323,7424820764,3217515664,5866740000,8702640000,4814247960,9720144400,1238400000,8702640000,,-8.8471,381.9753,146.8346,6346.4221,55.2458,54.6989,-77.4293,98.6818,25.9686,,1.9073,3.828,2.161,32.5397,2.0182,3.288,5.5339,10.5764,0.9487,,7.9515,11.6801,3.174,50.8784,0.8845,24.663,24.3784,17.4816,0.4158
2017/8/14,,0.4785,3.5256,-0.235,2.2275,-2.8129,1.1523,0.7951,1.2112,1.3958,,2.9838,3.0687,3.6493,7.5466,5.5234,0.7761,0.5399,16.2816,0.1445,,5000857932,7686593291,3209953935,5997420000,8457840000,4869720776,9797424700,1253400000,8457840000,,-8.8894,395.4424,146.4895,6487.7868,53.6918,55.3292,-78.0449,99.8771,26.3149,,1.9165,3.9629,2.1559,33.2645,1.9614,3.3259,5.5779,10.7045,0.9613,,7.9895,12.0919,3.1665,52.0117,0.8596,24.9472,24.5722,17.6933,0.4213
2017/8/15,,0.119,-0.1858,2.2379,-2.6741,3.1838,-0.3255,-0.6135,8.2815,0.0983,,2.3955,2.7035,3.7067,5.067,5.376,0.587,0.494,26.7662,0.1881,,5006811334,7672314790,3281790360,5837040000,8727120000,4853871400,9737317800,1357200000,8727120000,,-8.9,394.7078,149.7679,6314.2937,55.4012,55.1491,-77.5661,108.1484,26.3756,,1.9187,3.9556,2.2041,32.375,2.0239,3.315,5.5437,11.591,0.9635,,7.9991,12.0694,3.2374,50.6208,0.887,24.866,24.4215,19.1586,0.4223
2017/8/16,,-0.5945,-2.7295,-2.3041,-0.3392,4.6283,-0.8163,-0.5291,-0.2653,1.4735,,2.4975,3.1213,3.0127,3.428,8.2485,1.4264,0.6389,27.3046,0.3337,,4977044323,7462896768,3206173071,5817240000,9131040000,4814247960,9685797600,1353600000,9131040000,,-8.8471,383.9341,146.317,6292.8748,57.9654,54.6989,-77.1557,107.8615,26.8003,,1.9073,3.8476,2.1534,32.2651,2.1176,3.288,5.5143,11.5603,0.9791,,7.9515,11.74,3.1628,50.4491,0.928,24.663,24.2923,19.1078,0.4291
2017/8/17,,2.1531,0.9566,-0.5896,2.4506,5.496,-0.1646,0.8865,1.1082,1.3553,,3.9856,2.6565,3.1985,5.4708,11.2243,1.1168,0.5863,19.6003,0.6613,,5084205564,7534289276,3187268748,5959800000,9632880000,4806323272,9771664600,1368600000,9632880000,,-9.0376,387.607,145.4543,6447.0909,61.1511,54.6089,-77.8397,109.0568,27.1351,,1.9484,3.8844,2.1407,33.0558,2.2339,3.2826,5.5632,11.6884,0.9913,,8.1227,11.8523,3.1441,51.6855,0.9791,24.6224,24.5076,19.3195,0.4344
2017/8/18,,5.1522,-1.6425,-2.0166,-1.6611,9.9746,0,2.1968,-6.7514,2.2923,,4.4666,2.1696,2.883,6.3778,10.3671,1.0683,0.8364,21.0678,1.0426,,5346155265,7410542263,3122994052,5860800000,10593720000,4806323272,9986332100,1276200000,10593720000,,-9.5032,381.2407,142.521,6339.9964,67.2507,54.6089,-79.5497,101.6939,27.7716,,2.0488,3.8206,2.0975,32.5067,2.4568,3.2826,5.6854,10.8993,1.0145,,8.5412,11.6576,3.0807,50.8269,1.0767,24.6224,25.046,18.0152,0.4446
2017/8/21,,1.3363,1.3487,0.6053,-0.6419,9.9942,0.9893,0.086,1.5045,3.0812,,6.1071,2.0265,1.479,3.802,8.9479,0.8924,1.0408,11.1739,0.9103,,5417596093,7510491773,3141898375,5823180000,11652480000,4853871400,9994918800,1295400000,11652480000,,-9.6302,386.3827,143.3838,9177.8885,73.9719,55.1491,-79.6181,103.2238,28.6123,,2.0762,3.8721,2.1102,47.0573,2.7023,3.315,5.6903,11.0632,1.0453,,8.6553,11.8149,3.0994,73.5779,1.1843,24.866,25.0675,18.2862,0.4581
2017/8/22,,-2.1978,1.9011,-1.2034,-2.6862,6.8277,-1.551,-1.8041,5.6044,-1.087,,3.2029,3.556,1.8053,4.1339,12.0498,0.7792,0.624,26.6503,0.7711,,5298528047,7653276788,3104089730,5666760000,12448080000,4778586864,9814598100,1368000000,12448080000,,-9.4185,393.7284,141.6583,8931.3556,79.0225,54.2937,-78.1817,109.0089,28.2538,,2.0305,3.9458,2.0848,45.7933,2.8868,3.2636,5.5877,11.6833,1.0322,,8.4651,12.0395,3.0621,71.6015,1.2652,24.4803,24.6153,19.3111,0.4524
2017/8/23,,-4.8315,-2.3632,-2.1924,-2.8302,-5.7522,-2.4046,-1.5748,-3.0702,-1.2821,,3.1601,2.5146,2.0707,3.511,9.9736,0.9226,0.535,17.2581,0.3526,,5042531748,7472415769,3036034169,5506380000,11732040000,4663678888,9660037500,1326000000,11732040000,,-8.9635,384.4238,138.5525,8678.5814,74.4769,52.9881,-76.9505,105.6622,27.9067,,1.9324,3.8525,2.0391,44.4973,2.7208,3.1852,5.4997,11.3246,1.0195,,8.0561,11.755,2.9949,69.575,1.1924,23.8916,24.2277,18.7182,0.4468
2017/8/24,,-1.5348,-1.7197,-0.9963,-1.0428,-5.4773,-0.4248,-0.3556,-2.8507,-0.9276,,1.9238,1.6974,1.761,2.8176,9.669,0.7316,0.3801,14.6307,0.2716,,4965137518,7343909256,3005787254,5448960000,11089440000,4643867168,9625690700,1288200000,11089440000,,-8.8259,377.8127,137.1722,8588.082,70.3976,52.763,-76.6769,102.6501,27.603,,1.9028,3.7863,2.0188,44.0332,2.5717,3.1716,5.4801,11.0017,1.0084,,7.9325,11.5528,2.9651,68.8495,1.1271,23.7902,24.1415,18.1846,0.4419
2017/8/25,,2.8777,1.5554,1.8868,0.7994,1.9316,0.8532,1.3381,3.6796,2.6217,,2.2905,1.8702,1.4575,2.3765,8.5203,0.6686,0.4508,19.4489,0.3619,,5108019173,7458137268,3062500221,5492520000,11303640000,4683490608,9754491200,1335600000,11303640000,,-9.0799,383.6893,139.7603,8656.7367,71.7574,53.2132,-77.7029,106.4272,28.3496,,1.9575,3.8452,2.0569,44.3853,2.6214,3.1987,5.5534,11.4066,1.0357,,8.1608,11.7325,3.021,69.3999,1.1489,23.9931,24.4645,18.8537,0.4539
2017/8/28,,0.9324,1.0211,1.6049,0.8652,0.379,0,0.4401,4.0881,0.4562,,2.522,1.9403,1.7997,2.266,6.9816,0.7189,0.4581,27.3859,0.2922,,5155646392,7534289276,3111651459,5540040000,11346480000,4683490608,9797424700,1390200000,11346480000,,-9.1646,387.607,142.0034,8731.6328,72.0293,53.2132,-78.0449,110.778,28.3823,,1.9758,3.8844,2.0899,44.7693,2.6313,3.1987,5.5779,11.8729,1.0368,,8.2368,11.8523,3.0695,70.0003,1.1532,23.9931,24.5722,19.6245,0.4544
2017/8/29,,-0.8083,0.6949,-1.2151,1.8585,-3.7756,0.0846,-0.2629,10.0129,-0.2725,,2.4011,2.7161,1.3035,2.9668,6.5095,0.5025,0.4508,30.2606,0.2413,,5113972576,7586643781,3073842814,5643000000,10918080000,4687452952,9771664600,1529400000,10918080000,,-9.0905,390.3004,140.278,8893.9076,69.3098,53.2583,-77.8397,121.8701,28.2794,,1.9598,3.9114,2.0645,45.6013,2.532,3.2014,5.5632,13.0617,1.0331,,8.1703,11.9346,3.0322,71.3013,1.1097,24.0134,24.5076,21.5894,0.4528
2017/8/30,,2.7939,2.2585,0.492,0.4211,4.6525,-0.2536,1.3181,-2.9031,1.275,,3.2732,4.7586,1.5067,3.3828,7.1486,0.8208,0.5718,37.9074,0.4051,,5256854231,7757985799,3088966272,5666760000,11426040000,4675565920,9900465100,1485000000,11426040000,,-9.3445,399.1152,140.9682,8931.3556,72.5344,53.1232,-78.8657,118.3321,28.5574,,2.0146,3.9997,2.0746,45.7933,2.6498,3.1933,5.6365,12.6825,1.0432,,8.3985,12.2042,3.0471,71.6015,1.1613,23.9525,24.8307,20.9627,0.4572
2017/8/31,,3.7373,1.7791,0.1224,-1.1181,-2.5174,0,1.9081,10.0202,0.0899,,5.4548,5.0478,1.4769,2.5641,6.4495,0.6121,1.0284,28.3479,0.5252,,5453316507,7896011313,3092747136,5603400000,11138400000,4675565920,10089372500,1633800000,11138400000,,-9.6937,406.216,141.1407,8831.4942,70.7084,53.1232,-80.3705,130.1892,28.5433,,2.0899,4.0709,2.0772,45.2813,2.5831,3.1933,5.7441,13.9533,1.0427,,8.7124,12.4213,3.0509,70.8009,1.1321,23.9525,25.3044,23.0632,0.457
2017/9/1,,2.2926,0.9644,0.978,3.1095,0.4945,1.8644,1.7021,1.0283,0.6289,,7.1436,5.5917,2.0281,4.2886,7.0938,2.4793,1.526,58.6998,0.5813,,5578337955,7972163321,3122994052,5777640000,11193480000,4762737488,10261106500,1650600000,11193480000,,-9.9159,410.1337,142.521,9106.1131,71.0581,54.1136,-81.7385,131.5279,28.6789,,2.1378,4.1102,2.0975,46.6893,2.5959,3.2528,5.8419,14.0968,1.0477,,8.9121,12.5411,3.0807,73.0025,1.1377,24.3991,25.7352,23.3003,0.4592
2017/9/4,,-0.8538,-1.0746,0.3632,4.5579,-2.023,-0.4992,-0.5021,-8.4696,-1.9643,,4.4919,3.638,1.9717,9.113,5.3374,1.401,0.9269,42.6691,0.3635,,5530710737,7886492312,3134336646,6040980000,10967040000,4738963424,10209586300,1510800000,10967040000,,-9.8313,405.7263,143.0387,9521.1621,69.6206,53.8435,-81.3281,120.388,28.0128,,2.1195,4.066,2.1051,48.8174,2.5433,3.2366,5.8125,12.9028,1.0233,,8.8361,12.4063,3.0919,76.3299,1.1147,24.2773,25.6059,21.3269,0.4485
2017/9/5,,-2.1529,3.2589,-1.3269,-1.3766,1.3951,-1.6722,-1.4298,-0.0397,0.5464,,2.8528,5.5216,1.7503,4.317,3.849,1.1761,0.6135,25.7185,0.2038,,5411642691,8143505338,3092747136,5957820000,11120040000,4659716544,10063612400,1510200000,11120040000,,-9.6196,418.9485,141.1407,9390.094,70.5919,52.9431,-80.1653,120.3401,28.038,,2.0739,4.1985,2.0772,48.1454,2.5788,3.1824,5.7294,12.8977,1.0243,,8.6458,12.8107,3.0509,75.2791,1.1302,23.8714,25.2398,21.3184,0.4489
2017/9/6,,2.2002,1.9871,-0.8557,-2.5922,-0.9356,0.5952,4.1809,1.3905,0,,3.9397,9.1934,1.8993,3.9008,3.4038,1.1415,1.7511,23.6556,0.2152,,5530710737,8305328355,3066281085,5803380000,11016000000,4687452952,10484360700,1531200000,11016000000,,-9.8313,427.2736,139.9329,9146.6818,69.9314,53.2583,-83.5169,122.0135,28.0127,,2.1195,4.2819,2.0594,46.8973,2.5547,3.2014,5.969,13.0771,1.0233,,8.8361,13.0652,3.0248,73.3277,1.1196,24.0134,26.2951,21.6148,0.4485
2017/9/7,,-3.1216,-2.5788,-0.2466,-0.3753,3.6667,-0.8453,-1.2285,6.3871,-0.8152,,3.4912,4.3033,1.132,3.0506,5.7467,0.8582,1.9277,36.9639,0.473,,5358062070,8091150833,3058719356,5781600000,11419920000,4647829512,10355560200,1629000000,11419920000,,-9.5244,416.2551,139.5878,9112.3544,72.4956,52.8081,-82.4909,129.8067,27.7665,,2.0533,4.1715,2.0543,46.7213,2.6484,3.1743,5.8956,13.9123,1.0144,,8.5602,12.7283,3.0173,73.0525,1.1607,23.8105,25.972,22.9954,0.4446
2017/9/8,,2.2222,10,0,-0.1712,2.9475,0.682,0.4975,-1.0681,3.653,,3.2971,14.7989,1.1603,2.3595,8.8032,0.5832,1.1272,25.9876,0.6147,,5477130116,8900265916,3058719356,5771700000,11756520000,4679528264,10407080400,1611600000,11756520000,,-9.736,457.8806,139.5878,9096.7511,74.6323,53.1682,-82.9013,128.4202,28.6763,,2.099,4.5887,2.0543,46.6413,2.7264,3.196,5.925,13.7637,1.0476,,8.7505,14.0011,3.0173,72.9274,1.1949,23.9728,26.1013,22.7498,0.4591
2017/9/11,,3.1522,10,4.0791,-0.9262,-1.822,0.7621,2.4752,3.7975,0.4405,,4.3034,17.3099,3.9948,2.875,4.4996,1.1458,1.4647,27.7717,0.3059,,5649778783,9790292508,3183487884,5718240000,11542320000,4715189360,10664681400,1672800000,11542320000,,-10.0429,503.6687,145.2817,9012.493,73.2726,53.5734,-84.9533,133.2969,28.7871,,2.1651,5.0475,2.1381,46.2093,2.6768,3.2203,6.0716,14.2864,1.0516,,9.0263,15.4012,3.1404,72.252,1.1731,24.1555,26.7473,23.6137,0.4609
2017/9/12,,-0.7376,9.334,-1.4252,-2.1468,-0.053,-0.7563,2.9791,-8.1779,0.4386,,5.3619,31.9099,3.1793,2.949,6.9508,1.3275,4.0605,31.9977,0.469,,5608104967,10704116602,3138117510,5595480000,11536200000,4679528264,10982389300,1536000000,11536200000,,-9.9688,550.681,143.2112,8819.0115,73.2337,53.1682,-87.4842,122.396,29.0379,,2.1492,5.5187,2.1076,45.2173,2.6753,3.196,6.2525,13.118,1.0608,,8.9597,16.8388,3.0956,70.7008,1.1725,23.9728,27.5442,21.6826,0.4649
2017/9/13,,3.5032,2.8457,7.2289,1.2031,-0.8488,4.8264,8.0532,3.0859,-0.0873,,4.9262,27.0631,9.6059,1.715,3.5537,3.1202,5.0918,16.0458,0.1596,,5804567243,11008724633,3364969378,5662800000,11438280000,4905381872,11866819400,1583400000,11438280000,,-10.3181,566.3518,153.5638,8925.1143,72.6121,55.7343,-94.5294,126.1731,29.0592,,2.2245,5.6757,2.26,45.7613,2.6526,3.3502,6.756,13.5229,1.0616,,9.2736,17.318,3.3194,71.5515,1.1625,25.1299,29.7623,22.3517,0.4652
2017/9/14,,-3.7949,-3.5884,-1.3483,0.4895,-7.1161,-0.3231,-5.7164,-2.0841,-2.6224,,3.8753,22.6335,6.2584,1.847,6.7053,2.3598,3.4749,16.5656,0.6819,,5584291357,10613686093,3319599005,5690520000,10624320000,4889532496,11188470100,1550400000,10624320000,,-9.9265,546.0288,151.4933,8968.8036,67.445,55.5543,-89.1258,123.5435,28.3331,,2.14,5.472,2.2295,45.9853,2.4639,3.3394,6.3698,13.241,1.0351,,8.9217,16.6965,3.2747,71.9017,1.0798,25.0487,28.061,21.8859,0.4536
2017/9/15,,-3.1983,1.3901,-0.1139,0.9395,-7.7765,-1.2156,-1.9954,-0.9675,-2.3339,,2.51,23.771,4.683,2.2394,5.6455,1.3716,1.8141,12.5817,0.462,,5405689288,10761230608,3315818140,5743980000,9798120000,4830097336,10965215900,1535400000,9798120000,,-9.609,553.6193,151.3208,9053.0617,62.2001,54.879,-87.3474,122.3482,27.6541,,2.0716,5.5481,2.227,46.4173,2.2723,3.2988,6.2427,13.1129,1.0102,,8.6363,16.9286,3.2709,72.5772,0.9958,24.7442,27.5011,21.6741,0.4428
2017/9/18,,0.9912,2.8306,-1.2543,-1.8959,0.4372,-1.3946,0.5482,6.0571,0.1838,,1.3802,18.4329,3.0879,1.6455,2.8831,1.1952,1.2523,21.2364,0.1771,,5459269909,11065838639,3274228631,5635080000,9840960000,4762737488,11025322800,1628400000,9840960000,,-9.7043,569.2901,149.4228,8881.4249,62.4721,54.1136,-87.8262,129.7589,27.7032,,2.0921,5.7052,2.1991,45.5373,2.2822,3.2528,6.2769,13.9072,1.012,,8.7219,17.4078,3.2299,71.2012,1.0002,24.3991,27.6518,22.9869,0.4435
2017/9/19,,-1.0905,-0.7742,-0.1155,-1.1595,0.7463,2.0799,-3.4268,1.2159,0.367,,1.4428,18.4866,2.3629,1.7408,3.4287,2.6417,1.4692,23.5214,0.2034,,5399735886,10980167630,3270447767,5569740000,9914400000,4861796088,10647508000,1648200000,9914400000,,-9.5984,564.8827,149.2502,8778.4428,62.9383,55.2391,-84.8165,131.3367,27.8521,,2.0693,5.661,2.1965,45.0093,2.2992,3.3205,6.0618,14.0763,1.0175,,8.6268,17.273,3.2262,70.3756,1.0077,24.9066,26.7043,23.2665,0.4459
2017/9/20,,2.8666,4.6814,-0.578,3.626,1.2346,-0.326,1.9355,2.9487,0.6399,,3.053,24.7264,2.5056,4.3089,3.1646,1.7465,1.181,32.1536,0.2403,,5554524346,11494193683,3251543444,5771700000,10036800000,4845946712,10853588800,1696800000,10036800000,,-9.8736,591.3271,148.3875,9096.7511,63.7153,55.059,-86.4582,135.2093,28.0902,,2.1286,5.926,2.1838,46.6413,2.3276,3.3096,6.1792,14.4913,1.0262,,8.8741,18.0817,3.2075,72.9274,1.0201,24.8254,27.2211,23.9525,0.4497
2017/9/21,,-2.6795,-9.441,-2.3256,-2.8816,-4.939,-3.1889,-3.0854,-6.4356,-1.5441,,2.1076,26.1359,2.5699,2.0412,3.6723,1.13,0.9717,25.1795,0.2732,,5405689288,10409027572,3175926155,5605380000,9541080000,4691415296,10518707500,1587600000,9541080000,,-9.609,535.5,144.9367,8834.6149,60.5684,53.3033,-83.7905,126.5078,27.7394,,2.0716,5.3665,2.133,45.2973,2.2127,3.2041,5.9885,13.5587,1.0134,,8.6363,16.3746,3.1329,70.8259,0.9697,24.0337,26.3812,22.411,0.4441
2017/9/22,,-3.5242,-2.652,-1.3095,0,-3.2713,-0.8446,-0.898,1.9274,-0.8303,,2.2365,11.2808,1.7803,1.9155,2.9517,0.9575,0.768,17.5051,0.2004,,5215180415,10132976543,3134336646,5605380000,9228960000,4651791856,10424253800,1618200000,9228960000,,-9.2704,521.2983,143.0387,8834.6149,58.587,52.8531,-83.0381,128.9461,27.5066,,1.9986,5.2242,2.1051,45.2973,2.1403,3.177,5.9347,13.8201,1.0049,,8.332,15.9403,3.0919,70.8259,0.938,23.8308,26.1443,22.843,0.4404
2017/9/25,,-3.5388,-3.3819,-1.6888,-1.4483,-3.6472,-2.385,-1.9769,3.2258,-0.5581,,2.0404,10.8483,1.4132,1.1054,2.5477,1.279,0.5726,33.6129,0.274,,5030624944,9790292508,3081404543,5524200000,8892360000,4540846224,10218173000,1670400000,8892360000,,-8.9423,503.6687,140.6231,8706.6674,56.4502,51.5925,-81.3965,133.1057,27.3879,,1.9279,5.0475,2.0696,44.6413,2.0622,3.1013,5.8174,14.2659,1.0005,,8.0371,15.4012,3.0397,69.8002,0.9038,23.2624,25.6275,23.5798,0.4385
2017/9/26,,1.3018,1.9932,0.4908,0.7168,1.4453,0.349,1.5966,9.9856,1.4032,,1.0312,11.5756,1.0171,0.9413,2.1195,0.5893,0.5499,37.8812,0.165,,5096112369,9985432028,3096528001,5563800000,9020880000,4556695600,10381320300,1837200000,9020880000,,-9.0587,513.7078,141.3132,8769.0808,57.266,51.7726,-82.6961,146.3971,27.8274,,1.953,5.1481,2.0797,44.9613,2.092,3.1121,5.9103,15.6904,1.0166,,8.1417,15.7082,3.0546,70.3006,0.9169,23.3436,26.0367,25.9344,0.4455
2017/9/27,,1.4019,0.143,0.8547,-0.1779,2.7815,0.2609,0.4136,-3.821,1.0148,,1.2613,12.2867,0.8679,0.8151,2.6497,0.5697,0.6134,44.235,0.2272,,5167553196,9999710529,3122994052,5553900000,9271800000,4568582632,10424253800,1767000000,9271800000,,-9.1857,514.4423,142.521,8753.4775,58.8589,51.9077,-83.0381,140.8032,28.1591,,1.9803,5.1555,2.0975,44.8813,2.1502,3.1202,5.9347,15.0909,1.0287,,8.2559,15.7307,3.0807,70.1755,0.9424,23.4045,26.1443,24.9435,0.4508
2017/9/28,,-2.3041,-4.0933,-1.937,-1.426,-2.7723,0.5204,-1.0708,2.9542,-0.0913,,1.1596,11.3665,1.0702,1.2783,1.9703,1.1589,0.4773,34.3671,0.0838,,5048485150,9590393487,3062500221,5474700000,9014760000,4592356696,10312626700,1819200000,9014760000,,-8.9741,493.3847,139.7603,8628.6507,57.2272,52.1778,-82.1489,144.9628,28.1729,,1.9347,4.9445,2.0569,44.2412,2.0906,3.1364,5.8712,15.5367,1.0292,,8.0656,15.0868,3.021,69.1747,0.9162,23.5263,25.8644,25.6803,0.4511
2017/9/29,,0.2358,-1.34,1.4815,1.1935,-0.2037,0.0863,0.8326,-3.3971,0.3656,,0.968,8.8302,0.9517,1.1012,2.0487,0.4651,0.5119,25.7788,0.2426,,5060391955,9461886974,3107870594,5540040000,8996400000,4596319040,10398493700,1757400000,8996400000,,-8.9952,486.7736,141.8309,8731.6328,57.1106,52.2228,-82.8329,140.0382,28.3118,,1.9393,4.8782,2.0873,44.7693,2.0863,3.1391,5.9201,15.0089,1.0343,,8.0847,14.8846,3.0658,70.0003,0.9144,23.5466,26.0797,24.8079,0.4533
2017/10/9,,0.8235,2.6157,0.9732,0.2859,0.7483,0.5172,0.4955,1.0925,-0.3643,,0.9272,8.2155,1.0796,0.9073,1.3317,0.9034,0.4869,18.3574,0.1286,,5102065771,9709381000,3138117510,5555880000,9063720000,4620093104,10450013900,1776600000,9063720000,,-9.0693,499.5061,143.2112,8756.5981,57.538,52.4929,-83.2433,141.5682,28.2614,,1.9552,5.0058,2.1076,44.8973,2.102,3.1554,5.9494,15.1729,1.0324,,8.1512,15.274,3.0956,70.2005,0.9212,23.6684,26.2089,25.079,0.4525
2017/10/10,,0.2334,-0.9314,0.7229,3.1718,-1.2154,1.0292,-0.9039,1.1145,-1.0969,,0.9302,8.1309,1.1634,2.8602,1.5612,0.6431,0.5938,21.1616,0.1489,,5113972576,9618950490,3160802697,5732100000,8953560000,4667641232,10355560200,1796400000,8953560000,,-9.0905,494.8539,144.2465,9034.3377,56.8387,53.0332,-82.4909,143.146,27.8589,,1.9598,4.9592,2.1229,46.3213,2.0764,3.1879,5.8956,15.342,1.0177,,8.1703,15.1317,3.118,72.4271,0.91,23.9119,25.972,25.3585,0.446
2017/10/11,,-1.5134,-0.6432,2.2727,-0.1036,-1.5721,0.8489,0.8292,2.8724,-0.2773,,1.1593,7.0499,3.0944,1.9923,1.8565,1.5416,0.875,33.8503,0.0693,,5036578346,9557076984,3232639122,5726160000,8812800000,4707264672,10441427200,1848000000,8812800000,,-8.9529,491.6707,147.5248,9024.9757,55.9451,53.4834,-83.1749,147.2577,27.6005,,1.9301,4.9273,2.1711,46.2733,2.0438,3.2149,5.9445,15.7826,1.0083,,8.0466,15.0344,3.1889,72.352,0.8957,24.1149,26.1874,26.0869,0.4419
2017/10/12,,-1.3002,-3.9841,0.117,1.6598,-1.8056,0.2525,-3.7007,-3.0844,-2.1316,,1.8831,8.4259,1.5492,3.7593,2.4669,1.3057,1.2919,23.8216,0.4029,,4971090921,9176316945,3236419986,5821200000,8653680000,4719151704,10055025700,1791000000,8653680000,,-8.8365,472.0823,147.6974,9174.7678,54.935,53.6184,-80.0969,142.7157,26.9987,,1.9051,4.731,2.1737,47.0413,2.0069,3.223,5.7245,15.2958,0.9863,,7.942,14.4354,3.1926,73.5529,0.8795,24.1758,25.2183,25.2823,0.4323
2017/10/13,,0.3593,-0.0519,-0.8178,-0.4082,0,-0.4198,-0.5978,-3.0486,0.2841,,1.0425,5.0676,1.3534,2.3927,1.4943,1.1069,0.5902,16.2881,0.0943,,4988951127,9171557444,3209953935,5797440000,8653680000,4699339984,9994918800,1736400000,8653680000,,-8.8682,471.8374,146.4895,9137.3198,54.935,53.3933,-79.6181,138.3649,27.0992,,1.9119,4.7285,2.1559,46.8493,2.0069,3.2095,5.6903,14.8295,0.99,,7.9705,14.4279,3.1665,73.2527,0.8795,24.0743,25.0675,24.5115,0.4339
2017/10/16,,0,-0.0519,-1.4134,-2.4932,-0.7072,-2.8668,-1.5464,-1.3822,-0.4721,,1.2875,5.1047,2.1527,1.9962,1.6624,1.1978,0.5698,15.8057,0.0583,,4988951127,9166797944,3164583561,5652900000,8592480000,4564620288,9840358200,1712400000,8592480000,,-8.8682,471.5926,144.419,8909.5109,54.5465,51.8627,-78.3869,136.4524,26.9602,,1.9119,4.7261,2.1254,45.6813,1.9927,3.1175,5.6023,14.6246,0.9849,,7.9705,14.4204,3.1217,71.4264,0.8733,23.3842,24.6799,24.1727,0.4316
