ÈÕÆÚ,000001.SZ,002142.SZ,002807.SZ,002839.SZ,002936.SZ,002948.SZ,002958.SZ,002966.SZ,600000.SH,600015.SH,600016.SH,600036.SH,600908.SH,600919.SH,600926.SH,600928.SH,601009.SH,601128.SH,601166.SH,601169.SH,601229.SH,601288.SH,601328.SH,601398.SH,601577.SH,601818.SH,601838.SH,601860.SH,601939.SH,601988.SH,601997.SH,601998.SH,603323.SH
2017/5/5,8.2813,12.0451,14.4497,17.4777,,,,,10.8758,7.97,5.7998,17.1462,20.2869,8.2595,10.2667,,6.4727,12.4434,13.6774,6.3933,8.5784,2.8872,5.1331,4.2617,,3.4427,,,5.2116,3.072,10.0731,5.2169,12.8298
2017/5/8,8.2237,12.0089,13.0047,15.7281,,,,,10.832,7.9778,5.8298,17.1371,22.281,8.1868,10.262,,6.3834,12.2376,13.6952,6.327,8.563,2.9219,5.185,4.2968,,3.4427,,,5.2028,3.098,9.8279,5.2437,13.0448
2017/5/9,8.2909,12.0958,12.7868,16.5981,,,,,10.7592,8.0407,5.8298,17.1371,22.281,8.3595,10.8608,,6.4536,13.4632,13.7308,6.327,8.7718,2.9132,5.1504,4.2705,,3.4517,,,5.2028,3.098,10.1857,5.2616,13.6094
2017/5/10,8.3197,12.2841,13.5375,18.2617,,,,,10.6498,8.025,5.8298,17.3469,22.281,8.4321,11.0367,,6.5684,14.0433,13.713,6.3565,8.8298,2.9305,5.1331,4.2968,,3.4695,,,5.2116,3.1067,10.4574,5.2616,14.5637
2017/5/11,8.3485,12.5304,12.9159,18.8832,,,,,10.7519,8.0643,5.8599,17.5658,22.281,8.4049,10.7515,,6.664,13.4352,13.8464,6.4301,8.7718,2.9565,5.1417,4.3231,,3.4784,,,5.2642,3.1414,10.5104,5.3331,13.1927
2017/5/12,8.5404,12.9142,13.1278,19.2752,,,,,11.0872,8.2844,6.0104,18.5508,22.281,8.5412,11.2649,,6.8872,13.8749,14.1576,6.5554,8.9575,2.9999,5.2543,4.4371,,3.5408,,,5.4046,3.1848,10.7159,5.4849,13.401
2017/5/15,8.502,13.0229,12.5737,18.8737,,,,,11.1309,8.2215,5.9803,18.8517,20.0529,8.4776,11.1983,,6.8745,13.9684,14.131,6.5038,8.9652,2.9825,5.2283,4.4721,,3.5319,,,5.3958,3.1761,10.5966,5.4224,13.522
2017/5/16,8.4828,12.7839,12.9241,18.8832,,,,,11.1309,8.2058,5.9728,18.6876,18.7703,8.4594,11.0747,,6.7979,13.8468,14.0954,6.5112,8.9497,2.9565,5.185,4.3844,,3.5141,,,5.3607,3.1501,10.5568,5.4135,13.3405
2017/5/17,8.4156,12.5738,12.8833,19.4091,,,,,11.0872,8.1193,5.9276,18.414,16.898,8.4321,10.8608,,6.7087,13.0609,13.9887,6.4596,9.0116,2.9565,5.1504,4.3494,,3.4784,,,5.3081,3.1414,10.5502,5.3688,12.8298
2017/5/18,8.3773,12.5811,11.5958,17.4682,,,,,10.9414,8.0643,5.8825,18.4687,15.2129,8.2959,10.4853,,6.6895,11.8727,13.882,6.3933,8.9111,2.9652,5.1244,4.3844,,3.4427,,,5.3256,3.1327,10.1923,5.2973,11.5461
2017/5/19,8.3389,12.5304,11.335,16.7989,,,,,10.9487,8.0486,5.875,18.7241,14.5856,8.2868,10.2762,,6.7087,12.0037,13.8642,6.3712,8.8801,2.9739,5.1244,4.3669,,3.4338,,,5.3081,3.1327,10.1526,5.3063,11.3647
2017/5/22,8.3293,12.4,11.4573,17.0379,,,,,10.9633,8.0564,5.8449,19.0524,13.949,8.205,10.2477,,6.5875,11.6107,13.9531,6.3344,8.7409,2.9912,5.1504,4.4108,,3.4338,,,5.3607,3.1501,9.9737,5.2616,11.2303
2017/5/23,8.4348,12.8056,10.6505,15.7854,,,,,11.2475,8.1743,5.9352,19.9097,13.5652,8.0778,10.3047,,6.7214,10.8418,14.1754,6.3933,8.8221,3.0346,5.2197,4.4721,,3.4873,,,5.4397,3.1935,10.2122,5.3688,10.1818
2017/5/24,8.454,12.7187,10.4794,15.1639,,,,,11.2767,8.1901,5.8825,19.9827,13.378,7.9597,9.7629,,6.7087,10.7183,14.2466,6.3712,8.7331,3.0346,5.211,4.4809,,3.4517,,,5.4309,3.1761,10.0399,5.3509,10.1213
2017/5/25,8.7323,13.204,10.6261,15.9575,,,,,12.4092,8.473,6.1006,20.9312,13.715,8.1868,10.0338,,7.0722,11.2405,14.7357,6.6069,9.0658,3.0172,5.3062,4.5248,,3.5498,,,5.5099,3.2108,10.3713,5.5385,10.7867
2017/5/26,8.7323,13.146,10.3246,15.4508,,,,,12.3228,8.4337,6.0254,20.6484,12.9473,8.1323,9.953,,7.0785,10.9937,14.6734,6.5701,9.1083,3.0432,5.3408,4.5861,,3.5408,,,5.5888,3.2108,10.2586,5.5207,10.6052
2017/5/31,8.8283,13.3633,10.1861,15.4508,,,,,12.3228,8.418,6.0405,20.4478,12.6758,8.205,10.1479,,7.0722,11.0126,14.7179,6.5848,9.2437,3.0693,5.3668,4.6037,,3.5587,,,5.5888,3.2369,10.1725,5.5296,10.6657
2017/6/1,8.8187,13.2836,9.4608,14.3799,,,,,12.3996,8.5044,6.0329,20.6028,11.8614,8.4867,10.2667,,7.104,10.6804,14.7446,6.6143,9.4525,3.1039,5.4101,4.6563,,3.5765,,,5.6239,3.2455,10.3183,5.5296,10.5582
2017/6/2,8.7995,13.0664,9.6156,14.1218,,,,,12.3708,8.5044,6.0179,20.2107,11.9082,8.7229,10.5947,,7.0084,10.7468,14.6112,6.548,9.5647,3.0953,5.3841,4.6475,,3.5944,,,5.5713,3.2282,10.5237,5.4581,10.5716
2017/6/5,8.6651,12.8853,9.6727,14.1887,,,,,12.3324,8.4101,5.9427,20.0465,11.9269,8.6593,10.4901,,6.8808,10.7658,14.4778,6.4743,9.4061,2.9999,5.2889,4.5072,,3.5408,,,5.3958,3.1501,10.4243,5.4135,10.5649
2017/6/6,8.6747,13.0084,9.5178,13.7967,,,,,12.2844,8.4101,5.9652,20.0009,11.6273,8.65,10.4159,,6.9255,10.6234,14.4689,6.5112,9.4912,3.0086,5.2976,4.5072,,3.5319,,,5.4134,3.1588,10.464,5.4403,10.4036
2017/6/7,8.7611,13.1098,10.4713,15.1735,,,,,12.3228,8.4809,6.0329,20.539,12.5541,8.6778,10.5845,,7.002,11.2405,14.6201,6.5554,9.5028,3.0432,5.3062,4.5248,,3.5408,,,5.4221,3.1848,10.6098,5.4581,11.069
2017/6/8,8.7611,13.0229,10.2594,15.3456,,,,,12.3228,8.4809,6.063,20.7397,12.292,8.6963,10.5171,,6.9701,11.0886,14.6645,6.548,9.6652,3.0432,5.2889,4.5248,,3.5408,,,5.4221,3.1848,10.4972,5.4581,10.8203
2017/6/9,8.7803,13.0881,10.1861,15.1448,,,,,12.4092,8.5909,6.1082,20.8947,12.2171,8.6871,10.4496,,7.0211,11.0506,14.7801,6.5775,9.6962,3.0346,5.2976,4.5248,,3.5587,,,5.4484,3.1761,10.4574,5.5117,10.7665
2017/6/12,8.7419,13.1967,10.292,15.1639,,,,,12.2652,8.5123,6.0555,20.8309,11.9709,8.6315,10.3619,,6.9382,10.9937,14.7801,6.5775,9.5028,3.0172,5.2456,4.516,,3.5408,,,5.4748,3.1588,10.4375,5.476,10.6187
2017/6/13,8.7515,13.2257,10.349,15.3647,,,,,12.0829,8.4809,6.0856,20.5116,12.1224,8.5945,10.3754,,6.9446,11.0791,14.709,6.548,9.526,3.0259,5.2543,4.516,,3.5319,,,5.5011,3.1588,10.4906,5.4671,10.6657
2017/6/14,8.7131,12.9722,10.3409,15.4317,,,,,11.9581,8.4573,6.063,20.0873,11.9803,8.5296,10.1393,,6.8936,11.0411,14.6998,6.4964,9.3442,3.0172,5.2543,4.516,,3.523,,,5.4835,3.1501,10.2817,5.4492,10.6321
2017/6/15,8.6747,12.9142,10.6505,16.0531,,,,,11.8813,8.3944,6.0329,19.7383,12.4539,8.5574,10.2135,,6.8745,11.1835,14.589,6.4964,9.3984,2.9825,5.237,4.4283,,3.5052,,,5.4046,3.1327,10.3356,5.4581,10.7665
2017/6/16,8.6555,12.7694,10.7565,15.6707,,,,,11.8525,8.418,6.0405,19.6252,12.3213,8.4556,10.0853,,6.8745,11.0506,14.5797,6.5554,9.3674,2.9912,5.237,4.4195,,3.5052,,,5.3695,3.1414,10.2076,5.4581,10.6388
2017/6/19,8.7611,12.8273,10.7402,15.5942,,,,,11.9005,8.4259,6.0931,19.9552,12.4065,8.5019,10.1258,,6.9064,11.0696,14.6905,6.5996,9.4757,2.9739,5.2543,4.3844,,3.523,,,5.3783,3.1327,10.2952,5.4939,10.6724
2017/6/20,8.7515,12.7114,10.7646,16.0914,,,,,11.795,8.4101,6.0931,19.8798,12.5865,8.5111,10.1326,,6.8681,11.0791,14.6628,6.548,9.4332,3.0086,5.2716,4.4195,,3.523,,,5.4134,3.1414,10.275,5.4671,10.6859
2017/6/21,8.7803,12.8128,10.569,15.8141,,,,,11.8429,8.4259,6.0931,20.0967,12.4633,8.5296,10.1326,,6.9,10.9177,14.7182,6.548,9.6072,3.0086,5.2976,4.4283,,3.5319,,,5.4309,3.1414,10.3491,5.476,10.6187
2017/6/22,8.8762,12.9142,10.4631,15.6038,,,,,12.0637,8.583,6.1232,21.4358,12.558,8.6315,10.227,,6.951,10.9177,14.9491,6.6216,9.7967,3.0346,5.3235,4.4721,,3.5587,,,5.5011,3.1674,10.7264,5.5117,10.5582
2017/6/23,8.8762,13.1678,10.2105,15.1324,,,,,12.1309,8.6616,6.1006,21.7188,12.1982,8.5482,10.0853,,6.9637,10.7088,15.0506,6.629,9.8934,3.0432,5.3408,4.5072,,3.5676,,,5.545,3.1848,10.7062,5.5475,10.3095
2017/6/26,8.9242,13.3343,10.2349,15.1516,,,,,12.1309,8.6381,6.1082,21.7282,12.1887,8.576,10.1123,,7.0658,10.7088,15.1153,6.6879,9.8432,3.0346,5.2716,4.4809,,3.5587,,,5.5362,3.1761,10.7062,5.5832,10.323
2017/6/27,8.9818,13.7182,10.5202,15.2767,,,,,12.1884,8.7402,6.1533,22.973,12.255,8.65,10.0988,,7.0913,10.7278,15.2076,6.6879,9.9282,3.0259,5.2889,4.4634,,3.5854,,,5.5801,3.1761,10.814,5.61,10.3431
2017/6/28,9.049,14.2325,10.4631,15.4595,,,,,12.2748,8.921,6.221,22.4449,12.4539,8.6963,10.1528,,7.2188,10.6899,15.5308,6.7911,9.8122,3.0086,5.3149,4.4458,,3.6033,,,5.6151,3.1848,10.7331,5.6368,10.4641
2017/6/29,9.049,14.3411,10.3409,15.2574,,,,,12.246,8.9114,6.206,22.775,12.3781,8.6686,10.1056,,7.2252,10.6329,15.5954,6.7911,9.9128,3.0346,5.3235,4.5423,,3.6122,,,5.6502,3.1935,10.7264,5.6279,10.3566
2017/6/30,9.0106,13.979,10.2105,15.1227,,,,,12.1404,8.8348,6.1834,22.5487,12.1603,8.6037,10.0179,,7.1487,10.5664,15.5677,6.7542,9.878,3.0519,5.3322,4.6037,,3.6122,,,5.6411,3.2108,10.6523,5.6189,10.3767
2017/7/3,9.0202,14.0152,10.3246,15.1997,,,,,12.0541,8.7869,6.1909,22.1809,12.2929,8.613,10.0381,,7.1295,10.5854,15.5862,6.7395,9.8393,3.0519,5.3581,4.5949,,3.6033,,,5.6319,3.2021,10.686,5.5921,10.4507
2017/7/4,8.9626,13.8486,10.4876,15.5076,,,,,12.0445,8.806,6.1458,21.6905,12.2645,8.5111,9.9504,,7.0466,10.6139,15.4292,6.6658,9.6846,3.0519,5.3581,4.6037,,3.5944,,,5.6044,3.1935,10.5108,5.5385,10.5208
2017/7/5,8.9914,14.5005,10.4713,15.5557,,,,,12.1117,8.8444,6.1683,22.5392,12.2076,8.5482,9.9572,,7.1423,10.6139,15.6139,6.7248,9.82,3.0519,5.3668,4.5861,,3.6127,,,5.586,3.1935,10.6118,5.5832,10.398
2017/7/6,9.0202,14.5005,10.4876,15.546,,,,,12.15,8.8731,6.1837,22.5958,12.1887,8.5111,9.9099,,7.1232,10.5759,15.7986,6.7542,9.7465,3.0606,5.3581,4.5861,,3.6309,,,5.586,3.1848,10.504,5.5564,10.2753
2017/7/7,9.0873,14.3918,10.4713,15.7288,,,,,12.0925,8.854,6.1607,21.9357,12.1603,8.5019,9.9437,,7.0977,10.6139,15.7801,6.7542,9.7581,3.0693,5.34,4.5686,,3.6127,,,5.6044,3.2021,10.5377,5.5475,10.3016
2017/7/10,9.2025,13.9645,10.1209,15.2382,,,,,12.0253,8.8635,6.1683,21.9357,11.7341,8.4741,9.8627,,7.0594,10.4525,15.8078,6.7395,9.673,3.0606,5.3491,4.5861,,3.6218,,,5.5769,3.2021,10.4906,5.5385,10.2402
2017/7/11,9.8358,14.5687,10.0394,15.1901,,,,,12.2844,9.0935,6.2374,22.709,11.6867,8.5482,9.9504,,7.1933,10.4335,16.0756,6.8942,9.7967,3.1039,5.4215,4.6412,,3.6767,,,5.6869,3.2282,10.6523,5.6457,10.2052
2017/7/12,9.9222,14.4344,9.852,14.94,,,,,12.342,9.1318,6.2911,22.9542,11.4784,8.5945,10.0651,,7.3081,10.2531,16.2695,6.9487,10.0095,3.1126,5.4668,4.6595,,3.7224,,,5.7511,3.2542,10.5579,5.744,10.1964
2017/7/13,10.4596,15.0579,9.9497,15.4402,,,,,12.7355,9.3714,6.4522,23.4823,11.5731,8.6778,10.1865,,7.4867,10.3386,16.4541,7.0849,10.1023,3.1581,5.5482,4.7329,,3.7681,,,5.7787,3.3063,10.7668,5.8423,10.249
2017/7/14,10.4596,15.3072,9.7949,15.1035,,,,,13.0426,9.7643,6.5596,23.7464,11.3932,8.6871,10.1258,,7.5951,10.2531,16.528,7.1303,10.083,3.1763,5.6025,4.7421,,3.823,,,5.797,3.3426,10.7938,5.9673,10.1526
2017/7/17,10.3732,15.7292,9.3956,14.6225,,,,,13.2057,9.8792,6.5903,23.6803,10.9196,9.0112,10.3349,,7.6588,10.1392,16.7681,7.1939,10.1758,3.2764,5.7654,4.898,,3.9602,,,5.9805,3.4425,10.9487,6.3336,9.9334
2017/7/18,10.6035,15.6909,9.5749,14.382,,,,,13.0042,9.7834,6.5596,23.1239,10.9575,9.002,10.3012,,7.5493,9.9778,16.648,7.1031,10.2995,3.2491,5.7564,4.843,,3.9328,,,5.8796,3.4153,10.8881,6.28,9.8457
2017/7/19,10.6419,15.6813,9.5993,14.5648,,,,,13.1386,9.9272,6.6517,23.7841,11.0427,9.0946,10.5373,,7.6223,10.0633,16.7127,7.312,10.5239,3.24,5.7835,4.8338,,3.9328,,,5.9071,3.4153,11.0633,6.2443,9.9071
2017/7/20,10.5267,15.5374,9.4853,14.459,,,,,13.0714,9.8313,6.6057,23.7652,11.0143,9.039,10.4496,,7.531,10.1962,16.685,7.312,10.4727,3.2673,5.7654,4.8521,,3.9511,,,5.9438,3.4425,10.9959,6.3157,9.9948
2017/7/21,10.6046,15.3072,9.2082,14.0261,,,,,12.9082,9.7068,6.552,23.3314,10.6923,8.8723,10.2945,,7.4215,9.9209,16.4634,7.2121,10.2166,3.2764,5.7383,4.8888,,3.8962,,,5.9162,3.4334,10.8274,6.2621,9.8545
2017/7/24,10.6631,15.4223,9.1919,13.9106,,,,,13.1194,9.7643,6.667,24.2462,10.7018,8.9649,10.3889,,7.458,9.9019,16.6203,7.2484,10.4163,3.2855,5.7564,4.9439,,3.9053,,,5.9346,3.4516,10.8948,6.2345,9.8457
2017/7/25,10.7118,15.2497,9.143,14.0164,,,,,12.9658,9.6301,6.6133,24.0764,10.645,8.7982,10.1865,,7.3485,9.8639,16.5834,7.2848,10.2115,3.3583,5.8378,5.0264,,3.9053,,,6.1089,3.497,10.6994,6.2069,9.7668
2017/7/26,10.4586,15.0099,9.0289,13.7278,,,,,12.841,9.5726,6.5903,24.0104,10.4461,8.7612,10.1056,,7.3028,9.674,16.371,7.2212,10.1142,3.4038,5.8741,5.1365,,3.9236,,,6.2006,3.5424,10.5849,6.1516,9.5564
2017/7/27,10.3125,15.1346,9.0778,13.8721,,,,,12.841,9.563,6.5213,24.4254,10.5124,8.7149,10.1123,,7.312,9.7215,16.3987,7.0849,10.1398,3.3856,5.8378,5.0723,,3.8779,,,6.1456,3.5152,10.6186,6.124,9.6353
2017/7/28,10.4586,15.2689,8.9474,13.6028,,,,,12.9274,9.5822,6.5443,24.3122,10.3609,8.4926,10.0449,,7.2937,9.6076,16.5003,7.1031,10.1398,3.3856,5.8197,5.0906,,3.8687,,,6.2465,3.5243,10.5849,6.1424,9.5038
2017/7/31,10.3904,15.1634,8.8578,13.6124,,,,,12.8219,9.5822,6.598,24.1141,10.2946,8.3537,10.0179,,7.2937,9.5601,16.3987,7.0849,10.1142,3.3765,5.7926,5.0539,,3.8687,,,6.1822,3.5606,10.403,6.124,9.4424
2017/8/1,10.7507,15.4703,9.746,14.2569,,,,,12.889,9.7259,6.667,24.6517,11.0238,8.4556,10.2068,,7.2937,10.0348,16.6757,7.1667,10.1449,3.4038,5.8378,5.0998,,3.8962,,,6.2373,3.5969,10.5377,6.2069,9.9246
2017/8/2,10.8578,15.499,10.455,14.4974,,,,,12.8986,9.6684,6.6594,25.1044,11.5731,8.3166,10.1865,,7.2572,10.2531,16.6942,7.203,10.0374,3.4493,5.9555,5.2282,,3.9328,,,6.3198,3.6787,10.5242,6.2069,10.1087
2017/8/3,10.7215,15.1058,10.0801,14.0934,,,,,12.5531,9.448,6.5826,24.4159,11.2416,8.2518,10.0584,,7.1568,10.0633,16.3803,7.1213,9.7608,3.422,5.8922,5.1915,,3.887,,,6.2923,3.6878,10.3828,6.0411,9.9071
2017/8/4,10.8773,14.6742,10.0068,13.8529,,,,,12.3516,9.4097,6.5673,24.067,11.1185,8.2518,9.9774,,7.1933,10.0253,16.2325,7.0395,9.7403,3.422,5.856,5.2007,,3.8322,,,6.2923,3.6605,10.3356,5.9858,9.8545
2017/8/7,10.7118,14.6454,9.8601,13.8625,,,,,12.4092,9.3906,6.575,24.5008,11.0238,8.2425,10.0246,,7.1933,9.9399,16.131,7.0486,9.7864,3.3947,5.856,5.1915,,3.823,,,6.274,3.6424,10.403,5.9858,9.9158
2017/8/8,10.7605,14.5399,9.8927,13.7663,,,,,12.3516,9.3618,6.5673,24.3782,11.0143,8.224,9.9909,,7.1203,9.9114,16.0848,6.9578,9.725,3.3856,5.8197,5.2098,,3.823,,,6.3107,3.6969,10.3625,6.0227,9.8369
2017/8/9,10.4488,14.5783,9.6482,13.6797,,,,,12.246,9.2372,6.4139,24.0859,10.7965,8.1221,9.8897,,7.0746,9.7785,15.9278,6.8669,9.6994,3.3219,5.7202,5.0814,,3.7773,,,6.1456,3.6151,10.2413,5.9951,9.6791
2017/8/10,10.3417,14.7318,9.7705,13.7567,,,,,12.2748,9.2947,6.3985,23.7086,11.0238,8.1499,9.9167,,7.0564,10.1772,15.9832,6.8578,9.7557,3.3128,5.684,5.0631,,3.759,,,6.1089,3.6151,10.2884,5.9398,9.7843
2017/8/11,9.7574,14.4249,9.2734,13.3815,,,,,12.1692,8.9594,6.2758,23.0956,10.5692,8.0481,9.7278,,6.892,9.9304,15.8355,6.6853,9.3767,3.3219,5.693,5.0906,,3.7498,,,6.063,3.5879,10.0661,5.8109,9.5125
2017/8/14,9.9522,14.5016,9.3793,13.5354,,,,,12.0541,8.9114,6.2758,23.388,10.6734,8.0666,9.7548,,6.9377,9.9873,15.7432,6.6943,9.4587,3.2855,5.6387,5.0356,,3.7224,,,6.063,3.5515,10.0998,5.8201,9.6616
2017/8/15,10.0398,14.7509,9.6156,13.6316,,,,,12.0829,8.9306,6.3141,24.0764,10.8344,8.1221,9.8155,,7.0655,10.1582,15.9094,6.7488,9.5099,3.3219,5.684,5.1456,,3.7407,,,6.2465,3.6696,10.1267,5.8938,9.8194
2017/8/16,10.0691,14.703,9.6645,13.7086,,,,,11.9869,8.8923,6.2681,23.7369,10.7965,8.1314,9.7818,,7.029,10.1962,15.7432,6.7125,9.4843,3.3037,5.6387,5.164,,3.7133,,,6.2006,3.6605,10.1604,5.8201,9.8019
2017/8/17,10.147,14.6742,9.6727,13.6701,,,,,12.0253,8.9785,6.3064,23.6332,10.8344,8.1407,9.8492,,7.0381,10.2911,15.8078,6.7579,9.4945,3.3219,5.6659,5.1548,,3.7498,,,6.2006,3.6514,10.1672,5.8661,9.8106
2017/8/18,10.1664,14.8085,9.526,13.6124,,,,,12.0061,8.9881,6.2988,23.9727,10.7207,8.0666,9.856,,7.0564,10.0918,15.7801,6.7761,9.474,3.3128,5.6478,5.1548,,3.7498,,,6.1731,3.6333,10.2076,5.8109,9.758
2017/8/21,10.1859,14.7318,9.526,13.7952,,,,,12.0061,8.9594,6.2834,23.8595,10.7586,8.0018,9.8627,,7.029,10.1867,15.7801,6.7579,9.474,3.3219,5.6387,5.164,,3.7316,,,6.2006,3.6242,10.248,5.8477,9.8983
2017/8/22,10.3709,14.7797,9.6401,14.0357,,,,,11.9293,8.9402,6.2911,24.4159,10.8344,8.0203,9.8222,,7.029,10.1867,15.9371,6.7579,9.515,3.3583,5.6478,5.219,,3.7407,,,6.2189,3.6333,10.1941,5.8385,9.8808
2017/8/23,10.6144,15.3456,9.8194,14.2666,,,,,12.0637,9.0073,6.3218,25.0101,10.948,8.0944,9.9032,,7.1476,10.2437,16.1402,6.8124,9.6379,3.4129,5.7021,5.3658,,3.759,,,6.329,3.6878,10.3356,5.9398,9.9334
2017/8/24,10.6436,15.3072,9.5912,13.8529,,,,,11.9677,8.9306,6.2834,25.1704,10.7586,8.0203,9.7818,,7.102,10.1487,16.1033,6.7943,9.4843,3.4493,5.6749,5.43,,3.7224,,,6.3749,3.6878,10.2615,5.8293,9.7493
2017/8/25,10.8189,15.5662,9.6971,13.9587,,,,,12.2652,9.2756,6.4292,25.9626,10.9196,8.1407,9.8965,,7.4671,10.2626,16.5834,6.9487,9.6328,3.5586,5.9917,5.6501,,3.8504,,,6.5308,3.824,10.4838,6.0411,9.8895
2017/8/28,11.0526,15.6429,10.2268,15.0458,,,,,12.3708,9.3331,6.4829,25.6891,11.3363,8.2518,10.1798,,7.4854,10.6519,16.5742,6.9941,9.8069,3.5131,6.0641,5.5492,,3.8779,,,6.4849,3.8422,10.6657,6.0779,10.3542
2017/8/29,11.3642,15.5086,10.0068,14.661,,,,,12.438,9.3139,6.4676,25.5948,11.1659,8.187,10.0584,,7.5219,10.5759,16.8142,7.0123,9.7455,3.5495,6.0279,5.5767,,3.9145,,,6.5216,3.9239,10.6994,6.124,10.2227
2017/8/30,11.1305,15.2976,9.8682,14.5071,,,,,12.3516,9.2277,6.4752,25.6136,11.0427,8.1499,10.0246,,7.4489,10.5,16.4541,7.0123,9.7199,3.504,6.0189,5.4758,,3.8687,,,6.4482,3.8785,10.5916,6.0227,10.2665
2017/8/31,10.9844,15.2593,9.9742,14.7091,,,,,12.198,9.1223,6.4445,25.227,11.109,8.1407,10.0853,,7.3576,10.5949,16.2972,6.9396,9.6891,3.4311,5.9555,5.4116,,3.8413,,,6.4116,3.8422,10.6186,6.0135,10.5646
2017/9/1,10.9163,15.3744,9.8112,14.4974,,,,,12.2556,9.1127,6.4215,25.2364,11.0522,8.1592,10.0449,,7.3667,10.481,16.1771,6.9214,9.6789,3.3674,5.8831,5.3107,,3.7956,,,6.2831,3.8149,10.5242,5.949,10.8101
2017/9/4,11.4129,15.7772,9.0941,14.2666,,,,,12.2652,9.151,6.4292,25.425,10.7965,8.1314,9.9774,,7.4763,10.3576,16.371,6.9487,9.6277,3.4129,5.9103,5.3933,,3.8504,,,6.3107,3.824,10.5781,6.0043,10.626
2017/9/5,11.335,15.5854,8.9719,14.2858,,,,,12.5051,9.1797,6.4445,25.7834,10.7492,8.1407,9.9774,,7.4945,10.3101,16.3433,6.9759,9.6891,3.504,5.9555,5.4575,,3.8687,,,6.4758,3.8785,10.7129,6.0871,10.4945
2017/9/6,11.3934,15.4031,8.8904,14.2088,,,,,12.438,9.1031,6.3985,25.3496,10.626,8.0944,9.9976,,7.4763,10.2342,16.2602,6.9305,9.5867,3.504,5.9193,5.4116,,3.8413,,,6.4391,3.8694,10.5781,6.0319,10.4068
2017/9/7,11.1402,15.2976,8.8822,14.18,,,,,12.3324,9.0168,6.3678,24.8497,10.6923,8.0666,9.9234,,7.4215,10.1677,16.094,6.9123,9.5304,3.4858,5.9012,5.3933,,3.8139,,,6.4299,3.8331,10.4232,5.9951,10.363
2017/9/8,11.1889,15.4223,8.8578,14.2281,,,,,12.5051,9.0168,6.3678,24.878,10.6071,8.0481,9.9099,,7.4124,10.0348,16.1125,6.8942,9.5048,3.4584,5.856,5.4116,,3.7956,,,6.4299,3.8149,10.4636,5.9858,10.2753
2017/9/11,11.0818,15.3072,8.817,14.2762,,,,,12.4668,9.0168,6.3908,24.6894,10.5976,8.0481,9.9234,,7.5037,10.0633,16.1033,6.9033,9.5253,3.4766,5.865,5.4025,,3.8047,,,6.4024,3.8149,10.4636,5.949,10.3016
2017/9/12,11.2376,15.2497,8.7437,14.2377,,,,,12.5147,9.0264,6.3908,24.9346,10.5692,8.0388,9.856,,7.4945,9.9968,16.1033,6.9123,9.4894,3.4949,5.8831,5.4392,,3.8139,,,6.4024,3.8149,10.4299,5.9398,10.1964
2017/9/13,11.1305,15.1921,8.7682,14.3339,,,,,12.3516,8.9881,6.3601,24.68,10.8154,8.0388,9.829,,7.4398,10.0538,16.0294,6.876,9.4382,3.4766,5.8378,5.4392,,3.7864,,,6.384,3.7968,10.3289,5.9214,10.2841
2017/9/14,11.0234,15.336,8.7193,14.1319,,,,,12.3324,8.9594,6.3218,24.3876,10.5882,8.011,9.775,,7.3667,9.9683,16.0386,6.8397,9.4177,3.4493,5.7654,5.3933,,3.7773,,,6.274,3.7423,10.3019,5.903,10.2052
2017/9/15,10.9942,15.2401,8.7193,14.1319,,,,,12.3132,8.9402,6.3141,24.4914,10.6071,8.011,9.802,,7.3393,10.0918,16.0479,6.8397,9.4126,3.422,5.7473,5.2924,,3.759,,,6.2556,3.6878,10.3491,5.8845,10.1789
2017/9/18,10.9552,15.1634,8.7437,14.1415,,,,,12.39,8.9402,6.3295,24.2933,10.6071,8.0388,9.8155,,7.3576,10.0728,16.0848,6.876,9.4382,3.3674,5.7202,5.2832,,3.7407,,,6.1731,3.6878,10.3423,5.8938,10.1263
2017/9/19,10.8384,15.288,8.7437,14.2762,,,,,12.3804,8.9498,6.3295,24.68,10.7965,8.0388,9.8425,,7.3028,10.2057,16.0756,6.8215,9.4433,3.3856,5.7292,5.3016,,3.7498,,,6.2189,3.7059,10.3423,5.903,10.2227
2017/9/20,10.9942,15.5278,8.6704,14.1415,,,,,12.3612,8.9402,6.3295,24.4159,10.6355,8.0203,9.829,,7.3302,10.0633,16.0017,6.8578,9.4484,3.3765,5.693,5.3107,,3.7407,,,6.2281,3.7514,10.3625,5.8938,10.1526
2017/9/21,11.1597,15.5374,8.6541,14.1415,,,,,12.3516,8.9594,6.3141,24.5762,10.5692,7.9832,9.7953,,7.3393,9.9494,16.0294,6.876,9.4587,3.4311,5.7383,5.4575,,3.7681,,,6.3657,3.7786,10.3356,5.903,10.0824
2017/9/22,11.1402,15.6141,8.6133,13.8144,,,,,12.3708,8.9881,6.2758,24.4725,10.2662,7.9647,9.7683,,7.3759,9.7595,16.0848,6.8124,9.3767,3.4493,5.7473,5.485,,3.7681,,,6.4207,3.8059,10.2008,5.8753,9.8632
2017/9/25,10.9942,15.6333,8.1325,13.141,,,,,12.4188,8.9881,6.2604,24.3405,9.2433,7.835,9.6064,,7.2937,9.3797,16.2418,6.7216,9.1924,3.504,5.7926,5.6043,,3.7681,,,6.5033,3.8422,10.0324,5.8385,9.4687
