ÈÕÆÚ,000561.SZ,000687.SZ,000697.SZ,000738.SZ,000768.SZ,002013.SZ,002023.SZ,002179.SZ,002190.SZ,002297.SZ,002389.SZ,002413.SZ,002664.SZ,002933.SZ,300159.SZ,300397.SZ,300424.SZ,300581.SZ,300696.SZ,300719.SZ,300775.SZ,600038.SH,600316.SH,600372.SH,600391.SH,600760.SH,600765.SH,600862.SH,600893.SH,688011.SH,000561.SZ,000687.SZ,000697.SZ,000738.SZ,000768.SZ,002013.SZ,002023.SZ,002179.SZ,002190.SZ,002297.SZ,002389.SZ,002413.SZ,002664.SZ,002933.SZ,300159.SZ,300397.SZ,300424.SZ,300581.SZ,300696.SZ,300719.SZ,300775.SZ,600038.SH,600316.SH,600372.SH,600391.SH,600760.SH,600765.SH,600862.SH,600893.SH,688011.SH,000561.SZ,000687.SZ,000697.SZ,000738.SZ,000768.SZ,002013.SZ,002023.SZ,002179.SZ,002190.SZ,002297.SZ,002389.SZ,002413.SZ,002664.SZ,002933.SZ,300159.SZ,300397.SZ,300424.SZ,300581.SZ,300696.SZ,300719.SZ,300775.SZ,600038.SH,600316.SH,600372.SH,600391.SH,600760.SH,600765.SH,600862.SH,600893.SH,688011.SH,000561.SZ,000687.SZ,000697.SZ,000738.SZ,000768.SZ,002013.SZ,002023.SZ,002179.SZ,002190.SZ,002297.SZ,002389.SZ,002413.SZ,002664.SZ,002933.SZ,300159.SZ,300397.SZ,300424.SZ,300581.SZ,300696.SZ,300719.SZ,300775.SZ,600038.SH,600316.SH,600372.SH,600391.SH,600760.SH,600765.SH,600862.SH,600893.SH,688011.SH,000561.SZ,000687.SZ,000697.SZ,000738.SZ,000768.SZ,002013.SZ,002023.SZ,002179.SZ,002190.SZ,002297.SZ,002389.SZ,002413.SZ,002664.SZ,002933.SZ,300159.SZ,300397.SZ,300424.SZ,300581.SZ,300696.SZ,300719.SZ,300775.SZ,600038.SH,600316.SH,600372.SH,600391.SH,600760.SH,600765.SH,600862.SH,600893.SH,688011.SH,000561.SZ,000687.SZ,000697.SZ,000738.SZ,000768.SZ,002013.SZ,002023.SZ,002179.SZ,002190.SZ,002297.SZ,002389.SZ,002413.SZ,002664.SZ,002933.SZ,300159.SZ,300397.SZ,300424.SZ,300581.SZ,300696.SZ,300719.SZ,300775.SZ,600038.SH,600316.SH,600372.SH,600391.SH,600760.SH,600765.SH,600862.SH,600893.SH,688011.SH
2017/1/4,1.201,2.1429,0,0.3531,0.2258,-0.0533,0.3531,0.9402,0.8214,10.0076,3.2752,0.0837,0,,4.2233,0.6889,2.8958,10.0036,,,,0.4968,0.1453,0.2081,0.2474,4.9901,0.2033,0.241,0.3282,,0.9074,1.098,,0.9338,0.9101,1.3398,0.6302,1.4759,1.0213,8.6846,4.4865,0.652,,,1.8735,2.3127,3.1203,0.2245,,,,1.288,2.2192,0.3558,0.9781,0.1836,0.9865,0.5559,0.4109,,7508057161,8359437818,10676672049,29305531287,61435746500,26202120834,9368376147,23263479332,11439542979,5250152462,12817619910,8470818448,8716447784,,11238544626,2715192000,3692079420,1022650000,,,,29809837528,14829928108,33881478186,12039818014,7330083333,11506667328,9863191790,45989054426,,85.3521,73.9564,-345.9165,140.3223,148.708,51.5964,263.7826,31.7366,80.4617,1078.7174,140.1796,124.1485,43.9756,,86.4744,-89.3181,120.061,78.0119,,,,67.879,1343.2427,73.5892,325.3388,264.003,47.4574,236.7849,73.5778,,6.5966,8.8795,9.2374,5.9383,3.9988,4.0133,2.954,5.67,6.2879,4.2672,5.0071,3.7796,5.9871,,3.7305,5.4727,8.2135,7.895,,,,4.3464,2.928,5.6425,7.1188,16.689,3.2845,5.1242,4.1978,,6.7299,7.4316,1039.8489,11.7039,2.3519,3.5346,21.7363,3.9775,5.0959,13.1761,14.1797,24.6441,5.7073,,12.1132,28.9561,16.9299,20.0841,,,,2.3807,4.0297,4.869,5.6636,6.3495,2.1433,5.9707,2.9497,
2017/1/5,1.8196,0.1907,0,1.0946,1.7575,1.2793,1.126,0.8021,0.8751,-5.9028,-2.4712,1.5886,0,,-1.3049,0.5321,0.2407,10,,,,4.3702,1.6925,0.8827,1.3984,0,0.7437,2.1635,1.0407,,1.61,0.8945,,1.261,1.6941,1.1469,1.3036,1.6436,1.4768,11.0531,3.4275,1.6766,,,1.2551,3.6405,2.4402,0.8028,,,,2.1841,3.2194,0.6263,1.8345,,1.8444,1.4116,0.8609,,7644675290,8375380802,10676672049,29626311145,62515509508,26537329203,9473861029,23450068687,11539647610,4940247630,12500874772,8605388306,8716447784,,11091887794,2729640000,3700966113,1124915000,,,,31112581070,15080918187,34180535885,12208183992,7330083333,11592247680,10076578151,46467679733,,86.9052,74.0975,-345.9165,141.8583,151.3216,52.2565,266.7527,31.9911,81.1658,1015.0431,136.7155,126.1207,43.9756,,85.3459,-89.7933,120.35,85.8131,,,,70.8454,1365.9765,74.2388,329.8884,264.003,47.8104,241.9077,74.3436,,6.7166,8.8965,9.2374,6.0033,4.0691,4.0646,2.9873,5.7155,6.3429,4.0153,4.8833,3.8396,5.9871,,3.6818,5.5018,8.2333,8.6844,,,,4.5363,2.9776,5.6923,7.2184,16.689,3.3089,5.2351,4.2415,,6.8524,7.4458,1039.8489,11.832,2.3932,3.5798,21.9811,4.0094,5.1405,12.3984,13.8293,25.0356,5.7073,,11.9551,29.1102,16.9706,22.0925,,,,2.4847,4.0979,4.9119,5.7428,6.3495,2.1593,6.0999,2.9804,
2017/1/6,0.0777,0.4442,0,-0.464,-0.5757,1.5789,-1.3918,-0.3593,-0.5983,1.2546,-9.2061,-0.4115,0,,0.4871,0.1512,-1.1821,10.005,,,,-2.9557,-1.7118,0.0515,-0.4056,0,0.2013,-0.8627,-0.4414,,1.3774,1.0302,,0.8944,1.183,1.9066,0.9561,1.6707,1.6956,12.1282,6.599,1.2322,,,0.7766,3.4805,1.1551,18.3655,,,,1.9967,2.1591,0.5407,1.4462,,1.4799,0.833,0.4593,,7650615208,8412581097,10676672049,29488834063,62155588505,26956339664,9342004926,23365802527,11470609934,5002228596,11350034105,8569975185,8716447784,,11145919259,2733768000,3657216237,1237463000,,,,30192997394,14822756963,34198127515,12158664587,7330083333,11615587776,9989642967,46262554601,,86.9727,74.4266,-345.9165,141.2,150.4504,53.0816,263.04,31.8761,80.6802,1027.7779,124.1294,125.6017,43.9756,,85.7617,-89.9291,118.9273,94.3987,,,,68.7515,1342.5932,74.277,328.5503,264.003,47.9066,239.8206,74.0154,,6.7219,8.936,9.2374,5.9754,4.0457,4.1288,2.9457,5.6949,6.305,4.0657,4.4338,3.8238,5.9871,,3.6997,5.5101,8.1359,9.5533,,,,4.4022,2.9266,5.6952,7.1891,16.689,3.3156,5.1899,4.2228,,6.8577,7.4789,1039.8489,11.7771,2.3795,3.6363,21.6751,3.9949,5.1097,12.5539,12.5561,24.9326,5.7073,,12.0133,29.1542,16.77,24.3028,,,,2.4113,4.0277,4.9145,5.7195,6.3495,2.1636,6.0473,2.9673,
2017/1/9,4.4255,4.043,0,3.3023,5.3007,1.9689,3.0346,2.7306,3.7918,-4.2274,1.0233,2.314,0,,1.7313,1.6988,2.6542,-2.9312,,,,1.8743,4.1122,3.8066,3.7469,0,6.497,4.4304,3.0742,,2.8626,2.4522,,2.0073,2.1913,2.1781,2.3582,1.8089,2.8198,8.8774,3.7634,1.9873,,,1.1977,4.4553,1.4244,59.7962,,,,1.8597,3.031,1.3076,3.272,,5.0837,2.3344,0.9624,,7989190571,8752698084,10676672049,30462630060,65450249989,27487086248,9625495548,24003817742,11905547295,4790764122,11466173988,8768288661,8716447784,,11338888775,2780208000,3754286275,1201190000,,,,30758895041,15432304298,35499908089,12614243113,7330083333,12370250880,10432222086,47684755511,,90.8216,77.4356,-345.9165,145.8628,158.4253,54.1267,271.0222,32.7465,83.7394,984.3296,125.3995,128.5082,43.9756,,87.2464,-91.4568,122.0839,91.6316,,,,70.04,1397.8038,77.1044,340.8609,264.003,51.0191,250.4456,76.2907,,7.0193,9.2973,9.2374,6.1727,4.2601,4.2101,3.0351,5.8504,6.544,3.8938,4.4792,3.9123,5.9871,,3.7638,5.6037,8.3519,9.2733,,,,4.4847,3.047,5.912,7.4585,16.689,3.531,5.4199,4.3526,,7.1612,7.7812,1039.8489,12.166,2.5056,3.7079,22.3329,4.104,5.3035,12.0232,12.6846,25.5096,5.7073,,12.2213,29.6495,17.2151,23.5905,,,,2.4565,4.1934,5.1015,5.9338,6.3495,2.3042,6.3152,3.0585,
2017/1/10,-3.2714,-1.1536,0,-1.73,-2.0728,-3.3028,-1.2329,-0.8024,-2.0006,-4.6423,-2.6243,-0.8885,0,,-0.4084,-2.0416,-1.6934,1.1477,,,,-2.5872,-2.974,-2.2299,-1.8843,0,-2.5786,-1.9697,-1.5486,,2.2935,1.2375,,1.1574,1.3331,1.5856,1.3351,1.4112,1.4702,6.4582,2.919,1.1375,,,0.5326,2.6764,1.0314,33.2594,,,,1.7356,1.6817,0.7049,1.7101,,2.6898,1.1983,0.521,,7727834151,8651725854,10676672049,29935634579,64093624672,26579230249,9506825055,23811209375,11667367312,4568361830,11165266107,8690379795,8716447784,,11292576091,2723448000,3690712236,1214976000,,,,29963101474,14973351011,34708284767,12376549969,7330083333,12051269568,10226738924,46946305039,,87.8505,76.5423,-345.9165,143.3394,155.1415,52.339,267.6808,32.4838,82.0641,938.6339,122.1087,127.3663,43.9756,,86.8901,-89.5897,120.0165,92.6833,,,,68.228,1356.2335,75.385,334.4379,264.003,49.7035,245.5126,75.1093,,6.7897,9.19,9.2374,6.066,4.1718,4.071,2.9977,5.8035,6.4131,3.713,4.3616,3.8775,5.9871,,3.7484,5.4893,8.2105,9.3797,,,,4.3687,2.9563,5.7802,7.3179,16.689,3.44,5.3131,4.2852,,6.9269,7.6915,1039.8489,11.9555,2.4537,3.5854,22.0576,4.0711,5.1974,11.4651,12.3517,25.2829,5.7073,,12.1714,29.0442,16.9236,23.8612,,,,2.3929,4.0686,4.9878,5.822,6.3495,2.2448,6.1908,3.0111,
2017/1/11,-0.3075,0,0,0.2296,0.2592,0.5255,-1.387,-1.8959,0,-0.9577,1.2766,-1.141,0,,-0.8886,0.0758,-0.8891,0.1674,,,,0.0984,-0.5268,2.4328,-0.2934,4.9882,-0.0646,-0.3864,-0.9904,,1.289,0.7566,,0.9721,1.1557,1.1567,0.9587,0.9927,1.2741,4.6096,1.8503,0.9809,,,0.559,1.9232,0.8764,27.4731,,,,1.1476,1.4706,1.1381,1.4017,0.5657,1.9898,1.2656,0.6365,,7704074476,8651725854,10676672049,30004373120,64259742058,26718900403,9374968952,23359783515,11667367312,4524610560,11307801419,8591223058,8716447784,,11192231943,2725512000,3657899829,1217010000,,,,29992575310,14894468414,35552682977,12340235738,7695725136,12043489536,10187222931,46481354741,,87.5804,76.5423,-345.9165,143.6686,155.5436,52.614,263.9682,31.8679,82.0641,929.6446,123.6675,125.9131,43.9756,,86.118,-89.6576,118.9495,92.8385,,,,68.2951,1349.0885,77.219,333.4567,277.1721,49.6714,244.5639,74.3654,,6.7688,9.19,9.2374,6.0799,4.1826,4.0924,2.9561,5.6935,6.4131,3.6775,4.4173,3.8333,5.9871,,3.7151,5.4935,8.1375,9.3954,,,,4.373,2.9408,5.9208,7.2965,17.5215,3.4377,5.2926,4.2427,,6.9056,7.6915,1039.8489,11.983,2.46,3.6043,21.7516,3.9939,5.1974,11.3553,12.5094,24.9944,5.7073,,12.0632,29.0662,16.7731,23.9012,,,,2.3953,4.0472,5.1091,5.8049,6.6662,2.2433,6.1669,2.9813,
2017/1/12,-2.8527,-1.9042,0,-2.6346,-2.7574,-2.8751,-2.2504,-0.1288,-1.4793,-4.5931,-4.7619,-1.8961,0,,-0.5517,-2.3855,-1.2895,-1.5785,,,,-2.7712,-1.1074,-1.7813,-2.0064,5.0202,-1.8734,-3.0256,-1.5004,,1.1949,0.7491,,0.7637,1.047,1.0419,0.8267,0.6515,0.7682,5.7572,3.7391,0.8693,,,0.363,2.2998,0.5555,22.644,,,,1.2933,1.2377,0.6087,1.0478,0.8144,1.9524,1.0273,0.4026,,7484297486,8486981688,10676672049,29213879900,62487823277,25950714557,9163999186,23329688458,11494773121,4316792025,10769334685,8428322703,8716447784,,11130481697,2660496000,3610731993,1197800000,,,,29161413141,14729532076,34919384319,12092638713,8082063646,11817868608,9878998188,45783929295,,85.082,75.0848,-345.9165,139.8835,151.2546,51.1014,258.028,31.8269,80.8501,886.9454,117.7786,123.5256,43.9756,,85.6429,-87.5188,117.4157,91.373,,,,66.4025,1334.1492,75.8435,326.7661,291.0866,48.7409,237.1644,73.2496,,6.5757,9.015,9.2374,5.9197,4.0673,3.9748,2.8896,5.6861,6.3182,3.5086,4.2069,3.7606,5.9871,,3.6946,5.3624,8.0325,9.2471,,,,4.2518,2.9082,5.8153,7.1501,18.4011,3.3733,5.1325,4.1791,,6.7086,7.545,1039.8489,11.6673,2.3922,3.5007,21.2621,3.9888,5.1205,10.8337,11.9137,24.5205,5.7073,,11.9967,28.3728,16.5568,23.5239,,,,2.3289,4.0024,5.0181,5.6884,7.0009,2.2013,5.9803,2.9366,
2017/1/13,-0.7937,-2.129,0,-0.1176,-0.6646,-1.8299,-3.5252,-2.0382,-1.2012,-3.125,-2.1078,-2.3529,0,,-2.4965,-2.4825,-3.2942,-6.0472,,,,0.3841,2.5803,-0.4534,0.3822,-4.9936,0,-1.36,0.4182,,0.9948,0.6728,,0.6534,0.7526,0.9873,1.3664,0.8361,0.7842,3.6607,2.7297,0.7199,,,0.5182,2.713,0.9943,15.9344,,,,1.1916,2.5817,0.4416,1.4596,25.3096,1.4826,0.7677,0.4206,,7424898300,8306294539,10676672049,29179510629,62072529812,25475836035,8840951733,22854186552,11356697768,4181892274,10542334003,8230009227,8716447784,,10852605594,2594448000,3491787017,1125367000,,,,29273413717,15109602768,34761059655,12138856825,7678477881,11817868608,9744643812,45975379418,,84.4067,73.4863,-345.9165,139.7189,150.2494,50.1662,248.932,31.1782,79.879,859.2284,115.296,120.6192,43.9756,,83.5048,-85.3461,113.5478,85.8476,,,,66.6575,1368.5747,75.4996,328.015,276.5509,48.7409,233.939,73.5559,,6.5235,8.8231,9.2374,5.9127,4.0403,3.902,2.7877,5.5702,6.2423,3.3989,4.1183,3.6721,5.9871,,3.6024,5.2293,7.7679,8.6879,,,,4.2681,2.9832,5.789,7.1774,17.4822,3.3733,5.0627,4.1965,,6.6554,7.3844,1039.8489,11.6536,2.3763,3.4366,20.5126,3.9075,5.059,10.4952,11.6626,23.9436,5.7073,,11.6972,27.6685,16.0114,22.1014,,,,2.3378,4.1057,4.9954,5.7102,6.6513,2.2013,5.899,2.9489,
2017/1/16,-3.2,-5.5662,0,-2.7091,-1.2043,-3.0154,-5.2946,0.5004,-4.7416,-8.544,-8.2624,-5.938,0,,-4.1252,-6.1257,-3.9546,-3.6048,,,,-0.6041,-3.3223,-0.7591,-2.5564,-2.6505,-3.2916,-4.1363,1.6359,,1.3876,1.0504,,1.0273,1.0588,1.3016,1.5698,1.1087,1.314,4.7872,3.7482,1.2131,,,0.7888,3.0675,1.1584,15.8478,,,,1.6654,1.8793,0.6631,1.4997,10.9405,1.927,1.0498,0.8934,,7187301554,7843948010,10676672049,28389017408,61325001576,24707650190,8372862566,22968547770,10818203892,3824590231,9671284874,7741308163,8716447784,,10404916316,2435520000,3353701469,1084800000,,,,29096570702,14607622609,34497185214,11828535220,7474960274,11428867008,9341580686,46727504899,,81.7057,69.3958,-345.9165,135.9338,148.4399,48.6536,235.7522,31.3342,76.0914,785.8156,105.7698,113.4567,43.9756,,80.0601,-80.1181,109.0574,82.7529,,,,66.2548,1323.1071,74.9265,319.6295,269.2209,47.1365,224.2627,74.7592,,6.3148,8.332,9.2374,5.7526,3.9916,3.7844,2.6401,5.5981,5.9464,3.1085,3.778,3.4541,5.9871,,3.4538,4.909,7.4607,8.3748,,,,4.2424,2.8841,5.745,6.9939,17.0188,3.2623,4.8533,4.2652,,6.4424,6.9734,1039.8489,11.3379,2.3477,3.333,19.4266,3.927,4.8191,9.5984,10.699,22.5218,5.7073,,11.2147,25.9736,15.3782,21.3047,,,,2.3237,3.9693,4.9574,5.5642,6.475,2.1289,5.655,2.9971,
2017/1/17,3.3058,2.3035,0,1.0492,2.0316,0.1696,1.1811,1.5199,1.8188,3.9085,2.2926,1.3724,0,,0.0742,2.5424,1.916,2.7187,,,,5.5713,5.351,4.4365,1.4513,4.9838,2.3145,1.5228,0.7902,,1.1101,0.6172,,0.5751,1.0639,1.0684,1.057,0.7831,0.9825,3.3232,3.0226,0.6166,,,0.6804,2.4251,0.9505,15.331,,,,1.6295,2.355,1.0683,0.9137,4.8639,1.4628,0.8169,0.5121,,7424898300,8024635159,10676672049,28686884419,62570881970,24749551236,8471754643,23317650435,11014961270,3974073739,9893006471,7847547525,8716447784,,10412635097,2497440000,3417959100,1114293000,,,,30717631671,15389277428,36027656970,12000202490,7847500980,11693388096,9483838260,47096730135,,84.4067,70.9944,-345.9165,137.3601,151.4556,48.7361,238.5367,31.8105,77.4753,816.5291,108.1946,115.0138,43.9756,,80.1194,-82.155,111.147,85.0028,,,,69.9461,1393.9066,78.2506,324.2683,282.6385,48.2275,227.6778,75.35,,6.5235,8.5239,9.2374,5.8129,4.0727,3.7908,2.6713,5.6832,6.0545,3.23,3.8646,3.5015,5.9871,,3.4563,5.0338,7.6037,8.6024,,,,4.4787,3.0385,5.9999,7.0954,17.867,3.3378,4.9272,4.2989,,6.6554,7.134,1039.8489,11.4568,2.3954,3.3386,19.656,3.9867,4.9067,9.9736,10.9443,22.8309,5.7073,,11.223,26.6339,15.6729,21.8839,,,,2.4532,4.1817,5.1774,5.6449,6.7977,2.1781,5.7411,3.0208,
2017/1/18,-0.8,0,0,-0.1997,0.6195,0.0564,-2.1012,-1.523,-0.282,-1.7431,-1.4941,-1.6245,0,,-4.2254,-2.1074,-0.02,-3.2958,,,,0.9211,0.1398,-0.5371,-0.5502,5.011,0.9315,-0.75,-1.0163,,0.6246,0.4916,,0.3934,1.0746,0.5938,0.9589,0.5462,0.532,2.7405,1.9615,0.4624,,,2.133,1.7452,0.7404,10.21,,,,1.1909,2.3423,0.5714,0.6613,2.4432,1.5225,0.3389,0.3186,,7365499114,8024635159,10676672049,28629602302,62958489203,24763518251,8293748904,22962528758,10983894315,3904800894,9745192073,7720060291,8716447784,,9972664600,2444808000,3417275508,1077568000,,,,31000580494,15410790863,35834149047,11934176617,8240738391,11802308544,9412709473,46618104829,,83.7315,70.9944,-345.9165,137.0858,152.3939,48.7636,233.5246,31.326,77.2568,802.296,106.5781,113.1453,43.9756,,76.7341,-80.4236,111.1248,82.2013,,,,70.5904,1395.8552,77.8303,322.4842,296.8015,48.6767,225.9702,74.5842,,6.4714,8.5239,9.2374,5.8013,4.0979,3.7929,2.6152,5.5966,6.0374,3.1737,3.8069,3.4446,5.9871,,3.3103,4.9277,7.6022,8.3189,,,,4.52,3.0427,5.9677,7.0564,18.7623,3.3689,4.8902,4.2552,,6.6021,7.134,1039.8489,11.434,2.4102,3.3405,19.243,3.926,4.8929,9.7998,10.7807,22.46,5.7073,,10.7488,26.0726,15.6698,21.1626,,,,2.4758,4.1875,5.1496,5.6139,7.1383,2.1984,5.698,2.9901,
2017/1/19,-0.4839,-1.1921,0,0.4402,-0.3518,-2.1997,4.7695,1.6252,-0.1257,0.9337,1.3001,-0.6422,0,,0.0774,-0.4221,-0.8402,-0.2727,,,,-1.8254,0.2327,-1.9637,-0.7746,4.9812,-0.5933,-0.5877,0.1173,,0.5353,0.2858,,0.3982,0.6613,0.6772,2.8765,0.7956,0.6137,2.9194,2.1457,0.4416,,,0.4379,1.0276,0.3661,10.1878,,,,0.842,2.3713,0.4993,0.7232,0.4308,0.8832,0.5548,0.3157,,7329859602,7928977257,10676672049,28755622960,62736999355,24218804652,8689317214,23335707469,10970086780,3941260286,9871890128,7670481922,8716447784,,9980383380,2434488000,3388564652,1074630000,,,,30434682847,15446646588,35130483872,11841740394,8651223058,11732288256,9357387083,46672804864,,83.3263,70.1481,-345.9165,137.6892,151.8577,47.6909,244.6625,31.8351,77.1597,809.7871,107.9637,112.4187,43.9756,,76.7935,-80.0841,110.1911,81.9771,,,,69.3018,1399.1029,76.302,319.9864,311.5856,48.3879,224.6421,74.6717,,6.44,8.4223,9.2374,5.8269,4.0835,3.7095,2.7399,5.6876,6.0298,3.2033,3.8564,3.4225,5.9871,,3.3129,4.9069,7.5383,8.2962,,,,4.4375,3.0498,5.8505,7.0017,19.6969,3.3489,4.8615,4.2602,,6.5702,7.0489,1039.8489,11.4843,2.4017,3.267,20.1608,3.9898,4.8868,9.8913,10.9209,22.3157,5.7073,,10.7571,25.9626,15.5381,21.1049,,,,2.4306,4.1972,5.0484,5.5704,7.4939,2.1854,5.6646,2.9936,
2017/1/20,2.3501,3.8204,0,0.5578,1.5004,0.7497,0.607,0.7222,2.0768,1.9426,0.7487,1.7544,0,,0.8507,2.0772,1.5534,6.8139,,,,0.1743,-0.5571,1.0516,0.7527,-2.9506,2.0557,0.9291,0.9669,,0.7774,0.765,,0.4357,0.7487,0.6072,1.3356,0.672,0.7304,3.2629,2.0562,0.5329,,,0.7437,1.6953,0.6921,12.2319,,,,0.8659,1.5346,0.4254,0.6633,12.9019,1.4153,0.6261,0.3629,,7502117242,8231893948,10676672049,28916012889,63678331208,24400375851,8742059655,23504239790,11197911112,4017825009,9945797327,7805051780,8716447784,,10065289968,2485056000,3441201222,1147854000,,,,30487735752,15360592847,35499908089,11930875323,8395963685,11973469248,9444322267,47124080153,,85.2846,72.828,-345.9165,138.4572,154.1363,48.0485,246.1476,32.065,78.7621,825.5184,108.772,114.391,43.9756,,77.4468,-81.7476,111.9028,87.563,,,,69.4226,1391.3085,77.1044,322.395,302.3921,49.3826,226.7292,75.3937,,6.5914,8.7441,9.2374,5.8594,4.1448,3.7373,2.7565,5.7287,6.1551,3.2656,3.8852,3.4825,5.9871,,3.341,5.0088,7.6554,8.8615,,,,4.4452,3.0328,5.912,7.0544,19.1158,3.4178,4.9066,4.3014,,6.7246,7.3182,1039.8489,11.5483,2.4378,3.2915,20.2832,4.0186,4.9882,10.0834,11.0027,22.7072,5.7073,,10.8486,26.5019,15.7795,22.543,,,,2.4348,4.1739,5.1015,5.6123,7.2728,2.2303,5.7172,3.0225,
2017/1/23,2.2961,4.7127,0,0.6735,1.6087,2.5758,3.092,-0.3841,0.3391,9.9819,2.4416,4.4465,0,,1.0736,10.0083,2.801,10.002,,,,-1.6628,-0.8403,-0.2973,1.4665,1.6023,0.1949,1.59,0.058,,1.3372,1.4752,,0.559,1.044,0.9305,2.2687,0.9017,0.7641,2.2286,3.8944,1.3958,,,0.6961,5.4416,0.8721,27.7397,,,,1.0895,1.6037,0.5944,0.9865,7.351,1.6387,0.5345,0.3738,,7674374883,8619839886,10676672049,29110772088,64702721754,25028891543,9012364667,23413954618,11235881834,4796154579,10188635266,8152100362,8716447784,,10173352897,2733768000,3537587669,1262662000,,,,29980785776,15231512235,35394358313,12105843888,8530492274,11996809344,9594483040,47151430170,,87.2428,76.2602,-345.9165,139.3898,156.6159,49.2861,253.7585,31.9418,79.0292,907.9205,111.4278,119.4773,43.9756,,78.2783,-89.9291,115.0371,96.321,,,,68.2682,1379.6168,76.8751,327.1229,307.2373,49.4789,230.3341,75.4375,,6.7427,9.1561,9.2374,5.8988,4.2115,3.8336,2.8417,5.7067,6.1759,3.5915,3.9801,3.6374,5.9871,,3.3769,5.5101,7.8698,9.7479,,,,4.3713,3.0073,5.8944,7.1579,19.422,3.4244,4.9846,4.3039,,6.879,7.6631,1039.8489,11.6261,2.477,3.3763,20.9103,4.0032,5.0052,11.0899,11.2713,23.7169,5.7073,,10.9651,29.1542,16.2214,24.7977,,,,2.3943,4.1388,5.0864,5.6946,7.3893,2.2346,5.8081,3.0243,
2017/1/24,1.0062,-0.4932,0,-1.0626,-0.6418,-0.2232,-0.1463,2.5707,-1.3518,3.2178,-1.6062,-1.477,0,,-1.4416,-0.9438,-2.6473,-0.1342,,,,0.177,-2.5895,-0.1491,-1.009,-5.0142,0.3891,0,-0.609,,1.0671,0.7876,,0.3181,0.6487,0.5118,1.1608,1.1369,0.5749,9.9482,1.7993,0.6497,,,0.5542,9.9694,0.5771,21.7214,,,,0.7102,1.5042,0.2505,0.5181,6.2289,1.7613,0.4163,0.2499,,7751593825,8577325263,10676672049,28801448654,64287428289,24973023482,8999179057,24015855765,11083998946,4950486286,10024983611,8031695752,8716447784,,10026696064,2707968000,3443935589,1260967000,,,,30033838680,14837099253,35341583424,11983696022,8102760352,12043489536,9594483040,46864254986,,88.1206,75.8841,-345.9165,137.9087,155.6106,49.1761,253.3872,32.763,77.9609,937.1357,109.638,117.7127,43.9756,,77.1499,-89.0804,111.9917,96.1917,,,,68.389,1343.8922,76.7605,323.8223,291.832,49.6714,230.3341,74.978,,6.8106,9.111,9.2374,5.8361,4.1844,3.825,2.8376,5.8534,6.0925,3.7071,3.9162,3.5836,5.9871,,3.3282,5.4581,7.6615,9.7348,,,,4.379,2.9294,5.8856,7.0857,18.4482,3.4377,4.9846,4.2777,,6.9482,7.6253,1039.8489,11.5026,2.4611,3.3688,20.8797,4.1061,4.9375,11.4468,11.0903,23.3666,5.7073,,10.807,28.8791,15.792,24.7644,,,,2.3986,4.0316,5.0788,5.6372,7.0188,2.2433,5.8081,3.0059,
2017/1/25,-0.3831,-0.8674,0,1.1138,-0.1723,0.3915,-0.0733,0,0.9966,-3.3573,1.6324,0.0882,0,,0.7698,-3.6966,0.0794,2.0163,,,,-1.4917,0.4833,0.9457,1.4876,0.2129,-0.1938,0.4119,1.3131,,1.1035,0.4565,,0.45,0.6718,0.3434,0.7152,0.74,0.4564,4.8988,1.7331,0.4102,,,0.6168,5.1507,0.3994,16.7647,,,,1.1144,1.366,0.2913,0.7621,3.3139,0.9806,0.3588,0.3428,,7721894232,8502924672,10676672049,29122228512,64176683365,25070792589,8992586252,24015855765,11194459228,4784282909,10188635266,8038778376,8716447784,,10103883871,2607864000,3446669956,1286392000,,,,29585836376,14908810704,35675824383,12161965880,8120007607,12020149440,9633999032,47479630380,,87.783,75.2259,-345.9165,139.4446,155.3426,49.3686,253.2016,32.763,78.7378,905.6731,111.4278,117.8165,43.9756,,77.7438,-85.7874,112.0806,98.1312,,,,67.3689,1350.3876,77.4865,328.6395,292.4532,49.5752,231.2827,75.9626,,6.7845,9.032,9.2374,5.9011,4.1772,3.84,2.8355,5.8534,6.1532,3.5827,3.9801,3.5868,5.9871,,3.3538,5.2563,7.6676,9.9311,,,,4.3137,2.9436,5.9413,7.1911,18.4875,3.4311,5.0052,4.3338,,6.9216,7.5592,1039.8489,11.6307,2.4568,3.382,20.8644,4.1061,4.9867,11.0625,11.2713,23.3872,5.7073,,10.8902,27.8115,15.8045,25.2638,,,,2.3628,4.0511,5.1268,5.721,7.0337,2.239,5.832,3.0454,
